year,age_gr,migback,plh0038,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,17-29 y.,Indirect migration background,Very concerned,0.56750,63,103,0.47135,0.66365
1986,17-29 y.,Indirect migration background,Somewhat concerned,0.35244,40,103,0.25973,0.44515
1986,30-45 y.,No migration background,Very concerned,0.43589,944,2130,0.41483,0.45696
1986,30-45 y.,No migration background,Somewhat concerned,0.43430,935,2130,0.41324,0.45535
1986,30-45 y.,No migration background,Not concerned at all,0.11994,251,2130,0.10614,0.13374
1986,30-45 y.,Direct migration background,Very concerned,0.44936,499,1090,0.41982,0.47891
1986,30-45 y.,Direct migration background,Somewhat concerned,0.39018,412,1090,0.36121,0.41915
1986,30-45 y.,Direct migration background,Not concerned at all,0.14270,179,1090,0.12192,0.16347
1986,46-65 y.,No migration background,Very concerned,0.46298,1081,2325,0.44271,0.48325
1986,46-65 y.,No migration background,Somewhat concerned,0.42578,1000,2325,0.40567,0.44588
1986,46-65 y.,No migration background,Not concerned at all,0.10293,244,2325,0.09058,0.11529
1986,46-65 y.,Direct migration background,Very concerned,0.42043,385,865,0.38752,0.45335
1986,46-65 y.,Direct migration background,Somewhat concerned,0.42986,342,865,0.39684,0.46287
1986,46-65 y.,Direct migration background,Not concerned at all,0.14130,138,865,0.11807,0.16453
1986,66 and older,No migration background,Very concerned,0.44088,426,970,0.40962,0.47214
1986,66 and older,No migration background,Somewhat concerned,0.40474,394,970,0.37383,0.43564
1986,66 and older,No migration background,Not concerned at all,0.14835,150,970,0.12597,0.17073
1987,17-29 y.,No migration background,Very concerned,0.44863,932,2049,0.42709,0.47017
1987,17-29 y.,No migration background,Somewhat concerned,0.44643,917,2049,0.42490,0.46796
1987,17-29 y.,No migration background,Not concerned at all,0.09312,200,2049,0.08053,0.10570
1987,17-29 y.,Direct migration background,Very concerned,0.39743,288,785,0.36318,0.43169
1987,17-29 y.,Direct migration background,Somewhat concerned,0.45119,379,785,0.41635,0.48602
1987,17-29 y.,Direct migration background,Not concerned at all,0.13471,118,785,0.11081,0.15860
1987,17-29 y.,Indirect migration background,Very concerned,0.46634,57,122,0.37745,0.55522
1987,17-29 y.,Indirect migration background,Somewhat concerned,0.46284,65,122,0.37399,0.55168
1987,30-45 y.,No migration background,Very concerned,0.44403,936,2082,0.42268,0.46538
1987,30-45 y.,No migration background,Somewhat concerned,0.43962,928,2082,0.41830,0.46095
1987,30-45 y.,No migration background,Not concerned at all,0.10700,218,2082,0.09372,0.12028
1987,30-45 y.,Direct migration background,Very concerned,0.44621,442,1037,0.41594,0.47648
1987,30-45 y.,Direct migration background,Somewhat concerned,0.41818,431,1037,0.38815,0.44822
1987,30-45 y.,Direct migration background,Not concerned at all,0.12319,164,1037,0.10318,0.14320
1987,46-65 y.,No migration background,Very concerned,0.46028,1056,2266,0.43976,0.48081
1987,46-65 y.,No migration background,Somewhat concerned,0.43415,993,2266,0.41373,0.45456
1987,46-65 y.,No migration background,Not concerned at all,0.09652,217,2266,0.08436,0.10868
1987,46-65 y.,Direct migration background,Very concerned,0.42376,350,903,0.39151,0.45601
1987,46-65 y.,Direct migration background,Somewhat concerned,0.39586,376,903,0.36394,0.42777
1987,46-65 y.,Direct migration background,Not concerned at all,0.17047,177,903,0.14593,0.19501
1987,66 and older,No migration background,Very concerned,0.49420,486,990,0.46304,0.52536
1987,66 and older,No migration background,Somewhat concerned,0.34209,351,990,0.31252,0.37166
1987,66 and older,No migration background,Not concerned at all,0.14453,153,990,0.12262,0.16645
1988,17-29 y.,No migration background,Very concerned,0.38962,750,1896,0.36766,0.41158
1988,17-29 y.,No migration background,Somewhat concerned,0.47500,910,1896,0.45252,0.49748
1988,17-29 y.,No migration background,Not concerned at all,0.12526,236,1896,0.11036,0.14016
1988,17-29 y.,Direct migration background,Very concerned,0.38051,289,757,0.34590,0.41512
1988,17-29 y.,Direct migration background,Somewhat concerned,0.45549,350,757,0.41999,0.49099
1988,17-29 y.,Direct migration background,Not concerned at all,0.14472,118,757,0.11964,0.16980
1988,17-29 y.,Indirect migration background,Very concerned,0.47261,83,188,0.40106,0.54417
1988,17-29 y.,Indirect migration background,Somewhat concerned,0.32819,74,188,0.26089,0.39549
1988,17-29 y.,Indirect migration background,Not concerned at all,0.19518,31,188,0.13837,0.25199
1988,30-45 y.,No migration background,Very concerned,0.39117,796,1989,0.36972,0.41263
1988,30-45 y.,No migration background,Somewhat concerned,0.48908,976,1989,0.46711,0.51105
1988,30-45 y.,No migration background,Not concerned at all,0.11302,217,1989,0.09910,0.12693
1988,30-45 y.,Direct migration background,Very concerned,0.42179,379,923,0.38991,0.45367
1988,30-45 y.,Direct migration background,Somewhat concerned,0.44565,417,923,0.41356,0.47773
1988,30-45 y.,Direct migration background,Not concerned at all,0.12088,127,923,0.09984,0.14192
1988,46-65 y.,No migration background,Very concerned,0.39983,872,2171,0.37922,0.42044
1988,46-65 y.,No migration background,Somewhat concerned,0.47806,1073,2171,0.45704,0.49907
1988,46-65 y.,No migration background,Not concerned at all,0.10744,226,2171,0.09441,0.12047
1988,46-65 y.,Direct migration background,Very concerned,0.43421,370,896,0.40173,0.46668
1988,46-65 y.,Direct migration background,Somewhat concerned,0.43099,390,896,0.39855,0.46344
1988,46-65 y.,Direct migration background,Not concerned at all,0.12457,136,896,0.10294,0.14621
1988,66 and older,No migration background,Very concerned,0.42536,398,963,0.39412,0.45660
1988,66 and older,No migration background,Somewhat concerned,0.40247,402,963,0.37148,0.43346
1988,66 and older,No migration background,Not concerned at all,0.16371,163,963,0.14033,0.18709
1989,17-29 y.,No migration background,Very concerned,0.31559,588,1853,0.29442,0.33676
1989,17-29 y.,No migration background,Somewhat concerned,0.49059,929,1853,0.46782,0.51336
1989,17-29 y.,No migration background,Not concerned at all,0.18695,336,1853,0.16919,0.20471
1989,17-29 y.,Direct migration background,Very concerned,0.37497,280,725,0.33970,0.41023
1989,17-29 y.,Direct migration background,Somewhat concerned,0.40699,302,725,0.37121,0.44278
1989,17-29 y.,Direct migration background,Not concerned at all,0.18836,143,725,0.15988,0.21684
1989,17-29 y.,Indirect migration background,Very concerned,0.37190,82,220,0.30789,0.43591
1989,17-29 y.,Indirect migration background,Somewhat concerned,0.42607,100,220,0.36058,0.49157
1989,17-29 y.,Indirect migration background,Not concerned at all,0.18794,38,220,0.13620,0.23968
1989,30-45 y.,No migration background,Very concerned,0.31882,616,1940,0.29808,0.33956
1989,30-45 y.,No migration background,Somewhat concerned,0.51800,1015,1940,0.49576,0.54024
1989,30-45 y.,No migration background,Not concerned at all,0.15973,309,1940,0.14342,0.17604
1989,30-45 y.,Direct migration background,Very concerned,0.37791,330,865,0.34558,0.41024
1989,30-45 y.,Direct migration background,Somewhat concerned,0.44877,384,865,0.41560,0.48193
1989,30-45 y.,Direct migration background,Not concerned at all,0.15845,151,865,0.13410,0.18280
1989,46-65 y.,No migration background,Very concerned,0.34470,696,2037,0.32406,0.36535
1989,46-65 y.,No migration background,Somewhat concerned,0.46287,981,2037,0.44121,0.48453
1989,46-65 y.,No migration background,Not concerned at all,0.17731,360,2037,0.16072,0.19390
1989,46-65 y.,Direct migration background,Very concerned,0.37504,332,887,0.34316,0.40692
1989,46-65 y.,Direct migration background,Somewhat concerned,0.42219,366,887,0.38966,0.45471
1989,46-65 y.,Direct migration background,Not concerned at all,0.18290,189,887,0.15745,0.20836
1989,66 and older,No migration background,Very concerned,0.34357,314,924,0.31293,0.37421
1989,66 and older,No migration background,Somewhat concerned,0.43168,404,924,0.39972,0.46363
1989,66 and older,No migration background,Not concerned at all,0.20775,206,924,0.18158,0.23392
1989,66 and older,Direct migration background,Somewhat concerned,0.40696,31,31,0.23116,0.58275
1990,17-29 y.,No migration background,Very concerned,0.25422,804,2872,0.23829,0.27015
1990,17-29 y.,No migration background,Somewhat concerned,0.48756,1396,2872,0.46928,0.50584
1990,17-29 y.,No migration background,Not concerned at all,0.24956,672,2872,0.23373,0.26539
1990,17-29 y.,Direct migration background,Very concerned,0.30751,232,695,0.27318,0.34184
1990,17-29 y.,Direct migration background,Somewhat concerned,0.44898,312,695,0.41197,0.48598
1990,17-29 y.,Direct migration background,Not concerned at all,0.22450,151,695,0.19345,0.25554
1990,17-29 y.,Indirect migration background,Very concerned,0.33172,78,257,0.27404,0.38940
1990,17-29 y.,Indirect migration background,Somewhat concerned,0.40404,113,257,0.34393,0.46415
1990,17-29 y.,Indirect migration background,Not concerned at all,0.24676,66,257,0.19394,0.29957
1990,30-45 y.,No migration background,Very concerned,0.25674,988,3397,0.24204,0.27143
1990,30-45 y.,No migration background,Somewhat concerned,0.48567,1608,3397,0.46886,0.50248
1990,30-45 y.,No migration background,Not concerned at all,0.25352,801,3397,0.23889,0.26815
1990,30-45 y.,Direct migration background,Very concerned,0.34051,304,865,0.30891,0.37211
1990,30-45 y.,Direct migration background,Somewhat concerned,0.44498,377,865,0.41184,0.47812
1990,30-45 y.,Direct migration background,Not concerned at all,0.20285,184,865,0.17604,0.22967
1990,46-65 y.,No migration background,Very concerned,0.31473,1124,3237,0.29873,0.33073
1990,46-65 y.,No migration background,Somewhat concerned,0.44804,1411,3237,0.43091,0.46518
1990,46-65 y.,No migration background,Not concerned at all,0.22761,702,3237,0.21316,0.24205
1990,46-65 y.,Direct migration background,Very concerned,0.31991,296,978,0.29066,0.34915
1990,46-65 y.,Direct migration background,Somewhat concerned,0.47864,470,978,0.44731,0.50996
1990,46-65 y.,Direct migration background,Not concerned at all,0.18130,212,978,0.15714,0.20546
1990,66 and older,No migration background,Very concerned,0.29402,428,1336,0.26958,0.31846
1990,66 and older,No migration background,Somewhat concerned,0.41860,543,1336,0.39213,0.44506
1990,66 and older,No migration background,Not concerned at all,0.27441,365,1336,0.25047,0.29834
1990,66 and older,Direct migration background,Very concerned,0.35193,35,103,0.25925,0.44461
1990,66 and older,Direct migration background,Somewhat concerned,0.26632,34,103,0.18053,0.35210
1990,66 and older,Direct migration background,Not concerned at all,0.37630,34,103,0.28228,0.47032
1991,17-29 y.,No migration background,Very concerned,0.39434,1068,2702,0.37591,0.41277
1991,17-29 y.,No migration background,Somewhat concerned,0.48386,1327,2702,0.46501,0.50270
1991,17-29 y.,No migration background,Not concerned at all,0.11678,307,2702,0.10466,0.12889
1991,17-29 y.,Direct migration background,Very concerned,0.41320,284,661,0.37563,0.45077
1991,17-29 y.,Direct migration background,Somewhat concerned,0.44906,286,661,0.41111,0.48700
1991,17-29 y.,Direct migration background,Not concerned at all,0.13060,91,661,0.10489,0.15630
1991,17-29 y.,Indirect migration background,Very concerned,0.51201,142,311,0.45637,0.56766
1991,17-29 y.,Indirect migration background,Somewhat concerned,0.33529,122,311,0.28274,0.38784
1991,17-29 y.,Indirect migration background,Not concerned at all,0.14370,47,311,0.10465,0.18275
1991,30-45 y.,No migration background,Very concerned,0.40774,1408,3434,0.39130,0.42418
1991,30-45 y.,No migration background,Somewhat concerned,0.47251,1665,3434,0.45580,0.48921
1991,30-45 y.,No migration background,Not concerned at all,0.11292,361,3434,0.10233,0.12351
1991,30-45 y.,Direct migration background,Very concerned,0.44494,382,828,0.41107,0.47881
1991,30-45 y.,Direct migration background,Somewhat concerned,0.43381,344,828,0.40003,0.46759
1991,30-45 y.,Direct migration background,Not concerned at all,0.11285,102,828,0.09129,0.13442
1991,46-65 y.,No migration background,Very concerned,0.45687,1444,3097,0.43933,0.47442
1991,46-65 y.,No migration background,Somewhat concerned,0.43430,1364,3097,0.41684,0.45176
1991,46-65 y.,No migration background,Not concerned at all,0.09912,289,3097,0.08860,0.10965
1991,46-65 y.,Direct migration background,Very concerned,0.47146,439,989,0.44033,0.50259
1991,46-65 y.,Direct migration background,Somewhat concerned,0.42066,400,989,0.38987,0.45144
1991,46-65 y.,Direct migration background,Not concerned at all,0.09711,150,989,0.07864,0.11557
1991,66 and older,No migration background,Very concerned,0.45262,600,1306,0.42561,0.47963
1991,66 and older,No migration background,Somewhat concerned,0.42981,561,1306,0.40295,0.45667
1991,66 and older,No migration background,Not concerned at all,0.10425,145,1306,0.08767,0.12083
1991,66 and older,Direct migration background,Very concerned,0.46446,53,99,0.36572,0.56321
1991,66 and older,Direct migration background,Somewhat concerned,0.36063,46,99,0.26556,0.45570
1992,17-29 y.,No migration background,Very concerned,0.36031,959,2557,0.34169,0.37892
1992,17-29 y.,No migration background,Somewhat concerned,0.49196,1270,2557,0.47258,0.51134
1992,17-29 y.,No migration background,Not concerned at all,0.13792,328,2557,0.12455,0.15129
1992,17-29 y.,Direct migration background,Very concerned,0.48400,306,624,0.44475,0.52324
1992,17-29 y.,Direct migration background,Somewhat concerned,0.42516,241,624,0.38634,0.46398
1992,17-29 y.,Direct migration background,Not concerned at all,0.08571,77,624,0.06373,0.10770
1992,17-29 y.,Indirect migration background,Very concerned,0.55948,190,366,0.50855,0.61041
1992,17-29 y.,Indirect migration background,Somewhat concerned,0.34156,133,366,0.29290,0.39021
1992,17-29 y.,Indirect migration background,Not concerned at all,0.08923,43,366,0.05999,0.11848
1992,30-45 y.,No migration background,Very concerned,0.37386,1397,3436,0.35768,0.39004
1992,30-45 y.,No migration background,Somewhat concerned,0.49968,1656,3436,0.48296,0.51640
1992,30-45 y.,No migration background,Not concerned at all,0.12409,383,3436,0.11307,0.13512
1992,30-45 y.,Direct migration background,Very concerned,0.54857,433,786,0.51375,0.58338
1992,30-45 y.,Direct migration background,Somewhat concerned,0.35851,272,786,0.32496,0.39206
1992,30-45 y.,Direct migration background,Not concerned at all,0.08442,81,786,0.06497,0.10387
1992,46-65 y.,No migration background,Very concerned,0.42969,1336,3003,0.41198,0.44740
1992,46-65 y.,No migration background,Somewhat concerned,0.45777,1367,3003,0.43995,0.47559
1992,46-65 y.,No migration background,Not concerned at all,0.10573,300,3003,0.09473,0.11673
1992,46-65 y.,Direct migration background,Very concerned,0.47083,471,983,0.43961,0.50205
1992,46-65 y.,Direct migration background,Somewhat concerned,0.40210,381,983,0.37143,0.43277
1992,46-65 y.,Direct migration background,Not concerned at all,0.10798,131,983,0.08857,0.12739
1992,66 and older,No migration background,Very concerned,0.43786,597,1299,0.41087,0.46485
1992,66 and older,No migration background,Somewhat concerned,0.41349,521,1299,0.38669,0.44028
1992,66 and older,No migration background,Not concerned at all,0.13960,181,1299,0.12075,0.15846
1992,66 and older,Direct migration background,Very concerned,0.56742,66,115,0.47647,0.65837
1992,66 and older,Direct migration background,Somewhat concerned,0.31644,49,115,0.23107,0.40182
1993,17-29 y.,No migration background,Very concerned,0.37233,956,2460,0.35323,0.39144
1993,17-29 y.,No migration background,Somewhat concerned,0.50190,1242,2460,0.48214,0.52166
1993,17-29 y.,No migration background,Not concerned at all,0.11650,262,2460,0.10382,0.12918
1993,17-29 y.,Direct migration background,Very concerned,0.56100,335,576,0.52044,0.60156
1993,17-29 y.,Direct migration background,Somewhat concerned,0.35778,196,576,0.31860,0.39696
1993,17-29 y.,Direct migration background,Not concerned at all,0.07216,45,576,0.05101,0.09331
1993,17-29 y.,Indirect migration background,Very concerned,0.56149,221,390,0.51217,0.61080
1993,17-29 y.,Indirect migration background,Somewhat concerned,0.38039,169,390,0.33215,0.42864
1993,30-45 y.,No migration background,Very concerned,0.43630,1542,3399,0.41962,0.45297
1993,30-45 y.,No migration background,Somewhat concerned,0.46725,1556,3399,0.45048,0.48403
1993,30-45 y.,No migration background,Not concerned at all,0.09294,301,3399,0.08318,0.10270
1993,30-45 y.,Direct migration background,Very concerned,0.57273,437,748,0.53725,0.60820
1993,30-45 y.,Direct migration background,Somewhat concerned,0.37211,267,748,0.33745,0.40678
1993,30-45 y.,Direct migration background,Not concerned at all,0.04943,44,748,0.03388,0.06497
1993,46-65 y.,No migration background,Very concerned,0.47881,1455,2940,0.46075,0.49687
1993,46-65 y.,No migration background,Somewhat concerned,0.42612,1252,2940,0.40825,0.44400
1993,46-65 y.,No migration background,Not concerned at all,0.08906,233,2940,0.07876,0.09936
1993,46-65 y.,Direct migration background,Very concerned,0.58826,581,975,0.55735,0.61917
1993,46-65 y.,Direct migration background,Somewhat concerned,0.32390,310,975,0.29451,0.35329
1993,46-65 y.,Direct migration background,Not concerned at all,0.07877,84,975,0.06186,0.09569
1993,66 and older,No migration background,Very concerned,0.50388,685,1305,0.47674,0.53102
1993,66 and older,No migration background,Somewhat concerned,0.40096,509,1305,0.37436,0.42756
1993,66 and older,No migration background,Not concerned at all,0.08469,111,1305,0.06958,0.09980
1993,66 and older,Direct migration background,Very concerned,0.55338,82,134,0.46889,0.63787
1993,66 and older,Direct migration background,Somewhat concerned,0.30338,52,134,0.22525,0.38151
1994,17-29 y.,No migration background,Very concerned,0.39851,972,2375,0.37882,0.41821
1994,17-29 y.,No migration background,Somewhat concerned,0.49090,1159,2375,0.47079,0.51101
1994,17-29 y.,No migration background,Not concerned at all,0.10775,244,2375,0.09528,0.12023
1994,17-29 y.,Direct migration background,Very concerned,0.52365,279,513,0.48039,0.56692
1994,17-29 y.,Direct migration background,Somewhat concerned,0.37740,184,513,0.33541,0.41939
1994,17-29 y.,Direct migration background,Not concerned at all,0.08480,50,513,0.06067,0.10893
1994,17-29 y.,Indirect migration background,Very concerned,0.53351,228,433,0.48647,0.58056
1994,17-29 y.,Indirect migration background,Somewhat concerned,0.38274,168,433,0.33690,0.42857
1994,17-29 y.,Indirect migration background,Not concerned at all,0.05720,37,433,0.03530,0.07910
1994,30-45 y.,No migration background,Very concerned,0.41576,1461,3384,0.39915,0.43237
1994,30-45 y.,No migration background,Somewhat concerned,0.48578,1609,3384,0.46894,0.50262
1994,30-45 y.,No migration background,Not concerned at all,0.09472,314,3384,0.08485,0.10459
1994,30-45 y.,Direct migration background,Very concerned,0.52773,385,707,0.49091,0.56456
1994,30-45 y.,Direct migration background,Somewhat concerned,0.39593,269,707,0.35986,0.43201
1994,30-45 y.,Direct migration background,Not concerned at all,0.07302,53,707,0.05383,0.09221
1994,46-65 y.,No migration background,Very concerned,0.46792,1397,2920,0.44982,0.48602
1994,46-65 y.,No migration background,Somewhat concerned,0.43249,1267,2920,0.41451,0.45046
1994,46-65 y.,No migration background,Not concerned at all,0.09704,256,2920,0.08631,0.10778
1994,46-65 y.,Direct migration background,Very concerned,0.52468,490,947,0.49285,0.55650
1994,46-65 y.,Direct migration background,Somewhat concerned,0.41232,383,947,0.38095,0.44369
1994,46-65 y.,Direct migration background,Not concerned at all,0.05928,74,947,0.04423,0.07433
1994,66 and older,No migration background,Very concerned,0.47558,659,1302,0.44844,0.50272
1994,66 and older,No migration background,Somewhat concerned,0.41182,530,1302,0.38507,0.43856
1994,66 and older,No migration background,Not concerned at all,0.09860,113,1302,0.08240,0.11480
1994,66 and older,Direct migration background,Very concerned,0.55902,89,155,0.48060,0.63744
1994,66 and older,Direct migration background,Somewhat concerned,0.37209,66,155,0.29575,0.44844
1995,17-29 y.,No migration background,Very concerned,0.38920,935,2284,0.36920,0.40920
1995,17-29 y.,No migration background,Somewhat concerned,0.48012,1088,2284,0.45963,0.50062
1995,17-29 y.,No migration background,Not concerned at all,0.11760,261,2284,0.10438,0.13081
1995,17-29 y.,Direct migration background,Very concerned,0.53260,325,597,0.49255,0.57266
1995,17-29 y.,Direct migration background,Somewhat concerned,0.39859,226,597,0.35928,0.43789
1995,17-29 y.,Direct migration background,Not concerned at all,0.05955,46,597,0.04055,0.07855
1995,17-29 y.,Indirect migration background,Very concerned,0.54291,245,439,0.49626,0.58957
1995,17-29 y.,Indirect migration background,Somewhat concerned,0.37455,157,439,0.32922,0.41988
1995,17-29 y.,Indirect migration background,Not concerned at all,0.07698,37,439,0.05201,0.10194
1995,30-45 y.,No migration background,Very concerned,0.39795,1414,3442,0.38159,0.41430
1995,30-45 y.,No migration background,Somewhat concerned,0.47506,1648,3442,0.45837,0.49174
1995,30-45 y.,No migration background,Not concerned at all,0.11747,380,3442,0.10671,0.12823
1995,30-45 y.,Direct migration background,Very concerned,0.58687,545,908,0.55482,0.61891
1995,30-45 y.,Direct migration background,Somewhat concerned,0.33423,312,908,0.30353,0.36493
1995,30-45 y.,Direct migration background,Not concerned at all,0.05314,51,908,0.03854,0.06773
1995,46-65 y.,No migration background,Very concerned,0.45993,1374,2888,0.44175,0.47811
1995,46-65 y.,No migration background,Somewhat concerned,0.43483,1258,2888,0.41675,0.45291
1995,46-65 y.,No migration background,Not concerned at all,0.09357,256,2888,0.08295,0.10420
1995,46-65 y.,Direct migration background,Very concerned,0.55707,596,1033,0.52677,0.58738
1995,46-65 y.,Direct migration background,Somewhat concerned,0.35981,367,1033,0.33053,0.38909
1995,46-65 y.,Direct migration background,Not concerned at all,0.07297,70,1033,0.05710,0.08883
1995,66 and older,No migration background,Very concerned,0.48989,684,1296,0.46266,0.51712
1995,66 and older,No migration background,Somewhat concerned,0.41608,504,1296,0.38923,0.44292
1995,66 and older,No migration background,Not concerned at all,0.08709,108,1296,0.07173,0.10245
1995,66 and older,Direct migration background,Very concerned,0.54248,111,184,0.47030,0.61466
1995,66 and older,Direct migration background,Somewhat concerned,0.30772,73,184,0.24084,0.37459
1996,17-29 y.,No migration background,Very concerned,0.33854,789,2158,0.31857,0.35851
1996,17-29 y.,No migration background,Somewhat concerned,0.50721,1076,2158,0.48611,0.52830
1996,17-29 y.,No migration background,Not concerned at all,0.14872,293,2158,0.13371,0.16374
1996,17-29 y.,Direct migration background,Very concerned,0.47502,252,528,0.43238,0.51765
1996,17-29 y.,Direct migration background,Somewhat concerned,0.40339,214,528,0.36151,0.44528
1996,17-29 y.,Direct migration background,Not concerned at all,0.10695,62,528,0.08056,0.13333
1996,17-29 y.,Indirect migration background,Very concerned,0.44590,205,462,0.40052,0.49128
1996,17-29 y.,Indirect migration background,Somewhat concerned,0.39668,190,462,0.35202,0.44133
1996,17-29 y.,Indirect migration background,Not concerned at all,0.14022,67,462,0.10853,0.17192
1996,30-45 y.,No migration background,Very concerned,0.32037,1183,3509,0.30493,0.33581
1996,30-45 y.,No migration background,Somewhat concerned,0.53569,1858,3509,0.51918,0.55219
1996,30-45 y.,No migration background,Not concerned at all,0.14137,468,3509,0.12984,0.15290
1996,30-45 y.,Direct migration background,Very concerned,0.46504,407,851,0.43151,0.49857
1996,30-45 y.,Direct migration background,Somewhat concerned,0.43889,364,851,0.40553,0.47225
1996,30-45 y.,Direct migration background,Not concerned at all,0.08147,80,851,0.06308,0.09987
1996,46-65 y.,No migration background,Very concerned,0.38505,1179,2897,0.36732,0.40277
1996,46-65 y.,No migration background,Somewhat concerned,0.48948,1394,2897,0.47127,0.50768
1996,46-65 y.,No migration background,Not concerned at all,0.11896,324,2897,0.10717,0.13075
1996,46-65 y.,Direct migration background,Very concerned,0.45523,447,975,0.42395,0.48650
1996,46-65 y.,Direct migration background,Somewhat concerned,0.40831,403,975,0.37744,0.43918
1996,46-65 y.,Direct migration background,Not concerned at all,0.12184,125,975,0.10130,0.14238
1996,66 and older,No migration background,Very concerned,0.44325,617,1309,0.41632,0.47017
1996,66 and older,No migration background,Somewhat concerned,0.42304,538,1309,0.39626,0.44981
1996,66 and older,No migration background,Not concerned at all,0.12781,154,1309,0.10972,0.14591
1996,66 and older,Direct migration background,Very concerned,0.53292,116,197,0.46307,0.60277
1996,66 and older,Direct migration background,Somewhat concerned,0.33747,81,197,0.27127,0.40367
