year,bula_h,plh0038,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,Very concerned,0.39748,184,384,0.34847,0.44649
1984,Schleswig-Holstein,Somewhat concerned,0.31390,153,384,0.26742,0.36038
1984,Schleswig-Holstein,Not concerned at all,0.10089,47,384,0.07072,0.13105
1984,Hamburg,Very concerned,0.51877,179,307,0.46279,0.57476
1984,Hamburg,Somewhat concerned,0.26876,90,307,0.21909,0.31843
1984,Hamburg,Not concerned at all,0.10074,38,307,0.06702,0.13447
1984,Lower Saxony,Very concerned,0.41450,611,1214,0.38677,0.44222
1984,Lower Saxony,Somewhat concerned,0.31956,471,1214,0.29331,0.34580
1984,Lower Saxony,Not concerned at all,0.07989,132,1214,0.06463,0.09515
1984,Bremen,Very concerned,0.62801,93,93,0.52925,0.72678
1984,North Rhine-Westphalia,Very concerned,0.46518,1767,3211,0.44793,0.48244
1984,North Rhine-Westphalia,Somewhat concerned,0.27304,1115,3211,0.25763,0.28845
1984,North Rhine-Westphalia,Not concerned at all,0.07209,329,3211,0.06314,0.08104
1984,Hesse,Very concerned,0.45394,663,1243,0.42625,0.48162
1984,Hesse,Somewhat concerned,0.30773,444,1243,0.28206,0.33340
1984,Hesse,Not concerned at all,0.08318,136,1243,0.06782,0.09854
1984,"Rhineland-Palatinate, Saarland",Very concerned,0.43734,442,845,0.40388,0.47081
1984,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.36229,352,845,0.32986,0.39472
1984,"Rhineland-Palatinate, Saarland",Not concerned at all,0.04473,51,845,0.03078,0.05867
1984,Baden-Wuerttemberg,Very concerned,0.38203,1018,2232,0.36187,0.40219
1984,Baden-Wuerttemberg,Somewhat concerned,0.31496,833,2232,0.29569,0.33424
1984,Baden-Wuerttemberg,Not concerned at all,0.10141,381,2232,0.08889,0.11394
1984,Bavaria,Very concerned,0.42559,1073,2060,0.40423,0.44695
1984,Bavaria,Somewhat concerned,0.31978,797,2060,0.29964,0.33993
1984,Bavaria,Not concerned at all,0.07078,190,2060,0.05970,0.08186
1984,Berlin,Very concerned,0.49357,236,404,0.44476,0.54238
1984,Berlin,Somewhat concerned,0.26512,131,404,0.22202,0.30821
1984,Berlin,Not concerned at all,0.07145,37,404,0.04630,0.09660
1985,Schleswig-Holstein,Very concerned,0.36100,153,346,0.31032,0.41169
1985,Schleswig-Holstein,Somewhat concerned,0.36048,150,346,0.30981,0.41115
1985,Schleswig-Holstein,Not concerned at all,0.08956,43,346,0.05943,0.11969
1985,Hamburg,Very concerned,0.44374,150,248,0.38178,0.50570
1985,Hamburg,Somewhat concerned,0.33884,98,248,0.27981,0.39786
1985,Lower Saxony,Very concerned,0.39579,517,1095,0.36681,0.42477
1985,Lower Saxony,Somewhat concerned,0.35409,460,1095,0.32575,0.38243
1985,Lower Saxony,Not concerned at all,0.08674,118,1095,0.07006,0.10342
1985,Bremen,Very concerned,0.61253,80,80,0.50510,0.71996
1985,North Rhine-Westphalia,Very concerned,0.40368,1412,2915,0.38586,0.42149
1985,North Rhine-Westphalia,Somewhat concerned,0.32495,1152,2915,0.30794,0.34195
1985,North Rhine-Westphalia,Not concerned at all,0.08712,351,2915,0.07688,0.09736
1985,Hesse,Very concerned,0.45163,590,1126,0.42255,0.48072
1985,Hesse,Somewhat concerned,0.30903,401,1126,0.28202,0.33603
1985,Hesse,Not concerned at all,0.09106,135,1126,0.07425,0.10787
1985,"Rhineland-Palatinate, Saarland",Very concerned,0.40683,365,760,0.37188,0.44178
1985,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.36726,328,760,0.33297,0.40156
1985,"Rhineland-Palatinate, Saarland",Not concerned at all,0.06940,67,760,0.05132,0.08748
1985,Baden-Wuerttemberg,Very concerned,0.36525,897,2025,0.34428,0.38623
1985,Baden-Wuerttemberg,Somewhat concerned,0.33834,814,2025,0.31773,0.35895
1985,Baden-Wuerttemberg,Not concerned at all,0.10709,314,2025,0.09362,0.12056
1985,Bavaria,Very concerned,0.41400,941,1869,0.39166,0.43633
1985,Bavaria,Somewhat concerned,0.33969,751,1869,0.31821,0.36117
1985,Bavaria,Not concerned at all,0.07246,177,1869,0.06070,0.08421
1985,Berlin,Very concerned,0.43442,189,365,0.38349,0.48534
1985,Berlin,Somewhat concerned,0.32233,139,365,0.27432,0.37035
1985,Berlin,Not concerned at all,0.09468,37,365,0.06461,0.12476
1986,Schleswig-Holstein,Very concerned,0.32337,115,320,0.27203,0.37470
1986,Schleswig-Holstein,Somewhat concerned,0.37317,158,320,0.32009,0.42624
1986,Schleswig-Holstein,Not concerned at all,0.12418,47,320,0.08799,0.16038
1986,Hamburg,Very concerned,0.43160,126,256,0.37081,0.49239
1986,Hamburg,Somewhat concerned,0.36065,96,256,0.30171,0.41958
1986,Hamburg,Not concerned at all,0.11924,34,256,0.07946,0.15901
