"m11104","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Fast nie oder nie","1985","Schleswig-Holstein","Staedtischer Raum","89","0.525775833919568","0.448883554592278","0.602668113246859"
"Fast nie oder nie","1985","Schleswig-Holstein","Laendlicher Raum","103","0.581273497498976","0.510181991770513","0.652365003227438"
"Fast nie oder nie","1985","Hamburg","Staedtischer Raum","145","0.516756809454773","0.45703981706617","0.576473801843376"
"Fast nie oder nie","1985","Hamburg","Laendlicher Raum","","","",""
"Fast nie oder nie","1985","Niedersachsen","Staedtischer Raum","285","0.568151656579272","0.524777904202555","0.611525408955988"
"Fast nie oder nie","1985","Niedersachsen","Laendlicher Raum","348","0.616841600447129","0.57761342688575","0.656069774008508"
"Fast nie oder nie","1985","Bremen","Staedtischer Raum","74","0.687406331433076","0.602684365759017","0.772128297107135"
"Fast nie oder nie","1985","Bremen","Laendlicher Raum","","","",""
"Fast nie oder nie","1985","Nordrhein-Westfalen","Staedtischer Raum","1697","0.585029169141879","0.566958820374399","0.603099517909359"
"Fast nie oder nie","1985","Nordrhein-Westfalen","Laendlicher Raum","39","0.562577917526704","0.44878156200378","0.676374273049628"
"Fast nie oder nie","1985","Hessen","Staedtischer Raum","591","0.584238604773291","0.553045687509474","0.615431522037108"
"Fast nie oder nie","1985","Hessen","Laendlicher Raum","103","0.700153438740694","0.627787553361994","0.772519324119393"
"Fast nie oder nie","1985","Rheinland-Pfalz,Saarland","Staedtischer Raum","376","0.599458192370682","0.560918728613305","0.637997656128059"
"Fast nie oder nie","1985","Rheinland-Pfalz,Saarland","Laendlicher Raum","89","0.684220199683387","0.6066671882539","0.761773211112873"
"Fast nie oder nie","1985","Baden-Wuerttemberg","Staedtischer Raum","1081","0.596105287556099","0.572976856905997","0.6192337182062"
"Fast nie oder nie","1985","Baden-Wuerttemberg","Laendlicher Raum","183","0.606567087889599","0.550631391989975","0.662502783789223"
"Fast nie oder nie","1985","Bayern","Staedtischer Raum","522","0.528988482802687","0.49754365042362","0.560433315181753"
"Fast nie oder nie","1985","Bayern","Laendlicher Raum","518","0.585704543060862","0.55364636555125","0.617762720570474"
"Fast nie oder nie","1985","Berlin","Staedtischer Raum","211","0.58412862891452","0.53335624399294","0.634901013836101"
"Fast nie oder nie","1985","Berlin","Laendlicher Raum","","","",""
"Fast nie oder nie","1985","Brandenburg","Staedtischer Raum","","","",""
"Fast nie oder nie","1985","Brandenburg","Laendlicher Raum","","","",""
"Fast nie oder nie","1985","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Fast nie oder nie","1985","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Fast nie oder nie","1985","Sachsen","Staedtischer Raum","","","",""
"Fast nie oder nie","1985","Sachsen","Laendlicher Raum","","","",""
"Fast nie oder nie","1985","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Fast nie oder nie","1985","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Fast nie oder nie","1985","Thueringen","Staedtischer Raum","","","",""
"Fast nie oder nie","1985","Thueringen","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1985","Schleswig-Holstein","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1985","Schleswig-Holstein","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1985","Hamburg","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1985","Hamburg","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1985","Niedersachsen","Staedtischer Raum","75","0.144827794214808","0.114011389092342","0.175644199337275"
"Mehrmals im Jahr","1985","Niedersachsen","Laendlicher Raum","67","0.108277993216576","0.0832049570789109","0.133351029354242"
"Mehrmals im Jahr","1985","Bremen","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1985","Bremen","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1985","Nordrhein-Westfalen","Staedtischer Raum","385","0.131026577900956","0.118651386192137","0.143401769609775"
"Mehrmals im Jahr","1985","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1985","Hessen","Staedtischer Raum","117","0.118785278586374","0.0983085313408691","0.13926202583188"
"Mehrmals im Jahr","1985","Hessen","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1985","Rheinland-Pfalz,Saarland","Staedtischer Raum","83","0.133607506957008","0.106848187673832","0.160366826240183"
"Mehrmals im Jahr","1985","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1985","Baden-Wuerttemberg","Staedtischer Raum","216","0.130865419430078","0.114968734745775","0.146762104114382"
"Mehrmals im Jahr","1985","Baden-Wuerttemberg","Laendlicher Raum","33","0.110247766714156","0.0743858312570292","0.146109702171283"
"Mehrmals im Jahr","1985","Bayern","Staedtischer Raum","138","0.140378148192441","0.118494793966959","0.162261502417923"
"Mehrmals im Jahr","1985","Bayern","Laendlicher Raum","129","0.128184147952897","0.10642840150529","0.149939894400503"
"Mehrmals im Jahr","1985","Berlin","Staedtischer Raum","51","0.127447649340609","0.093095377246159","0.16179992143506"
"Mehrmals im Jahr","1985","Berlin","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1985","Brandenburg","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1985","Brandenburg","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1985","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1985","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1985","Sachsen","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1985","Sachsen","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1985","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1985","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Mehrmals im Jahr","1985","Thueringen","Staedtischer Raum","","","",""
"Mehrmals im Jahr","1985","Thueringen","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1985","Schleswig-Holstein","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1985","Schleswig-Holstein","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1985","Hamburg","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1985","Hamburg","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1985","Niedersachsen","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1985","Niedersachsen","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1985","Bremen","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","1985","Bremen","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1985","Nordrhein-Westfalen","Staedtischer Raum","126","0.0449855647711243","0.0373838679240279","0.0525872616182207"
"Mindestens einmal im Monat","1985","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1985","Hessen","Staedtischer Raum","40","0.0374020666891229","0.0253930057115963","0.0494111276666495"
"Mindestens einmal im Monat","1985","Hessen","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1985","Rheinland-Pfalz,Saarland","Staedtischer Raum","30","0.0482068929315004","0.0313596771258521","0.0650541087371488"
"Mindestens einmal im Monat","1985","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","1985","Baden-Wuerttemberg","Staedtischer Raum","85","0.0473535268743001","0.0373421769441016","0.0573648768044987"
