"m11104","year","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal im Monat","2001","Berlin","57","0.067882347320506","0.0502970137729109","0.085467680868101"
"Mindestens einmal im Monat","2001","Brandenburg","56","0.0603577996661157","0.0451820386411175","0.0755335606911139"
"Mindestens einmal im Monat","2001","Mecklenburg-Vorpommern","31","0.0613800208397035","0.0405280258098922","0.0822320158695148"
"Mindestens einmal im Monat","2001","Sachsen","88","0.0491089461815399","0.0386279952733509","0.0595898970897289"
"Mindestens einmal im Monat","2001","Sachsen-Anhalt","42","0.0392736496716336","0.0271859757172852","0.0513613236259821"
"Mindestens einmal im Monat","2001","Thueringen","45","0.044570703658266","0.0315101132540243","0.0576312940625077"
"Mindestens einmal die Woche","2001","Schleswig-Holstein","152","","",""
"Mindestens einmal die Woche","2001","Hamburg","93","0.343043784433412","0.286207761035886","0.399879807830938"
"Mindestens einmal die Woche","2001","Niedersachsen","542","0.298363277931269","0.277423249561199","0.319303306301339"
"Mindestens einmal die Woche","2001","Bremen","49","0.297227056384528","0.225507519160878","0.368946593608179"
"Mindestens einmal die Woche","2001","Nordrhein-Westfalen","1368","","",""
"Mindestens einmal die Woche","2001","Hessen","444","0.297177001000451","0.273838266807033","0.320515735193869"
"Mindestens einmal die Woche","2001","Rheinland-Pfalz,Saarland","362","0.259000260855875","0.235596551862332","0.282403969849418"
"Mindestens einmal die Woche","2001","Baden-Wuerttemberg","755","0.300698449107095","0.283007467599087","0.318389430615103"
"Mindestens einmal die Woche","2001","Bayern","842","0.274254438018936","0.258308487820256","0.290200388217616"
"Mindestens einmal die Woche","2001","Saarland","","","",""
"Mindestens einmal die Woche","2001","Berlin","242","","",""
"Mindestens einmal die Woche","2001","Brandenburg","189","","",""
"Mindestens einmal die Woche","2001","Mecklenburg-Vorpommern","113","","",""
"Mindestens einmal die Woche","2001","Sachsen","344","0.214211950301112","0.194313028003338","0.234110872598887"
"Mindestens einmal die Woche","2001","Sachsen-Anhalt","191","","",""
"Mindestens einmal die Woche","2001","Thueringen","167","","",""
"Fast nie oder nie","2002","Schleswig-Holstein","","","",""
"Fast nie oder nie","2002","Hamburg","","","",""
"Fast nie oder nie","2002","Niedersachsen","","","",""
"Fast nie oder nie","2002","Bremen","","","",""
"Fast nie oder nie","2002","Nordrhein-Westfalen","","","",""
"Fast nie oder nie","2002","Hessen","","","",""
"Fast nie oder nie","2002","Rheinland-Pfalz,Saarland","","","",""
"Fast nie oder nie","2002","Baden-Wuerttemberg","","","",""
"Fast nie oder nie","2002","Bayern","","","",""
"Fast nie oder nie","2002","Saarland","","","",""
"Fast nie oder nie","2002","Berlin","","","",""
"Fast nie oder nie","2002","Brandenburg","","","",""
"Fast nie oder nie","2002","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","2002","Sachsen","","","",""
"Fast nie oder nie","2002","Sachsen-Anhalt","","","",""
"Fast nie oder nie","2002","Thueringen","","","",""
"Mehrmals im Jahr","2002","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2002","Hamburg","","","",""
"Mehrmals im Jahr","2002","Niedersachsen","","","",""
"Mehrmals im Jahr","2002","Bremen","","","",""
"Mehrmals im Jahr","2002","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","2002","Hessen","","","",""
"Mehrmals im Jahr","2002","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2002","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","2002","Bayern","","","",""
"Mehrmals im Jahr","2002","Saarland","","","",""
"Mehrmals im Jahr","2002","Berlin","","","",""
"Mehrmals im Jahr","2002","Brandenburg","","","",""
"Mehrmals im Jahr","2002","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2002","Sachsen","","","",""
"Mehrmals im Jahr","2002","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2002","Thueringen","","","",""
"Mindestens einmal im Monat","2002","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2002","Hamburg","","","",""
"Mindestens einmal im Monat","2002","Niedersachsen","","","",""
"Mindestens einmal im Monat","2002","Bremen","","","",""
"Mindestens einmal im Monat","2002","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2002","Hessen","","","",""
"Mindestens einmal im Monat","2002","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2002","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2002","Bayern","","","",""
"Mindestens einmal im Monat","2002","Saarland","","","",""
"Mindestens einmal im Monat","2002","Berlin","","","",""
"Mindestens einmal im Monat","2002","Brandenburg","","","",""
"Mindestens einmal im Monat","2002","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2002","Sachsen","","","",""
"Mindestens einmal im Monat","2002","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2002","Thueringen","","","",""
"Mindestens einmal die Woche","2002","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2002","Hamburg","","","",""
"Mindestens einmal die Woche","2002","Niedersachsen","","","",""
"Mindestens einmal die Woche","2002","Bremen","","","",""
"Mindestens einmal die Woche","2002","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2002","Hessen","","","",""
"Mindestens einmal die Woche","2002","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2002","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2002","Bayern","","","",""
"Mindestens einmal die Woche","2002","Saarland","","","",""
"Mindestens einmal die Woche","2002","Berlin","","","",""
"Mindestens einmal die Woche","2002","Brandenburg","","","",""
"Mindestens einmal die Woche","2002","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2002","Sachsen","","","",""
"Mindestens einmal die Woche","2002","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2002","Thueringen","","","",""
"Fast nie oder nie","2003","Schleswig-Holstein","217","","",""
"Fast nie oder nie","2003","Hamburg","113","","",""
"Fast nie oder nie","2003","Niedersachsen","665","0.379484671537781","0.357670917655737","0.401298425419825"
"Fast nie oder nie","2003","Bremen","55","0.392744204124195","0.319971960276621","0.465516447971769"
"Fast nie oder nie","2003","Nordrhein-Westfalen","1766","","",""
"Fast nie oder nie","2003","Hessen","556","0.429622099660999","0.404495488385253","0.454748710936745"
"Fast nie oder nie","2003","Rheinland-Pfalz,Saarland","592","0.458551323406101","0.431862438649749","0.485240208162453"
"Fast nie oder nie","2003","Baden-Wuerttemberg","992","0.381612982117868","0.3632109553739","0.400015008861837"
"Fast nie oder nie","2003","Bayern","974","0.370643782178536","0.353672107103945","0.387615457253127"
"Fast nie oder nie","2003","Saarland","","","",""
"Fast nie oder nie","2003","Berlin","236","","",""
"Fast nie oder nie","2003","Brandenburg","360","0.419365953874636","0.387787235121198","0.450944672628075"
"Fast nie oder nie","2003","Mecklenburg-Vorpommern","208","","",""
"Fast nie oder nie","2003","Sachsen","643","0.417006568923394","0.392899554293354","0.441113583553433"
"Fast nie oder nie","2003","Sachsen-Anhalt","418","0.508659972967485","0.476495313520986","0.540824632413984"
"Fast nie oder nie","2003","Thueringen","414","0.478819492206059","0.447086603392262","0.510552381019856"
"Mehrmals im Jahr","2003","Schleswig-Holstein","131","","",""
"Mehrmals im Jahr","2003","Hamburg","40","0.157232746176929","0.115551604416245","0.198913887937612"
"Mehrmals im Jahr","2003","Niedersachsen","329","0.178467287157666","0.161254596082081","0.195679978233251"
"Mehrmals im Jahr","2003","Bremen","29","","",""
"Mehrmals im Jahr","2003","Nordrhein-Westfalen","817","0.173252769018662","0.162330071462106","0.184175466575217"
"Mehrmals im Jahr","2003","Hessen","240","","",""
"Mehrmals im Jahr","2003","Rheinland-Pfalz,Saarland","247","","",""
"Mehrmals im Jahr","2003","Baden-Wuerttemberg","469","0.179861532816885","0.165312415639931","0.194410649993838"
"Mehrmals im Jahr","2003","Bayern","673","0.207812036301724","0.193554399273949","0.222069673329499"
"Mehrmals im Jahr","2003","Saarland","","","",""
"Mehrmals im Jahr","2003","Berlin","178","","",""
"Mehrmals im Jahr","2003","Brandenburg","229","","",""
"Mehrmals im Jahr","2003","Mecklenburg-Vorpommern","105","","",""
"Mehrmals im Jahr","2003","Sachsen","336","0.199511607044134","0.179972633017561","0.219050581070707"
"Mehrmals im Jahr","2003","Sachsen-Anhalt","222","","",""
"Mehrmals im Jahr","2003","Thueringen","222","","",""
"Mindestens einmal im Monat","2003","Schleswig-Holstein","96","0.124627560165835","0.0995047895866739","0.149750330744996"
"Mindestens einmal im Monat","2003","Hamburg","19","","",""
"Mindestens einmal im Monat","2003","Niedersachsen","127","","",""
"Mindestens einmal im Monat","2003","Bremen","12","","",""
"Mindestens einmal im Monat","2003","Nordrhein-Westfalen","346","0.0696335839577123","0.0622877716350407","0.0769793962803839"
"Mindestens einmal im Monat","2003","Hessen","115","","",""
"Mindestens einmal im Monat","2003","Rheinland-Pfalz,Saarland","82","0.0662213853403545","0.0529021621880903","0.0795406084926188"
"Mindestens einmal im Monat","2003","Baden-Wuerttemberg","198","","",""
"Mindestens einmal im Monat","2003","Bayern","276","","",""
"Mindestens einmal im Monat","2003","Saarland","","","",""
"Mindestens einmal im Monat","2003","Berlin","79","0.0895470165725465","0.0699918976070684","0.109102135538025"
"Mindestens einmal im Monat","2003","Brandenburg","82","0.087973311780535","0.069846312559864","0.106100311001206"
"Mindestens einmal im Monat","2003","Mecklenburg-Vorpommern","34","0.0528201582257848","0.0336688467455384","0.0719714697060313"
"Mindestens einmal im Monat","2003","Sachsen","139","","",""
"Mindestens einmal im Monat","2003","Sachsen-Anhalt","57","0.0526323626977485","0.0382655705564493","0.0669991548390478"
"Mindestens einmal im Monat","2003","Thueringen","63","0.0579306517876331","0.0430909470140549","0.0727703565612113"
"Mindestens einmal die Woche","2003","Schleswig-Holstein","220","","",""
"Mindestens einmal die Woche","2003","Hamburg","121","","",""
"Mindestens einmal die Woche","2003","Niedersachsen","780","0.375024145294407","0.353261170095573","0.396787120493242"
"Mindestens einmal die Woche","2003","Bremen","77","0.368393755090466","0.296514366070532","0.440273144110399"
"Mindestens einmal die Woche","2003","Nordrhein-Westfalen","1683","","",""
"Mindestens einmal die Woche","2003","Hessen","580","0.329031531734225","0.305182042389814","0.352881021078636"
"Mindestens einmal die Woche","2003","Rheinland-Pfalz,Saarland","418","0.282204204387486","0.258097380370743","0.306311028404228"
"Mindestens einmal die Woche","2003","Baden-Wuerttemberg","1018","","",""
"Mindestens einmal die Woche","2003","Bayern","1188","","",""
"Mindestens einmal die Woche","2003","Saarland","","","",""
"Mindestens einmal die Woche","2003","Berlin","326","0.386980145730698","0.353623086791426","0.42033720466997"
"Mindestens einmal die Woche","2003","Brandenburg","267","","",""
"Mindestens einmal die Woche","2003","Mecklenburg-Vorpommern","177","","",""
"Mindestens einmal die Woche","2003","Sachsen","489","0.299472487641496","0.277078511256423","0.32186646402657"
"Mindestens einmal die Woche","2003","Sachsen-Anhalt","231","","",""
"Mindestens einmal die Woche","2003","Thueringen","253","","",""
"Fast nie oder nie","2004","Schleswig-Holstein","","","",""
"Fast nie oder nie","2004","Hamburg","","","",""
"Fast nie oder nie","2004","Niedersachsen","","","",""
"Fast nie oder nie","2004","Bremen","","","",""
"Fast nie oder nie","2004","Nordrhein-Westfalen","","","",""
"Fast nie oder nie","2004","Hessen","","","",""
"Fast nie oder nie","2004","Rheinland-Pfalz,Saarland","","","",""
"Fast nie oder nie","2004","Baden-Wuerttemberg","","","",""
"Fast nie oder nie","2004","Bayern","","","",""
"Fast nie oder nie","2004","Saarland","","","",""
"Fast nie oder nie","2004","Berlin","","","",""
"Fast nie oder nie","2004","Brandenburg","","","",""
"Fast nie oder nie","2004","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","2004","Sachsen","","","",""
"Fast nie oder nie","2004","Sachsen-Anhalt","","","",""
"Fast nie oder nie","2004","Thueringen","","","",""
"Mehrmals im Jahr","2004","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2004","Hamburg","","","",""
"Mehrmals im Jahr","2004","Niedersachsen","","","",""
"Mehrmals im Jahr","2004","Bremen","","","",""
"Mehrmals im Jahr","2004","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","2004","Hessen","","","",""
"Mehrmals im Jahr","2004","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2004","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","2004","Bayern","","","",""
"Mehrmals im Jahr","2004","Saarland","","","",""
"Mehrmals im Jahr","2004","Berlin","","","",""
"Mehrmals im Jahr","2004","Brandenburg","","","",""
"Mehrmals im Jahr","2004","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2004","Sachsen","","","",""
"Mehrmals im Jahr","2004","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2004","Thueringen","","","",""
"Mindestens einmal im Monat","2004","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2004","Hamburg","","","",""
"Mindestens einmal im Monat","2004","Niedersachsen","","","",""
"Mindestens einmal im Monat","2004","Bremen","","","",""
"Mindestens einmal im Monat","2004","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2004","Hessen","","","",""
"Mindestens einmal im Monat","2004","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2004","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2004","Bayern","","","",""
"Mindestens einmal im Monat","2004","Saarland","","","",""
"Mindestens einmal im Monat","2004","Berlin","","","",""
"Mindestens einmal im Monat","2004","Brandenburg","","","",""
"Mindestens einmal im Monat","2004","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2004","Sachsen","","","",""
"Mindestens einmal im Monat","2004","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2004","Thueringen","","","",""
"Mindestens einmal die Woche","2004","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2004","Hamburg","","","",""
"Mindestens einmal die Woche","2004","Niedersachsen","","","",""
"Mindestens einmal die Woche","2004","Bremen","","","",""
"Mindestens einmal die Woche","2004","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2004","Hessen","","","",""
"Mindestens einmal die Woche","2004","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2004","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2004","Bayern","","","",""
"Mindestens einmal die Woche","2004","Saarland","","","",""
"Mindestens einmal die Woche","2004","Berlin","","","",""
"Mindestens einmal die Woche","2004","Brandenburg","","","",""
"Mindestens einmal die Woche","2004","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2004","Sachsen","","","",""
"Mindestens einmal die Woche","2004","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2004","Thueringen","","","",""
"Fast nie oder nie","2005","Schleswig-Holstein","208","","",""
"Fast nie oder nie","2005","Hamburg","103","","",""
"Fast nie oder nie","2005","Niedersachsen","696","0.424126264767567","0.401096187547663","0.447156341987472"
"Fast nie oder nie","2005","Bremen","52","0.442269024430134","0.361430247483382","0.523107801376885"
"Fast nie oder nie","2005","Nordrhein-Westfalen","1762","","",""
"Fast nie oder nie","2005","Hessen","507","0.397756856425537","0.371783045466965","0.42373066738411"
"Fast nie oder nie","2005","Rheinland-Pfalz,Saarland","592","0.492312594762904","0.464418698647728","0.52020649087808"
"Fast nie oder nie","2005","Baden-Wuerttemberg","1000","","",""
"Fast nie oder nie","2005","Bayern","960","0.390406986903749","0.372580862168367","0.408233111639131"
"Fast nie oder nie","2005","Saarland","","","",""
"Fast nie oder nie","2005","Berlin","279","","",""
"Fast nie oder nie","2005","Brandenburg","386","0.461858050583858","0.428881629813058","0.494834471354659"
"Fast nie oder nie","2005","Mecklenburg-Vorpommern","222","","",""
"Fast nie oder nie","2005","Sachsen","671","0.47146580241606","0.446321082748202","0.496610522083917"
"Fast nie oder nie","2005","Sachsen-Anhalt","446","0.554032281871973","0.521338824144449","0.586725739599497"
"Fast nie oder nie","2005","Thueringen","440","0.522174112021017","0.48928336508199","0.555064858960044"
"Mehrmals im Jahr","2005","Schleswig-Holstein","150","","",""
"Mehrmals im Jahr","2005","Hamburg","36","0.0971410925011895","0.0628187824861432","0.131463402516236"
"Mehrmals im Jahr","2005","Niedersachsen","293","","",""
"Mehrmals im Jahr","2005","Bremen","28","","",""
"Mehrmals im Jahr","2005","Nordrhein-Westfalen","746","0.163251386678178","0.152239022031324","0.174263751325032"
"Mehrmals im Jahr","2005","Hessen","228","","",""
"Mehrmals im Jahr","2005","Rheinland-Pfalz,Saarland","202","","",""
"Mehrmals im Jahr","2005","Baden-Wuerttemberg","380","0.161432875953107","0.147004522195914","0.175861229710299"
"Mehrmals im Jahr","2005","Bayern","628","0.200978951418064","0.186335867269488","0.21562203556664"
"Mehrmals im Jahr","2005","Saarland","","","",""
"Mehrmals im Jahr","2005","Berlin","151","","",""
"Mehrmals im Jahr","2005","Brandenburg","208","","",""
"Mehrmals im Jahr","2005","Mecklenburg-Vorpommern","120","","",""
"Mehrmals im Jahr","2005","Sachsen","331","0.205457947178646","0.185106042036491","0.225809852320801"
"Mehrmals im Jahr","2005","Sachsen-Anhalt","172","","",""
"Mehrmals im Jahr","2005","Thueringen","193","","",""
"Mindestens einmal im Monat","2005","Schleswig-Holstein","76","0.112668232536563","0.0881909707892249","0.1371454942839"
"Mindestens einmal im Monat","2005","Hamburg","21","","",""
"Mindestens einmal im Monat","2005","Niedersachsen","126","","",""
"Mindestens einmal im Monat","2005","Bremen","12","","",""
"Mindestens einmal im Monat","2005","Nordrhein-Westfalen","326","0.073528889345016","0.0657521133916624","0.0813056652983695"
"Mindestens einmal im Monat","2005","Hessen","98","0.0774683258439381","0.0632812257039371","0.0916554259839391"
"Mindestens einmal im Monat","2005","Rheinland-Pfalz,Saarland","66","0.0542370205838164","0.0416004397909994","0.0668736013766334"
"Mindestens einmal im Monat","2005","Baden-Wuerttemberg","202","","",""
"Mindestens einmal im Monat","2005","Bayern","285","","",""
"Mindestens einmal im Monat","2005","Saarland","","","",""
"Mindestens einmal im Monat","2005","Berlin","60","0.0900009484125957","0.0695331026637828","0.110468794161409"
"Mindestens einmal im Monat","2005","Brandenburg","63","0.0680600659068822","0.0514013709150948","0.0847187608986695"
"Mindestens einmal im Monat","2005","Mecklenburg-Vorpommern","41","0.0529294379092982","0.0333243389920124","0.072534536826584"
"Mindestens einmal im Monat","2005","Sachsen","128","","",""
"Mindestens einmal im Monat","2005","Sachsen-Anhalt","59","0.0702323035810886","0.0534250291507407","0.0870395780114365"
"Mindestens einmal im Monat","2005","Thueringen","55","0.0500925598132943","0.0357291190564703","0.0644560005701183"
"Mindestens einmal die Woche","2005","Schleswig-Holstein","207","","",""
"Mindestens einmal die Woche","2005","Hamburg","126","","",""
"Mindestens einmal die Woche","2005","Niedersachsen","654","0.335128617616139","0.313131855798414","0.357125379433865"
"Mindestens einmal die Woche","2005","Bremen","53","0.28198577715238","0.208746471994798","0.355225082309963"
"Mindestens einmal die Woche","2005","Nordrhein-Westfalen","1493","","",""
"Mindestens einmal die Woche","2005","Hessen","531","0.352915489857916","0.327555050804872","0.37827592891096"
"Mindestens einmal die Woche","2005","Rheinland-Pfalz,Saarland","374","0.273276570616088","0.248412267493688","0.298140873738488"
"Mindestens einmal die Woche","2005","Baden-Wuerttemberg","916","0.337205032956979","0.318665939276523","0.355744126637435"
"Mindestens einmal die Woche","2005","Bayern","1004","","",""
"Mindestens einmal die Woche","2005","Saarland","","","",""
"Mindestens einmal die Woche","2005","Berlin","261","","",""
"Mindestens einmal die Woche","2005","Brandenburg","221","","",""
"Mindestens einmal die Woche","2005","Mecklenburg-Vorpommern","118","","",""
"Mindestens einmal die Woche","2005","Sachsen","384","0.238876107349574","0.217397842781008","0.26035437191814"
"Mindestens einmal die Woche","2005","Sachsen-Anhalt","211","","",""
"Mindestens einmal die Woche","2005","Thueringen","198","","",""
"Fast nie oder nie","2006","Schleswig-Holstein","","","",""
"Fast nie oder nie","2006","Hamburg","","","",""
"Fast nie oder nie","2006","Niedersachsen","","","",""
"Fast nie oder nie","2006","Bremen","","","",""
"Fast nie oder nie","2006","Nordrhein-Westfalen","","","",""
"Fast nie oder nie","2006","Hessen","","","",""
"Fast nie oder nie","2006","Rheinland-Pfalz,Saarland","","","",""
"Fast nie oder nie","2006","Baden-Wuerttemberg","","","",""
"Fast nie oder nie","2006","Bayern","","","",""
"Fast nie oder nie","2006","Saarland","","","",""
"Fast nie oder nie","2006","Berlin","","","",""
"Fast nie oder nie","2006","Brandenburg","","","",""
"Fast nie oder nie","2006","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","2006","Sachsen","","","",""
"Fast nie oder nie","2006","Sachsen-Anhalt","","","",""
"Fast nie oder nie","2006","Thueringen","","","",""
"Mehrmals im Jahr","2006","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2006","Hamburg","","","",""
"Mehrmals im Jahr","2006","Niedersachsen","","","",""
"Mehrmals im Jahr","2006","Bremen","","","",""
"Mehrmals im Jahr","2006","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","2006","Hessen","","","",""
"Mehrmals im Jahr","2006","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2006","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","2006","Bayern","","","",""
"Mehrmals im Jahr","2006","Saarland","","","",""
"Mehrmals im Jahr","2006","Berlin","","","",""
"Mehrmals im Jahr","2006","Brandenburg","","","",""
"Mehrmals im Jahr","2006","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2006","Sachsen","","","",""
"Mehrmals im Jahr","2006","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2006","Thueringen","","","",""
"Mindestens einmal im Monat","2006","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2006","Hamburg","","","",""
"Mindestens einmal im Monat","2006","Niedersachsen","","","",""
"Mindestens einmal im Monat","2006","Bremen","","","",""
"Mindestens einmal im Monat","2006","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2006","Hessen","","","",""
"Mindestens einmal im Monat","2006","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2006","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2006","Bayern","","","",""
"Mindestens einmal im Monat","2006","Saarland","","","",""
"Mindestens einmal im Monat","2006","Berlin","","","",""
"Mindestens einmal im Monat","2006","Brandenburg","","","",""
"Mindestens einmal im Monat","2006","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2006","Sachsen","","","",""
"Mindestens einmal im Monat","2006","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2006","Thueringen","","","",""
"Mindestens einmal die Woche","2006","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2006","Hamburg","","","",""
"Mindestens einmal die Woche","2006","Niedersachsen","","","",""
"Mindestens einmal die Woche","2006","Bremen","","","",""
"Mindestens einmal die Woche","2006","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2006","Hessen","","","",""
"Mindestens einmal die Woche","2006","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2006","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2006","Bayern","","","",""
"Mindestens einmal die Woche","2006","Saarland","","","",""
"Mindestens einmal die Woche","2006","Berlin","","","",""
"Mindestens einmal die Woche","2006","Brandenburg","","","",""
"Mindestens einmal die Woche","2006","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2006","Sachsen","","","",""
"Mindestens einmal die Woche","2006","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2006","Thueringen","","","",""
"Fast nie oder nie","2007","Schleswig-Holstein","239","","",""
"Fast nie oder nie","2007","Hamburg","111","","",""
"Fast nie oder nie","2007","Niedersachsen","692","0.397550095928373","0.37507251762807","0.420027674228677"
"Fast nie oder nie","2007","Bremen","53","0.427519841186536","0.346717265960083","0.508322416412989"
"Fast nie oder nie","2007","Nordrhein-Westfalen","1722","","",""
"Fast nie oder nie","2007","Hessen","474","0.372228175605741","0.346779100251728","0.397677250959753"
"Fast nie oder nie","2007","Rheinland-Pfalz,Saarland","514","0.447538129852721","0.418960618257602","0.47611564144784"
"Fast nie oder nie","2007","Baden-Wuerttemberg","961","0.411791907636791","0.392378939241932","0.43120487603165"
"Fast nie oder nie","2007","Bayern","980","0.372043045646323","0.35455047678519","0.389535614507456"
"Fast nie oder nie","2007","Saarland","","","",""
"Fast nie oder nie","2007","Berlin","250","","",""
"Fast nie oder nie","2007","Brandenburg","374","0.475964828670938","0.4424496742729","0.509479983068976"
"Fast nie oder nie","2007","Mecklenburg-Vorpommern","241","","",""
"Fast nie oder nie","2007","Sachsen","655","0.454167024309075","0.42904577954874","0.479288269069411"
"Fast nie oder nie","2007","Sachsen-Anhalt","433","0.522660150199939","0.489469786973638","0.555850513426239"
"Fast nie oder nie","2007","Thueringen","448","0.515934592536496","0.483447152031848","0.548422033041144"
"Mehrmals im Jahr","2007","Schleswig-Holstein","94","0.170090655709994","0.140275386952885","0.199905924467102"
"Mehrmals im Jahr","2007","Hamburg","43","0.114495629672369","0.0779743089379798","0.151016950406759"
"Mehrmals im Jahr","2007","Niedersachsen","311","0.177209675326481","0.159671620592355","0.194747730060607"
"Mehrmals im Jahr","2007","Bremen","28","","",""
"Mehrmals im Jahr","2007","Nordrhein-Westfalen","678","0.171917758444421","0.160483677448879","0.183351839439963"
"Mehrmals im Jahr","2007","Hessen","213","","",""
"Mehrmals im Jahr","2007","Rheinland-Pfalz,Saarland","187","","",""
"Mehrmals im Jahr","2007","Baden-Wuerttemberg","394","0.159297370808815","0.144862494965523","0.173732246652107"
"Mehrmals im Jahr","2007","Bayern","560","0.193136925498772","0.178850465262379","0.207423385735164"
"Mehrmals im Jahr","2007","Saarland","","","",""
"Mehrmals im Jahr","2007","Berlin","162","","",""
"Mehrmals im Jahr","2007","Brandenburg","205","","",""
"Mehrmals im Jahr","2007","Mecklenburg-Vorpommern","89","0.172423894565983","0.139313391030757","0.205534398101209"
"Mehrmals im Jahr","2007","Sachsen","289","","",""
"Mehrmals im Jahr","2007","Sachsen-Anhalt","178","","",""
"Mehrmals im Jahr","2007","Thueringen","198","","",""
"Mindestens einmal im Monat","2007","Schleswig-Holstein","40","0.073803353718317","0.0530555168743471","0.094551190562287"
"Mindestens einmal im Monat","2007","Hamburg","18","","",""
"Mindestens einmal im Monat","2007","Niedersachsen","109","","",""
"Mindestens einmal im Monat","2007","Bremen","11","","",""
"Mindestens einmal im Monat","2007","Nordrhein-Westfalen","268","","",""
"Mindestens einmal im Monat","2007","Hessen","107","","",""
"Mindestens einmal im Monat","2007","Rheinland-Pfalz,Saarland","80","0.0832717022467349","0.0673925514252739","0.0991508530681958"
"Mindestens einmal im Monat","2007","Baden-Wuerttemberg","206","","",""
"Mindestens einmal im Monat","2007","Bayern","275","","",""
"Mindestens einmal im Monat","2007","Saarland","","","",""
"Mindestens einmal im Monat","2007","Berlin","68","0.0786650597906402","0.0593721825312055","0.0979579370500748"
"Mindestens einmal im Monat","2007","Brandenburg","65","0.081605503839583","0.0632338634067881","0.0999771442723779"
"Mindestens einmal im Monat","2007","Mecklenburg-Vorpommern","25","","",""
"Mindestens einmal im Monat","2007","Sachsen","111","","",""
"Mindestens einmal im Monat","2007","Sachsen-Anhalt","49","0.0664987221851309","0.0499428306241253","0.0830546137461366"
"Mindestens einmal im Monat","2007","Thueringen","66","0.070200719076216","0.0535921761713095","0.0868092619811225"
"Mindestens einmal die Woche","2007","Schleswig-Holstein","237","","",""
"Mindestens einmal die Woche","2007","Hamburg","120","","",""
