"m11104","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mehrmals im Jahr","2011","(Fach-)Abitur","Niedersachsen","49","0.138221854014359","0.0993609524395106","0.177082755589208"
"Mehrmals im Jahr","2011","(Fach-)Abitur","Bremen","6","0.135365891834172","0.00632212992798997","0.264409653740354"
"Mehrmals im Jahr","2011","(Fach-)Abitur","Nordrhein-Westfalen","159","","",""
"Mehrmals im Jahr","2011","(Fach-)Abitur","Hessen","50","0.142796299402023","0.103660032400335","0.181932566403711"
"Mehrmals im Jahr","2011","(Fach-)Abitur","Rheinland-Pfalz,Saarland","31","0.132436345677287","0.0854591203152373","0.179413571039336"
"Mehrmals im Jahr","2011","(Fach-)Abitur","Baden-Wuerttemberg","72","0.155832600906805","0.121865812685898","0.189799389127712"
"Mehrmals im Jahr","2011","(Fach-)Abitur","Bayern","93","0.179919036752371","0.14597742482701","0.213860648677732"
"Mehrmals im Jahr","2011","(Fach-)Abitur","Saarland","","","",""
"Mehrmals im Jahr","2011","(Fach-)Abitur","Berlin","27","","",""
"Mehrmals im Jahr","2011","(Fach-)Abitur","Brandenburg","31","0.295880060570998","0.211723100351096","0.380037020790901"
"Mehrmals im Jahr","2011","(Fach-)Abitur","Mecklenburg-Vorpommern","10","","",""
"Mehrmals im Jahr","2011","(Fach-)Abitur","Sachsen","39","0.189064339298274","0.129137112995569","0.248991565600978"
"Mehrmals im Jahr","2011","(Fach-)Abitur","Sachsen-Anhalt","18","","",""
"Mehrmals im Jahr","2011","(Fach-)Abitur","Thueringen","16","","",""
"Mehrmals im Jahr","2011","AkademikerIn","Schleswig-Holstein","33","0.175177372418869","0.116643147644503","0.233711597193236"
"Mehrmals im Jahr","2011","AkademikerIn","Hamburg","22","","",""
"Mehrmals im Jahr","2011","AkademikerIn","Niedersachsen","78","0.131095462677712","0.101027412033836","0.161163513321588"
"Mehrmals im Jahr","2011","AkademikerIn","Bremen","9","0.143291324944261","0.0489641804055255","0.237618469482996"
"Mehrmals im Jahr","2011","AkademikerIn","Nordrhein-Westfalen","165","","",""
"Mehrmals im Jahr","2011","AkademikerIn","Hessen","101","","",""
"Mehrmals im Jahr","2011","AkademikerIn","Rheinland-Pfalz,Saarland","34","0.0995565068815945","0.0630221644384932","0.136090849324696"
"Mehrmals im Jahr","2011","AkademikerIn","Baden-Wuerttemberg","124","","",""
"Mehrmals im Jahr","2011","AkademikerIn","Bayern","134","","",""
"Mehrmals im Jahr","2011","AkademikerIn","Saarland","","","",""
"Mehrmals im Jahr","2011","AkademikerIn","Berlin","67","0.165895857605546","0.128494772479004","0.203296942732089"
"Mehrmals im Jahr","2011","AkademikerIn","Brandenburg","65","0.192228488770677","0.146875884128861","0.237581093412493"
"Mehrmals im Jahr","2011","AkademikerIn","Mecklenburg-Vorpommern","18","","",""
"Mehrmals im Jahr","2011","AkademikerIn","Sachsen","73","0.13776359861406","0.105777514285826","0.169749682942294"
"Mehrmals im Jahr","2011","AkademikerIn","Sachsen-Anhalt","47","0.149238422056664","0.104620503428079","0.193856340685249"
"Mehrmals im Jahr","2011","AkademikerIn","Thueringen","37","0.113925668571155","0.0733899421363092","0.154461395006001"
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","Hamburg","1","","",""
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","Niedersachsen","4","0.0423108960746843","0.00183237161371339","0.0827894205356552"
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","Bremen","1","","",""
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","Nordrhein-Westfalen","8","0.0154459469086514","0.000456401293422136","0.0304354925238807"
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","Hessen","5","0.0458291567278223","0.00084153355565468","0.0908167798999899"
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","1","","",""
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","Baden-Wuerttemberg","3","","",""
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","Bayern","10","","",""
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","Saarland","","","",""
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","Berlin","2","","",""
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","Brandenburg","1","","",""
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","Mecklenburg-Vorpommern","1","","",""
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","Sachsen","1","","",""
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","Sachsen-Anhalt","1","","",""
"Mindestens einmal im Monat","2011","(noch) kein Abschluss","Thueringen","1","","",""
"Mindestens einmal im Monat","2011","Hauptschule","Schleswig-Holstein","4","0.0146587389001958","0.00123682736464031","0.0280806504357512"
"Mindestens einmal im Monat","2011","Hauptschule","Hamburg","1","","",""
"Mindestens einmal im Monat","2011","Hauptschule","Niedersachsen","45","0.0514760280075576","0.0367761104757475","0.0661759455393677"
"Mindestens einmal im Monat","2011","Hauptschule","Bremen","5","0.163829604315774","0.0580156981269471","0.2696435105046"
"Mindestens einmal im Monat","2011","Hauptschule","Nordrhein-Westfalen","64","0.0383717316621492","0.0298348826889868","0.0469085806353116"
"Mindestens einmal im Monat","2011","Hauptschule","Hessen","25","","",""
"Mindestens einmal im Monat","2011","Hauptschule","Rheinland-Pfalz,Saarland","25","","",""
"Mindestens einmal im Monat","2011","Hauptschule","Baden-Wuerttemberg","63","0.0383866864825171","0.0273588742624256","0.0494144987026087"
"Mindestens einmal im Monat","2011","Hauptschule","Bayern","75","0.0448245062848827","0.0350937291730352","0.0545552833967302"
"Mindestens einmal im Monat","2011","Hauptschule","Saarland","","","",""
"Mindestens einmal im Monat","2011","Hauptschule","Berlin","2","","",""
"Mindestens einmal im Monat","2011","Hauptschule","Brandenburg","8","0.0359870485428296","0.0132594898899271","0.058714607195732"
"Mindestens einmal im Monat","2011","Hauptschule","Mecklenburg-Vorpommern","4","0.0252608690165819","-0.00224728381686657","0.0527690218500304"
"Mindestens einmal im Monat","2011","Hauptschule","Sachsen","13","","",""
"Mindestens einmal im Monat","2011","Hauptschule","Sachsen-Anhalt","7","0.0284811134945426","0.00874912408924118","0.0482131028998441"
"Mindestens einmal im Monat","2011","Hauptschule","Thueringen","7","0.0112595988107942","-0.000740158556414541","0.0232593561780029"
"Mindestens einmal im Monat","2011","Realschule","Schleswig-Holstein","11","","",""
"Mindestens einmal im Monat","2011","Realschule","Hamburg","6","0.0926304091180981","0.0360903438551138","0.149170474381082"
"Mindestens einmal im Monat","2011","Realschule","Niedersachsen","55","0.084346530252621","0.0651249317295362","0.103568128775706"
"Mindestens einmal im Monat","2011","Realschule","Bremen","6","0.158107608218935","0.0548951434914194","0.261320072946451"
"Mindestens einmal im Monat","2011","Realschule","Nordrhein-Westfalen","67","0.0592049236347092","0.0459015627907844","0.072508284478634"
"Mindestens einmal im Monat","2011","Realschule","Hessen","27","","",""
"Mindestens einmal im Monat","2011","Realschule","Rheinland-Pfalz,Saarland","24","","",""
"Mindestens einmal im Monat","2011","Realschule","Baden-Wuerttemberg","77","0.0663169181814934","0.0499689042023122","0.0826649321606746"
"Mindestens einmal im Monat","2011","Realschule","Bayern","89","0.0877546491096312","0.0709732692457789","0.104536028973483"
"Mindestens einmal im Monat","2011","Realschule","Saarland","","","",""
"Mindestens einmal im Monat","2011","Realschule","Berlin","15","","",""
"Mindestens einmal im Monat","2011","Realschule","Brandenburg","23","","",""
"Mindestens einmal im Monat","2011","Realschule","Mecklenburg-Vorpommern","20","","",""
"Mindestens einmal im Monat","2011","Realschule","Sachsen","50","0.0534727328582749","0.0378045635751271","0.0691409021414228"
"Mindestens einmal im Monat","2011","Realschule","Sachsen-Anhalt","24","","",""
"Mindestens einmal im Monat","2011","Realschule","Thueringen","38","0.0806025604782803","0.055366567756352","0.105838553200209"
"Mindestens einmal im Monat","2011","(Fach-)Abitur","Schleswig-Holstein","9","0.0336017569418237","0.00375183965486505","0.0634516742287824"
"Mindestens einmal im Monat","2011","(Fach-)Abitur","Hamburg","12","","",""
"Mindestens einmal im Monat","2011","(Fach-)Abitur","Niedersachsen","28","","",""
"Mindestens einmal im Monat","2011","(Fach-)Abitur","Bremen","4","0.0506010951769779","-0.0320732055765761","0.133275395930532"
"Mindestens einmal im Monat","2011","(Fach-)Abitur","Nordrhein-Westfalen","62","0.0766555802506331","0.0599733327066137","0.0933378277946525"
"Mindestens einmal im Monat","2011","(Fach-)Abitur","Hessen","22","","",""
"Mindestens einmal im Monat","2011","(Fach-)Abitur","Rheinland-Pfalz,Saarland","12","","",""
"Mindestens einmal im Monat","2011","(Fach-)Abitur","Baden-Wuerttemberg","42","0.117448945404392","0.0872976819378873","0.147600208870896"
"Mindestens einmal im Monat","2011","(Fach-)Abitur","Bayern","54","0.112281088085274","0.0843841472077416","0.140178028962806"
"Mindestens einmal im Monat","2011","(Fach-)Abitur","Saarland","","","",""
"Mindestens einmal im Monat","2011","(Fach-)Abitur","Berlin","14","","",""
"Mindestens einmal im Monat","2011","(Fach-)Abitur","Brandenburg","5","0.0715079037658961","0.0239990012177657","0.119016806314027"
"Mindestens einmal im Monat","2011","(Fach-)Abitur","Mecklenburg-Vorpommern","6","0.137633606716474","0.0457454862523797","0.229521727180569"
"Mindestens einmal im Monat","2011","(Fach-)Abitur","Sachsen","12","","",""
"Mindestens einmal im Monat","2011","(Fach-)Abitur","Sachsen-Anhalt","10","","",""
"Mindestens einmal im Monat","2011","(Fach-)Abitur","Thueringen","11","","",""
"Mindestens einmal im Monat","2011","AkademikerIn","Schleswig-Holstein","15","","",""
"Mindestens einmal im Monat","2011","AkademikerIn","Hamburg","7","0.10434943274635","0.0507565111058579","0.157942354386843"
"Mindestens einmal im Monat","2011","AkademikerIn","Niedersachsen","30","0.0810494709594798","0.0567360220649152","0.105362919854044"
"Mindestens einmal im Monat","2011","AkademikerIn","Bremen","4","0.161279156377153","0.0622625595215918","0.260295753232714"
"Mindestens einmal im Monat","2011","AkademikerIn","Nordrhein-Westfalen","82","0.0793441675425596","0.0636823832861639","0.0950059517989553"
"Mindestens einmal im Monat","2011","AkademikerIn","Hessen","50","0.077849782049935","0.05525122299466","0.10044834110521"
"Mindestens einmal im Monat","2011","AkademikerIn","Rheinland-Pfalz,Saarland","13","","",""
"Mindestens einmal im Monat","2011","AkademikerIn","Baden-Wuerttemberg","74","0.0868259769576199","0.0674346649056112","0.106217289009629"
"Mindestens einmal im Monat","2011","AkademikerIn","Bayern","85","0.116182641442261","0.0948032873778288","0.137561995506693"
"Mindestens einmal im Monat","2011","AkademikerIn","Saarland","","","",""
"Mindestens einmal im Monat","2011","AkademikerIn","Berlin","41","0.10216052120174","0.0717098274457531","0.132611214957726"
"Mindestens einmal im Monat","2011","AkademikerIn","Brandenburg","19","","",""
"Mindestens einmal im Monat","2011","AkademikerIn","Mecklenburg-Vorpommern","10","","",""
"Mindestens einmal im Monat","2011","AkademikerIn","Sachsen","45","0.0691333787163845","0.0455900274804257","0.0926767299523432"
"Mindestens einmal im Monat","2011","AkademikerIn","Sachsen-Anhalt","22","","",""
"Mindestens einmal im Monat","2011","AkademikerIn","Thueringen","18","","",""
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","Schleswig-Holstein","18","","",""
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","Hamburg","5","0.187101781606538","-0.0335535955882352","0.407757158801311"
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","Niedersachsen","37","0.310859473997421","0.217786790176997","0.403932157817845"
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","Bremen","2","","",""
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","Nordrhein-Westfalen","106","","",""
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","Hessen","38","0.378627631651222","0.27427794105343","0.482977322249015"
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","15","","",""
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","Baden-Wuerttemberg","56","0.352229436924216","0.264158564658562","0.440300309189871"
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","Bayern","60","0.418163215436026","0.330992816038363","0.505333614833689"
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","Saarland","","","",""
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","Berlin","13","","",""
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","Brandenburg","6","0.466487787430434","0.258024744684952","0.674950830175916"
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","Mecklenburg-Vorpommern","5","0.232685512443191","0.0600001430090467","0.405370881877336"
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","Sachsen","10","","",""
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","Sachsen-Anhalt","4","0.223719018698672","0.0195221746282791","0.427915862769066"
"Mindestens einmal die Woche","2011","(noch) kein Abschluss","Thueringen","4","0.301796279072151","0.0172872123874308","0.586305345756871"
"Mindestens einmal die Woche","2011","Hauptschule","Schleswig-Holstein","86","0.319166112600896","0.267106407732069","0.371225817469723"
"Mindestens einmal die Woche","2011","Hauptschule","Hamburg","24","","",""
"Mindestens einmal die Woche","2011","Hauptschule","Niedersachsen","225","","",""
"Mindestens einmal die Woche","2011","Hauptschule","Bremen","5","0.0886260133955021","0.00737513153710949","0.169876895253895"
"Mindestens einmal die Woche","2011","Hauptschule","Nordrhein-Westfalen","413","0.221079420164001","0.202637376928032","0.239521463399969"
"Mindestens einmal die Woche","2011","Hauptschule","Hessen","128","","",""
"Mindestens einmal die Woche","2011","Hauptschule","Rheinland-Pfalz,Saarland","172","","",""
"Mindestens einmal die Woche","2011","Hauptschule","Baden-Wuerttemberg","294","","",""
"Mindestens einmal die Woche","2011","Hauptschule","Bayern","505","0.251429254828151","0.231027265730194","0.271831243926109"
"Mindestens einmal die Woche","2011","Hauptschule","Saarland","","","",""
"Mindestens einmal die Woche","2011","Hauptschule","Berlin","49","0.293508033792527","0.223168616955291","0.363847450629764"
"Mindestens einmal die Woche","2011","Hauptschule","Brandenburg","39","0.141853287839938","0.0992798508460344","0.184426724833842"
"Mindestens einmal die Woche","2011","Hauptschule","Mecklenburg-Vorpommern","19","","",""
"Mindestens einmal die Woche","2011","Hauptschule","Sachsen","71","0.199268386669208","0.158839186738152","0.239697586600264"
"Mindestens einmal die Woche","2011","Hauptschule","Sachsen-Anhalt","21","","",""
"Mindestens einmal die Woche","2011","Hauptschule","Thueringen","43","0.145400877031996","0.105311011384078","0.185490742679914"
"Mindestens einmal die Woche","2011","Realschule","Schleswig-Holstein","122","","",""
"Mindestens einmal die Woche","2011","Realschule","Hamburg","36","0.363374762695213","0.26957392643669","0.457175598953736"
"Mindestens einmal die Woche","2011","Realschule","Niedersachsen","304","0.371692098562265","0.338267342722733","0.405116854401798"
"Mindestens einmal die Woche","2011","Realschule","Bremen","9","0.303365357504434","0.17331456628005","0.433416148728817"
"Mindestens einmal die Woche","2011","Realschule","Nordrhein-Westfalen","482","0.411693275929199","0.383952172369165","0.439434379489233"
"Mindestens einmal die Woche","2011","Realschule","Hessen","195","","",""
"Mindestens einmal die Woche","2011","Realschule","Rheinland-Pfalz,Saarland","123","","",""
"Mindestens einmal die Woche","2011","Realschule","Baden-Wuerttemberg","387","0.455484206357284","0.422765585474496","0.488202827240072"
"Mindestens einmal die Woche","2011","Realschule","Bayern","444","0.419171417444303","0.389905874051415","0.44843696083719"
"Mindestens einmal die Woche","2011","Realschule","Saarland","","","",""
"Mindestens einmal die Woche","2011","Realschule","Berlin","103","","",""
"Mindestens einmal die Woche","2011","Realschule","Brandenburg","100","","",""
"Mindestens einmal die Woche","2011","Realschule","Mecklenburg-Vorpommern","60","0.186832948203714","0.140596614694806","0.233069281712622"
"Mindestens einmal die Woche","2011","Realschule","Sachsen","195","","",""
"Mindestens einmal die Woche","2011","Realschule","Sachsen-Anhalt","106","","",""
"Mindestens einmal die Woche","2011","Realschule","Thueringen","99","0.21252718646336","0.174602730404739","0.250451642521981"
"Mindestens einmal die Woche","2011","(Fach-)Abitur","Schleswig-Holstein","70","0.555590751948484","0.473280653488139","0.63790085040883"
"Mindestens einmal die Woche","2011","(Fach-)Abitur","Hamburg","39","0.429729012847309","0.323865469906184","0.535592555788434"
"Mindestens einmal die Woche","2011","(Fach-)Abitur","Niedersachsen","153","","",""
"Mindestens einmal die Woche","2011","(Fach-)Abitur","Bremen","10","","",""
"Mindestens einmal die Woche","2011","(Fach-)Abitur","Nordrhein-Westfalen","438","0.439824035901968","0.408699525828024","0.470948545975912"
