"m11104","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal im Monat","1984","66 +","(Fach-)Abitur","4","0.0670742165219631","-0.00601329685643738","0.140161729900364"
"Mindestens einmal im Monat","1984","66 +","AkademikerIn","10","","",""
"Mindestens einmal die Woche","1984","17-34","(noch) kein Abschluss","","","",""
"Mindestens einmal die Woche","1984","17-34","Hauptschule","","","",""
"Mindestens einmal die Woche","1984","17-34","Realschule","","","",""
"Mindestens einmal die Woche","1984","17-34","(Fach-)Abitur","","","",""
"Mindestens einmal die Woche","1984","17-34","AkademikerIn","","","",""
"Mindestens einmal die Woche","1984","35-65","(noch) kein Abschluss","","","",""
"Mindestens einmal die Woche","1984","35-65","Hauptschule","","","",""
"Mindestens einmal die Woche","1984","35-65","Realschule","","","",""
"Mindestens einmal die Woche","1984","35-65","(Fach-)Abitur","","","",""
"Mindestens einmal die Woche","1984","35-65","AkademikerIn","","","",""
"Mindestens einmal die Woche","1984","66 +","(noch) kein Abschluss","","","",""
"Mindestens einmal die Woche","1984","66 +","Hauptschule","","","",""
"Mindestens einmal die Woche","1984","66 +","Realschule","","","",""
"Mindestens einmal die Woche","1984","66 +","(Fach-)Abitur","","","",""
"Mindestens einmal die Woche","1984","66 +","AkademikerIn","","","",""
"Fast nie oder nie","1985","17-34","(noch) kein Abschluss","218","","",""
"Fast nie oder nie","1985","17-34","Hauptschule","952","0.469890704263739","0.447490401866697","0.492291006660781"
"Fast nie oder nie","1985","17-34","Realschule","254","","",""
"Fast nie oder nie","1985","17-34","(Fach-)Abitur","136","","",""
"Fast nie oder nie","1985","17-34","AkademikerIn","53","0.216438998834538","0.163786580365396","0.269091417303679"
"Fast nie oder nie","1985","35-65","(noch) kein Abschluss","568","0.892465671235555","0.868236553884465","0.916694788586646"
"Fast nie oder nie","1985","35-65","Hauptschule","2648","","",""
"Fast nie oder nie","1985","35-65","Realschule","297","","",""
"Fast nie oder nie","1985","35-65","(Fach-)Abitur","120","","",""
"Fast nie oder nie","1985","35-65","AkademikerIn","169","","",""
"Fast nie oder nie","1985","66 +","(noch) kein Abschluss","16","","",""
"Fast nie oder nie","1985","66 +","Hauptschule","745","0.927368364249606","0.909440060498405","0.945296668000807"
"Fast nie oder nie","1985","66 +","Realschule","123","","",""
"Fast nie oder nie","1985","66 +","(Fach-)Abitur","31","0.764551470220918","0.634681865704436","0.894421074737401"
"Fast nie oder nie","1985","66 +","AkademikerIn","33","0.615232953893829","0.485464257905354","0.745001649882304"
"Mehrmals im Jahr","1985","17-34","(noch) kein Abschluss","51","0.125793079106034","0.0944858270355814","0.157100331176487"
"Mehrmals im Jahr","1985","17-34","Hauptschule","367","0.204212905994168","0.186119814348578","0.222305997639759"
"Mehrmals im Jahr","1985","17-34","Realschule","210","","",""
"Mehrmals im Jahr","1985","17-34","(Fach-)Abitur","112","","",""
"Mehrmals im Jahr","1985","17-34","AkademikerIn","59","0.239164526361136","0.184625432439834","0.293703620282438"
"Mehrmals im Jahr","1985","35-65","(noch) kein Abschluss","29","","",""
"Mehrmals im Jahr","1985","35-65","Hauptschule","335","0.0911550884123245","0.0818059174850649","0.100504259339584"
"Mehrmals im Jahr","1985","35-65","Realschule","112","","",""
"Mehrmals im Jahr","1985","35-65","(Fach-)Abitur","37","0.191772227766195","0.139866928946242","0.243677526586148"
"Mehrmals im Jahr","1985","35-65","AkademikerIn","76","0.162208962981838","0.128447548723696","0.195970377239979"
"Mehrmals im Jahr","1985","66 +","(noch) kein Abschluss","","","",""
"Mehrmals im Jahr","1985","66 +","Hauptschule","11","","",""
"Mehrmals im Jahr","1985","66 +","Realschule","12","","",""
"Mehrmals im Jahr","1985","66 +","(Fach-)Abitur","","","",""
"Mehrmals im Jahr","1985","66 +","AkademikerIn","5","0.0965096567514664","0.0177509902773337","0.175268323225599"
"Mindestens einmal im Monat","1985","17-34","(noch) kein Abschluss","24","","",""
"Mindestens einmal im Monat","1985","17-34","Hauptschule","128","","",""
"Mindestens einmal im Monat","1985","17-34","Realschule","75","0.0757363945707895","0.0590692711334598","0.0924035180081192"
"Mindestens einmal im Monat","1985","17-34","(Fach-)Abitur","47","0.0822066941343427","0.0584605791571313","0.105952809111554"
"Mindestens einmal im Monat","1985","17-34","AkademikerIn","23","","",""
"Mindestens einmal im Monat","1985","35-65","(noch) kein Abschluss","7","0.0108325426623632","0.00273658211303618","0.0189285032116902"
"Mindestens einmal im Monat","1985","35-65","Hauptschule","129","","",""
"Mindestens einmal im Monat","1985","35-65","Realschule","44","0.0673906322566012","0.0483794330756558","0.0864018314375465"
"Mindestens einmal im Monat","1985","35-65","(Fach-)Abitur","9","0.0418744982117543","0.0154663491979378","0.0682826472255707"
"Mindestens einmal im Monat","1985","35-65","AkademikerIn","31","0.0579082262923024","0.0365171769630213","0.0792992756215836"
"Mindestens einmal im Monat","1985","66 +","(noch) kein Abschluss","","","",""
"Mindestens einmal im Monat","1985","66 +","Hauptschule","10","","",""
"Mindestens einmal im Monat","1985","66 +","Realschule","4","0.0244903116467974","0.000615052052420042","0.0483655712411748"
"Mindestens einmal im Monat","1985","66 +","(Fach-)Abitur","2","","",""
"Mindestens einmal im Monat","1985","66 +","AkademikerIn","2","","",""
"Mindestens einmal die Woche","1985","17-34","(noch) kein Abschluss","138","","",""
"Mindestens einmal die Woche","1985","17-34","Hauptschule","460","0.261628596983112","0.241901972167582","0.281355221798642"
"Mindestens einmal die Woche","1985","17-34","Realschule","429","0.45542403077183","0.424051639683653","0.486796421860007"
"Mindestens einmal die Woche","1985","17-34","(Fach-)Abitur","219","","",""
"Mindestens einmal die Woche","1985","17-34","AkademikerIn","100","","",""
"Mindestens einmal die Woche","1985","35-65","(noch) kein Abschluss","24","","",""
"Mindestens einmal die Woche","1985","35-65","Hauptschule","529","0.156492923269267","0.144691633656668","0.168294212881866"
"Mindestens einmal die Woche","1985","35-65","Realschule","215","","",""
"Mindestens einmal die Woche","1985","35-65","(Fach-)Abitur","55","0.301997007764414","0.241465440827099","0.362528574701728"
"Mindestens einmal die Woche","1985","35-65","AkademikerIn","182","","",""
"Mindestens einmal die Woche","1985","66 +","(noch) kein Abschluss","","","",""
"Mindestens einmal die Woche","1985","66 +","Hauptschule","39","0.0478177566670738","0.0330775087220705","0.0625580046120771"
"Mindestens einmal die Woche","1985","66 +","Realschule","22","","",""
"Mindestens einmal die Woche","1985","66 +","(Fach-)Abitur","8","0.175494186956948","0.0590589607137063","0.29192941320019"
"Mindestens einmal die Woche","1985","66 +","AkademikerIn","14","","",""
"Fast nie oder nie","1986","17-34","(noch) kein Abschluss","180","","",""
"Fast nie oder nie","1986","17-34","Hauptschule","883","0.454039566032509","0.431277966788175","0.476801165276842"
"Fast nie oder nie","1986","17-34","Realschule","270","","",""
"Fast nie oder nie","1986","17-34","(Fach-)Abitur","141","","",""
"Fast nie oder nie","1986","17-34","AkademikerIn","60","0.255939628163844","0.19917104996499","0.312708206362698"
"Fast nie oder nie","1986","35-65","(noch) kein Abschluss","519","0.881516142287503","0.855123578673005","0.907908705902001"
"Fast nie oder nie","1986","35-65","Hauptschule","2459","","",""
"Fast nie oder nie","1986","35-65","Realschule","307","0.493857516115022","0.455481355503963","0.532233676726082"
"Fast nie oder nie","1986","35-65","(Fach-)Abitur","115","","",""
"Fast nie oder nie","1986","35-65","AkademikerIn","176","","",""
"Fast nie oder nie","1986","66 +","(noch) kein Abschluss","19","","",""
"Fast nie oder nie","1986","66 +","Hauptschule","677","0.91900072696835","0.899303148687123","0.938698305249577"
"Fast nie oder nie","1986","66 +","Realschule","136","","",""
"Fast nie oder nie","1986","66 +","(Fach-)Abitur","35","0.869589123398156","0.768935869356863","0.970242377439449"
"Fast nie oder nie","1986","66 +","AkademikerIn","33","0.635277621534224","0.505687129021457","0.764868114046991"
"Mehrmals im Jahr","1986","17-34","(noch) kein Abschluss","54","0.128691489590884","0.0965518534713973","0.160831125710372"
"Mehrmals im Jahr","1986","17-34","Hauptschule","310","0.18770891426592","0.169857458835753","0.205560369696087"
"Mehrmals im Jahr","1986","17-34","Realschule","191","","",""
"Mehrmals im Jahr","1986","17-34","(Fach-)Abitur","117","","",""
"Mehrmals im Jahr","1986","17-34","AkademikerIn","40","0.186411767797045","0.13575072160568","0.23707281398841"
"Mehrmals im Jahr","1986","35-65","(noch) kein Abschluss","32","0.0610104973719055","0.0414639750135509","0.0805570197302601"
"Mehrmals im Jahr","1986","35-65","Hauptschule","305","0.0890419299875254","0.0795176709984169","0.0985661889766339"
"Mehrmals im Jahr","1986","35-65","Realschule","101","","",""
"Mehrmals im Jahr","1986","35-65","(Fach-)Abitur","29","","",""
"Mehrmals im Jahr","1986","35-65","AkademikerIn","64","0.129407679524325","0.0988671514911953","0.159948207557454"
"Mehrmals im Jahr","1986","66 +","(noch) kein Abschluss","2","","",""
"Mehrmals im Jahr","1986","66 +","Hauptschule","8","0.0117984801117341","0.0040028694976668","0.0195940907258014"
"Mehrmals im Jahr","1986","66 +","Realschule","1","","",""
"Mehrmals im Jahr","1986","66 +","(Fach-)Abitur","","","",""
"Mehrmals im Jahr","1986","66 +","AkademikerIn","6","0.106351349088078","0.0233538397372884","0.189348858438868"
"Mindestens einmal im Monat","1986","17-34","(noch) kein Abschluss","16","","",""
"Mindestens einmal im Monat","1986","17-34","Hauptschule","128","","",""
"Mindestens einmal im Monat","1986","17-34","Realschule","87","0.0905774844867596","0.0723650969715191","0.108789872002"
"Mindestens einmal im Monat","1986","17-34","(Fach-)Abitur","42","0.0865006984750803","0.063008121244929","0.109993275705232"
"Mindestens einmal im Monat","1986","17-34","AkademikerIn","24","","",""
"Mindestens einmal im Monat","1986","35-65","(noch) kein Abschluss","8","0.0150147290657446","0.00508332921643561","0.0249461289150536"
"Mindestens einmal im Monat","1986","35-65","Hauptschule","137","","",""
"Mindestens einmal im Monat","1986","35-65","Realschule","44","0.0617947701986898","0.0433127654002349","0.0802767749971447"
"Mindestens einmal im Monat","1986","35-65","(Fach-)Abitur","13","","",""
"Mindestens einmal im Monat","1986","35-65","AkademikerIn","40","0.0890284502193641","0.0631161531253999","0.114940747313328"
"Mindestens einmal im Monat","1986","66 +","(noch) kein Abschluss","","","",""
"Mindestens einmal im Monat","1986","66 +","Hauptschule","10","","",""
"Mindestens einmal im Monat","1986","66 +","Realschule","4","0.0232618225009156","-0.000316299751230271","0.0468399447530615"
"Mindestens einmal im Monat","1986","66 +","(Fach-)Abitur","1","","",""
"Mindestens einmal im Monat","1986","66 +","AkademikerIn","3","","",""
"Mindestens einmal die Woche","1986","17-34","(noch) kein Abschluss","167","","",""
"Mindestens einmal die Woche","1986","17-34","Hauptschule","517","0.285991641722761","0.265332910005691","0.30665037343983"
"Mindestens einmal die Woche","1986","17-34","Realschule","406","0.432039648910079","0.400606005987228","0.46347329183293"
"Mindestens einmal die Woche","1986","17-34","(Fach-)Abitur","250","","",""
"Mindestens einmal die Woche","1986","17-34","AkademikerIn","103","","",""
"Mindestens einmal die Woche","1986","35-65","(noch) kein Abschluss","17","","",""
"Mindestens einmal die Woche","1986","35-65","Hauptschule","534","0.170667003414945","0.158085748138007","0.183248258691883"
"Mindestens einmal die Woche","1986","35-65","Realschule","200","","",""
"Mindestens einmal die Woche","1986","35-65","(Fach-)Abitur","51","0.312331948577098","0.249350295874857","0.375313601279338"
"Mindestens einmal die Woche","1986","35-65","AkademikerIn","184","","",""
"Mindestens einmal die Woche","1986","66 +","(noch) kein Abschluss","","","",""
"Mindestens einmal die Woche","1986","66 +","Hauptschule","42","0.0558425273329401","0.0392650250190811","0.0724200296467991"
"Mindestens einmal die Woche","1986","66 +","Realschule","16","","",""
"Mindestens einmal die Woche","1986","66 +","(Fach-)Abitur","7","0.115662231411772","0.0200708509839433","0.211253611839601"
"Mindestens einmal die Woche","1986","66 +","AkademikerIn","11","","",""
"Fast nie oder nie","1987","17-34","(noch) kein Abschluss","","","",""
"Fast nie oder nie","1987","17-34","Hauptschule","","","",""
"Fast nie oder nie","1987","17-34","Realschule","","","",""
"Fast nie oder nie","1987","17-34","(Fach-)Abitur","","","",""
"Fast nie oder nie","1987","17-34","AkademikerIn","","","",""
"Fast nie oder nie","1987","35-65","(noch) kein Abschluss","","","",""
"Fast nie oder nie","1987","35-65","Hauptschule","","","",""
"Fast nie oder nie","1987","35-65","Realschule","","","",""
"Fast nie oder nie","1987","35-65","(Fach-)Abitur","","","",""
"Fast nie oder nie","1987","35-65","AkademikerIn","","","",""
"Fast nie oder nie","1987","66 +","(noch) kein Abschluss","","","",""
"Fast nie oder nie","1987","66 +","Hauptschule","","","",""
"Fast nie oder nie","1987","66 +","Realschule","","","",""
"Fast nie oder nie","1987","66 +","(Fach-)Abitur","","","",""
"Fast nie oder nie","1987","66 +","AkademikerIn","","","",""
"Mehrmals im Jahr","1987","17-34","(noch) kein Abschluss","","","",""
"Mehrmals im Jahr","1987","17-34","Hauptschule","","","",""
"Mehrmals im Jahr","1987","17-34","Realschule","","","",""
"Mehrmals im Jahr","1987","17-34","(Fach-)Abitur","","","",""
"Mehrmals im Jahr","1987","17-34","AkademikerIn","","","",""
"Mehrmals im Jahr","1987","35-65","(noch) kein Abschluss","","","",""
"Mehrmals im Jahr","1987","35-65","Hauptschule","","","",""
"Mehrmals im Jahr","1987","35-65","Realschule","","","",""
"Mehrmals im Jahr","1987","35-65","(Fach-)Abitur","","","",""
"Mehrmals im Jahr","1987","35-65","AkademikerIn","","","",""
"Mehrmals im Jahr","1987","66 +","(noch) kein Abschluss","","","",""
"Mehrmals im Jahr","1987","66 +","Hauptschule","","","",""
"Mehrmals im Jahr","1987","66 +","Realschule","","","",""
"Mehrmals im Jahr","1987","66 +","(Fach-)Abitur","","","",""
"Mehrmals im Jahr","1987","66 +","AkademikerIn","","","",""
"Mindestens einmal im Monat","1987","17-34","(noch) kein Abschluss","","","",""
"Mindestens einmal im Monat","1987","17-34","Hauptschule","","","",""
"Mindestens einmal im Monat","1987","17-34","Realschule","","","",""
"Mindestens einmal im Monat","1987","17-34","(Fach-)Abitur","","","",""
"Mindestens einmal im Monat","1987","17-34","AkademikerIn","","","",""
"Mindestens einmal im Monat","1987","35-65","(noch) kein Abschluss","","","",""
"Mindestens einmal im Monat","1987","35-65","Hauptschule","","","",""
"Mindestens einmal im Monat","1987","35-65","Realschule","","","",""
"Mindestens einmal im Monat","1987","35-65","(Fach-)Abitur","","","",""
"Mindestens einmal im Monat","1987","35-65","AkademikerIn","","","",""
"Mindestens einmal im Monat","1987","66 +","(noch) kein Abschluss","","","",""
"Mindestens einmal im Monat","1987","66 +","Hauptschule","","","",""
"Mindestens einmal im Monat","1987","66 +","Realschule","","","",""
"Mindestens einmal im Monat","1987","66 +","(Fach-)Abitur","","","",""
"Mindestens einmal im Monat","1987","66 +","AkademikerIn","","","",""
"Mindestens einmal die Woche","1987","17-34","(noch) kein Abschluss","","","",""
"Mindestens einmal die Woche","1987","17-34","Hauptschule","","","",""
"Mindestens einmal die Woche","1987","17-34","Realschule","","","",""
"Mindestens einmal die Woche","1987","17-34","(Fach-)Abitur","","","",""
"Mindestens einmal die Woche","1987","17-34","AkademikerIn","","","",""
"Mindestens einmal die Woche","1987","35-65","(noch) kein Abschluss","","","",""
"Mindestens einmal die Woche","1987","35-65","Hauptschule","","","",""
"Mindestens einmal die Woche","1987","35-65","Realschule","","","",""
"Mindestens einmal die Woche","1987","35-65","(Fach-)Abitur","","","",""
"Mindestens einmal die Woche","1987","35-65","AkademikerIn","","","",""
"Mindestens einmal die Woche","1987","66 +","(noch) kein Abschluss","","","",""
"Mindestens einmal die Woche","1987","66 +","Hauptschule","","","",""
"Mindestens einmal die Woche","1987","66 +","Realschule","","","",""
"Mindestens einmal die Woche","1987","66 +","(Fach-)Abitur","","","",""
"Mindestens einmal die Woche","1987","66 +","AkademikerIn","","","",""
"Fast nie oder nie","1988","17-34","(noch) kein Abschluss","151","","",""
"Fast nie oder nie","1988","17-34","Hauptschule","835","0.444732678806875","0.421416844837817","0.468048512775933"
"Fast nie oder nie","1988","17-34","Realschule","243","","",""
"Fast nie oder nie","1988","17-34","(Fach-)Abitur","130","","",""
"Fast nie oder nie","1988","17-34","AkademikerIn","54","0.257437524755708","0.19729211375397","0.317582935757447"
"Fast nie oder nie","1988","35-65","(noch) kein Abschluss","492","0.901322499524468","0.876098722161953","0.926546276886983"
"Fast nie oder nie","1988","35-65","Hauptschule","2219","","",""
"Fast nie oder nie","1988","35-65","Realschule","258","","",""
"Fast nie oder nie","1988","35-65","(Fach-)Abitur","104","","",""
"Fast nie oder nie","1988","35-65","AkademikerIn","148","","",""
"Fast nie oder nie","1988","66 +","(noch) kein Abschluss","20","","",""
"Fast nie oder nie","1988","66 +","Hauptschule","650","0.874174984806563","0.850295680494726","0.8980542891184"
"Fast nie oder nie","1988","66 +","Realschule","128","","",""
"Fast nie oder nie","1988","66 +","(Fach-)Abitur","34","0.823463669149014","0.709503487526999","0.937423850771029"
"Fast nie oder nie","1988","66 +","AkademikerIn","39","0.705561640305553","0.586185164693032","0.824938115918074"
"Mehrmals im Jahr","1988","17-34","(noch) kein Abschluss","28","","",""
"Mehrmals im Jahr","1988","17-34","Hauptschule","323","0.20165992476574","0.182834094398601","0.220485755132879"
"Mehrmals im Jahr","1988","17-34","Realschule","195","","",""
"Mehrmals im Jahr","1988","17-34","(Fach-)Abitur","117","","",""
"Mehrmals im Jahr","1988","17-34","AkademikerIn","46","0.213805357589138","0.157405967968767","0.270204747209508"
"Mehrmals im Jahr","1988","35-65","(noch) kein Abschluss","20","","",""
"Mehrmals im Jahr","1988","35-65","Hauptschule","314","0.103028523535639","0.0924660396879282","0.11359100738335"
"Mehrmals im Jahr","1988","35-65","Realschule","115","","",""
"Mehrmals im Jahr","1988","35-65","(Fach-)Abitur","33","0.225335319479462","0.166391136972943","0.284279501985981"
"Mehrmals im Jahr","1988","35-65","AkademikerIn","80","0.183491271765356","0.147324489304375","0.219658054226336"
"Mehrmals im Jahr","1988","66 +","(noch) kein Abschluss","","","",""
"Mehrmals im Jahr","1988","66 +","Hauptschule","20","","",""
"Mehrmals im Jahr","1988","66 +","Realschule","8","0.0559898802579541","0.0200280854135622","0.091951675102346"
"Mehrmals im Jahr","1988","66 +","(Fach-)Abitur","","","",""
"Mehrmals im Jahr","1988","66 +","AkademikerIn","4","0.059646115645588","-0.00238231909140248","0.121674550382578"
"Mindestens einmal im Monat","1988","17-34","(noch) kein Abschluss","17","","",""
"Mindestens einmal im Monat","1988","17-34","Hauptschule","123","","",""
"Mindestens einmal im Monat","1988","17-34","Realschule","77","0.0869046929760035","0.0686623748817393","0.105147011070268"
"Mindestens einmal im Monat","1988","17-34","(Fach-)Abitur","45","0.0947472754654895","0.0689476276825352","0.120546923248444"
"Mindestens einmal im Monat","1988","17-34","AkademikerIn","14","","",""
"Mindestens einmal im Monat","1988","35-65","(noch) kein Abschluss","8","0.0251341779958788","0.0118948569503907","0.0383734990413669"
"Mindestens einmal im Monat","1988","35-65","Hauptschule","128","","",""
"Mindestens einmal im Monat","1988","35-65","Realschule","44","0.0714980809790751","0.0511512709390966","0.0918448910190537"
"Mindestens einmal im Monat","1988","35-65","(Fach-)Abitur","11","","",""
"Mindestens einmal im Monat","1988","35-65","AkademikerIn","29","","",""
"Mindestens einmal im Monat","1988","66 +","(noch) kein Abschluss","","","",""
"Mindestens einmal im Monat","1988","66 +","Hauptschule","9","0.0141172492556836","0.00562296749974157","0.0226115310116257"
"Mindestens einmal im Monat","1988","66 +","Realschule","5","0.0249872278696893","0.000571905895429516","0.0494025498439491"
"Mindestens einmal im Monat","1988","66 +","(Fach-)Abitur","2","","",""
"Mindestens einmal im Monat","1988","66 +","AkademikerIn","2","","",""
"Mindestens einmal die Woche","1988","17-34","(noch) kein Abschluss","149","","",""
"Mindestens einmal die Woche","1988","17-34","Hauptschule","464","0.283978829597662","0.262821722258662","0.305135936936662"
"Mindestens einmal die Woche","1988","17-34","Realschule","401","0.420432850674283","0.388465948210383","0.452399753138183"
"Mindestens einmal die Woche","1988","17-34","(Fach-)Abitur","203","","",""
"Mindestens einmal die Woche","1988","17-34","AkademikerIn","89","0.462884877272108","0.394293383902089","0.531476370642126"
"Mindestens einmal die Woche","1988","35-65","(noch) kein Abschluss","17","","",""
"Mindestens einmal die Woche","1988","35-65","Hauptschule","521","0.177649156459595","0.164368848401412","0.190929464517778"
"Mindestens einmal die Woche","1988","35-65","Realschule","199","","",""
"Mindestens einmal die Woche","1988","35-65","(Fach-)Abitur","45","0.30079984621253","0.236099143280015","0.365500549145045"
"Mindestens einmal die Woche","1988","35-65","AkademikerIn","183","","",""
"Mindestens einmal die Woche","1988","66 +","(noch) kein Abschluss","","","",""
"Mindestens einmal die Woche","1988","66 +","Hauptschule","62","0.0851364810310635","0.0650420834990731","0.105230878563054"
"Mindestens einmal die Woche","1988","66 +","Realschule","16","","",""
"Mindestens einmal die Woche","1988","66 +","(Fach-)Abitur","7","0.137123650003913","0.0343115266484109","0.239935773359415"
"Mindestens einmal die Woche","1988","66 +","AkademikerIn","11","","",""
"Fast nie oder nie","1989","17-34","(noch) kein Abschluss","","","",""
"Fast nie oder nie","1989","17-34","Hauptschule","","","",""
"Fast nie oder nie","1989","17-34","Realschule","","","",""
"Fast nie oder nie","1989","17-34","(Fach-)Abitur","","","",""
"Fast nie oder nie","1989","17-34","AkademikerIn","","","",""
"Fast nie oder nie","1989","35-65","(noch) kein Abschluss","","","",""
"Fast nie oder nie","1989","35-65","Hauptschule","","","",""
"Fast nie oder nie","1989","35-65","Realschule","","","",""
"Fast nie oder nie","1989","35-65","(Fach-)Abitur","","","",""
"Fast nie oder nie","1989","35-65","AkademikerIn","","","",""
"Fast nie oder nie","1989","66 +","(noch) kein Abschluss","","","",""
"Fast nie oder nie","1989","66 +","Hauptschule","","","",""
"Fast nie oder nie","1989","66 +","Realschule","","","",""
"Fast nie oder nie","1989","66 +","(Fach-)Abitur","","","",""
"Fast nie oder nie","1989","66 +","AkademikerIn","","","",""
"Mehrmals im Jahr","1989","17-34","(noch) kein Abschluss","","","",""
"Mehrmals im Jahr","1989","17-34","Hauptschule","","","",""
"Mehrmals im Jahr","1989","17-34","Realschule","","","",""
"Mehrmals im Jahr","1989","17-34","(Fach-)Abitur","","","",""
"Mehrmals im Jahr","1989","17-34","AkademikerIn","","","",""
"Mehrmals im Jahr","1989","35-65","(noch) kein Abschluss","","","",""
"Mehrmals im Jahr","1989","35-65","Hauptschule","","","",""
"Mehrmals im Jahr","1989","35-65","Realschule","","","",""
"Mehrmals im Jahr","1989","35-65","(Fach-)Abitur","","","",""
"Mehrmals im Jahr","1989","35-65","AkademikerIn","","","",""
"Mehrmals im Jahr","1989","66 +","(noch) kein Abschluss","","","",""
"Mehrmals im Jahr","1989","66 +","Hauptschule","","","",""
"Mehrmals im Jahr","1989","66 +","Realschule","","","",""
"Mehrmals im Jahr","1989","66 +","(Fach-)Abitur","","","",""
"Mehrmals im Jahr","1989","66 +","AkademikerIn","","","",""
"Mindestens einmal im Monat","1989","17-34","(noch) kein Abschluss","","","",""
"Mindestens einmal im Monat","1989","17-34","Hauptschule","","","",""
"Mindestens einmal im Monat","1989","17-34","Realschule","","","",""
"Mindestens einmal im Monat","1989","17-34","(Fach-)Abitur","","","",""
"Mindestens einmal im Monat","1989","17-34","AkademikerIn","","","",""
"Mindestens einmal im Monat","1989","35-65","(noch) kein Abschluss","","","",""
"Mindestens einmal im Monat","1989","35-65","Hauptschule","","","",""
"Mindestens einmal im Monat","1989","35-65","Realschule","","","",""
"Mindestens einmal im Monat","1989","35-65","(Fach-)Abitur","","","",""
"Mindestens einmal im Monat","1989","35-65","AkademikerIn","","","",""
"Mindestens einmal im Monat","1989","66 +","(noch) kein Abschluss","","","",""
"Mindestens einmal im Monat","1989","66 +","Hauptschule","","","",""
