"m11104","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Mindestens einmal die Woche","2011","17-34","Sachsen","164","0.394144025706193","0.351008330403257","0.437279721009129"
"Mindestens einmal die Woche","2011","17-34","Sachsen-Anhalt","78","0.305472311299266","0.250833973959163","0.36011064863937"
"Mindestens einmal die Woche","2011","17-34","Thueringen","95","0.397819152937887","0.339329605058637","0.456308700817137"
"Mindestens einmal die Woche","2011","35-65","Schleswig-Holstein","213","0.419975430643475","0.378576711271155","0.461374150015794"
"Mindestens einmal die Woche","2011","35-65","Hamburg","95","0.350061655049025","0.286451044156834","0.413672265941215"
"Mindestens einmal die Woche","2011","35-65","Niedersachsen","586","0.387184421452882","0.362736777884711","0.411632065021053"
"Mindestens einmal die Woche","2011","35-65","Bremen","32","0.183009499529755","0.109398879054524","0.256620120004986"
"Mindestens einmal die Woche","2011","35-65","Nordrhein-Westfalen","1294","0.36619038785947","0.349878893213817","0.382501882505124"
"Mindestens einmal die Woche","2011","35-65","Hessen","517","0.421514220955833","0.393918102877735","0.449110339033931"
"Mindestens einmal die Woche","2011","35-65","Rheinland-Pfalz,Saarland","341","0.337597660682221","0.307302670944818","0.367892650419624"
"Mindestens einmal die Woche","2011","35-65","Baden-Wuerttemberg","852","0.401768305419845","0.380648716331104","0.422887894508586"
"Mindestens einmal die Woche","2011","35-65","Bayern","1086","0.390136218880875","0.371518880926609","0.408753556835141"
"Mindestens einmal die Woche","2011","35-65","Berlin","215","0.395580165752686","0.354714991602739","0.436445339902633"
"Mindestens einmal die Woche","2011","35-65","Brandenburg","177","0.278644571841713","0.244018350327291","0.313270793356134"
"Mindestens einmal die Woche","2011","35-65","Mecklenburg-Vorpommern","117","0.280223841016252","0.234585705810646","0.325861976221857"
"Mindestens einmal die Woche","2011","35-65","Sachsen","296","0.300098129081571","0.271549798647175","0.328646459515966"
"Mindestens einmal die Woche","2011","35-65","Sachsen-Anhalt","158","0.2667190194114","0.231420894292526","0.302017144530274"
"Mindestens einmal die Woche","2011","35-65","Thueringen","152","0.235641272549441","0.202072288360628","0.269210256738254"
"Mindestens einmal die Woche","2011","66 +","Schleswig-Holstein","59","0.347451213997791","0.274797214151314","0.420105213844268"
"Mindestens einmal die Woche","2011","66 +","Hamburg","35","0.366344474061581","0.265679545248684","0.467009402874478"
"Mindestens einmal die Woche","2011","66 +","Niedersachsen","164","0.2703048191534","0.23172263290449","0.30888700540231"
"Mindestens einmal die Woche","2011","66 +","Bremen","","","",""
"Mindestens einmal die Woche","2011","66 +","Nordrhein-Westfalen","302","0.265590500837578","0.238231107447062","0.292949894228094"
"Mindestens einmal die Woche","2011","66 +","Hessen","96","0.29339795013293","0.240161276082793","0.346634624183066"
"Mindestens einmal die Woche","2011","66 +","Rheinland-Pfalz,Saarland","85","0.262887324346887","0.212568997859186","0.313205650834588"
"Mindestens einmal die Woche","2011","66 +","Baden-Wuerttemberg","183","0.31905195262198","0.280787248806323","0.357316656437636"
"Mindestens einmal die Woche","2011","66 +","Bayern","242","0.248885049629592","0.218522938174854","0.279247161084329"
"Mindestens einmal die Woche","2011","66 +","Berlin","82","0.319826251703073","0.257336587416707","0.382315915989439"
"Mindestens einmal die Woche","2011","66 +","Brandenburg","58","0.236666752536682","0.183660716247405","0.28967278882596"
"Mindestens einmal die Woche","2011","66 +","Mecklenburg-Vorpommern","32","0.251447286711191","0.175392289317845","0.327502284104538"
"Mindestens einmal die Woche","2011","66 +","Sachsen","110","0.317144420928036","0.268390781864915","0.365898059991157"
"Mindestens einmal die Woche","2011","66 +","Sachsen-Anhalt","42","0.182696320860297","0.131518397291389","0.233874244429206"
"Mindestens einmal die Woche","2011","66 +","Thueringen","43","0.161622428113582","0.11286995258956","0.210374903637604"
"Fast nie oder nie","2012","17-34","Schleswig-Holstein","","","",""
"Fast nie oder nie","2012","17-34","Hamburg","","","",""
"Fast nie oder nie","2012","17-34","Niedersachsen","","","",""
"Fast nie oder nie","2012","17-34","Bremen","","","",""
"Fast nie oder nie","2012","17-34","Nordrhein-Westfalen","","","",""
"Fast nie oder nie","2012","17-34","Hessen","","","",""
"Fast nie oder nie","2012","17-34","Rheinland-Pfalz,Saarland","","","",""
"Fast nie oder nie","2012","17-34","Baden-Wuerttemberg","","","",""
"Fast nie oder nie","2012","17-34","Bayern","","","",""
"Fast nie oder nie","2012","17-34","Berlin","","","",""
"Fast nie oder nie","2012","17-34","Brandenburg","","","",""
"Fast nie oder nie","2012","17-34","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","2012","17-34","Sachsen","","","",""
"Fast nie oder nie","2012","17-34","Sachsen-Anhalt","","","",""
"Fast nie oder nie","2012","17-34","Thueringen","","","",""
"Fast nie oder nie","2012","35-65","Schleswig-Holstein","","","",""
"Fast nie oder nie","2012","35-65","Hamburg","","","",""
"Fast nie oder nie","2012","35-65","Niedersachsen","","","",""
"Fast nie oder nie","2012","35-65","Bremen","","","",""
"Fast nie oder nie","2012","35-65","Nordrhein-Westfalen","","","",""
"Fast nie oder nie","2012","35-65","Hessen","","","",""
"Fast nie oder nie","2012","35-65","Rheinland-Pfalz,Saarland","","","",""
"Fast nie oder nie","2012","35-65","Baden-Wuerttemberg","","","",""
"Fast nie oder nie","2012","35-65","Bayern","","","",""
"Fast nie oder nie","2012","35-65","Berlin","","","",""
"Fast nie oder nie","2012","35-65","Brandenburg","","","",""
"Fast nie oder nie","2012","35-65","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","2012","35-65","Sachsen","","","",""
"Fast nie oder nie","2012","35-65","Sachsen-Anhalt","","","",""
"Fast nie oder nie","2012","35-65","Thueringen","","","",""
"Fast nie oder nie","2012","66 +","Schleswig-Holstein","","","",""
"Fast nie oder nie","2012","66 +","Hamburg","","","",""
"Fast nie oder nie","2012","66 +","Niedersachsen","","","",""
"Fast nie oder nie","2012","66 +","Bremen","","","",""
"Fast nie oder nie","2012","66 +","Nordrhein-Westfalen","","","",""
"Fast nie oder nie","2012","66 +","Hessen","","","",""
"Fast nie oder nie","2012","66 +","Rheinland-Pfalz,Saarland","","","",""
"Fast nie oder nie","2012","66 +","Baden-Wuerttemberg","","","",""
"Fast nie oder nie","2012","66 +","Bayern","","","",""
"Fast nie oder nie","2012","66 +","Berlin","","","",""
"Fast nie oder nie","2012","66 +","Brandenburg","","","",""
"Fast nie oder nie","2012","66 +","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","2012","66 +","Sachsen","","","",""
"Fast nie oder nie","2012","66 +","Sachsen-Anhalt","","","",""
"Fast nie oder nie","2012","66 +","Thueringen","","","",""
"Mehrmals im Jahr","2012","17-34","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2012","17-34","Hamburg","","","",""
"Mehrmals im Jahr","2012","17-34","Niedersachsen","","","",""
"Mehrmals im Jahr","2012","17-34","Bremen","","","",""
"Mehrmals im Jahr","2012","17-34","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","2012","17-34","Hessen","","","",""
"Mehrmals im Jahr","2012","17-34","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2012","17-34","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","2012","17-34","Bayern","","","",""
"Mehrmals im Jahr","2012","17-34","Berlin","","","",""
"Mehrmals im Jahr","2012","17-34","Brandenburg","","","",""
"Mehrmals im Jahr","2012","17-34","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2012","17-34","Sachsen","","","",""
"Mehrmals im Jahr","2012","17-34","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2012","17-34","Thueringen","","","",""
"Mehrmals im Jahr","2012","35-65","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2012","35-65","Hamburg","","","",""
"Mehrmals im Jahr","2012","35-65","Niedersachsen","","","",""
"Mehrmals im Jahr","2012","35-65","Bremen","","","",""
"Mehrmals im Jahr","2012","35-65","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","2012","35-65","Hessen","","","",""
"Mehrmals im Jahr","2012","35-65","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2012","35-65","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","2012","35-65","Bayern","","","",""
"Mehrmals im Jahr","2012","35-65","Berlin","","","",""
"Mehrmals im Jahr","2012","35-65","Brandenburg","","","",""
"Mehrmals im Jahr","2012","35-65","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2012","35-65","Sachsen","","","",""
"Mehrmals im Jahr","2012","35-65","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2012","35-65","Thueringen","","","",""
"Mehrmals im Jahr","2012","66 +","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2012","66 +","Hamburg","","","",""
"Mehrmals im Jahr","2012","66 +","Niedersachsen","","","",""
"Mehrmals im Jahr","2012","66 +","Bremen","","","",""
"Mehrmals im Jahr","2012","66 +","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","2012","66 +","Hessen","","","",""
"Mehrmals im Jahr","2012","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2012","66 +","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","2012","66 +","Bayern","","","",""
"Mehrmals im Jahr","2012","66 +","Berlin","","","",""
"Mehrmals im Jahr","2012","66 +","Brandenburg","","","",""
"Mehrmals im Jahr","2012","66 +","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2012","66 +","Sachsen","","","",""
"Mehrmals im Jahr","2012","66 +","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2012","66 +","Thueringen","","","",""
"Mindestens einmal im Monat","2012","17-34","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2012","17-34","Hamburg","","","",""
"Mindestens einmal im Monat","2012","17-34","Niedersachsen","","","",""
"Mindestens einmal im Monat","2012","17-34","Bremen","","","",""
"Mindestens einmal im Monat","2012","17-34","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2012","17-34","Hessen","","","",""
"Mindestens einmal im Monat","2012","17-34","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2012","17-34","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2012","17-34","Bayern","","","",""
"Mindestens einmal im Monat","2012","17-34","Berlin","","","",""
"Mindestens einmal im Monat","2012","17-34","Brandenburg","","","",""
"Mindestens einmal im Monat","2012","17-34","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2012","17-34","Sachsen","","","",""
"Mindestens einmal im Monat","2012","17-34","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2012","17-34","Thueringen","","","",""
"Mindestens einmal im Monat","2012","35-65","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2012","35-65","Hamburg","","","",""
"Mindestens einmal im Monat","2012","35-65","Niedersachsen","","","",""
"Mindestens einmal im Monat","2012","35-65","Bremen","","","",""
"Mindestens einmal im Monat","2012","35-65","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2012","35-65","Hessen","","","",""
"Mindestens einmal im Monat","2012","35-65","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2012","35-65","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2012","35-65","Bayern","","","",""
"Mindestens einmal im Monat","2012","35-65","Berlin","","","",""
"Mindestens einmal im Monat","2012","35-65","Brandenburg","","","",""
"Mindestens einmal im Monat","2012","35-65","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2012","35-65","Sachsen","","","",""
"Mindestens einmal im Monat","2012","35-65","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2012","35-65","Thueringen","","","",""
"Mindestens einmal im Monat","2012","66 +","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2012","66 +","Hamburg","","","",""
"Mindestens einmal im Monat","2012","66 +","Niedersachsen","","","",""
"Mindestens einmal im Monat","2012","66 +","Bremen","","","",""
"Mindestens einmal im Monat","2012","66 +","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2012","66 +","Hessen","","","",""
"Mindestens einmal im Monat","2012","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2012","66 +","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2012","66 +","Bayern","","","",""
"Mindestens einmal im Monat","2012","66 +","Berlin","","","",""
"Mindestens einmal im Monat","2012","66 +","Brandenburg","","","",""
"Mindestens einmal im Monat","2012","66 +","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2012","66 +","Sachsen","","","",""
"Mindestens einmal im Monat","2012","66 +","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2012","66 +","Thueringen","","","",""
"Mindestens einmal die Woche","2012","17-34","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2012","17-34","Hamburg","","","",""
"Mindestens einmal die Woche","2012","17-34","Niedersachsen","","","",""
"Mindestens einmal die Woche","2012","17-34","Bremen","","","",""
"Mindestens einmal die Woche","2012","17-34","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2012","17-34","Hessen","","","",""
"Mindestens einmal die Woche","2012","17-34","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2012","17-34","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2012","17-34","Bayern","","","",""
"Mindestens einmal die Woche","2012","17-34","Berlin","","","",""
"Mindestens einmal die Woche","2012","17-34","Brandenburg","","","",""
"Mindestens einmal die Woche","2012","17-34","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2012","17-34","Sachsen","","","",""
"Mindestens einmal die Woche","2012","17-34","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2012","17-34","Thueringen","","","",""
"Mindestens einmal die Woche","2012","35-65","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2012","35-65","Hamburg","","","",""
"Mindestens einmal die Woche","2012","35-65","Niedersachsen","","","",""
"Mindestens einmal die Woche","2012","35-65","Bremen","","","",""
"Mindestens einmal die Woche","2012","35-65","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2012","35-65","Hessen","","","",""
"Mindestens einmal die Woche","2012","35-65","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2012","35-65","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2012","35-65","Bayern","","","",""
"Mindestens einmal die Woche","2012","35-65","Berlin","","","",""
"Mindestens einmal die Woche","2012","35-65","Brandenburg","","","",""
"Mindestens einmal die Woche","2012","35-65","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2012","35-65","Sachsen","","","",""
"Mindestens einmal die Woche","2012","35-65","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2012","35-65","Thueringen","","","",""
"Mindestens einmal die Woche","2012","66 +","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2012","66 +","Hamburg","","","",""
"Mindestens einmal die Woche","2012","66 +","Niedersachsen","","","",""
"Mindestens einmal die Woche","2012","66 +","Bremen","","","",""
"Mindestens einmal die Woche","2012","66 +","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2012","66 +","Hessen","","","",""
"Mindestens einmal die Woche","2012","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2012","66 +","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2012","66 +","Bayern","","","",""
"Mindestens einmal die Woche","2012","66 +","Berlin","","","",""
"Mindestens einmal die Woche","2012","66 +","Brandenburg","","","",""
"Mindestens einmal die Woche","2012","66 +","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2012","66 +","Sachsen","","","",""
"Mindestens einmal die Woche","2012","66 +","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2012","66 +","Thueringen","","","",""
"Fast nie oder nie","2013","17-34","Schleswig-Holstein","70","0.225588755412997","0.170730725268674","0.28044678555732"
"Fast nie oder nie","2013","17-34","Hamburg","","","",""
"Fast nie oder nie","2013","17-34","Niedersachsen","112","0.156665569322869","0.12580732715743","0.187523811488308"
"Fast nie oder nie","2013","17-34","Bremen","","","",""
"Fast nie oder nie","2013","17-34","Nordrhein-Westfalen","318","0.174346353987188","0.152726084395158","0.195966623579217"
"Fast nie oder nie","2013","17-34","Hessen","77","0.17437538403314","0.134510328440513","0.214240439625767"
"Fast nie oder nie","2013","17-34","Rheinland-Pfalz,Saarland","75","0.179766531659975","0.136168877530869","0.223364185789081"
