"m11104","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Fast nie oder nie","1984","(noch) kein Abschluss","964","0.591734242174395","0.56469141399354","0.618777070355249"
"Fast nie oder nie","1984","Hauptschule","5051","0.72836661109397","0.718031212520944","0.738702009666997"
"Fast nie oder nie","1984","Realschule","868","0.484247601519047","0.461572635826582","0.506922567211512"
"Fast nie oder nie","1984","(Fach-)Abitur","386","0.436578412934942","0.403353865123066","0.469802960746819"
"Fast nie oder nie","1984","AkademikerIn","329","0.4371719188669","0.402383348503718","0.471960489230081"
"Mehrmals im Jahr","1984","(noch) kein Abschluss","160","0.168998786895512","0.148380152283843","0.18961742150718"
"Mehrmals im Jahr","1984","Hauptschule","1107","0.141047266874446","0.132959518904791","0.149135014844101"
"Mehrmals im Jahr","1984","Realschule","464","0.236475076638659","0.217195541071077","0.25575461220624"
"Mehrmals im Jahr","1984","(Fach-)Abitur","236","0.270614003040928","0.24085180157829","0.300376204503567"
"Mehrmals im Jahr","1984","AkademikerIn","219","0.265985198720762","0.234996473015646","0.296973924425878"
"Mindestens einmal im Monat","1984","(noch) kein Abschluss","145","0.239266970930094","0.215793636189393","0.262740305670795"
"Mindestens einmal im Monat","1984","Hauptschule","957","0.130586122031584","0.122756831028257","0.138415413034911"
"Mindestens einmal im Monat","1984","Realschule","534","0.279277321842294","0.258921239417179","0.29963340426741"
"Mindestens einmal im Monat","1984","(Fach-)Abitur","234","0.292807584024129","0.262323639220669","0.323291528827589"
"Mindestens einmal im Monat","1984","AkademikerIn","233","0.296842882412339","0.264801438216644","0.328884326608033"
"Mindestens einmal die Woche","1984","(noch) kein Abschluss","","","",""
"Mindestens einmal die Woche","1984","Hauptschule","","","",""
"Mindestens einmal die Woche","1984","Realschule","","","",""
"Mindestens einmal die Woche","1984","(Fach-)Abitur","","","",""
"Mindestens einmal die Woche","1984","AkademikerIn","","","",""
"Fast nie oder nie","1985","(noch) kein Abschluss","802","0.53546292501931","0.505649027629665","0.565276822408955"
"Fast nie oder nie","1985","Hauptschule","4345","0.70185897571751","0.690610479617803","0.713107471817217"
"Fast nie oder nie","1985","Realschule","674","0.398638442122797","0.376000785290599","0.421276098954995"
"Fast nie oder nie","1985","(Fach-)Abitur","287","0.333353821657711","0.30018594677677","0.366521696538653"
"Fast nie oder nie","1985","AkademikerIn","255","0.358010666581936","0.323631156829464","0.392390176334409"
"Mehrmals im Jahr","1985","(noch) kein Abschluss","80","0.0953837682722417","0.0778242221993297","0.112943314345154"
"Mehrmals im Jahr","1985","Hauptschule","713","0.101622614327234","0.0941927095026325","0.109052519151836"
"Mehrmals im Jahr","1985","Realschule","334","0.176436774700155","0.158812263525477","0.194061285874832"
"Mehrmals im Jahr","1985","(Fach-)Abitur","149","0.194404918938516","0.166561070698709","0.222248767178323"
"Mehrmals im Jahr","1985","AkademikerIn","140","0.176989179847564","0.149619865291353","0.204358494403774"
"Mindestens einmal im Monat","1985","(noch) kein Abschluss","31","0.0458559580730218","0.0333519652403093","0.0583599509057343"
"Mindestens einmal im Monat","1985","Hauptschule","267","0.0380166328951464","0.0333141278579269","0.042719137932366"
"Mindestens einmal im Monat","1985","Realschule","123","0.0655464595222813","0.0541037854322759","0.0769891336122867"
"Mindestens einmal im Monat","1985","(Fach-)Abitur","58","0.070019677234477","0.0520655556286665","0.0879737988402875"
"Mindestens einmal im Monat","1985","AkademikerIn","56","0.0700331930672806","0.0517322496667623","0.0883341364677989"
"Mindestens einmal die Woche","1985","(noch) kein Abschluss","162","0.323297348635427","0.295336917133094","0.351257780137759"
"Mindestens einmal die Woche","1985","Hauptschule","1028","0.158501777060109","0.149521239516374","0.167482314603844"
"Mindestens einmal die Woche","1985","Realschule","666","0.359378323654767","0.337193764318351","0.381562882991182"
"Mindestens einmal die Woche","1985","(Fach-)Abitur","282","0.402221582169295","0.367721507819126","0.436721656519465"
"Mindestens einmal die Woche","1985","AkademikerIn","296","0.39496696050322","0.359911335088178","0.430022585918262"
"Fast nie oder nie","1986","(noch) kein Abschluss","718","0.540870160610065","0.510198069596338","0.571542251623792"
"Fast nie oder nie","1986","Hauptschule","4019","0.689229776584044","0.677529057009154","0.700930496158934"
"Fast nie oder nie","1986","Realschule","713","0.439774031505929","0.41660444179513","0.462943621216728"
"Fast nie oder nie","1986","(Fach-)Abitur","291","0.309200255078746","0.277194517577124","0.341205992580368"
"Fast nie oder nie","1986","AkademikerIn","269","0.37998948094933","0.345111853101164","0.414867108797496"
"Mehrmals im Jahr","1986","(noch) kein Abschluss","88","0.100128063616074","0.0816525135980384","0.118603613634109"
"Mehrmals im Jahr","1986","Hauptschule","623","0.096076004283949","0.0886255238395299","0.103526484728368"
"Mehrmals im Jahr","1986","Realschule","293","0.154141680820031","0.137286601813182","0.170996759826881"
"Mehrmals im Jahr","1986","(Fach-)Abitur","146","0.204360888170456","0.176436170837065","0.232285605503847"
"Mehrmals im Jahr","1986","AkademikerIn","110","0.143021393340887","0.117865073032996","0.168177713648779"
"Mindestens einmal im Monat","1986","(noch) kein Abschluss","24","","",""
"Mindestens einmal im Monat","1986","Hauptschule","275","0.040984423281197","0.0359721689507122","0.0459966776116818"
"Mindestens einmal im Monat","1986","Realschule","135","0.0701585397044121","0.0582360581617966","0.0820810212470276"
"Mindestens einmal im Monat","1986","(Fach-)Abitur","56","0.0785965220618096","0.0599602766455295","0.0972327674780897"
"Mindestens einmal im Monat","1986","AkademikerIn","67","0.0907280249274651","0.0700894714744562","0.111366578380474"
"Mindestens einmal die Woche","1986","(noch) kein Abschluss","184","0.331746630714503","0.302766325672832","0.360726935756174"
"Mindestens einmal die Woche","1986","Hauptschule","1093","0.17370979585081","0.164131476516164","0.183288115185456"
"Mindestens einmal die Woche","1986","Realschule","622","0.335925747969627","0.313878626128995","0.35797286981026"
"Mindestens einmal die Woche","1986","(Fach-)Abitur","308","0.407842334688988","0.373809614516752","0.441875054861224"
"Mindestens einmal die Woche","1986","AkademikerIn","298","0.386261100782317","0.351275129510572","0.421247072054063"
"Fast nie oder nie","1987","(noch) kein Abschluss","","","",""
"Fast nie oder nie","1987","Hauptschule","","","",""
"Fast nie oder nie","1987","Realschule","","","",""
"Fast nie oder nie","1987","(Fach-)Abitur","","","",""
"Fast nie oder nie","1987","AkademikerIn","","","",""
"Mehrmals im Jahr","1987","(noch) kein Abschluss","","","",""
"Mehrmals im Jahr","1987","Hauptschule","","","",""
"Mehrmals im Jahr","1987","Realschule","","","",""
"Mehrmals im Jahr","1987","(Fach-)Abitur","","","",""
"Mehrmals im Jahr","1987","AkademikerIn","","","",""
"Mindestens einmal im Monat","1987","(noch) kein Abschluss","","","",""
"Mindestens einmal im Monat","1987","Hauptschule","","","",""
"Mindestens einmal im Monat","1987","Realschule","","","",""
"Mindestens einmal im Monat","1987","(Fach-)Abitur","","","",""
"Mindestens einmal im Monat","1987","AkademikerIn","","","",""
"Mindestens einmal die Woche","1987","(noch) kein Abschluss","","","",""
"Mindestens einmal die Woche","1987","Hauptschule","","","",""
"Mindestens einmal die Woche","1987","Realschule","","","",""
"Mindestens einmal die Woche","1987","(Fach-)Abitur","","","",""
"Mindestens einmal die Woche","1987","AkademikerIn","","","",""
"Fast nie oder nie","1988","(noch) kein Abschluss","663","0.545211720207866","0.512715560097593","0.57770788031814"
"Fast nie oder nie","1988","Hauptschule","3704","0.666657992369248","0.654385585681755","0.678930399056742"
"Fast nie oder nie","1988","Realschule","629","0.417343836269331","0.39382659142873","0.440861081109932"
"Fast nie oder nie","1988","(Fach-)Abitur","268","0.320129376090362","0.28631002230883","0.353948729871893"
"Fast nie oder nie","1988","AkademikerIn","241","0.363475883712418","0.327818068090448","0.399133699334388"
"Mehrmals im Jahr","1988","(noch) kein Abschluss","48","0.0732433853817522","0.0562409209782782","0.0902458497852263"
"Mehrmals im Jahr","1988","Hauptschule","657","0.108788448456367","0.100682292309637","0.116894604603097"
"Mehrmals im Jahr","1988","Realschule","318","0.18012196106514","0.161794967540885","0.198448954589395"
"Mehrmals im Jahr","1988","(Fach-)Abitur","150","0.214922843713038","0.185145437737326","0.244700249688751"
"Mehrmals im Jahr","1988","AkademikerIn","130","0.177237134681727","0.148928155808531","0.205546113554923"
"Mindestens einmal im Monat","1988","(noch) kein Abschluss","25","","",""
"Mindestens einmal im Monat","1988","Hauptschule","260","0.042921763688123","0.0376452669972131","0.048198260379033"
"Mindestens einmal im Monat","1988","Realschule","126","0.0717259112142085","0.0594201235415214","0.0840316988868957"
"Mindestens einmal im Monat","1988","(Fach-)Abitur","58","0.0822591964914349","0.0623413833076204","0.102177009675249"
"Mindestens einmal im Monat","1988","AkademikerIn","45","0.067123220456077","0.0485726172006481","0.085673823711506"
"Mindestens einmal die Woche","1988","(noch) kein Abschluss","166","0.33812451131409","0.30725204690073","0.368996975727449"
"Mindestens einmal die Woche","1988","Hauptschule","1047","0.181631795486262","0.171594805701838","0.191668785270685"
"Mindestens einmal die Woche","1988","Realschule","616","0.330808291451321","0.308369640905393","0.353246941997249"
"Mindestens einmal die Woche","1988","(Fach-)Abitur","255","0.382688583705165","0.347454392223253","0.417922775187077"
"Mindestens einmal die Woche","1988","AkademikerIn","283","0.392163761149778","0.355969765723844","0.428357756575712"
"Fast nie oder nie","1989","(noch) kein Abschluss","","","",""
"Fast nie oder nie","1989","Hauptschule","","","",""
"Fast nie oder nie","1989","Realschule","","","",""
"Fast nie oder nie","1989","(Fach-)Abitur","","","",""
"Fast nie oder nie","1989","AkademikerIn","","","",""
"Mehrmals im Jahr","1989","(noch) kein Abschluss","","","",""
"Mehrmals im Jahr","1989","Hauptschule","","","",""
"Mehrmals im Jahr","1989","Realschule","","","",""
"Mehrmals im Jahr","1989","(Fach-)Abitur","","","",""
"Mehrmals im Jahr","1989","AkademikerIn","","","",""
"Mindestens einmal im Monat","1989","(noch) kein Abschluss","","","",""
"Mindestens einmal im Monat","1989","Hauptschule","","","",""
"Mindestens einmal im Monat","1989","Realschule","","","",""
"Mindestens einmal im Monat","1989","(Fach-)Abitur","","","",""
"Mindestens einmal im Monat","1989","AkademikerIn","","","",""
"Mindestens einmal die Woche","1989","(noch) kein Abschluss","","","",""
"Mindestens einmal die Woche","1989","Hauptschule","","","",""
"Mindestens einmal die Woche","1989","Realschule","","","",""
"Mindestens einmal die Woche","1989","(Fach-)Abitur","","","",""
"Mindestens einmal die Woche","1989","AkademikerIn","","","",""
"Fast nie oder nie","1990","(noch) kein Abschluss","572","0.501218116038602","0.468239194097424","0.534197037979781"
"Fast nie oder nie","1990","Hauptschule","4160","0.575024959348192","0.563375272182647","0.586674646513736"
"Fast nie oder nie","1990","Realschule","1370","0.382756422612906","0.365769007506628","0.399743837719184"
"Fast nie oder nie","1990","(Fach-)Abitur","254","0.242546822340308","0.214130487260257","0.270963157420358"
"Fast nie oder nie","1990","AkademikerIn","703","0.354746571437297","0.331758862275081","0.377734280599514"
"Mehrmals im Jahr","1990","(noch) kein Abschluss","89","0.0958873973240532","0.0764669259856716","0.115307868662435"
"Mehrmals im Jahr","1990","Hauptschule","1108","0.170281266115004","0.161423216948457","0.179139315281552"
"Mehrmals im Jahr","1990","Realschule","658","0.215662664577686","0.20128869591393","0.230036633241443"
"Mehrmals im Jahr","1990","(Fach-)Abitur","171","0.197095233384651","0.170722056144378","0.223468410624924"
"Mehrmals im Jahr","1990","AkademikerIn","360","0.216159593309803","0.196382042402629","0.235937144216978"
"Mindestens einmal im Monat","1990","(noch) kein Abschluss","44","0.053891444002184","0.038997897200671","0.068784990803697"
"Mindestens einmal im Monat","1990","Hauptschule","436","0.0677335435605199","0.0618116427242024","0.0736554443968373"
"Mindestens einmal im Monat","1990","Realschule","242","0.085829601388487","0.0760398899405733","0.0956193128364007"
"Mindestens einmal im Monat","1990","(Fach-)Abitur","91","0.113740898751911","0.0926919186985474","0.134789878805274"
"Mindestens einmal im Monat","1990","AkademikerIn","119","0.0849914638567908","0.0715924863653019","0.0983904413482796"
"Mindestens einmal die Woche","1990","(noch) kein Abschluss","178","0.34900304263516","0.317563818113954","0.380442267156367"
"Mindestens einmal die Woche","1990","Hauptschule","1213","0.186960230976284","0.177772257861138","0.19614820409143"
"Mindestens einmal die Woche","1990","Realschule","875","0.315751311420921","0.299506400490284","0.331996222351557"
"Mindestens einmal die Woche","1990","(Fach-)Abitur","358","0.446617045523131","0.413658130196466","0.479575960849795"
"Mindestens einmal die Woche","1990","AkademikerIn","482","0.344102371396109","0.3212761884768","0.366928554315418"
"Fast nie oder nie","1991","(noch) kein Abschluss","","","",""
"Fast nie oder nie","1991","Hauptschule","","","",""
"Fast nie oder nie","1991","Realschule","","","",""
"Fast nie oder nie","1991","(Fach-)Abitur","","","",""
"Fast nie oder nie","1991","AkademikerIn","","","",""
"Mehrmals im Jahr","1991","(noch) kein Abschluss","","","",""
"Mehrmals im Jahr","1991","Hauptschule","","","",""
"Mehrmals im Jahr","1991","Realschule","","","",""
"Mehrmals im Jahr","1991","(Fach-)Abitur","","","",""
"Mehrmals im Jahr","1991","AkademikerIn","","","",""
"Mindestens einmal im Monat","1991","(noch) kein Abschluss","","","",""
"Mindestens einmal im Monat","1991","Hauptschule","","","",""
"Mindestens einmal im Monat","1991","Realschule","","","",""
"Mindestens einmal im Monat","1991","(Fach-)Abitur","","","",""
"Mindestens einmal im Monat","1991","AkademikerIn","","","",""
"Mindestens einmal die Woche","1991","(noch) kein Abschluss","","","",""
"Mindestens einmal die Woche","1991","Hauptschule","","","",""
"Mindestens einmal die Woche","1991","Realschule","","","",""
"Mindestens einmal die Woche","1991","(Fach-)Abitur","","","",""
"Mindestens einmal die Woche","1991","AkademikerIn","","","",""
"Fast nie oder nie","1992","(noch) kein Abschluss","569","0.567460588454701","0.534271761459182","0.60064941545022"
"Fast nie oder nie","1992","Hauptschule","4246","0.669305804236384","0.657766138685613","0.680845469787156"
"Fast nie oder nie","1992","Realschule","1400","0.44300288838006","0.425405582759972","0.460600194000148"
"Fast nie oder nie","1992","(Fach-)Abitur","278","0.278765654229201","0.249240711595393","0.308290596863009"
"Fast nie oder nie","1992","AkademikerIn","728","0.412599568796437","0.388758668160592","0.436440469432282"
"Mehrmals im Jahr","1992","(noch) kein Abschluss","79","0.0846303583562309","0.0659849220211016","0.10327579469136"
"Mehrmals im Jahr","1992","Hauptschule","822","0.125455786426269","0.11733115115032","0.133580421702218"
"Mehrmals im Jahr","1992","Realschule","688","0.209075476102376","0.194669738686244","0.223481213518509"
"Mehrmals im Jahr","1992","(Fach-)Abitur","185","0.20258325810311","0.176118027618949","0.229048488587272"
"Mehrmals im Jahr","1992","AkademikerIn","362","0.194998250647037","0.175811346231434","0.21418515506264"
"Mindestens einmal im Monat","1992","(noch) kein Abschluss","31","0.0427556153119108","0.0292031219623467","0.0563081086614749"
"Mindestens einmal im Monat","1992","Hauptschule","310","0.0455630270168099","0.040448004473568","0.0506780495600518"
"Mindestens einmal im Monat","1992","Realschule","204","0.0699285228008611","0.0608940718114717","0.0789629737902506"
"Mindestens einmal im Monat","1992","(Fach-)Abitur","87","0.113832201610624","0.0929189395223637","0.134745463698885"
"Mindestens einmal im Monat","1992","AkademikerIn","104","0.0790637827772094","0.0659962164482232","0.0921313491061957"
"Mindestens einmal die Woche","1992","(noch) kein Abschluss","177","0.305153437877157","0.274306305386895","0.33600057036742"
"Mindestens einmal die Woche","1992","Hauptschule","1007","0.159675382320537","0.150690546082551","0.168660218558522"
"Mindestens einmal die Woche","1992","Realschule","769","0.277993112716703","0.262122119186627","0.293864106246779"
"Mindestens einmal die Woche","1992","(Fach-)Abitur","336","0.404818886057064","0.372497782272401","0.437139989841728"
"Mindestens einmal die Woche","1992","AkademikerIn","444","0.313338397779316","0.290875316281482","0.33580147927715"
"Fast nie oder nie","1993","(noch) kein Abschluss","","","",""
"Fast nie oder nie","1993","Hauptschule","","","",""
"Fast nie oder nie","1993","Realschule","","","",""
"Fast nie oder nie","1993","(Fach-)Abitur","","","",""
"Fast nie oder nie","1993","AkademikerIn","","","",""
"Mehrmals im Jahr","1993","(noch) kein Abschluss","","","",""
"Mehrmals im Jahr","1993","Hauptschule","","","",""
"Mehrmals im Jahr","1993","Realschule","","","",""
"Mehrmals im Jahr","1993","(Fach-)Abitur","","","",""
"Mehrmals im Jahr","1993","AkademikerIn","","","",""
"Mindestens einmal im Monat","1993","(noch) kein Abschluss","","","",""
"Mindestens einmal im Monat","1993","Hauptschule","","","",""
"Mindestens einmal im Monat","1993","Realschule","","","",""
"Mindestens einmal im Monat","1993","(Fach-)Abitur","","","",""
"Mindestens einmal im Monat","1993","AkademikerIn","","","",""
"Mindestens einmal die Woche","1993","(noch) kein Abschluss","","","",""
"Mindestens einmal die Woche","1993","Hauptschule","","","",""
"Mindestens einmal die Woche","1993","Realschule","","","",""
"Mindestens einmal die Woche","1993","(Fach-)Abitur","","","",""
"Mindestens einmal die Woche","1993","AkademikerIn","","","",""
"Fast nie oder nie","1994","(noch) kein Abschluss","520","0.527512123764633","0.493770836258126","0.561253411271141"
"Fast nie oder nie","1994","Hauptschule","3941","0.663095364370126","0.651111847658329","0.675078881081924"
"Fast nie oder nie","1994","Realschule","1377","0.443924073277411","0.426168668784821","0.46167947777"
"Fast nie oder nie","1994","(Fach-)Abitur","286","0.290540439399072","0.261123013966103","0.31995786483204"
"Fast nie oder nie","1994","AkademikerIn","712","0.385895963139512","0.362248912326243","0.409543013952782"
"Mehrmals im Jahr","1994","(noch) kein Abschluss","110","0.116266812220043","0.0946028166524424","0.137930807787644"
"Mehrmals im Jahr","1994","Hauptschule","909","0.147809803055547","0.138811457172077","0.156808148939017"
"Mehrmals im Jahr","1994","Realschule","655","0.207043388005419","0.192563521088523","0.221523254922316"
"Mehrmals im Jahr","1994","(Fach-)Abitur","190","0.217240397286866","0.190521284067902","0.243959510505831"
"Mehrmals im Jahr","1994","AkademikerIn","341","0.196680403282391","0.177372033099507","0.215988773465274"
"Mindestens einmal im Monat","1994","(noch) kein Abschluss","33","0.0461141241833302","0.0319393782095445","0.0602888701571159"
"Mindestens einmal im Monat","1994","Hauptschule","298","0.0460033326073741","0.0406919098190695","0.0513147553956788"
"Mindestens einmal im Monat","1994","Realschule","200","0.0661295970081143","0.0572488311722912","0.0750103628439374"
"Mindestens einmal im Monat","1994","(Fach-)Abitur","88","0.0929276743064846","0.074115844687847","0.111739503925122"
"Mindestens einmal im Monat","1994","AkademikerIn","129","0.0872262607069928","0.0735197759720445","0.100932745441941"
"Mindestens einmal die Woche","1994","(noch) kein Abschluss","178","0.310106939831993","0.278846381973153","0.341367497690834"
"Mindestens einmal die Woche","1994","Hauptschule","828","0.143091499966953","0.134213463182088","0.151969536751818"
"Mindestens einmal die Woche","1994","Realschule","776","0.282902941709055","0.266806981964432","0.298998901453679"
"Mindestens einmal die Woche","1994","(Fach-)Abitur","351","0.399291489007577","0.367558245583896","0.431024732431259"
"Mindestens einmal die Woche","1994","AkademikerIn","446","0.330197372871104","0.307352901075942","0.353041844666265"
"Fast nie oder nie","1995","(noch) kein Abschluss","497","0.447209945797008","0.414227959550643","0.480191932043374"
"Fast nie oder nie","1995","Hauptschule","3499","0.571976165092089","0.559532920443844","0.584419409740335"
"Fast nie oder nie","1995","Realschule","928","0.307720912926852","0.291452414837452","0.323989411016252"
"Fast nie oder nie","1995","(Fach-)Abitur","280","0.237210823490826","0.211542862367922","0.262878784613731"
"Fast nie oder nie","1995","AkademikerIn","489","0.273551620112007","0.252629924653138","0.294473315570876"
