year,age_gr,quintil_oecd,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,46-65 y.,5th Quintile,No,0.43961,996,1566,0.41502,0.46420
2008,66 and older,1st Quintile,Yes,0.06419,35,693,0.04593,0.08245
2008,66 and older,1st Quintile,No,0.89942,658,693,0.87701,0.92183
2008,66 and older,2nd Quintile,Yes,0.08207,78,1002,0.06507,0.09908
2008,66 and older,2nd Quintile,No,0.88775,924,1002,0.86819,0.90731
2008,66 and older,3rd Quintile,Yes,0.14227,134,893,0.11935,0.16520
2008,66 and older,3rd Quintile,No,0.80103,759,893,0.77483,0.82723
2008,66 and older,4th Quintile,Yes,0.20572,133,629,0.17410,0.23733
2008,66 and older,4th Quintile,No,0.68452,496,629,0.64817,0.72086
2008,66 and older,5th Quintile,Yes,0.27028,245,567,0.23370,0.30687
2008,66 and older,5th Quintile,No,0.38740,322,567,0.34727,0.42753
2010,17-29 y.,1st Quintile,Yes,0.08424,47,569,0.06140,0.10709
2010,17-29 y.,1st Quintile,No,0.82228,522,569,0.79084,0.85372
2010,17-29 y.,2nd Quintile,Yes,0.13695,55,437,0.10468,0.16922
2010,17-29 y.,2nd Quintile,No,0.76831,382,437,0.72870,0.80791
2010,17-29 y.,3rd Quintile,Yes,0.16042,83,469,0.12717,0.19367
2010,17-29 y.,3rd Quintile,No,0.74001,386,469,0.70027,0.77975
2010,17-29 y.,4th Quintile,Yes,0.17782,86,433,0.14177,0.21388
2010,17-29 y.,4th Quintile,No,0.66182,347,433,0.61720,0.70643
2010,17-29 y.,5th Quintile,Yes,0.22753,77,344,0.18317,0.27190
2010,17-29 y.,5th Quintile,No,0.55340,267,344,0.50078,0.60601
2010,30-45 y.,1st Quintile,Yes,0.05721,45,574,0.03819,0.07622
2010,30-45 y.,1st Quintile,No,0.88356,529,574,0.85730,0.90982
2010,30-45 y.,2nd Quintile,Yes,0.13505,117,696,0.10964,0.16046
2010,30-45 y.,2nd Quintile,No,0.81729,579,696,0.78856,0.84602
2010,30-45 y.,3rd Quintile,Yes,0.20285,176,795,0.17488,0.23082
2010,30-45 y.,3rd Quintile,No,0.72919,619,795,0.69828,0.76010
2010,30-45 y.,4th Quintile,Yes,0.26195,256,772,0.23091,0.29299
2010,30-45 y.,4th Quintile,No,0.58636,516,772,0.55160,0.62112
2010,30-45 y.,5th Quintile,Yes,0.29041,261,674,0.25612,0.32471
2010,30-45 y.,5th Quintile,No,0.39532,413,674,0.35838,0.43226
2010,46-65 y.,1st Quintile,Yes,0.06736,57,709,0.04889,0.08582
2010,46-65 y.,1st Quintile,No,0.90862,652,709,0.88739,0.92984
2010,46-65 y.,2nd Quintile,Yes,0.12671,116,788,0.10347,0.14995
2010,46-65 y.,2nd Quintile,No,0.83853,672,788,0.81283,0.86424
2010,46-65 y.,3rd Quintile,Yes,0.17922,187,904,0.15420,0.20423
2010,46-65 y.,3rd Quintile,No,0.76506,717,904,0.73741,0.79272
2010,46-65 y.,4th Quintile,Yes,0.22311,285,1118,0.19869,0.24752
2010,46-65 y.,4th Quintile,No,0.62081,833,1118,0.59235,0.64926
2010,46-65 y.,5th Quintile,Yes,0.25731,544,1366,0.23412,0.28050
2010,46-65 y.,5th Quintile,No,0.40783,822,1366,0.38176,0.43390
2010,66 and older,1st Quintile,No,0.93787,682,682,0.91974,0.95600
2010,66 and older,2nd Quintile,Yes,0.10206,96,945,0.08275,0.12137
2010,66 and older,2nd Quintile,No,0.87036,849,945,0.84893,0.89178
2010,66 and older,3rd Quintile,Yes,0.17387,140,797,0.14754,0.20020
2010,66 and older,3rd Quintile,No,0.78259,657,797,0.75393,0.81124
2010,66 and older,4th Quintile,Yes,0.20916,141,567,0.17565,0.24266
2010,66 and older,4th Quintile,No,0.63495,426,567,0.59529,0.67462
2010,66 and older,5th Quintile,Yes,0.31592,228,456,0.27320,0.35864
2010,66 and older,5th Quintile,No,0.32848,228,456,0.28533,0.37164
2011,17-29 y.,1st Quintile,Yes,0.07171,47,493,0.04891,0.09451
2011,17-29 y.,1st Quintile,No,0.61094,446,493,0.56786,0.65402
2011,17-29 y.,2nd Quintile,Yes,0.07089,43,402,0.04577,0.09601
2011,17-29 y.,2nd Quintile,No,0.63039,359,402,0.58315,0.67764
2011,17-29 y.,3rd Quintile,Yes,0.10984,70,448,0.08085,0.13883
2011,17-29 y.,3rd Quintile,No,0.71645,378,448,0.67467,0.75824
2011,17-29 y.,4th Quintile,Yes,0.18619,92,389,0.14745,0.22492
2011,17-29 y.,4th Quintile,No,0.56313,297,389,0.51378,0.61249
2011,17-29 y.,5th Quintile,Yes,0.22744,70,304,0.18024,0.27464
2011,17-29 y.,5th Quintile,No,0.55720,234,304,0.50127,0.61313
2011,30-45 y.,1st Quintile,Yes,0.03587,44,482,0.01925,0.05249
2011,30-45 y.,1st Quintile,No,0.42758,438,482,0.38337,0.47179
2011,30-45 y.,2nd Quintile,Yes,0.09117,108,626,0.06860,0.11373
2011,30-45 y.,2nd Quintile,No,0.54692,518,626,0.50789,0.58595
2011,30-45 y.,3rd Quintile,Yes,0.15698,173,718,0.13036,0.18361
2011,30-45 y.,3rd Quintile,No,0.56235,545,718,0.52603,0.59866
2011,30-45 y.,4th Quintile,Yes,0.24695,256,717,0.21536,0.27854
2011,30-45 y.,4th Quintile,No,0.49759,461,717,0.46096,0.53421
2011,30-45 y.,5th Quintile,Yes,0.24153,243,620,0.20781,0.27525
2011,30-45 y.,5th Quintile,No,0.35192,377,620,0.31430,0.38955
2011,46-65 y.,1st Quintile,Yes,0.06315,62,720,0.04537,0.08093
2011,46-65 y.,1st Quintile,No,0.82261,658,720,0.79469,0.85054
2011,46-65 y.,2nd Quintile,Yes,0.12055,112,696,0.09634,0.14475
2011,46-65 y.,2nd Quintile,No,0.75321,584,696,0.72116,0.78527
2011,46-65 y.,3rd Quintile,Yes,0.18147,192,944,0.15687,0.20607
2011,46-65 y.,3rd Quintile,No,0.70997,752,944,0.68101,0.73893
2011,46-65 y.,4th Quintile,Yes,0.22502,300,1092,0.20024,0.24980
2011,46-65 y.,4th Quintile,No,0.58368,792,1092,0.55443,0.61293
2011,46-65 y.,5th Quintile,Yes,0.27156,543,1308,0.24744,0.29567
2011,46-65 y.,5th Quintile,No,0.38957,765,1308,0.36313,0.41601
2011,66 and older,1st Quintile,Yes,0.05880,39,665,0.04091,0.07670
2011,66 and older,1st Quintile,No,0.89476,626,665,0.87142,0.91810
2011,66 and older,2nd Quintile,Yes,0.12100,103,916,0.09987,0.14213
2011,66 and older,2nd Quintile,No,0.84441,813,916,0.82092,0.86789
2011,66 and older,3rd Quintile,Yes,0.20083,154,736,0.17186,0.22979
2011,66 and older,3rd Quintile,No,0.74162,582,736,0.70997,0.77327
2011,66 and older,4th Quintile,Yes,0.24470,134,471,0.20583,0.28357
2011,66 and older,4th Quintile,No,0.53987,337,471,0.49481,0.58493
2011,66 and older,5th Quintile,Yes,0.28302,209,447,0.24122,0.32483
2011,66 and older,5th Quintile,No,0.33717,238,447,0.29330,0.38104
2012,17-29 y.,1st Quintile,Yes,0.06624,83,1158,0.05191,0.08057
2012,17-29 y.,1st Quintile,No,0.81003,1075,1158,0.78743,0.83263
2012,17-29 y.,2nd Quintile,Yes,0.11571,88,717,0.09228,0.13914
2012,17-29 y.,2nd Quintile,No,0.77003,629,717,0.73921,0.80086
2012,17-29 y.,3rd Quintile,Yes,0.13724,95,617,0.11007,0.16442
2012,17-29 y.,3rd Quintile,No,0.73488,522,617,0.70002,0.76973
2012,17-29 y.,4th Quintile,Yes,0.19334,118,516,0.15923,0.22745
2012,17-29 y.,4th Quintile,No,0.66234,398,516,0.62150,0.70319
2012,17-29 y.,5th Quintile,Yes,0.16780,73,321,0.12685,0.20874
2012,17-29 y.,5th Quintile,No,0.56158,248,321,0.50722,0.61595
2012,30-45 y.,1st Quintile,Yes,0.07323,176,1938,0.06163,0.08483
2012,30-45 y.,1st Quintile,No,0.89457,1762,1938,0.88089,0.90824
2012,30-45 y.,2nd Quintile,Yes,0.12158,312,1730,0.10618,0.13699
2012,30-45 y.,2nd Quintile,No,0.83113,1418,1730,0.81347,0.84879
2012,30-45 y.,3rd Quintile,Yes,0.24702,426,1545,0.22551,0.26854
2012,30-45 y.,3rd Quintile,No,0.66152,1119,1545,0.63792,0.68513
2012,30-45 y.,4th Quintile,Yes,0.30694,466,1311,0.28196,0.33191
2012,30-45 y.,4th Quintile,No,0.55367,845,1311,0.52675,0.58059
2012,30-45 y.,5th Quintile,Yes,0.29287,400,974,0.26428,0.32147
2012,30-45 y.,5th Quintile,No,0.39130,574,974,0.36063,0.42197
2012,46-65 y.,1st Quintile,Yes,0.07732,139,1390,0.06327,0.09136
2012,46-65 y.,1st Quintile,No,0.90307,1251,1390,0.88751,0.91863
2012,46-65 y.,2nd Quintile,Yes,0.15216,258,1185,0.13170,0.17262
2012,46-65 y.,2nd Quintile,No,0.80571,927,1185,0.78317,0.82825
2012,46-65 y.,3rd Quintile,Yes,0.21751,361,1405,0.19593,0.23908
2012,46-65 y.,3rd Quintile,No,0.72412,1044,1405,0.70074,0.74750
2012,46-65 y.,4th Quintile,Yes,0.24661,434,1470,0.22456,0.26865
2012,46-65 y.,4th Quintile,No,0.61188,1036,1470,0.58696,0.63680
2012,46-65 y.,5th Quintile,Yes,0.27305,664,1597,0.25119,0.29491
2012,46-65 y.,5th Quintile,No,0.40461,933,1597,0.38053,0.42869
2012,66 and older,1st Quintile,Yes,0.07954,64,769,0.06040,0.09868
2012,66 and older,1st Quintile,No,0.89299,705,769,0.87112,0.91485
2012,66 and older,2nd Quintile,Yes,0.12919,134,1108,0.10943,0.14895
2012,66 and older,2nd Quintile,No,0.83965,974,1108,0.81804,0.86127
2012,66 and older,3rd Quintile,Yes,0.18629,175,874,0.16046,0.21212
2012,66 and older,3rd Quintile,No,0.75530,699,874,0.72678,0.78382
2012,66 and older,4th Quintile,Yes,0.20448,173,656,0.17359,0.23537
2012,66 and older,4th Quintile,No,0.56616,483,656,0.52821,0.60412
2012,66 and older,5th Quintile,Yes,0.28958,240,482,0.24904,0.33011
2012,66 and older,5th Quintile,No,0.31111,242,482,0.26974,0.35248
2013,17-29 y.,1st Quintile,Yes,0.09985,68,618,0.07619,0.12351
2013,17-29 y.,1st Quintile,No,0.61068,550,618,0.57220,0.64915
2013,17-29 y.,2nd Quintile,Yes,0.07432,50,444,0.04990,0.09875
2013,17-29 y.,2nd Quintile,No,0.64228,394,444,0.59764,0.68692
2013,17-29 y.,3rd Quintile,Yes,0.12830,90,448,0.09729,0.15930
2013,17-29 y.,3rd Quintile,No,0.65736,358,448,0.61336,0.70136
2013,17-29 y.,4th Quintile,Yes,0.14797,89,439,0.11472,0.18123
2013,17-29 y.,4th Quintile,No,0.65234,350,439,0.60774,0.69694
2013,17-29 y.,5th Quintile,Yes,0.20935,82,328,0.16525,0.25345
2013,17-29 y.,5th Quintile,No,0.50422,246,328,0.45003,0.55842
2013,30-45 y.,1st Quintile,Yes,0.06042,67,633,0.04184,0.07899
2013,30-45 y.,1st Quintile,No,0.57769,566,633,0.53918,0.61620
2013,30-45 y.,2nd Quintile,Yes,0.10702,123,747,0.08484,0.12920
2013,30-45 y.,2nd Quintile,No,0.59591,624,747,0.56070,0.63112
2013,30-45 y.,3rd Quintile,Yes,0.19829,205,733,0.16940,0.22717
2013,30-45 y.,3rd Quintile,No,0.56125,528,733,0.52530,0.59720
2013,30-45 y.,4th Quintile,Yes,0.27715,277,754,0.24518,0.30912
2013,30-45 y.,4th Quintile,No,0.43668,477,754,0.40125,0.47210
2013,30-45 y.,5th Quintile,Yes,0.24959,276,667,0.21673,0.28246
2013,30-45 y.,5th Quintile,No,0.36254,391,667,0.32603,0.39905
2013,46-65 y.,1st Quintile,Yes,0.07667,75,948,0.05972,0.09362
2013,46-65 y.,1st Quintile,No,0.80873,873,948,0.78368,0.83378
2013,46-65 y.,2nd Quintile,Yes,0.14630,176,925,0.12351,0.16909
2013,46-65 y.,2nd Quintile,No,0.72576,749,925,0.69699,0.75453
2013,46-65 y.,3rd Quintile,Yes,0.20710,299,1175,0.18392,0.23029
2013,46-65 y.,3rd Quintile,No,0.68081,876,1175,0.65414,0.70748
2013,46-65 y.,4th Quintile,Yes,0.29081,478,1420,0.26718,0.31444
2013,46-65 y.,4th Quintile,No,0.53797,942,1420,0.51203,0.56391
2013,46-65 y.,5th Quintile,Yes,0.28444,690,1618,0.26245,0.30643
2013,46-65 y.,5th Quintile,No,0.38141,928,1618,0.35773,0.40508
2013,66 and older,1st Quintile,Yes,0.08598,63,801,0.06656,0.10541
2013,66 and older,1st Quintile,No,0.88246,738,801,0.86014,0.90478
2013,66 and older,2nd Quintile,Yes,0.12427,151,1176,0.10541,0.14313
2013,66 and older,2nd Quintile,No,0.84071,1025,1176,0.81978,0.86163
2013,66 and older,3rd Quintile,Yes,0.23883,247,974,0.21204,0.26562
2013,66 and older,3rd Quintile,No,0.69121,727,974,0.66218,0.72024
2013,66 and older,4th Quintile,Yes,0.23605,207,678,0.20406,0.26804
2013,66 and older,4th Quintile,No,0.55552,471,678,0.51809,0.59295
2013,66 and older,5th Quintile,Yes,0.28919,273,536,0.25077,0.32761
2013,66 and older,5th Quintile,No,0.28548,263,536,0.24721,0.32375
2014,17-29 y.,1st Quintile,Yes,0.06139,91,1396,0.04880,0.07399
2014,17-29 y.,1st Quintile,No,0.82891,1305,1396,0.80915,0.84867
2014,17-29 y.,2nd Quintile,Yes,0.09160,86,835,0.07202,0.11117
2014,17-29 y.,2nd Quintile,No,0.78305,749,835,0.75508,0.81102
2014,17-29 y.,3rd Quintile,Yes,0.14951,113,707,0.12321,0.17581
2014,17-29 y.,3rd Quintile,No,0.72373,594,707,0.69075,0.75671
2014,17-29 y.,4th Quintile,Yes,0.18626,114,642,0.15612,0.21640
2014,17-29 y.,4th Quintile,No,0.66150,528,642,0.62486,0.69813
2014,17-29 y.,5th Quintile,Yes,0.18821,94,384,0.14906,0.22735
2014,17-29 y.,5th Quintile,No,0.58436,290,384,0.53500,0.63372
2014,30-45 y.,1st Quintile,Yes,0.08897,164,1862,0.07603,0.10190
2014,30-45 y.,1st Quintile,No,0.89247,1698,1862,0.87839,0.90654
2014,30-45 y.,2nd Quintile,Yes,0.16161,309,1857,0.14486,0.17836
2014,30-45 y.,2nd Quintile,No,0.78884,1548,1857,0.77027,0.80740
2014,30-45 y.,3rd Quintile,Yes,0.28205,435,1570,0.25978,0.30431
2014,30-45 y.,3rd Quintile,No,0.64295,1135,1570,0.61924,0.66666
2014,30-45 y.,4th Quintile,Yes,0.29850,462,1339,0.27398,0.32302
2014,30-45 y.,4th Quintile,No,0.54469,877,1339,0.51800,0.57137
2014,30-45 y.,5th Quintile,Yes,0.32298,428,1030,0.29441,0.35155
2014,30-45 y.,5th Quintile,No,0.40730,602,1030,0.37728,0.43732
2014,46-65 y.,1st Quintile,Yes,0.08477,149,1618,0.07119,0.09835
2014,46-65 y.,1st Quintile,No,0.88803,1469,1618,0.87267,0.90340
2014,46-65 y.,2nd Quintile,Yes,0.16002,229,1380,0.14067,0.17938
2014,46-65 y.,2nd Quintile,No,0.79280,1151,1380,0.77140,0.81419
2014,46-65 y.,3rd Quintile,Yes,0.21305,386,1524,0.19249,0.23361
2014,46-65 y.,3rd Quintile,No,0.70152,1138,1524,0.67854,0.72450
2014,46-65 y.,4th Quintile,Yes,0.30490,585,1705,0.28304,0.32676
2014,46-65 y.,4th Quintile,No,0.57819,1120,1705,0.55474,0.60164
2014,46-65 y.,5th Quintile,Yes,0.29026,741,1679,0.26854,0.31197
2014,46-65 y.,5th Quintile,No,0.38555,938,1679,0.36226,0.40883
2014,66 and older,1st Quintile,Yes,0.07863,67,787,0.05981,0.09744
2014,66 and older,1st Quintile,No,0.88794,720,787,0.86589,0.90999
2014,66 and older,2nd Quintile,Yes,0.15650,191,1232,0.13621,0.17680
2014,66 and older,2nd Quintile,No,0.81123,1041,1232,0.78937,0.83309
2014,66 and older,3rd Quintile,Yes,0.22666,249,981,0.20045,0.25288
2014,66 and older,3rd Quintile,No,0.69992,732,981,0.67122,0.72861
2014,66 and older,4th Quintile,Yes,0.25289,213,689,0.22041,0.28537
2014,66 and older,4th Quintile,No,0.50242,476,689,0.46506,0.53979
2014,66 and older,5th Quintile,Yes,0.28590,260,491,0.24590,0.32591
2014,66 and older,5th Quintile,No,0.27747,231,491,0.23783,0.31712
2016,17-29 y.,1st Quintile,Yes,0.05318,64,1203,0.04049,0.06586
2016,17-29 y.,1st Quintile,No,0.80852,1139,1203,0.78628,0.83077
2016,17-29 y.,2nd Quintile,Yes,0.07599,66,806,0.05768,0.09430
2016,17-29 y.,2nd Quintile,No,0.76249,740,806,0.73309,0.79189
2016,17-29 y.,3rd Quintile,Yes,0.06763,71,651,0.04832,0.08693
2016,17-29 y.,3rd Quintile,No,0.79713,580,651,0.76621,0.82804
2016,17-29 y.,4th Quintile,Yes,0.12660,93,509,0.09769,0.15552
2016,17-29 y.,4th Quintile,No,0.69954,416,509,0.65967,0.73941
2016,17-29 y.,5th Quintile,Yes,0.16875,73,341,0.12894,0.20856
2016,17-29 y.,5th Quintile,No,0.60054,268,341,0.54848,0.65260
2016,30-45 y.,1st Quintile,Yes,0.07584,96,1588,0.06281,0.08886
2016,30-45 y.,1st Quintile,No,0.88415,1492,1588,0.86840,0.89989
2016,30-45 y.,2nd Quintile,Yes,0.14344,257,1551,0.12599,0.16089
2016,30-45 y.,2nd Quintile,No,0.82196,1294,1551,0.80292,0.84101
2016,30-45 y.,3rd Quintile,Yes,0.24202,319,1291,0.21865,0.26540
2016,30-45 y.,3rd Quintile,No,0.67569,972,1291,0.65015,0.70124
2016,30-45 y.,4th Quintile,Yes,0.29657,369,1163,0.27031,0.32283
2016,30-45 y.,4th Quintile,No,0.57552,794,1163,0.54710,0.60393
2016,30-45 y.,5th Quintile,Yes,0.31173,335,828,0.28016,0.34330
2016,30-45 y.,5th Quintile,No,0.41008,493,828,0.37656,0.44360
2016,46-65 y.,1st Quintile,Yes,0.07793,98,1380,0.06378,0.09208
2016,46-65 y.,1st Quintile,No,0.89410,1282,1380,0.87786,0.91034
2016,46-65 y.,2nd Quintile,Yes,0.11928,212,1437,0.10252,0.13604
2016,46-65 y.,2nd Quintile,No,0.84959,1225,1437,0.83110,0.86808
2016,46-65 y.,3rd Quintile,Yes,0.21136,345,1417,0.19009,0.23262
2016,46-65 y.,3rd Quintile,No,0.73703,1072,1417,0.71410,0.75996
2016,46-65 y.,4th Quintile,Yes,0.29411,517,1554,0.27145,0.31677
2016,46-65 y.,4th Quintile,No,0.57731,1037,1554,0.55274,0.60188
2016,46-65 y.,5th Quintile,Yes,0.28709,629,1560,0.26463,0.30954
2016,46-65 y.,5th Quintile,No,0.39128,931,1560,0.36706,0.41551
2016,66 and older,1st Quintile,Yes,0.08523,47,676,0.06416,0.10629
2016,66 and older,1st Quintile,No,0.89273,629,676,0.86938,0.91607
2016,66 and older,2nd Quintile,Yes,0.13391,151,1166,0.11435,0.15347
2016,66 and older,2nd Quintile,No,0.82663,1015,1166,0.80489,0.84837
2016,66 and older,3rd Quintile,Yes,0.17311,182,942,0.14893,0.19728
2016,66 and older,3rd Quintile,No,0.74190,760,942,0.71394,0.76985
2016,66 and older,4th Quintile,Yes,0.22855,193,641,0.19602,0.26108
2016,66 and older,4th Quintile,No,0.55367,448,641,0.51516,0.59218
2016,66 and older,5th Quintile,Yes,0.22372,227,495,0.18697,0.26047
2016,66 and older,5th Quintile,No,0.33229,268,495,0.29075,0.37382
2018,17-29 y.,1st Quintile,Yes,0.04883,66,1157,0.03641,0.06125
2018,17-29 y.,1st Quintile,No,0.75077,1091,1157,0.72584,0.77571
2018,17-29 y.,2nd Quintile,Yes,0.10660,79,867,0.08604,0.12715
2018,17-29 y.,2nd Quintile,No,0.76685,788,867,0.73868,0.79501
2018,17-29 y.,3rd Quintile,Yes,0.13526,98,705,0.10999,0.16052
2018,17-29 y.,3rd Quintile,No,0.74756,607,705,0.71547,0.77965
2018,17-29 y.,4th Quintile,Yes,0.16254,105,532,0.13116,0.19392
2018,17-29 y.,4th Quintile,No,0.64776,427,532,0.60714,0.68839
2018,17-29 y.,5th Quintile,Yes,0.20840,87,393,0.16819,0.24861
2018,17-29 y.,5th Quintile,No,0.57488,306,393,0.52594,0.62382
2018,30-45 y.,1st Quintile,Yes,0.06617,69,1306,0.05269,0.07966
2018,30-45 y.,1st Quintile,No,0.86499,1237,1306,0.84645,0.88353
2018,30-45 y.,2nd Quintile,Yes,0.14508,225,1447,0.12693,0.16324
2018,30-45 y.,2nd Quintile,No,0.81978,1222,1447,0.79997,0.83960
2018,30-45 y.,3rd Quintile,Yes,0.22504,318,1212,0.20152,0.24856
2018,30-45 y.,3rd Quintile,No,0.71063,894,1212,0.68509,0.73617
2018,30-45 y.,4th Quintile,Yes,0.29313,357,1041,0.26546,0.32079
2018,30-45 y.,4th Quintile,No,0.59174,684,1041,0.56187,0.62161
2018,30-45 y.,5th Quintile,Yes,0.27699,312,812,0.24619,0.30779
2018,30-45 y.,5th Quintile,No,0.46258,500,812,0.42826,0.49690
2018,46-65 y.,1st Quintile,Yes,0.08176,113,1395,0.06737,0.09614
2018,46-65 y.,1st Quintile,No,0.88472,1282,1395,0.86795,0.90148
2018,46-65 y.,2nd Quintile,Yes,0.16707,288,1579,0.14866,0.18547
2018,46-65 y.,2nd Quintile,No,0.79641,1291,1579,0.77654,0.81627
2018,46-65 y.,3rd Quintile,Yes,0.25148,433,1546,0.22985,0.27312
2018,46-65 y.,3rd Quintile,No,0.68264,1113,1546,0.65943,0.70585
2018,46-65 y.,4th Quintile,Yes,0.25217,511,1684,0.23143,0.27292
2018,46-65 y.,4th Quintile,No,0.63507,1173,1684,0.61207,0.65807
2018,46-65 y.,5th Quintile,Yes,0.30410,734,1780,0.28272,0.32548
2018,46-65 y.,5th Quintile,No,0.39326,1046,1780,0.37056,0.41596
2018,66 and older,1st Quintile,Yes,0.09797,58,678,0.07558,0.12036
2018,66 and older,1st Quintile,No,0.87896,620,678,0.85439,0.90353
2018,66 and older,2nd Quintile,Yes,0.13489,165,1150,0.11514,0.15464
2018,66 and older,2nd Quintile,No,0.82685,985,1150,0.80498,0.84873
2018,66 and older,3rd Quintile,Yes,0.19597,203,932,0.17047,0.22147
2018,66 and older,3rd Quintile,No,0.70024,729,932,0.67081,0.72967
2018,66 and older,4th Quintile,Yes,0.21816,184,635,0.18601,0.25031
2018,66 and older,4th Quintile,No,0.54046,451,635,0.50167,0.57926
2018,66 and older,5th Quintile,Yes,0.25018,238,496,0.21202,0.28833
2018,66 and older,5th Quintile,No,0.28948,258,496,0.24953,0.32944
2020,17-29 y.,1st Quintile,Yes,0.05701,58,1001,0.04263,0.07138
2020,17-29 y.,1st Quintile,No,0.77222,943,1001,0.74622,0.79821
2020,17-29 y.,2nd Quintile,Yes,0.08110,61,710,0.06100,0.10119
2020,17-29 y.,2nd Quintile,No,0.76649,649,710,0.73535,0.79763
2020,17-29 y.,3rd Quintile,Yes,0.11396,91,631,0.08914,0.13877
2020,17-29 y.,3rd Quintile,No,0.74766,540,631,0.71374,0.78158
2020,17-29 y.,4th Quintile,Yes,0.13593,97,527,0.10664,0.16521
2020,17-29 y.,4th Quintile,No,0.70274,430,527,0.66368,0.74180
2020,17-29 y.,5th Quintile,Yes,0.13291,98,386,0.09900,0.16682
2020,17-29 y.,5th Quintile,No,0.62455,288,386,0.57618,0.67292
2020,30-45 y.,1st Quintile,Yes,0.07996,83,1120,0.06407,0.09585
2020,30-45 y.,1st Quintile,No,0.84496,1037,1120,0.82375,0.86617
2020,30-45 y.,2nd Quintile,Yes,0.16148,185,1119,0.13991,0.18305
2020,30-45 y.,2nd Quintile,No,0.80547,934,1119,0.78227,0.82867
2020,30-45 y.,3rd Quintile,Yes,0.23063,276,1035,0.20496,0.25631
2020,30-45 y.,3rd Quintile,No,0.69915,759,1035,0.67120,0.72711
2020,30-45 y.,4th Quintile,Yes,0.28486,306,906,0.25545,0.31427
2020,30-45 y.,4th Quintile,No,0.58501,600,906,0.55291,0.61711
2020,30-45 y.,5th Quintile,Yes,0.27957,343,861,0.24957,0.30956
2020,30-45 y.,5th Quintile,No,0.50771,518,861,0.47429,0.54112
2020,46-65 y.,1st Quintile,Yes,0.07680,110,1257,0.06207,0.09152
2020,46-65 y.,1st Quintile,No,0.87365,1147,1257,0.85527,0.89202
2020,46-65 y.,2nd Quintile,Yes,0.18774,281,1407,0.16732,0.20815
2020,46-65 y.,2nd Quintile,No,0.76485,1126,1407,0.74269,0.78702
2020,46-65 y.,3rd Quintile,Yes,0.27018,410,1477,0.24753,0.29284
2020,46-65 y.,3rd Quintile,No,0.66963,1067,1477,0.64564,0.69363
2020,46-65 y.,4th Quintile,Yes,0.29534,584,1654,0.27335,0.31734
2020,46-65 y.,4th Quintile,No,0.59117,1070,1654,0.56747,0.61487
2020,46-65 y.,5th Quintile,Yes,0.29645,892,2053,0.27669,0.31621
2020,46-65 y.,5th Quintile,No,0.39951,1161,2053,0.37831,0.42070
2020,66 and older,1st Quintile,Yes,0.09445,61,744,0.07342,0.11548
2020,66 and older,1st Quintile,No,0.87555,683,744,0.85182,0.89929
2020,66 and older,2nd Quintile,Yes,0.13181,179,1121,0.11199,0.15162
2020,66 and older,2nd Quintile,No,0.82863,942,1121,0.80656,0.85070
2020,66 and older,3rd Quintile,Yes,0.23153,227,863,0.20338,0.25969
2020,66 and older,3rd Quintile,No,0.64058,636,863,0.60854,0.67261
2020,66 and older,4th Quintile,Yes,0.22665,189,595,0.19298,0.26032
2020,66 and older,4th Quintile,No,0.53534,406,595,0.49523,0.57545
2020,66 and older,5th Quintile,Yes,0.19700,241,551,0.16376,0.23024
2020,66 and older,5th Quintile,No,0.32507,310,551,0.28592,0.36422
