year,age_gr,bula_h,plj0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,30-45 y.,Saxony,No,0.86601,295,335,0.82948,0.90255
2009,30-45 y.,Saxony-Anhalt,No,0.83353,152,152,0.77411,0.89294
2009,30-45 y.,Thuringa,No,0.81145,172,172,0.75282,0.87008
2009,46-65 y.,Schleswig-Holstein,No,0.90611,166,166,0.86160,0.95061
2009,46-65 y.,Hamburg,No,0.93020,75,75,0.87214,0.98825
2009,46-65 y.,Lower Saxony,Yes,0.09770,52,529,0.07238,0.12303
2009,46-65 y.,Lower Saxony,No,0.89388,477,529,0.86761,0.92015
2009,46-65 y.,Bremen,No,0.90899,35,35,0.81231,1.00567
2009,46-65 y.,North Rhine-Westphalia,Yes,0.10766,117,1233,0.09036,0.12497
2009,46-65 y.,North Rhine-Westphalia,No,0.88942,1116,1233,0.87190,0.90693
2009,46-65 y.,Hesse,Yes,0.20010,73,462,0.16358,0.23662
2009,46-65 y.,Hesse,No,0.79325,389,462,0.75628,0.83022
2009,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.10481,36,402,0.07483,0.13479
2009,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.89519,366,402,0.86521,0.92517
2009,46-65 y.,Baden-Wuerttemberg,Yes,0.13348,92,675,0.10780,0.15915
2009,46-65 y.,Baden-Wuerttemberg,No,0.86457,583,675,0.83874,0.89040
2009,46-65 y.,Bavaria,Yes,0.16191,117,918,0.13807,0.18575
2009,46-65 y.,Bavaria,No,0.83706,801,918,0.81315,0.86096
2009,46-65 y.,Berlin,Yes,0.15546,31,263,0.11158,0.19933
2009,46-65 y.,Berlin,No,0.84325,232,263,0.79923,0.88727
2009,46-65 y.,Brandenburg,No,0.91649,265,265,0.88311,0.94986
2009,46-65 y.,Mecklenburg-Western Pomerania,No,0.96165,181,181,0.93360,0.98971
2009,46-65 y.,Saxony,No,0.95168,456,456,0.93198,0.97138
2009,46-65 y.,Saxony-Anhalt,No,0.94000,269,269,0.91157,0.96844
2009,46-65 y.,Thuringa,No,0.95299,277,277,0.92801,0.97796
2009,66 and older,Schleswig-Holstein,No,0.99339,136,136,0.97971,1.00706
2009,66 and older,Hamburg,No,0.92832,62,62,0.86359,0.99306
2009,66 and older,Lower Saxony,No,0.96585,413,413,0.94831,0.98339
2009,66 and older,North Rhine-Westphalia,No,0.97589,826,826,0.96543,0.98636
2009,66 and older,Hesse,No,0.96662,238,238,0.94375,0.98949
2009,66 and older,"Rhineland-Palatinate, Saarland",No,0.96317,214,214,0.93788,0.98846
2009,66 and older,Baden-Wuerttemberg,No,0.94774,423,423,0.92651,0.96897
2009,66 and older,Bavaria,No,0.96048,533,533,0.94393,0.97704
2009,66 and older,Berlin,No,0.97627,140,140,0.95096,1.00157
2009,66 and older,Mecklenburg-Western Pomerania,No,0.96369,105,105,0.92775,0.99964
2009,66 and older,Saxony,No,0.99726,321,321,0.99153,1.00299
2009,66 and older,Saxony-Anhalt,No,0.99400,180,180,0.98269,1.00531
2009,66 and older,Thuringa,No,0.99097,206,206,0.97802,1.00392
2014,17-29 y.,Schleswig-Holstein,Yes,0.19435,40,163,0.13341,0.25528
2014,17-29 y.,Schleswig-Holstein,No,0.73638,123,163,0.66853,0.80423
2014,17-29 y.,Hamburg,No,0.67538,40,40,0.52843,0.82234
2014,17-29 y.,Lower Saxony,Yes,0.21151,122,454,0.17390,0.24911
2014,17-29 y.,Lower Saxony,No,0.71792,332,454,0.67647,0.75936
2014,17-29 y.,Bremen,No,0.62100,31,31,0.44739,0.79460
2014,17-29 y.,North Rhine-Westphalia,Yes,0.22736,230,964,0.20089,0.25383
2014,17-29 y.,North Rhine-Westphalia,No,0.69790,734,964,0.66890,0.72690
2014,17-29 y.,Hesse,Yes,0.30699,89,295,0.25426,0.35971
2014,17-29 y.,Hesse,No,0.61186,206,295,0.55616,0.66757
2014,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.24715,53,266,0.19521,0.29908
2014,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.68979,213,266,0.63409,0.74548
2014,17-29 y.,Baden-Wuerttemberg,Yes,0.24974,148,522,0.21257,0.28691
2014,17-29 y.,Baden-Wuerttemberg,No,0.66668,374,522,0.62620,0.70716
2014,17-29 y.,Bavaria,Yes,0.26479,208,707,0.23224,0.29734
2014,17-29 y.,Bavaria,No,0.66671,499,707,0.63194,0.70148
2014,17-29 y.,Berlin,Yes,0.28187,54,150,0.20963,0.35411
2014,17-29 y.,Berlin,No,0.63975,96,150,0.56267,0.71684
2014,17-29 y.,Brandenburg,No,0.73557,88,88,0.64290,0.82825
2014,17-29 y.,Mecklenburg-Western Pomerania,No,0.77075,60,60,0.66349,0.87801
2014,17-29 y.,Saxony,Yes,0.20821,38,209,0.15303,0.26339
2014,17-29 y.,Saxony,No,0.73497,171,209,0.67499,0.79495
2014,17-29 y.,Saxony-Anhalt,No,0.67500,110,110,0.58707,0.76293
2014,17-29 y.,Thuringa,No,0.75199,101,101,0.66734,0.83663
2014,30-45 y.,Schleswig-Holstein,Yes,0.17642,52,303,0.13343,0.21941
2014,30-45 y.,Schleswig-Holstein,No,0.80344,251,303,0.75862,0.84826
2014,30-45 y.,Hamburg,No,0.82189,135,135,0.75711,0.88667
2014,30-45 y.,Lower Saxony,Yes,0.12049,97,793,0.09781,0.14316
2014,30-45 y.,Lower Saxony,No,0.87889,696,793,0.85617,0.90161
2014,30-45 y.,Bremen,No,0.81989,60,60,0.72184,0.91795
2014,30-45 y.,North Rhine-Westphalia,Yes,0.13751,236,1798,0.12158,0.15343
2014,30-45 y.,North Rhine-Westphalia,No,0.86141,1562,1798,0.84543,0.87738
2014,30-45 y.,Hesse,Yes,0.19268,93,582,0.16061,0.22475
2014,30-45 y.,Hesse,No,0.80732,489,582,0.77525,0.83939
2014,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.10484,56,469,0.07708,0.13260
2014,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.88951,413,469,0.86111,0.91791
2014,30-45 y.,Baden-Wuerttemberg,Yes,0.17268,173,1116,0.15050,0.19487
2014,30-45 y.,Baden-Wuerttemberg,No,0.82429,943,1116,0.80195,0.84663
2014,30-45 y.,Bavaria,Yes,0.16294,204,1408,0.14365,0.18224
2014,30-45 y.,Bavaria,No,0.83016,1204,1408,0.81054,0.84978
2014,30-45 y.,Berlin,Yes,0.28801,83,313,0.23776,0.33825
2014,30-45 y.,Berlin,No,0.70935,230,313,0.65897,0.75973
2014,30-45 y.,Brandenburg,No,0.88576,235,235,0.84500,0.92652
2014,30-45 y.,Mecklenburg-Western Pomerania,No,0.94313,141,141,0.90477,0.98149
2014,30-45 y.,Saxony,Yes,0.13744,42,483,0.10670,0.16818
2014,30-45 y.,Saxony,No,0.85803,441,483,0.82687,0.88919
2014,30-45 y.,Saxony-Anhalt,Yes,0.14876,33,284,0.10730,0.19022
2014,30-45 y.,Saxony-Anhalt,No,0.85124,251,284,0.80978,0.89270
2014,30-45 y.,Thuringa,No,0.85120,258,258,0.80769,0.89471
2014,46-65 y.,Schleswig-Holstein,No,0.88858,245,245,0.84910,0.92806
2014,46-65 y.,Hamburg,No,0.89333,121,121,0.83809,0.94856
2014,46-65 y.,Lower Saxony,Yes,0.12154,106,871,0.09983,0.14325
2014,46-65 y.,Lower Saxony,No,0.87705,765,871,0.85523,0.89887
2014,46-65 y.,Bremen,No,0.87596,50,50,0.78367,0.96826
2014,46-65 y.,North Rhine-Westphalia,Yes,0.10086,170,1935,0.08744,0.11428
2014,46-65 y.,North Rhine-Westphalia,No,0.89431,1765,1935,0.88061,0.90801
2014,46-65 y.,Hesse,Yes,0.15412,96,723,0.12778,0.18045
2014,46-65 y.,Hesse,No,0.83079,627,723,0.80345,0.85814
2014,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.08334,48,556,0.06035,0.10634
2014,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.91666,508,556,0.89366,0.93965
2014,46-65 y.,Baden-Wuerttemberg,Yes,0.12277,130,1024,0.10266,0.14288
2014,46-65 y.,Baden-Wuerttemberg,No,0.87590,894,1024,0.85570,0.89611
2014,46-65 y.,Bavaria,Yes,0.12232,167,1490,0.10568,0.13896
2014,46-65 y.,Bavaria,No,0.86587,1323,1490,0.84855,0.88318
2014,46-65 y.,Berlin,Yes,0.12639,36,324,0.09015,0.16262
2014,46-65 y.,Berlin,No,0.87361,288,324,0.83738,0.90985
2014,46-65 y.,Brandenburg,No,0.94194,392,392,0.91876,0.96512
2014,46-65 y.,Mecklenburg-Western Pomerania,No,0.94522,200,200,0.91361,0.97684
2014,46-65 y.,Saxony,No,0.95486,547,547,0.93744,0.97227
2014,46-65 y.,Saxony-Anhalt,No,0.94109,315,315,0.91505,0.96714
2014,46-65 y.,Thuringa,No,0.91108,342,342,0.88087,0.94129
2014,66 and older,Schleswig-Holstein,No,0.93938,172,172,0.90362,0.97515
2014,66 and older,Hamburg,No,0.95464,94,94,0.91235,0.99693
2014,66 and older,Lower Saxony,No,0.96204,468,468,0.94471,0.97937
2014,66 and older,Bremen,No,0.99653,35,35,0.97677,1.01629
2014,66 and older,North Rhine-Westphalia,Yes,0.05541,40,921,0.04062,0.07019
2014,66 and older,North Rhine-Westphalia,No,0.93405,881,921,0.91802,0.95009
2014,66 and older,Hesse,No,0.94627,271,271,0.91938,0.97317
2014,66 and older,"Rhineland-Palatinate, Saarland",No,0.96295,277,277,0.94066,0.98523
2014,66 and older,Baden-Wuerttemberg,No,0.96890,523,523,0.95401,0.98379
2014,66 and older,Bavaria,No,0.96387,745,745,0.95046,0.97728
2014,66 and older,Berlin,No,0.95689,193,193,0.92816,0.98562
2014,66 and older,Brandenburg,No,0.98181,234,234,0.96465,0.99897
2014,66 and older,Mecklenburg-Western Pomerania,No,0.99703,121,121,0.98730,1.00676
2014,66 and older,Saxony,No,0.96208,340,340,0.94174,0.98241
2014,66 and older,Saxony-Anhalt,No,0.97742,204,204,0.95698,0.99786
2019,17-29 y.,Schleswig-Holstein,Yes,0.23188,44,140,0.16172,0.30204
2019,17-29 y.,Schleswig-Holstein,No,0.59101,96,140,0.50928,0.67275
2019,17-29 y.,Hamburg,No,0.73133,58,58,0.61626,0.84641
2019,17-29 y.,Lower Saxony,Yes,0.25141,111,443,0.21096,0.29185
2019,17-29 y.,Lower Saxony,No,0.66333,332,443,0.61928,0.70739
2019,17-29 y.,Bremen,No,0.58279,35,35,0.41705,0.74854
2019,17-29 y.,North Rhine-Westphalia,Yes,0.26852,285,931,0.24004,0.29701
2019,17-29 y.,North Rhine-Westphalia,No,0.63085,646,931,0.59984,0.66187
2019,17-29 y.,Hesse,Yes,0.21973,89,278,0.17097,0.26849
2019,17-29 y.,Hesse,No,0.69524,189,278,0.64103,0.74944
2019,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.22720,51,231,0.17305,0.28136
2019,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.69254,180,231,0.63291,0.75218
2019,17-29 y.,Baden-Wuerttemberg,Yes,0.30825,140,407,0.26333,0.35317
2019,17-29 y.,Baden-Wuerttemberg,No,0.62546,267,407,0.57838,0.67254
2019,17-29 y.,Bavaria,Yes,0.23433,167,552,0.19897,0.26970
2019,17-29 y.,Bavaria,No,0.65432,385,552,0.61461,0.69403
2019,17-29 y.,Berlin,Yes,0.38202,52,124,0.29615,0.46789
2019,17-29 y.,Berlin,No,0.51695,72,124,0.42863,0.60526
2019,17-29 y.,Brandenburg,No,0.64861,98,98,0.55361,0.74362
2019,17-29 y.,Mecklenburg-Western Pomerania,No,0.68879,55,55,0.56530,0.81228
2019,17-29 y.,Saxony,Yes,0.18114,46,186,0.12565,0.23664
2019,17-29 y.,Saxony,No,0.75011,140,186,0.68772,0.81250
2019,17-29 y.,Saxony-Anhalt,Yes,0.26075,33,108,0.17756,0.34394
2019,17-29 y.,Saxony-Anhalt,No,0.61811,75,108,0.52605,0.71017
2019,17-29 y.,Thuringa,No,0.70450,74,74,0.59983,0.80917
2019,30-45 y.,Schleswig-Holstein,Yes,0.20015,54,262,0.15161,0.24869
2019,30-45 y.,Schleswig-Holstein,No,0.78792,208,262,0.73832,0.83751
2019,30-45 y.,Hamburg,No,0.87116,119,119,0.81072,0.93161
2019,30-45 y.,Lower Saxony,Yes,0.10286,62,563,0.07774,0.12798
2019,30-45 y.,Lower Saxony,No,0.87572,501,563,0.84844,0.90299
2019,30-45 y.,Bremen,No,0.88109,38,38,0.77680,0.98539
2019,30-45 y.,North Rhine-Westphalia,Yes,0.17339,223,1299,0.15280,0.19399
2019,30-45 y.,North Rhine-Westphalia,No,0.80609,1076,1299,0.78458,0.82760
2019,30-45 y.,Hesse,Yes,0.19303,72,398,0.15421,0.23185
2019,30-45 y.,Hesse,No,0.78721,326,398,0.74695,0.82747
2019,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.18117,45,317,0.13870,0.22363
2019,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.79827,272,317,0.75402,0.84251
2019,30-45 y.,Baden-Wuerttemberg,Yes,0.19147,132,720,0.16271,0.22023
2019,30-45 y.,Baden-Wuerttemberg,No,0.79690,588,720,0.76749,0.82630
2019,30-45 y.,Bavaria,Yes,0.16838,170,994,0.14510,0.19165
2019,30-45 y.,Bavaria,No,0.82306,824,994,0.79932,0.84679
2019,30-45 y.,Berlin,Yes,0.31457,101,317,0.26338,0.36577
2019,30-45 y.,Berlin,No,0.67528,216,317,0.62365,0.72691
2019,30-45 y.,Brandenburg,No,0.89814,203,203,0.85643,0.93985
2019,30-45 y.,Mecklenburg-Western Pomerania,No,0.82222,115,115,0.75204,0.89241
2019,30-45 y.,Saxony,Yes,0.09874,50,428,0.07044,0.12703
2019,30-45 y.,Saxony,No,0.89364,378,428,0.86440,0.92288
2019,30-45 y.,Saxony-Anhalt,No,0.90635,193,193,0.86514,0.94756
2019,30-45 y.,Thuringa,Yes,0.12200,32,225,0.07914,0.16486
2019,30-45 y.,Thuringa,No,0.86009,193,225,0.81466,0.90551
2019,46-65 y.,Schleswig-Holstein,Yes,0.07102,34,355,0.04427,0.09778
2019,46-65 y.,Schleswig-Holstein,No,0.92363,321,355,0.89596,0.95130
2019,46-65 y.,Hamburg,No,0.89467,182,182,0.84995,0.93939
2019,46-65 y.,Lower Saxony,Yes,0.08452,95,1013,0.06738,0.10166
2019,46-65 y.,Lower Saxony,No,0.91084,918,1013,0.89328,0.92840
2019,46-65 y.,Bremen,No,0.84494,64,64,0.75556,0.93432
2019,46-65 y.,North Rhine-Westphalia,Yes,0.10366,262,2171,0.09083,0.11649
2019,46-65 y.,North Rhine-Westphalia,No,0.88823,1909,2171,0.87498,0.90149
2019,46-65 y.,Hesse,Yes,0.13986,109,738,0.11482,0.16490
2019,46-65 y.,Hesse,No,0.85288,629,738,0.82731,0.87845
2019,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.09516,62,612,0.07189,0.11842
2019,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.89660,550,612,0.87245,0.92074
2019,46-65 y.,Baden-Wuerttemberg,Yes,0.11572,136,1120,0.09698,0.13446
2019,46-65 y.,Baden-Wuerttemberg,No,0.88042,984,1120,0.86141,0.89944
2019,46-65 y.,Bavaria,Yes,0.11974,200,1593,0.10379,0.13568
2019,46-65 y.,Bavaria,No,0.87584,1393,1593,0.85964,0.89204
2019,46-65 y.,Berlin,Yes,0.11506,55,378,0.08285,0.14728
2019,46-65 y.,Berlin,No,0.87979,323,378,0.84697,0.91262
2019,46-65 y.,Brandenburg,No,0.96092,453,453,0.94305,0.97878
2019,46-65 y.,Mecklenburg-Western Pomerania,No,0.94462,233,233,0.91519,0.97405
2019,46-65 y.,Saxony,Yes,0.04884,50,635,0.03206,0.06562
2019,46-65 y.,Saxony,No,0.94690,585,635,0.92945,0.96436
2019,46-65 y.,Saxony-Anhalt,No,0.89935,345,345,0.86755,0.93114
2019,46-65 y.,Thuringa,No,0.94405,354,354,0.92007,0.96802
2019,66 and older,Schleswig-Holstein,No,0.89161,185,185,0.84669,0.93653
2019,66 and older,Hamburg,No,0.95223,108,108,0.91182,0.99264
2019,66 and older,Lower Saxony,No,0.94087,446,446,0.91895,0.96278
2019,66 and older,Bremen,No,0.91530,44,44,0.83208,0.99853
2019,66 and older,North Rhine-Westphalia,No,0.97397,959,959,0.96389,0.98406
2019,66 and older,Hesse,No,0.96863,279,279,0.94814,0.98912
2019,66 and older,"Rhineland-Palatinate, Saarland",No,0.95947,287,287,0.93661,0.98232
2019,66 and older,Baden-Wuerttemberg,No,0.95314,518,518,0.93492,0.97136
2019,66 and older,Bavaria,Yes,0.02929,35,799,0.01759,0.04099
2019,66 and older,Bavaria,No,0.97001,764,799,0.95818,0.98184
2019,66 and older,Berlin,No,0.92671,184,184,0.88895,0.96447
2019,66 and older,Brandenburg,No,0.97829,267,267,0.96078,0.99580
2019,66 and older,Mecklenburg-Western Pomerania,No,0.98932,153,153,0.97297,1.00566
2019,66 and older,Saxony,No,0.99383,376,376,0.98590,1.00176
2019,66 and older,Saxony-Anhalt,No,0.98857,187,187,0.97329,1.00385
2019,66 and older,Thuringa,No,0.98988,210,210,0.97632,1.00345
