year,sampreg,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,East,Agree completely,0.07321,382,4385,0.06550,0.08092
1990,East,Agree,0.07825,392,4385,0.07030,0.08620
1990,East,Disagree,0.15548,883,4385,0.14476,0.16621
1990,East,Disagree completely,0.46754,2728,4385,0.45277,0.48231
1991,East,Agree completely,0.06751,329,4101,0.05983,0.07519
1991,East,Agree,0.08663,372,4101,0.07802,0.09524
1991,East,Disagree,0.20042,990,4101,0.18816,0.21267
1991,East,Disagree completely,0.44491,2410,4101,0.42970,0.46012
1992,West,Agree completely,0.06130,497,6975,0.05567,0.06693
1992,West,Agree,0.09345,753,6975,0.08662,0.10028
1992,West,Disagree,0.21466,1979,6975,0.20502,0.22429
1992,West,Disagree completely,0.38620,3746,6975,0.37478,0.39763
1992,East,Agree completely,0.06843,325,3959,0.06056,0.07630
1992,East,Agree,0.09264,396,3959,0.08360,0.10167
1992,East,Disagree,0.22013,1055,3959,0.20722,0.23303
1992,East,Disagree completely,0.42804,2183,3959,0.41263,0.44346
1993,West,Agree completely,0.07076,701,9208,0.06552,0.07600
1993,West,Agree,0.11303,1181,9208,0.10656,0.11949
1993,West,Disagree,0.24000,2614,9208,0.23128,0.24872
1993,West,Disagree completely,0.39548,4712,9208,0.38549,0.40546
1993,East,Agree completely,0.06497,272,3812,0.05715,0.07280
1993,East,Agree,0.10749,447,3812,0.09766,0.11732
1993,East,Disagree,0.21134,1007,3812,0.19838,0.22430
1993,East,Disagree completely,0.42486,2086,3812,0.40916,0.44055
1995,West,Agree completely,0.06761,641,9531,0.06257,0.07266
1995,West,Agree,0.11783,1245,9531,0.11136,0.12431
1995,West,Disagree,0.26542,2992,9531,0.25655,0.27428
1995,West,Disagree completely,0.36419,4653,9531,0.35453,0.37385
1995,East,Agree completely,0.06969,269,3675,0.06145,0.07792
1995,East,Agree,0.10676,426,3675,0.09678,0.11675
1995,East,Disagree,0.27219,1243,3675,0.25779,0.28658
1995,East,Disagree completely,0.37301,1737,3675,0.35737,0.38865
1996,West,Agree completely,0.05969,578,9329,0.05488,0.06449
1996,West,Agree,0.11680,1191,9329,0.11028,0.12332
1996,West,Disagree,0.26984,2994,9329,0.26083,0.27885
1996,West,Disagree completely,0.37006,4566,9329,0.36026,0.37986
1996,East,Agree completely,0.05910,233,3678,0.05148,0.06673
1996,East,Agree,0.10430,424,3678,0.09442,0.11418
1996,East,Disagree,0.28904,1304,3678,0.27438,0.30369
1996,East,Disagree completely,0.37421,1717,3678,0.35857,0.38985
1997,West,Agree completely,0.06671,573,9132,0.06159,0.07183
1997,West,Agree,0.10901,1085,9132,0.10262,0.11540
1997,West,Disagree,0.24515,2786,9132,0.23633,0.25397
1997,West,Disagree completely,0.39082,4688,9132,0.38081,0.40083
1997,East,Agree completely,0.06235,240,3618,0.05447,0.07023
1997,East,Agree,0.09607,368,3618,0.08647,0.10568
1997,East,Disagree,0.26451,1171,3618,0.25014,0.27889
1997,East,Disagree completely,0.41055,1839,3618,0.39451,0.42658
2008,West,Agree completely,0.06118,885,14485,0.05728,0.06508
2008,West,Agree,0.12369,1870,14485,0.11833,0.12905
2008,West,Disagree,0.31756,5453,14485,0.30997,0.32514
2008,West,Disagree completely,0.32496,6277,14485,0.31733,0.33259
2008,East,Agree completely,0.06390,305,4756,0.05695,0.07086
2008,East,Agree,0.14595,695,4756,0.13591,0.15598
2008,East,Disagree,0.36948,2035,4756,0.35576,0.38320
2008,East,Disagree completely,0.29256,1721,4756,0.27963,0.30549
2013,West,Agree completely,0.03595,655,14360,0.03291,0.03900
2013,West,Agree,0.08220,1533,14360,0.07770,0.08669
2013,West,Disagree,0.27884,5562,14360,0.27151,0.28618
2013,West,Disagree completely,0.29619,6610,14360,0.28872,0.30365
2013,East,Agree completely,0.04709,230,4435,0.04085,0.05332
2013,East,Agree,0.11486,576,4435,0.10548,0.12425
2013,East,Disagree,0.32706,1847,4435,0.31325,0.34087
2013,East,Disagree completely,0.28899,1782,4435,0.27565,0.30233
2018,West,Agree completely,0.04653,1020,20034,0.04362,0.04945
2018,West,Agree,0.11615,2589,20034,0.11171,0.12058
2018,West,Disagree,0.31696,7438,20034,0.31051,0.32340
2018,West,Disagree completely,0.35218,8987,20034,0.34557,0.35879
2018,East,Agree completely,0.05289,311,5468,0.04696,0.05882
2018,East,Agree,0.12772,750,5468,0.11888,0.13657
2018,East,Disagree,0.32941,2050,5468,0.31695,0.34187
2018,East,Disagree completely,0.32272,2357,5468,0.31032,0.33511
