year,age_gr,bula_h,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Berlin,Disagree completely,0.20745,43,43,0.08482,0.33008
1990,17-29 y.,Brandenburg,Disagree,0.32979,57,145,0.25300,0.40658
1990,17-29 y.,Brandenburg,Disagree completely,0.48659,88,145,0.40495,0.56822
1990,17-29 y.,Mecklenburg-Western Pomerania,Disagree,0.22073,37,130,0.14916,0.29230
1990,17-29 y.,Mecklenburg-Western Pomerania,Disagree completely,0.68271,93,130,0.60240,0.76303
1990,17-29 y.,Saxony,Agree completely,0.08690,31,319,0.05594,0.11787
1990,17-29 y.,Saxony,Agree,0.11856,35,319,0.08303,0.15409
1990,17-29 y.,Saxony,Disagree,0.26770,85,319,0.21904,0.31637
1990,17-29 y.,Saxony,Disagree completely,0.51214,168,319,0.45721,0.56708
1990,17-29 y.,Saxony-Anhalt,Disagree,0.19365,44,178,0.13544,0.25187
1990,17-29 y.,Saxony-Anhalt,Disagree completely,0.63251,134,178,0.56148,0.70353
1990,17-29 y.,Thuringa,Disagree,0.19479,43,170,0.13508,0.25450
1990,17-29 y.,Thuringa,Disagree completely,0.66071,127,170,0.58932,0.73209
1990,30-45 y.,Berlin,Disagree completely,0.25817,77,77,0.15978,0.35657
1990,30-45 y.,Brandenburg,Agree completely,0.13182,32,251,0.08988,0.17376
1990,30-45 y.,Brandenburg,Disagree,0.14307,40,251,0.09966,0.18647
1990,30-45 y.,Brandenburg,Disagree completely,0.64153,179,251,0.58209,0.70098
1990,30-45 y.,Mecklenburg-Western Pomerania,Disagree,0.23042,40,140,0.16042,0.30043
1990,30-45 y.,Mecklenburg-Western Pomerania,Disagree completely,0.59049,100,140,0.50874,0.67224
1990,30-45 y.,Saxony,Agree completely,0.06932,32,443,0.04564,0.09300
1990,30-45 y.,Saxony,Agree,0.09879,34,443,0.07097,0.12661
1990,30-45 y.,Saxony,Disagree,0.19094,87,443,0.15430,0.22758
1990,30-45 y.,Saxony,Disagree completely,0.63251,290,443,0.58757,0.67746
1990,30-45 y.,Saxony-Anhalt,Disagree,0.21131,58,241,0.15967,0.26296
1990,30-45 y.,Saxony-Anhalt,Disagree completely,0.66779,183,241,0.60820,0.72738
1990,30-45 y.,Thuringa,Disagree,0.14152,36,211,0.09437,0.18866
1990,30-45 y.,Thuringa,Disagree completely,0.70798,175,211,0.64648,0.76948
1990,46-65 y.,Berlin,Disagree completely,0.18294,49,49,0.07357,0.29231
1990,46-65 y.,Brandenburg,Disagree,0.20851,41,171,0.14744,0.26957
