year,bula_h,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Berlin,Agree completely,0.05089,41,268,0.02453,0.07725
1990,Berlin,Disagree,0.04679,50,268,0.02146,0.07212
1990,Berlin,Disagree completely,0.15715,177,268,0.11349,0.20080
1990,Brandenburg,Agree completely,0.09098,82,724,0.07001,0.11194
1990,Brandenburg,Agree,0.06897,58,724,0.05050,0.08745
1990,Brandenburg,Disagree,0.16870,154,724,0.14141,0.19600
1990,Brandenburg,Disagree completely,0.43961,430,724,0.40343,0.47579
1990,Mecklenburg-Western Pomerania,Agree,0.07275,45,484,0.04959,0.09592
1990,Mecklenburg-Western Pomerania,Disagree,0.16840,115,484,0.13502,0.20177
1990,Mecklenburg-Western Pomerania,Disagree completely,0.50385,324,484,0.45926,0.54844
1990,Saxony,Agree completely,0.06982,118,1321,0.05607,0.08357
1990,Saxony,Agree,0.08870,126,1321,0.07336,0.10404
1990,Saxony,Disagree,0.16916,278,1321,0.14894,0.18939
1990,Saxony,Disagree completely,0.45059,799,1321,0.42375,0.47743
1990,Saxony-Anhalt,Agree completely,0.06819,63,799,0.05070,0.08568
1990,Saxony-Anhalt,Agree,0.08368,76,799,0.06447,0.10289
1990,Saxony-Anhalt,Disagree,0.14194,150,799,0.11772,0.16615
1990,Saxony-Anhalt,Disagree completely,0.49555,510,799,0.46086,0.53024
1990,Thuringa,Agree completely,0.06822,57,741,0.05005,0.08638
1990,Thuringa,Agree,0.06361,60,741,0.04603,0.08120
1990,Thuringa,Disagree,0.13858,136,741,0.11369,0.16348
1990,Thuringa,Disagree completely,0.49834,488,741,0.46231,0.53436
1991,Berlin,Disagree,0.06967,58,226,0.03640,0.10294
1991,Berlin,Disagree completely,0.17241,168,226,0.12305,0.22177
1991,Brandenburg,Agree completely,0.05900,45,672,0.04117,0.07682
1991,Brandenburg,Agree,0.09747,62,672,0.07502,0.11991
1991,Brandenburg,Disagree,0.20583,165,672,0.17524,0.23643
1991,Brandenburg,Disagree completely,0.43671,400,672,0.39918,0.47424
1991,Mecklenburg-Western Pomerania,Agree completely,0.05070,31,468,0.03080,0.07060
1991,Mecklenburg-Western Pomerania,Agree,0.09113,47,468,0.06503,0.11723
1991,Mecklenburg-Western Pomerania,Disagree,0.17298,105,468,0.13867,0.20728
1991,Mecklenburg-Western Pomerania,Disagree completely,0.46658,285,468,0.42133,0.51182
1991,Saxony,Agree completely,0.07322,105,1217,0.05858,0.08787
1991,Saxony,Agree,0.08280,107,1217,0.06731,0.09829
1991,Saxony,Disagree,0.22677,332,1217,0.20324,0.25031
1991,Saxony,Disagree completely,0.42261,673,1217,0.39485,0.45037
1991,Saxony-Anhalt,Agree completely,0.07557,68,783,0.05704,0.09409
1991,Saxony-Anhalt,Agree,0.09251,73,783,0.07220,0.11282
1991,Saxony-Anhalt,Disagree,0.17831,166,783,0.15148,0.20514
1991,Saxony-Anhalt,Disagree completely,0.46605,476,783,0.43108,0.50101
1991,Thuringa,Agree completely,0.07035,59,692,0.05128,0.08942
1991,Thuringa,Agree,0.07676,59,692,0.05691,0.09661
1991,Thuringa,Disagree,0.19613,165,692,0.16653,0.22574
1991,Thuringa,Disagree completely,0.44641,409,692,0.40934,0.48347
1992,Schleswig-Holstein,Disagree,0.20895,65,195,0.15174,0.26616
1992,Schleswig-Holstein,Disagree completely,0.37926,130,195,0.31099,0.44754
1992,Hamburg,Disagree completely,0.48511,77,77,0.37274,0.59747
1992,Lower Saxony,Agree completely,0.04665,41,835,0.03234,0.06097
1992,Lower Saxony,Agree,0.12509,105,835,0.10264,0.14755
1992,Lower Saxony,Disagree,0.22414,232,835,0.19584,0.25245
1992,Lower Saxony,Disagree completely,0.39851,457,835,0.36528,0.43173
1992,Bremen,Disagree completely,0.49640,54,54,0.36179,0.63101
1992,North Rhine-Westphalia,Agree completely,0.06166,144,1878,0.05078,0.07254
1992,North Rhine-Westphalia,Agree,0.07780,169,1878,0.06568,0.08992
1992,North Rhine-Westphalia,Disagree,0.20747,513,1878,0.18912,0.22581
1992,North Rhine-Westphalia,Disagree completely,0.39772,1052,1878,0.37558,0.41986
1992,Hesse,Agree completely,0.04885,39,652,0.03229,0.06541
1992,Hesse,Agree,0.09049,67,652,0.06845,0.11253
1992,Hesse,Disagree,0.21440,181,652,0.18287,0.24593
1992,Hesse,Disagree completely,0.41197,365,652,0.37416,0.44978
1992,"Rhineland-Palatinate, Saarland",Agree completely,0.06023,34,543,0.04020,0.08026
1992,"Rhineland-Palatinate, Saarland",Agree,0.11096,71,543,0.08452,0.13740
1992,"Rhineland-Palatinate, Saarland",Disagree,0.18514,125,543,0.15244,0.21784
1992,"Rhineland-Palatinate, Saarland",Disagree completely,0.42921,313,543,0.38754,0.47088
1992,Baden-Wuerttemberg,Agree completely,0.07943,103,1103,0.06346,0.09539
1992,Baden-Wuerttemberg,Agree,0.08233,114,1103,0.06610,0.09855
1992,Baden-Wuerttemberg,Disagree,0.22968,376,1103,0.20485,0.25452
1992,Baden-Wuerttemberg,Disagree completely,0.31716,510,1103,0.28969,0.34464
1992,Bavaria,Agree completely,0.06268,95,1307,0.04953,0.07583
1992,Bavaria,Agree,0.09912,151,1307,0.08291,0.11532
1992,Bavaria,Disagree,0.23135,394,1307,0.20848,0.25422
1992,Bavaria,Disagree completely,0.37377,667,1307,0.34753,0.40001
1992,Berlin,Agree completely,0.06290,40,495,0.04149,0.08431
1992,Berlin,Agree,0.08241,49,495,0.05816,0.10666
1992,Berlin,Disagree,0.18586,111,495,0.15156,0.22017
1992,Berlin,Disagree completely,0.43534,295,495,0.39162,0.47906
1992,Brandenburg,Agree completely,0.06408,53,658,0.04535,0.08281
1992,Brandenburg,Agree,0.09061,63,658,0.06866,0.11257
1992,Brandenburg,Disagree,0.21322,174,658,0.18190,0.24454
1992,Brandenburg,Disagree completely,0.44379,368,658,0.40580,0.48178
1992,Mecklenburg-Western Pomerania,Agree,0.12023,58,391,0.08795,0.15251
1992,Mecklenburg-Western Pomerania,Disagree,0.21537,110,391,0.17457,0.25616
1992,Mecklenburg-Western Pomerania,Disagree completely,0.41879,223,391,0.36983,0.46776
