syear,quintil_oecd,pli0093_h,proportion,n,lower_confidence,upper_confidence
1990,1. Quintil,5.0,0.33737760749255,13886,0.3295133328463562,0.34524188213874385
1990,1. Quintil,4.0,0.18742017879948913,13886,0.18092922255639107,0.1939111350425872
1990,2. Quintil,5.0,0.1612388250319285,13886,0.15512206471773457,0.1673555853461224
1990,2. Quintil,4.0,0.08514261387824607,13886,0.08050047980303894,0.08978474795345319
1990,1. Quintil,3.0,0.08205619412515965,13886,0.0774912945929768,0.0866210936573425
1990,1. Quintil,2.0,0.06066411238825032,13886,0.05669362453095356,0.06463460024554708
1990,2. Quintil,3.0,0.02990634312473393,13886,0.02707328177498998,0.03273940447447788
1990,2. Quintil,2.0,0.029267773520647085,13886,0.026464199302242145,0.03207134773905203
1990,1. Quintil,1.0,0.016922094508301407,13886,0.01477679211745923,0.019067396899143583
1990,2. Quintil,1.0,0.010004257130693913,13886,0.008348957656198294,0.011659556605189532
1995,2. Quintil,5.0,0.21246780790789274,13284,0.2055116030353526,0.2194240127804329
1995,3. Quintil,5.0,0.19557642781396758,13284,0.18883126733387814,0.20232158829405703
1995,3. Quintil,4.0,0.10816542948038176,13284,0.10288367719458147,0.11344718176618204
1995,2. Quintil,4.0,0.0883199515224966,13284,0.08349445203065713,0.09314545101433606
1995,4. Quintil,5.0,0.08377518557794274,13284,0.07906378140740039,0.08848658974848508
1995,4. Quintil,4.0,0.06370246932282987,13284,0.059549327989643415,0.06785561065601632
1995,5. Quintil,5.0,0.030677170125738524,13284,0.027744700610518418,0.03360963964095863
1995,3. Quintil,3.0,0.029616724738675958,13284,0.02673380996468482,0.03249963951266709
1995,3. Quintil,2.0,0.02954097863960006,13284,0.026661640446571336,0.03242031683262878
1995,5. Quintil,4.0,0.026511134676564158,13284,0.02377919383908125,0.029243075514047066
1995,2. Quintil,3.0,0.02393576730798364,13284,0.021336478634769538,0.02653505598119774
1995,2. Quintil,2.0,0.02332979851537646,13284,0.020762826697645807,0.02589677033310711
1995,4. Quintil,2.0,0.019693985759733374,13284,0.017331118736559768,0.02205685278290698
1995,4. Quintil,3.0,0.018936524768974398,13284,0.016618648059142333,0.021254401478806462
1995,5. Quintil,3.0,0.009998485078018482,13284,0.008306577370470561,0.011690392785566403
1995,5. Quintil,2.0,0.009544008483563097,13284,0.007890621029037068,0.011197395938089126
1995,3. Quintil,1.0,0.009468262384487199,13284,0.00782138609155092,0.011115138677423479
1995,2. Quintil,1.0,0.00908953188910771,13284,0.007475620802674907,0.010703442975540515
1995,4. Quintil,1.0,0.005529465232540524,13284,0.004268424358093938,0.00679050610698711
1995,5. Quintil,1.0,0.0021208907741251328,13284,0.0013385611879915464,0.0029032203602587193
1998,3. Quintil,5.0,0.20745359217797932,14238,0.20079312936841662,0.21411405498754202
1998,2. Quintil,5.0,0.19583392376363895,14238,0.18931541259346432,0.20235243493381358
1998,4. Quintil,5.0,0.10726937792263001,14238,0.10218626597932404,0.11235248986593599
1998,3. Quintil,4.0,0.09890888479523877,14238,0.09400507537680161,0.10381269421367592
1998,4. Quintil,4.0,0.06971801048604223,14238,0.06553478402255576,0.0739012369495287
1998,2. Quintil,4.0,0.06773416465920362,14238,0.06360649102661602,0.07186183829179123
1998,5. Quintil,5.0,0.040314581266827264,14238,0.03708365459253123,0.043545507941123295
1998,5. Quintil,4.0,0.030891313589343914,14238,0.028049235488233622,0.0337333916904542
1998,3. Quintil,3.0,0.028624061215814085,14238,0.025885068521238595,0.03136305391038957
1998,3. Quintil,2.0,0.027277880119030748,14238,0.024602217931578196,0.0299535423064833
1998,4. Quintil,3.0,0.020121864815077228,14238,0.01781537402900472,0.022428355601149735
1998,2. Quintil,3.0,0.01962590335836758,14238,0.01734743858247847,0.021904368134256686
1998,2. Quintil,2.0,0.01962590335836758,14238,0.01734743858247847,0.021904368134256686
1998,4. Quintil,2.0,0.019271645175003543,14238,0.01701342991196673,0.021529860438040355
1998,5. Quintil,3.0,0.01310755278446932,14238,0.011239335880436418,0.014975769688502224
1998,5. Quintil,2.0,0.01161966841434037,14238,0.009859353000559857,0.013379983828120884
1998,3. Quintil,1.0,0.0077228283973359785,14238,0.006284903281400734,0.009160753513271223
1998,2. Quintil,1.0,0.00644749893722545,14238,0.005132811154369187,0.007762186720081714
1998,4. Quintil,1.0,0.005668130933824571,14238,0.004434977281486812,0.00690128458616233
1998,5. Quintil,1.0,0.0027632138302394783,14238,0.001900954367368163,0.0036254732931107936
2001,3. Quintil,5.0,0.23255062969968168,21921,0.22695808431361664,0.23814317508574673
2001,2. Quintil,5.0,0.16100013839553443,21921,0.15613472261280664,0.1658655541782622
