"pli0093_h","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","1992","(Fach-)Abitur","Ländlicher Raum","","","",""
"Täglich","1992","AkademikerIn","Städtischer Raum","","","",""
"Täglich","1992","AkademikerIn","Ländlicher Raum","","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","Städtischer Raum","","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Min 1x pro Woche","1992","Hauptschule","Städtischer Raum","","","",""
"Min 1x pro Woche","1992","Hauptschule","Ländlicher Raum","","","",""
"Min 1x pro Woche","1992","Realschule","Städtischer Raum","","","",""
"Min 1x pro Woche","1992","Realschule","Ländlicher Raum","","","",""
"Min 1x pro Woche","1992","(Fach-)Abitur","Städtischer Raum","","","",""
"Min 1x pro Woche","1992","(Fach-)Abitur","Ländlicher Raum","","","",""
"Min 1x pro Woche","1992","AkademikerIn","Städtischer Raum","","","",""
"Min 1x pro Woche","1992","AkademikerIn","Ländlicher Raum","","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","Städtischer Raum","","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Min 1x pro Monat","1992","Hauptschule","Städtischer Raum","","","",""
"Min 1x pro Monat","1992","Hauptschule","Ländlicher Raum","","","",""
"Min 1x pro Monat","1992","Realschule","Städtischer Raum","","","",""
"Min 1x pro Monat","1992","Realschule","Ländlicher Raum","","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","Städtischer Raum","","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","Ländlicher Raum","","","",""
"Min 1x pro Monat","1992","AkademikerIn","Städtischer Raum","","","",""
"Min 1x pro Monat","1992","AkademikerIn","Ländlicher Raum","","","",""
"Seltener","1992","(noch) kein Abschluss","Städtischer Raum","","","",""
"Seltener","1992","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Seltener","1992","Hauptschule","Städtischer Raum","","","",""
"Seltener","1992","Hauptschule","Ländlicher Raum","","","",""
"Seltener","1992","Realschule","Städtischer Raum","","","",""
"Seltener","1992","Realschule","Ländlicher Raum","","","",""
"Seltener","1992","(Fach-)Abitur","Städtischer Raum","","","",""
"Seltener","1992","(Fach-)Abitur","Ländlicher Raum","","","",""
"Seltener","1992","AkademikerIn","Städtischer Raum","","","",""
"Seltener","1992","AkademikerIn","Ländlicher Raum","","","",""
"Nie","1992","(noch) kein Abschluss","Städtischer Raum","","","",""
"Nie","1992","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Nie","1992","Hauptschule","Städtischer Raum","","","",""
"Nie","1992","Hauptschule","Ländlicher Raum","","","",""
"Nie","1992","Realschule","Städtischer Raum","","","",""
"Nie","1992","Realschule","Ländlicher Raum","","","",""
"Nie","1992","(Fach-)Abitur","Städtischer Raum","","","",""
"Nie","1992","(Fach-)Abitur","Ländlicher Raum","","","",""
"Nie","1992","AkademikerIn","Städtischer Raum","","","",""
"Nie","1992","AkademikerIn","Ländlicher Raum","","","",""
"Täglich","1993","(noch) kein Abschluss","Städtischer Raum","","","",""
"Täglich","1993","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Täglich","1993","Hauptschule","Städtischer Raum","","","",""
"Täglich","1993","Hauptschule","Ländlicher Raum","","","",""
"Täglich","1993","Realschule","Städtischer Raum","","","",""
"Täglich","1993","Realschule","Ländlicher Raum","","","",""
"Täglich","1993","(Fach-)Abitur","Städtischer Raum","","","",""
"Täglich","1993","(Fach-)Abitur","Ländlicher Raum","","","",""
"Täglich","1993","AkademikerIn","Städtischer Raum","","","",""
"Täglich","1993","AkademikerIn","Ländlicher Raum","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","Städtischer Raum","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Min 1x pro Woche","1993","Hauptschule","Städtischer Raum","","","",""
"Min 1x pro Woche","1993","Hauptschule","Ländlicher Raum","","","",""
"Min 1x pro Woche","1993","Realschule","Städtischer Raum","","","",""
"Min 1x pro Woche","1993","Realschule","Ländlicher Raum","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Städtischer Raum","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Ländlicher Raum","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Städtischer Raum","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Ländlicher Raum","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Städtischer Raum","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Min 1x pro Monat","1993","Hauptschule","Städtischer Raum","","","",""
"Min 1x pro Monat","1993","Hauptschule","Ländlicher Raum","","","",""
"Min 1x pro Monat","1993","Realschule","Städtischer Raum","","","",""
"Min 1x pro Monat","1993","Realschule","Ländlicher Raum","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Städtischer Raum","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Ländlicher Raum","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Städtischer Raum","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Ländlicher Raum","","","",""
"Seltener","1993","(noch) kein Abschluss","Städtischer Raum","","","",""
"Seltener","1993","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Seltener","1993","Hauptschule","Städtischer Raum","","","",""
"Seltener","1993","Hauptschule","Ländlicher Raum","","","",""
"Seltener","1993","Realschule","Städtischer Raum","","","",""
"Seltener","1993","Realschule","Ländlicher Raum","","","",""
"Seltener","1993","(Fach-)Abitur","Städtischer Raum","","","",""
"Seltener","1993","(Fach-)Abitur","Ländlicher Raum","","","",""
"Seltener","1993","AkademikerIn","Städtischer Raum","","","",""
"Seltener","1993","AkademikerIn","Ländlicher Raum","","","",""
"Nie","1993","(noch) kein Abschluss","Städtischer Raum","","","",""
"Nie","1993","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Nie","1993","Hauptschule","Städtischer Raum","","","",""
"Nie","1993","Hauptschule","Ländlicher Raum","","","",""
"Nie","1993","Realschule","Städtischer Raum","","","",""
"Nie","1993","Realschule","Ländlicher Raum","","","",""
"Nie","1993","(Fach-)Abitur","Städtischer Raum","","","",""
"Nie","1993","(Fach-)Abitur","Ländlicher Raum","","","",""
"Nie","1993","AkademikerIn","Städtischer Raum","","","",""
"Nie","1993","AkademikerIn","Ländlicher Raum","","","",""
"Täglich","1994","(noch) kein Abschluss","Städtischer Raum","","","",""
"Täglich","1994","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Täglich","1994","Hauptschule","Städtischer Raum","","","",""
"Täglich","1994","Hauptschule","Ländlicher Raum","","","",""
"Täglich","1994","Realschule","Städtischer Raum","","","",""
"Täglich","1994","Realschule","Ländlicher Raum","","","",""
"Täglich","1994","(Fach-)Abitur","Städtischer Raum","","","",""
"Täglich","1994","(Fach-)Abitur","Ländlicher Raum","","","",""
"Täglich","1994","AkademikerIn","Städtischer Raum","","","",""
"Täglich","1994","AkademikerIn","Ländlicher Raum","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Städtischer Raum","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Min 1x pro Woche","1994","Hauptschule","Städtischer Raum","","","",""
"Min 1x pro Woche","1994","Hauptschule","Ländlicher Raum","","","",""
"Min 1x pro Woche","1994","Realschule","Städtischer Raum","","","",""
"Min 1x pro Woche","1994","Realschule","Ländlicher Raum","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","Städtischer Raum","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","Ländlicher Raum","","","",""
"Min 1x pro Woche","1994","AkademikerIn","Städtischer Raum","","","",""
"Min 1x pro Woche","1994","AkademikerIn","Ländlicher Raum","","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","Städtischer Raum","","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Min 1x pro Monat","1994","Hauptschule","Städtischer Raum","","","",""
"Min 1x pro Monat","1994","Hauptschule","Ländlicher Raum","","","",""
"Min 1x pro Monat","1994","Realschule","Städtischer Raum","","","",""
"Min 1x pro Monat","1994","Realschule","Ländlicher Raum","","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","Städtischer Raum","","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","Ländlicher Raum","","","",""
"Min 1x pro Monat","1994","AkademikerIn","Städtischer Raum","","","",""
"Min 1x pro Monat","1994","AkademikerIn","Ländlicher Raum","","","",""
"Seltener","1994","(noch) kein Abschluss","Städtischer Raum","","","",""
"Seltener","1994","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Seltener","1994","Hauptschule","Städtischer Raum","","","",""
"Seltener","1994","Hauptschule","Ländlicher Raum","","","",""
"Seltener","1994","Realschule","Städtischer Raum","","","",""
"Seltener","1994","Realschule","Ländlicher Raum","","","",""
"Seltener","1994","(Fach-)Abitur","Städtischer Raum","","","",""
"Seltener","1994","(Fach-)Abitur","Ländlicher Raum","","","",""
"Seltener","1994","AkademikerIn","Städtischer Raum","","","",""
"Seltener","1994","AkademikerIn","Ländlicher Raum","","","",""
"Nie","1994","(noch) kein Abschluss","Städtischer Raum","","","",""
"Nie","1994","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Nie","1994","Hauptschule","Städtischer Raum","","","",""
"Nie","1994","Hauptschule","Ländlicher Raum","","","",""
"Nie","1994","Realschule","Städtischer Raum","","","",""
"Nie","1994","Realschule","Ländlicher Raum","","","",""
"Nie","1994","(Fach-)Abitur","Städtischer Raum","","","",""
"Nie","1994","(Fach-)Abitur","Ländlicher Raum","","","",""
"Nie","1994","AkademikerIn","Städtischer Raum","","","",""
"Nie","1994","AkademikerIn","Ländlicher Raum","","","",""
"Täglich","1995","(noch) kein Abschluss","Städtischer Raum","27","","",""
"Täglich","1995","(noch) kein Abschluss","Ländlicher Raum","9","","",""
"Täglich","1995","Hauptschule","Städtischer Raum","65","0.0164754078081953","0.0125598307735252","0.0203909848428654"
"Täglich","1995","Hauptschule","Ländlicher Raum","36","0.0195226041903109","0.0134877386384328","0.025557469742189"
"Täglich","1995","Realschule","Städtischer Raum","52","0.0357358145134778","0.027016174284373","0.0444554547425825"
"Täglich","1995","Realschule","Ländlicher Raum","29","","",""
"Täglich","1995","(Fach-)Abitur","Städtischer Raum","51","0.0749855659511038","0.0567581964120387","0.0932129354901688"
"Täglich","1995","(Fach-)Abitur","Ländlicher Raum","5","","",""
"Täglich","1995","AkademikerIn","Städtischer Raum","45","0.044174902281427","0.0320041325673266","0.0563456719955274"
"Täglich","1995","AkademikerIn","Ländlicher Raum","18","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","Städtischer Raum","57","0.130028260893698","0.104969101808248","0.155087419979148"
"Min 1x pro Woche","1995","(noch) kein Abschluss","Ländlicher Raum","19","","",""
"Min 1x pro Woche","1995","Hauptschule","Städtischer Raum","238","0.0646299520224445","0.0570669586381906","0.0721929454066983"
"Min 1x pro Woche","1995","Hauptschule","Ländlicher Raum","103","0.0584091917515567","0.0481797570357715","0.0686386264673418"
"Min 1x pro Woche","1995","Realschule","Städtischer Raum","175","0.103103192446972","0.0888189898609124","0.117387395033031"
"Min 1x pro Woche","1995","Realschule","Ländlicher Raum","91","0.0801888827324326","0.0657443128451361","0.0946334526197291"
"Min 1x pro Woche","1995","(Fach-)Abitur","Städtischer Raum","118","0.168257908897731","0.142367256712189","0.194148561083273"
"Min 1x pro Woche","1995","(Fach-)Abitur","Ländlicher Raum","22","","",""
"Min 1x pro Woche","1995","AkademikerIn","Städtischer Raum","162","0.166781393222297","0.144701635176587","0.188861151268008"
"Min 1x pro Woche","1995","AkademikerIn","Ländlicher Raum","70","0.112559195909289","0.0883366713683333","0.136781720450244"
"Min 1x pro Monat","1995","(noch) kein Abschluss","Städtischer Raum","28","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","Ländlicher Raum","13","","",""
"Min 1x pro Monat","1995","Hauptschule","Städtischer Raum","258","0.0657975210861752","0.0581712832048371","0.0734237589675134"
"Min 1x pro Monat","1995","Hauptschule","Ländlicher Raum","102","0.0629111195641398","0.0523201911936036","0.0735020479346759"
"Min 1x pro Monat","1995","Realschule","Städtischer Raum","187","0.0948182711377206","0.0810568713716452","0.108579670903796"
"Min 1x pro Monat","1995","Realschule","Ländlicher Raum","116","0.0928541395439917","0.077418045972897","0.108290233115086"
"Min 1x pro Monat","1995","(Fach-)Abitur","Städtischer Raum","92","0.127125124916337","0.104070789910407","0.150179459922268"
"Min 1x pro Monat","1995","(Fach-)Abitur","Ländlicher Raum","35","0.137263051621046","0.0947752907108184","0.179750812531274"
"Min 1x pro Monat","1995","AkademikerIn","Städtischer Raum","172","0.167837315759063","0.145701811868053","0.189972819650074"
"Min 1x pro Monat","1995","AkademikerIn","Ländlicher Raum","65","0.111387687089594","0.087275646099744","0.135499728079443"
"Seltener","1995","(noch) kein Abschluss","Städtischer Raum","90","0.150159833538224","0.123543970095404","0.176775696981045"
"Seltener","1995","(noch) kein Abschluss","Ländlicher Raum","46","0.204135201016921","0.145895682205702","0.262374719828139"
"Seltener","1995","Hauptschule","Städtischer Raum","933","0.236606014430288","0.223533102625729","0.249678926234846"
"Seltener","1995","Hauptschule","Ländlicher Raum","507","0.250008203934513","0.231120232467161","0.268896175401866"
"Seltener","1995","Realschule","Städtischer Raum","595","0.36077167370585","0.338214071855604","0.383329275556096"
"Seltener","1995","Realschule","Ländlicher Raum","532","0.406305909639124","0.380183926873594","0.432427892404654"
"Seltener","1995","(Fach-)Abitur","Städtischer Raum","252","0.286985217934438","0.25567832719928","0.318292108669596"
"Seltener","1995","(Fach-)Abitur","Ländlicher Raum","100","0.373159732193411","0.313446077729373","0.43287338665745"
"Seltener","1995","AkademikerIn","Städtischer Raum","384","0.327975406853525","0.300168399323815","0.355782414383234"
"Seltener","1995","AkademikerIn","Ländlicher Raum","266","0.364188242335411","0.32730862088651","0.401067863784312"
"Nie","1995","(noch) kein Abschluss","Städtischer Raum","490","0.606284697602506","0.569882760526617","0.642686634678394"
"Nie","1995","(noch) kein Abschluss","Ländlicher Raum","97","0.519891762291114","0.447703726267541","0.592079798314687"
"Nie","1995","Hauptschule","Städtischer Raum","2566","0.616491104652897","0.601534390200631","0.631447819105164"
"Nie","1995","Hauptschule","Ländlicher Raum","1271","0.609148880559479","0.587865170362934","0.630432590756025"
"Nie","1995","Realschule","Städtischer Raum","732","0.40557104819598","0.382507179607269","0.428634916784691"
"Nie","1995","Realschule","Ländlicher Raum","590","0.396849212249728","0.370828216185211","0.422870208314245"
"Nie","1995","(Fach-)Abitur","Städtischer Raum","289","0.34264618230039","0.309800109561206","0.375492255039575"
"Nie","1995","(Fach-)Abitur","Ländlicher Raum","90","0.368568583515477","0.309006474042425","0.428130692988528"
"Nie","1995","AkademikerIn","Städtischer Raum","332","0.293230981883688","0.266266957542856","0.32019500622452"
"Nie","1995","AkademikerIn","Ländlicher Raum","235","0.370772208853241","0.333753884879413","0.407790532827069"
"Täglich","1996","(noch) kein Abschluss","Städtischer Raum","","","",""
"Täglich","1996","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Täglich","1996","Hauptschule","Städtischer Raum","","","",""
"Täglich","1996","Hauptschule","Ländlicher Raum","","","",""
"Täglich","1996","Realschule","Städtischer Raum","","","",""
"Täglich","1996","Realschule","Ländlicher Raum","","","",""
"Täglich","1996","(Fach-)Abitur","Städtischer Raum","","","",""
"Täglich","1996","(Fach-)Abitur","Ländlicher Raum","","","",""
"Täglich","1996","AkademikerIn","Städtischer Raum","","","",""
"Täglich","1996","AkademikerIn","Ländlicher Raum","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Städtischer Raum","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Min 1x pro Woche","1996","Hauptschule","Städtischer Raum","","","",""
"Min 1x pro Woche","1996","Hauptschule","Ländlicher Raum","","","",""
"Min 1x pro Woche","1996","Realschule","Städtischer Raum","","","",""
"Min 1x pro Woche","1996","Realschule","Ländlicher Raum","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Städtischer Raum","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Ländlicher Raum","","","",""
"Min 1x pro Woche","1996","AkademikerIn","Städtischer Raum","","","",""
"Min 1x pro Woche","1996","AkademikerIn","Ländlicher Raum","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Städtischer Raum","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Min 1x pro Monat","1996","Hauptschule","Städtischer Raum","","","",""
"Min 1x pro Monat","1996","Hauptschule","Ländlicher Raum","","","",""
"Min 1x pro Monat","1996","Realschule","Städtischer Raum","","","",""
"Min 1x pro Monat","1996","Realschule","Ländlicher Raum","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Städtischer Raum","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Ländlicher Raum","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Städtischer Raum","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Ländlicher Raum","","","",""
"Seltener","1996","(noch) kein Abschluss","Städtischer Raum","","","",""
"Seltener","1996","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Seltener","1996","Hauptschule","Städtischer Raum","","","",""
"Seltener","1996","Hauptschule","Ländlicher Raum","","","",""
"Seltener","1996","Realschule","Städtischer Raum","","","",""
"Seltener","1996","Realschule","Ländlicher Raum","","","",""
"Seltener","1996","(Fach-)Abitur","Städtischer Raum","","","",""
"Seltener","1996","(Fach-)Abitur","Ländlicher Raum","","","",""
"Seltener","1996","AkademikerIn","Städtischer Raum","","","",""
"Seltener","1996","AkademikerIn","Ländlicher Raum","","","",""
"Nie","1996","(noch) kein Abschluss","Städtischer Raum","","","",""
"Nie","1996","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Nie","1996","Hauptschule","Städtischer Raum","","","",""
"Nie","1996","Hauptschule","Ländlicher Raum","","","",""
"Nie","1996","Realschule","Städtischer Raum","","","",""
"Nie","1996","Realschule","Ländlicher Raum","","","",""
"Nie","1996","(Fach-)Abitur","Städtischer Raum","","","",""
"Nie","1996","(Fach-)Abitur","Ländlicher Raum","","","",""
"Nie","1996","AkademikerIn","Städtischer Raum","","","",""
"Nie","1996","AkademikerIn","Ländlicher Raum","","","",""
"Täglich","1997","(noch) kein Abschluss","Städtischer Raum","","","",""
"Täglich","1997","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Täglich","1997","Hauptschule","Städtischer Raum","","","",""
"Täglich","1997","Hauptschule","Ländlicher Raum","","","",""
"Täglich","1997","Realschule","Städtischer Raum","","","",""
