year,pgisced97,quintil_oecd,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Upper Secondary Level,2nd Quintile,Seldom,0.32543,291,894,0.29470,0.35617
1990,Upper Secondary Level,2nd Quintile,Never,0.44356,396,894,0.41097,0.47614
1990,Upper Secondary Level,3rd Quintile,At least once per week,0.11979,116,959,0.09922,0.14035
1990,Upper Secondary Level,3rd Quintile,At least once per month,0.12713,115,959,0.10604,0.14823
1990,Upper Secondary Level,3rd Quintile,Seldom,0.30458,283,959,0.27543,0.33372
1990,Upper Secondary Level,3rd Quintile,Never,0.44850,445,959,0.41701,0.48000
1990,Upper Secondary Level,4th Quintile,At least once per week,0.12400,120,1054,0.10409,0.14391
1990,Upper Secondary Level,4th Quintile,At least once per month,0.14448,138,1054,0.12324,0.16572
1990,Upper Secondary Level,4th Quintile,Seldom,0.33370,342,1054,0.30522,0.36218
1990,Upper Secondary Level,4th Quintile,Never,0.39782,454,1054,0.36826,0.42738
1990,Upper Secondary Level,5th Quintile,At least once per week,0.11939,115,904,0.09824,0.14054
1990,Upper Secondary Level,5th Quintile,At least once per month,0.17253,159,904,0.14789,0.19718
1990,Upper Secondary Level,5th Quintile,Seldom,0.34038,297,904,0.30947,0.37128
1990,Upper Secondary Level,5th Quintile,Never,0.36770,333,904,0.33625,0.39915
1990,Post-secondary Non-tertiary Level,4th Quintile,Never,0.46254,31,31,0.28412,0.64096
1990,First Stage of Tertiary Education,2nd Quintile,Seldom,0.36905,32,32,0.19918,0.53892
1990,First Stage of Tertiary Education,3rd Quintile,Never,0.32205,31,31,0.15485,0.48926
1990,First Stage of Tertiary Education,4th Quintile,Seldom,0.33365,42,78,0.22833,0.43897
1990,First Stage of Tertiary Education,4th Quintile,Never,0.36459,36,78,0.25708,0.47210
1990,First Stage of Tertiary Education,5th Quintile,At least once per month,0.16599,33,152,0.10664,0.22533
1990,First Stage of Tertiary Education,5th Quintile,Seldom,0.41482,66,152,0.33624,0.49341
1990,First Stage of Tertiary Education,5th Quintile,Never,0.28342,53,152,0.21154,0.35530
1990,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.23497,38,127,0.16093,0.30900
1990,Second Stage of Tertiary Education,4th Quintile,Seldom,0.38920,58,127,0.30406,0.47433
1990,Second Stage of Tertiary Education,4th Quintile,Never,0.18762,31,127,0.11945,0.25579
1990,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.22179,78,353,0.17839,0.26520
1990,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.21674,80,353,0.17369,0.25978
1990,Second Stage of Tertiary Education,5th Quintile,Seldom,0.36050,125,353,0.31034,0.41066
1990,Second Stage of Tertiary Education,5th Quintile,Never,0.20097,70,353,0.15910,0.24283
1995,No answer / don't know,1st Quintile,Never,0.67746,59,59,0.55715,0.79776
1995,No answer / don't know,2nd Quintile,Never,0.57090,32,32,0.39667,0.74514
1995,Pre-primary Level,1st Quintile,Never,0.43231,32,32,0.25792,0.60670
1995,Pre-primary Level,3rd Quintile,At least once per week,0.48479,34,34,0.31427,0.65530
1995,Primary Level,1st Quintile,Never,0.81040,165,165,0.75041,0.87039
1995,Primary Level,2nd Quintile,Never,0.78503,133,133,0.71495,0.85511
1995,Primary Level,3rd Quintile,Never,0.88259,70,70,0.80663,0.95855
1995,Primary Level,4th Quintile,Never,0.89622,55,55,0.81488,0.97756
1995,Lower Secondary Level,1st Quintile,At least once per week,0.06374,44,709,0.04575,0.08174
1995,Lower Secondary Level,1st Quintile,At least once per month,0.04145,34,709,0.02676,0.05613
1995,Lower Secondary Level,1st Quintile,Seldom,0.16478,117,709,0.13745,0.19210
1995,Lower Secondary Level,1st Quintile,Never,0.73003,514,709,0.69733,0.76273
1995,Lower Secondary Level,2nd Quintile,At least once per week,0.06723,44,589,0.04699,0.08747
1995,Lower Secondary Level,2nd Quintile,At least once per month,0.06347,46,589,0.04376,0.08317
1995,Lower Secondary Level,2nd Quintile,Seldom,0.16611,90,589,0.13603,0.19620
1995,Lower Secondary Level,2nd Quintile,Never,0.70319,409,589,0.66626,0.74012
1995,Lower Secondary Level,3rd Quintile,At least once per week,0.08709,42,495,0.06223,0.11196
1995,Lower Secondary Level,3rd Quintile,Seldom,0.18375,104,495,0.14960,0.21790
1995,Lower Secondary Level,3rd Quintile,Never,0.69423,349,495,0.65360,0.73486
1995,Lower Secondary Level,4th Quintile,At least once per week,0.10743,38,382,0.07634,0.13853
1995,Lower Secondary Level,4th Quintile,Seldom,0.25556,89,382,0.21176,0.29935
1995,Lower Secondary Level,4th Quintile,Never,0.58686,255,382,0.53742,0.63631
1995,Lower Secondary Level,5th Quintile,Seldom,0.25926,64,200,0.19837,0.32014
1995,Lower Secondary Level,5th Quintile,Never,0.48364,136,200,0.41421,0.55307
1995,Upper Secondary Level,1st Quintile,At least once per week,0.08652,90,1164,0.07036,0.10268
1995,Upper Secondary Level,1st Quintile,At least once per month,0.06678,74,1164,0.05243,0.08113
1995,Upper Secondary Level,1st Quintile,Seldom,0.24020,282,1164,0.21565,0.26475
1995,Upper Secondary Level,1st Quintile,Never,0.60649,718,1164,0.57842,0.63457
1995,Upper Secondary Level,2nd Quintile,At least once per week,0.09962,136,1511,0.08452,0.11473
1995,Upper Secondary Level,2nd Quintile,At least once per month,0.06327,87,1511,0.05099,0.07555
1995,Upper Secondary Level,2nd Quintile,Seldom,0.26935,418,1511,0.24697,0.29172
1995,Upper Secondary Level,2nd Quintile,Never,0.56776,870,1511,0.54277,0.59275
1995,Upper Secondary Level,3rd Quintile,At least once per week,0.09239,125,1416,0.07730,0.10748
1995,Upper Secondary Level,3rd Quintile,At least once per month,0.07422,105,1416,0.06056,0.08788
1995,Upper Secondary Level,3rd Quintile,Seldom,0.32748,473,1416,0.30303,0.35193
1995,Upper Secondary Level,3rd Quintile,Never,0.50591,713,1416,0.47986,0.53196
1995,Upper Secondary Level,4th Quintile,At least once per week,0.10222,150,1417,0.08644,0.11800
1995,Upper Secondary Level,4th Quintile,At least once per month,0.10157,131,1417,0.08584,0.11731
1995,Upper Secondary Level,4th Quintile,Seldom,0.32534,467,1417,0.30093,0.34974
1995,Upper Secondary Level,4th Quintile,Never,0.47087,669,1417,0.44487,0.49686
1995,Upper Secondary Level,5th Quintile,At least once per week,0.13564,134,1167,0.11598,0.15529
1995,Upper Secondary Level,5th Quintile,At least once per month,0.10003,126,1167,0.08281,0.11726
1995,Upper Secondary Level,5th Quintile,Seldom,0.36044,411,1167,0.33288,0.38800
1995,Upper Secondary Level,5th Quintile,Never,0.40389,496,1167,0.37572,0.43205
1995,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.24096,31,77,0.14481,0.33711
1995,Post-secondary Non-tertiary Level,1st Quintile,Never,0.54858,46,77,0.43670,0.66046
1995,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.40813,46,46,0.26452,0.55173
1995,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.42014,39,75,0.30768,0.53260
1995,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.28673,36,75,0.18369,0.38977
1995,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.29589,31,75,0.19190,0.39989
1995,Post-secondary Non-tertiary Level,4th Quintile,Never,0.43039,44,75,0.31758,0.54321
1995,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.34138,35,35,0.18200,0.50077
1995,First Stage of Tertiary Education,2nd Quintile,Seldom,0.28390,44,116,0.20149,0.36631
1995,First Stage of Tertiary Education,2nd Quintile,Never,0.54726,72,116,0.45629,0.63824
1995,First Stage of Tertiary Education,3rd Quintile,Seldom,0.39462,64,133,0.31124,0.47800
1995,First Stage of Tertiary Education,3rd Quintile,Never,0.35748,69,133,0.27572,0.43924
1995,First Stage of Tertiary Education,4th Quintile,Seldom,0.30054,57,128,0.22080,0.38028
1995,First Stage of Tertiary Education,4th Quintile,Never,0.42099,71,128,0.33512,0.50686
1995,First Stage of Tertiary Education,5th Quintile,Seldom,0.38650,84,150,0.30831,0.46469
1995,First Stage of Tertiary Education,5th Quintile,Never,0.35305,66,150,0.27631,0.42979
1995,Second Stage of Tertiary Education,1st Quintile,Seldom,0.24768,36,95,0.16042,0.33495
1995,Second Stage of Tertiary Education,1st Quintile,Never,0.39398,59,95,0.29520,0.49276
1995,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.22105,41,260,0.17051,0.27159
1995,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.19095,43,260,0.14308,0.23882
1995,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.25448,81,260,0.20143,0.30753
1995,Second Stage of Tertiary Education,2nd Quintile,Never,0.33352,95,260,0.27610,0.39094
1995,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.17357,46,315,0.13168,0.21546
1995,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.10437,31,315,0.07055,0.13818
1995,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.38648,134,315,0.33262,0.44034
1995,Second Stage of Tertiary Education,3rd Quintile,Never,0.33559,104,315,0.28336,0.38782
1995,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.17755,60,401,0.14010,0.21500
1995,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.09130,41,401,0.06308,0.11953
1995,Second Stage of Tertiary Education,4th Quintile,Seldom,0.40546,173,401,0.35734,0.45358
1995,Second Stage of Tertiary Education,4th Quintile,Never,0.32569,127,401,0.27976,0.37161
1995,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.19752,118,632,0.16646,0.22858
1995,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.18557,106,632,0.15524,0.21591
1995,Second Stage of Tertiary Education,5th Quintile,Seldom,0.33249,226,632,0.29573,0.36925
1995,Second Stage of Tertiary Education,5th Quintile,Never,0.28441,182,632,0.24921,0.31962
1998,No answer / don't know,1st Quintile,Never,0.75783,67,67,0.65447,0.86118
1998,No answer / don't know,2nd Quintile,Never,0.60038,35,35,0.43573,0.76502
1998,Pre-primary Level,2nd Quintile,Never,0.39256,32,32,0.22066,0.56447
1998,Primary Level,1st Quintile,Never,0.85587,165,165,0.80211,0.90962
1998,Primary Level,2nd Quintile,Never,0.86762,87,87,0.79600,0.93925
1998,Primary Level,3rd Quintile,Never,0.85300,58,58,0.76107,0.94493
1998,Primary Level,4th Quintile,Never,0.92051,51,51,0.84553,0.99549
1998,Lower Secondary Level,1st Quintile,At least once per week,0.05677,38,620,0.03854,0.07500
1998,Lower Secondary Level,1st Quintile,Seldom,0.12103,88,620,0.09534,0.14673
1998,Lower Secondary Level,1st Quintile,Never,0.78311,494,620,0.75064,0.81557
1998,Lower Secondary Level,2nd Quintile,At least once per week,0.06774,41,512,0.04595,0.08953
1998,Lower Secondary Level,2nd Quintile,Seldom,0.17373,87,512,0.14088,0.20659
1998,Lower Secondary Level,2nd Quintile,Never,0.70961,384,512,0.67025,0.74897
1998,Lower Secondary Level,3rd Quintile,Seldom,0.18391,79,395,0.14566,0.22216
1998,Lower Secondary Level,3rd Quintile,Never,0.68834,316,395,0.64260,0.73407
1998,Lower Secondary Level,4th Quintile,Seldom,0.22745,88,307,0.18048,0.27442
1998,Lower Secondary Level,4th Quintile,Never,0.59838,219,307,0.54345,0.65331
1998,Lower Secondary Level,5th Quintile,Seldom,0.24011,44,159,0.17351,0.30672
1998,Lower Secondary Level,5th Quintile,Never,0.54795,115,159,0.47035,0.62556
1998,Upper Secondary Level,1st Quintile,At least once per week,0.07483,81,1080,0.05913,0.09053
1998,Upper Secondary Level,1st Quintile,At least once per month,0.05570,59,1080,0.04201,0.06938
1998,Upper Secondary Level,1st Quintile,Seldom,0.21996,241,1080,0.19525,0.24468
1998,Upper Secondary Level,1st Quintile,Never,0.64951,699,1080,0.62104,0.67798
1998,Upper Secondary Level,2nd Quintile,At least once per week,0.08012,89,1317,0.06545,0.09478
1998,Upper Secondary Level,2nd Quintile,At least once per month,0.06504,88,1317,0.05172,0.07837
1998,Upper Secondary Level,2nd Quintile,Seldom,0.26585,356,1317,0.24198,0.28972
1998,Upper Secondary Level,2nd Quintile,Never,0.58899,784,1317,0.56241,0.61557
1998,Upper Secondary Level,3rd Quintile,At least once per week,0.07752,103,1381,0.06341,0.09163
1998,Upper Secondary Level,3rd Quintile,At least once per month,0.06166,89,1381,0.04897,0.07435
1998,Upper Secondary Level,3rd Quintile,Seldom,0.29544,410,1381,0.27137,0.31952
1998,Upper Secondary Level,3rd Quintile,Never,0.56538,779,1381,0.53922,0.59153
1998,Upper Secondary Level,4th Quintile,At least once per week,0.09532,123,1345,0.07962,0.11102
1998,Upper Secondary Level,4th Quintile,At least once per month,0.09232,113,1345,0.07684,0.10779
1998,Upper Secondary Level,4th Quintile,Seldom,0.31844,429,1345,0.29353,0.34334
1998,Upper Secondary Level,4th Quintile,Never,0.49392,680,1345,0.46719,0.52065
1998,Upper Secondary Level,5th Quintile,At least once per week,0.10474,107,1057,0.08627,0.12321
1998,Upper Secondary Level,5th Quintile,At least once per month,0.11232,116,1057,0.09327,0.13136
1998,Upper Secondary Level,5th Quintile,Seldom,0.36766,358,1057,0.33858,0.39674
1998,Upper Secondary Level,5th Quintile,Never,0.41528,476,1057,0.38556,0.44500
1998,Post-secondary Non-tertiary Level,1st Quintile,Never,0.56115,50,50,0.42220,0.70010
1998,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.38752,34,34,0.22129,0.55374
1998,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.37853,52,91,0.27833,0.47874
1998,Post-secondary Non-tertiary Level,4th Quintile,Never,0.37958,39,91,0.27932,0.47984
1998,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.44062,39,39,0.28277,0.59847
1998,First Stage of Tertiary Education,1st Quintile,Never,0.58811,33,33,0.41758,0.75864
1998,First Stage of Tertiary Education,2nd Quintile,Seldom,0.34869,45,103,0.25620,0.44117
1998,First Stage of Tertiary Education,2nd Quintile,Never,0.42757,58,103,0.33156,0.52358
1998,First Stage of Tertiary Education,3rd Quintile,Seldom,0.38700,58,131,0.30327,0.47073
1998,First Stage of Tertiary Education,3rd Quintile,Never,0.42125,73,131,0.33637,0.50613
1998,First Stage of Tertiary Education,4th Quintile,Seldom,0.42326,75,166,0.34787,0.49865
1998,First Stage of Tertiary Education,4th Quintile,Never,0.44812,91,166,0.37224,0.52401
1998,First Stage of Tertiary Education,5th Quintile,Seldom,0.28767,61,130,0.20955,0.36579
1998,First Stage of Tertiary Education,5th Quintile,Never,0.38636,69,130,0.30234,0.47039
1998,Second Stage of Tertiary Education,1st Quintile,Seldom,0.35176,39,82,0.24777,0.45575
1998,Second Stage of Tertiary Education,1st Quintile,Never,0.35468,43,82,0.25049,0.45887
1998,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.35819,83,149,0.28094,0.43544
1998,Second Stage of Tertiary Education,2nd Quintile,Never,0.34519,66,149,0.26859,0.42178
1998,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.15094,44,306,0.11076,0.19111
1998,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.12008,35,306,0.08360,0.15656
1998,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.39492,115,306,0.34006,0.44978
1998,Second Stage of Tertiary Education,3rd Quintile,Never,0.33406,112,306,0.28113,0.38700
1998,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.16043,61,424,0.12546,0.19541
1998,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.11564,53,424,0.08517,0.14612
1998,Second Stage of Tertiary Education,4th Quintile,Seldom,0.34013,153,424,0.29498,0.38528
1998,Second Stage of Tertiary Education,4th Quintile,Never,0.38380,157,424,0.33745,0.43014
1998,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.18880,113,682,0.15941,0.21819
1998,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.15900,103,682,0.13153,0.18646
1998,Second Stage of Tertiary Education,5th Quintile,Seldom,0.30223,228,682,0.26774,0.33672
1998,Second Stage of Tertiary Education,5th Quintile,Never,0.34998,238,682,0.31415,0.38580
2001,No answer / don't know,1st Quintile,Never,0.80772,34,34,0.67325,0.94218
2001,Pre-primary Level,1st Quintile,Never,0.62407,71,71,0.51060,0.73754
2001,Pre-primary Level,2nd Quintile,Never,0.49993,57,57,0.36897,0.63089
2001,Pre-primary Level,3rd Quintile,Never,0.32255,31,31,0.15528,0.48983
2001,Pre-primary Level,4th Quintile,At least once per week,0.33898,38,76,0.23185,0.44611
2001,Pre-primary Level,4th Quintile,Never,0.40167,38,76,0.29072,0.51262
2001,Pre-primary Level,5th Quintile,At least once per week,0.34172,33,68,0.22815,0.45529
2001,Pre-primary Level,5th Quintile,Never,0.38833,35,68,0.27162,0.50503
2001,Primary Level,1st Quintile,Never,0.90769,130,130,0.85773,0.95764
2001,Primary Level,2nd Quintile,Never,0.93118,82,82,0.87606,0.98631
2001,Primary Level,3rd Quintile,Never,0.98917,35,35,0.95437,1.02396
2001,Lower Secondary Level,1st Quintile,At least once per week,0.04772,48,989,0.03443,0.06101
2001,Lower Secondary Level,1st Quintile,At least once per month,0.04172,32,989,0.02925,0.05419
2001,Lower Secondary Level,1st Quintile,Seldom,0.11800,134,989,0.09789,0.13812
2001,Lower Secondary Level,1st Quintile,Never,0.79256,775,989,0.76727,0.81784
2001,Lower Secondary Level,2nd Quintile,At least once per week,0.05075,50,751,0.03504,0.06646
2001,Lower Secondary Level,2nd Quintile,Seldom,0.14393,117,751,0.11881,0.16905
2001,Lower Secondary Level,2nd Quintile,Never,0.77769,584,751,0.74793,0.80745
2001,Lower Secondary Level,3rd Quintile,At least once per week,0.08967,47,556,0.06590,0.11344
2001,Lower Secondary Level,3rd Quintile,Seldom,0.14007,93,556,0.11120,0.16895
2001,Lower Secondary Level,3rd Quintile,Never,0.72515,416,556,0.68800,0.76229
2001,Lower Secondary Level,4th Quintile,At least once per week,0.08286,39,437,0.05699,0.10874
2001,Lower Secondary Level,4th Quintile,Seldom,0.19321,83,437,0.15615,0.23027
2001,Lower Secondary Level,4th Quintile,Never,0.68305,315,437,0.63937,0.72672
2001,Lower Secondary Level,5th Quintile,Seldom,0.15834,40,213,0.10920,0.20748
2001,Lower Secondary Level,5th Quintile,Never,0.74717,173,213,0.68867,0.80568
2001,Upper Secondary Level,1st Quintile,At least once per week,0.05690,101,2004,0.04675,0.06704
2001,Upper Secondary Level,1st Quintile,At least once per month,0.04646,89,2004,0.03724,0.05568
2001,Upper Secondary Level,1st Quintile,Seldom,0.14783,313,2004,0.13229,0.16337
2001,Upper Secondary Level,1st Quintile,Never,0.74881,1501,2004,0.72982,0.76781
2001,Upper Secondary Level,2nd Quintile,At least once per week,0.06121,158,2463,0.05174,0.07068
2001,Upper Secondary Level,2nd Quintile,At least once per month,0.04177,98,2463,0.03386,0.04967
2001,Upper Secondary Level,2nd Quintile,Seldom,0.18372,464,2463,0.16842,0.19901
2001,Upper Secondary Level,2nd Quintile,Never,0.71331,1743,2463,0.69544,0.73117
2001,Upper Secondary Level,3rd Quintile,At least once per week,0.06225,167,2610,0.05298,0.07152
2001,Upper Secondary Level,3rd Quintile,At least once per month,0.04624,119,2610,0.03818,0.05429
2001,Upper Secondary Level,3rd Quintile,Seldom,0.23093,628,2610,0.21476,0.24710
2001,Upper Secondary Level,3rd Quintile,Never,0.66058,1696,2610,0.64241,0.67875
2001,Upper Secondary Level,4th Quintile,At least once per week,0.08088,198,2464,0.07011,0.09165
2001,Upper Secondary Level,4th Quintile,At least once per month,0.06340,148,2464,0.05378,0.07302
2001,Upper Secondary Level,4th Quintile,Seldom,0.25061,613,2464,0.23349,0.26772
2001,Upper Secondary Level,4th Quintile,Never,0.60511,1505,2464,0.58580,0.62442
2001,Upper Secondary Level,5th Quintile,At least once per week,0.08310,166,1916,0.07074,0.09546
2001,Upper Secondary Level,5th Quintile,At least once per month,0.06178,124,1916,0.05100,0.07257
2001,Upper Secondary Level,5th Quintile,Seldom,0.27060,528,1916,0.25070,0.29049
2001,Upper Secondary Level,5th Quintile,Never,0.58452,1098,1916,0.56245,0.60659
2001,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.28732,43,132,0.20983,0.36481
2001,Post-secondary Non-tertiary Level,1st Quintile,Never,0.52120,89,132,0.43565,0.60674
2001,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.28528,54,163,0.21574,0.35481
2001,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.55051,109,163,0.47390,0.62711
2001,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.25526,56,162,0.18791,0.32261
2001,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.52235,106,162,0.44519,0.59950
2001,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.25480,59,179,0.19079,0.31882
2001,Post-secondary Non-tertiary Level,4th Quintile,Never,0.52722,120,179,0.45388,0.60057
2001,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.32844,84,224,0.26680,0.39009
2001,Post-secondary Non-tertiary Level,5th Quintile,Never,0.48466,140,224,0.41906,0.55025
2001,First Stage of Tertiary Education,1st Quintile,Seldom,0.20726,32,128,0.13676,0.27776
2001,First Stage of Tertiary Education,1st Quintile,Never,0.64450,96,128,0.56124,0.72775
2001,First Stage of Tertiary Education,2nd Quintile,Seldom,0.22488,66,256,0.17363,0.27612
2001,First Stage of Tertiary Education,2nd Quintile,Never,0.64553,190,256,0.58682,0.70424
2001,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.07118,32,376,0.04515,0.09720
2001,First Stage of Tertiary Education,3rd Quintile,Seldom,0.23653,96,376,0.19351,0.27954
2001,First Stage of Tertiary Education,3rd Quintile,Never,0.61764,248,376,0.56845,0.66682
2001,First Stage of Tertiary Education,4th Quintile,At least once per week,0.09210,40,421,0.06444,0.11976
2001,First Stage of Tertiary Education,4th Quintile,At least once per month,0.07686,32,421,0.05138,0.10233
2001,First Stage of Tertiary Education,4th Quintile,Seldom,0.24903,119,421,0.20767,0.29039
2001,First Stage of Tertiary Education,4th Quintile,Never,0.58201,230,421,0.53484,0.62919
2001,First Stage of Tertiary Education,5th Quintile,At least once per week,0.10458,40,360,0.07292,0.13623
2001,First Stage of Tertiary Education,5th Quintile,Seldom,0.28311,115,360,0.23651,0.32972
2001,First Stage of Tertiary Education,5th Quintile,Never,0.53075,205,360,0.47913,0.58238
2001,Second Stage of Tertiary Education,1st Quintile,Seldom,0.26999,69,183,0.20549,0.33449
2001,Second Stage of Tertiary Education,1st Quintile,Never,0.45890,114,183,0.38650,0.53129
2001,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.13963,49,356,0.10357,0.17569
2001,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.11171,33,356,0.07894,0.14448
2001,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.27748,102,356,0.23091,0.32406
2001,Second Stage of Tertiary Education,2nd Quintile,Never,0.47118,172,356,0.41925,0.52310
2001,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.12951,66,545,0.10130,0.15773
2001,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.07505,43,545,0.05291,0.09719
2001,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.27533,154,545,0.23780,0.31287
2001,Second Stage of Tertiary Education,3rd Quintile,Never,0.52010,282,545,0.47812,0.56208
2001,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.15403,126,843,0.12965,0.17842
2001,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.10688,85,843,0.08601,0.12775
2001,Second Stage of Tertiary Education,4th Quintile,Seldom,0.30114,251,843,0.27015,0.33212
2001,Second Stage of Tertiary Education,4th Quintile,Never,0.43795,381,843,0.40444,0.47146
2001,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.14651,214,1531,0.12879,0.16422
2001,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.10238,152,1531,0.08719,0.11757
2001,Second Stage of Tertiary Education,5th Quintile,Seldom,0.31253,494,1531,0.28931,0.33576
2001,Second Stage of Tertiary Education,5th Quintile,Never,0.43858,671,1531,0.41372,0.46345
2003,No answer / don't know,1st Quintile,Never,0.73688,53,53,0.61719,0.85656
2003,Pre-primary Level,1st Quintile,Never,0.41441,43,43,0.26543,0.56340
2003,Pre-primary Level,2nd Quintile,Never,0.52892,44,44,0.37972,0.67811
2003,Pre-primary Level,3rd Quintile,At least once per week,0.38741,42,75,0.27641,0.49840
2003,Pre-primary Level,3rd Quintile,Never,0.24035,33,75,0.14299,0.33771
2003,Pre-primary Level,4th Quintile,At least once per week,0.46602,64,95,0.36518,0.56687
2003,Pre-primary Level,4th Quintile,Never,0.25427,31,95,0.16624,0.34230
2003,Pre-primary Level,5th Quintile,At least once per week,0.48137,88,124,0.39307,0.56967
2003,Pre-primary Level,5th Quintile,Never,0.18790,36,124,0.11887,0.25694
2003,Primary Level,1st Quintile,Never,0.88616,114,114,0.82760,0.94472
2003,Primary Level,2nd Quintile,Never,0.86086,60,60,0.77255,0.94917
