year,pli0093_h,pgisced97,sampreg,proportion,n,lower_confidence,upper_confidence
1990,At least once per week,middle vocational,West,0.49951314508276534,18165,0.4922419102866534,0.5067843798788774
1990,At least once per week,general elementary,West,0.17526777020447906,18165,0.16973877918697533,0.1807967612219828
1990,At least once per week,higher education,West,0.1596884128529698,18165,0.1543612588925221,0.1650155668134175
1990,At least once per week,higher vocational,West,0.07692307692307693,18165,0.07304795259355167,0.08079820125260219
1990,At least once per week,vocational + Abi,West,0.044790652385589096,18165,0.041782628045031384,0.04779867672614681
1990,At least once per week,in school,West,0.028237585199610515,18165,0.02582861073611679,0.03064655966310424
1990,At least once per week,inadequately,West,0.01557935735150925,18165,0.013778399720608075,0.017380314982410425
1990,At least once per month,middle vocational,West,0.5389105058365758,18165,0.5316613187390354,0.5461596929341163
1990,At least once per month,general elementary,West,0.1828793774319066,18165,0.17725772717278124,0.18850102769103197
1990,At least once per month,higher education,West,0.1303501945525292,18165,0.12545391265117226,0.13524647645388613
1990,At least once per month,higher vocational,West,0.07684824902723736,18165,0.072974852958315,0.08072164509615971
1990,At least once per month,vocational + Abi,West,0.04377431906614786,18165,0.04079903613066173,0.046749602001633986
1990,At least once per month,inadequately,West,0.017509727626459144,18165,0.0156023257961461,0.019417129456772188
1990,At least once per month,in school,West,0.009727626459143969,18165,0.008300313711470424,0.011154939206817514
1990,Seldom,middle vocational,West,0.5600322320709106,18165,0.5528135932559483,0.5672508708858729
1990,Seldom,general elementary,West,0.19621273166800968,18165,0.19043745859687086,0.2019880047391485
1990,Seldom,higher education,West,0.09548751007252215,18165,0.09121366338716552,0.09976135675787878
1990,Seldom,higher vocational,West,0.07453666398066076,18165,0.07071719528509034,0.07835613267623119
1990,Seldom,vocational + Abi,West,0.033440773569701855,18165,0.030826260824494536,0.036055286314909174
1990,Seldom,inadequately,West,0.029814665592264304,18165,0.027341343400190163,0.032287987784338446
1990,Seldom,in school,West,0.010475423045930701,18165,0.008994824057550668,0.011956022034310735
1990,Never,middle vocational,West,0.45272206303724927,18165,0.4454834031687284,0.4599607229057701
1990,Never,general elementary,West,0.3350231430460657,18165,0.3281591151469585,0.34188717094517285
1990,Never,inadequately,West,0.1104253912276835,18165,0.10586749920228576,0.11498328325308123
1990,Never,higher vocational,West,0.03724928366762178,18165,0.03449534503679753,0.04000322229844603
1990,Never,higher education,West,0.03482477407978841,18165,0.03215861777191704,0.03749093038765978
1990,Never,vocational + Abi,West,0.025126735728454926,18165,0.022850692604446166,0.027402778852463686
1990,Never,in school,West,0.0046286092131364335,18165,0.0036415204568444777,0.005615697969428389
1995,At least once per week,middle vocational,West,0.39430284857571213,17246,0.3870090359325641,0.4015966612188602
1995,At least once per week,higher education,West,0.14842578710644677,17246,0.14311965801379564,0.1537319161990979
1995,At least once per week,general elementary,West,0.1191904047976012,17246,0.11435454672418963,0.12402626287101276
1995,At least once per week,middle vocational,East,0.08170914542728636,17246,0.07762089637998552,0.08579739447458719
1995,At least once per week,higher education,East,0.0727136431784108,17246,0.06883815186455391,0.07658913449226767
1995,At least once per week,higher vocational,West,0.05547226386806597,17246,0.05205595456723307,0.05888857316889887
1995,At least once per week,vocational + Abi,West,0.047976011994003,17246,0.044786326242642366,0.05116569774536363
1995,At least once per week,in school,West,0.026986506746626688,17246,0.02456801478916086,0.029404998704092515
1995,At least once per week,general elementary,East,0.017241379310344827,17246,0.015298609640422024,0.01918414898026763
1995,At least once per week,in school,East,0.012743628185907047,17246,0.011069559013416332,0.014417697358397761
1995,At least once per week,higher vocational,East,0.01199400299850075,17246,0.010369300877794039,0.01361870511920746
1995,At least once per week,inadequately,West,0.0074962518740629685,17246,0.0062088917775636535,0.008783611970562284
1995,At least once per week,vocational + Abi,East,0.0037481259370314842,17246,0.0028361076562876753,0.004660144217775293
1995,At least once per month,middle vocational,West,0.3798670465337132,17246,0.3726231857439058,0.38711090732352066
1995,At least once per month,higher education,West,0.13770180436847104,17246,0.1325588764828409,0.1428447322541012
1995,At least once per month,middle vocational,East,0.1168091168091168,17246,0.11201534298910139,0.12160289062913222
1995,At least once per month,general elementary,West,0.11301044634377967,17246,0.10828513500771951,0.11773575767983983
1995,At least once per month,higher education,East,0.08736942070275404,17246,0.08315498806303821,0.09158385334246986
1995,At least once per month,higher vocational,West,0.06457739791073125,17246,0.06090917194354781,0.06824562387791469
1995,At least once per month,vocational + Abi,West,0.03513770180436847,17246,0.032389610073592597,0.03788579353514434
1995,At least once per month,general elementary,East,0.022792022792022793,17246,0.020564629961012673,0.025019415623032913
1995,At least once per month,higher vocational,East,0.016144349477682812,17246,0.014263353583048522,0.018025345372317102
1995,At least once per month,inadequately,West,0.010446343779677113,17246,0.008928896150826295,0.011963791408527932
1995,At least once per month,in school,West,0.008547008547008548,17246,0.007173108895599785,0.009920908198417311
1995,At least once per month,vocational + Abi,East,0.004748338081671415,17246,0.003722333848136933,0.005774342315205896
1995,At least once per month,in school,East,0.002849002849002849,17246,0.0020535054093563775,0.0036445002886493208
1995,Seldom,middle vocational,West,0.3829613500272183,17246,0.37570621437074003,0.3902164856836966
1995,Seldom,middle vocational,East,0.1752857920522591,17246,0.16961116954280459,0.18096041456171363
1995,Seldom,general elementary,West,0.1050626020685901,17246,0.10048611451815832,0.10963908961902187
1995,Seldom,higher education,East,0.09608056614044638,17246,0.09168216820145023,0.10047896407944254
1995,Seldom,higher education,West,0.08083832335329341,17246,0.07676999044668478,0.08490665625990204
1995,Seldom,higher vocational,West,0.05362003266194883,17246,0.05025795154908988,0.056982113774807774
1995,Seldom,vocational + Abi,West,0.035655960805661406,17246,0.03288842051298685,0.03842350109833596
1995,Seldom,higher vocational,East,0.019869352204681546,17246,0.017786561075754857,0.021952143333608235
1995,Seldom,general elementary,East,0.017419706042460535,17246,0.015467092412821293,0.019372319672099778
1995,Seldom,inadequately,West,0.015786608600979857,17246,0.013926231710065068,0.017646985491894644
1995,Seldom,vocational + Abi,East,0.008709853021230268,17246,0.007323040709985839,0.010096665332474697
1995,Seldom,in school,East,0.004354926510615134,17246,0.0033721504467874083,0.005337702574442859
1995,Seldom,in school,West,0.004082743603701687,17246,0.003131044713708812,0.005034442493694563
1995,Seldom,inadequately,East,0.00027218290691344586,17246,2.5985659700885407e-05,0.0005183801541260064
1995,Never,middle vocational,West,0.34674271990393274,17246,0.33963946032911163,0.35384597947875385
1995,Never,general elementary,West,0.20909636745722004,17246,0.20302695139567828,0.2151657835187618
1995,Never,middle vocational,East,0.17352146502551785,17246,0.16786943744165606,0.17917349260937965
1995,Never,inadequately,West,0.0655959171419994,17246,0.0619008898671495,0.0692909444168493
1995,Never,higher education,East,0.04368057640348244,17246,0.04063017108724808,0.0467309817197168
1995,Never,higher education,West,0.04142900030021015,17246,0.038454758655353714,0.044403241945066584
1995,Never,general elementary,East,0.036475532873011106,17246,0.03367755628154728,0.03927350946447493
1995,Never,higher vocational,West,0.02761933353347343,17246,0.025173445144059562,0.0300652219228873
