year,pli0093_h,pgisced97,proportion,n,lower_confidence,upper_confidence
1990,At least once per week,middle vocational,0.49951314508276534,18165,0.4922419102866534,0.5067843798788774
1990,At least once per week,general elementary,0.17526777020447906,18165,0.16973877918697533,0.1807967612219828
1990,At least once per week,higher education,0.1596884128529698,18165,0.1543612588925221,0.1650155668134175
1990,At least once per week,higher vocational,0.07692307692307693,18165,0.07304795259355167,0.08079820125260219
1990,At least once per week,vocational + Abi,0.044790652385589096,18165,0.041782628045031384,0.04779867672614681
1990,At least once per week,in school,0.028237585199610515,18165,0.02582861073611679,0.03064655966310424
1990,At least once per week,inadequately,0.01557935735150925,18165,0.013778399720608075,0.017380314982410425
1990,At least once per month,middle vocational,0.5389105058365758,18165,0.5316613187390354,0.5461596929341163
1990,At least once per month,general elementary,0.1828793774319066,18165,0.17725772717278124,0.18850102769103197
1990,At least once per month,higher education,0.1303501945525292,18165,0.12545391265117226,0.13524647645388613
1990,At least once per month,higher vocational,0.07684824902723736,18165,0.072974852958315,0.08072164509615971
1990,At least once per month,vocational + Abi,0.04377431906614786,18165,0.04079903613066173,0.046749602001633986
1990,At least once per month,inadequately,0.017509727626459144,18165,0.0156023257961461,0.019417129456772188
1990,At least once per month,in school,0.009727626459143969,18165,0.008300313711470424,0.011154939206817514
1990,Seldom,middle vocational,0.5600322320709106,18165,0.5528135932559483,0.5672508708858729
1990,Seldom,general elementary,0.19621273166800968,18165,0.19043745859687086,0.2019880047391485
1990,Seldom,higher education,0.09548751007252215,18165,0.09121366338716552,0.09976135675787878
1990,Seldom,higher vocational,0.07453666398066076,18165,0.07071719528509034,0.07835613267623119
1990,Seldom,vocational + Abi,0.033440773569701855,18165,0.030826260824494536,0.036055286314909174
1990,Seldom,inadequately,0.029814665592264304,18165,0.027341343400190163,0.032287987784338446
1990,Seldom,in school,0.010475423045930701,18165,0.008994824057550668,0.011956022034310735
1990,Never,middle vocational,0.45272206303724927,18165,0.4454834031687284,0.4599607229057701
1990,Never,general elementary,0.3350231430460657,18165,0.3281591151469585,0.34188717094517285
1990,Never,inadequately,0.1104253912276835,18165,0.10586749920228576,0.11498328325308123
1990,Never,higher vocational,0.03724928366762178,18165,0.03449534503679753,0.04000322229844603
1990,Never,higher education,0.03482477407978841,18165,0.03215861777191704,0.03749093038765978
1990,Never,vocational + Abi,0.025126735728454926,18165,0.022850692604446166,0.027402778852463686
1990,Never,in school,0.0046286092131364335,18165,0.0036415204568444777,0.005615697969428389
