"pli0093_h","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","2006","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Woche","2006","AkademikerIn","maennlich","","","",""
"Min 1x pro Woche","2006","AkademikerIn","weiblich","","","",""
"Min 1x pro Monat","2006","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Monat","2006","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Monat","2006","Hauptschule","maennlich","","","",""
"Min 1x pro Monat","2006","Hauptschule","weiblich","","","",""
"Min 1x pro Monat","2006","Realschule","maennlich","","","",""
"Min 1x pro Monat","2006","Realschule","weiblich","","","",""
"Min 1x pro Monat","2006","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Monat","2006","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Monat","2006","AkademikerIn","maennlich","","","",""
"Min 1x pro Monat","2006","AkademikerIn","weiblich","","","",""
"Seltener","2006","(noch) kein Abschluss","maennlich","","","",""
"Seltener","2006","(noch) kein Abschluss","weiblich","","","",""
"Seltener","2006","Hauptschule","maennlich","","","",""
"Seltener","2006","Hauptschule","weiblich","","","",""
"Seltener","2006","Realschule","maennlich","","","",""
"Seltener","2006","Realschule","weiblich","","","",""
"Seltener","2006","(Fach-)Abitur","maennlich","","","",""
"Seltener","2006","(Fach-)Abitur","weiblich","","","",""
"Seltener","2006","AkademikerIn","maennlich","","","",""
"Seltener","2006","AkademikerIn","weiblich","","","",""
"Nie","2006","(noch) kein Abschluss","maennlich","","","",""
"Nie","2006","(noch) kein Abschluss","weiblich","","","",""
"Nie","2006","Hauptschule","maennlich","","","",""
"Nie","2006","Hauptschule","weiblich","","","",""
"Nie","2006","Realschule","maennlich","","","",""
"Nie","2006","Realschule","weiblich","","","",""
"Nie","2006","(Fach-)Abitur","maennlich","","","",""
"Nie","2006","(Fach-)Abitur","weiblich","","","",""
"Nie","2006","AkademikerIn","maennlich","","","",""
"Nie","2006","AkademikerIn","weiblich","","","",""
"Taeglich","2007","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","2007","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","2007","Hauptschule","maennlich","","","",""
"Taeglich","2007","Hauptschule","weiblich","","","",""
"Taeglich","2007","Realschule","maennlich","","","",""
"Taeglich","2007","Realschule","weiblich","","","",""
"Taeglich","2007","(Fach-)Abitur","maennlich","","","",""
"Taeglich","2007","(Fach-)Abitur","weiblich","","","",""
"Taeglich","2007","AkademikerIn","maennlich","","","",""
"Taeglich","2007","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","maennlich","43","0.106029148453376","0.0671592070637207","0.144899089843032"
"Min 1x pro Woche","2007","(noch) kein Abschluss","weiblich","76","0.196159895917846","0.151884872729413","0.240434919106278"
"Min 1x pro Woche","2007","Hauptschule","maennlich","190","","",""
"Min 1x pro Woche","2007","Hauptschule","weiblich","240","","",""
"Min 1x pro Woche","2007","Realschule","maennlich","161","","",""
"Min 1x pro Woche","2007","Realschule","weiblich","334","0.0981010272890664","0.0876233905156754","0.108578664062457"
"Min 1x pro Woche","2007","(Fach-)Abitur","maennlich","132","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","weiblich","217","","",""
"Min 1x pro Woche","2007","AkademikerIn","maennlich","332","0.135215375846937","0.121508915233828","0.148921836460045"
"Min 1x pro Woche","2007","AkademikerIn","weiblich","369","0.194686558729659","0.177197127295442","0.212175990163876"
"Min 1x pro Monat","2007","(noch) kein Abschluss","maennlich","17","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","weiblich","29","","",""
"Min 1x pro Monat","2007","Hauptschule","maennlich","143","","",""
"Min 1x pro Monat","2007","Hauptschule","weiblich","192","","",""
"Min 1x pro Monat","2007","Realschule","maennlich","115","","",""
"Min 1x pro Monat","2007","Realschule","weiblich","265","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","maennlich","92","0.0851292918218493","0.0682008411102708","0.102057742533428"
"Min 1x pro Monat","2007","(Fach-)Abitur","weiblich","170","","",""
"Min 1x pro Monat","2007","AkademikerIn","maennlich","286","","",""
"Min 1x pro Monat","2007","AkademikerIn","weiblich","265","","",""
"Seltener","2007","(noch) kein Abschluss","maennlich","43","0.161732164946469","0.11524541642113","0.208218913471809"
"Seltener","2007","(noch) kein Abschluss","weiblich","58","0.156109839526708","0.115640422198849","0.196579256854567"
"Seltener","2007","Hauptschule","maennlich","692","0.190893530397156","0.177908681521518","0.203878379272795"
"Seltener","2007","Hauptschule","weiblich","717","0.191438678827753","0.178824532417476","0.204052825238029"
"Seltener","2007","Realschule","maennlich","637","0.281650010028696","0.263084890553935","0.300215129503457"
"Seltener","2007","Realschule","weiblich","938","0.295524993081115","0.279452712039348","0.311597274122882"
"Seltener","2007","(Fach-)Abitur","maennlich","296","","",""
"Seltener","2007","(Fach-)Abitur","weiblich","387","0.279853837808968","0.255469073756028","0.304238601861908"
"Seltener","2007","AkademikerIn","maennlich","769","0.324226225972524","0.305464057118501","0.342988394826546"
"Seltener","2007","AkademikerIn","weiblich","671","0.32740507848718","0.306677683159205","0.348132473815156"
"Nie","2007","(noch) kein Abschluss","maennlich","138","","",""
"Nie","2007","(noch) kein Abschluss","weiblich","146","","",""
"Nie","2007","Hauptschule","maennlich","2494","","",""
"Nie","2007","Hauptschule","weiblich","2588","","",""
"Nie","2007","Realschule","maennlich","1342","","",""
"Nie","2007","Realschule","weiblich","1559","","",""
"Nie","2007","(Fach-)Abitur","maennlich","524","0.504902984893669","0.474574761891297","0.535231207896042"
"Nie","2007","(Fach-)Abitur","weiblich","528","0.441825417040105","0.414850943631008","0.468799890449203"
"Nie","2007","AkademikerIn","maennlich","1004","","",""
"Nie","2007","AkademikerIn","weiblich","664","0.34795810262918","0.326919036377171","0.36899716888119"
"Taeglich","2008","(noch) kein Abschluss","maennlich","31","0.0776630471958226","0.0444865825879702","0.110839511803675"
"Taeglich","2008","(noch) kein Abschluss","weiblich","24","","",""
"Taeglich","2008","Hauptschule","maennlich","46","0.0148538287242142","0.0107089580322267","0.0189986994162016"
"Taeglich","2008","Hauptschule","weiblich","40","0.0121377288305522","0.00850847628843916","0.0157669813726652"
"Taeglich","2008","Realschule","maennlich","37","0.0172283069826626","0.0117345167354652","0.02272209722986"
"Taeglich","2008","Realschule","weiblich","47","0.016147342037901","0.0115951455912634","0.0206995384845387"
"Taeglich","2008","(Fach-)Abitur","maennlich","45","0.0472902170599174","0.0338980641172349","0.0606823700026"
"Taeglich","2008","(Fach-)Abitur","weiblich","48","0.0350376010462512","0.024642750867473","0.0454324512250295"
"Taeglich","2008","AkademikerIn","maennlich","83","0.0378605257869768","0.0300383540683987","0.0456826975055549"
"Taeglich","2008","AkademikerIn","weiblich","108","","",""
"Min 1x pro Woche","2008","(noch) kein Abschluss","maennlich","47","0.166803678840257","0.120591699457389","0.213015658223126"
"Min 1x pro Woche","2008","(noch) kein Abschluss","weiblich","53","0.13678451635921","0.0974392616342677","0.176129771084151"
"Min 1x pro Woche","2008","Hauptschule","maennlich","191","","",""
"Min 1x pro Woche","2008","Hauptschule","weiblich","203","","",""
"Min 1x pro Woche","2008","Realschule","maennlich","178","","",""
"Min 1x pro Woche","2008","Realschule","weiblich","348","0.110489119671616","0.0991666587495366","0.121811580593696"
"Min 1x pro Woche","2008","(Fach-)Abitur","maennlich","122","","",""
"Min 1x pro Woche","2008","(Fach-)Abitur","weiblich","215","","",""
"Min 1x pro Woche","2008","AkademikerIn","maennlich","343","0.148423723635722","0.133853089703949","0.162994357567494"
"Min 1x pro Woche","2008","AkademikerIn","weiblich","325","0.175768904623093","0.158631738588094","0.192906070658092"
"Min 1x pro Monat","2008","(noch) kein Abschluss","maennlich","19","","",""
"Min 1x pro Monat","2008","(noch) kein Abschluss","weiblich","38","0.10416749919438","0.0691895931279633","0.139145405260796"
"Min 1x pro Monat","2008","Hauptschule","maennlich","148","","",""
"Min 1x pro Monat","2008","Hauptschule","weiblich","205","","",""
"Min 1x pro Monat","2008","Realschule","maennlich","147","","",""
"Min 1x pro Monat","2008","Realschule","weiblich","326","0.110369415782493","0.0990523284897328","0.121686503075252"
"Min 1x pro Monat","2008","(Fach-)Abitur","maennlich","88","0.0927993119501756","0.0744926779909414","0.11110594590941"
"Min 1x pro Monat","2008","(Fach-)Abitur","weiblich","163","","",""
"Min 1x pro Monat","2008","AkademikerIn","maennlich","253","","",""
"Min 1x pro Monat","2008","AkademikerIn","weiblich","312","0.159109040698091","0.142640286251776","0.175577795144406"
"Seltener","2008","(noch) kein Abschluss","maennlich","34","0.109718672382707","0.0709766764652842","0.148460668300129"
"Seltener","2008","(noch) kein Abschluss","weiblich","58","0.200831229635706","0.154959073197521","0.246703386073891"
"Seltener","2008","Hauptschule","maennlich","665","0.19332838026868","0.179797138973192","0.206859621564169"
"Seltener","2008","Hauptschule","weiblich","722","0.211056435892786","0.19753189461612","0.224580977169452"
"Seltener","2008","Realschule","maennlich","560","0.255947082112748","0.237522338328091","0.274371825897404"
"Seltener","2008","Realschule","weiblich","875","0.303157927815924","0.28655796603439","0.319757889597458"
"Seltener","2008","(Fach-)Abitur","maennlich","247","","",""
"Seltener","2008","(Fach-)Abitur","weiblich","364","0.298291923711668","0.272427974297686","0.324155873125651"
"Seltener","2008","AkademikerIn","maennlich","695","0.292350826354346","0.273709527308124","0.310992125400568"
"Seltener","2008","AkademikerIn","weiblich","600","0.316569632781701","0.29562729085054","0.337511974712862"
"Nie","2008","(noch) kein Abschluss","maennlich","119","","",""
"Nie","2008","(noch) kein Abschluss","weiblich","120","","",""
"Nie","2008","Hauptschule","maennlich","2222","","",""
"Nie","2008","Hauptschule","weiblich","2327","","",""
"Nie","2008","Realschule","maennlich","1233","","",""
"Nie","2008","Realschule","weiblich","1349","","",""
"Nie","2008","(Fach-)Abitur","maennlich","463","0.463745152454909","0.432281456160774","0.495208848749044"
"Nie","2008","(Fach-)Abitur","weiblich","412","0.36239680817292","0.33522220064918","0.389571415696661"
"Nie","2008","AkademikerIn","maennlich","913","0.409907943472701","0.389751307146483","0.43006457979892"
"Nie","2008","AkademikerIn","weiblich","550","0.29149580779337","0.271034619468313","0.311956996118428"
"Taeglich","2009","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","2009","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","2009","Hauptschule","maennlich","","","",""
"Taeglich","2009","Hauptschule","weiblich","","","",""
"Taeglich","2009","Realschule","maennlich","","","",""
"Taeglich","2009","Realschule","weiblich","","","",""
"Taeglich","2009","(Fach-)Abitur","maennlich","","","",""
"Taeglich","2009","(Fach-)Abitur","weiblich","","","",""
"Taeglich","2009","AkademikerIn","maennlich","","","",""
"Taeglich","2009","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","2009","(noch) kein Abschluss","maennlich","53","0.142203743029705","0.0983808782054497","0.18602660785396"
"Min 1x pro Woche","2009","(noch) kein Abschluss","weiblich","59","0.199192308327042","0.148128340238043","0.250256276416041"
"Min 1x pro Woche","2009","Hauptschule","maennlich","164","","",""
"Min 1x pro Woche","2009","Hauptschule","weiblich","213","","",""
"Min 1x pro Woche","2009","Realschule","maennlich","164","","",""
"Min 1x pro Woche","2009","Realschule","weiblich","288","","",""
"Min 1x pro Woche","2009","(Fach-)Abitur","maennlich","129","","",""
"Min 1x pro Woche","2009","(Fach-)Abitur","weiblich","159","","",""
"Min 1x pro Woche","2009","AkademikerIn","maennlich","319","0.136896755159267","0.12244414861538","0.151349361703154"
"Min 1x pro Woche","2009","AkademikerIn","weiblich","366","0.203400471755496","0.184952983664436","0.221847959846557"
"Min 1x pro Monat","2009","(noch) kein Abschluss","maennlich","20","","",""
"Min 1x pro Monat","2009","(noch) kein Abschluss","weiblich","32","0.101629771968694","0.0629973166532254","0.140262227284162"
"Min 1x pro Monat","2009","Hauptschule","maennlich","127","","",""
"Min 1x pro Monat","2009","Hauptschule","weiblich","141","","",""
"Min 1x pro Monat","2009","Realschule","maennlich","116","","",""
"Min 1x pro Monat","2009","Realschule","weiblich","246","","",""
"Min 1x pro Monat","2009","(Fach-)Abitur","maennlich","67","0.0796471514953712","0.0617791449455412","0.0975151580452011"
"Min 1x pro Monat","2009","(Fach-)Abitur","weiblich","152","","",""
"Min 1x pro Monat","2009","AkademikerIn","maennlich","226","","",""
"Min 1x pro Monat","2009","AkademikerIn","weiblich","208","","",""
"Seltener","2009","(noch) kein Abschluss","maennlich","54","0.160934544704393","0.114826602895745","0.207042486513041"
"Seltener","2009","(noch) kein Abschluss","weiblich","43","0.202845956126562","0.151433486759673","0.254258425493451"
"Seltener","2009","Hauptschule","maennlich","634","0.207491151134076","0.192939130078725","0.222043172189426"
"Seltener","2009","Hauptschule","weiblich","694","0.220994188822319","0.206548184281835","0.235440193362803"
"Seltener","2009","Realschule","maennlich","568","0.289793658039579","0.269901263668988","0.30968605241017"
"Seltener","2009","Realschule","weiblich","847","0.295375264371846","0.27834909441617","0.312401434327521"
"Seltener","2009","(Fach-)Abitur","maennlich","265","","",""
"Seltener","2009","(Fach-)Abitur","weiblich","357","0.291969954297666","0.265222557138003","0.31871735145733"
"Seltener","2009","AkademikerIn","maennlich","711","0.349673321688117","0.329623280800186","0.369723362576048"
"Seltener","2009","AkademikerIn","weiblich","640","0.345824747164831","0.324026763248898","0.367622731080763"
"Nie","2009","(noch) kein Abschluss","maennlich","117","","",""
"Nie","2009","(noch) kein Abschluss","weiblich","101","","",""
"Nie","2009","Hauptschule","maennlich","2058","","",""
"Nie","2009","Hauptschule","weiblich","2121","","",""
"Nie","2009","Realschule","maennlich","1150","","",""
"Nie","2009","Realschule","weiblich","1377","","",""
"Nie","2009","(Fach-)Abitur","maennlich","421","0.450526589277572","0.417690808091806","0.483362370463338"
"Nie","2009","(Fach-)Abitur","weiblich","442","0.431656041632109","0.402517947807","0.460794135457218"
"Nie","2009","AkademikerIn","maennlich","917","0.401794877373768","0.381181673936343","0.422408080811194"
"Nie","2009","AkademikerIn","weiblich","615","0.334299312784026","0.312679671548417","0.355918954019634"
"Taeglich","2010","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","2010","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","2010","Hauptschule","maennlich","","","",""
"Taeglich","2010","Hauptschule","weiblich","","","",""
"Taeglich","2010","Realschule","maennlich","","","",""
"Taeglich","2010","Realschule","weiblich","","","",""
"Taeglich","2010","(Fach-)Abitur","maennlich","","","",""
"Taeglich","2010","(Fach-)Abitur","weiblich","","","",""
"Taeglich","2010","AkademikerIn","maennlich","","","",""
"Taeglich","2010","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","2010","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Woche","2010","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Woche","2010","Hauptschule","maennlich","","","",""
"Min 1x pro Woche","2010","Hauptschule","weiblich","","","",""
"Min 1x pro Woche","2010","Realschule","maennlich","","","",""
"Min 1x pro Woche","2010","Realschule","weiblich","","","",""
"Min 1x pro Woche","2010","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Woche","2010","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Woche","2010","AkademikerIn","maennlich","","","",""
"Min 1x pro Woche","2010","AkademikerIn","weiblich","","","",""
"Min 1x pro Monat","2010","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Monat","2010","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Monat","2010","Hauptschule","maennlich","","","",""
"Min 1x pro Monat","2010","Hauptschule","weiblich","","","",""
"Min 1x pro Monat","2010","Realschule","maennlich","","","",""
"Min 1x pro Monat","2010","Realschule","weiblich","","","",""
"Min 1x pro Monat","2010","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Monat","2010","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Monat","2010","AkademikerIn","maennlich","","","",""
"Min 1x pro Monat","2010","AkademikerIn","weiblich","","","",""
"Seltener","2010","(noch) kein Abschluss","maennlich","","","",""
"Seltener","2010","(noch) kein Abschluss","weiblich","","","",""
"Seltener","2010","Hauptschule","maennlich","","","",""
"Seltener","2010","Hauptschule","weiblich","","","",""
"Seltener","2010","Realschule","maennlich","","","",""
"Seltener","2010","Realschule","weiblich","","","",""
"Seltener","2010","(Fach-)Abitur","maennlich","","","",""
"Seltener","2010","(Fach-)Abitur","weiblich","","","",""
"Seltener","2010","AkademikerIn","maennlich","","","",""
"Seltener","2010","AkademikerIn","weiblich","","","",""
"Nie","2010","(noch) kein Abschluss","maennlich","","","",""
"Nie","2010","(noch) kein Abschluss","weiblich","","","",""
"Nie","2010","Hauptschule","maennlich","","","",""
"Nie","2010","Hauptschule","weiblich","","","",""
"Nie","2010","Realschule","maennlich","","","",""
"Nie","2010","Realschule","weiblich","","","",""
"Nie","2010","(Fach-)Abitur","maennlich","","","",""
"Nie","2010","(Fach-)Abitur","weiblich","","","",""
"Nie","2010","AkademikerIn","maennlich","","","",""
"Nie","2010","AkademikerIn","weiblich","","","",""
"Taeglich","2011","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","2011","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","2011","Hauptschule","maennlich","","","",""
"Taeglich","2011","Hauptschule","weiblich","","","",""
"Taeglich","2011","Realschule","maennlich","","","",""
"Taeglich","2011","Realschule","weiblich","","","",""
"Taeglich","2011","(Fach-)Abitur","maennlich","","","",""
"Taeglich","2011","(Fach-)Abitur","weiblich","","","",""
"Taeglich","2011","AkademikerIn","maennlich","","","",""
"Taeglich","2011","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","2011","(noch) kein Abschluss","maennlich","70","0.136145975084743","0.103230309038895","0.169061641130591"
"Min 1x pro Woche","2011","(noch) kein Abschluss","weiblich","110","","",""
"Min 1x pro Woche","2011","Hauptschule","maennlich","235","","",""
"Min 1x pro Woche","2011","Hauptschule","weiblich","312","0.0707220523832022","0.063332988493727","0.0781111162726773"
"Min 1x pro Woche","2011","Realschule","maennlich","263","","",""
"Min 1x pro Woche","2011","Realschule","weiblich","568","0.121248725779542","0.112058462319349","0.130438989239735"
"Min 1x pro Woche","2011","(Fach-)Abitur","maennlich","242","","",""
"Min 1x pro Woche","2011","(Fach-)Abitur","weiblich","387","0.182382793265318","0.16616148718046","0.198604099350176"
"Min 1x pro Woche","2011","AkademikerIn","maennlich","508","0.152566214104401","0.140096321672358","0.165036106536445"
"Min 1x pro Woche","2011","AkademikerIn","weiblich","632","0.211859649798846","0.197225227471767","0.226494072125924"
"Min 1x pro Monat","2011","(noch) kein Abschluss","maennlich","24","","",""
"Min 1x pro Monat","2011","(noch) kein Abschluss","weiblich","54","0.112759470089816","0.0844634945277596","0.141055445651871"
"Min 1x pro Monat","2011","Hauptschule","maennlich","163","","",""
"Min 1x pro Monat","2011","Hauptschule","weiblich","199","","",""
"Min 1x pro Monat","2011","Realschule","maennlich","142","","",""
"Min 1x pro Monat","2011","Realschule","weiblich","383","0.0805765015067111","0.0729131563026142","0.088239846710808"
"Min 1x pro Monat","2011","(Fach-)Abitur","maennlich","102","","",""
"Min 1x pro Monat","2011","(Fach-)Abitur","weiblich","231","","",""
"Min 1x pro Monat","2011","AkademikerIn","maennlich","305","0.105530751399318","0.0948757660352837","0.116185736763353"
"Min 1x pro Monat","2011","AkademikerIn","weiblich","326","0.114061140834746","0.102676471824086","0.125445809845405"
"Seltener","2011","(noch) kein Abschluss","maennlich","68","0.177471012965638","0.14080029747801","0.214141728453266"
"Seltener","2011","(noch) kein Abschluss","weiblich","61","0.104889334891051","0.0774779167859095","0.132300752996192"
"Seltener","2011","Hauptschule","maennlich","770","0.182624274167524","0.170992184689337","0.194256363645711"
"Seltener","2011","Hauptschule","weiblich","868","0.187966000335495","0.176705286159221","0.19922671451177"
"Seltener","2011","Realschule","maennlich","710","0.263639470638053","0.247989810565543","0.279289130710562"
"Seltener","2011","Realschule","weiblich","1237","","",""
"Seltener","2011","(Fach-)Abitur","maennlich","362","0.284551471460348","0.261263316829559","0.307839626091137"
"Seltener","2011","(Fach-)Abitur","weiblich","596","0.279455347578876","0.260605600016331","0.298305095141421"
"Seltener","2011","AkademikerIn","maennlich","908","0.295417626094601","0.279595504261277","0.311239747927924"
"Seltener","2011","AkademikerIn","weiblich","939","0.306558780348506","0.290046335344234","0.323071225352778"
"Nie","2011","(noch) kein Abschluss","maennlich","255","","",""
"Nie","2011","(noch) kein Abschluss","weiblich","255","","",""
"Nie","2011","Hauptschule","maennlich","3070","0.723732669894228","0.710270301557605","0.737195038230851"
"Nie","2011","Hauptschule","weiblich","3245","0.69853943720661","0.685312786153638","0.711766088259581"
"Nie","2011","Realschule","maennlich","1930","","",""
"Nie","2011","Realschule","weiblich","2658","","",""
"Nie","2011","(Fach-)Abitur","maennlich","736","0.443249343151342","0.417609233377075","0.468889452925609"
"Nie","2011","(Fach-)Abitur","weiblich","963","0.43057050092827","0.409770613065922","0.451370388790617"
"Nie","2011","AkademikerIn","maennlich","1473","","",""
"Nie","2011","AkademikerIn","weiblich","1098","","",""
"Taeglich","2012","(noch) kein Abschluss","maennlich","","","",""
"Taeglich","2012","(noch) kein Abschluss","weiblich","","","",""
"Taeglich","2012","Hauptschule","maennlich","","","",""
"Taeglich","2012","Hauptschule","weiblich","","","",""
"Taeglich","2012","Realschule","maennlich","","","",""
"Taeglich","2012","Realschule","weiblich","","","",""
"Taeglich","2012","(Fach-)Abitur","maennlich","","","",""
"Taeglich","2012","(Fach-)Abitur","weiblich","","","",""
"Taeglich","2012","AkademikerIn","maennlich","","","",""
"Taeglich","2012","AkademikerIn","weiblich","","","",""
"Min 1x pro Woche","2012","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Woche","2012","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Woche","2012","Hauptschule","maennlich","","","",""
"Min 1x pro Woche","2012","Hauptschule","weiblich","","","",""
"Min 1x pro Woche","2012","Realschule","maennlich","","","",""
"Min 1x pro Woche","2012","Realschule","weiblich","","","",""
"Min 1x pro Woche","2012","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Woche","2012","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Woche","2012","AkademikerIn","maennlich","","","",""
"Min 1x pro Woche","2012","AkademikerIn","weiblich","","","",""
"Min 1x pro Monat","2012","(noch) kein Abschluss","maennlich","","","",""
"Min 1x pro Monat","2012","(noch) kein Abschluss","weiblich","","","",""
"Min 1x pro Monat","2012","Hauptschule","maennlich","","","",""
"Min 1x pro Monat","2012","Hauptschule","weiblich","","","",""
"Min 1x pro Monat","2012","Realschule","maennlich","","","",""
"Min 1x pro Monat","2012","Realschule","weiblich","","","",""
"Min 1x pro Monat","2012","(Fach-)Abitur","maennlich","","","",""
"Min 1x pro Monat","2012","(Fach-)Abitur","weiblich","","","",""
"Min 1x pro Monat","2012","AkademikerIn","maennlich","","","",""
"Min 1x pro Monat","2012","AkademikerIn","weiblich","","","",""
"Seltener","2012","(noch) kein Abschluss","maennlich","","","",""
"Seltener","2012","(noch) kein Abschluss","weiblich","","","",""
"Seltener","2012","Hauptschule","maennlich","","","",""
"Seltener","2012","Hauptschule","weiblich","","","",""
"Seltener","2012","Realschule","maennlich","","","",""
"Seltener","2012","Realschule","weiblich","","","",""
"Seltener","2012","(Fach-)Abitur","maennlich","","","",""
"Seltener","2012","(Fach-)Abitur","weiblich","","","",""
"Seltener","2012","AkademikerIn","maennlich","","","",""
"Seltener","2012","AkademikerIn","weiblich","","","",""
"Nie","2012","(noch) kein Abschluss","maennlich","","","",""
"Nie","2012","(noch) kein Abschluss","weiblich","","","",""
"Nie","2012","Hauptschule","maennlich","","","",""
"Nie","2012","Hauptschule","weiblich","","","",""
"Nie","2012","Realschule","maennlich","","","",""
"Nie","2012","Realschule","weiblich","","","",""
"Nie","2012","(Fach-)Abitur","maennlich","","","",""
"Nie","2012","(Fach-)Abitur","weiblich","","","",""
"Nie","2012","AkademikerIn","maennlich","","","",""
"Nie","2012","AkademikerIn","weiblich","","","",""
"Taeglich","2013","(noch) kein Abschluss","maennlich","37","0.0724865789658847","0.0462431028138727","0.0987300551178967"
"Taeglich","2013","(noch) kein Abschluss","weiblich","49","0.111095289846312","0.0813584460311174","0.140832133661506"
"Taeglich","2013","Hauptschule","maennlich","91","0.0218402142925389","0.017137003043926","0.0265434255411518"
"Taeglich","2013","Hauptschule","weiblich","88","0.0198082662817265","0.0154814627377356","0.0241350698257174"
"Taeglich","2013","Realschule","maennlich","87","0.0302514798568764","0.0238982691507515","0.0366046905630013"
"Taeglich","2013","Realschule","weiblich","148","","",""
"Taeglich","2013","(Fach-)Abitur","maennlich","87","0.0544621388323068","0.0422016734734602","0.0667226041911534"
"Taeglich","2013","(Fach-)Abitur","weiblich","119","","",""
"Taeglich","2013","AkademikerIn","maennlich","182","","",""
"Taeglich","2013","AkademikerIn","weiblich","190","","",""
"Min 1x pro Woche","2013","(noch) kein Abschluss","maennlich","50","0.085389788413887","0.0571049664900251","0.113674610337749"
"Min 1x pro Woche","2013","(noch) kein Abschluss","weiblich","102","","",""
"Min 1x pro Woche","2013","Hauptschule","maennlich","247","","",""
"Min 1x pro Woche","2013","Hauptschule","weiblich","315","0.071110262788802","0.0631296424574608","0.0790908831201433"
"Min 1x pro Woche","2013","Realschule","maennlich","240","","",""
"Min 1x pro Woche","2013","Realschule","weiblich","618","0.130156549409731","0.120205463228649","0.140107635590813"
"Min 1x pro Woche","2013","(Fach-)Abitur","maennlich","187","","",""
"Min 1x pro Woche","2013","(Fach-)Abitur","weiblich","381","0.188696474106068","0.171281101898359","0.206111846313776"
"Min 1x pro Woche","2013","AkademikerIn","maennlich","514","0.159989265362054","0.146791608532503","0.173186922191604"
"Min 1x pro Woche","2013","AkademikerIn","weiblich","621","0.209158948269005","0.194224654376188","0.224093242161821"
"Min 1x pro Monat","2013","(noch) kein Abschluss","maennlich","27","","",""
"Min 1x pro Monat","2013","(noch) kein Abschluss","weiblich","48","0.0838232226804175","0.0575996860999012","0.110046759260934"
"Min 1x pro Monat","2013","Hauptschule","maennlich","218","","",""
"Min 1x pro Monat","2013","Hauptschule","weiblich","289","","",""
"Min 1x pro Monat","2013","Realschule","maennlich","233","","",""
"Min 1x pro Monat","2013","Realschule","weiblich","489","0.117018007084367","0.107511538935201","0.126524475233533"
"Min 1x pro Monat","2013","(Fach-)Abitur","maennlich","140","","",""
"Min 1x pro Monat","2013","(Fach-)Abitur","weiblich","253","","",""
"Min 1x pro Monat","2013","AkademikerIn","maennlich","372","0.13104170196431","0.118893465934237","0.143189937994382"
"Min 1x pro Monat","2013","AkademikerIn","weiblich","433","0.159329625951963","0.145890748115848","0.172768503788078"
"Seltener","2013","(noch) kein Abschluss","maennlich","78","0.214626685680547","0.173072728587003","0.256180642774091"
"Seltener","2013","(noch) kein Abschluss","weiblich","59","0.144054611177041","0.110826469346927","0.177282753007154"
"Seltener","2013","Hauptschule","maennlich","794","0.226868818288887","0.213392379737102","0.240345256840673"
"Seltener","2013","Hauptschule","weiblich","840","0.215653629771174","0.202882751719501","0.228424507822848"
"Seltener","2013","Realschule","maennlich","728","0.286668740022454","0.269895143930219","0.303442336114689"
"Seltener","2013","Realschule","weiblich","1278","","",""
"Seltener","2013","(Fach-)Abitur","maennlich","354","0.262103811821919","0.238343373485131","0.285864250158707"
"Seltener","2013","(Fach-)Abitur","weiblich","593","0.306871275284178","0.28634338800837","0.327399162559985"
"Seltener","2013","AkademikerIn","maennlich","880","0.304108401514755","0.287547117799839","0.320669685229672"
"Seltener","2013","AkademikerIn","weiblich","838","0.300027091919996","0.283199471065257","0.316854712774734"
"Nie","2013","(noch) kein Abschluss","maennlich","183","","",""
