year,quintil_oecd,sex,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,1st Quintile,male,At least once per week,0.05451,76,1637,0.04351,0.06551
2001,1st Quintile,male,At least once per month,0.05582,73,1637,0.04470,0.06695
2001,1st Quintile,male,Seldom,0.15012,236,1637,0.13281,0.16743
2001,1st Quintile,male,Never,0.73955,1252,1637,0.71829,0.76082
2001,1st Quintile,female,At least once per week,0.07004,146,2203,0.05938,0.08070
2001,1st Quintile,female,At least once per month,0.05257,109,2203,0.04325,0.06189
2001,1st Quintile,female,Seldom,0.15832,390,2203,0.14307,0.17357
2001,1st Quintile,female,Never,0.71907,1558,2203,0.70030,0.73784
2001,2nd Quintile,male,At least once per week,0.06110,121,2011,0.05063,0.07158
2001,2nd Quintile,male,At least once per month,0.04445,79,2011,0.03544,0.05346
2001,2nd Quintile,male,Seldom,0.18399,377,2011,0.16705,0.20093
2001,2nd Quintile,male,Never,0.71045,1434,2011,0.69063,0.73028
2001,2nd Quintile,female,At least once per week,0.07184,192,2290,0.06126,0.08242
2001,2nd Quintile,female,At least once per month,0.05572,119,2290,0.04632,0.06511
2001,2nd Quintile,female,Seldom,0.19299,458,2290,0.17682,0.20916
2001,2nd Quintile,female,Never,0.67945,1521,2290,0.66034,0.69857
2001,3rd Quintile,male,At least once per week,0.07480,159,2193,0.06378,0.08581
2001,3rd Quintile,male,At least once per month,0.03679,86,2193,0.02891,0.04467
2001,3rd Quintile,male,Seldom,0.23043,510,2193,0.21280,0.24806
2001,3rd Quintile,male,Never,0.65798,1438,2193,0.63812,0.67784
2001,3rd Quintile,female,At least once per week,0.09038,210,2312,0.07869,0.10207
2001,3rd Quintile,female,At least once per month,0.06851,157,2312,0.05821,0.07881
2001,3rd Quintile,female,Seldom,0.21983,555,2312,0.20295,0.23672
2001,3rd Quintile,female,Never,0.62128,1390,2312,0.60150,0.64106
2001,4th Quintile,male,At least once per week,0.08491,192,2279,0.07346,0.09636
2001,4th Quintile,male,At least once per month,0.05962,137,2279,0.04990,0.06935
2001,4th Quintile,male,Seldom,0.24644,558,2279,0.22874,0.26414
2001,4th Quintile,male,Never,0.60903,1392,2279,0.58899,0.62907
2001,4th Quintile,female,At least once per week,0.11624,275,2279,0.10308,0.12940
2001,4th Quintile,female,At least once per month,0.08582,182,2279,0.07432,0.09732
2001,4th Quintile,female,Seldom,0.25631,591,2279,0.23838,0.27424
2001,4th Quintile,female,Never,0.54163,1231,2279,0.52117,0.56209
2001,5th Quintile,male,At least once per week,0.08878,203,2296,0.07714,0.10042
2001,5th Quintile,male,At least once per month,0.07725,170,2296,0.06633,0.08817
2001,5th Quintile,male,Seldom,0.27815,642,2296,0.25981,0.29648
2001,5th Quintile,male,Never,0.55582,1281,2296,0.53550,0.57615
2001,5th Quintile,female,At least once per week,0.13411,296,2174,0.11978,0.14844
2001,5th Quintile,female,At least once per month,0.07807,178,2174,0.06679,0.08935
2001,5th Quintile,female,Seldom,0.28629,641,2174,0.26729,0.30530
2001,5th Quintile,female,Never,0.50153,1059,2174,0.48051,0.52256
2003,1st Quintile,male,At least once per week,0.08398,103,1427,0.06959,0.09838
2003,1st Quintile,male,At least once per month,0.05857,75,1427,0.04638,0.07076
2003,1st Quintile,male,Seldom,0.16970,237,1427,0.15022,0.18918
2003,1st Quintile,male,Never,0.68775,1012,1427,0.66369,0.71180
2003,1st Quintile,female,At least once per week,0.08770,181,1946,0.07513,0.10027
2003,1st Quintile,female,At least once per month,0.06291,125,1946,0.05212,0.07370
2003,1st Quintile,female,Seldom,0.20157,391,1946,0.18374,0.21940
2003,1st Quintile,female,Never,0.64782,1249,1946,0.62659,0.66905
2003,2nd Quintile,male,At least once per week,0.08181,130,1744,0.06894,0.09468
2003,2nd Quintile,male,At least once per month,0.05363,86,1744,0.04305,0.06420
2003,2nd Quintile,male,Seldom,0.17439,305,1744,0.15657,0.19220
2003,2nd Quintile,male,Never,0.69018,1223,1744,0.66847,0.71189
2003,2nd Quintile,female,At least once per week,0.10022,208,2088,0.08734,0.11311
2003,2nd Quintile,female,At least once per month,0.06967,158,2088,0.05875,0.08059
2003,2nd Quintile,female,Seldom,0.20462,434,2088,0.18732,0.22193
2003,2nd Quintile,female,Never,0.62548,1288,2088,0.60471,0.64625
2003,3rd Quintile,male,At least once per week,0.09862,200,1989,0.08551,0.11172
2003,3rd Quintile,male,At least once per month,0.06696,141,1989,0.05597,0.07795
2003,3rd Quintile,male,Seldom,0.23333,464,1989,0.21473,0.25192
2003,3rd Quintile,male,Never,0.60109,1184,1989,0.57957,0.62262
2003,3rd Quintile,female,At least once per week,0.11122,258,2055,0.09762,0.12481
2003,3rd Quintile,female,At least once per month,0.09125,193,2055,0.07880,0.10370
2003,3rd Quintile,female,Seldom,0.24895,542,2055,0.23025,0.26765
2003,3rd Quintile,female,Never,0.54858,1062,2055,0.52706,0.57010
2003,4th Quintile,male,At least once per week,0.11540,261,2208,0.10207,0.12873
2003,4th Quintile,male,At least once per month,0.08453,186,2208,0.07292,0.09614
2003,4th Quintile,male,Seldom,0.27952,629,2208,0.26080,0.29824
2003,4th Quintile,male,Never,0.52055,1132,2208,0.49971,0.54139
2003,4th Quintile,female,At least once per week,0.13959,347,2225,0.12519,0.15399
2003,4th Quintile,female,At least once per month,0.10958,234,2225,0.09660,0.12256
2003,4th Quintile,female,Seldom,0.30712,689,2225,0.28795,0.32629
2003,4th Quintile,female,Never,0.44371,955,2225,0.42306,0.46436
2003,5th Quintile,male,At least once per week,0.13381,472,3231,0.12207,0.14556
2003,5th Quintile,male,At least once per month,0.11293,356,3231,0.10201,0.12384
2003,5th Quintile,male,Seldom,0.30727,972,3231,0.29136,0.32318
2003,5th Quintile,male,Never,0.44598,1431,3231,0.42884,0.46313
2003,5th Quintile,female,At least once per week,0.15884,584,3094,0.14596,0.17172
2003,5th Quintile,female,At least once per month,0.12732,411,3094,0.11558,0.13907
2003,5th Quintile,female,Seldom,0.30899,966,3094,0.29270,0.32527
2003,5th Quintile,female,Never,0.40485,1133,3094,0.38755,0.42215
2005,1st Quintile,male,At least once per week,0.07703,83,1315,0.06262,0.09145
2005,1st Quintile,male,At least once per month,0.04610,62,1315,0.03476,0.05744
2005,1st Quintile,male,Seldom,0.19878,268,1315,0.17720,0.22035
2005,1st Quintile,male,Never,0.67809,902,1315,0.65283,0.70336
2005,1st Quintile,female,At least once per week,0.08376,149,1800,0.07096,0.09656
2005,1st Quintile,female,At least once per month,0.06300,115,1800,0.05177,0.07423
2005,1st Quintile,female,Seldom,0.20561,382,1800,0.18694,0.22429
2005,1st Quintile,female,Never,0.64763,1154,1800,0.62555,0.66970
2005,2nd Quintile,male,At least once per week,0.05394,87,1642,0.04301,0.06486
2005,2nd Quintile,male,At least once per month,0.04345,76,1642,0.03359,0.05332
2005,2nd Quintile,male,Seldom,0.22082,374,1642,0.20075,0.24089
2005,2nd Quintile,male,Never,0.68179,1105,1642,0.65925,0.70432
2005,2nd Quintile,female,At least once per week,0.06877,138,1954,0.05755,0.08000
2005,2nd Quintile,female,At least once per month,0.05865,132,1954,0.04823,0.06907
2005,2nd Quintile,female,Seldom,0.25511,492,1954,0.23578,0.27445
2005,2nd Quintile,female,Never,0.61746,1192,1954,0.59591,0.63902
2005,3rd Quintile,male,At least once per week,0.06938,141,1778,0.05756,0.08119
2005,3rd Quintile,male,At least once per month,0.05217,90,1778,0.04183,0.06251
2005,3rd Quintile,male,Seldom,0.29622,508,1778,0.27499,0.31745
2005,3rd Quintile,male,Never,0.58223,1039,1778,0.55930,0.60516
2005,3rd Quintile,female,At least once per week,0.08996,196,1956,0.07728,0.10264
2005,3rd Quintile,female,At least once per month,0.07315,142,1956,0.06161,0.08469
2005,3rd Quintile,female,Seldom,0.27873,561,1956,0.25886,0.29861
2005,3rd Quintile,female,Never,0.55816,1057,1956,0.53614,0.58017
2005,4th Quintile,male,At least once per week,0.07888,174,2135,0.06744,0.09032
2005,4th Quintile,male,At least once per month,0.07270,151,2135,0.06168,0.08372
2005,4th Quintile,male,Seldom,0.30210,662,2135,0.28261,0.32158
2005,4th Quintile,male,Never,0.54632,1148,2135,0.52520,0.56745
2005,4th Quintile,female,At least once per week,0.11248,260,2133,0.09907,0.12589
2005,4th Quintile,female,At least once per month,0.08372,189,2133,0.07197,0.09548
2005,4th Quintile,female,Seldom,0.31709,687,2133,0.29734,0.33685
2005,4th Quintile,female,Never,0.48670,997,2133,0.46549,0.50792
2005,5th Quintile,male,At least once per week,0.11012,346,2952,0.09882,0.12141
2005,5th Quintile,male,At least once per month,0.07880,253,2952,0.06908,0.08852
2005,5th Quintile,male,Seldom,0.30732,949,2952,0.29067,0.32397
2005,5th Quintile,male,Never,0.50376,1404,2952,0.48572,0.52180
2005,5th Quintile,female,At least once per week,0.13188,421,2845,0.11945,0.14432
2005,5th Quintile,female,At least once per month,0.10803,341,2845,0.09662,0.11943
2005,5th Quintile,female,Seldom,0.32976,917,2845,0.31248,0.34703
2005,5th Quintile,female,Never,0.43033,1166,2845,0.41214,0.44853
2007,1st Quintile,male,At least once per week,0.06908,91,1323,0.05541,0.08275
2007,1st Quintile,male,At least once per month,0.03699,50,1323,0.02681,0.04716
2007,1st Quintile,male,Seldom,0.18110,227,1323,0.16034,0.20186
2007,1st Quintile,male,Never,0.71283,955,1323,0.68844,0.73722
2007,1st Quintile,female,At least once per week,0.06732,141,1839,0.05586,0.07877
2007,1st Quintile,female,At least once per month,0.06274,124,1839,0.05166,0.07383
2007,1st Quintile,female,Seldom,0.19766,353,1839,0.17945,0.21586
2007,1st Quintile,female,Never,0.67228,1221,1839,0.65083,0.69374
2007,2nd Quintile,male,At least once per week,0.05839,104,1587,0.04685,0.06993
2007,2nd Quintile,male,At least once per month,0.04635,66,1587,0.03601,0.05670
2007,2nd Quintile,male,Seldom,0.21514,344,1587,0.19492,0.23537
2007,2nd Quintile,male,Never,0.68012,1073,1587,0.65716,0.70307
2007,2nd Quintile,female,At least once per week,0.08557,176,1893,0.07296,0.09817
2007,2nd Quintile,female,At least once per month,0.06494,127,1893,0.05383,0.07604
2007,2nd Quintile,female,Seldom,0.21424,431,1893,0.19575,0.23273
2007,2nd Quintile,female,Never,0.63526,1159,1893,0.61357,0.65695
2007,3rd Quintile,male,At least once per week,0.07281,144,1830,0.06090,0.08471
2007,3rd Quintile,male,At least once per month,0.05881,111,1830,0.04803,0.06959
2007,3rd Quintile,male,Seldom,0.24628,479,1830,0.22653,0.26602
2007,3rd Quintile,male,Never,0.62210,1096,1830,0.59988,0.64432
2007,3rd Quintile,female,At least once per week,0.10804,230,2013,0.09447,0.12160
2007,3rd Quintile,female,At least once per month,0.07550,158,2013,0.06395,0.08704
2007,3rd Quintile,female,Seldom,0.26101,543,2013,0.24182,0.28020
2007,3rd Quintile,female,Never,0.55546,1082,2013,0.53374,0.57717
2007,4th Quintile,male,At least once per week,0.07891,199,2137,0.06748,0.09035
2007,4th Quintile,male,At least once per month,0.07070,159,2137,0.05983,0.08157
2007,4th Quintile,male,Seldom,0.28750,587,2137,0.26831,0.30669
2007,4th Quintile,male,Never,0.56289,1192,2137,0.54185,0.58392
2007,4th Quintile,female,At least once per week,0.13077,282,2143,0.11649,0.14504
2007,4th Quintile,female,At least once per month,0.08531,218,2143,0.07348,0.09714
2007,4th Quintile,female,Seldom,0.29492,651,2143,0.27560,0.31423
2007,4th Quintile,female,Never,0.48901,992,2143,0.46784,0.51018
2007,5th Quintile,male,At least once per week,0.11862,344,2800,0.10664,0.13060
2007,5th Quintile,male,At least once per month,0.09224,284,2800,0.08152,0.10296
2007,5th Quintile,male,Seldom,0.30015,857,2800,0.28317,0.31713
2007,5th Quintile,male,Never,0.48898,1315,2800,0.47046,0.50750
2007,5th Quintile,female,At least once per week,0.15496,436,2749,0.14143,0.16849
2007,5th Quintile,female,At least once per month,0.10456,315,2749,0.09312,0.11600
2007,5th Quintile,female,Seldom,0.29755,846,2749,0.28045,0.31464
2007,5th Quintile,female,Never,0.44293,1152,2749,0.42436,0.46150
2008,1st Quintile,male,At least once per week,0.09916,113,1234,0.08248,0.11584
2008,1st Quintile,male,At least once per month,0.04812,63,1234,0.03617,0.06006
2008,1st Quintile,male,Seldom,0.15055,184,1234,0.13059,0.17051
2008,1st Quintile,male,Never,0.70217,874,1234,0.67665,0.72770
2008,1st Quintile,female,At least once per week,0.08233,151,1721,0.06934,0.09532
2008,1st Quintile,female,At least once per month,0.06633,122,1721,0.05457,0.07809
2008,1st Quintile,female,Seldom,0.20606,341,1721,0.18694,0.22517
2008,1st Quintile,female,Never,0.64529,1107,1721,0.62268,0.66790
2008,2nd Quintile,male,At least once per week,0.10227,172,1527,0.08706,0.11747
2008,2nd Quintile,male,At least once per month,0.05159,70,1527,0.04049,0.06269
2008,2nd Quintile,male,Seldom,0.19409,318,1527,0.17425,0.21393
2008,2nd Quintile,male,Never,0.65206,967,1527,0.62816,0.67596
2008,2nd Quintile,female,At least once per week,0.11264,223,1838,0.09818,0.12710
2008,2nd Quintile,female,At least once per month,0.08215,146,1838,0.06959,0.09470
2008,2nd Quintile,female,Seldom,0.22691,407,1838,0.20775,0.24606
2008,2nd Quintile,female,Never,0.57830,1062,1838,0.55572,0.60089
2008,3rd Quintile,male,At least once per week,0.12114,214,1832,0.10619,0.13608
2008,3rd Quintile,male,At least once per month,0.07432,124,1832,0.06230,0.08633
2008,3rd Quintile,male,Seldom,0.22685,423,1832,0.20766,0.24603
2008,3rd Quintile,male,Never,0.57770,1071,1832,0.55507,0.60032
2008,3rd Quintile,female,At least once per week,0.12937,258,1968,0.11454,0.14420
2008,3rd Quintile,female,At least once per month,0.09032,189,1968,0.07765,0.10299
2008,3rd Quintile,female,Seldom,0.27795,556,1968,0.25815,0.29775
2008,3rd Quintile,female,Never,0.50236,965,1968,0.48026,0.52446
2008,4th Quintile,male,At least once per week,0.12318,241,1926,0.10850,0.13786
2008,4th Quintile,male,At least once per month,0.07687,150,1926,0.06497,0.08877
2008,4th Quintile,male,Seldom,0.27422,526,1926,0.25429,0.29415
2008,4th Quintile,male,Never,0.52573,1009,1926,0.50343,0.54804
2008,4th Quintile,female,At least once per week,0.13928,306,1934,0.12385,0.15472
2008,4th Quintile,female,At least once per month,0.12015,230,1934,0.10566,0.13464
2008,4th Quintile,female,Seldom,0.29798,574,1934,0.27759,0.31836
2008,4th Quintile,female,Never,0.44259,824,1934,0.42045,0.46474
2008,5th Quintile,male,At least once per week,0.15438,422,2646,0.14061,0.16815
2008,5th Quintile,male,At least once per month,0.10057,266,2646,0.08911,0.11203
2008,5th Quintile,male,Seldom,0.29752,803,2646,0.28009,0.31494
2008,5th Quintile,male,Never,0.44753,1155,2646,0.42858,0.46648
2008,5th Quintile,female,At least once per week,0.19011,514,2603,0.17503,0.20518
2008,5th Quintile,female,At least once per month,0.13377,383,2603,0.12069,0.14685
2008,5th Quintile,female,Seldom,0.31589,793,2603,0.29803,0.33375
2008,5th Quintile,female,Never,0.36024,913,2603,0.34179,0.37868
2009,1st Quintile,male,At least once per week,0.07502,87,1187,0.06003,0.09001
2009,1st Quintile,male,At least once per month,0.04893,50,1187,0.03665,0.06121
2009,1st Quintile,male,Seldom,0.16424,206,1187,0.14316,0.18533
2009,1st Quintile,male,Never,0.71181,844,1187,0.68603,0.73758
2009,1st Quintile,female,At least once per week,0.07868,130,1645,0.06566,0.09169
2009,1st Quintile,female,At least once per month,0.07255,115,1645,0.06001,0.08509
2009,1st Quintile,female,Seldom,0.20237,333,1645,0.18295,0.22180
2009,1st Quintile,female,Never,0.64639,1067,1645,0.62328,0.66951
2009,2nd Quintile,male,At least once per week,0.10582,126,1398,0.08969,0.12195
2009,2nd Quintile,male,At least once per month,0.03558,47,1398,0.02586,0.04529
2009,2nd Quintile,male,Seldom,0.22465,319,1398,0.20276,0.24653
2009,2nd Quintile,male,Never,0.63396,906,1398,0.60869,0.65922
2009,2nd Quintile,female,At least once per week,0.08213,147,1735,0.06920,0.09505
2009,2nd Quintile,female,At least once per month,0.09223,142,1735,0.07861,0.10585
2009,2nd Quintile,female,Seldom,0.23711,425,1735,0.21710,0.25713
2009,2nd Quintile,female,Never,0.58853,1021,1735,0.56537,0.61169
2009,3rd Quintile,male,At least once per week,0.09283,148,1648,0.07882,0.10685
2009,3rd Quintile,male,At least once per month,0.05737,101,1648,0.04614,0.06861
2009,3rd Quintile,male,Seldom,0.27196,427,1648,0.25047,0.29345
2009,3rd Quintile,male,Never,0.57784,972,1648,0.55398,0.60169
2009,3rd Quintile,female,At least once per week,0.11176,197,1726,0.09690,0.12663
2009,3rd Quintile,female,At least once per month,0.07631,133,1726,0.06379,0.08884
2009,3rd Quintile,female,Seldom,0.27097,507,1726,0.24999,0.29194
2009,3rd Quintile,female,Never,0.54095,889,1726,0.51744,0.56447
2009,4th Quintile,male,At least once per week,0.09095,192,1855,0.07786,0.10404
2009,4th Quintile,male,At least once per month,0.08247,145,1855,0.06995,0.09500
2009,4th Quintile,male,Seldom,0.29403,542,1855,0.27329,0.31477
2009,4th Quintile,male,Never,0.53254,976,1855,0.50983,0.55525
2009,4th Quintile,female,At least once per week,0.13575,261,1890,0.12030,0.15120
2009,4th Quintile,female,At least once per month,0.09510,172,1890,0.08187,0.10833
2009,4th Quintile,female,Seldom,0.32699,612,1890,0.30584,0.34815
2009,4th Quintile,female,Never,0.44215,845,1890,0.41976,0.46455
2009,5th Quintile,male,At least once per week,0.11271,307,2441,0.10016,0.12526
2009,5th Quintile,male,At least once per month,0.10340,231,2441,0.09131,0.11548
2009,5th Quintile,male,Seldom,0.34593,796,2441,0.32706,0.36481
2009,5th Quintile,male,Never,0.43796,1107,2441,0.41827,0.45764
2009,5th Quintile,female,At least once per week,0.15376,382,2320,0.13908,0.16844
2009,5th Quintile,female,At least once per month,0.09716,244,2320,0.08511,0.10922
2009,5th Quintile,female,Seldom,0.33889,768,2320,0.31962,0.35815
2009,5th Quintile,female,Never,0.41019,926,2320,0.39017,0.43021
2011,1st Quintile,male,At least once per week,0.06653,124,1803,0.05503,0.07804
2011,1st Quintile,male,At least once per month,0.04478,70,1803,0.03523,0.05433
2011,1st Quintile,male,Seldom,0.19071,292,1803,0.17257,0.20885
2011,1st Quintile,male,Never,0.69798,1317,1803,0.67678,0.71918
2011,1st Quintile,female,At least once per week,0.07770,224,2758,0.06770,0.08769
2011,1st Quintile,female,At least once per month,0.05568,157,2758,0.04712,0.06424
2011,1st Quintile,female,Seldom,0.18412,525,2758,0.16965,0.19859
2011,1st Quintile,female,Never,0.68250,1852,2758,0.66513,0.69988
2011,2nd Quintile,male,At least once per week,0.08343,142,1871,0.07090,0.09596
2011,2nd Quintile,male,At least once per month,0.04727,84,1871,0.03765,0.05689
2011,2nd Quintile,male,Seldom,0.21887,391,1871,0.20013,0.23761
