"pli0093_h","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","1990","17-29","(noch) kein Abschluss","23","","",""
"Täglich","1990","17-29","Hauptschule","36","0.0237796735586946","0.015071615870932","0.0324877312464572"
"Täglich","1990","17-29","Realschule","29","","",""
"Täglich","1990","17-29","(Fach-)Abitur","18","","",""
"Täglich","1990","17-29","AkademikerIn","4","","",""
"Täglich","1990","30-45","(noch) kein Abschluss","","","",""
"Täglich","1990","30-45","Hauptschule","18","","",""
"Täglich","1990","30-45","Realschule","12","","",""
"Täglich","1990","30-45","(Fach-)Abitur","7","","",""
"Täglich","1990","30-45","AkademikerIn","15","","",""
"Täglich","1990","46-65","(noch) kein Abschluss","3","","",""
"Täglich","1990","46-65","Hauptschule","27","","",""
"Täglich","1990","46-65","Realschule","12","","",""
"Täglich","1990","46-65","(Fach-)Abitur","2","","",""
"Täglich","1990","46-65","AkademikerIn","17","","",""
"Täglich","1990","66","(noch) kein Abschluss","","","",""
"Täglich","1990","66","Hauptschule","","","",""
"Täglich","1990","66","Realschule","","","",""
"Täglich","1990","66","(Fach-)Abitur","","","",""
"Täglich","1990","66","AkademikerIn","","","",""
"Min 1x pro Woche","1990","17-29","(noch) kein Abschluss","39","0.181578529459394","0.135339020364975","0.227818038553812"
"Min 1x pro Woche","1990","17-29","Hauptschule","94","0.0876896544016262","0.0715241258385045","0.103855182964748"
"Min 1x pro Woche","1990","17-29","Realschule","102","0.143594271815053","0.11713946806523","0.170049075564876"
"Min 1x pro Woche","1990","17-29","(Fach-)Abitur","76","0.179896671713997","0.14211347589524","0.217679867532753"
"Min 1x pro Woche","1990","17-29","AkademikerIn","16","","",""
"Min 1x pro Woche","1990","30-45","(noch) kein Abschluss","6","","",""
"Min 1x pro Woche","1990","30-45","Hauptschule","91","0.0716243929181309","0.0585355394201098","0.0847132464161519"
"Min 1x pro Woche","1990","30-45","Realschule","56","0.111259397957212","0.0827090769170241","0.139809718997399"
"Min 1x pro Woche","1990","30-45","(Fach-)Abitur","33","0.206185234821924","0.151726377102022","0.260644092541825"
"Min 1x pro Woche","1990","30-45","AkademikerIn","60","0.194740166480085","0.152271302444344","0.237209030515827"
"Min 1x pro Woche","1990","46-65","(noch) kein Abschluss","1","","",""
"Min 1x pro Woche","1990","46-65","Hauptschule","111","0.0666845379037431","0.0554699366610347","0.0778991391464516"
"Min 1x pro Woche","1990","46-65","Realschule","41","0.135624891522817","0.0981108435238621","0.173138939521772"
"Min 1x pro Woche","1990","46-65","(Fach-)Abitur","13","","",""
"Min 1x pro Woche","1990","46-65","AkademikerIn","36","0.169002208203897","0.120035269204689","0.217969147203106"
"Min 1x pro Woche","1990","66","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1990","66","Hauptschule","","","",""
"Min 1x pro Woche","1990","66","Realschule","","","",""
"Min 1x pro Woche","1990","66","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1990","66","AkademikerIn","","","",""
"Min 1x pro Monat","1990","17-29","(noch) kein Abschluss","20","","",""
"Min 1x pro Monat","1990","17-29","Hauptschule","124","0.118769644246531","0.100279432595623","0.137259855897439"
"Min 1x pro Monat","1990","17-29","Realschule","126","0.196005054479346","0.166057835428854","0.225952273529839"
"Min 1x pro Monat","1990","17-29","(Fach-)Abitur","69","0.198653660865295","0.159406228233693","0.237901093496897"
"Min 1x pro Monat","1990","17-29","AkademikerIn","13","","",""
"Min 1x pro Monat","1990","30-45","(noch) kein Abschluss","5","","",""
"Min 1x pro Monat","1990","30-45","Hauptschule","140","0.108539992110092","0.0927509750285551","0.124329009191629"
"Min 1x pro Monat","1990","30-45","Realschule","87","0.183901926542895","0.148728113697678","0.219075739388111"
"Min 1x pro Monat","1990","30-45","(Fach-)Abitur","45","0.267925947186926","0.208309642193108","0.327542252180745"
"Min 1x pro Monat","1990","30-45","AkademikerIn","68","0.201913613828513","0.158862676673432","0.244964550983594"
"Min 1x pro Monat","1990","46-65","(noch) kein Abschluss","7","","",""
"Min 1x pro Monat","1990","46-65","Hauptschule","153","0.0848431019642306","0.0723170825465965","0.0973691213818647"
"Min 1x pro Monat","1990","46-65","Realschule","58","0.186728741254013","0.144031835885838","0.229425646622188"
"Min 1x pro Monat","1990","46-65","(Fach-)Abitur","11","","",""
"Min 1x pro Monat","1990","46-65","AkademikerIn","46","0.20932088115462","0.156163540758089","0.262478221551151"
"Min 1x pro Monat","1990","66","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1990","66","Hauptschule","","","",""
"Min 1x pro Monat","1990","66","Realschule","","","",""
"Min 1x pro Monat","1990","66","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1990","66","AkademikerIn","","","",""
"Seltener","1990","17-29","(noch) kein Abschluss","71","0.290252458090315","0.235810672343161","0.344694243837469"
"Seltener","1990","17-29","Hauptschule","284","0.279106157397699","0.253469299449453","0.304743015345944"
"Seltener","1990","17-29","Realschule","212","0.336255254808542","0.300615780249586","0.371894729367498"
"Seltener","1990","17-29","(Fach-)Abitur","128","0.329906690298962","0.283656232056781","0.376157148541142"
"Seltener","1990","17-29","AkademikerIn","19","","",""
"Seltener","1990","30-45","(noch) kein Abschluss","35","0.152701978922727","0.10484352629521","0.200560431550243"
"Seltener","1990","30-45","Hauptschule","490","0.369633890179152","0.345132451339125","0.394135329019179"
"Seltener","1990","30-45","Realschule","188","0.404957167432552","0.360388074864368","0.449526260000737"
"Seltener","1990","30-45","(Fach-)Abitur","58","0.259345835425628","0.200349160630884","0.318342510220372"
"Seltener","1990","30-45","AkademikerIn","127","0.386925151165306","0.334692137008479","0.439158165322133"
"Seltener","1990","46-65","(noch) kein Abschluss","32","0.118269078954196","0.0833216836842176","0.153216474224175"
"Seltener","1990","46-65","Hauptschule","516","0.292286286246098","0.271841147703376","0.312731424788819"
"Seltener","1990","46-65","Realschule","107","0.329775378537916","0.278265277154713","0.381285479921119"
"Seltener","1990","46-65","(Fach-)Abitur","22","","",""
"Seltener","1990","46-65","AkademikerIn","78","0.361400475484522","0.298628544701327","0.424172406267718"
"Seltener","1990","66","(noch) kein Abschluss","","","",""
"Seltener","1990","66","Hauptschule","","","",""
"Seltener","1990","66","Realschule","","","",""
"Seltener","1990","66","(Fach-)Abitur","","","",""
"Seltener","1990","66","AkademikerIn","","","",""
"Nie","1990","17-29","(noch) kein Abschluss","114","0.319150463272106","0.26323707984259","0.375063846701622"
"Nie","1990","17-29","Hauptschule","638","0.49065487039545","0.462083006931276","0.519226733859623"
"Nie","1990","17-29","Realschule","206","0.277592547919809","0.243810092304522","0.311375003535095"
"Nie","1990","17-29","(Fach-)Abitur","106","0.237319522136616","0.195469963198139","0.279169081075092"
"Nie","1990","17-29","AkademikerIn","21","","",""
"Nie","1990","30-45","(noch) kein Abschluss","171","0.79848310915595","0.745111927556099","0.851854290755801"
"Nie","1990","30-45","Hauptschule","752","0.435984571597346","0.410814159742996","0.461154983451696"
"Nie","1990","30-45","Realschule","123","0.266513981598737","0.22637086828488","0.306657094912595"
"Nie","1990","30-45","(Fach-)Abitur","69","0.215802684727616","0.160426726062779","0.271178643392453"
"Nie","1990","30-45","AkademikerIn","64","0.178282871564085","0.137234981567305","0.219330761560866"
"Nie","1990","46-65","(noch) kein Abschluss","285","0.85363173581225","0.815378347703146","0.891885123921355"
"Nie","1990","46-65","Hauptschule","1094","0.54159089302423","0.519192372785934","0.563989413262526"
"Nie","1990","46-65","Realschule","102","0.31417060110887","0.263312057183643","0.365029145034097"
"Nie","1990","46-65","(Fach-)Abitur","42","0.338078680766564","0.240346202100811","0.435811159432318"
"Nie","1990","46-65","AkademikerIn","48","0.180219288726255","0.129995864978204","0.230442712474305"
"Nie","1990","66","(noch) kein Abschluss","","","",""
"Nie","1990","66","Hauptschule","","","",""
"Nie","1990","66","Realschule","","","",""
"Nie","1990","66","(Fach-)Abitur","","","",""
"Nie","1990","66","AkademikerIn","","","",""
"Täglich","1991","17-29","(noch) kein Abschluss","","","",""
"Täglich","1991","17-29","Hauptschule","","","",""
"Täglich","1991","17-29","Realschule","","","",""
