,Unnamed: 0,year,age_gr,bula_h,pli0093_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
560,560,2003,46-65 y.,Thuringa,Never,0.68748,183,20443,0.61555,0.75163
561,561,2003,66 and older,Schleswig-Holstein,Never,1.0,86,20443,0.90989,1.10323
562,562,2003,66 and older,Lower Saxony,Seldom,0.21357,62,20443,0.18583,0.24224
563,563,2003,66 and older,Lower Saxony,Never,0.78643,228,20443,0.73483,0.84427
564,564,2003,66 and older,North Rhine-Westphalia,At least once per week,0.09498,79,20443,0.08333,0.10773
565,565,2003,66 and older,North Rhine-Westphalia,At least once per month,0.04996,32,20443,0.0395,0.05924
566,566,2003,66 and older,North Rhine-Westphalia,Seldom,0.1537,119,20443,0.14022,0.17125
567,567,2003,66 and older,North Rhine-Westphalia,Never,0.70136,529,20443,0.66626,0.73478
568,568,2003,66 and older,Hesse,Never,1.0,170,20443,0.926,1.07939
569,569,2003,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.15708,31,20443,0.13042,0.18885
570,570,2003,66 and older,"Rhineland-Palatinate, Saarland",Never,0.84292,191,20443,0.77832,0.89933
571,571,2003,66 and older,Baden-Wuerttemberg,At least once per week,0.09368,36,20443,0.07533,0.11696
572,572,2003,66 and older,Baden-Wuerttemberg,Seldom,0.17137,59,20443,0.14194,0.19959
573,573,2003,66 and older,Baden-Wuerttemberg,Never,0.73495,249,20443,0.69065,0.79176
574,574,2003,66 and older,Bavaria,At least once per week,0.0933,47,20443,0.07564,0.10967
575,575,2003,66 and older,Bavaria,Seldom,0.17976,94,20443,0.15673,0.20563
576,576,2003,66 and older,Bavaria,Never,0.72694,336,20443,0.68687,0.77053
577,577,2003,66 and older,Berlin,Never,1.0,66,20443,0.86469,1.1453
578,578,2003,66 and older,Brandenburg,Never,1.0,137,20443,0.92492,1.08536
579,579,2003,66 and older,Mecklenburg-Western Pomerania,Never,1.0,55,20443,0.91439,1.09575
580,580,2003,66 and older,Saxony,Seldom,0.19633,42,20443,0.17096,0.22317
581,581,2003,66 and older,Saxony,Never,0.80367,200,20443,0.75847,0.84838
582,582,2003,66 and older,Saxony-Anhalt,Never,1.0,124,20443,0.91633,1.07308
583,583,2003,66 and older,Thuringa,Never,1.0,123,20443,0.91158,1.09591
584,584,2005,17-29 y.,Schleswig-Holstein,Seldom,0.56104,43,19000,0.42557,0.70105
585,585,2005,17-29 y.,Schleswig-Holstein,Never,0.43896,40,19000,0.34255,0.5404
586,586,2005,17-29 y.,Lower Saxony,At least once per week,0.16886,62,19000,0.12465,0.21832
587,587,2005,17-29 y.,Lower Saxony,At least once per month,0.08779,35,19000,0.05997,0.11816
588,588,2005,17-29 y.,Lower Saxony,Seldom,0.23352,79,19000,0.19501,0.28734
589,589,2005,17-29 y.,Lower Saxony,Never,0.50983,148,19000,0.43442,0.59225
590,590,2005,17-29 y.,North Rhine-Westphalia,At least once per week,0.14515,109,19000,0.11899,0.17198
591,591,2005,17-29 y.,North Rhine-Westphalia,At least once per month,0.09522,79,19000,0.07834,0.11075
592,592,2005,17-29 y.,North Rhine-Westphalia,Seldom,0.22762,174,19000,0.20349,0.26264
593,593,2005,17-29 y.,North Rhine-Westphalia,Never,0.53201,362,19000,0.48259,0.57819
594,594,2005,17-29 y.,Hesse,At least once per week,0.18322,39,19000,0.13779,0.23887
595,595,2005,17-29 y.,Hesse,Seldom,0.30069,56,19000,0.23147,0.37085
596,596,2005,17-29 y.,Hesse,Never,0.51608,107,19000,0.42033,0.62658
597,597,2005,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.11254,31,19000,0.08298,0.15267
598,598,2005,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.25276,56,19000,0.19664,0.3092
599,599,2005,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.6347,105,19000,0.53057,0.74751
600,600,2005,17-29 y.,Baden-Wuerttemberg,At least once per week,0.14376,94,19000,0.11567,0.17352
601,601,2005,17-29 y.,Baden-Wuerttemberg,At least once per month,0.08563,46,19000,0.06308,0.11143
602,602,2005,17-29 y.,Baden-Wuerttemberg,Seldom,0.25983,125,19000,0.2274,0.30264
603,603,2005,17-29 y.,Baden-Wuerttemberg,Never,0.51078,235,19000,0.45779,0.56948
604,604,2005,17-29 y.,Bavaria,At least once per week,0.1139,66,19000,0.08913,0.14622
605,605,2005,17-29 y.,Bavaria,At least once per month,0.10894,62,19000,0.08653,0.13691
606,606,2005,17-29 y.,Bavaria,Seldom,0.37672,197,19000,0.33006,0.43195
607,607,2005,17-29 y.,Bavaria,Never,0.40044,202,19000,0.35542,0.46107
608,608,2005,17-29 y.,Berlin,At least once per week,0.29195,38,19000,0.22127,0.37831
609,609,2005,17-29 y.,Berlin,Seldom,0.34742,58,19000,0.25937,0.44671
610,610,2005,17-29 y.,Berlin,Never,0.36063,51,19000,0.28179,0.44547
611,611,2005,17-29 y.,Brandenburg,Seldom,0.32987,43,19000,0.2619,0.41427
612,612,2005,17-29 y.,Brandenburg,Never,0.67013,84,19000,0.54759,0.80312
613,613,2005,17-29 y.,Mecklenburg-Western Pomerania,Never,1.0,38,19000,0.81564,1.18032
614,614,2005,17-29 y.,Saxony,At least once per week,0.13595,42,19000,0.09103,0.20188
615,615,2005,17-29 y.,Saxony,Seldom,0.38216,111,19000,0.32653,0.45432
616,616,2005,17-29 y.,Saxony,Never,0.4819,128,19000,0.40976,0.56052
617,617,2005,17-29 y.,Saxony-Anhalt,At least once per week,0.16552,32,19000,0.10099,0.24231
618,618,2005,17-29 y.,Saxony-Anhalt,Seldom,0.33686,51,19000,0.2583,0.43745
619,619,2005,17-29 y.,Saxony-Anhalt,Never,0.49762,74,19000,0.39758,0.63987
620,620,2005,17-29 y.,Thuringa,Seldom,0.35647,52,19000,0.24992,0.48037
621,621,2005,17-29 y.,Thuringa,Never,0.64353,79,19000,0.47806,0.77295
622,622,2005,30-45 y.,Schleswig-Holstein,Seldom,0.49268,57,19000,0.40072,0.57939
623,623,2005,30-45 y.,Schleswig-Holstein,Never,0.50732,68,19000,0.43576,0.60436
624,624,2005,30-45 y.,Hamburg,Never,1.0,35,19000,0.77009,1.26292
625,625,2005,30-45 y.,Lower Saxony,At least once per week,0.07357,39,19000,0.05858,0.08709
626,626,2005,30-45 y.,Lower Saxony,At least once per month,0.0565,42,19000,0.04282,0.06738
627,627,2005,30-45 y.,Lower Saxony,Seldom,0.30333,153,19000,0.26477,0.34103
628,628,2005,30-45 y.,Lower Saxony,Never,0.5666,304,19000,0.52554,0.62411
629,629,2005,30-45 y.,North Rhine-Westphalia,At least once per week,0.07252,88,19000,0.05918,0.08652
630,630,2005,30-45 y.,North Rhine-Westphalia,At least once per month,0.0658,82,19000,0.05383,0.07603
631,631,2005,30-45 y.,North Rhine-Westphalia,Seldom,0.28914,401,19000,0.26979,0.3094
632,632,2005,30-45 y.,North Rhine-Westphalia,Never,0.57254,742,19000,0.5386,0.60853
633,633,2005,30-45 y.,Hesse,At least once per week,0.12815,48,19000,0.10634,0.15434
634,634,2005,30-45 y.,Hesse,Seldom,0.29057,124,19000,0.24743,0.33542
635,635,2005,30-45 y.,Hesse,Never,0.58128,238,19000,0.52482,0.63646
636,636,2005,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.06461,32,19000,0.04807,0.08558
637,637,2005,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.3148,105,19000,0.27057,0.37044
638,638,2005,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.62059,217,19000,0.55692,0.69889
639,639,2005,30-45 y.,Baden-Wuerttemberg,At least once per week,0.08396,74,19000,0.06957,0.10005
640,640,2005,30-45 y.,Baden-Wuerttemberg,At least once per month,0.07809,70,19000,0.06406,0.0952
641,641,2005,30-45 y.,Baden-Wuerttemberg,Seldom,0.32051,232,19000,0.28967,0.35201
642,642,2005,30-45 y.,Baden-Wuerttemberg,Never,0.51743,431,19000,0.47141,0.55906
643,643,2005,30-45 y.,Bavaria,At least once per week,0.08454,83,19000,0.07199,0.10082
644,644,2005,30-45 y.,Bavaria,At least once per month,0.07713,74,19000,0.0613,0.09561
645,645,2005,30-45 y.,Bavaria,Seldom,0.32591,319,19000,0.29524,0.35621
646,646,2005,30-45 y.,Bavaria,Never,0.51241,424,19000,0.47587,0.5526
647,647,2005,30-45 y.,Berlin,Seldom,0.41423,76,19000,0.35325,0.4969
648,648,2005,30-45 y.,Berlin,Never,0.58577,106,19000,0.49512,0.68032
649,649,2005,30-45 y.,Brandenburg,Seldom,0.40768,78,19000,0.34651,0.47752
650,650,2005,30-45 y.,Brandenburg,Never,0.59232,107,19000,0.50202,0.67617
651,651,2005,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.32376,44,19000,0.23689,0.42671
652,652,2005,30-45 y.,Mecklenburg-Western Pomerania,Never,0.67624,70,19000,0.57821,0.81754
653,653,2005,30-45 y.,Saxony,Seldom,0.37859,139,19000,0.33747,0.43307
654,654,2005,30-45 y.,Saxony,Never,0.62141,214,19000,0.56546,0.70149
655,655,2005,30-45 y.,Saxony-Anhalt,Seldom,0.39135,74,19000,0.32339,0.46236
656,656,2005,30-45 y.,Saxony-Anhalt,Never,0.60865,92,19000,0.52468,0.69767
657,657,2005,30-45 y.,Thuringa,Seldom,0.28377,73,19000,0.23323,0.34834
658,658,2005,30-45 y.,Thuringa,Never,0.71623,140,19000,0.60558,0.81657
659,659,2005,46-65 y.,Schleswig-Holstein,At least once per month,0.175,46,19000,0.14293,0.20515
660,660,2005,46-65 y.,Schleswig-Holstein,Seldom,0.38878,81,19000,0.33614,0.45615
661,661,2005,46-65 y.,Schleswig-Holstein,Never,0.43622,97,19000,0.37475,0.50681
662,662,2005,46-65 y.,Hamburg,Seldom,0.4075,35,19000,0.29889,0.53033
663,663,2005,46-65 y.,Hamburg,Never,0.5925,45,19000,0.48901,0.73332
664,664,2005,46-65 y.,Lower Saxony,At least once per week,0.1073,73,19000,0.09097,0.12715
665,665,2005,46-65 y.,Lower Saxony,At least once per month,0.07182,33,19000,0.05424,0.09035
666,666,2005,46-65 y.,Lower Saxony,Seldom,0.30344,166,19000,0.26638,0.34114
667,667,2005,46-65 y.,Lower Saxony,Never,0.51744,278,19000,0.46671,0.56911
668,668,2005,46-65 y.,North Rhine-Westphalia,At least once per week,0.07106,121,19000,0.06113,0.08514
669,669,2005,46-65 y.,North Rhine-Westphalia,At least once per month,0.05105,87,19000,0.04203,0.06063
670,670,2005,46-65 y.,North Rhine-Westphalia,Seldom,0.27023,418,19000,0.24617,0.29477
671,671,2005,46-65 y.,North Rhine-Westphalia,Never,0.60766,849,19000,0.57168,0.63972
672,672,2005,46-65 y.,Hesse,At least once per week,0.07677,45,19000,0.05612,0.0991
673,673,2005,46-65 y.,Hesse,At least once per month,0.0439,33,19000,0.03016,0.05944
674,674,2005,46-65 y.,Hesse,Seldom,0.29908,139,19000,0.25627,0.3483
675,675,2005,46-65 y.,Hesse,Never,0.58025,253,19000,0.52252,0.63884
676,676,2005,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.29989,104,19000,0.2631,0.33934
677,677,2005,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.70011,225,19000,0.64112,0.76198
678,678,2005,46-65 y.,Baden-Wuerttemberg,At least once per week,0.1097,88,19000,0.08897,0.13257
679,679,2005,46-65 y.,Baden-Wuerttemberg,At least once per month,0.06938,79,19000,0.05597,0.08618
680,680,2005,46-65 y.,Baden-Wuerttemberg,Seldom,0.26734,202,19000,0.23441,0.30335
681,681,2005,46-65 y.,Baden-Wuerttemberg,Never,0.55358,431,19000,0.51194,0.60515
682,682,2005,46-65 y.,Bavaria,At least once per week,0.07792,84,19000,0.06585,0.09244
683,683,2005,46-65 y.,Bavaria,At least once per month,0.07815,73,19000,0.06194,0.09644
684,684,2005,46-65 y.,Bavaria,Seldom,0.32462,344,19000,0.29397,0.35924
685,685,2005,46-65 y.,Bavaria,Never,0.51931,462,19000,0.48156,0.55449
686,686,2005,46-65 y.,Berlin,Seldom,0.33555,71,19000,0.27612,0.41035
687,687,2005,46-65 y.,Berlin,Never,0.66445,137,19000,0.5673,0.74384
688,688,2005,46-65 y.,Brandenburg,Seldom,0.37775,110,19000,0.32169,0.45861
689,689,2005,46-65 y.,Brandenburg,Never,0.62225,176,19000,0.55706,0.67868
690,690,2005,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.41892,68,19000,0.33255,0.50413
691,691,2005,46-65 y.,Mecklenburg-Western Pomerania,Never,0.58108,90,19000,0.50852,0.66527
692,692,2005,46-65 y.,Saxony,At least once per week,0.05931,33,19000,0.0443,0.07594
693,693,2005,46-65 y.,Saxony,Seldom,0.33686,160,19000,0.2888,0.37811
694,694,2005,46-65 y.,Saxony,Never,0.60384,295,19000,0.55132,0.6656
695,695,2005,46-65 y.,Saxony-Anhalt,Seldom,0.26936,91,19000,0.23367,0.30411
696,696,2005,46-65 y.,Saxony-Anhalt,Never,0.73064,194,19000,0.64327,0.81246
697,697,2005,46-65 y.,Thuringa,Seldom,0.26618,88,19000,0.21873,0.31527
698,698,2005,46-65 y.,Thuringa,Never,0.73382,183,19000,0.65887,0.84334
699,699,2005,66 and older,Schleswig-Holstein,Seldom,0.31031,37,19000,0.25071,0.39659
700,700,2005,66 and older,Schleswig-Holstein,Never,0.68969,60,19000,0.5998,0.80917
701,701,2005,66 and older,Lower Saxony,At least once per week,0.09088,36,19000,0.07051,0.1114
702,702,2005,66 and older,Lower Saxony,Seldom,0.17411,58,19000,0.14717,0.20063
703,703,2005,66 and older,Lower Saxony,Never,0.73501,240,19000,0.68123,0.79013
704,704,2005,66 and older,North Rhine-Westphalia,At least once per week,0.06632,63,19000,0.05788,0.07796
705,705,2005,66 and older,North Rhine-Westphalia,At least once per month,0.04061,37,19000,0.03281,0.04966
706,706,2005,66 and older,North Rhine-Westphalia,Seldom,0.15482,126,19000,0.13748,0.17104
707,707,2005,66 and older,North Rhine-Westphalia,Never,0.73826,575,19000,0.69438,0.77306
708,708,2005,66 and older,Hesse,Never,1.0,164,19000,0.92507,1.07361
709,709,2005,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.16256,44,19000,0.13334,0.19879
710,710,2005,66 and older,"Rhineland-Palatinate, Saarland",Never,0.83744,191,19000,0.77188,0.90168
711,711,2005,66 and older,Baden-Wuerttemberg,At least once per week,0.07645,35,19000,0.06149,0.09455
712,712,2005,66 and older,Baden-Wuerttemberg,Seldom,0.21436,73,19000,0.18319,0.24574
713,713,2005,66 and older,Baden-Wuerttemberg,Never,0.70918,252,19000,0.65957,0.76259
714,714,2005,66 and older,Bavaria,At least once per week,0.09295,49,19000,0.07608,0.11465
715,715,2005,66 and older,Bavaria,Seldom,0.22877,120,19000,0.19896,0.26291
716,716,2005,66 and older,Bavaria,Never,0.67829,297,19000,0.62742,0.72332
717,717,2005,66 and older,Berlin,Seldom,0.33874,36,19000,0.26527,0.41328
718,718,2005,66 and older,Berlin,Never,0.66126,59,19000,0.57566,0.77461
719,719,2005,66 and older,Brandenburg,Seldom,0.19017,32,19000,0.14871,0.23477
720,720,2005,66 and older,Brandenburg,Never,0.80983,129,19000,0.72818,0.89024
721,721,2005,66 and older,Mecklenburg-Western Pomerania,Never,1.0,57,19000,0.88927,1.10923
722,722,2005,66 and older,Saxony,Seldom,0.22679,64,19000,0.20078,0.25013
723,723,2005,66 and older,Saxony,Never,0.77321,185,19000,0.7207,0.82256
724,724,2005,66 and older,Saxony-Anhalt,Never,1.0,137,19000,0.92178,1.0675
725,725,2005,66 and older,Thuringa,Never,1.0,129,19000,0.88878,1.10551
726,726,2007,17-29 y.,Schleswig-Holstein,Never,1.0,56,18916,0.81279,1.20601
727,727,2007,17-29 y.,Lower Saxony,At least once per week,0.13157,37,18916,0.09599,0.17821
728,728,2007,17-29 y.,Lower Saxony,At least once per month,0.08037,33,18916,0.05933,0.10547
729,729,2007,17-29 y.,Lower Saxony,Seldom,0.27543,82,18916,0.21738,0.32642
730,730,2007,17-29 y.,Lower Saxony,Never,0.51263,137,18916,0.4365,0.58776
731,731,2007,17-29 y.,North Rhine-Westphalia,At least once per week,0.1274,97,18916,0.09909,0.15466
732,732,2007,17-29 y.,North Rhine-Westphalia,At least once per month,0.07553,53,18916,0.05459,0.0979
733,733,2007,17-29 y.,North Rhine-Westphalia,Seldom,0.25576,165,18916,0.22553,0.2914
734,734,2007,17-29 y.,North Rhine-Westphalia,Never,0.54131,315,18916,0.49959,0.58745
735,735,2007,17-29 y.,Hesse,At least once per week,0.17954,38,18916,0.13873,0.2383
736,736,2007,17-29 y.,Hesse,Seldom,0.29895,44,18916,0.22375,0.38347
737,737,2007,17-29 y.,Hesse,Never,0.52151,93,18916,0.44291,0.60798
738,738,2007,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.35242,42,18916,0.28803,0.43793
739,739,2007,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.64758,99,18916,0.53911,0.76096
740,740,2007,17-29 y.,Baden-Wuerttemberg,At least once per week,0.14125,81,18916,0.10745,0.17243
741,741,2007,17-29 y.,Baden-Wuerttemberg,At least once per month,0.10928,56,18916,0.07939,0.14125
742,742,2007,17-29 y.,Baden-Wuerttemberg,Seldom,0.25698,115,18916,0.21003,0.30266
743,743,2007,17-29 y.,Baden-Wuerttemberg,Never,0.49249,202,18916,0.43333,0.54771
744,744,2007,17-29 y.,Bavaria,At least once per week,0.11647,68,18916,0.09811,0.14149
745,745,2007,17-29 y.,Bavaria,At least once per month,0.09321,54,18916,0.07206,0.11563
746,746,2007,17-29 y.,Bavaria,Seldom,0.31576,141,18916,0.27525,0.36504
747,747,2007,17-29 y.,Bavaria,Never,0.47457,206,18916,0.42215,0.52946
748,748,2007,17-29 y.,Berlin,At least once per week,0.21998,34,18916,0.16161,0.29069
749,749,2007,17-29 y.,Berlin,Seldom,0.40934,50,18916,0.31534,0.52003
750,750,2007,17-29 y.,Berlin,Never,0.37068,51,18916,0.28886,0.47235
751,751,2007,17-29 y.,Brandenburg,Seldom,0.30031,34,18916,0.23412,0.38934
752,752,2007,17-29 y.,Brandenburg,Never,0.69969,66,18916,0.57356,0.82151
753,753,2007,17-29 y.,Mecklenburg-Western Pomerania,Never,1.0,43,18916,0.83192,1.18749
754,754,2007,17-29 y.,Saxony,At least once per week,0.17671,46,18916,0.13593,0.22532
755,755,2007,17-29 y.,Saxony,Seldom,0.31141,82,18916,0.24771,0.38862
756,756,2007,17-29 y.,Saxony,Never,0.51188,117,18916,0.42456,0.60658
757,757,2007,17-29 y.,Saxony-Anhalt,At least once per week,0.17865,31,18916,0.11168,0.28645
758,758,2007,17-29 y.,Saxony-Anhalt,Seldom,0.17989,32,18916,0.13335,0.23451
759,759,2007,17-29 y.,Saxony-Anhalt,Never,0.64146,77,18916,0.49866,0.77545
760,760,2007,17-29 y.,Thuringa,Seldom,0.34688,42,18916,0.25255,0.45876
761,761,2007,17-29 y.,Thuringa,Never,0.65312,77,18916,0.50382,0.78597
762,762,2007,30-45 y.,Schleswig-Holstein,Seldom,0.38547,47,18916,0.31399,0.45691
763,763,2007,30-45 y.,Schleswig-Holstein,Never,0.61453,82,18916,0.52191,0.71056
764,764,2007,30-45 y.,Lower Saxony,At least once per week,0.0749,39,18916,0.05694,0.09303
765,765,2007,30-45 y.,Lower Saxony,At least once per month,0.06488,39,18916,0.04758,0.08017
766,766,2007,30-45 y.,Lower Saxony,Seldom,0.27146,150,18916,0.23715,0.3085
767,767,2007,30-45 y.,Lower Saxony,Never,0.58876,302,18916,0.53821,0.64996
768,768,2007,30-45 y.,North Rhine-Westphalia,At least once per week,0.08712,109,18916,0.07277,0.10115
769,769,2007,30-45 y.,North Rhine-Westphalia,At least once per month,0.06491,75,18916,0.05333,0.07714
770,770,2007,30-45 y.,North Rhine-Westphalia,Seldom,0.28059,342,18916,0.25796,0.30985
771,771,2007,30-45 y.,North Rhine-Westphalia,Never,0.56739,700,18916,0.53214,0.60824
772,772,2007,30-45 y.,Hesse,At least once per week,0.09397,52,18916,0.0779,0.11556
773,773,2007,30-45 y.,Hesse,At least once per month,0.09241,37,18916,0.06951,0.11757
774,774,2007,30-45 y.,Hesse,Seldom,0.26588,116,18916,0.22809,0.3062
775,775,2007,30-45 y.,Hesse,Never,0.54774,221,18916,0.49461,0.60186
776,776,2007,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.10239,31,18916,0.0698,0.13734
777,777,2007,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.25823,70,18916,0.20402,0.30948
778,778,2007,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.63938,197,18916,0.55831,0.71244
779,779,2007,30-45 y.,Baden-Wuerttemberg,At least once per week,0.1137,87,18916,0.09567,0.13474
780,780,2007,30-45 y.,Baden-Wuerttemberg,At least once per month,0.08793,71,18916,0.07272,0.10249
781,781,2007,30-45 y.,Baden-Wuerttemberg,Seldom,0.29602,208,18916,0.26214,0.33656
782,782,2007,30-45 y.,Baden-Wuerttemberg,Never,0.50236,377,18916,0.45572,0.54387
783,783,2007,30-45 y.,Bavaria,At least once per week,0.08228,87,18916,0.06839,0.09595
784,784,2007,30-45 y.,Bavaria,At least once per month,0.09496,83,18916,0.07888,0.11241
785,785,2007,30-45 y.,Bavaria,Seldom,0.33985,298,18916,0.31144,0.37523
786,786,2007,30-45 y.,Bavaria,Never,0.48291,398,18916,0.44034,0.52484
787,787,2007,30-45 y.,Berlin,Seldom,0.40945,56,18916,0.32853,0.49357
788,788,2007,30-45 y.,Berlin,Never,0.59055,85,18916,0.4868,0.68034
789,789,2007,30-45 y.,Brandenburg,Seldom,0.35666,69,18916,0.28189,0.44965
790,790,2007,30-45 y.,Brandenburg,Never,0.64334,104,18916,0.53984,0.75423
791,791,2007,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.31518,40,18916,0.23176,0.42859
792,792,2007,30-45 y.,Mecklenburg-Western Pomerania,Never,0.68482,69,18916,0.55459,0.81565
793,793,2007,30-45 y.,Saxony,At least once per week,0.10333,36,18916,0.06598,0.1427
794,794,2007,30-45 y.,Saxony,Seldom,0.28054,123,18916,0.23802,0.33071
795,795,2007,30-45 y.,Saxony,Never,0.61613,201,18916,0.53914,0.7078
796,796,2007,30-45 y.,Saxony-Anhalt,Seldom,0.30305,63,18916,0.24358,0.36779
797,797,2007,30-45 y.,Saxony-Anhalt,Never,0.69695,103,18916,0.60983,0.8177
798,798,2007,30-45 y.,Thuringa,Seldom,0.33946,70,18916,0.26761,0.43638
799,799,2007,30-45 y.,Thuringa,Never,0.66054,127,18916,0.57033,0.77777
800,800,2007,46-65 y.,Schleswig-Holstein,Seldom,0.45174,74,18916,0.36211,0.51718
801,801,2007,46-65 y.,Schleswig-Holstein,Never,0.54826,112,18916,0.47953,0.63132
802,802,2007,46-65 y.,Hamburg,Seldom,0.38798,37,18916,0.2978,0.53922
803,803,2007,46-65 y.,Hamburg,Never,0.61202,42,18916,0.47743,0.72251
804,804,2007,46-65 y.,Lower Saxony,At least once per week,0.13835,78,18916,0.11052,0.16477
805,805,2007,46-65 y.,Lower Saxony,At least once per month,0.06146,40,18916,0.04265,0.08167
806,806,2007,46-65 y.,Lower Saxony,Seldom,0.25942,160,18916,0.21694,0.29997
807,807,2007,46-65 y.,Lower Saxony,Never,0.54078,300,18916,0.491,0.59108
808,808,2007,46-65 y.,North Rhine-Westphalia,At least once per week,0.07671,136,18916,0.06635,0.08858
809,809,2007,46-65 y.,North Rhine-Westphalia,At least once per month,0.04711,86,18916,0.03849,0.05721
810,810,2007,46-65 y.,North Rhine-Westphalia,Seldom,0.25639,369,18916,0.22929,0.28709
811,811,2007,46-65 y.,North Rhine-Westphalia,Never,0.61978,808,18916,0.58806,0.65624
812,812,2007,46-65 y.,Hesse,At least once per week,0.12943,68,18916,0.10276,0.15781
813,813,2007,46-65 y.,Hesse,Seldom,0.26269,128,18916,0.22021,0.30594
814,814,2007,46-65 y.,Hesse,Never,0.60788,266,18916,0.53347,0.66411
815,815,2007,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.07829,36,18916,0.0609,0.09467
816,816,2007,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.25839,95,18916,0.22606,0.30017
817,817,2007,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.66332,239,18916,0.6123,0.72347
818,818,2007,46-65 y.,Baden-Wuerttemberg,At least once per week,0.11947,94,18916,0.10062,0.13965
819,819,2007,46-65 y.,Baden-Wuerttemberg,At least once per month,0.09171,92,18916,0.07611,0.10937
820,820,2007,46-65 y.,Baden-Wuerttemberg,Seldom,0.26728,229,18916,0.23736,0.30075
821,821,2007,46-65 y.,Baden-Wuerttemberg,Never,0.52154,391,18916,0.4786,0.57695
822,822,2007,46-65 y.,Bavaria,At least once per week,0.08231,104,18916,0.06806,0.09591
823,823,2007,46-65 y.,Bavaria,At least once per month,0.07942,94,18916,0.0643,0.09177
824,824,2007,46-65 y.,Bavaria,Seldom,0.28668,309,18916,0.25747,0.32489
825,825,2007,46-65 y.,Bavaria,Never,0.55159,501,18916,0.51423,0.58806
826,826,2007,46-65 y.,Berlin,At least once per week,0.09412,31,18916,0.06325,0.12538
827,827,2007,46-65 y.,Berlin,Seldom,0.28287,87,18916,0.23976,0.34809
828,828,2007,46-65 y.,Berlin,Never,0.62301,157,18916,0.55611,0.69474
829,829,2007,46-65 y.,Brandenburg,Seldom,0.33005,88,18916,0.27656,0.40201
830,830,2007,46-65 y.,Brandenburg,Never,0.66995,159,18916,0.5907,0.76849
831,831,2007,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.33147,56,18916,0.25025,0.42582
832,832,2007,46-65 y.,Mecklenburg-Western Pomerania,Never,0.66853,94,18916,0.57003,0.76583
833,833,2007,46-65 y.,Saxony,At least once per week,0.052,33,18916,0.04072,0.06861
834,834,2007,46-65 y.,Saxony,At least once per month,0.08935,46,18916,0.07338,0.10832
835,835,2007,46-65 y.,Saxony,Seldom,0.28316,166,18916,0.24485,0.33231
836,836,2007,46-65 y.,Saxony,Never,0.57549,290,18916,0.51039,0.6292
837,837,2007,46-65 y.,Saxony-Anhalt,At least once per week,0.09082,32,18916,0.05683,0.129
838,838,2007,46-65 y.,Saxony-Anhalt,Seldom,0.28055,94,18916,0.2263,0.33591
839,839,2007,46-65 y.,Saxony-Anhalt,Never,0.62863,178,18916,0.5577,0.72277
840,840,2007,46-65 y.,Thuringa,Seldom,0.22805,81,18916,0.19437,0.26962
841,841,2007,46-65 y.,Thuringa,Never,0.77195,192,18916,0.69933,0.85641
842,842,2007,66 and older,Schleswig-Holstein,Never,1.0,89,18916,0.88432,1.10205
843,843,2007,66 and older,Hamburg,Never,1.0,43,18916,0.85294,1.15413
844,844,2007,66 and older,Lower Saxony,At least once per week,0.09128,39,18916,0.06965,0.11091
845,845,2007,66 and older,Lower Saxony,Seldom,0.14749,63,18916,0.12383,0.17131
846,846,2007,66 and older,Lower Saxony,Never,0.76123,281,18916,0.71578,0.81246
847,847,2007,66 and older,North Rhine-Westphalia,At least once per week,0.08335,79,18916,0.07157,0.09451
848,848,2007,66 and older,North Rhine-Westphalia,At least once per month,0.03204,35,18916,0.02404,0.03998
849,849,2007,66 and older,North Rhine-Westphalia,Seldom,0.11332,112,18916,0.09582,0.13162
850,850,2007,66 and older,North Rhine-Westphalia,Never,0.7713,683,18916,0.73786,0.80209
851,851,2007,66 and older,Hesse,Seldom,0.12993,31,18916,0.09539,0.16239
852,852,2007,66 and older,Hesse,Never,0.87007,191,18916,0.79352,0.94733
853,853,2007,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.16483,45,18916,0.13281,0.19253
