,Unnamed: 0,year,age_gr,bula_h,pli0093_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
287,287,1998,46-65 y.,Saxony-Anhalt,Seldom,0.32392,75,12514,0.28562,0.36167
288,288,1998,46-65 y.,Saxony-Anhalt,Never,0.67608,153,12514,0.61871,0.74174
289,289,1998,46-65 y.,Thuringa,Seldom,0.25832,58,12514,0.21279,0.29964
290,290,1998,46-65 y.,Thuringa,Never,0.74168,132,12514,0.67408,0.81841
291,291,1998,66 and older,Schleswig-Holstein,Never,1.0,36,12514,0.82834,1.17778
292,292,1998,66 and older,Lower Saxony,Never,1.0,93,12514,0.90907,1.09316
293,293,1998,66 and older,North Rhine-Westphalia,Seldom,0.13881,47,12514,0.1149,0.16072
294,294,1998,66 and older,North Rhine-Westphalia,Never,0.86119,250,12514,0.81362,0.91614
295,295,1998,66 and older,Hesse,Never,1.0,96,12514,0.90151,1.0931
296,296,1998,66 and older,"Rhineland-Palatinate, Saarland",Never,1.0,97,12514,0.9027,1.10593
297,297,1998,66 and older,Baden-Wuerttemberg,Never,1.0,152,12514,0.92207,1.0876
298,298,1998,66 and older,Bavaria,Seldom,0.19854,43,12514,0.1685,0.23128
299,299,1998,66 and older,Bavaria,Never,0.80146,186,12514,0.75398,0.86093
300,300,1998,66 and older,Berlin,Never,1.0,40,12514,0.84313,1.15602
301,301,1998,66 and older,Brandenburg,Never,1.0,51,12514,0.88241,1.10532
302,302,1998,66 and older,Saxony,Never,1.0,99,12514,0.91883,1.06428
303,303,1998,66 and older,Saxony-Anhalt,Never,1.0,68,12514,0.89083,1.11549
304,304,1998,66 and older,Thuringa,Never,1.0,76,12514,0.89844,1.13424
305,305,2001,17-29 y.,Schleswig-Holstein,Seldom,0.41129,31,20204,0.32469,0.47976
306,306,2001,17-29 y.,Schleswig-Holstein,Never,0.58871,35,20204,0.48918,0.72166
307,307,2001,17-29 y.,Lower Saxony,At least once per week,0.14054,49,20204,0.12212,0.1576
308,308,2001,17-29 y.,Lower Saxony,Seldom,0.25219,75,20204,0.20598,0.2965
309,309,2001,17-29 y.,Lower Saxony,Never,0.60728,190,20204,0.54656,0.65627
310,310,2001,17-29 y.,North Rhine-Westphalia,At least once per week,0.10897,112,20204,0.09884,0.12295
311,311,2001,17-29 y.,North Rhine-Westphalia,At least once per month,0.05429,43,20204,0.04329,0.06445
312,312,2001,17-29 y.,North Rhine-Westphalia,Seldom,0.28678,237,20204,0.26683,0.31741
313,313,2001,17-29 y.,North Rhine-Westphalia,Never,0.54996,428,20204,0.51512,0.58332
314,314,2001,17-29 y.,Hesse,At least once per week,0.13641,32,20204,0.11564,0.15907
315,315,2001,17-29 y.,Hesse,Seldom,0.22085,53,20204,0.17767,0.26844
316,316,2001,17-29 y.,Hesse,Never,0.64274,155,20204,0.57431,0.70506
317,317,2001,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.1272,31,20204,0.10696,0.14759
318,318,2001,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.19655,43,20204,0.16667,0.2342
319,319,2001,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.67625,127,20204,0.60488,0.73868
320,320,2001,17-29 y.,Baden-Wuerttemberg,At least once per week,0.16229,82,20204,0.13503,0.1874
321,321,2001,17-29 y.,Baden-Wuerttemberg,At least once per month,0.10325,48,20204,0.08197,0.1238
322,322,2001,17-29 y.,Baden-Wuerttemberg,Seldom,0.23706,124,20204,0.20891,0.26465
323,323,2001,17-29 y.,Baden-Wuerttemberg,Never,0.4974,276,20204,0.45923,0.5392
324,324,2001,17-29 y.,Bavaria,At least once per week,0.1495,66,20204,0.12642,0.17875
325,325,2001,17-29 y.,Bavaria,At least once per month,0.07286,44,20204,0.06331,0.08424
326,326,2001,17-29 y.,Bavaria,Seldom,0.27437,158,20204,0.24404,0.3034
327,327,2001,17-29 y.,Bavaria,Never,0.50327,290,20204,0.46323,0.53985
328,328,2001,17-29 y.,Berlin,Seldom,0.38514,44,20204,0.31952,0.4508
329,329,2001,17-29 y.,Berlin,Never,0.61486,72,20204,0.49974,0.76994
330,330,2001,17-29 y.,Brandenburg,Seldom,0.22165,47,20204,0.19368,0.25913
331,331,2001,17-29 y.,Brandenburg,Never,0.77835,114,20204,0.68574,0.87987
332,332,2001,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.36481,32,20204,0.28092,0.45745
333,333,2001,17-29 y.,Mecklenburg-Western Pomerania,Never,0.63519,55,20204,0.51659,0.78209
334,334,2001,17-29 y.,Saxony,At least once per week,0.09915,36,20204,0.08017,0.1209
335,335,2001,17-29 y.,Saxony,At least once per month,0.11492,32,20204,0.0908,0.13664
336,336,2001,17-29 y.,Saxony,Seldom,0.22579,75,20204,0.19615,0.26085
337,337,2001,17-29 y.,Saxony,Never,0.56014,174,20204,0.50785,0.60636
338,338,2001,17-29 y.,Saxony-Anhalt,At least once per week,0.1548,33,20204,0.11354,0.23308
339,339,2001,17-29 y.,Saxony-Anhalt,Seldom,0.29082,55,20204,0.23858,0.34803
340,340,2001,17-29 y.,Saxony-Anhalt,Never,0.55438,100,20204,0.49561,0.62078
341,341,2001,17-29 y.,Thuringa,Seldom,0.24485,53,20204,0.19842,0.28804
342,342,2001,17-29 y.,Thuringa,Never,0.75515,107,20204,0.67032,0.87855
343,343,2001,30-45 y.,Schleswig-Holstein,Seldom,0.33913,55,20204,0.28967,0.39775
344,344,2001,30-45 y.,Schleswig-Holstein,Never,0.66087,104,20204,0.58467,0.72552
345,345,2001,30-45 y.,Hamburg,Never,1.0,33,20204,0.78162,1.22652
346,346,2001,30-45 y.,Lower Saxony,At least once per week,0.08598,64,20204,0.07524,0.09841
347,347,2001,30-45 y.,Lower Saxony,At least once per month,0.06812,41,20204,0.05643,0.08356
348,348,2001,30-45 y.,Lower Saxony,Seldom,0.25138,162,20204,0.22228,0.28158
349,349,2001,30-45 y.,Lower Saxony,Never,0.59452,367,20204,0.55751,0.62965
350,350,2001,30-45 y.,North Rhine-Westphalia,At least once per week,0.07401,104,20204,0.06456,0.08369
351,351,2001,30-45 y.,North Rhine-Westphalia,At least once per month,0.07176,100,20204,0.06256,0.08106
352,352,2001,30-45 y.,North Rhine-Westphalia,Seldom,0.26173,391,20204,0.24218,0.28087
353,353,2001,30-45 y.,North Rhine-Westphalia,Never,0.5925,964,20204,0.56691,0.62005
354,354,2001,30-45 y.,Hesse,At least once per week,0.08053,44,20204,0.07126,0.09291
355,355,2001,30-45 y.,Hesse,Seldom,0.25141,113,20204,0.22129,0.28348
356,356,2001,30-45 y.,Hesse,Never,0.66806,322,20204,0.61875,0.71593
357,357,2001,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.05522,32,20204,0.04587,0.06359
358,358,2001,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.22813,109,20204,0.20229,0.25736
359,359,2001,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.71665,341,20204,0.67532,0.76257
360,360,2001,30-45 y.,Baden-Wuerttemberg,At least once per week,0.10359,88,20204,0.08908,0.11767
361,361,2001,30-45 y.,Baden-Wuerttemberg,At least once per month,0.07915,65,20204,0.0665,0.09356
362,362,2001,30-45 y.,Baden-Wuerttemberg,Seldom,0.26416,241,20204,0.24346,0.28487
363,363,2001,30-45 y.,Baden-Wuerttemberg,Never,0.5531,533,20204,0.51934,0.59007
364,364,2001,30-45 y.,Bavaria,At least once per week,0.07616,83,20204,0.06535,0.08619
365,365,2001,30-45 y.,Bavaria,At least once per month,0.07398,85,20204,0.06338,0.08763
366,366,2001,30-45 y.,Bavaria,Seldom,0.28335,305,20204,0.26252,0.30333
367,367,2001,30-45 y.,Bavaria,Never,0.56652,580,20204,0.53617,0.59958
368,368,2001,30-45 y.,Berlin,Seldom,0.38331,86,20204,0.34127,0.41907
369,369,2001,30-45 y.,Berlin,Never,0.61669,134,20204,0.55634,0.69113
370,370,2001,30-45 y.,Brandenburg,Seldom,0.2598,69,20204,0.22726,0.30363
371,371,2001,30-45 y.,Brandenburg,Never,0.7402,172,20204,0.67831,0.82312
372,372,2001,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.28726,46,20204,0.24196,0.34595
373,373,2001,30-45 y.,Mecklenburg-Western Pomerania,Never,0.71274,107,20204,0.64489,0.7745
374,374,2001,30-45 y.,Saxony,At least once per week,0.08453,44,20204,0.07034,0.09738
375,375,2001,30-45 y.,Saxony,Seldom,0.2155,112,20204,0.18781,0.23625
376,376,2001,30-45 y.,Saxony,Never,0.69997,331,20204,0.65608,0.7412
377,377,2001,30-45 y.,Saxony-Anhalt,Seldom,0.23716,57,20204,0.19589,0.27991
378,378,2001,30-45 y.,Saxony-Anhalt,Never,0.76284,182,20204,0.70294,0.82671
379,379,2001,30-45 y.,Thuringa,Seldom,0.24866,71,20204,0.22235,0.27822
380,380,2001,30-45 y.,Thuringa,Never,0.75134,199,20204,0.68293,0.81511
381,381,2001,46-65 y.,Schleswig-Holstein,Seldom,0.41207,82,20204,0.36605,0.46535
382,382,2001,46-65 y.,Schleswig-Holstein,Never,0.58793,118,20204,0.5267,0.6486
383,383,2001,46-65 y.,Hamburg,Never,1.0,60,20204,0.89143,1.13175
384,384,2001,46-65 y.,Lower Saxony,At least once per week,0.08109,46,20204,0.07053,0.0901
385,385,2001,46-65 y.,Lower Saxony,At least once per month,0.06684,36,20204,0.0567,0.07845
386,386,2001,46-65 y.,Lower Saxony,Seldom,0.24703,137,20204,0.2206,0.27204
387,387,2001,46-65 y.,Lower Saxony,Never,0.60504,334,20204,0.57443,0.64191
388,388,2001,46-65 y.,North Rhine-Westphalia,At least once per week,0.08404,127,20204,0.07488,0.0922
389,389,2001,46-65 y.,North Rhine-Westphalia,At least once per month,0.05524,77,20204,0.04804,0.06506
390,390,2001,46-65 y.,North Rhine-Westphalia,Seldom,0.23298,353,20204,0.21559,0.2491
391,391,2001,46-65 y.,North Rhine-Westphalia,Never,0.62774,952,20204,0.60678,0.65241
392,392,2001,46-65 y.,Hesse,At least once per week,0.09588,37,20204,0.08086,0.11464
393,393,2001,46-65 y.,Hesse,Seldom,0.1984,84,20204,0.1776,0.22193
394,394,2001,46-65 y.,Hesse,Never,0.70572,329,20204,0.66751,0.75014
395,395,2001,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.08908,35,20204,0.07439,0.10768
396,396,2001,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.18119,72,20204,0.16255,0.20047
397,397,2001,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.72973,267,20204,0.68976,0.77544
398,398,2001,46-65 y.,Baden-Wuerttemberg,At least once per week,0.08592,64,20204,0.07707,0.09477
399,399,2001,46-65 y.,Baden-Wuerttemberg,At least once per month,0.08464,55,20204,0.07159,0.09485
400,400,2001,46-65 y.,Baden-Wuerttemberg,Seldom,0.23852,171,20204,0.21825,0.2614
401,401,2001,46-65 y.,Baden-Wuerttemberg,Never,0.59093,463,20204,0.55832,0.6282
402,402,2001,46-65 y.,Bavaria,At least once per week,0.08706,77,20204,0.07751,0.09709
403,403,2001,46-65 y.,Bavaria,At least once per month,0.06715,54,20204,0.05851,0.07744
404,404,2001,46-65 y.,Bavaria,Seldom,0.23601,216,20204,0.21672,0.25427
405,405,2001,46-65 y.,Bavaria,Never,0.60978,585,20204,0.58449,0.63744
406,406,2001,46-65 y.,Berlin,Seldom,0.35922,83,20204,0.31506,0.39917
407,407,2001,46-65 y.,Berlin,Never,0.64078,164,20204,0.58969,0.69629
408,408,2001,46-65 y.,Brandenburg,Seldom,0.2896,81,20204,0.26314,0.31997
409,409,2001,46-65 y.,Brandenburg,Never,0.7104,208,20204,0.65958,0.76074
410,410,2001,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.24491,40,20204,0.201,0.29931
411,411,2001,46-65 y.,Mecklenburg-Western Pomerania,Never,0.75509,113,20204,0.66979,0.84167
412,412,2001,46-65 y.,Saxony,Seldom,0.26293,127,20204,0.23789,0.29275
413,413,2001,46-65 y.,Saxony,Never,0.73707,362,20204,0.69327,0.7705
414,414,2001,46-65 y.,Saxony-Anhalt,Seldom,0.19382,75,20204,0.17357,0.21865
415,415,2001,46-65 y.,Saxony-Anhalt,Never,0.80618,264,20204,0.76284,0.85214
416,416,2001,46-65 y.,Thuringa,Seldom,0.18753,67,20204,0.16492,0.21701
417,417,2001,46-65 y.,Thuringa,Never,0.81247,225,20204,0.74808,0.89355
418,418,2001,66 and older,Schleswig-Holstein,Never,1.0,74,20204,0.91406,1.10431
419,419,2001,66 and older,Lower Saxony,Seldom,0.15783,41,20204,0.13716,0.17971
420,420,2001,66 and older,Lower Saxony,Never,0.84217,215,20204,0.78546,0.8838
421,421,2001,66 and older,North Rhine-Westphalia,At least once per week,0.09094,63,20204,0.07844,0.10054
422,422,2001,66 and older,North Rhine-Westphalia,Seldom,0.12174,81,20204,0.10961,0.134
423,423,2001,66 and older,North Rhine-Westphalia,Never,0.78732,522,20204,0.75776,0.81923
424,424,2001,66 and older,Hesse,Never,1.0,178,20204,0.94165,1.06992
425,425,2001,66 and older,"Rhineland-Palatinate, Saarland",Never,1.0,193,20204,0.94281,1.06489
426,426,2001,66 and older,Baden-Wuerttemberg,At least once per week,0.09452,35,20204,0.08112,0.11207
427,427,2001,66 and older,Baden-Wuerttemberg,Seldom,0.13311,45,20204,0.10926,0.15514
428,428,2001,66 and older,Baden-Wuerttemberg,Never,0.77237,267,20204,0.72442,0.81301
429,429,2001,66 and older,Bavaria,Seldom,0.18935,83,20204,0.16661,0.21044
430,430,2001,66 and older,Bavaria,Never,0.81065,338,20204,0.7689,0.85161
431,431,2001,66 and older,Berlin,Never,1.0,53,20204,0.85352,1.1061
432,432,2001,66 and older,Brandenburg,Never,1.0,135,20204,0.94404,1.0615
433,433,2001,66 and older,Mecklenburg-Western Pomerania,Never,1.0,59,20204,0.91506,1.08798
434,434,2001,66 and older,Saxony,Seldom,0.15056,38,20204,0.13631,0.16861
435,435,2001,66 and older,Saxony,Never,0.84944,199,20204,0.80911,0.89442
436,436,2001,66 and older,Saxony-Anhalt,Never,1.0,131,20204,0.95588,1.0644
437,437,2001,66 and older,Thuringa,Never,1.0,120,20204,0.91443,1.08418
438,438,2003,17-29 y.,Schleswig-Holstein,Never,1.0,44,20443,0.7765,1.22205
439,439,2003,17-29 y.,Lower Saxony,At least once per week,0.14793,66,20443,0.11169,0.18631
440,440,2003,17-29 y.,Lower Saxony,At least once per month,0.10627,31,20443,0.08292,0.13124
441,441,2003,17-29 y.,Lower Saxony,Seldom,0.26689,81,20443,0.21305,0.32354
442,442,2003,17-29 y.,Lower Saxony,Never,0.47891,152,20443,0.4218,0.54988
443,443,2003,17-29 y.,North Rhine-Westphalia,At least once per week,0.17088,157,20443,0.14778,0.1953
444,444,2003,17-29 y.,North Rhine-Westphalia,At least once per month,0.08853,78,20443,0.06939,0.1112
445,445,2003,17-29 y.,North Rhine-Westphalia,Seldom,0.20614,162,20443,0.17933,0.23088
446,446,2003,17-29 y.,North Rhine-Westphalia,Never,0.53444,381,20443,0.48824,0.58328
447,447,2003,17-29 y.,Hesse,At least once per week,0.19289,50,20443,0.15681,0.23234
448,448,2003,17-29 y.,Hesse,Seldom,0.28806,62,20443,0.2313,0.34724
449,449,2003,17-29 y.,Hesse,Never,0.51905,109,20443,0.43469,0.60817
450,450,2003,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.12832,40,20443,0.09467,0.1633
451,451,2003,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.23916,48,20443,0.18591,0.29398
452,452,2003,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.63252,120,20443,0.55691,0.72106
453,453,2003,17-29 y.,Baden-Wuerttemberg,At least once per week,0.14891,97,20443,0.12853,0.17948
454,454,2003,17-29 y.,Baden-Wuerttemberg,At least once per month,0.13905,63,20443,0.11278,0.1748
455,455,2003,17-29 y.,Baden-Wuerttemberg,Seldom,0.22269,101,20443,0.18716,0.25047
456,456,2003,17-29 y.,Baden-Wuerttemberg,Never,0.48935,251,20443,0.43914,0.53726
457,457,2003,17-29 y.,Bavaria,At least once per week,0.18461,114,20443,0.15115,0.22292
458,458,2003,17-29 y.,Bavaria,At least once per month,0.10268,60,20443,0.08199,0.12278
459,459,2003,17-29 y.,Bavaria,Seldom,0.31141,173,20443,0.27576,0.3488
460,460,2003,17-29 y.,Bavaria,Never,0.4013,213,20443,0.36102,0.44553
461,461,2003,17-29 y.,Berlin,At least once per week,0.30861,43,20443,0.22591,0.40553
462,462,2003,17-29 y.,Berlin,Seldom,0.33515,50,20443,0.26256,0.40696
463,463,2003,17-29 y.,Berlin,Never,0.35624,61,20443,0.28271,0.46067
464,464,2003,17-29 y.,Brandenburg,At least once per week,0.2535,39,20443,0.18938,0.32704
465,465,2003,17-29 y.,Brandenburg,Seldom,0.2923,44,20443,0.21315,0.38213
466,466,2003,17-29 y.,Brandenburg,Never,0.4542,77,20443,0.3849,0.54635
467,467,2003,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.3909,32,20443,0.27418,0.50519
468,468,2003,17-29 y.,Mecklenburg-Western Pomerania,Never,0.6091,40,20443,0.47507,0.80353
469,469,2003,17-29 y.,Saxony,At least once per week,0.22719,59,20443,0.18082,0.27554
470,470,2003,17-29 y.,Saxony,Seldom,0.31836,90,20443,0.25319,0.38937
471,471,2003,17-29 y.,Saxony,Never,0.45446,127,20443,0.40391,0.51857
472,472,2003,17-29 y.,Saxony-Anhalt,At least once per week,0.23958,40,20443,0.18603,0.30671
473,473,2003,17-29 y.,Saxony-Anhalt,Seldom,0.29294,47,20443,0.24114,0.37031
474,474,2003,17-29 y.,Saxony-Anhalt,Never,0.46748,67,20443,0.37209,0.54968
475,475,2003,17-29 y.,Thuringa,At least once per week,0.17692,37,20443,0.12995,0.22103
476,476,2003,17-29 y.,Thuringa,Seldom,0.28596,50,20443,0.21178,0.37106
477,477,2003,17-29 y.,Thuringa,Never,0.53712,93,20443,0.44772,0.63441
478,478,2003,30-45 y.,Schleswig-Holstein,Seldom,0.36969,50,20443,0.29029,0.44363
479,479,2003,30-45 y.,Schleswig-Holstein,Never,0.63031,85,20443,0.56028,0.71193
480,480,2003,30-45 y.,Hamburg,Never,1.0,35,20443,0.74127,1.23595
481,481,2003,30-45 y.,Lower Saxony,At least once per week,0.10836,68,20443,0.09375,0.12575
482,482,2003,30-45 y.,Lower Saxony,At least once per month,0.07219,51,20443,0.05438,0.08988
483,483,2003,30-45 y.,Lower Saxony,Seldom,0.32208,189,20443,0.28002,0.3539
484,484,2003,30-45 y.,Lower Saxony,Never,0.49737,319,20443,0.45889,0.52855
485,485,2003,30-45 y.,North Rhine-Westphalia,At least once per week,0.1212,183,20443,0.10477,0.13736
486,486,2003,30-45 y.,North Rhine-Westphalia,At least once per month,0.1116,147,20443,0.09898,0.12563
487,487,2003,30-45 y.,North Rhine-Westphalia,Seldom,0.26653,397,20443,0.24504,0.28676
488,488,2003,30-45 y.,North Rhine-Westphalia,Never,0.50066,750,20443,0.47728,0.5324
489,489,2003,30-45 y.,Hesse,At least once per week,0.13208,63,20443,0.10348,0.15906
490,490,2003,30-45 y.,Hesse,At least once per month,0.09172,45,20443,0.07295,0.11299
491,491,2003,30-45 y.,Hesse,Seldom,0.27021,147,20443,0.23015,0.30663
492,492,2003,30-45 y.,Hesse,Never,0.50599,248,20443,0.45845,0.54987
493,493,2003,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.09166,45,20443,0.07386,0.11067
494,494,2003,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.26986,107,20443,0.23192,0.30464
495,495,2003,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.63848,265,20443,0.57918,0.69818
496,496,2003,30-45 y.,Baden-Wuerttemberg,At least once per week,0.12309,121,20443,0.10616,0.1416
497,497,2003,30-45 y.,Baden-Wuerttemberg,At least once per month,0.11666,107,20443,0.09765,0.13988
498,498,2003,30-45 y.,Baden-Wuerttemberg,Seldom,0.26314,235,20443,0.23611,0.29414
499,499,2003,30-45 y.,Baden-Wuerttemberg,Never,0.49711,462,20443,0.46181,0.54214
500,500,2003,30-45 y.,Bavaria,At least once per week,0.12467,135,20443,0.10997,0.14053
501,501,2003,30-45 y.,Bavaria,At least once per month,0.0963,111,20443,0.07925,0.11302
502,502,2003,30-45 y.,Bavaria,Seldom,0.30781,318,20443,0.28232,0.33892
503,503,2003,30-45 y.,Bavaria,Never,0.47122,450,20443,0.44162,0.50587
504,504,2003,30-45 y.,Berlin,Seldom,0.49616,84,20443,0.42049,0.56891
505,505,2003,30-45 y.,Berlin,Never,0.50384,98,20443,0.43453,0.56682
506,506,2003,30-45 y.,Brandenburg,Seldom,0.42977,84,20443,0.36403,0.50348
507,507,2003,30-45 y.,Brandenburg,Never,0.57023,105,20443,0.50673,0.65409
508,508,2003,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.34153,43,20443,0.24639,0.43267
509,509,2003,30-45 y.,Mecklenburg-Western Pomerania,Never,0.65847,85,20443,0.56491,0.74168
510,510,2003,30-45 y.,Saxony,At least once per week,0.08174,54,20443,0.06428,0.1042
511,511,2003,30-45 y.,Saxony,At least once per month,0.07283,38,20443,0.05126,0.0951
512,512,2003,30-45 y.,Saxony,Seldom,0.33434,151,20443,0.29793,0.37451
513,513,2003,30-45 y.,Saxony,Never,0.51109,238,20443,0.46588,0.55234
514,514,2003,30-45 y.,Saxony-Anhalt,At least once per week,0.11821,32,20443,0.0896,0.14696
515,515,2003,30-45 y.,Saxony-Anhalt,Seldom,0.28237,66,20443,0.22119,0.33409
516,516,2003,30-45 y.,Saxony-Anhalt,Never,0.59942,122,20443,0.52436,0.66827
517,517,2003,30-45 y.,Thuringa,Seldom,0.30986,69,20443,0.23162,0.37055
518,518,2003,30-45 y.,Thuringa,Never,0.69014,153,20443,0.60759,0.76966
519,519,2003,46-65 y.,Schleswig-Holstein,At least once per month,0.157,41,20443,0.11652,0.20705
520,520,2003,46-65 y.,Schleswig-Holstein,Seldom,0.33343,78,20443,0.28221,0.38467
521,521,2003,46-65 y.,Schleswig-Holstein,Never,0.50957,112,20443,0.43392,0.57586
522,522,2003,46-65 y.,Hamburg,Never,1.0,60,20443,0.79899,1.18115
523,523,2003,46-65 y.,Lower Saxony,At least once per week,0.11434,94,20443,0.09689,0.13639
524,524,2003,46-65 y.,Lower Saxony,At least once per month,0.09508,63,20443,0.0777,0.11639
525,525,2003,46-65 y.,Lower Saxony,Seldom,0.25082,145,20443,0.21822,0.28667
526,526,2003,46-65 y.,Lower Saxony,Never,0.53976,302,20443,0.49637,0.5842
527,527,2003,46-65 y.,North Rhine-Westphalia,At least once per week,0.10463,175,20443,0.09365,0.11906
528,528,2003,46-65 y.,North Rhine-Westphalia,At least once per month,0.06057,120,20443,0.05292,0.06964
529,529,2003,46-65 y.,North Rhine-Westphalia,Seldom,0.24137,411,20443,0.22065,0.26081
530,530,2003,46-65 y.,North Rhine-Westphalia,Never,0.59343,897,20443,0.56693,0.62342
531,531,2003,46-65 y.,Hesse,At least once per week,0.10253,64,20443,0.08318,0.12527
532,532,2003,46-65 y.,Hesse,At least once per month,0.07379,50,20443,0.05329,0.09539
533,533,2003,46-65 y.,Hesse,Seldom,0.24403,141,20443,0.21137,0.27896
534,534,2003,46-65 y.,Hesse,Never,0.57965,261,20443,0.53593,0.63779
535,535,2003,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.07522,38,20443,0.06017,0.09362
536,536,2003,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.07259,35,20443,0.05758,0.09685
537,537,2003,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.21072,99,20443,0.18274,0.23525
538,538,2003,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.64147,246,20443,0.5931,0.69009
539,539,2003,46-65 y.,Baden-Wuerttemberg,At least once per week,0.1328,119,20443,0.1134,0.15053
540,540,2003,46-65 y.,Baden-Wuerttemberg,At least once per month,0.10025,86,20443,0.08465,0.12217
541,541,2003,46-65 y.,Baden-Wuerttemberg,Seldom,0.26528,222,20443,0.23134,0.29464
542,542,2003,46-65 y.,Baden-Wuerttemberg,Never,0.50166,433,20443,0.45602,0.54647
543,543,2003,46-65 y.,Bavaria,At least once per week,0.0935,116,20443,0.0773,0.10992
544,544,2003,46-65 y.,Bavaria,At least once per month,0.09505,106,20443,0.08013,0.10848
545,545,2003,46-65 y.,Bavaria,Seldom,0.27593,303,20443,0.2499,0.30129
546,546,2003,46-65 y.,Bavaria,Never,0.53552,499,20443,0.50115,0.5674
547,547,2003,46-65 y.,Berlin,Seldom,0.32286,88,20443,0.27082,0.38047
548,548,2003,46-65 y.,Berlin,Never,0.67714,153,20443,0.61897,0.73428
549,549,2003,46-65 y.,Brandenburg,Seldom,0.38967,120,20443,0.3357,0.44979
550,550,2003,46-65 y.,Brandenburg,Never,0.61033,176,20443,0.54745,0.67542
551,551,2003,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.38013,66,20443,0.31884,0.46286
552,552,2003,46-65 y.,Mecklenburg-Western Pomerania,Never,0.61987,84,20443,0.53498,0.70866
553,553,2003,46-65 y.,Saxony,At least once per week,0.07351,38,20443,0.05883,0.08902
