"pli0093_h","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Taeglich","1999","(Fach-)Abitur","Brandenburg","","","",""
"Taeglich","1999","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Taeglich","1999","(Fach-)Abitur","Sachsen","","","",""
"Taeglich","1999","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Taeglich","1999","(Fach-)Abitur","Thueringen","","","",""
"Taeglich","1999","AkademikerIn","Schleswig-Holstein","","","",""
"Taeglich","1999","AkademikerIn","Hamburg","","","",""
"Taeglich","1999","AkademikerIn","Niedersachsen","","","",""
"Taeglich","1999","AkademikerIn","Bremen","","","",""
"Taeglich","1999","AkademikerIn","Nordrhein-Westfalen","","","",""
"Taeglich","1999","AkademikerIn","Hessen","","","",""
"Taeglich","1999","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1999","AkademikerIn","Baden-Wuerttemberg","","","",""
"Taeglich","1999","AkademikerIn","Bayern","","","",""
"Taeglich","1999","AkademikerIn","Saarland","","","",""
"Taeglich","1999","AkademikerIn","Berlin","","","",""
"Taeglich","1999","AkademikerIn","Brandenburg","","","",""
"Taeglich","1999","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Taeglich","1999","AkademikerIn","Sachsen","","","",""
"Taeglich","1999","AkademikerIn","Sachsen-Anhalt","","","",""
"Taeglich","1999","AkademikerIn","Thueringen","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Hamburg","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Niedersachsen","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Hessen","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Bayern","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Berlin","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Woche","1999","Hauptschule","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1999","Hauptschule","Hamburg","","","",""
"Min 1x pro Woche","1999","Hauptschule","Niedersachsen","","","",""
"Min 1x pro Woche","1999","Hauptschule","Bremen","","","",""
"Min 1x pro Woche","1999","Hauptschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1999","Hauptschule","Hessen","","","",""
"Min 1x pro Woche","1999","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1999","Hauptschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1999","Hauptschule","Bayern","","","",""
"Min 1x pro Woche","1999","Hauptschule","Saarland","","","",""
"Min 1x pro Woche","1999","Hauptschule","Berlin","","","",""
"Min 1x pro Woche","1999","Hauptschule","Brandenburg","","","",""
"Min 1x pro Woche","1999","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1999","Hauptschule","Sachsen","","","",""
"Min 1x pro Woche","1999","Hauptschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1999","Hauptschule","Thueringen","","","",""
"Min 1x pro Woche","1999","Realschule","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1999","Realschule","Hamburg","","","",""
"Min 1x pro Woche","1999","Realschule","Niedersachsen","","","",""
"Min 1x pro Woche","1999","Realschule","Bremen","","","",""
"Min 1x pro Woche","1999","Realschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1999","Realschule","Hessen","","","",""
"Min 1x pro Woche","1999","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1999","Realschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1999","Realschule","Bayern","","","",""
"Min 1x pro Woche","1999","Realschule","Saarland","","","",""
"Min 1x pro Woche","1999","Realschule","Berlin","","","",""
"Min 1x pro Woche","1999","Realschule","Brandenburg","","","",""
"Min 1x pro Woche","1999","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1999","Realschule","Sachsen","","","",""
"Min 1x pro Woche","1999","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1999","Realschule","Thueringen","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Hamburg","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Niedersachsen","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Bremen","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Hessen","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Bayern","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Berlin","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Brandenburg","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Hamburg","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Niedersachsen","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Bremen","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Hessen","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Bayern","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Saarland","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Berlin","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Brandenburg","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Sachsen","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Thueringen","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Hamburg","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Niedersachsen","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Hessen","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Bayern","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Berlin","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Monat","1999","Hauptschule","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1999","Hauptschule","Hamburg","","","",""
"Min 1x pro Monat","1999","Hauptschule","Niedersachsen","","","",""
"Min 1x pro Monat","1999","Hauptschule","Bremen","","","",""
"Min 1x pro Monat","1999","Hauptschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1999","Hauptschule","Hessen","","","",""
"Min 1x pro Monat","1999","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1999","Hauptschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1999","Hauptschule","Bayern","","","",""
"Min 1x pro Monat","1999","Hauptschule","Saarland","","","",""
"Min 1x pro Monat","1999","Hauptschule","Berlin","","","",""
"Min 1x pro Monat","1999","Hauptschule","Brandenburg","","","",""
"Min 1x pro Monat","1999","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1999","Hauptschule","Sachsen","","","",""
"Min 1x pro Monat","1999","Hauptschule","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1999","Hauptschule","Thueringen","","","",""
"Min 1x pro Monat","1999","Realschule","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1999","Realschule","Hamburg","","","",""
"Min 1x pro Monat","1999","Realschule","Niedersachsen","","","",""
"Min 1x pro Monat","1999","Realschule","Bremen","","","",""
"Min 1x pro Monat","1999","Realschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1999","Realschule","Hessen","","","",""
"Min 1x pro Monat","1999","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1999","Realschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1999","Realschule","Bayern","","","",""
"Min 1x pro Monat","1999","Realschule","Saarland","","","",""
"Min 1x pro Monat","1999","Realschule","Berlin","","","",""
"Min 1x pro Monat","1999","Realschule","Brandenburg","","","",""
"Min 1x pro Monat","1999","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1999","Realschule","Sachsen","","","",""
"Min 1x pro Monat","1999","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1999","Realschule","Thueringen","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Hamburg","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Niedersachsen","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Bremen","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Hessen","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Bayern","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Berlin","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Brandenburg","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Hamburg","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Niedersachsen","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Bremen","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Hessen","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Bayern","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Saarland","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Berlin","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Brandenburg","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Sachsen","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Thueringen","","","",""
"Seltener","1999","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Seltener","1999","(noch) kein Abschluss","Hamburg","","","",""
"Seltener","1999","(noch) kein Abschluss","Niedersachsen","","","",""
"Seltener","1999","(noch) kein Abschluss","Bremen","","","",""
"Seltener","1999","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Seltener","1999","(noch) kein Abschluss","Hessen","","","",""
"Seltener","1999","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1999","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Seltener","1999","(noch) kein Abschluss","Bayern","","","",""
"Seltener","1999","(noch) kein Abschluss","Saarland","","","",""
"Seltener","1999","(noch) kein Abschluss","Berlin","","","",""
"Seltener","1999","(noch) kein Abschluss","Brandenburg","","","",""
"Seltener","1999","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Seltener","1999","(noch) kein Abschluss","Sachsen","","","",""
"Seltener","1999","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Seltener","1999","(noch) kein Abschluss","Thueringen","","","",""
"Seltener","1999","Hauptschule","Schleswig-Holstein","","","",""
"Seltener","1999","Hauptschule","Hamburg","","","",""
"Seltener","1999","Hauptschule","Niedersachsen","","","",""
"Seltener","1999","Hauptschule","Bremen","","","",""
"Seltener","1999","Hauptschule","Nordrhein-Westfalen","","","",""
"Seltener","1999","Hauptschule","Hessen","","","",""
"Seltener","1999","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1999","Hauptschule","Baden-Wuerttemberg","","","",""
"Seltener","1999","Hauptschule","Bayern","","","",""
"Seltener","1999","Hauptschule","Saarland","","","",""
"Seltener","1999","Hauptschule","Berlin","","","",""
"Seltener","1999","Hauptschule","Brandenburg","","","",""
"Seltener","1999","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Seltener","1999","Hauptschule","Sachsen","","","",""
"Seltener","1999","Hauptschule","Sachsen-Anhalt","","","",""
"Seltener","1999","Hauptschule","Thueringen","","","",""
"Seltener","1999","Realschule","Schleswig-Holstein","","","",""
"Seltener","1999","Realschule","Hamburg","","","",""
"Seltener","1999","Realschule","Niedersachsen","","","",""
"Seltener","1999","Realschule","Bremen","","","",""
"Seltener","1999","Realschule","Nordrhein-Westfalen","","","",""
"Seltener","1999","Realschule","Hessen","","","",""
"Seltener","1999","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1999","Realschule","Baden-Wuerttemberg","","","",""
"Seltener","1999","Realschule","Bayern","","","",""
"Seltener","1999","Realschule","Saarland","","","",""
"Seltener","1999","Realschule","Berlin","","","",""
"Seltener","1999","Realschule","Brandenburg","","","",""
"Seltener","1999","Realschule","Mecklenburg-Vorpommern","","","",""
"Seltener","1999","Realschule","Sachsen","","","",""
"Seltener","1999","Realschule","Sachsen-Anhalt","","","",""
"Seltener","1999","Realschule","Thueringen","","","",""
"Seltener","1999","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Seltener","1999","(Fach-)Abitur","Hamburg","","","",""
"Seltener","1999","(Fach-)Abitur","Niedersachsen","","","",""
"Seltener","1999","(Fach-)Abitur","Bremen","","","",""
"Seltener","1999","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Seltener","1999","(Fach-)Abitur","Hessen","","","",""
"Seltener","1999","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1999","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Seltener","1999","(Fach-)Abitur","Bayern","","","",""
"Seltener","1999","(Fach-)Abitur","Saarland","","","",""
"Seltener","1999","(Fach-)Abitur","Berlin","","","",""
"Seltener","1999","(Fach-)Abitur","Brandenburg","","","",""
"Seltener","1999","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Seltener","1999","(Fach-)Abitur","Sachsen","","","",""
"Seltener","1999","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Seltener","1999","(Fach-)Abitur","Thueringen","","","",""
"Seltener","1999","AkademikerIn","Schleswig-Holstein","","","",""
"Seltener","1999","AkademikerIn","Hamburg","","","",""
"Seltener","1999","AkademikerIn","Niedersachsen","","","",""
"Seltener","1999","AkademikerIn","Bremen","","","",""
"Seltener","1999","AkademikerIn","Nordrhein-Westfalen","","","",""
"Seltener","1999","AkademikerIn","Hessen","","","",""
"Seltener","1999","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Seltener","1999","AkademikerIn","Baden-Wuerttemberg","","","",""
"Seltener","1999","AkademikerIn","Bayern","","","",""
"Seltener","1999","AkademikerIn","Saarland","","","",""
"Seltener","1999","AkademikerIn","Berlin","","","",""
"Seltener","1999","AkademikerIn","Brandenburg","","","",""
"Seltener","1999","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Seltener","1999","AkademikerIn","Sachsen","","","",""
"Seltener","1999","AkademikerIn","Sachsen-Anhalt","","","",""
"Seltener","1999","AkademikerIn","Thueringen","","","",""
"Nie","1999","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Nie","1999","(noch) kein Abschluss","Hamburg","","","",""
"Nie","1999","(noch) kein Abschluss","Niedersachsen","","","",""
"Nie","1999","(noch) kein Abschluss","Bremen","","","",""
"Nie","1999","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Nie","1999","(noch) kein Abschluss","Hessen","","","",""
"Nie","1999","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Nie","1999","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Nie","1999","(noch) kein Abschluss","Bayern","","","",""
"Nie","1999","(noch) kein Abschluss","Saarland","","","",""
"Nie","1999","(noch) kein Abschluss","Berlin","","","",""
"Nie","1999","(noch) kein Abschluss","Brandenburg","","","",""
"Nie","1999","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nie","1999","(noch) kein Abschluss","Sachsen","","","",""
"Nie","1999","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nie","1999","(noch) kein Abschluss","Thueringen","","","",""
"Nie","1999","Hauptschule","Schleswig-Holstein","","","",""
"Nie","1999","Hauptschule","Hamburg","","","",""
"Nie","1999","Hauptschule","Niedersachsen","","","",""
"Nie","1999","Hauptschule","Bremen","","","",""
"Nie","1999","Hauptschule","Nordrhein-Westfalen","","","",""
"Nie","1999","Hauptschule","Hessen","","","",""
"Nie","1999","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Nie","1999","Hauptschule","Baden-Wuerttemberg","","","",""
"Nie","1999","Hauptschule","Bayern","","","",""
"Nie","1999","Hauptschule","Saarland","","","",""
"Nie","1999","Hauptschule","Berlin","","","",""
"Nie","1999","Hauptschule","Brandenburg","","","",""
"Nie","1999","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nie","1999","Hauptschule","Sachsen","","","",""
"Nie","1999","Hauptschule","Sachsen-Anhalt","","","",""
"Nie","1999","Hauptschule","Thueringen","","","",""
"Nie","1999","Realschule","Schleswig-Holstein","","","",""
"Nie","1999","Realschule","Hamburg","","","",""
"Nie","1999","Realschule","Niedersachsen","","","",""
"Nie","1999","Realschule","Bremen","","","",""
"Nie","1999","Realschule","Nordrhein-Westfalen","","","",""
"Nie","1999","Realschule","Hessen","","","",""
"Nie","1999","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Nie","1999","Realschule","Baden-Wuerttemberg","","","",""
"Nie","1999","Realschule","Bayern","","","",""
"Nie","1999","Realschule","Saarland","","","",""
"Nie","1999","Realschule","Berlin","","","",""
"Nie","1999","Realschule","Brandenburg","","","",""
"Nie","1999","Realschule","Mecklenburg-Vorpommern","","","",""
"Nie","1999","Realschule","Sachsen","","","",""
"Nie","1999","Realschule","Sachsen-Anhalt","","","",""
"Nie","1999","Realschule","Thueringen","","","",""
"Nie","1999","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Nie","1999","(Fach-)Abitur","Hamburg","","","",""
"Nie","1999","(Fach-)Abitur","Niedersachsen","","","",""
"Nie","1999","(Fach-)Abitur","Bremen","","","",""
"Nie","1999","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Nie","1999","(Fach-)Abitur","Hessen","","","",""
"Nie","1999","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Nie","1999","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Nie","1999","(Fach-)Abitur","Bayern","","","",""
"Nie","1999","(Fach-)Abitur","Saarland","","","",""
"Nie","1999","(Fach-)Abitur","Berlin","","","",""
"Nie","1999","(Fach-)Abitur","Brandenburg","","","",""
"Nie","1999","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nie","1999","(Fach-)Abitur","Sachsen","","","",""
"Nie","1999","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nie","1999","(Fach-)Abitur","Thueringen","","","",""
"Nie","1999","AkademikerIn","Schleswig-Holstein","","","",""
"Nie","1999","AkademikerIn","Hamburg","","","",""
"Nie","1999","AkademikerIn","Niedersachsen","","","",""
"Nie","1999","AkademikerIn","Bremen","","","",""
"Nie","1999","AkademikerIn","Nordrhein-Westfalen","","","",""
"Nie","1999","AkademikerIn","Hessen","","","",""
"Nie","1999","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Nie","1999","AkademikerIn","Baden-Wuerttemberg","","","",""
"Nie","1999","AkademikerIn","Bayern","","","",""
"Nie","1999","AkademikerIn","Saarland","","","",""
"Nie","1999","AkademikerIn","Berlin","","","",""
"Nie","1999","AkademikerIn","Brandenburg","","","",""
"Nie","1999","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nie","1999","AkademikerIn","Sachsen","","","",""
"Nie","1999","AkademikerIn","Sachsen-Anhalt","","","",""
"Nie","1999","AkademikerIn","Thueringen","","","",""
"Taeglich","2000","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Taeglich","2000","(noch) kein Abschluss","Hamburg","","","",""
"Taeglich","2000","(noch) kein Abschluss","Niedersachsen","","","",""
"Taeglich","2000","(noch) kein Abschluss","Bremen","","","",""
"Taeglich","2000","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Taeglich","2000","(noch) kein Abschluss","Hessen","","","",""
"Taeglich","2000","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2000","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Taeglich","2000","(noch) kein Abschluss","Bayern","","","",""
"Taeglich","2000","(noch) kein Abschluss","Saarland","","","",""
"Taeglich","2000","(noch) kein Abschluss","Berlin","","","",""
"Taeglich","2000","(noch) kein Abschluss","Brandenburg","","","",""
"Taeglich","2000","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Taeglich","2000","(noch) kein Abschluss","Sachsen","","","",""
"Taeglich","2000","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Taeglich","2000","(noch) kein Abschluss","Thueringen","","","",""
"Taeglich","2000","Hauptschule","Schleswig-Holstein","","","",""
"Taeglich","2000","Hauptschule","Hamburg","","","",""
"Taeglich","2000","Hauptschule","Niedersachsen","","","",""
"Taeglich","2000","Hauptschule","Bremen","","","",""
"Taeglich","2000","Hauptschule","Nordrhein-Westfalen","","","",""
"Taeglich","2000","Hauptschule","Hessen","","","",""
"Taeglich","2000","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2000","Hauptschule","Baden-Wuerttemberg","","","",""
"Taeglich","2000","Hauptschule","Bayern","","","",""
"Taeglich","2000","Hauptschule","Saarland","","","",""
"Taeglich","2000","Hauptschule","Berlin","","","",""
"Taeglich","2000","Hauptschule","Brandenburg","","","",""
"Taeglich","2000","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Taeglich","2000","Hauptschule","Sachsen","","","",""
"Taeglich","2000","Hauptschule","Sachsen-Anhalt","","","",""
"Taeglich","2000","Hauptschule","Thueringen","","","",""
"Taeglich","2000","Realschule","Schleswig-Holstein","","","",""
"Taeglich","2000","Realschule","Hamburg","","","",""
"Taeglich","2000","Realschule","Niedersachsen","","","",""
"Taeglich","2000","Realschule","Bremen","","","",""
"Taeglich","2000","Realschule","Nordrhein-Westfalen","","","",""
"Taeglich","2000","Realschule","Hessen","","","",""
"Taeglich","2000","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2000","Realschule","Baden-Wuerttemberg","","","",""
"Taeglich","2000","Realschule","Bayern","","","",""
"Taeglich","2000","Realschule","Saarland","","","",""
"Taeglich","2000","Realschule","Berlin","","","",""
"Taeglich","2000","Realschule","Brandenburg","","","",""
"Taeglich","2000","Realschule","Mecklenburg-Vorpommern","","","",""
"Taeglich","2000","Realschule","Sachsen","","","",""
"Taeglich","2000","Realschule","Sachsen-Anhalt","","","",""
"Taeglich","2000","Realschule","Thueringen","","","",""
"Taeglich","2000","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Taeglich","2000","(Fach-)Abitur","Hamburg","","","",""
"Taeglich","2000","(Fach-)Abitur","Niedersachsen","","","",""
"Taeglich","2000","(Fach-)Abitur","Bremen","","","",""
"Taeglich","2000","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Taeglich","2000","(Fach-)Abitur","Hessen","","","",""
"Taeglich","2000","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2000","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Taeglich","2000","(Fach-)Abitur","Bayern","","","",""
"Taeglich","2000","(Fach-)Abitur","Saarland","","","",""
"Taeglich","2000","(Fach-)Abitur","Berlin","","","",""
"Taeglich","2000","(Fach-)Abitur","Brandenburg","","","",""
"Taeglich","2000","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Taeglich","2000","(Fach-)Abitur","Sachsen","","","",""
"Taeglich","2000","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Taeglich","2000","(Fach-)Abitur","Thueringen","","","",""
"Taeglich","2000","AkademikerIn","Schleswig-Holstein","","","",""
"Taeglich","2000","AkademikerIn","Hamburg","","","",""
"Taeglich","2000","AkademikerIn","Niedersachsen","","","",""
"Taeglich","2000","AkademikerIn","Bremen","","","",""
"Taeglich","2000","AkademikerIn","Nordrhein-Westfalen","","","",""
"Taeglich","2000","AkademikerIn","Hessen","","","",""
"Taeglich","2000","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2000","AkademikerIn","Baden-Wuerttemberg","","","",""
"Taeglich","2000","AkademikerIn","Bayern","","","",""
