year,bula_h,pgisced97,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Bavaria,Upper Secondary Level,At least once per month,0.12938,101,805,0.10618,0.15258
1990,Bavaria,Upper Secondary Level,Seldom,0.32673,266,805,0.29431,0.35915
1990,Bavaria,Upper Secondary Level,Never,0.43090,348,805,0.39667,0.46513
1990,Bavaria,Second Stage of Tertiary Education,At least once per week,0.29053,40,105,0.20327,0.37779
1990,Bavaria,Second Stage of Tertiary Education,At least once per month,0.25990,34,105,0.17561,0.34419
1990,Bavaria,Second Stage of Tertiary Education,Seldom,0.22405,31,105,0.14391,0.30418
1990,Berlin,Lower Secondary Level,Never,0.39470,40,40,0.24130,0.54811
1990,Berlin,Upper Secondary Level,Seldom,0.19385,40,105,0.11787,0.26982
1990,Berlin,Upper Secondary Level,Never,0.31014,65,105,0.22124,0.39903
1995,Schleswig-Holstein,Lower Secondary Level,Never,0.55193,31,31,0.37398,0.72989
1995,Schleswig-Holstein,Upper Secondary Level,Seldom,0.33908,49,123,0.25508,0.42308
1995,Schleswig-Holstein,Upper Secondary Level,Never,0.42670,74,123,0.33893,0.51446
1995,Hamburg,Upper Secondary Level,Never,0.56622,41,41,0.41264,0.71981
1995,Lower Saxony,Primary Level,Never,0.76033,34,34,0.61468,0.90598
1995,Lower Saxony,Lower Secondary Level,Seldom,0.18953,39,191,0.13380,0.24526
1995,Lower Saxony,Lower Secondary Level,Never,0.67611,152,191,0.60957,0.74265
1995,Lower Saxony,Upper Secondary Level,At least once per week,0.10516,50,521,0.07880,0.13153
1995,Lower Saxony,Upper Secondary Level,At least once per month,0.11090,57,521,0.08391,0.13789
1995,Lower Saxony,Upper Secondary Level,Seldom,0.36750,176,521,0.32606,0.40894
1995,Lower Saxony,Upper Secondary Level,Never,0.40984,238,521,0.36757,0.45212
1995,North Rhine-Westphalia,Primary Level,Never,0.77071,115,115,0.69355,0.84788
1995,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.09420,38,492,0.06836,0.12004
1995,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.18058,95,492,0.14656,0.21461
1995,North Rhine-Westphalia,Lower Secondary Level,Never,0.67898,359,492,0.63768,0.72028
1995,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.10329,126,1271,0.08655,0.12003
1995,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.08662,103,1271,0.07115,0.10209
1995,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.29515,384,1271,0.27006,0.32023
1995,North Rhine-Westphalia,Upper Secondary Level,Never,0.50599,658,1271,0.47849,0.53349
1995,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.27182,38,85,0.17667,0.36696
1995,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.36728,47,85,0.26419,0.47037
1995,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.32597,48,100,0.23363,0.41830
1995,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.42928,52,100,0.33177,0.52678
1995,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.20626,51,268,0.15772,0.25479
1995,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per month,0.22297,48,268,0.17304,0.27290
1995,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.29426,89,268,0.23960,0.34892
1995,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.26520,80,268,0.21225,0.31815
1995,Hesse,Primary Level,Never,0.89663,50,50,0.81139,0.98187
1995,Hesse,Lower Secondary Level,Never,0.72972,171,171,0.66296,0.79648
1995,Hesse,Upper Secondary Level,At least once per week,0.11483,50,431,0.08470,0.14497
1995,Hesse,Upper Secondary Level,At least once per month,0.07267,35,431,0.04813,0.09721
1995,Hesse,Upper Secondary Level,Seldom,0.36111,133,431,0.31571,0.40651
1995,Hesse,Upper Secondary Level,Never,0.44289,213,431,0.39594,0.48984
1995,Hesse,Second Stage of Tertiary Education,Seldom,0.40899,43,84,0.30322,0.51477
1995,Hesse,Second Stage of Tertiary Education,Never,0.34714,41,84,0.24472,0.44956
1995,"Rhineland-Palatinate, Saarland",Primary Level,Never,0.88041,32,32,0.76619,0.99464
1995,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.13668,32,172,0.08520,0.18817
1995,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.71492,140,172,0.64725,0.78258
1995,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.09786,33,328,0.06566,0.13007
1995,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.23064,83,328,0.18499,0.27630
1995,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.61786,212,328,0.56519,0.67053
1995,Baden-Wuerttemberg,Primary Level,Never,0.78001,138,138,0.71064,0.84937
1995,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.08718,35,406,0.05971,0.11466
1995,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.24785,94,406,0.20580,0.28990
1995,Baden-Wuerttemberg,Lower Secondary Level,Never,0.60985,277,406,0.56234,0.65735
1995,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.13176,94,802,0.10834,0.15519
1995,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.09076,68,802,0.07087,0.11065
1995,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.30236,241,802,0.27056,0.33417
1995,Baden-Wuerttemberg,Upper Secondary Level,Never,0.47476,399,802,0.44017,0.50934
1995,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.36837,32,32,0.19856,0.53817
1995,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.43877,40,40,0.28302,0.59451
1995,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.34539,41,83,0.24247,0.44831
1995,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.38375,42,83,0.27850,0.48901
1995,Bavaria,Primary Level,Never,0.78043,48,48,0.66208,0.89878
1995,Bavaria,Lower Secondary Level,At least once per week,0.10682,34,324,0.07313,0.14050
1995,Bavaria,Lower Secondary Level,Seldom,0.24615,84,324,0.19917,0.29313
1995,Bavaria,Lower Secondary Level,Never,0.56088,206,324,0.50676,0.61500
1995,Bavaria,Upper Secondary Level,At least once per week,0.12904,116,852,0.10652,0.15157
1995,Bavaria,Upper Secondary Level,At least once per month,0.10080,84,852,0.08057,0.12103
1995,Bavaria,Upper Secondary Level,Seldom,0.30754,268,852,0.27653,0.33855
1995,Bavaria,Upper Secondary Level,Never,0.44603,384,852,0.41263,0.47943
1995,Bavaria,First Stage of Tertiary Education,Seldom,0.35943,40,74,0.24935,0.46950
1995,Bavaria,First Stage of Tertiary Education,Never,0.35169,34,74,0.24215,0.46123
1995,Bavaria,Second Stage of Tertiary Education,At least once per week,0.24727,45,145,0.17680,0.31774
1995,Bavaria,Second Stage of Tertiary Education,Seldom,0.30535,54,145,0.23013,0.38058
1995,Bavaria,Second Stage of Tertiary Education,Never,0.28624,46,145,0.21242,0.36007
1995,Berlin,Lower Secondary Level,Never,0.60990,45,45,0.46578,0.75403
1995,Berlin,Upper Secondary Level,Seldom,0.29298,74,203,0.23022,0.35575
1995,Berlin,Upper Secondary Level,Never,0.50751,129,203,0.43857,0.57646
1995,Berlin,Second Stage of Tertiary Education,Seldom,0.28718,49,94,0.19522,0.37913
1995,Berlin,Second Stage of Tertiary Education,Never,0.30936,45,94,0.21541,0.40330
1995,Brandenburg,Lower Secondary Level,Never,0.71765,43,43,0.58152,0.85379
1995,Brandenburg,Upper Secondary Level,Seldom,0.29212,94,274,0.23818,0.34607
1995,Brandenburg,Upper Secondary Level,Never,0.61164,180,274,0.55383,0.66946
1995,Brandenburg,Second Stage of Tertiary Education,Seldom,0.42054,59,109,0.32744,0.51364
1995,Brandenburg,Second Stage of Tertiary Education,Never,0.34171,50,109,0.25226,0.43117
1995,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.36932,93,202,0.30260,0.43604
1995,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.49985,109,202,0.43073,0.56897
1995,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.45520,45,76,0.34249,0.56790
1995,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,0.32950,31,76,0.22312,0.43588
1995,Saxony,Lower Secondary Level,Never,0.81719,87,87,0.73550,0.89888
1995,Saxony,Upper Secondary Level,At least once per week,0.05084,35,590,0.03310,0.06858
1995,Saxony,Upper Secondary Level,Seldom,0.31054,198,590,0.27317,0.34791
1995,Saxony,Upper Secondary Level,Never,0.58018,357,590,0.54032,0.62003
1995,Saxony,First Stage of Tertiary Education,Never,0.58299,31,31,0.40655,0.75943
1995,Saxony,Second Stage of Tertiary Education,At least once per week,0.15485,35,209,0.10568,0.20401
1995,Saxony,Second Stage of Tertiary Education,Seldom,0.36385,92,209,0.29846,0.42923
1995,Saxony,Second Stage of Tertiary Education,Never,0.37480,82,209,0.30901,0.44059
1995,Saxony-Anhalt,Lower Secondary Level,Never,0.78013,51,51,0.66533,0.89493
1995,Saxony-Anhalt,Upper Secondary Level,Seldom,0.26629,106,330,0.21852,0.31405
1995,Saxony-Anhalt,Upper Secondary Level,Never,0.62912,224,330,0.57692,0.68131
1995,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.38174,66,126,0.29658,0.46691
1995,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.46554,60,126,0.37809,0.55298
1995,Thuringa,Lower Secondary Level,Never,0.67978,41,41,0.53519,0.82437
1995,Thuringa,Upper Secondary Level,At least once per month,0.07950,32,382,0.05234,0.10666
1995,Thuringa,Upper Secondary Level,Seldom,0.25912,124,382,0.21512,0.30311
1995,Thuringa,Upper Secondary Level,Never,0.60678,226,382,0.55773,0.65583
1995,Thuringa,Second Stage of Tertiary Education,Seldom,0.41487,51,89,0.31193,0.51781
1995,Thuringa,Second Stage of Tertiary Education,Never,0.32415,38,89,0.22636,0.42195
1998,Schleswig-Holstein,Upper Secondary Level,Seldom,0.28203,53,143,0.20801,0.35604
1998,Schleswig-Holstein,Upper Secondary Level,Never,0.50802,90,143,0.42579,0.59025
1998,Hamburg,Upper Secondary Level,Never,0.53119,46,46,0.38538,0.67699
1998,Lower Saxony,Primary Level,Never,0.86030,32,32,0.73826,0.98234
1998,Lower Saxony,Lower Secondary Level,Seldom,0.16361,37,197,0.11182,0.21540
1998,Lower Saxony,Lower Secondary Level,Never,0.68129,160,197,0.61606,0.74653
1998,Lower Saxony,Upper Secondary Level,At least once per week,0.08670,48,574,0.06366,0.10974
1998,Lower Saxony,Upper Secondary Level,At least once per month,0.10666,59,574,0.08139,0.13194
1998,Lower Saxony,Upper Secondary Level,Seldom,0.27698,160,574,0.24034,0.31362
1998,Lower Saxony,Upper Secondary Level,Never,0.52443,307,574,0.48353,0.56532
1998,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.40876,31,31,0.23284,0.58468
1998,Lower Saxony,First Stage of Tertiary Education,Seldom,0.40217,33,64,0.28109,0.52325
1998,Lower Saxony,First Stage of Tertiary Education,Never,0.33282,31,64,0.21646,0.44918
1998,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.32113,36,82,0.21944,0.42281
1998,Lower Saxony,Second Stage of Tertiary Education,Never,0.28171,46,82,0.18375,0.37967
1998,North Rhine-Westphalia,Primary Level,Never,0.86563,109,109,0.80131,0.92995
1998,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.09586,41,506,0.07018,0.12153
1998,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.17035,96,506,0.13756,0.20314
1998,North Rhine-Westphalia,Lower Secondary Level,Never,0.68172,369,506,0.64109,0.72234
1998,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.08965,126,1341,0.07435,0.10494
1998,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.07499,102,1341,0.06089,0.08909
1998,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.29029,374,1341,0.26599,0.31459
1998,North Rhine-Westphalia,Upper Secondary Level,Never,0.53014,739,1341,0.50342,0.55686
1998,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.38061,50,111,0.28988,0.47135
1998,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.43764,61,111,0.34493,0.53035
1998,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.33297,54,134,0.25288,0.41307
1998,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.48103,80,134,0.39612,0.56595
1998,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.19793,52,312,0.15365,0.24221
1998,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per month,0.11478,36,312,0.07935,0.15021
1998,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.34048,109,312,0.28781,0.39315
1998,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.34311,115,312,0.29035,0.39588
1998,Hesse,Primary Level,Never,0.85897,45,45,0.75613,0.96182
1998,Hesse,Lower Secondary Level,Never,0.71805,144,144,0.64430,0.79180
1998,Hesse,Upper Secondary Level,At least once per week,0.10664,45,431,0.07746,0.13581
1998,Hesse,Upper Secondary Level,At least once per month,0.05974,31,431,0.03734,0.08214
1998,Hesse,Upper Secondary Level,Seldom,0.33288,134,431,0.28834,0.37743
1998,Hesse,Upper Secondary Level,Never,0.47852,221,431,0.43131,0.52574
1998,Hesse,Second Stage of Tertiary Education,Seldom,0.30051,38,84,0.20187,0.39915
1998,Hesse,Second Stage of Tertiary Education,Never,0.41365,46,84,0.30769,0.51960
1998,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.13716,32,186,0.08759,0.18673
1998,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.71563,154,186,0.65062,0.78064
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.10201,32,390,0.07193,0.13209
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.08436,32,390,0.05674,0.11198
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.22343,90,390,0.18203,0.26482
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.58286,236,390,0.53386,0.63186
1998,Baden-Wuerttemberg,Primary Level,Never,0.87114,116,116,0.80990,0.93237
1998,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.16525,70,386,0.12815,0.20235
1998,Baden-Wuerttemberg,Lower Secondary Level,Never,0.65694,316,386,0.60952,0.70436
1998,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.09931,78,793,0.07848,0.12014
1998,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.06686,50,793,0.04946,0.08425
1998,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.30921,221,793,0.27702,0.34140
1998,Baden-Wuerttemberg,Upper Secondary Level,Never,0.50443,444,793,0.46961,0.53925
1998,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.35427,31,31,0.18312,0.52543
1998,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.41880,36,70,0.30239,0.53521
1998,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.33146,34,70,0.22038,0.44253
1998,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.30899,43,94,0.21507,0.40290
1998,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.33067,51,94,0.23505,0.42628
1998,Bavaria,Primary Level,Never,0.80465,41,41,0.68178,0.92752
1998,Bavaria,Lower Secondary Level,At least once per week,0.09946,33,358,0.06842,0.13051
1998,Bavaria,Lower Secondary Level,Seldom,0.17722,74,358,0.13761,0.21683
1998,Bavaria,Lower Secondary Level,Never,0.63552,251,358,0.58560,0.68545
1998,Bavaria,Upper Secondary Level,At least once per week,0.11892,104,915,0.09794,0.13991
1998,Bavaria,Upper Secondary Level,At least once per month,0.08989,84,915,0.07135,0.10843
1998,Bavaria,Upper Secondary Level,Seldom,0.29481,276,915,0.26525,0.32437
1998,Bavaria,Upper Secondary Level,Never,0.48294,451,915,0.45055,0.51534
1998,Bavaria,First Stage of Tertiary Education,Seldom,0.31877,37,86,0.21971,0.41784
1998,Bavaria,First Stage of Tertiary Education,Never,0.42198,49,86,0.31698,0.52697
1998,Bavaria,Second Stage of Tertiary Education,At least once per week,0.23912,45,198,0.17956,0.29869
1998,Bavaria,Second Stage of Tertiary Education,At least once per month,0.18131,35,198,0.12751,0.23511
1998,Bavaria,Second Stage of Tertiary Education,Seldom,0.28880,59,198,0.22552,0.35209
1998,Bavaria,Second Stage of Tertiary Education,Never,0.29076,59,198,0.22735,0.35418
1998,Berlin,Lower Secondary Level,Never,0.60332,35,35,0.43888,0.76776
1998,Berlin,Upper Secondary Level,Seldom,0.28041,63,181,0.21479,0.34604
1998,Berlin,Upper Secondary Level,Never,0.52899,118,181,0.45607,0.60192
1998,Berlin,Second Stage of Tertiary Education,At least once per week,0.17325,31,136,0.10941,0.23710
1998,Berlin,Second Stage of Tertiary Education,Seldom,0.30907,55,136,0.23112,0.38702
1998,Berlin,Second Stage of Tertiary Education,Never,0.32794,50,136,0.24875,0.40714
1998,Brandenburg,Lower Secondary Level,Never,0.81774,43,43,0.70098,0.93450
1998,Brandenburg,Upper Secondary Level,Seldom,0.20638,83,284,0.15923,0.25353
1998,Brandenburg,Upper Secondary Level,Never,0.67752,201,284,0.62306,0.73198
1998,Brandenburg,Second Stage of Tertiary Education,Seldom,0.34034,52,110,0.25138,0.42929
1998,Brandenburg,Second Stage of Tertiary Education,Never,0.35925,58,110,0.26918,0.44933
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.25719,68,194,0.19553,0.31886
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.57373,126,194,0.50396,0.64350
1998,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.45760,52,84,0.35042,0.56478
1998,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,0.38589,32,84,0.28116,0.49062
1998,Saxony,Lower Secondary Level,Never,0.71398,80,80,0.61433,0.81363
1998,Saxony,Upper Secondary Level,At least once per week,0.06829,46,653,0.04893,0.08765
1998,Saxony,Upper Secondary Level,At least once per month,0.04574,34,653,0.02970,0.06177
1998,Saxony,Upper Secondary Level,Seldom,0.29583,201,653,0.26079,0.33086
1998,Saxony,Upper Secondary Level,Never,0.58446,372,653,0.54663,0.62229
1998,Saxony,Second Stage of Tertiary Education,At least once per month,0.13420,36,210,0.08799,0.18041
1998,Saxony,Second Stage of Tertiary Education,Seldom,0.31887,92,210,0.25568,0.38205
1998,Saxony,Second Stage of Tertiary Education,Never,0.39097,82,210,0.32482,0.45713
1998,Saxony-Anhalt,Lower Secondary Level,Never,0.75567,59,59,0.64508,0.86625
1998,Saxony-Anhalt,Upper Secondary Level,Seldom,0.25825,90,315,0.20984,0.30666
1998,Saxony-Anhalt,Upper Secondary Level,Never,0.64356,225,315,0.59059,0.69654
1998,Saxony-Anhalt,First Stage of Tertiary Education,Never,0.60020,31,31,0.42490,0.77549
1998,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.38316,56,128,0.29861,0.46771
1998,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.49993,72,128,0.41297,0.58689
1998,Thuringa,Lower Secondary Level,Never,0.78654,46,46,0.66682,0.90626
1998,Thuringa,Upper Secondary Level,Seldom,0.25633,124,387,0.21277,0.29988
1998,Thuringa,Upper Secondary Level,Never,0.62132,263,387,0.57293,0.66971
1998,Thuringa,Second Stage of Tertiary Education,Seldom,0.37342,54,102,0.27908,0.46776
1998,Thuringa,Second Stage of Tertiary Education,Never,0.36211,48,102,0.26838,0.45584
2001,Schleswig-Holstein,Lower Secondary Level,Never,0.61039,53,53,0.47784,0.74294
2001,Schleswig-Holstein,Upper Secondary Level,Seldom,0.29364,114,304,0.24236,0.34492
2001,Schleswig-Holstein,Upper Secondary Level,Never,0.53978,190,304,0.48365,0.59590
2001,Schleswig-Holstein,Second Stage of Tertiary Education,Never,0.44079,34,34,0.27140,0.61019
2001,Hamburg,Upper Secondary Level,Never,0.54105,76,76,0.42827,0.65383
2001,Lower Saxony,Lower Secondary Level,Seldom,0.13544,41,249,0.09285,0.17803
2001,Lower Saxony,Lower Secondary Level,Never,0.72590,208,249,0.67039,0.78142
2001,Lower Saxony,Upper Secondary Level,At least once per week,0.07135,77,998,0.05537,0.08733
2001,Lower Saxony,Upper Secondary Level,At least once per month,0.05017,53,998,0.03662,0.06372
2001,Lower Saxony,Upper Secondary Level,Seldom,0.22682,237,998,0.20083,0.25282
2001,Lower Saxony,Upper Secondary Level,Never,0.63147,631,998,0.60152,0.66141
2001,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.52294,56,56,0.39094,0.65495
2001,Lower Saxony,First Stage of Tertiary Education,Seldom,0.23882,32,93,0.15169,0.32594
2001,Lower Saxony,First Stage of Tertiary Education,Never,0.49874,61,93,0.39657,0.60091
2001,Lower Saxony,Second Stage of Tertiary Education,At least once per week,0.15663,38,204,0.10663,0.20662
2001,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.30189,70,204,0.23874,0.36504
2001,Lower Saxony,Second Stage of Tertiary Education,Never,0.42778,96,204,0.35972,0.49584
2001,Bremen,Upper Secondary Level,Never,0.72202,56,56,0.60362,0.84042
2001,North Rhine-Westphalia,Pre-primary Level,Seldom,0.30306,32,82,0.20298,0.40315
2001,North Rhine-Westphalia,Pre-primary Level,Never,0.45104,50,82,0.34267,0.55940
2001,North Rhine-Westphalia,Primary Level,Never,0.86994,105,105,0.80529,0.93459
2001,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.05072,39,658,0.03394,0.06749
2001,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.13838,104,658,0.11198,0.16479
2001,North Rhine-Westphalia,Lower Secondary Level,Never,0.75204,515,658,0.71902,0.78506
2001,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.07369,180,2342,0.06311,0.08428
2001,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.04834,106,2342,0.03965,0.05703
2001,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.21381,530,2342,0.19720,0.23042
