year,age_gr,pgisced97,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,66 and older,Upper Secondary Level,At least once per month,0.07990,38,486,0.05577,0.10403
1990,66 and older,Upper Secondary Level,Seldom,0.17652,86,486,0.14259,0.21045
1990,66 and older,Upper Secondary Level,Never,0.67337,325,486,0.63163,0.71511
1990,66 and older,First Stage of Tertiary Education,Never,0.72178,50,50,0.59631,0.84725
1995,17-29 y.,No answer / don't know,Seldom,0.18136,31,122,0.11270,0.25002
1995,17-29 y.,No answer / don't know,Never,0.50147,91,122,0.41237,0.59056
1995,17-29 y.,Pre-primary Level,At least once per week,0.40183,101,261,0.34224,0.46143
1995,17-29 y.,Pre-primary Level,Seldom,0.22514,71,261,0.17437,0.27591
1995,17-29 y.,Pre-primary Level,Never,0.28897,89,261,0.23387,0.34407
1995,17-29 y.,Primary Level,Never,0.65457,52,52,0.52406,0.78507
1995,17-29 y.,Lower Secondary Level,At least once per week,0.17566,111,757,0.14853,0.20278
1995,17-29 y.,Lower Secondary Level,At least once per month,0.11363,78,757,0.09100,0.13625
1995,17-29 y.,Lower Secondary Level,Seldom,0.23834,172,757,0.20796,0.26871
1995,17-29 y.,Lower Secondary Level,Never,0.47238,396,757,0.43679,0.50797
1995,17-29 y.,Upper Secondary Level,At least once per week,0.14839,224,1604,0.13099,0.16579
1995,17-29 y.,Upper Secondary Level,At least once per month,0.09051,148,1604,0.07647,0.10456
1995,17-29 y.,Upper Secondary Level,Seldom,0.32137,518,1604,0.29851,0.34423
1995,17-29 y.,Upper Secondary Level,Never,0.43973,714,1604,0.41543,0.46403
1995,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.41550,75,130,0.33046,0.50055
1995,17-29 y.,Post-secondary Non-tertiary Level,Never,0.29744,55,130,0.21855,0.37633
1995,17-29 y.,First Stage of Tertiary Education,Seldom,0.36189,42,42,0.21480,0.50899
1995,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.18440,32,145,0.12105,0.24774
1995,17-29 y.,Second Stage of Tertiary Education,Seldom,0.38664,69,145,0.30710,0.46618
1995,17-29 y.,Second Stage of Tertiary Education,Never,0.29299,44,145,0.21865,0.36733
1995,30-45 y.,No answer / don't know,Never,0.67693,36,36,0.52200,0.83186
1995,30-45 y.,Primary Level,Never,0.75344,116,116,0.67466,0.83222
1995,30-45 y.,Lower Secondary Level,Seldom,0.30204,105,405,0.25726,0.34681
1995,30-45 y.,Lower Secondary Level,Never,0.54827,300,405,0.49974,0.59679
1995,30-45 y.,Upper Secondary Level,At least once per week,0.09089,200,2375,0.07933,0.10246
1995,30-45 y.,Upper Secondary Level,At least once per month,0.08964,189,2375,0.07815,0.10113
1995,30-45 y.,Upper Secondary Level,Seldom,0.37341,826,2375,0.35395,0.39287
1995,30-45 y.,Upper Secondary Level,Never,0.44606,1160,2375,0.42606,0.46605
1995,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.22531,32,188,0.16543,0.28519
1995,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.28176,67,188,0.21728,0.34624
1995,30-45 y.,Post-secondary Non-tertiary Level,Never,0.37832,89,188,0.30881,0.44783
1995,30-45 y.,First Stage of Tertiary Education,At least once per week,0.12433,38,324,0.08834,0.16031
1995,30-45 y.,First Stage of Tertiary Education,At least once per month,0.13811,39,324,0.10048,0.17573
1995,30-45 y.,First Stage of Tertiary Education,Seldom,0.37334,121,324,0.32059,0.42609
1995,30-45 y.,First Stage of Tertiary Education,Never,0.36423,126,324,0.31175,0.41671
1995,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.18463,138,844,0.15844,0.21083
1995,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.17378,121,844,0.14820,0.19936
1995,30-45 y.,Second Stage of Tertiary Education,Seldom,0.37229,340,844,0.33966,0.40493
1995,30-45 y.,Second Stage of Tertiary Education,Never,0.26929,245,844,0.23935,0.29924
1995,46-65 y.,Primary Level,Never,0.93645,243,243,0.90571,0.96718
1995,46-65 y.,Lower Secondary Level,At least once per week,0.06414,35,753,0.04663,0.08165
1995,46-65 y.,Lower Secondary Level,Seldom,0.21148,138,753,0.18229,0.24066
1995,46-65 y.,Lower Secondary Level,Never,0.68965,580,753,0.65658,0.72272
1995,46-65 y.,Upper Secondary Level,At least once per week,0.08823,145,1969,0.07569,0.10076
1995,46-65 y.,Upper Secondary Level,At least once per month,0.08603,146,1969,0.07364,0.09842
1995,46-65 y.,Upper Secondary Level,Seldom,0.31072,589,1969,0.29027,0.33116
1995,46-65 y.,Upper Secondary Level,Never,0.51503,1089,1969,0.49294,0.53711
1995,46-65 y.,Post-secondary Non-tertiary Level,Never,0.59175,36,36,0.42891,0.75459
1995,46-65 y.,First Stage of Tertiary Education,Seldom,0.36946,95,201,0.30256,0.43635
1995,46-65 y.,First Stage of Tertiary Education,Never,0.44094,106,201,0.37213,0.50975
1995,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.22172,104,582,0.18794,0.25550
1995,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.13653,68,582,0.10861,0.16445
1995,46-65 y.,Second Stage of Tertiary Education,Seldom,0.33108,208,582,0.29282,0.36935
1995,46-65 y.,Second Stage of Tertiary Education,Never,0.31067,202,582,0.27304,0.34830
1995,66 and older,Primary Level,Never,0.99075,36,36,0.95903,1.02247
1995,66 and older,Lower Secondary Level,Seldom,0.10066,49,436,0.07238,0.12893
1995,66 and older,Lower Secondary Level,Never,0.81881,387,436,0.78261,0.85501
1995,66 and older,Upper Secondary Level,At least once per week,0.10872,66,731,0.08614,0.13130
1995,66 and older,Upper Secondary Level,At least once per month,0.05238,40,731,0.03622,0.06854
1995,66 and older,Upper Secondary Level,Seldom,0.17087,119,731,0.14356,0.19817
1995,66 and older,Upper Secondary Level,Never,0.66803,506,731,0.63387,0.70219
1995,66 and older,First Stage of Tertiary Education,Never,0.53192,47,47,0.38772,0.67612
1995,66 and older,Second Stage of Tertiary Education,Seldom,0.20178,33,109,0.12609,0.27747
1995,66 and older,Second Stage of Tertiary Education,Never,0.52168,76,109,0.42747,0.61589
1998,17-29 y.,No answer / don't know,Seldom,0.25841,45,160,0.19037,0.32646
1998,17-29 y.,No answer / don't know,Never,0.53713,115,160,0.45963,0.61464
1998,17-29 y.,Pre-primary Level,At least once per week,0.31995,93,327,0.26932,0.37059
1998,17-29 y.,Pre-primary Level,At least once per month,0.11221,37,327,0.07795,0.14647
1998,17-29 y.,Pre-primary Level,Seldom,0.27369,88,327,0.22529,0.32209
1998,17-29 y.,Pre-primary Level,Never,0.29415,109,327,0.24469,0.34361
1998,17-29 y.,Primary Level,Never,0.67681,38,38,0.52611,0.82751
1998,17-29 y.,Lower Secondary Level,At least once per week,0.15286,100,735,0.12682,0.17889
1998,17-29 y.,Lower Secondary Level,At least once per month,0.08432,61,735,0.06422,0.10443
1998,17-29 y.,Lower Secondary Level,Seldom,0.22988,162,735,0.19944,0.26032
1998,17-29 y.,Lower Secondary Level,Never,0.53294,412,735,0.49684,0.56903
1998,17-29 y.,Upper Secondary Level,At least once per week,0.15478,186,1417,0.13594,0.17362
1998,17-29 y.,Upper Secondary Level,At least once per month,0.09017,132,1417,0.07525,0.10509
1998,17-29 y.,Upper Secondary Level,Seldom,0.26942,397,1417,0.24631,0.29253
1998,17-29 y.,Upper Secondary Level,Never,0.48563,702,1417,0.45960,0.51167
1998,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.38094,61,113,0.29100,0.47088
1998,17-29 y.,Post-secondary Non-tertiary Level,Never,0.34580,52,113,0.25771,0.43389
1998,17-29 y.,First Stage of Tertiary Education,Seldom,0.39530,46,84,0.29012,0.50049
1998,17-29 y.,First Stage of Tertiary Education,Never,0.36929,38,84,0.26546,0.47312
1998,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.18568,32,125,0.11724,0.25412
1998,17-29 y.,Second Stage of Tertiary Education,Seldom,0.33651,55,125,0.25334,0.41968
1998,17-29 y.,Second Stage of Tertiary Education,Never,0.24997,38,125,0.17376,0.32619
1998,30-45 y.,No answer / don't know,Seldom,0.24049,34,121,0.16402,0.31695
1998,30-45 y.,No answer / don't know,Never,0.51897,87,121,0.42957,0.60837
1998,30-45 y.,Primary Level,Never,0.82426,99,99,0.74890,0.89961
1998,30-45 y.,Lower Secondary Level,Seldom,0.23161,96,424,0.19141,0.27181
1998,30-45 y.,Lower Secondary Level,Never,0.63468,328,424,0.58879,0.68057
1998,30-45 y.,Upper Secondary Level,At least once per week,0.08877,202,2533,0.07769,0.09985
1998,30-45 y.,Upper Secondary Level,At least once per month,0.08474,198,2533,0.07389,0.09559
1998,30-45 y.,Upper Secondary Level,Seldom,0.32853,780,2533,0.31023,0.34682
1998,30-45 y.,Upper Secondary Level,Never,0.49796,1353,2533,0.47848,0.51744
1998,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.15330,31,219,0.10547,0.20112
1998,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.31915,79,219,0.25727,0.38103
1998,30-45 y.,Post-secondary Non-tertiary Level,Never,0.41032,109,219,0.34502,0.47562
1998,30-45 y.,First Stage of Tertiary Education,At least once per week,0.11534,40,328,0.08071,0.14996
1998,30-45 y.,First Stage of Tertiary Education,Seldom,0.35295,122,328,0.30115,0.40475
1998,30-45 y.,First Stage of Tertiary Education,Never,0.43972,166,328,0.38592,0.49352
1998,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.17924,152,922,0.15447,0.20402
1998,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.11341,103,922,0.09293,0.13389
1998,30-45 y.,Second Stage of Tertiary Education,Seldom,0.36514,352,922,0.33404,0.39623
1998,30-45 y.,Second Stage of Tertiary Education,Never,0.34221,315,922,0.31157,0.37285
1998,46-65 y.,No answer / don't know,Never,0.64432,111,111,0.55486,0.73378
1998,46-65 y.,Primary Level,Never,0.90401,211,211,0.86417,0.94385
1998,46-65 y.,Lower Secondary Level,At least once per week,0.07661,39,752,0.05759,0.09563
1998,46-65 y.,Lower Secondary Level,At least once per month,0.05191,33,752,0.03604,0.06778
1998,46-65 y.,Lower Secondary Level,Seldom,0.17886,117,752,0.15145,0.20627
1998,46-65 y.,Lower Secondary Level,Never,0.69262,563,752,0.65962,0.72562
1998,46-65 y.,Upper Secondary Level,At least once per week,0.07428,151,2170,0.06324,0.08531
1998,46-65 y.,Upper Secondary Level,At least once per month,0.08232,159,2170,0.07075,0.09389
1998,46-65 y.,Upper Secondary Level,Seldom,0.31929,658,2170,0.29967,0.33891
1998,46-65 y.,Upper Secondary Level,Never,0.52411,1202,2170,0.50310,0.54513
1998,46-65 y.,Post-secondary Non-tertiary Level,Never,0.54811,40,40,0.39191,0.70431
1998,46-65 y.,First Stage of Tertiary Education,Seldom,0.37390,101,221,0.30996,0.43783
1998,46-65 y.,First Stage of Tertiary Education,Never,0.43103,120,221,0.36559,0.49647
1998,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.19522,110,700,0.16583,0.22460
1998,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.14201,97,700,0.11614,0.16789
1998,46-65 y.,Second Stage of Tertiary Education,Seldom,0.33119,236,700,0.29630,0.36608
1998,46-65 y.,Second Stage of Tertiary Education,Never,0.33158,257,700,0.29668,0.36648
1998,66 and older,No answer / don't know,Never,0.82251,64,64,0.72816,0.91686
1998,66 and older,Primary Level,Never,0.98158,48,48,0.94314,1.02002
1998,66 and older,Lower Secondary Level,Seldom,0.09782,60,501,0.07178,0.12386
1998,66 and older,Lower Secondary Level,Never,0.81334,441,501,0.77919,0.84749
1998,66 and older,Upper Secondary Level,At least once per week,0.08028,67,852,0.06202,0.09853
1998,66 and older,Upper Secondary Level,At least once per month,0.04427,38,852,0.03045,0.05809
1998,66 and older,Upper Secondary Level,Seldom,0.16471,137,852,0.13979,0.18963
1998,66 and older,Upper Secondary Level,Never,0.71074,610,852,0.68028,0.74121
1998,66 and older,First Stage of Tertiary Education,Never,0.55519,45,45,0.40836,0.70203
1998,66 and older,Second Stage of Tertiary Education,Seldom,0.18154,40,130,0.11502,0.24806
1998,66 and older,Second Stage of Tertiary Education,Never,0.49678,90,130,0.41050,0.58306
2001,17-29 y.,No answer / don't know,Never,0.65983,51,51,0.52851,0.79115
2001,17-29 y.,Pre-primary Level,At least once per week,0.23673,137,534,0.20064,0.27282
2001,17-29 y.,Pre-primary Level,At least once per month,0.09037,49,534,0.06603,0.11471
2001,17-29 y.,Pre-primary Level,Seldom,0.21888,116,534,0.18377,0.25398
2001,17-29 y.,Pre-primary Level,Never,0.45402,232,534,0.41175,0.49629
2001,17-29 y.,Primary Level,Never,0.87632,44,44,0.77792,0.97472
2001,17-29 y.,Lower Secondary Level,At least once per week,0.11103,113,939,0.09092,0.13113
2001,17-29 y.,Lower Secondary Level,At least once per month,0.05977,53,939,0.04460,0.07494
2001,17-29 y.,Lower Secondary Level,Seldom,0.21762,209,939,0.19121,0.24403
2001,17-29 y.,Lower Secondary Level,Never,0.61159,564,939,0.58039,0.64278
2001,17-29 y.,Upper Secondary Level,At least once per week,0.11809,205,1832,0.10330,0.13287
2001,17-29 y.,Upper Secondary Level,At least once per month,0.06722,133,1832,0.05575,0.07869
2001,17-29 y.,Upper Secondary Level,Seldom,0.24942,490,1832,0.22960,0.26923
2001,17-29 y.,Upper Secondary Level,Never,0.56528,1004,1832,0.54257,0.58799
2001,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.10807,31,235,0.06829,0.14785
2001,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.28471,76,235,0.22689,0.34253
2001,17-29 y.,Post-secondary Non-tertiary Level,Never,0.48976,128,235,0.42571,0.55382
2001,17-29 y.,First Stage of Tertiary Education,Seldom,0.40563,48,109,0.31302,0.49824
2001,17-29 y.,First Stage of Tertiary Education,Never,0.37503,61,109,0.28372,0.46634
2001,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.20146,39,196,0.14516,0.25775
2001,17-29 y.,Second Stage of Tertiary Education,Seldom,0.36600,81,196,0.29838,0.43361
2001,17-29 y.,Second Stage of Tertiary Education,Never,0.31358,76,196,0.24846,0.37870
2001,30-45 y.,Primary Level,Never,0.91332,72,72,0.84788,0.97877
2001,30-45 y.,Lower Secondary Level,Seldom,0.19040,90,473,0.15498,0.22582
2001,30-45 y.,Lower Secondary Level,Never,0.74928,383,473,0.71018,0.78839
2001,30-45 y.,Upper Secondary Level,At least once per week,0.06186,242,3973,0.05437,0.06935
2001,30-45 y.,Upper Secondary Level,At least once per month,0.05689,212,3973,0.04969,0.06409
2001,30-45 y.,Upper Secondary Level,Seldom,0.23193,922,3973,0.21880,0.24506
2001,30-45 y.,Upper Secondary Level,Never,0.64932,2597,3973,0.63448,0.66416
2001,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.10127,45,501,0.07483,0.12772
2001,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.06748,36,501,0.04549,0.08947
2001,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.31110,146,501,0.27053,0.35168
2001,30-45 y.,Post-secondary Non-tertiary Level,Never,0.52014,274,501,0.47635,0.56393
2001,30-45 y.,First Stage of Tertiary Education,At least once per week,0.08238,60,710,0.06214,0.10262
2001,30-45 y.,First Stage of Tertiary Education,At least once per month,0.09225,58,710,0.07095,0.11355
2001,30-45 y.,First Stage of Tertiary Education,Seldom,0.25766,193,710,0.22547,0.28985
2001,30-45 y.,First Stage of Tertiary Education,Never,0.56771,399,710,0.53125,0.60418
2001,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.13241,194,1486,0.11518,0.14965
2001,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.09979,143,1486,0.08454,0.11503
2001,30-45 y.,Second Stage of Tertiary Education,Seldom,0.33293,492,1486,0.30896,0.35690
2001,30-45 y.,Second Stage of Tertiary Education,Never,0.43487,657,1486,0.40965,0.46008
2001,46-65 y.,Primary Level,Never,0.96767,117,117,0.93548,0.99986
2001,46-65 y.,Lower Secondary Level,At least once per week,0.05652,41,786,0.04037,0.07268
2001,46-65 y.,Lower Secondary Level,Seldom,0.12216,101,786,0.09925,0.14507
2001,46-65 y.,Lower Secondary Level,Never,0.78172,644,786,0.75282,0.81062
2001,46-65 y.,Upper Secondary Level,At least once per week,0.06285,245,3905,0.05524,0.07046
2001,46-65 y.,Upper Secondary Level,At least once per month,0.04549,163,3905,0.03895,0.05202
2001,46-65 y.,Upper Secondary Level,Seldom,0.23708,896,3905,0.22374,0.25042
2001,46-65 y.,Upper Secondary Level,Never,0.65459,2601,3905,0.63967,0.66950
2001,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.30468,57,155,0.23198,0.37738
2001,46-65 y.,Post-secondary Non-tertiary Level,Never,0.49465,98,155,0.41569,0.57362
2001,46-65 y.,First Stage of Tertiary Education,At least once per week,0.06729,40,578,0.04684,0.08773
2001,46-65 y.,First Stage of Tertiary Education,At least once per month,0.08912,42,578,0.06587,0.11237
2001,46-65 y.,First Stage of Tertiary Education,Seldom,0.24074,147,578,0.20585,0.27562
2001,46-65 y.,First Stage of Tertiary Education,Never,0.60286,349,578,0.56293,0.64278
2001,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.14438,184,1384,0.12586,0.16291
2001,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.10571,135,1384,0.08950,0.12191
2001,46-65 y.,Second Stage of Tertiary Education,Seldom,0.29321,415,1384,0.26922,0.31720
2001,46-65 y.,Second Stage of Tertiary Education,Never,0.45670,650,1384,0.43045,0.48296
2001,66 and older,Primary Level,Never,0.95054,52,52,0.89103,1.01005
2001,66 and older,Lower Secondary Level,Seldom,0.08367,67,739,0.06369,0.10364
2001,66 and older,Lower Secondary Level,Never,0.84850,672,739,0.82263,0.87437
2001,66 and older,Upper Secondary Level,At least once per week,0.05396,99,1750,0.04337,0.06455
2001,66 and older,Upper Secondary Level,At least once per month,0.04335,70,1750,0.03381,0.05290
2001,66 and older,Upper Secondary Level,Seldom,0.13695,239,1750,0.12084,0.15306
2001,66 and older,Upper Secondary Level,Never,0.76574,1342,1750,0.74589,0.78559
2001,66 and older,Post-secondary Non-tertiary Level,Never,0.59216,64,64,0.47080,0.71351
2001,66 and older,First Stage of Tertiary Education,Seldom,0.17183,40,200,0.11941,0.22424
2001,66 and older,First Stage of Tertiary Education,Never,0.71908,160,200,0.65663,0.78152
2001,66 and older,Second Stage of Tertiary Education,At least once per week,0.15676,65,419,0.12191,0.19162
2001,66 and older,Second Stage of Tertiary Education,At least once per month,0.09199,35,419,0.06428,0.11969
2001,66 and older,Second Stage of Tertiary Education,Seldom,0.18400,82,419,0.14685,0.22115
2001,66 and older,Second Stage of Tertiary Education,Never,0.56725,237,419,0.51975,0.61475
2003,17-29 y.,No answer / don't know,At least once per week,0.11332,33,183,0.06727,0.15938
2003,17-29 y.,No answer / don't know,Seldom,0.21488,36,183,0.15520,0.27455
2003,17-29 y.,No answer / don't know,Never,0.56178,114,183,0.48969,0.63386
2003,17-29 y.,Pre-primary Level,At least once per week,0.34634,237,612,0.30862,0.38407
2003,17-29 y.,Pre-primary Level,At least once per month,0.13950,76,612,0.11203,0.16697
2003,17-29 y.,Pre-primary Level,Seldom,0.18819,112,612,0.15720,0.21919
2003,17-29 y.,Pre-primary Level,Never,0.32596,187,612,0.28879,0.36313
2003,17-29 y.,Primary Level,Never,0.80284,32,32,0.66278,0.94289
2003,17-29 y.,Lower Secondary Level,At least once per week,0.12946,117,816,0.10641,0.15250
2003,17-29 y.,Lower Secondary Level,At least once per month,0.07971,59,816,0.06112,0.09831
2003,17-29 y.,Lower Secondary Level,Seldom,0.20630,181,816,0.17852,0.23408
2003,17-29 y.,Lower Secondary Level,Never,0.58453,459,816,0.55069,0.61836
2003,17-29 y.,Upper Secondary Level,At least once per week,0.14452,282,1739,0.12799,0.16105
2003,17-29 y.,Upper Secondary Level,At least once per month,0.10001,201,1739,0.08591,0.11412
2003,17-29 y.,Upper Secondary Level,Seldom,0.28481,466,1739,0.26359,0.30603
2003,17-29 y.,Upper Secondary Level,Never,0.47066,790,1739,0.44720,0.49413
2003,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.19643,56,245,0.14658,0.24628
2003,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.33734,94,245,0.27801,0.39666
2003,17-29 y.,Post-secondary Non-tertiary Level,Never,0.36267,95,245,0.30234,0.42299
2003,17-29 y.,First Stage of Tertiary Education,Seldom,0.35958,33,65,0.24201,0.47715
2003,17-29 y.,First Stage of Tertiary Education,Never,0.26957,32,65,0.16085,0.37828
2003,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.26064,53,203,0.20010,0.32117
2003,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.17194,34,203,0.11991,0.22398
2003,17-29 y.,Second Stage of Tertiary Education,Seldom,0.26695,61,203,0.20595,0.32796
2003,17-29 y.,Second Stage of Tertiary Education,Never,0.30047,55,203,0.23725,0.36369
2003,30-45 y.,Primary Level,Never,0.86794,66,66,0.78564,0.95025
2003,30-45 y.,Lower Secondary Level,Seldom,0.20331,82,392,0.16342,0.24320
2003,30-45 y.,Lower Secondary Level,Never,0.69428,310,392,0.64861,0.73994
2003,30-45 y.,Upper Secondary Level,At least once per week,0.09598,343,3566,0.08631,0.10565
2003,30-45 y.,Upper Secondary Level,At least once per month,0.08198,285,3566,0.07298,0.09099
2003,30-45 y.,Upper Secondary Level,Seldom,0.27348,955,3566,0.25885,0.28812
2003,30-45 y.,Upper Secondary Level,Never,0.54855,1983,3566,0.53222,0.56489
2003,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.11008,70,543,0.08373,0.13643
2003,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.13076,68,543,0.10238,0.15914
2003,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.33632,172,543,0.29655,0.37610
2003,30-45 y.,Post-secondary Non-tertiary Level,Never,0.42284,233,543,0.38125,0.46443
2003,30-45 y.,First Stage of Tertiary Education,At least once per week,0.12211,88,694,0.09773,0.14649
2003,30-45 y.,First Stage of Tertiary Education,At least once per month,0.08910,65,694,0.06789,0.11031
2003,30-45 y.,First Stage of Tertiary Education,Seldom,0.33835,233,694,0.30312,0.37358
2003,30-45 y.,First Stage of Tertiary Education,Never,0.45044,308,694,0.41340,0.48748
2003,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.19084,310,1571,0.17140,0.21028
2003,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.14750,221,1571,0.12996,0.16504
2003,30-45 y.,Second Stage of Tertiary Education,Seldom,0.32648,520,1571,0.30328,0.34967
2003,30-45 y.,Second Stage of Tertiary Education,Never,0.33518,520,1571,0.31183,0.35853
2003,46-65 y.,Primary Level,Never,0.90143,91,91,0.83985,0.96302
2003,46-65 y.,Lower Secondary Level,At least once per week,0.04929,35,656,0.03272,0.06587
