"year","age_gr","bildungsniveau","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1987","35-65","(Fach-)Abitur","","","","",""
"1987","35-65","(noch) kein Abschluss","70.53","65","44","62.96","78.1"
"1987","35-65","AkademikerIn","57.09","45","35","48.99","65.19"
"1987","35-65","Hauptschule","59.86","57.5","425","57.89","61.83"
"1987","35-65","Realschule","52.77","45","71","48.01","57.53"
"1987","66 +","(Fach-)Abitur","","","","",""
"1987","66 +","(noch) kein Abschluss","","","","",""
"1987","66 +","AkademikerIn","","","","",""
"1987","66 +","Hauptschule","70.87","65","162","67.3","74.44"
"1987","66 +","Realschule","67.44","67.5","40","61.89","72.99"
"1988","17-34","(Fach-)Abitur","","","","",""
"1988","17-34","(noch) kein Abschluss","","","","",""
"1988","17-34","AkademikerIn","","","","",""
"1988","17-34","Hauptschule","60.96","45","47","52.64","69.28"
"1988","17-34","Realschule","","","","",""
"1988","35-65","(Fach-)Abitur","","","","",""
"1988","35-65","(noch) kein Abschluss","67.53","57.5","48","60.82","74.24"
"1988","35-65","AkademikerIn","63.83","55","31","54.86","72.8"
"1988","35-65","Hauptschule","62.32","55","444","60.25","64.39"
"1988","35-65","Realschule","52.29","45","65","47.41","57.17"
"1988","66 +","(Fach-)Abitur","","","","",""
"1988","66 +","(noch) kein Abschluss","","","","",""
"1988","66 +","AkademikerIn","","","","",""
"1988","66 +","Hauptschule","71.45","65","199","68.45","74.45"
"1988","66 +","Realschule","67.53","65","41","61.46","73.6"
"1989","17-34","(Fach-)Abitur","","","","",""
"1989","17-34","(noch) kein Abschluss","","","","",""
"1989","17-34","AkademikerIn","","","","",""
"1989","17-34","Hauptschule","60.59","45","40","51.25","69.93"
"1989","17-34","Realschule","","","","",""
"1989","35-65","(Fach-)Abitur","","","","",""
"1989","35-65","(noch) kein Abschluss","66.92","57.5","56","60.7","73.14"
"1989","35-65","AkademikerIn","60.12","45","36","51.35","68.89"
"1989","35-65","Hauptschule","59.44","57.5","425","57.34","61.54"
"1989","35-65","Realschule","51.65","47.5","60","46.6","56.7"
"1989","66 +","(Fach-)Abitur","","","","",""
"1989","66 +","(noch) kein Abschluss","","","","",""
"1989","66 +","AkademikerIn","","","","",""
"1989","66 +","Hauptschule","70.1","65","210","67.17","73.03"
"1989","66 +","Realschule","63.22","58","44","58.42","68.02"
"1990","17-34","(Fach-)Abitur","","","","",""
"1990","17-34","(noch) kein Abschluss","","","","",""
"1990","17-34","AkademikerIn","","","","",""
"1990","17-34","Hauptschule","","","","",""
"1990","17-34","Realschule","","","","",""
"1990","35-65","(Fach-)Abitur","","","","",""
"1990","35-65","(noch) kein Abschluss","","","","",""
"1990","35-65","AkademikerIn","","","","",""
"1990","35-65","Hauptschule","","","","",""
"1990","35-65","Realschule","","","","",""
"1990","66 +","(Fach-)Abitur","","","","",""
"1990","66 +","(noch) kein Abschluss","","","","",""
"1990","66 +","AkademikerIn","","","","",""
"1990","66 +","Hauptschule","","","","",""
"1990","66 +","Realschule","","","","",""
"1991","17-34","(Fach-)Abitur","","","","",""
"1991","17-34","(noch) kein Abschluss","","","","",""
"1991","17-34","AkademikerIn","","","","",""
"1991","17-34","Hauptschule","56.01","45","39","47.36","64.66"
"1991","17-34","Realschule","","","","",""
"1991","35-65","(Fach-)Abitur","","","","",""
"1991","35-65","(noch) kein Abschluss","65.32","57.5","56","59.26","71.38"
"1991","35-65","AkademikerIn","60.52","45","31","51.17","69.87"
"1991","35-65","Hauptschule","57.84","49","424","55.77","59.91"
"1991","35-65","Realschule","50.52","45","55","45.41","55.63"
"1991","66 +","(Fach-)Abitur","","","","",""
"1991","66 +","(noch) kein Abschluss","","","","",""
"1991","66 +","AkademikerIn","","","","",""
"1991","66 +","Hauptschule","70.65","67.5","216","67.73","73.57"
"1991","66 +","Realschule","65.04","55","49","58.91","71.17"
"1992","17-34","(Fach-)Abitur","","","","",""
"1992","17-34","(noch) kein Abschluss","","","","",""
"1992","17-34","AkademikerIn","","","","",""
"1992","17-34","Hauptschule","60.77","45","40","51.95","69.59"
"1992","17-34","Realschule","","","","",""
"1992","35-65","(Fach-)Abitur","","","","",""
"1992","35-65","(noch) kein Abschluss","60.77","45","57","55.12","66.42"
"1992","35-65","AkademikerIn","57.96","45","73","52.53","63.39"
"1992","35-65","Hauptschule","56.81","47.5","528","54.97","58.65"
"1992","35-65","Realschule","50.77","45","85","46.13","55.41"
"1992","66 +","(Fach-)Abitur","","","","",""
"1992","66 +","(noch) kein Abschluss","","","","",""
"1992","66 +","AkademikerIn","66.23","55","36","58.79","73.67"
"1992","66 +","Hauptschule","71.25","68","264","68.63","73.87"
"1992","66 +","Realschule","64.04","55","69","58.63","69.45"
"1993","17-34","(Fach-)Abitur","","","","",""
"1993","17-34","(noch) kein Abschluss","","","","",""
"1993","17-34","AkademikerIn","","","","",""
"1993","17-34","Hauptschule","","","","",""
"1993","17-34","Realschule","","","","",""
"1993","35-65","(Fach-)Abitur","","","","",""
"1993","35-65","(noch) kein Abschluss","","","","",""
"1993","35-65","AkademikerIn","","","","",""
"1993","35-65","Hauptschule","","","","",""
"1993","35-65","Realschule","","","","",""
"1993","66 +","(Fach-)Abitur","","","","",""
"1993","66 +","(noch) kein Abschluss","","","","",""
"1993","66 +","AkademikerIn","","","","",""
"1993","66 +","Hauptschule","","","","",""
"1993","66 +","Realschule","","","","",""
"1994","17-34","(Fach-)Abitur","","","","",""
"1994","17-34","(noch) kein Abschluss","","","","",""
"1994","17-34","AkademikerIn","","","","",""
"1994","17-34","Hauptschule","61.47","45","35","52.94","70"
"1994","17-34","Realschule","","","","",""
"1994","35-65","(Fach-)Abitur","","","","",""
"1994","35-65","(noch) kein Abschluss","62.61","52.5","50","56.78","68.44"
"1994","35-65","AkademikerIn","56.47","45","70","51.06","61.88"
"1994","35-65","Hauptschule","56.08","47.5","498","54.15","58.01"
"1994","35-65","Realschule","51.63","45","83","46.9","56.36"
"1994","66 +","(Fach-)Abitur","","","","",""
"1994","66 +","(noch) kein Abschluss","","","","",""
"1994","66 +","AkademikerIn","65.07","55","37","56.93","73.21"
"1994","66 +","Hauptschule","69.81","69.5","273","67.14","72.48"
"1994","66 +","Realschule","64.07","55","62","58.8","69.34"
"1995","17-34","(Fach-)Abitur","","","","",""
"1995","17-34","(noch) kein Abschluss","","","","",""
"1995","17-34","AkademikerIn","","","","",""
"1995","17-34","Hauptschule","","","","",""
"1995","17-34","Realschule","","","","",""
"1995","35-65","(Fach-)Abitur","","","","",""
"1995","35-65","(noch) kein Abschluss","64.37","45","52","58.31","70.43"
"1995","35-65","AkademikerIn","58.69","45","69","53.57","63.81"
"1995","35-65","Hauptschule","56.76","47.5","488","54.95","58.57"
"1995","35-65","Realschule","50.79","45","82","46.7","54.88"
"1995","66 +","(Fach-)Abitur","","","","",""
"1995","66 +","(noch) kein Abschluss","","","","",""
"1995","66 +","AkademikerIn","63.77","55","50","56.71","70.83"
"1995","66 +","Hauptschule","71.98","65","283","69.61","74.35"
"1995","66 +","Realschule","65.05","55","68","59.33","70.77"
"1996","17-34","(Fach-)Abitur","","","","",""
"1996","17-34","(noch) kein Abschluss","","","","",""
"1996","17-34","AkademikerIn","","","","",""
"1996","17-34","Hauptschule","62.76","45","35","52.84","72.68"
"1996","17-34","Realschule","","","","",""
"1996","35-65","(Fach-)Abitur","","","","",""
"1996","35-65","(noch) kein Abschluss","63.35","57.5","50","56.48","70.22"
"1996","35-65","AkademikerIn","53.94","45","70","48.51","59.37"
"1996","35-65","Hauptschule","54.95","45","535","53.1","56.8"
"1996","35-65","Realschule","48.24","48.5","93","44.48","52"
"1996","66 +","(Fach-)Abitur","","","","",""
"1996","66 +","(noch) kein Abschluss","","","","",""
"1996","66 +","AkademikerIn","61.93","55","48","54.96","68.9"
"1996","66 +","Hauptschule","69.6","65","305","67.14","72.06"
"1996","66 +","Realschule","66.93","55","58","60.98","72.88"
"1997","17-34","(Fach-)Abitur","","","","",""
"1997","17-34","(noch) kein Abschluss","","","","",""
"1997","17-34","AkademikerIn","","","","",""
"1997","17-34","Hauptschule","59.92","47.5","35","50.28","69.56"
"1997","17-34","Realschule","37.26","35","31","29.36","45.16"
"1997","35-65","(Fach-)Abitur","","","","",""
"1997","35-65","(noch) kein Abschluss","66.53","57.5","52","59.22","73.84"
"1997","35-65","AkademikerIn","52.71","45","72","47.47","57.95"
"1997","35-65","Hauptschule","55.61","47.5","517","53.71","57.51"
"1997","35-65","Realschule","47.92","45","99","44.3","51.54"
"1997","66 +","(Fach-)Abitur","","","","",""
"1997","66 +","(noch) kein Abschluss","","","","",""
"1997","66 +","AkademikerIn","63.68","55","42","55.71","71.65"
"1997","66 +","Hauptschule","67.04","65","298","64.68","69.4"
"1997","66 +","Realschule","65.66","55","48","59.45","71.87"
"1998","17-34","(Fach-)Abitur","","","","",""
"1998","17-34","(noch) kein Abschluss","","","","",""
"1998","17-34","AkademikerIn","","","","",""
"1998","17-34","Hauptschule","57.53","45","32","48.35","66.71"
"1998","17-34","Realschule","38.24","27.5","32","29.93","46.55"
"1998","35-65","(Fach-)Abitur","","","","",""
"1998","35-65","(noch) kein Abschluss","62.39","57.5","54","54.51","70.27"
"1998","35-65","AkademikerIn","54.25","45","85","49.09","59.41"
"1998","35-65","Hauptschule","55.81","47.5","567","53.98","57.64"
"1998","35-65","Realschule","48.74","45","112","45.01","52.47"
"1998","66 +","(Fach-)Abitur","","","","",""
"1998","66 +","(noch) kein Abschluss","","","","",""
"1998","66 +","AkademikerIn","65.21","55","49","58.57","71.85"
"1998","66 +","Hauptschule","69.99","67.5","349","67.78","72.2"
"1998","66 +","Realschule","66.49","55","57","60.33","72.65"
"1999","17-34","(Fach-)Abitur","","","","",""
"1999","17-34","(noch) kein Abschluss","","","","",""
"1999","17-34","AkademikerIn","","","","",""
"1999","17-34","Hauptschule","58.02","45","31","47.93","68.11"
"1999","17-34","Realschule","40","27.5","38","31.99","48.01"
"1999","35-65","(Fach-)Abitur","","","","",""
"1999","35-65","(noch) kein Abschluss","61.72","57.5","55","54.79","68.65"
"1999","35-65","AkademikerIn","56.73","45","85","51.39","62.07"
"1999","35-65","Hauptschule","55.17","49","566","53.35","56.99"
"1999","35-65","Realschule","48.44","47.5","126","44.88","52"
"1999","66 +","(Fach-)Abitur","","","","",""
"1999","66 +","(noch) kein Abschluss","","","","",""
"1999","66 +","AkademikerIn","64.31","55","50","58.28","70.34"
"1999","66 +","Hauptschule","69.11","67.5","357","66.82","71.4"
"1999","66 +","Realschule","60.12","55","53","54.24","66"
"2000","17-34","(Fach-)Abitur","","","","",""
"2000","17-34","(noch) kein Abschluss","","","","",""
"2000","17-34","AkademikerIn","","","","",""
"2000","17-34","Hauptschule","68.49","65","55","61.24","75.74"
"2000","17-34","Realschule","43.22","27.5","58","35.97","50.47"
"2000","35-65","(Fach-)Abitur","56.64","45","68","51.27","62.01"
"2000","35-65","(noch) kein Abschluss","59.9","57.5","39","51.71","68.09"
"2000","35-65","AkademikerIn","57.22","45","180","53.67","60.77"
"2000","35-65","Hauptschule","55.11","47.5","1018","53.72","56.5"
"2000","35-65","Realschule","52.07","47.5","251","49.3","54.84"
"2000","66 +","(Fach-)Abitur","63.54","55","38","56.29","70.79"
"2000","66 +","(noch) kein Abschluss","","","","",""
"2000","66 +","AkademikerIn","66.14","55","87","61.52","70.76"
"2000","66 +","Hauptschule","68.57","67.5","621","66.82","70.32"
"2000","66 +","Realschule","64.48","55","92","59.56","69.4"
"2001","17-34","(Fach-)Abitur","","","","",""
"2001","17-34","(noch) kein Abschluss","","","","",""
"2001","17-34","AkademikerIn","","","","",""
"2001","17-34","Hauptschule","64.92","65","51","57.08","72.76"
"2001","17-34","Realschule","50.33","35","48","41.28","59.38"
"2001","35-65","(Fach-)Abitur","55.16","45","76","49.45","60.87"
"2001","35-65","(noch) kein Abschluss","70.26","62.5","32","61.42","79.1"
"2001","35-65","AkademikerIn","54.89","45","178","51.38","58.4"
"2001","35-65","Hauptschule","55.74","47.5","877","54.24","57.24"
"2001","35-65","Realschule","53.01","45","251","50.06","55.96"
"2001","66 +","(Fach-)Abitur","59.96","55","43","53.98","65.94"
"2001","66 +","(noch) kein Abschluss","","","","",""
"2001","66 +","AkademikerIn","67.37","62.5","95","62.73","72.01"
"2001","66 +","Hauptschule","69.08","68","533","67.16","71"
"2001","66 +","Realschule","65.1","55","91","60.5","69.7"
"2002","17-34","(Fach-)Abitur","","","","",""
"2002","17-34","(noch) kein Abschluss","","","","",""
"2002","17-34","AkademikerIn","","","","",""
"2002","17-34","Hauptschule","69","75","50","61.6","76.4"
"2002","17-34","Realschule","52.57","45","40","42.65","62.49"
"2002","35-65","(Fach-)Abitur","55.83","45","82","50.58","61.08"
"2002","35-65","(noch) kein Abschluss","","","","",""
"2002","35-65","AkademikerIn","56.25","47.5","224","53.14","59.36"
"2002","35-65","Hauptschule","54.63","47.5","887","53.11","56.15"
"2002","35-65","Realschule","53.71","45","282","50.95","56.47"
"2002","66 +","(Fach-)Abitur","63.89","55","34","56.89","70.89"
"2002","66 +","(noch) kein Abschluss","","","","",""
"2002","66 +","AkademikerIn","68.71","65","100","64.05","73.37"
"2002","66 +","Hauptschule","68.82","67.5","612","67.02","70.62"
"2002","66 +","Realschule","61.65","55","103","57.56","65.74"
"2003","17-34","(Fach-)Abitur","","","","",""
"2003","17-34","(noch) kein Abschluss","","","","",""
"2003","17-34","AkademikerIn","","","","",""
"2003","17-34","Hauptschule","66.15","75","47","57.78","74.52"
"2003","17-34","Realschule","56.74","55","37","46.37","67.11"
"2003","35-65","(Fach-)Abitur","54.33","45","79","49.16","59.5"
"2003","35-65","(noch) kein Abschluss","","","","",""
"2003","35-65","AkademikerIn","56.89","45","224","53.85","59.93"
"2003","35-65","Hauptschule","55.72","47.5","810","54.14","57.3"
"2003","35-65","Realschule","51.16","45","295","48.63","53.69"
"2003","66 +","(Fach-)Abitur","54.96","45","36","48.05","61.87"
"2003","66 +","(noch) kein Abschluss","","","","",""
"2003","66 +","AkademikerIn","67.9","65","113","63.42","72.38"
"2003","66 +","Hauptschule","68.99","67.5","625","67.23","70.75"
"2003","66 +","Realschule","64.84","55","97","60.36","69.32"
"2004","17-34","(Fach-)Abitur","","","","",""
"2004","17-34","(noch) kein Abschluss","","","","",""
"2004","17-34","AkademikerIn","","","","",""
"2004","17-34","Hauptschule","67.76","55","43","59.5","76.02"
"2004","17-34","Realschule","57.06","45","36","46.82","67.3"
"2004","35-65","(Fach-)Abitur","59.18","55","79","53.44","64.92"
"2004","35-65","(noch) kein Abschluss","","","","",""
"2004","35-65","AkademikerIn","55.5","45","232","52.5","58.5"
"2004","35-65","Hauptschule","55.1","49","768","53.48","56.72"
"2004","35-65","Realschule","52.4","45","314","49.88","54.92"
"2004","66 +","(Fach-)Abitur","56.57","45","39","50.21","62.93"
"2004","66 +","(noch) kein Abschluss","","","","",""
"2004","66 +","AkademikerIn","66.24","65","112","61.81","70.67"
"2004","66 +","Hauptschule","67.17","59.5","649","65.42","68.92"
"2004","66 +","Realschule","64.03","55","103","59.77","68.29"
"2005","17-34","(Fach-)Abitur","","","","",""
"2005","17-34","(noch) kein Abschluss","","","","",""
"2005","17-34","AkademikerIn","","","","",""
"2005","17-34","Hauptschule","67.05","55","45","58.71","75.39"
"2005","17-34","Realschule","","","","",""
"2005","35-65","(Fach-)Abitur","56.63","45","77","50.64","62.62"
"2005","35-65","(noch) kein Abschluss","","","","",""
"2005","35-65","AkademikerIn","54.96","45","221","51.91","58.01"
"2005","35-65","Hauptschule","54.26","49.5","725","52.57","55.95"
"2005","35-65","Realschule","54.9","45","325","52.42","57.38"
"2005","66 +","(Fach-)Abitur","60.45","45","41","53.68","67.22"
"2005","66 +","(noch) kein Abschluss","","","","",""
"2005","66 +","AkademikerIn","68.02","67.5","113","63.83","72.21"
"2005","66 +","Hauptschule","66.67","55","656","64.97","68.37"
"2005","66 +","Realschule","67.08","55","105","62.93","71.23"
"2006","17-34","(Fach-)Abitur","","","","",""
"2006","17-34","(noch) kein Abschluss","","","","",""
"2006","17-34","AkademikerIn","","","","",""
"2006","17-34","Hauptschule","62.49","55","33","52.86","72.12"
"2006","17-34","Realschule","44.19","35","31","34.83","53.55"
"2006","35-65","(Fach-)Abitur","60","45","85","54.17","65.83"
"2006","35-65","(noch) kein Abschluss","","","","",""
"2006","35-65","AkademikerIn","55.48","45","247","52.57","58.39"
"2006","35-65","Hauptschule","54.56","49","727","52.92","56.2"
"2006","35-65","Realschule","53.17","49","365","50.71","55.63"
"2006","66 +","(Fach-)Abitur","60.45","45","45","53.74","67.16"
"2006","66 +","(noch) kein Abschluss","","","","",""
"2006","66 +","AkademikerIn","66.24","65","148","62.48","70"
"2006","66 +","Hauptschule","66.49","55","771","64.91","68.07"
"2006","66 +","Realschule","65.29","55","125","61.35","69.23"
"2007","17-34","(Fach-)Abitur","","","","",""
"2007","17-34","(noch) kein Abschluss","","","","",""
"2007","17-34","AkademikerIn","","","","",""
"2007","17-34","Hauptschule","61.9","55","30","50.77","73.03"
"2007","17-34","Realschule","","","","",""
"2007","35-65","(Fach-)Abitur","58.02","45","92","52.65","63.39"
"2007","35-65","(noch) kein Abschluss","","","","",""
"2007","35-65","AkademikerIn","55.59","47.5","244","52.77","58.41"
"2007","35-65","Hauptschule","55.4","47.5","643","53.67","57.13"
"2007","35-65","Realschule","53.62","45","346","51.15","56.09"
"2007","66 +","(Fach-)Abitur","59.49","45","55","53.47","65.51"
"2007","66 +","(noch) kein Abschluss","","","","",""
"2007","66 +","AkademikerIn","68.24","65","154","64.48","72"
"2007","66 +","Hauptschule","67.48","57.5","720","65.82","69.14"
"2007","66 +","Realschule","64.13","57.5","124","60.17","68.09"
"2008","17-34","(Fach-)Abitur","","","","",""
"2008","17-34","(noch) kein Abschluss","","","","",""
"2008","17-34","AkademikerIn","","","","",""
"2008","17-34","Hauptschule","","","","",""
"2008","17-34","Realschule","","","","",""
"2008","35-65","(Fach-)Abitur","57.67","45","88","52.18","63.16"
"2008","35-65","(noch) kein Abschluss","","","","",""
"2008","35-65","AkademikerIn","55.28","45","225","52.27","58.29"
"2008","35-65","Hauptschule","54.72","47.5","591","52.88","56.56"
"2008","35-65","Realschule","54.26","47.5","344","51.7","56.82"
"2008","66 +","(Fach-)Abitur","62.07","45","48","55.55","68.59"
"2008","66 +","(noch) kein Abschluss","","","","",""
"2008","66 +","AkademikerIn","67.85","65","158","64.17","71.53"
"2008","66 +","Hauptschule","66.41","57.5","692","64.72","68.1"
"2008","66 +","Realschule","62.88","55","114","58.59","67.17"
"2009","17-34","(Fach-)Abitur","","","","",""
"2009","17-34","(noch) kein Abschluss","","","","",""
"2009","17-34","AkademikerIn","","","","",""
"2009","17-34","Hauptschule","","","","",""
"2009","17-34","Realschule","","","","",""
"2009","35-65","(Fach-)Abitur","56.86","45","88","51.6","62.12"
"2009","35-65","(noch) kein Abschluss","","","","",""
"2009","35-65","AkademikerIn","51.55","47.5","202","48.39","54.71"
"2009","35-65","Hauptschule","54.39","47.5","555","52.48","56.3"
"2009","35-65","Realschule","52.89","48","349","50.44","55.34"
"2009","66 +","(Fach-)Abitur","63.3","55","48","57.08","69.52"
"2009","66 +","(noch) kein Abschluss","","","","",""
"2009","66 +","AkademikerIn","65.38","55","172","62","68.76"
"2009","66 +","Hauptschule","65.05","57.5","637","63.3","66.8"
"2009","66 +","Realschule","63.52","55","117","59.24","67.8"
"2010","17-34","(Fach-)Abitur","","","","",""
"2010","17-34","(noch) kein Abschluss","","","","",""
"2010","17-34","AkademikerIn","","","","",""
"2010","17-34","Hauptschule","","","","",""
"2010","17-34","Realschule","48.35","45","48","41.55","55.15"
"2010","35-65","(Fach-)Abitur","57.55","45","107","52.97","62.13"
"2010","35-65","(noch) kein Abschluss","","","","",""
"2010","35-65","AkademikerIn","54.51","45","195","51.16","57.86"
"2010","35-65","Hauptschule","53.22","47.5","594","51.39","55.05"
"2010","35-65","Realschule","53.85","46.5","401","51.51","56.19"
"2010","66 +","(Fach-)Abitur","61.51","45","46","54.97","68.05"
"2010","66 +","(noch) kein Abschluss","","","","",""
"2010","66 +","AkademikerIn","66.1","55","180","62.65","69.55"
"2010","66 +","Hauptschule","64.89","57.5","567","63.06","66.72"
"2010","66 +","Realschule","59.11","45","131","55.08","63.14"
"2011","17-34","(Fach-)Abitur","","","","",""
"2011","17-34","(noch) kein Abschluss","","","","",""
"2011","17-34","AkademikerIn","","","","",""
"2011","17-34","Hauptschule","56.96","45","46","48.61","65.31"
"2011","17-34","Realschule","45.89","27.5","51","38.91","52.87"
"2011","35-65","(Fach-)Abitur","53.17","45","126","49.15","57.19"
"2011","35-65","(noch) kein Abschluss","55.73","45","43","47.97","63.49"
"2011","35-65","AkademikerIn","56.05","49","262","53.23","58.87"
"2011","35-65","Hauptschule","53.74","45","769","52.13","55.35"
"2011","35-65","Realschule","52.7","49","536","50.75","54.65"
"2011","66 +","(Fach-)Abitur","56.61","45","52","50.84","62.38"
"2011","66 +","(noch) kein Abschluss","","","","",""
"2011","66 +","AkademikerIn","65.79","55","213","62.7","68.88"
"2011","66 +","Hauptschule","65.6","57.5","711","63.95","67.25"
"2011","66 +","Realschule","60.25","55","170","56.89","63.61"
"2012","17-34","(Fach-)Abitur","","","","",""
"2012","17-34","(noch) kein Abschluss","","","","",""
"2012","17-34","AkademikerIn","","","","",""
"2012","17-34","Hauptschule","59.16","55","40","51.03","67.29"
"2012","17-34","Realschule","54.54","45","43","46.9","62.18"
"2012","35-65","(Fach-)Abitur","54.36","47.5","160","50.47","58.25"
"2012","35-65","(noch) kein Abschluss","64.79","55","37","56.09","73.49"
"2012","35-65","AkademikerIn","53.53","45","276","50.89","56.17"
"2012","35-65","Hauptschule","52.57","47.5","796","51","54.14"
"2012","35-65","Realschule","49.33","47.5","580","47.53","51.13"
"2012","66 +","(Fach-)Abitur","58.17","45","62","52.27","64.07"
"2012","66 +","(noch) kein Abschluss","","","","",""
"2012","66 +","AkademikerIn","66.22","55","216","63.11","69.33"
"2012","66 +","Hauptschule","63.77","57.5","717","62.12","65.42"
"2012","66 +","Realschule","59.26","45","193","56.26","62.26"
"2013","17-34","(Fach-)Abitur","","","","",""
"2013","17-34","(noch) kein Abschluss","","","","",""
"2013","17-34","AkademikerIn","","","","",""
"2013","17-34","Hauptschule","62.94","55","46","55.7","70.18"
"2013","17-34","Realschule","51.45","37.5","45","43.85","59.05"
"2013","35-65","(Fach-)Abitur","52.41","45","174","48.78","56.04"
"2013","35-65","(noch) kein Abschluss","61.63","55","59","54.96","68.3"
"2013","35-65","AkademikerIn","53.65","47.5","310","51.15","56.15"
"2013","35-65","Hauptschule","55.04","49.5","825","53.48","56.6"
"2013","35-65","Realschule","51.44","47.5","560","49.6","53.28"
"2013","66 +","(Fach-)Abitur","61.07","55","65","55.38","66.76"
"2013","66 +","(noch) kein Abschluss","","","","",""
"2013","66 +","AkademikerIn","66.5","55","214","63.43","69.57"
"2013","66 +","Hauptschule","65.84","59.5","640","64.08","67.6"
"2013","66 +","Realschule","60.95","45","177","57.8","64.1"
"2014","17-34","(Fach-)Abitur","","","","",""
"2014","17-34","(noch) kein Abschluss","","","","",""
"2014","17-34","AkademikerIn","","","","",""
"2014","17-34","Hauptschule","64.43","55","46","56.9","71.96"
"2014","17-34","Realschule","50.13","45","48","43.11","57.15"
"2014","35-65","(Fach-)Abitur","51.66","45","163","48.13","55.19"
"2014","35-65","(noch) kein Abschluss","58.23","52.5","54","51.69","64.77"
"2014","35-65","AkademikerIn","51.23","47.5","285","48.77","53.69"
"2014","35-65","Hauptschule","55.2","49.5","745","53.56","56.84"
"2014","35-65","Realschule","51.86","47.5","526","49.91","53.81"
"2014","66 +","(Fach-)Abitur","61.9","55","76","56.83","66.97"
"2014","66 +","(noch) kein Abschluss","","","","",""
"2014","66 +","AkademikerIn","66.84","57.5","225","63.84","69.84"
"2014","66 +","Hauptschule","64.71","55","675","62.99","66.43"
"2014","66 +","Realschule","59.49","45","179","56.15","62.83"
"2015","17-34","(Fach-)Abitur","","","","",""
"2015","17-34","(noch) kein Abschluss","","","","",""
"2015","17-34","AkademikerIn","","","","",""
"2015","17-34","Hauptschule","65.99","55","35","57.18","74.8"
"2015","17-34","Realschule","55.25","45","37","47.19","63.31"
"2015","35-65","(Fach-)Abitur","52.71","45","144","48.78","56.64"
"2015","35-65","(noch) kein Abschluss","59.84","45","49","53.13","66.55"
"2015","35-65","AkademikerIn","51.05","45","264","48.41","53.69"
"2015","35-65","Hauptschule","54.78","49.5","652","53.03","56.53"
"2015","35-65","Realschule","51.22","47.5","498","49.24","53.2"
"2015","66 +","(Fach-)Abitur","58.1","45","65","52.9","63.3"
"2015","66 +","(noch) kein Abschluss","","","","",""
"2015","66 +","AkademikerIn","66.26","55","216","63.26","69.26"
"2015","66 +","Hauptschule","62.95","57.5","615","61.15","64.75"
"2015","66 +","Realschule","60.35","55","198","57.29","63.41"
"2016","17-34","(Fach-)Abitur","","","","",""
"2016","17-34","(noch) kein Abschluss","","","","",""
