year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,male,684,60.76201119903587,59.92065830174083,61.60336409633091,50.0,60.0,80.0,10.0,100.0,60.0,60.0,60.0
1984,female,440,65.64762218220326,64.66035757782431,66.63488678658221,50.0,60.0,80.0,10.0,100.0,60.0,50.0,60.0
1985,male,603,62.94185714499197,62.06412999590876,63.819584294075185,50.0,60.0,80.0,10.0,100.0,60.0,60.0,60.0
1985,female,382,63.77063450388027,62.68890430394103,64.8523647038195,50.0,60.0,80.0,15.0,100.0,60.0,60.0,60.0
1986,male,,,,,,,,,,,,
1986,female,,,,,,,,,,,,
1987,male,565,61.68681555365143,60.78188181248772,62.59174929481514,50.0,60.0,80.0,10.0,100.0,60.0,60.0,60.0
1987,female,364,64.82809065118337,63.7564721920398,65.89970911032694,50.0,60.0,80.0,10.0,100.0,60.0,50.0,60.0
1988,male,599,63.59712547818,62.7065278116732,64.4877231446868,50.0,60.0,80.0,10.0,100.0,60.0,60.0,60.0
1988,female,393,65.80846468668972,64.7435734307715,66.87335594260793,50.0,60.0,80.0,15.0,100.0,60.0,50.0,60.0
1989,male,581,62.64425421518595,61.76045162226776,63.52805680810415,50.0,60.0,80.0,10.0,100.0,60.0,60.0,60.0
1989,female,395,63.40241689918897,62.34416097886298,64.46067281951497,50.0,60.0,80.0,10.0,100.0,60.0,60.0,60.0
1990,male,,,,,,,,,,,,
1990,female,,,,,,,,,,,,
1991,male,600,61.54447015088457,60.65860631338587,62.430333988383275,50.0,60.0,80.0,20.0,100.0,60.0,60.0,70.0
1991,female,391,63.31646936853555,62.26495527240466,64.36798346466644,50.0,60.0,80.0,15.0,100.0,60.0,60.0,60.0
1992,male,744,60.38750181202586,59.572134395946954,61.20286922810477,50.0,60.0,80.0,10.0,100.0,60.0,60.0,70.0
1992,female,515,63.8555301744469,62.88588092811014,64.82517942078366,50.0,60.0,80.0,15.0,100.0,60.0,60.0,60.0
1993,male,,,,,,,,,,,,
1993,female,,,,,,,,,,,,
1994,male,699,59.58791323941326,58.728154927317846,60.44767155150868,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0
1994,female,519,63.19471181222846,62.261127498263406,64.12829612619352,50.0,60.0,80.0,10.0,100.0,60.0,60.0,60.0
1995,male,679,61.15628616431955,60.3384201145277,61.974152214111406,50.0,50.0,80.0,20.0,100.0,50.0,40.0,50.0
1995,female,558,64.11004901534439,63.2283305754758,64.99176745521298,50.0,60.0,80.0,10.0,100.0,60.0,50.0,60.0
1996,male,734,58.92286805458578,58.08636573918265,59.75937036998891,40.0,50.0,80.0,2.0,100.0,50.0,40.0,50.0
1996,female,582,62.403707292603286,61.510281292741986,63.297133292464586,50.0,60.0,80.0,5.0,100.0,60.0,60.0,60.0
1997,male,714,57.585600680819816,56.756375626539835,58.4148257350998,40.0,50.0,70.0,10.0,100.0,50.0,40.0,50.0
1997,female,569,62.32401410007567,61.467050136801184,63.18097806335016,50.0,60.0,80.0,10.0,100.0,60.0,60.0,60.0
1998,male,826,58.69405730772605,57.90740182369508,59.480712791757014,40.0,50.0,70.0,10.0,100.0,50.0,40.0,50.0
1998,female,665,63.98963545555419,63.14460330743648,64.8346676036719,50.0,60.0,80.0,5.0,100.0,60.0,60.0,60.0
1999,male,798,57.847017744269856,57.06330579988683,58.630729688652885,40.0,50.0,70.0,10.0,100.0,50.0,40.0,50.0
1999,female,673,63.3070994536177,62.43490080455149,64.17929810268392,50.0,60.0,80.0,10.0,100.0,60.0,60.0,60.0
2000,male,1426,58.54420771307423,57.9432897257733,59.14512570037516,40.0,50.0,80.0,10.0,100.0,50.0,45.0,50.0
2000,female,1138,62.355810499460674,61.693341866808666,63.01827913211268,50.0,60.0,80.0,5.0,100.0,60.0,60.0,60.0
2001,male,1279,58.7988016195487,58.14913838783927,59.44846485125812,40.0,50.0,80.0,2.0,100.0,50.0,40.0,50.0
2001,female,1041,62.821421700847374,62.12806067833647,63.51478272335828,50.0,60.0,80.0,10.0,100.0,60.0,60.0,60.0
2002,male,1369,58.878014958730994,58.25967186516249,59.4963580522995,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0
2002,female,1123,62.52581721713301,61.84000388882834,63.21163054543768,50.0,60.0,80.0,5.0,100.0,60.0,60.0,60.0
2003,male,1333,59.210894692950504,58.59048766541581,59.8313017204852,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0
2003,female,1104,62.955544419596805,62.27404758171785,63.63704125747576,50.0,60.0,80.0,5.0,100.0,60.0,60.0,60.0
2004,male,1333,58.48762618475009,57.876311690301236,59.09894067919895,40.0,50.0,80.0,5.0,100.0,50.0,40.0,50.0
2004,female,1128,62.01329644006574,61.33586605903931,62.69072682109216,50.0,60.0,80.0,5.0,100.0,60.0,60.0,60.24999999999999
2005,male,1319,58.60301047836864,57.997133135090806,59.20888782164647,40.0,50.0,80.0,3.0,100.0,50.0,40.0,50.0
2005,female,1090,62.473330237140175,61.78920205907415,63.1574584152062,50.0,60.0,80.0,5.0,100.0,60.0,60.0,60.0
2006,male,1441,58.64838104221974,58.06162986857655,59.235132215862926,40.0,50.0,80.0,2.0,100.0,50.0,40.0,50.0
2006,female,1223,62.0228560578811,61.38512330534954,62.66058881041266,50.0,60.0,80.0,5.0,100.0,60.0,60.0,70.0
2007,male,1351,58.94905158814284,58.345649149336936,59.55245402694874,40.0,50.0,80.0,2.0,100.0,50.0,40.0,50.0
2007,female,1164,62.34996534236649,61.695036866265774,63.0048938184672,50.0,60.0,80.0,10.0,100.0,60.0,60.0,60.0
2008,male,1278,59.21496569879429,58.58003056332008,59.849900834268496,40.0,50.0,80.0,2.0,100.0,50.0,40.0,50.0
2008,female,1092,61.1631511099795,60.48270741883527,61.843594801123736,50.0,60.0,80.0,10.0,100.0,60.0,60.0,70.0
2009,male,1230,57.575768925302356,56.93239607873584,58.21914177186887,40.0,50.0,73.10257910335832,2.0,100.0,50.0,49.74999999999994,50.0
2009,female,1044,60.898441926037684,60.2025555538158,61.59432829825957,50.0,60.0,80.0,5.0,100.0,60.0,60.0,70.0
2010,male,1274,57.69957186880729,57.07244402677425,58.32669971084033,40.0,50.0,80.0,7.0,100.0,50.0,50.0,50.0
2010,female,1100,60.38041431865321,59.70918230518432,61.0516463321221,50.0,50.0,80.0,5.0,100.0,50.0,40.0,50.0
2011,male,1583,56.83887407564534,56.27913070350613,57.39861744778456,40.0,50.0,70.0,3.0,100.0,50.0,50.0,50.0
2011,female,1467,60.28716341427748,59.694436741056286,60.87989008749867,40.0,50.0,80.0,4.0,100.0,50.0,40.0,50.0
2012,male,1674,55.95512040060437,55.406732883158284,56.50350791805046,40.0,50.0,70.0,3.0,100.0,50.0,50.0,50.0
2012,female,1531,58.59201562071418,58.02403193026769,59.15999931116067,40.0,50.0,75.0,1.0,100.0,50.0,50.0,50.0
2013,male,1686,58.2693612455471,57.725445358252884,58.81327713284132,40.0,50.0,80.0,3.0,100.0,50.0,50.0,50.0
2013,female,1531,59.408915143903286,58.8422297594163,59.975600528390274,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0
2014,male,1612,58.55469569785466,57.9915058676157,59.11788552809362,40.0,50.0,80.0,7.0,100.0,50.0,40.0,50.0
2014,female,1519,58.416827298497104,57.85482199386176,58.978832603132446,40.0,50.0,70.0,10.0,100.0,50.0,50.0,50.0
2015,male,1450,57.952148499192155,57.359857064468436,58.544439933915875,40.0,50.0,80.0,7.0,100.0,50.0,50.0,50.0
2015,female,1427,57.849748985792466,57.26575872034572,58.43373925123921,40.0,50.0,70.0,20.0,100.0,50.0,50.0,50.0
2016,male,1373,58.1453366288247,57.53855800732638,58.75211525032302,40.0,50.0,75.0,3.0,100.0,50.0,40.0,50.0
2016,female,1323,59.277081347014544,58.67249503801281,59.881667656016276,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0
2017,male,1504,58.041027042559286,57.459827409943586,58.622226675174986,40.0,50.0,70.0,7.0,100.0,50.0,50.0,50.0
2017,female,1483,59.09922090665105,58.52629293868198,59.67214887462011,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0
2018,male,1529,57.38130523325119,56.826455315237425,57.936155151264956,40.0,50.0,70.0,7.0,100.0,50.0,50.0,50.0
2018,female,1520,58.74916042151448,58.186286306943,59.31203453608596,40.0,50.0,80.0,10.0,100.0,50.0,49.74999999999994,50.0
2019,male,1515,57.081679377494645,56.52105634953024,57.64230240545905,40.0,50.0,70.0,7.0,100.0,50.0,50.0,50.0
2019,female,1436,58.20121788961752,57.63137330946918,58.77106246976585,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0
2020,male,1431,58.36209751713051,57.780986292469414,58.9432087417916,40.0,50.0,70.0,2.0,100.0,50.0,40.0,50.0
2020,female,1420,59.402527113078634,58.815385759708846,59.98966846644842,40.0,50.0,80.0,2.0,100.0,50.0,40.0,50.0
2021,male,1034,57.8242637426296,57.1514346943678,58.497092790891394,40.0,50.0,70.0,10.0,100.0,50.0,40.0,50.0
2021,female,1030,57.424782300586855,56.71189515741607,58.13766944375764,40.0,50.0,70.0,10.0,100.0,50.0,40.0,50.0
