year,regtyp,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1991,Laendlicher Raum,Westdeutschland,62.670678447308234,61.0928539165837,64.24850297803277,50.0,60.0,80.0,20.0,100.0,60.0,60.0,70.0,200.0
1991,Laendlicher Raum,Ostdeutschland,,,,,,,,,,,,
1992,-1,Westdeutschland,,,,,,,,,,,,
1992,-1,Ostdeutschland,,,,,,,,,,,,
1992,Staedtischer Raum,Westdeutschland,62.29537305750169,61.522110446311174,63.06863566869221,50.0,60.0,80.0,10.0,100.0,60.0,60.0,60.0,819.0
1992,Staedtischer Raum,Ostdeutschland,58.29795081455334,55.941356769455204,60.65454485965147,50.0,50.0,69.86165674675982,20.20751487986027,99.65414186689955,50.0,34.0,50.0,71.0
1992,Laendlicher Raum,Westdeutschland,62.82148831681057,61.18355291270778,64.45942372091336,50.0,60.0,80.0,10.0,100.0,60.0,60.0,70.0,202.0
1992,Laendlicher Raum,Ostdeutschland,57.898886174278545,56.25277171788127,59.54500063067582,50.0,52.770737317227216,70.0,20.0,100.0,55.0,50.0,60.0,157.0
1993,Staedtischer Raum,Westdeutschland,,,,,,,,,,,,
1993,Staedtischer Raum,Ostdeutschland,,,,,,,,,,,,
1993,Laendlicher Raum,Westdeutschland,,,,,,,,,,,,
1993,Laendlicher Raum,Ostdeutschland,,,,,,,,,,,,
1994,Staedtischer Raum,Westdeutschland,61.528903968814845,60.74838769900926,62.30942023862043,50.0,60.0,80.0,20.0,100.0,60.0,60.0,70.0,787.0
1994,Staedtischer Raum,Ostdeutschland,58.611962037590644,56.064405406266566,61.15951866891472,50.0,50.0,80.0,15.0,100.0,50.0,34.87499999999997,50.0,76.0
1994,Laendlicher Raum,Westdeutschland,60.68048591890924,59.05185883510044,62.30911300271804,50.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0,194.0
1994,Laendlicher Raum,Ostdeutschland,60.73466827008772,58.91783446741387,62.551502072761565,50.0,60.0,80.0,20.0,100.0,60.0,60.0,70.0,161.0
1995,Staedtischer Raum,Westdeutschland,62.48416106014984,61.746583423859555,63.22173869644012,50.0,60.0,80.0,30.0,100.0,60.0,60.0,60.0,795.0
1995,Staedtischer Raum,Ostdeutschland,66.8943584207459,64.50606659106427,69.28265025042754,50.0,70.0,82.2296051388395,20.0,100.0,70.0,60.0,90.0,80.0
1995,Laendlicher Raum,Westdeutschland,62.48222223204133,60.92229714173773,64.04214732234493,50.0,60.0,80.0,20.0,100.0,60.0,60.0,70.0,188.0
1995,Laendlicher Raum,Ostdeutschland,60.888915650907585,59.16493580115592,62.61289550065925,50.0,60.0,80.0,10.0,100.0,60.0,60.0,70.0,174.0
1996,Staedtischer Raum,Westdeutschland,60.666438547360094,59.89333335511174,61.439543739608446,50.0,60.0,80.0,5.0,100.0,60.0,60.0,60.125,820.0
1996,Staedtischer Raum,Ostdeutschland,66.8390489152243,64.66762684548705,69.01047098496154,50.0,70.0,80.0,10.0,100.0,70.0,70.0,90.0,84.0
1996,Laendlicher Raum,Westdeutschland,59.95397889374099,58.44828517472714,61.45967261275484,50.0,54.00521729317545,80.0,10.0,100.0,55.0,50.0,60.0,220.0
1996,Laendlicher Raum,Ostdeutschland,56.85365409094662,55.18033464561576,58.52697353627748,34.1751530256816,50.0,77.57301393698968,15.0,100.0,50.0,40.0,50.0,192.0
1997,-1,Westdeutschland,,,,,,,,,,,,
1997,Staedtischer Raum,Westdeutschland,59.709175619633186,58.952037484463474,60.4663137548029,40.0,60.0,75.0,15.0,100.0,60.0,60.0,70.0,793.0
1997,Staedtischer Raum,Ostdeutschland,63.66590066023877,61.41651818248305,65.91528313799449,50.0,60.0,80.0,10.0,100.0,60.0,50.0,70.0,84.0
1997,Laendlicher Raum,Westdeutschland,59.37588892405422,57.89587980940432,60.855898038704126,40.0,50.0,78.08968129403107,10.0,100.0,50.0,40.0,50.0,217.0
1997,Laendlicher Raum,Ostdeutschland,58.14095846256359,56.49136907723732,59.790547847889854,40.0,50.0,70.0,20.0,100.0,50.0,40.0,50.0,189.0
1998,Staedtischer Raum,Westdeutschland,60.93929497850899,60.208838257445876,61.6697516995721,50.0,60.0,80.0,5.0,100.0,60.0,60.0,70.0,932.0
1998,Staedtischer Raum,Ostdeutschland,63.32646240796234,61.18569756131465,65.46722725461004,50.0,60.0,80.0,10.0,100.0,60.0,50.0,70.0,95.0
1998,Laendlicher Raum,Westdeutschland,61.89747011034612,60.51166725407537,63.28327296661687,48.59934550485043,60.0,80.0,10.0,100.0,60.0,60.0,70.0,264.0
1998,Laendlicher Raum,Ostdeutschland,59.19714467137816,57.54894628435313,60.845343058403195,50.0,50.0,77.05533758748805,10.0,100.0,50.0,40.0,50.0,200.0
1999,Staedtischer Raum,Westdeutschland,60.247834666378566,59.50195477409593,60.9937145586612,40.0,60.0,80.0,10.0,100.0,60.0,60.0,70.0,905.0
1999,Staedtischer Raum,Ostdeutschland,61.730922838632736,59.40733886008176,64.05450681718371,50.0,58.23773838142421,80.0,10.0,100.0,60.0,50.0,70.0,97.0
1999,Laendlicher Raum,Westdeutschland,61.36646447394893,59.952938352048804,62.77999059584906,50.0,60.0,80.0,15.0,100.0,60.0,60.0,70.0,250.0
1999,Laendlicher Raum,Ostdeutschland,58.60180891312976,57.03744679267168,60.16617103358784,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0,219.0
2000,Staedtischer Raum,Westdeutschland,60.615355150886344,60.04516764044217,61.185542661330516,40.0,60.0,80.0,5.0,100.0,60.0,60.0,70.0,1582.0
2000,Staedtischer Raum,Ostdeutschland,60.606061602989065,58.71463057960183,62.4974926263763,44.646238444930404,50.0,81.81245715814289,10.0,100.0,50.0,40.0,50.0,160.0
2000,Laendlicher Raum,Westdeutschland,58.54959102862983,57.52991638556556,59.56926567169409,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0,465.0
2000,Laendlicher Raum,Ostdeutschland,60.92655545208088,59.734850381657715,62.11826052250405,50.0,60.0,80.0,10.0,100.0,60.0,60.0,70.0,357.0
2001,Staedtischer Raum,Westdeutschland,61.06245384358556,60.462249071084834,61.66265861608628,50.0,60.0,80.0,5.0,100.0,60.0,60.0,70.0,1446.0
2001,Staedtischer Raum,Ostdeutschland,60.46560698630475,58.569879081498115,62.36133489111138,45.57836051283913,50.0,85.78142667705471,10.0,100.0,50.0,40.0,50.0,158.0
2001,Laendlicher Raum,Westdeutschland,59.438896063623886,58.296829986238464,60.58096214100931,40.0,50.0,80.0,18.0,100.0,50.0,40.0,50.0,409.0
2001,Laendlicher Raum,Ostdeutschland,59.93272085270204,58.636755044705964,61.228686660698116,50.0,60.0,80.0,5.0,100.0,60.0,60.0,70.0,307.0
2002,Staedtischer Raum,Westdeutschland,60.68224998330942,60.100102633530454,61.26439733308838,40.0,60.0,80.0,4.0,100.0,60.0,60.0,70.0,1549.0
2002,Staedtischer Raum,Ostdeutschland,61.87857902610261,60.11077407715226,63.646383975052956,50.0,60.0,81.32746314570609,5.0,100.0,60.0,60.0,70.0,164.0
2002,Laendlicher Raum,Westdeutschland,59.74790952526609,58.61915823731332,60.876660813218855,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0,424.0
2002,Laendlicher Raum,Ostdeutschland,60.56530576410013,59.3358074256047,61.79480410259556,50.0,60.0,80.0,10.0,100.0,60.0,60.0,70.0,355.0
2003,Staedtischer Raum,Westdeutschland,60.93356103341832,60.353299592173705,61.51382247466294,50.0,60.0,80.0,10.0,100.0,60.0,60.0,70.0,1502.0
2003,Staedtischer Raum,Ostdeutschland,63.34261859820983,61.554951247993756,65.13028594842591,50.0,60.0,90.0,10.0,100.0,60.0,60.0,70.0,165.0
2003,Laendlicher Raum,Westdeutschland,60.64864663098897,59.52056953170593,61.77672373027201,40.0,60.0,80.0,20.0,100.0,60.0,60.0,70.0,420.0
2003,Laendlicher Raum,Ostdeutschland,60.287504560827735,59.04675764927548,61.52825147237999,50.0,60.0,80.0,5.0,100.0,60.0,60.0,70.0,350.0
2004,Staedtischer Raum,Westdeutschland,60.02642702783887,59.45245772212523,60.60039633355251,49.69235111184779,60.0,80.0,5.0,100.0,60.0,60.0,70.0,1506.0
2004,Staedtischer Raum,Ostdeutschland,63.759039966675516,61.9014059900199,65.61667394333114,50.0,60.0,90.0,14.0,100.0,60.0,60.0,70.0,174.0
2004,Laendlicher Raum,Westdeutschland,59.73548697015574,58.638809847519354,60.83216409279213,40.0,50.0,80.0,18.0,100.0,50.0,40.0,50.0,431.0
2004,Laendlicher Raum,Ostdeutschland,59.575316037870095,58.34765967973939,60.802972396000804,50.0,54.621342777555,80.0,10.0,100.0,55.0,50.0,60.0,350.0
2005,Staedtischer Raum,Westdeutschland,59.92033521016492,59.34067110334784,60.499999316982006,40.0,60.0,80.0,5.0,100.0,60.0,60.0,70.0,1460.0
2005,Staedtischer Raum,Ostdeutschland,65.5927194063072,63.84867224208262,67.33676657053178,50.0,60.0,90.0,10.0,100.0,60.0,50.0,70.0,174.0
2005,Laendlicher Raum,Westdeutschland,59.991487961690304,58.877154376989026,61.10582154639158,40.0,59.67105166356077,80.0,5.0,100.0,60.0,60.0,70.0,420.0
2005,Laendlicher Raum,Ostdeutschland,60.86159157741256,59.69801110605408,62.02517204877104,50.0,60.0,80.0,5.0,100.0,60.0,60.0,70.0,355.0
2006,Staedtischer Raum,Westdeutschland,60.29572814745835,59.742451718759526,60.84900457615717,40.0,60.0,80.0,3.0,100.0,60.0,60.0,70.0,1605.0
2006,Staedtischer Raum,Ostdeutschland,63.7460968657047,62.074770732931285,65.41742299847812,50.0,60.0,90.0,10.0,100.0,60.0,60.0,70.0,190.0
2006,Laendlicher Raum,Westdeutschland,58.82079470391266,57.791718864617486,59.849870543207835,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0,478.0
2006,Laendlicher Raum,Ostdeutschland,60.14101556258634,59.004806589812745,61.277224535359935,50.0,60.0,79.2517584261945,6.122362360708252,100.0,60.0,60.0,70.0,391.0
2007,Staedtischer Raum,Westdeutschland,60.86994736010906,60.29772962529764,61.442165094920476,50.0,60.0,80.0,10.0,100.0,60.0,60.0,70.0,1513.0
2007,Staedtischer Raum,Ostdeutschland,66.53837409646361,64.83575455895297,68.24099363397426,50.0,60.0,90.0,10.0,100.0,60.0,45.0,60.0,172.0
2007,Laendlicher Raum,Westdeutschland,57.964669260799305,56.94396609373781,58.9853724278608,40.0,50.0,70.0,10.0,100.0,50.0,40.0,50.0,454.0
2007,Laendlicher Raum,Ostdeutschland,59.73034244193336,58.54732577003432,60.9133591138324,40.0,60.0,80.0,2.0,100.0,60.0,60.0,70.0,376.0
2008,Staedtischer Raum,Westdeutschland,60.717065539363745,60.121128708043834,61.313002370683655,40.0,60.0,80.0,3.0,100.0,60.0,60.0,70.0,1404.0
2008,Staedtischer Raum,Ostdeutschland,63.6673059763112,61.88364230403167,65.45096964859073,50.0,60.0,80.0,15.0,100.0,60.0,50.0,70.0,169.0
2008,Laendlicher Raum,Westdeutschland,58.364923143896526,57.27073721889824,59.45910906889481,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0,451.0
2008,Laendlicher Raum,Ostdeutschland,58.129391252159536,56.922773286135765,59.33600921818331,40.0,50.0,75.0,2.0,100.0,50.0,40.0,50.0,346.0
2009,Staedtischer Raum,Westdeutschland,59.60691773397348,58.99259697624951,60.221238491697456,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0,1320.0
2009,Staedtischer Raum,Ostdeutschland,63.92729024013919,62.118949145755735,65.73563133452265,50.0,60.0,80.0,5.0,100.0,60.0,50.0,70.0,174.0
2009,Laendlicher Raum,Westdeutschland,58.017576579247525,56.94391691527589,59.09123624321916,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0,436.0
2009,Laendlicher Raum,Ostdeutschland,55.76828847357448,54.52044694201834,57.01613000513062,30.0,50.0,70.0,2.0,100.0,50.0,40.0,50.0,344.0
2010,Staedtischer Raum,Westdeutschland,59.24724755695194,58.65678831020729,59.83770680369659,40.0,50.0,80.0,5.0,100.0,50.0,40.0,50.0,1389.0
2010,Staedtischer Raum,Ostdeutschland,60.2582294422691,58.59327850051402,61.92318038402418,50.0,50.0,80.0,7.0,100.0,50.0,40.0,50.0,177.0
2010,Laendlicher Raum,Westdeutschland,58.89998174089269,57.79054852989778,60.00941495188761,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0,444.0
2010,Laendlicher Raum,Ostdeutschland,56.81898826929237,55.63968502717502,57.99829151140972,40.0,50.0,70.0,10.0,100.0,50.0,40.0,50.0,364.0
2011,Staedtischer Raum,Westdeutschland,58.7656254831983,58.22747129906543,59.30377966733117,40.0,50.0,80.0,5.0,100.0,50.0,40.0,50.0,1720.0
2011,Staedtischer Raum,Ostdeutschland,59.635911114651925,58.24158723630781,61.03023499299604,50.0,50.0,80.0,7.0,100.0,50.0,40.0,50.0,227.0
2011,Laendlicher Raum,Westdeutschland,58.67377639841455,57.729302155481975,59.61825064134713,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0,649.0
2011,Laendlicher Raum,Ostdeutschland,56.42642937646397,55.4177562343461,57.43510251858184,40.0,50.0,70.0,3.0,100.0,50.0,40.0,50.0,454.0
2012,Staedtischer Raum,Westdeutschland,57.98960749610304,57.45895050096514,58.520264491240944,40.0,50.0,80.0,1.0,100.0,50.0,50.0,50.0,1766.0
2012,Staedtischer Raum,Ostdeutschland,57.56046827207061,56.22592296578226,58.895013578358956,50.0,50.0,70.98273397532351,18.52589903701473,100.0,50.0,40.0,50.0,251.0
2012,Laendlicher Raum,Westdeutschland,54.975206327822995,54.110244239824404,55.84016841582159,35.0,50.0,70.0,10.0,100.0,50.0,50.0,50.0,699.0
2012,Laendlicher Raum,Ostdeutschland,57.010316395349534,56.00610141531271,58.014531375386355,40.0,50.0,75.0,3.0,100.0,50.0,50.0,50.0,489.0
2013,Staedtischer Raum,Westdeutschland,59.53438510050212,59.01655173860934,60.052218462394904,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0,1847.0
2013,Staedtischer Raum,Ostdeutschland,58.11672850026514,56.8055507462318,59.42790625429848,49.96143553338531,50.0,80.0,10.0,100.0,50.0,40.0,50.0,237.0
2013,Laendlicher Raum,Westdeutschland,57.47220980838055,56.58189403143509,58.362525585326004,40.0,50.0,70.0,10.0,100.0,50.0,40.0,50.0,683.0
2013,Laendlicher Raum,Ostdeutschland,57.90470723894198,56.900572359729864,58.9088421181541,40.0,50.0,70.0,3.0,100.0,50.0,40.0,50.0,450.0
2014,Staedtischer Raum,Westdeutschland,58.76376797385375,58.2319076231643,59.29562832454321,40.0,50.0,80.0,7.0,100.0,50.0,50.0,50.0,1743.0
2014,Staedtischer Raum,Ostdeutschland,59.76100395953371,58.413769593239934,61.108238325827486,50.0,60.0,80.0,10.0,100.0,60.0,60.0,70.0,232.0
2014,Laendlicher Raum,Westdeutschland,58.223050135853605,57.352063560929565,59.094036710777644,40.0,50.0,80.0,10.0,100.0,50.0,50.0,50.0,695.0
2014,Laendlicher Raum,Ostdeutschland,56.91435319541615,55.88865470477122,57.940051686061075,40.0,50.0,70.0,10.0,100.0,50.0,40.0,50.0,461.0
2015,Staedtischer Raum,Westdeutschland,57.63719824207097,57.08269337034386,58.191703113798084,40.0,50.0,70.0,7.0,100.0,50.0,50.0,50.0,1613.0
2015,Staedtischer Raum,Ostdeutschland,60.957886782377884,59.550321582966205,62.36545198178956,50.0,60.0,80.0,20.0,100.0,60.0,60.0,70.0,213.0
2015,Laendlicher Raum,Westdeutschland,57.92037474757126,57.02282644027747,58.81792305486505,40.0,50.0,70.0,20.0,100.0,50.0,50.0,50.0,635.0
2015,Laendlicher Raum,Ostdeutschland,57.72074870442091,56.60426455212249,58.83723285671934,40.0,50.0,75.28932017520842,10.0,100.0,50.0,50.0,50.0,416.0
2016,Staedtischer Raum,Westdeutschland,58.45715285782772,57.89183610867956,59.02246960697588,40.0,50.0,70.0,10.0,100.0,50.0,42.92499999999998,50.0,1514.0
2016,Staedtischer Raum,Ostdeutschland,59.32296876756274,57.93476543785007,60.711172097275416,50.0,52.40327209298806,75.26056360549542,15.0,100.0,50.0,30.0,50.0,194.0
2016,Laendlicher Raum,Westdeutschland,59.322724304088446,58.38414514048332,60.26130346769357,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0,593.0
2016,Laendlicher Raum,Ostdeutschland,58.40361032313828,57.209779211550966,59.597441434725596,40.0,50.0,80.0,3.0,100.0,50.0,50.0,50.0,395.0
2017,Staedtischer Raum,Westdeutschland,58.834374517773895,58.295229057954245,59.373519977593546,40.0,50.0,70.0,7.0,100.0,50.0,40.0,50.0,1671.0
2017,Staedtischer Raum,Ostdeutschland,60.442635448984916,58.98604663704411,61.89922426092572,50.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0,218.0
2017,Laendlicher Raum,Westdeutschland,57.16295606282057,56.28071840808571,58.04519371755543,40.0,50.0,70.0,15.0,100.0,50.0,50.0,50.0,664.0
2017,Laendlicher Raum,Ostdeutschland,58.65292308524417,57.532500142942226,59.77334602754611,40.0,50.0,80.0,20.0,100.0,50.0,40.0,50.0,434.0
2018,Staedtischer Raum,Westdeutschland,58.01359910726084,57.493651926552985,58.53354628796869,40.0,50.0,70.0,7.0,100.0,50.0,45.0,50.0,1707.0
2018,Staedtischer Raum,Ostdeutschland,59.75843765114658,58.322451533137304,61.194423769155854,40.0,50.0,80.0,20.0,100.0,50.0,40.0,50.0,227.0
2018,Laendlicher Raum,Westdeutschland,57.463550605312136,56.60380505814862,58.32329615247565,40.0,50.0,70.0,10.0,100.0,50.0,50.0,50.0,670.0
2018,Laendlicher Raum,Ostdeutschland,58.27678974273492,57.19083322940354,59.3627462560663,40.0,50.0,80.0,10.0,100.0,50.0,50.0,50.0,445.0
2019,-1,-2,,,,,,,,,,,,
2019,-1,Westdeutschland,65.00353353728677,62.35298243958038,67.65408463499317,50.0,60.0,90.0,20.0,100.0,60.0,50.0,70.0,68.0
2019,-1,Ostdeutschland,,,,,,,,,,,,
2019,Staedtischer Raum,Westdeutschland,57.806658742855504,57.28023120912046,58.33308627659055,40.0,50.0,70.0,7.0,100.0,50.0,40.0,50.0,1566.0
2019,Staedtischer Raum,Ostdeutschland,58.92456082508243,57.34056104696787,60.50856060319699,40.0,50.0,80.0,10.0,100.0,50.0,30.0,50.0,230.0
2019,Laendlicher Raum,Westdeutschland,55.8716990067673,54.978883392925844,56.76451462060876,40.0,50.0,70.0,20.0,100.0,50.0,50.0,50.0,628.0
2019,Laendlicher Raum,Ostdeutschland,58.48340073895802,57.36351424989193,59.60328722802411,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0,436.0
2020,Staedtischer Raum,Westdeutschland,59.32489821597273,58.779624797298275,59.870171634647185,50.0,50.0,80.0,5.0,100.0,50.0,40.0,50.0,1576.0
2020,Staedtischer Raum,Ostdeutschland,65.39393629688398,63.9487767761761,66.83909581759185,50.0,60.0,80.0,14.0,100.0,60.0,44.87499999999997,70.0,220.0
2020,Laendlicher Raum,Westdeutschland,56.81488341706509,55.91132462800869,57.71844220612149,40.0,50.0,70.0,2.0,100.0,50.0,50.0,50.0,614.0
2020,Laendlicher Raum,Ostdeutschland,57.331467174153055,56.23615927178599,58.426775076520116,40.0,50.0,70.0,2.0,100.0,50.0,40.0,50.0,443.0
2021,-1,Westdeutschland,,,,,,,,,,,,
2021,Staedtischer Raum,Westdeutschland,58.252188452651865,57.60995286931747,58.89442403598626,40.0,50.0,80.0,10.0,100.0,50.0,40.0,50.0,1161.0
2021,Staedtischer Raum,Ostdeutschland,59.541626226000005,57.68824447383394,61.39500797816607,48.60692620346978,50.0,80.0,10.0,100.0,50.0,30.0,50.0,166.0
2021,Laendlicher Raum,Westdeutschland,56.634819301772716,55.56668144270877,57.70295716083666,40.0,50.0,70.0,10.0,100.0,50.0,49.74999999999994,50.0,440.0
2021,Laendlicher Raum,Ostdeutschland,55.38291079622781,54.06962715045724,56.69619444199839,40.0,50.0,70.0,10.0,100.0,50.0,40.0,50.0,300.0
