year,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,West,57.5999984741211,57.5999984741211,57.5999984741211,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,12164.0
1985,West,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,11026.0
1986,West,60.20000076293944,60.20000076293944,60.20000076293944,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,10583.0
1987,West,60.200000762939446,60.200000762939446,60.200000762939446,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,10452.0
1988,West,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,9970.0
1989,West,61.0999984741211,61.0999984741211,61.0999984741211,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,9662.0
1990,West,62.799999237060554,62.799999237060554,62.799999237060554,62.79999923706055,62.79999923706055,62.79999923706055,62.79999923706055,62.79999923706055,62.79999923706055,62.79999923706055,62.79999923706055,9461.0
1990,East,,,,,,,,,,,,
1991,West,64.4000015258789,64.4000015258789,64.4000015258789,64.4000015258789,64.4000015258789,64.4000015258789,64.4000015258789,64.4000015258789,64.4000015258789,64.4000015258789,64.4000015258789,9447.0
1991,East,,,,,,,,,,,,
1992,West,66.80000305175783,66.80000305175783,66.80000305175783,66.80000305175781,66.80000305175781,66.80000305175781,66.80000305175781,66.80000305175781,66.80000305175781,66.80000305175781,66.80000305175781,9340.0
1992,East,56.70000076293945,56.70000076293945,56.70000076293945,56.70000076293945,56.70000076293945,56.70000076293945,56.70000076293945,56.70000076293945,56.70000076293945,56.70000076293945,56.70000076293945,3976.0
1993,West,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,9272.0
1993,East,64.30000305175781,64.30000305175781,64.30000305175781,64.30000305175781,64.30000305175781,64.30000305175781,64.30000305175781,64.30000305175781,64.30000305175781,64.30000305175781,64.30000305175781,3829.0
1994,West,71.9000015258789,71.9000015258789,71.9000015258789,71.9000015258789,71.9000015258789,71.9000015258789,71.9000015258789,71.9000015258789,71.9000015258789,71.9000015258789,71.9000015258789,9098.0
1994,East,71.0999984741211,71.0999984741211,71.0999984741211,71.0999984741211,71.0999984741211,71.0999984741211,71.0999984741211,71.0999984741211,71.0999984741211,71.0999984741211,71.0999984741211,3775.0
1995,West,73.90000152587892,73.90000152587892,73.90000152587892,73.9000015258789,73.9000015258789,73.9000015258789,73.9000015258789,73.9000015258789,73.9000015258789,73.9000015258789,73.9000015258789,9591.0
1995,East,73.69999694824219,73.69999694824219,73.69999694824219,73.69999694824219,73.69999694824219,73.69999694824219,73.69999694824219,73.69999694824219,73.69999694824219,73.69999694824219,73.69999694824219,3693.0
1996,West,75.09999847412108,75.09999847412108,75.09999847412108,75.0999984741211,75.0999984741211,75.0999984741211,75.0999984741211,75.0999984741211,75.0999984741211,75.0999984741211,75.0999984741211,9364.0
1996,East,75.0999984741211,75.0999984741211,75.0999984741211,75.0999984741211,75.0999984741211,75.0999984741211,75.0999984741211,75.0999984741211,75.0999984741211,75.0999984741211,75.0999984741211,3684.0
1997,West,76.09999847412111,76.09999847412111,76.09999847412111,76.0999984741211,76.0999984741211,76.0999984741211,76.0999984741211,76.0999984741211,76.0999984741211,76.0999984741211,76.0999984741211,9194.0
1997,East,76.5,76.5,76.5,76.5,76.5,76.5,76.5,76.5,76.5,76.5,76.5,3634.0
1998,West,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,10373.0
