year,quintil_oecd,sex,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,1. Quintil,male,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,3887.0
1984,1. Quintil,female,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,4304.0
1984,2. Quintil,male,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,2066.0
1984,2. Quintil,female,57.59999847412109,57.59999847412109,57.59999847412109,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,57.599998474121094,1907.0
1985,1. Quintil,male,58.99999999999998,58.99999999999998,58.99999999999998,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,3475.0
1985,1. Quintil,female,59.00000000000001,59.00000000000001,59.00000000000001,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,3851.0
1985,2. Quintil,male,58.99999999999999,58.99999999999999,58.99999999999999,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,1939.0
1985,2. Quintil,female,59.00000000000001,59.00000000000001,59.00000000000001,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,1761.0
1986,1. Quintil,male,60.200000762939446,60.200000762939446,60.200000762939446,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,3358.0
1986,1. Quintil,female,60.20000076293946,60.20000076293946,60.20000076293946,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,3666.0
1986,2. Quintil,male,60.20000076293946,60.20000076293946,60.20000076293946,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,1873.0
1986,2. Quintil,female,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,1686.0
1987,1. Quintil,male,60.20000076293946,60.20000076293946,60.20000076293946,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,3363.0
1987,1. Quintil,female,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,3642.0
1987,2. Quintil,male,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,1809.0
1987,2. Quintil,female,60.200000762939446,60.200000762939446,60.200000762939446,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,60.20000076293945,1638.0
1988,1. Quintil,male,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,3229.0
1988,1. Quintil,female,60.29999923706054,60.29999923706054,60.29999923706054,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,3483.0
1988,2. Quintil,male,60.29999923706054,60.29999923706054,60.29999923706054,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,1701.0
1988,2. Quintil,female,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,60.29999923706055,1557.0
1989,1. Quintil,male,61.09999847412108,61.09999847412108,61.09999847412108,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,3126.0
1989,1. Quintil,female,61.09999847412111,61.09999847412111,61.09999847412111,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,3391.0
1989,2. Quintil,male,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,61.099998474121094,1635.0
