"year","alter_gr","sampreg","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 J.","Ost","","","","",""
"1984","16-34 J.","West","57.9","57.9","4595","57.9","57.9"
"1984","35-65 J.","Ost","","","","",""
"1984","35-65 J.","West","57.9","57.9","6302","57.9","57.9"
"1984","66 und älter","Ost","","","","",""
"1984","66 und älter","West","57.9","57.9","1267","57.9","57.9"
"1985","16-34 J.","Ost","","","","",""
"1985","16-34 J.","West","59.3","59.3","4168","59.3","59.3"
"1985","35-65 J.","Ost","","","","",""
"1985","35-65 J.","West","59.3","59.3","5751","59.3","59.3"
"1985","66 und älter","Ost","","","","",""
"1985","66 und älter","West","59.3","59.3","1107","59.3","59.3"
"1986","16-34 J.","Ost","","","","",""
"1986","16-34 J.","West","60.6","60.6","4084","60.6","60.6"
"1986","35-65 J.","Ost","","","","",""
"1986","35-65 J.","West","60.6","60.6","5468","60.6","60.6"
"1986","66 und älter","Ost","","","","",""
"1986","66 und älter","West","60.6","60.6","1031","60.6","60.6"
"1987","16-34 J.","Ost","","","","",""
"1987","16-34 J.","West","60.5","60.5","4030","60.5","60.5"
"1987","35-65 J.","Ost","","","","",""
"1987","35-65 J.","West","60.5","60.5","5354","60.5","60.5"
"1987","66 und älter","Ost","","","","",""
"1987","66 und älter","West","60.5","60.5","1068","60.5","60.5"
"1988","16-34 J.","Ost","","","","",""
"1988","16-34 J.","West","60.6","60.6","3847","60.6","60.6"
"1988","35-65 J.","Ost","","","","",""
"1988","35-65 J.","West","60.6","60.6","5087","60.6","60.6"
"1988","66 und älter","Ost","","","","",""
"1988","66 und älter","West","60.6","60.6","1036","60.6","60.6"
"1989","16-34 J.","Ost","","","","",""
"1989","16-34 J.","West","61.4","61.4","3763","61.4","61.4"
"1989","35-65 J.","Ost","","","","",""
"1989","35-65 J.","West","61.4","61.4","4888","61.4","61.4"
"1989","66 und älter","Ost","","","","",""
"1989","66 und älter","West","61.4","61.4","1011","61.4","61.4"
"1990","16-34 J.","Ost","","","","",""
"1990","16-34 J.","West","63.1","63.1","3645","63.1","63.1"
"1990","35-65 J.","Ost","","","","",""
"1990","35-65 J.","West","63.1","63.1","4776","63.1","63.1"
"1990","66 und älter","Ost","","","","",""
"1990","66 und älter","West","63.1","63.1","1040","63.1","63.1"
"1991","16-34 J.","Ost","","","","",""
"1991","16-34 J.","West","64.8","64.8","3640","64.8","64.8"
"1991","35-65 J.","Ost","","","","",""
"1991","35-65 J.","West","64.8","64.8","4754","64.8","64.8"
"1991","66 und älter","Ost","","","","",""
"1991","66 und älter","West","64.8","64.8","1053","64.8","64.8"
"1992","16-34 J.","Ost","57","57","1394","57","57"
"1992","16-34 J.","West","67.2","67.2","3585","67.2","67.2"
"1992","35-65 J.","Ost","57","57","2191","57","57"
"1992","35-65 J.","West","67.2","67.2","4697","67.2","67.2"
"1992","66 und älter","Ost","57","57","391","57","57"
"1992","66 und älter","West","67.2","67.2","1058","67.2","67.2"
"1993","16-34 J.","Ost","64.6","64.6","1329","64.6","64.6"
"1993","16-34 J.","West","69.8","69.8","3563","69.8","69.8"
"1993","35-65 J.","Ost","64.6","64.6","2112","64.6","64.6"
"1993","35-65 J.","West","69.8","69.8","4626","69.8","69.8"
"1993","66 und älter","Ost","64.6","64.6","388","64.6","64.6"
"1993","66 und älter","West","69.8","69.8","1083","69.8","69.8"
"1994","16-34 J.","Ost","71.5","71.5","1274","71.5","71.5"
"1994","16-34 J.","West","72.3","72.3","3523","72.3","72.3"
"1994","35-65 J.","Ost","71.5","71.5","2103","71.5","71.5"
"1994","35-65 J.","West","72.3","72.3","4481","72.3","72.3"
"1994","66 und älter","Ost","71.5","71.5","398","71.5","71.5"
"1994","66 und älter","West","72.3","72.3","1094","72.3","72.3"
"1995","16-34 J.","Ost","74.1","74.1","1230","74.1","74.1"
"1995","16-34 J.","West","74.3","74.3","3701","74.3","74.3"
"1995","35-65 J.","Ost","74.1","74.1","2058","74.1","74.1"
"1995","35-65 J.","West","74.3","74.3","4773","74.3","74.3"
"1995","66 und älter","Ost","74.1","74.1","405","74.1","74.1"
"1995","66 und älter","West","74.3","74.3","1117","74.3","74.3"
"1996","16-34 J.","Ost","75.5","75.5","1191","75.5","75.5"
"1996","16-34 J.","West","75.5","75.5","3567","75.5","75.5"
"1996","35-65 J.","Ost","75.5","75.5","2075","75.5","75.5"
"1996","35-65 J.","West","75.5","75.5","4667","75.5","75.5"
"1996","66 und älter","Ost","75.5","75.5","418","75.5","75.5"
"1996","66 und älter","West","75.5","75.5","1130","75.5","75.5"
"1997","16-34 J.","Ost","76.9","76.9","1164","76.9","76.9"
"1997","16-34 J.","West","76.5","76.5","3443","76.5","76.5"
"1997","35-65 J.","Ost","76.9","76.9","2034","76.9","76.9"
"1997","35-65 J.","West","76.5","76.5","4605","76.5","76.5"
"1997","66 und älter","Ost","76.9","76.9","436","76.9","76.9"
"1997","66 und älter","West","76.5","76.5","1146","76.5","76.5"
"1998","16-34 J.","Ost","78.7","78.7","1208","78.7","78.7"
"1998","16-34 J.","West","77.9","77.9","3653","77.9","77.9"
"1998","35-65 J.","Ost","78.7","78.7","2182","78.7","78.7"
