year,bula_h,rentown,hlc0083_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Schleswig-Holstein,Tenant,No,0.92583,158,158,0.88483,0.96682
2007,Hamburg,Tenant,No,0.98414,140,140,0.96337,1.00491
2007,Lower Saxony,Owner,No,0.99746,592,592,0.99341,1.00152
2007,Lower Saxony,Tenant,No,0.93557,388,388,0.91111,0.96003
2007,North Rhine-Westphalia,Owner,No,0.99617,1113,1113,0.99254,0.99980
2007,North Rhine-Westphalia,Tenant,Yes,0.04116,47,1226,0.03004,0.05229
2007,North Rhine-Westphalia,Tenant,No,0.95884,1179,1226,0.94771,0.96996
2007,Hesse,Tenant,No,0.95550,379,379,0.93472,0.97629
2007,"Rhineland-Palatinate, Saarland",Owner,No,0.99840,380,380,0.99438,1.00242
2007,"Rhineland-Palatinate, Saarland",Tenant,No,0.92901,265,265,0.89803,0.95999
2007,Baden-Wuerttemberg,Tenant,No,0.94793,590,590,0.92999,0.96587
2007,Bavaria,Owner,No,0.99599,923,923,0.99190,1.00007
2007,Bavaria,Tenant,No,0.96473,695,695,0.95101,0.97846
2007,Berlin,Tenant,No,0.95414,362,362,0.93256,0.97572
2007,Brandenburg,Owner,No,0.99671,191,191,0.98858,1.00485
2007,Brandenburg,Tenant,No,0.92473,272,272,0.89331,0.95614
2007,Mecklenburg-Western Pomerania,Owner,No,0.97107,124,124,0.94144,1.00069
2007,Mecklenburg-Western Pomerania,Tenant,No,0.90704,137,137,0.85824,0.95585
2007,Saxony,Owner,No,0.97749,323,323,0.96129,0.99369
2007,Saxony,Tenant,No,0.96385,489,489,0.94729,0.98041
2007,Saxony-Anhalt,Owner,No,0.99299,214,214,0.98179,1.00420
2007,Saxony-Anhalt,Tenant,No,0.89201,224,224,0.85127,0.93275
2007,Thuringa,Owner,No,0.98704,246,246,0.97288,1.00120
2007,Thuringa,Tenant,No,0.96226,229,229,0.93752,0.98699
2008,Schleswig-Holstein,Owner,No,0.99867,176,176,0.99327,1.00407
2008,Schleswig-Holstein,Tenant,No,0.96528,145,145,0.93538,0.99518
2008,Hamburg,Tenant,No,0.98232,136,136,0.96009,1.00455
2008,Lower Saxony,Owner,No,0.99298,581,581,0.98618,0.99977
2008,Lower Saxony,Tenant,No,0.96094,365,365,0.94103,0.98084
2008,North Rhine-Westphalia,Owner,No,0.99911,1053,1053,0.99731,1.00091
2008,North Rhine-Westphalia,Tenant,Yes,0.04752,51,1124,0.03508,0.05996
2008,North Rhine-Westphalia,Tenant,No,0.95248,1073,1124,0.94004,0.96492
2008,Hesse,Tenant,No,0.95304,342,342,0.93059,0.97550
2008,"Rhineland-Palatinate, Saarland",Tenant,No,0.95568,254,254,0.93032,0.98104
2008,Baden-Wuerttemberg,Tenant,No,0.95354,546,546,0.93586,0.97121
2008,Bavaria,Owner,No,0.99769,871,871,0.99449,1.00088
2008,Bavaria,Tenant,No,0.95982,639,639,0.94458,0.97506
2008,Berlin,Owner,No,0.98751,88,88,0.96417,1.01085
2008,Berlin,Tenant,No,0.96295,354,354,0.94325,0.98266
2008,Brandenburg,Owner,No,0.99811,193,193,0.99197,1.00425
2008,Brandenburg,Tenant,No,0.92698,256,256,0.89505,0.95891
2008,Mecklenburg-Western Pomerania,Owner,No,0.98280,125,125,0.95991,1.00568
2008,Mecklenburg-Western Pomerania,Tenant,No,0.92831,138,138,0.88511,0.97151
2008,Saxony,Tenant,No,0.96835,472,472,0.95254,0.98416
2008,Saxony-Anhalt,Owner,No,0.99794,204,204,0.99170,1.00418
2008,Saxony-Anhalt,Tenant,No,0.91513,214,214,0.87770,0.95256
2008,Thuringa,Owner,No,0.99684,236,236,0.98967,1.00402
2008,Thuringa,Tenant,No,0.91382,213,213,0.87604,0.95159
2009,Schleswig-Holstein,Owner,No,0.99630,165,165,0.98701,1.00559
2009,Schleswig-Holstein,Tenant,No,0.96186,131,131,0.92894,0.99479
2009,Hamburg,Tenant,No,0.97416,126,126,0.94635,1.00198
2009,Lower Saxony,Owner,No,0.99396,536,536,0.98740,1.00053
2009,Lower Saxony,Tenant,No,0.95539,359,359,0.93400,0.97677
2009,North Rhine-Westphalia,Owner,No,0.99942,982,982,0.99792,1.00093
2009,North Rhine-Westphalia,Tenant,Yes,0.04958,48,1046,0.03642,0.06274
2009,North Rhine-Westphalia,Tenant,No,0.95042,998,1046,0.93726,0.96358
2009,Hesse,Tenant,No,0.96647,332,332,0.94708,0.98587
2009,"Rhineland-Palatinate, Saarland",Tenant,No,0.94713,231,231,0.91820,0.97605
2009,Baden-Wuerttemberg,Tenant,No,0.96666,488,488,0.95071,0.98260
2009,Bavaria,Tenant,No,0.97446,623,623,0.96206,0.98686
2009,Berlin,Owner,No,0.98924,90,90,0.96780,1.01067
2009,Berlin,Tenant,No,0.96417,340,340,0.94439,0.98396
2009,Brandenburg,Tenant,No,0.89681,236,236,0.85791,0.93570
2009,Mecklenburg-Western Pomerania,Owner,No,0.95884,127,127,0.92415,0.99353
2009,Mecklenburg-Western Pomerania,Tenant,No,0.93143,132,132,0.88815,0.97471
2009,Saxony,Owner,No,0.99478,296,296,0.98655,1.00300
2009,Saxony,Tenant,No,0.96297,440,440,0.94531,0.98064
2009,Saxony-Anhalt,Owner,No,0.99133,202,202,0.97852,1.00415
2009,Saxony-Anhalt,Tenant,No,0.90183,198,198,0.86028,0.94338
2009,Thuringa,Owner,No,0.98922,227,227,0.97576,1.00268
2009,Thuringa,Tenant,No,0.94747,207,207,0.91700,0.97793
2010,Schleswig-Holstein,Owner,No,0.97852,207,207,0.95873,0.99832
2010,Schleswig-Holstein,Tenant,No,0.94108,214,214,0.90946,0.97270
2010,Hamburg,Owner,No,0.90912,58,58,0.83450,0.98374
2010,Hamburg,Tenant,No,0.95930,177,177,0.93010,0.98849
2010,Lower Saxony,Owner,No,0.96380,636,636,0.94927,0.97832
2010,Lower Saxony,Tenant,Yes,0.04351,55,590,0.02704,0.05999
2010,Lower Saxony,Tenant,No,0.92656,535,590,0.90549,0.94763
2010,Bremen,Owner,No,0.81142,36,36,0.68182,0.94101
2010,Bremen,Tenant,No,0.90505,56,56,0.82758,0.98253
2010,North Rhine-Westphalia,Owner,No,0.95890,1185,1185,0.94759,0.97021
2010,North Rhine-Westphalia,Tenant,Yes,0.05688,139,1548,0.04534,0.06842
2010,North Rhine-Westphalia,Tenant,No,0.91640,1409,1548,0.90261,0.93019
2010,Hesse,Owner,No,0.97550,417,417,0.96065,0.99036
2010,Hesse,Tenant,No,0.93572,492,492,0.91403,0.95742
2010,"Rhineland-Palatinate, Saarland",Owner,No,0.95691,423,423,0.93754,0.97629
2010,"Rhineland-Palatinate, Saarland",Tenant,No,0.91515,306,306,0.88387,0.94642
2010,Baden-Wuerttemberg,Owner,No,0.93127,818,818,0.91392,0.94862
2010,Baden-Wuerttemberg,Tenant,Yes,0.04100,49,754,0.02683,0.05516
2010,Baden-Wuerttemberg,Tenant,No,0.92237,705,754,0.90326,0.94148
2010,Bavaria,Owner,No,0.95720,1036,1036,0.94487,0.96953
2010,Bavaria,Tenant,Yes,0.02948,56,932,0.01862,0.04035
2010,Bavaria,Tenant,No,0.93512,876,932,0.91930,0.95095
2010,Berlin,Owner,No,0.97414,101,101,0.94303,1.00525
2010,Berlin,Tenant,No,0.91165,454,454,0.88551,0.93778
2010,Brandenburg,Owner,No,0.93075,220,220,0.89713,0.96438
2010,Brandenburg,Tenant,No,0.91860,307,307,0.88796,0.94924
2010,Mecklenburg-Western Pomerania,Owner,No,0.98427,131,131,0.96288,1.00566
2010,Mecklenburg-Western Pomerania,Tenant,Yes,0.12856,38,207,0.08285,0.17427
2010,Mecklenburg-Western Pomerania,Tenant,No,0.81246,169,207,0.75915,0.86576
2010,Saxony,Owner,No,0.92357,315,315,0.89418,0.95295
2010,Saxony,Tenant,Yes,0.03816,40,576,0.02250,0.05382
2010,Saxony,Tenant,No,0.91255,536,576,0.88946,0.93564
2010,Saxony-Anhalt,Owner,No,0.91648,231,231,0.88072,0.95223
2010,Saxony-Anhalt,Tenant,No,0.89047,254,254,0.85198,0.92895
2010,Thuringa,Owner,No,0.93456,237,237,0.90301,0.96611
2010,Thuringa,Tenant,No,0.90729,243,243,0.87074,0.94383
2011,Schleswig-Holstein,Owner,No,0.95148,269,269,0.92575,0.97720
2011,Schleswig-Holstein,Tenant,Yes,0.04733,38,320,0.02403,0.07064
2011,Schleswig-Holstein,Tenant,No,0.92467,282,320,0.89571,0.95363
2011,Hamburg,Owner,No,0.98603,64,64,0.95705,1.01501
2011,Hamburg,Tenant,No,0.94808,192,192,0.91661,0.97954
2011,Lower Saxony,Owner,No,0.97729,820,820,0.96708,0.98749
2011,Lower Saxony,Tenant,Yes,0.04250,62,651,0.02699,0.05801
2011,Lower Saxony,Tenant,No,0.91266,589,651,0.89095,0.93436
2011,Bremen,Tenant,No,0.90854,72,72,0.84149,0.97559
2011,North Rhine-Westphalia,Owner,No,0.98253,1423,1423,0.97572,0.98934
2011,North Rhine-Westphalia,Tenant,Yes,0.05533,153,1804,0.04477,0.06588
2011,North Rhine-Westphalia,Tenant,No,0.93127,1651,1804,0.91959,0.94295
2011,Hesse,Owner,No,0.93600,531,531,0.91517,0.95684
2011,Hesse,Tenant,No,0.94412,565,565,0.92516,0.96307
2011,"Rhineland-Palatinate, Saarland",Owner,No,0.94416,520,520,0.92441,0.96392
2011,"Rhineland-Palatinate, Saarland",Tenant,No,0.93021,374,374,0.90436,0.95607
2011,Baden-Wuerttemberg,Owner,No,0.96979,1051,1051,0.95944,0.98014
2011,Baden-Wuerttemberg,Tenant,Yes,0.03442,47,897,0.02248,0.04636
2011,Baden-Wuerttemberg,Tenant,No,0.94209,850,897,0.92680,0.95739
2011,Bavaria,Owner,No,0.95163,1312,1312,0.94001,0.96324
2011,Bavaria,Tenant,Yes,0.02721,69,1199,0.01799,0.03642
2011,Bavaria,Tenant,No,0.95648,1130,1199,0.94493,0.96803
2011,Berlin,Owner,No,0.95389,119,119,0.91605,0.99173
2011,Berlin,Tenant,No,0.92055,513,513,0.89713,0.94398
2011,Brandenburg,Owner,No,0.98101,280,280,0.96500,0.99703
2011,Brandenburg,Tenant,No,0.91941,358,358,0.89117,0.94764
2011,Mecklenburg-Western Pomerania,Owner,No,0.93882,139,139,0.89883,0.97880
2011,Mecklenburg-Western Pomerania,Tenant,Yes,0.15112,55,255,0.10707,0.19517
2011,Mecklenburg-Western Pomerania,Tenant,No,0.81818,200,255,0.77075,0.86562
2011,Saxony,Owner,No,0.95179,352,352,0.92938,0.97420
2011,Saxony,Tenant,Yes,0.03171,54,662,0.01835,0.04507
2011,Saxony,Tenant,No,0.91857,608,662,0.89772,0.93942
2011,Saxony-Anhalt,Owner,No,0.96335,263,263,0.94059,0.98610
2011,Saxony-Anhalt,Tenant,No,0.91266,341,341,0.88265,0.94267
2011,Thuringa,Owner,No,0.96210,275,275,0.93949,0.98471
2011,Thuringa,Tenant,Yes,0.07567,39,354,0.04808,0.10326
2011,Thuringa,Tenant,No,0.90616,315,354,0.87574,0.93658
2012,Schleswig-Holstein,Owner,No,0.95693,278,278,0.93303,0.98084
2012,Schleswig-Holstein,Tenant,No,0.91938,280,280,0.88744,0.95133
2012,Hamburg,Owner,No,0.98586,71,71,0.95819,1.01352
2012,Hamburg,Tenant,No,0.98974,192,192,0.97545,1.00403
2012,Lower Saxony,Owner,No,0.98936,800,800,0.98224,0.99647
2012,Lower Saxony,Tenant,Yes,0.03453,45,645,0.02043,0.04863
2012,Lower Saxony,Tenant,No,0.92238,600,645,0.90172,0.94305
2012,Bremen,Owner,No,0.92812,43,43,0.85000,1.00623
2012,Bremen,Tenant,No,0.93568,73,73,0.87901,0.99235
2012,North Rhine-Westphalia,Owner,No,0.96464,1399,1399,0.95495,0.97432
2012,North Rhine-Westphalia,Tenant,Yes,0.04183,118,1741,0.03242,0.05124
2012,North Rhine-Westphalia,Tenant,No,0.94445,1623,1741,0.93369,0.95522
2012,Hesse,Owner,No,0.97585,555,555,0.96307,0.98864
2012,Hesse,Tenant,No,0.94371,533,533,0.92412,0.96329
2012,"Rhineland-Palatinate, Saarland",Owner,No,0.97831,497,497,0.96548,0.99113
2012,"Rhineland-Palatinate, Saarland",Tenant,No,0.93783,389,389,0.91380,0.96186
2012,Baden-Wuerttemberg,Owner,No,0.96424,1025,1025,0.95286,0.97561
2012,Baden-Wuerttemberg,Tenant,No,0.95436,803,803,0.93991,0.96880
2012,Bavaria,Owner,No,0.98536,1304,1304,0.97884,0.99188
2012,Bavaria,Tenant,Yes,0.02078,46,1175,0.01262,0.02894
2012,Bavaria,Tenant,No,0.94907,1129,1175,0.93649,0.96164
2012,Berlin,Owner,No,0.97933,129,129,0.95468,1.00398
2012,Berlin,Tenant,No,0.92530,531,531,0.90291,0.94768
2012,Brandenburg,Owner,No,0.96594,284,284,0.94480,0.98707
2012,Brandenburg,Tenant,No,0.93065,345,345,0.90380,0.95749
2012,Mecklenburg-Western Pomerania,Owner,No,0.97104,124,124,0.94140,1.00068
2012,Mecklenburg-Western Pomerania,Tenant,Yes,0.10727,45,265,0.06994,0.14461
2012,Mecklenburg-Western Pomerania,Tenant,No,0.87189,220,265,0.83157,0.91220
2012,Saxony,Owner,No,0.94223,359,359,0.91806,0.96640
2012,Saxony,Tenant,Yes,0.03603,48,671,0.02192,0.05014
2012,Saxony,Tenant,No,0.89894,623,671,0.87611,0.92176
2012,Saxony-Anhalt,Owner,No,0.95057,248,248,0.92353,0.97760
2012,Saxony-Anhalt,Tenant,Yes,0.06451,31,357,0.03899,0.09002
2012,Saxony-Anhalt,Tenant,No,0.91763,326,357,0.88907,0.94619
2012,Thuringa,Owner,No,0.96336,264,264,0.94066,0.98607
2012,Thuringa,Tenant,No,0.93681,326,326,0.91036,0.96327
2013,Schleswig-Holstein,Owner,No,0.98256,274,274,0.96703,0.99809
2013,Schleswig-Holstein,Tenant,Yes,0.06263,44,369,0.03787,0.08738
2013,Schleswig-Holstein,Tenant,No,0.92282,325,369,0.89555,0.95008
2013,Hamburg,Owner,No,0.97741,74,74,0.94332,1.01150
2013,Hamburg,Tenant,No,0.97230,242,242,0.95159,0.99302
2013,Lower Saxony,Owner,No,0.98131,800,800,0.97192,0.99070
2013,Lower Saxony,Tenant,Yes,0.02652,50,796,0.01535,0.03769
2013,Lower Saxony,Tenant,No,0.94884,746,796,0.93352,0.96416
2013,Bremen,Tenant,No,0.89836,90,90,0.83558,0.96114
2013,North Rhine-Westphalia,Owner,No,0.97447,1468,1468,0.96640,0.98255
2013,North Rhine-Westphalia,Tenant,Yes,0.03283,124,2131,0.02526,0.04040
2013,North Rhine-Westphalia,Tenant,No,0.93961,2007,2131,0.92950,0.94973
2013,Hesse,Owner,No,0.97233,558,558,0.95871,0.98595
2013,Hesse,Tenant,Yes,0.03635,44,719,0.02266,0.05004
2013,Hesse,Tenant,No,0.92013,675,719,0.90030,0.93996
2013,"Rhineland-Palatinate, Saarland",Owner,No,0.97187,534,534,0.95784,0.98591
2013,"Rhineland-Palatinate, Saarland",Tenant,No,0.93705,455,455,0.91471,0.95939
2013,Baden-Wuerttemberg,Owner,No,0.96153,1061,1061,0.94995,0.97311
2013,Baden-Wuerttemberg,Tenant,Yes,0.03159,35,1031,0.02091,0.04227
2013,Baden-Wuerttemberg,Tenant,No,0.95995,996,1031,0.94797,0.97192
2013,Bavaria,Owner,No,0.97180,1308,1308,0.96283,0.98078
2013,Bavaria,Tenant,Yes,0.02478,47,1470,0.01683,0.03273
2013,Bavaria,Tenant,No,0.94889,1423,1470,0.93763,0.96015
2013,Berlin,Owner,No,0.96662,124,124,0.93487,0.99836
2013,Berlin,Tenant,No,0.93322,610,610,0.91339,0.95305
2013,Brandenburg,Owner,No,0.96414,263,263,0.94162,0.98665
2013,Brandenburg,Tenant,No,0.95195,369,369,0.93010,0.97380
2013,Mecklenburg-Western Pomerania,Owner,No,0.99398,121,121,0.98013,1.00782
2013,Mecklenburg-Western Pomerania,Tenant,No,0.90671,223,223,0.86845,0.94497
2013,Saxony,Owner,No,0.93509,341,341,0.90890,0.96128
2013,Saxony,Tenant,Yes,0.04320,39,670,0.02779,0.05861
2013,Saxony,Tenant,No,0.92753,631,670,0.90788,0.94717
2013,Saxony-Anhalt,Owner,No,0.97469,243,243,0.95490,0.99448
2013,Saxony-Anhalt,Tenant,Yes,0.05349,34,374,0.03065,0.07632
2013,Saxony-Anhalt,Tenant,No,0.90412,340,374,0.87424,0.93400
2013,Thuringa,Owner,No,0.96065,271,271,0.93746,0.98384
2013,Thuringa,Tenant,No,0.90847,290,290,0.87523,0.94172
2014,Schleswig-Holstein,Owner,No,0.97726,252,252,0.95882,0.99570
2014,Schleswig-Holstein,Tenant,Yes,0.06213,33,305,0.03500,0.08927
2014,Schleswig-Holstein,Tenant,No,0.92258,272,305,0.89254,0.95262
2014,Hamburg,Owner,No,0.98769,72,72,0.96204,1.01334
2014,Hamburg,Tenant,No,0.97627,191,191,0.95463,0.99792
2014,Lower Saxony,Owner,No,0.96555,748,748,0.95247,0.97863
2014,Lower Saxony,Tenant,No,0.94879,664,664,0.93201,0.96557
2014,Bremen,Tenant,No,0.92740,75,75,0.86828,0.98652
2014,North Rhine-Westphalia,Owner,No,0.97434,1345,1345,0.96588,0.98279
2014,North Rhine-Westphalia,Tenant,Yes,0.02548,81,1836,0.01827,0.03269
2014,North Rhine-Westphalia,Tenant,No,0.95413,1755,1836,0.94456,0.96370
2014,Hesse,Owner,No,0.99130,513,513,0.98325,0.99934
2014,Hesse,Tenant,No,0.95997,559,559,0.94370,0.97623
2014,"Rhineland-Palatinate, Saarland",Owner,No,0.98375,484,484,0.97247,0.99502
2014,"Rhineland-Palatinate, Saarland",Tenant,No,0.93425,411,411,0.91026,0.95824
2014,Baden-Wuerttemberg,Owner,No,0.97152,953,953,0.96095,0.98209
2014,Baden-Wuerttemberg,Tenant,No,0.93879,815,815,0.92232,0.95525
2014,Bavaria,Owner,No,0.96758,1227,1227,0.95767,0.97750
2014,Bavaria,Tenant,Yes,0.02588,37,1281,0.01718,0.03458
2014,Bavaria,Tenant,No,0.94636,1244,1281,0.93402,0.95870
2014,Berlin,Tenant,No,0.93518,523,523,0.91406,0.95630
2014,Brandenburg,Owner,No,0.97817,250,250,0.96002,0.99632
2014,Brandenburg,Tenant,No,0.90957,338,338,0.87894,0.94019
2014,Mecklenburg-Western Pomerania,Owner,No,0.96500,103,103,0.92934,1.00067
2014,Mecklenburg-Western Pomerania,Tenant,No,0.90106,218,218,0.86133,0.94078
2014,Saxony,Owner,No,0.95236,314,314,0.92876,0.97595
2014,Saxony,Tenant,No,0.94047,591,591,0.92138,0.95956
2014,Saxony-Anhalt,Owner,No,0.99771,235,235,0.99158,1.00383
2014,Saxony-Anhalt,Tenant,No,0.94392,328,328,0.91898,0.96885
2014,Thuringa,Owner,No,0.97083,262,262,0.95041,0.99125
2014,Thuringa,Tenant,No,0.94379,297,297,0.91755,0.97003
2015,Schleswig-Holstein,Owner,No,0.88227,229,229,0.84043,0.92410
2015,Schleswig-Holstein,Tenant,No,0.83637,259,259,0.79123,0.88151
2015,Hamburg,Owner,No,0.86686,68,68,0.78551,0.94821
2015,Hamburg,Tenant,No,0.85238,189,189,0.80167,0.90308
2015,Lower Saxony,Owner,No,0.85770,663,663,0.83108,0.88431
2015,Lower Saxony,Tenant,Yes,0.02068,38,690,0.01005,0.03130
2015,Lower Saxony,Tenant,No,0.84931,652,690,0.82260,0.87602
2015,Bremen,Owner,No,0.67483,32,32,0.50993,0.83973
2015,Bremen,Tenant,No,0.80174,65,65,0.70406,0.89942
2015,North Rhine-Westphalia,Owner,No,0.83680,1111,1111,0.81506,0.85854
2015,North Rhine-Westphalia,Tenant,Yes,0.02888,82,1744,0.02102,0.03675
2015,North Rhine-Westphalia,Tenant,No,0.80938,1662,1744,0.79094,0.82782
2015,Hesse,Owner,No,0.81087,406,406,0.77273,0.84901
2015,Hesse,Tenant,No,0.84131,588,588,0.81175,0.87087
2015,"Rhineland-Palatinate, Saarland",Owner,No,0.88215,422,422,0.85135,0.91295
2015,"Rhineland-Palatinate, Saarland",Tenant,No,0.84178,399,399,0.80593,0.87764
2015,Baden-Wuerttemberg,Owner,No,0.84699,824,824,0.82240,0.87159
2015,Baden-Wuerttemberg,Tenant,No,0.84890,820,820,0.82437,0.87342
2015,Bavaria,Owner,No,0.79194,1027,1027,0.76710,0.81678
2015,Bavaria,Tenant,Yes,0.01382,33,1267,0.00739,0.02025
2015,Bavaria,Tenant,No,0.82436,1234,1267,0.80340,0.84532
2015,Berlin,Owner,No,0.81906,95,95,0.74123,0.89688
2015,Berlin,Tenant,No,0.76702,458,458,0.72826,0.80578
2015,Brandenburg,Owner,No,0.83148,227,227,0.78267,0.88028
2015,Brandenburg,Tenant,No,0.77212,288,288,0.72358,0.82065
2015,Mecklenburg-Western Pomerania,Owner,No,0.63162,82,82,0.52658,0.73667
2015,Mecklenburg-Western Pomerania,Tenant,No,0.73258,186,186,0.66879,0.79636
2015,Saxony,Owner,No,0.78960,262,262,0.74015,0.83905
2015,Saxony,Tenant,No,0.82704,527,527,0.79471,0.85936
2015,Saxony-Anhalt,Owner,No,0.74381,172,172,0.67838,0.80924
2015,Saxony-Anhalt,Tenant,No,0.76345,273,273,0.71295,0.81396
2015,Thuringa,Owner,No,0.77601,203,203,0.71851,0.83350
2015,Thuringa,Tenant,No,0.83635,294,294,0.79399,0.87872
2016,Schleswig-Holstein,Owner,No,0.95167,228,228,0.92377,0.97957
2016,Schleswig-Holstein,Tenant,No,0.94635,250,250,0.91836,0.97434
2016,Hamburg,Owner,No,0.97655,72,72,0.94136,1.01175
2016,Hamburg,Tenant,No,0.98091,183,183,0.96103,1.00079
2016,Lower Saxony,Owner,No,0.97866,681,681,0.96780,0.98952
2016,Lower Saxony,Tenant,Yes,0.02609,33,649,0.01382,0.03836
2016,Lower Saxony,Tenant,No,0.95543,616,649,0.93954,0.97132
2016,Bremen,Owner,No,0.88356,34,34,0.77412,0.99300
2016,Bremen,Tenant,No,0.95256,67,67,0.90128,1.00385
2016,North Rhine-Westphalia,Owner,No,0.97737,1184,1184,0.96890,0.98585
2016,North Rhine-Westphalia,Tenant,Yes,0.01963,66,1676,0.01299,0.02628
2016,North Rhine-Westphalia,Tenant,No,0.96143,1610,1676,0.95221,0.97065
2016,Hesse,Owner,No,0.97733,418,418,0.96305,0.99162
2016,Hesse,Tenant,No,0.95688,527,527,0.93952,0.97424
2016,"Rhineland-Palatinate, Saarland",Owner,No,0.99443,437,437,0.98744,1.00141
2016,"Rhineland-Palatinate, Saarland",Tenant,No,0.93999,389,389,0.91636,0.96363
2016,Baden-Wuerttemberg,Owner,No,0.97830,843,843,0.96846,0.98814
2016,Baden-Wuerttemberg,Tenant,No,0.94515,744,744,0.92878,0.96152
2016,Bavaria,Owner,No,0.97642,1072,1072,0.96733,0.98551
2016,Bavaria,Tenant,Yes,0.01937,32,1190,0.01154,0.02720
2016,Bavaria,Tenant,No,0.96649,1158,1190,0.95627,0.97672
2016,Berlin,Owner,No,0.98134,108,108,0.95570,1.00698
2016,Berlin,Tenant,No,0.96524,487,487,0.94896,0.98153
2016,Brandenburg,Owner,No,0.98528,247,247,0.97023,1.00033
2016,Brandenburg,Tenant,No,0.93791,288,288,0.90999,0.96583
2016,Mecklenburg-Western Pomerania,Owner,No,0.94374,103,103,0.89903,0.98846
2016,Mecklenburg-Western Pomerania,Tenant,No,0.91751,201,201,0.87938,0.95564
2016,Saxony,Owner,No,0.94254,292,292,0.91581,0.96928
2016,Saxony,Tenant,No,0.94142,535,535,0.92151,0.96134
2016,Saxony-Anhalt,Owner,No,0.95364,208,208,0.92500,0.98228
2016,Saxony-Anhalt,Tenant,No,0.92779,286,286,0.89775,0.95784
2016,Thuringa,Owner,No,0.98141,235,235,0.96411,0.99872
2016,Thuringa,Tenant,No,0.95594,280,280,0.93185,0.98002
2017,Schleswig-Holstein,Owner,No,0.98703,277,277,0.97369,1.00038
2017,Schleswig-Holstein,Tenant,No,0.95962,377,377,0.93972,0.97952
2017,Hamburg,Owner,No,0.94217,80,80,0.89070,0.99364
2017,Hamburg,Tenant,No,0.98732,230,230,0.97283,1.00181
2017,Lower Saxony,Owner,No,0.97049,792,792,0.95870,0.98229
2017,Lower Saxony,Tenant,Yes,0.01958,51,931,0.01067,0.02848
2017,Lower Saxony,Tenant,No,0.96679,880,931,0.95527,0.97831
2017,Bremen,Tenant,No,0.95732,121,121,0.92116,0.99349
2017,North Rhine-Westphalia,Owner,No,0.98889,1383,1383,0.98336,0.99442
2017,North Rhine-Westphalia,Tenant,Yes,0.02899,145,2138,0.02187,0.03610
2017,North Rhine-Westphalia,Tenant,No,0.95823,1993,2138,0.94975,0.96671
2017,Hesse,Owner,No,0.95384,456,456,0.93456,0.97312
2017,Hesse,Tenant,Yes,0.02499,33,736,0.01371,0.03628
2017,Hesse,Tenant,No,0.96301,703,736,0.94937,0.97666
2017,"Rhineland-Palatinate, Saarland",Owner,No,0.98113,457,457,0.96864,0.99362
2017,"Rhineland-Palatinate, Saarland",Tenant,No,0.96750,527,527,0.95235,0.98265
2017,Baden-Wuerttemberg,Owner,No,0.97238,909,909,0.96172,0.98304
2017,Baden-Wuerttemberg,Tenant,Yes,0.03030,42,1019,0.01977,0.04083
2017,Baden-Wuerttemberg,Tenant,No,0.95693,977,1019,0.94446,0.96940
2017,Bavaria,Owner,No,0.98086,1173,1173,0.97301,0.98870
2017,Bavaria,Tenant,Yes,0.01712,62,1482,0.01051,0.02372
2017,Bavaria,Tenant,No,0.97130,1420,1482,0.96280,0.97980
2017,Berlin,Owner,No,0.97397,113,113,0.94448,1.00346
2017,Berlin,Tenant,No,0.93667,578,578,0.91680,0.95654
2017,Brandenburg,Owner,No,0.96072,270,270,0.93750,0.98393
2017,Brandenburg,Tenant,No,0.96407,400,400,0.94581,0.98233
2017,Mecklenburg-Western Pomerania,Owner,No,0.98641,122,122,0.96577,1.00704
2017,Mecklenburg-Western Pomerania,Tenant,No,0.93054,239,239,0.89824,0.96284
2017,Saxony,Owner,No,0.96813,349,349,0.94968,0.98659
2017,Saxony,Tenant,No,0.92306,668,668,0.90283,0.94328
2017,Saxony-Anhalt,Owner,No,0.98789,232,232,0.97378,1.00199
2017,Saxony-Anhalt,Tenant,No,0.90141,357,357,0.87044,0.93238
2017,Thuringa,Owner,No,0.98698,264,264,0.97328,1.00068
2017,Thuringa,Tenant,No,0.90326,336,336,0.87161,0.93492
2018,Schleswig-Holstein,Owner,No,0.98424,266,266,0.96924,0.99923
2018,Schleswig-Holstein,Tenant,Yes,0.03632,48,403,0.01803,0.05461
2018,Schleswig-Holstein,Tenant,No,0.93783,355,403,0.91422,0.96143
2018,Hamburg,Owner,No,0.96733,75,75,0.92682,1.00783
2018,Hamburg,Tenant,No,0.93301,268,268,0.90302,0.96300
2018,Lower Saxony,Owner,No,0.96658,746,746,0.95368,0.97949
2018,Lower Saxony,Tenant,Yes,0.03913,80,1026,0.02726,0.05100
2018,Lower Saxony,Tenant,No,0.95179,946,1026,0.93868,0.96491
2018,Bremen,Owner,No,0.99276,51,51,0.96926,1.01626
2018,Bremen,Tenant,Yes,0.02167,36,130,-0.00346,0.04680
2018,Bremen,Tenant,No,0.97824,94,130,0.95306,1.00342
2018,North Rhine-Westphalia,Owner,No,0.98644,1323,1323,0.98020,0.99267
2018,North Rhine-Westphalia,Tenant,Yes,0.02997,142,2411,0.02316,0.03677
2018,North Rhine-Westphalia,Tenant,No,0.96375,2269,2411,0.95629,0.97121
2018,Hesse,Owner,No,0.96595,439,439,0.94897,0.98293
2018,Hesse,Tenant,Yes,0.02363,62,777,0.01294,0.03431
