,Unnamed: 0,year,bula_h,quintil_oecd_hh,hlc0083_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
134,134,1997,Hesse,4th Quintile,No,1.0,83,5518,0.84223,1.14143
135,135,1997,Hesse,5th Quintile,No,1.0,94,5518,0.88412,1.11887
136,136,1997,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.0,53,5518,0.80046,1.21504
137,137,1997,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.0,65,5518,0.81718,1.17641
138,138,1997,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.0,72,5518,0.84812,1.13216
139,139,1997,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.0,72,5518,0.88987,1.1025
140,140,1997,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.0,58,5518,0.84908,1.17335
141,141,1997,Baden-Wuerttemberg,1st Quintile,No,1.0,128,5518,0.8181,1.1674
142,142,1997,Baden-Wuerttemberg,2nd Quintile,No,1.0,146,5518,0.84821,1.16738
143,143,1997,Baden-Wuerttemberg,3rd Quintile,No,1.0,165,5518,0.8416,1.14493
144,144,1997,Baden-Wuerttemberg,4th Quintile,No,1.0,179,5518,0.89563,1.11959
145,145,1997,Baden-Wuerttemberg,5th Quintile,No,1.0,135,5518,0.88001,1.11577
146,146,1997,Bavaria,1st Quintile,No,1.0,99,5518,0.84102,1.17448
147,147,1997,Bavaria,2nd Quintile,No,1.0,144,5518,0.86131,1.14616
148,148,1997,Bavaria,3rd Quintile,No,1.0,155,5518,0.89418,1.1484
149,149,1997,Bavaria,4th Quintile,No,1.0,166,5518,0.90903,1.11758
150,150,1997,Bavaria,5th Quintile,No,1.0,194,5518,0.91334,1.09027
151,151,1997,Berlin,1st Quintile,No,1.0,44,5518,0.77973,1.21546
152,152,1997,Berlin,2nd Quintile,No,1.0,40,5518,0.83306,1.16255
153,153,1997,Berlin,3rd Quintile,No,1.0,60,5518,0.79174,1.19408
154,154,1997,Berlin,4th Quintile,No,1.0,58,5518,0.8245,1.17981
155,155,1997,Berlin,5th Quintile,No,1.0,57,5518,0.85174,1.17269
156,156,1997,Brandenburg,1st Quintile,No,1.0,54,5518,0.85122,1.17033
157,157,1997,Brandenburg,2nd Quintile,No,1.0,81,5518,0.89876,1.10723
158,158,1997,Brandenburg,3rd Quintile,No,1.0,59,5518,0.88015,1.16766
159,159,1997,Brandenburg,4th Quintile,No,1.0,44,5518,0.81699,1.16676
160,160,1997,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,51,5518,0.87326,1.11962
161,161,1997,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,35,5518,0.82849,1.19396
162,162,1997,Mecklenburg-Western Pomerania,4th Quintile,No,1.0,32,5518,0.80604,1.23145
163,163,1997,Saxony,1st Quintile,No,1.0,100,5518,0.89048,1.13484
164,164,1997,Saxony,2nd Quintile,No,1.0,133,5518,0.89036,1.10204
165,165,1997,Saxony,3rd Quintile,No,1.0,116,5518,0.90628,1.10015
166,166,1997,Saxony,4th Quintile,No,1.0,74,5518,0.85411,1.14547
167,167,1997,Saxony,5th Quintile,No,1.0,36,5518,0.70448,1.331
168,168,1997,Saxony-Anhalt,1st Quintile,No,1.0,57,5518,0.86512,1.1935
169,169,1997,Saxony-Anhalt,2nd Quintile,No,1.0,83,5518,0.88524,1.10701
170,170,1997,Saxony-Anhalt,3rd Quintile,No,1.0,60,5518,0.82699,1.171
171,171,1997,Saxony-Anhalt,4th Quintile,No,1.0,61,5518,0.87161,1.19531
172,172,1997,Thuringa,1st Quintile,No,1.0,59,5518,0.8436,1.1495
173,173,1997,Thuringa,2nd Quintile,No,1.0,77,5518,0.85245,1.13873
174,174,1997,Thuringa,3rd Quintile,No,1.0,75,5518,0.87716,1.15547
175,175,1997,Thuringa,4th Quintile,No,1.0,53,5518,0.82987,1.21211
176,176,1998,Schleswig-Holstein,2nd Quintile,No,1.0,32,6548,0.81813,1.19445
177,177,1998,Schleswig-Holstein,3rd Quintile,No,1.0,32,6548,0.82709,1.23196
178,178,1998,Schleswig-Holstein,4th Quintile,No,1.0,36,6548,0.81367,1.17905
179,179,1998,Schleswig-Holstein,5th Quintile,No,1.0,47,6548,0.87416,1.15567
180,180,1998,Lower Saxony,1st Quintile,Yes,0.2931,34,6548,0.22874,0.36203
181,181,1998,Lower Saxony,1st Quintile,No,0.7069,79,6548,0.60613,0.81075
182,182,1998,Lower Saxony,2nd Quintile,No,1.0,109,6548,0.90201,1.12008
183,183,1998,Lower Saxony,3rd Quintile,No,1.0,112,6548,0.88231,1.13695
184,184,1998,Lower Saxony,4th Quintile,No,1.0,128,6548,0.89488,1.11048
185,185,1998,Lower Saxony,5th Quintile,No,1.0,121,6548,0.90558,1.09804
186,186,1998,North Rhine-Westphalia,1st Quintile,Yes,0.19093,54,6548,0.16003,0.22264
187,187,1998,North Rhine-Westphalia,1st Quintile,No,0.80907,259,6548,0.73402,0.87443
188,188,1998,North Rhine-Westphalia,2nd Quintile,No,1.0,256,6548,0.91426,1.09998
189,189,1998,North Rhine-Westphalia,3rd Quintile,No,1.0,255,6548,0.91156,1.0818
190,190,1998,North Rhine-Westphalia,4th Quintile,No,1.0,283,6548,0.92276,1.07317
191,191,1998,North Rhine-Westphalia,5th Quintile,No,1.0,310,6548,0.94345,1.06606
192,192,1998,Hesse,1st Quintile,No,1.0,79,6548,0.83421,1.16332
193,193,1998,Hesse,2nd Quintile,No,1.0,89,6548,0.8489,1.17038
194,194,1998,Hesse,3rd Quintile,No,1.0,82,6548,0.86307,1.16014
195,195,1998,Hesse,4th Quintile,No,1.0,101,6548,0.89234,1.12758
196,196,1998,Hesse,5th Quintile,No,1.0,99,6548,0.8912,1.11569
197,197,1998,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.0,60,6548,0.84257,1.16554
198,198,1998,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.0,90,6548,0.87614,1.14506
199,199,1998,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.0,82,6548,0.87814,1.14868
200,200,1998,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.0,85,6548,0.88818,1.12787
201,201,1998,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.0,66,6548,0.86645,1.17187
202,202,1998,Baden-Wuerttemberg,1st Quintile,Yes,0.19114,38,6548,0.13253,0.25012
203,203,1998,Baden-Wuerttemberg,1st Quintile,No,0.80886,139,6548,0.67083,0.94037
204,204,1998,Baden-Wuerttemberg,2nd Quintile,No,1.0,159,6548,0.87808,1.13803
205,205,1998,Baden-Wuerttemberg,3rd Quintile,No,1.0,180,6548,0.87062,1.12111
206,206,1998,Baden-Wuerttemberg,4th Quintile,No,1.0,191,6548,0.89479,1.10961
207,207,1998,Baden-Wuerttemberg,5th Quintile,No,1.0,169,6548,0.89496,1.11296
208,208,1998,Bavaria,1st Quintile,No,1.0,124,6548,0.88572,1.14876
209,209,1998,Bavaria,2nd Quintile,No,1.0,178,6548,0.89842,1.11478
210,210,1998,Bavaria,3rd Quintile,No,1.0,183,6548,0.89937,1.10622
211,211,1998,Bavaria,4th Quintile,No,1.0,208,6548,0.91391,1.09675
212,212,1998,Bavaria,5th Quintile,No,1.0,224,6548,0.92274,1.08908
213,213,1998,Berlin,1st Quintile,No,1.0,55,6548,0.82531,1.14591
214,214,1998,Berlin,2nd Quintile,No,1.0,59,6548,0.85123,1.19125
215,215,1998,Berlin,3rd Quintile,No,1.0,60,6548,0.80595,1.17276
216,216,1998,Berlin,4th Quintile,No,1.0,64,6548,0.88871,1.13502
217,217,1998,Berlin,5th Quintile,No,1.0,55,6548,0.87775,1.13982
218,218,1998,Brandenburg,1st Quintile,No,1.0,45,6548,0.83783,1.17713
219,219,1998,Brandenburg,2nd Quintile,No,1.0,71,6548,0.8766,1.14611
220,220,1998,Brandenburg,3rd Quintile,No,1.0,78,6548,0.88562,1.1062
221,221,1998,Brandenburg,4th Quintile,No,1.0,50,6548,0.84368,1.11797
222,222,1998,Brandenburg,5th Quintile,No,1.0,38,6548,0.82169,1.17309
223,223,1998,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,56,6548,0.86869,1.1496
224,224,1998,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,40,6548,0.87656,1.14128
225,225,1998,Saxony,1st Quintile,Yes,0.26125,32,6548,0.21456,0.3179
226,226,1998,Saxony,1st Quintile,No,0.73875,87,6548,0.64333,0.84163
227,227,1998,Saxony,2nd Quintile,No,1.0,150,6548,0.90696,1.08322
228,228,1998,Saxony,3rd Quintile,No,1.0,144,6548,0.89901,1.09189
229,229,1998,Saxony,4th Quintile,No,1.0,91,6548,0.86554,1.12695
230,230,1998,Saxony,5th Quintile,No,1.0,39,6548,0.76327,1.32111
231,231,1998,Saxony-Anhalt,1st Quintile,No,1.0,63,6548,0.87151,1.13737
232,232,1998,Saxony-Anhalt,2nd Quintile,No,1.0,79,6548,0.8806,1.15727
233,233,1998,Saxony-Anhalt,3rd Quintile,No,1.0,76,6548,0.88018,1.13351
234,234,1998,Saxony-Anhalt,4th Quintile,No,1.0,66,6548,0.85548,1.17034
235,235,1998,Thuringa,1st Quintile,No,1.0,54,6548,0.83742,1.20158
236,236,1998,Thuringa,2nd Quintile,No,1.0,81,6548,0.86721,1.15922
237,237,1998,Thuringa,3rd Quintile,No,1.0,80,6548,0.85764,1.16616
238,238,1998,Thuringa,4th Quintile,No,1.0,62,6548,0.86824,1.17685
239,239,1999,Schleswig-Holstein,2nd Quintile,No,1.0,35,6588,0.79601,1.18535
240,240,1999,Schleswig-Holstein,3rd Quintile,No,1.0,36,6588,0.84602,1.18357
241,241,1999,Schleswig-Holstein,4th Quintile,No,1.0,34,6588,0.77706,1.27557
242,242,1999,Schleswig-Holstein,5th Quintile,No,1.0,44,6588,0.84999,1.21546
243,243,1999,Lower Saxony,1st Quintile,Yes,0.2621,31,6588,0.18991,0.32626
244,244,1999,Lower Saxony,1st Quintile,No,0.7379,77,6588,0.64617,0.81193
245,245,1999,Lower Saxony,2nd Quintile,No,1.0,111,6588,0.88267,1.11924
246,246,1999,Lower Saxony,3rd Quintile,No,1.0,141,6588,0.89404,1.12567
247,247,1999,Lower Saxony,4th Quintile,No,1.0,120,6588,0.89107,1.1211
248,248,1999,Lower Saxony,5th Quintile,No,1.0,119,6588,0.91134,1.10555
249,249,1999,North Rhine-Westphalia,1st Quintile,Yes,0.12597,39,6588,0.10064,0.14731
250,250,1999,North Rhine-Westphalia,1st Quintile,No,0.87403,243,6588,0.78944,0.96008
251,251,1999,North Rhine-Westphalia,2nd Quintile,No,1.0,288,6588,0.91617,1.09089
252,252,1999,North Rhine-Westphalia,3rd Quintile,No,1.0,254,6588,0.89928,1.09939
253,253,1999,North Rhine-Westphalia,4th Quintile,No,1.0,279,6588,0.93562,1.08471
254,254,1999,North Rhine-Westphalia,5th Quintile,No,1.0,300,6588,0.93015,1.08079
255,255,1999,Hesse,1st Quintile,No,1.0,80,6588,0.8527,1.14511
256,256,1999,Hesse,2nd Quintile,No,1.0,92,6588,0.83547,1.129
257,257,1999,Hesse,3rd Quintile,No,1.0,81,6588,0.81259,1.18034
258,258,1999,Hesse,4th Quintile,No,1.0,96,6588,0.86988,1.11995
259,259,1999,Hesse,5th Quintile,No,1.0,100,6588,0.89032,1.12609
260,260,1999,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.0,67,6588,0.84354,1.14507
261,261,1999,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.0,75,6588,0.88678,1.13549
262,262,1999,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.0,89,6588,0.85847,1.14915
263,263,1999,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.0,87,6588,0.89096,1.14355
264,264,1999,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.0,69,6588,0.84696,1.14188
265,265,1999,Baden-Wuerttemberg,1st Quintile,Yes,0.16704,31,6588,0.12414,0.22038
266,266,1999,Baden-Wuerttemberg,1st Quintile,No,0.83296,140,6588,0.70984,0.98663
267,267,1999,Baden-Wuerttemberg,2nd Quintile,No,1.0,167,6588,0.88078,1.13336
268,268,1999,Baden-Wuerttemberg,3rd Quintile,No,1.0,195,6588,0.88611,1.12614
269,269,1999,Baden-Wuerttemberg,4th Quintile,No,1.0,172,6588,0.88141,1.09016
270,270,1999,Baden-Wuerttemberg,5th Quintile,No,1.0,159,6588,0.90802,1.10775
271,271,1999,Bavaria,1st Quintile,No,1.0,131,6588,0.88616,1.11713
272,272,1999,Bavaria,2nd Quintile,No,1.0,155,6588,0.87772,1.12805
273,273,1999,Bavaria,3rd Quintile,No,1.0,178,6588,0.88567,1.09864
274,274,1999,Bavaria,4th Quintile,No,1.0,231,6588,0.92024,1.0906
275,275,1999,Bavaria,5th Quintile,No,1.0,215,6588,0.91021,1.09076
276,276,1999,Berlin,1st Quintile,No,1.0,61,6588,0.86693,1.13495
277,277,1999,Berlin,2nd Quintile,No,1.0,46,6588,0.85116,1.19464
278,278,1999,Berlin,3rd Quintile,No,1.0,70,6588,0.87892,1.15744
279,279,1999,Berlin,4th Quintile,No,1.0,63,6588,0.87615,1.13512
280,280,1999,Berlin,5th Quintile,No,1.0,57,6588,0.83184,1.19784
281,281,1999,Brandenburg,1st Quintile,No,1.0,43,6588,0.8137,1.18565
282,282,1999,Brandenburg,2nd Quintile,No,1.0,86,6588,0.89691,1.11735
283,283,1999,Brandenburg,3rd Quintile,No,1.0,72,6588,0.85854,1.15815
284,284,1999,Brandenburg,4th Quintile,No,1.0,48,6588,0.85039,1.17882
285,285,1999,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,36,6588,0.83844,1.16677
286,286,1999,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,55,6588,0.85932,1.15309
287,287,1999,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,38,6588,0.83064,1.19595
288,288,1999,Saxony,1st Quintile,No,1.0,121,6588,0.90488,1.11131
289,289,1999,Saxony,2nd Quintile,No,1.0,171,6588,0.90638,1.09031
290,290,1999,Saxony,3rd Quintile,No,1.0,138,6588,0.9047,1.09674
291,291,1999,Saxony,4th Quintile,No,1.0,85,6588,0.86172,1.14556
292,292,1999,Saxony,5th Quintile,No,1.0,37,6588,0.74531,1.28092
293,293,1999,Saxony-Anhalt,1st Quintile,No,1.0,73,6588,0.88123,1.145
294,294,1999,Saxony-Anhalt,2nd Quintile,No,1.0,87,6588,0.87311,1.11451
295,295,1999,Saxony-Anhalt,3rd Quintile,No,1.0,89,6588,0.87526,1.14844
296,296,1999,Saxony-Anhalt,4th Quintile,No,1.0,54,6588,0.83353,1.16555
297,297,1999,Thuringa,1st Quintile,No,1.0,64,6588,0.85112,1.18122
298,298,1999,Thuringa,2nd Quintile,No,1.0,100,6588,0.88338,1.1222
299,299,1999,Thuringa,3rd Quintile,No,1.0,85,6588,0.86612,1.15462
300,300,1999,Thuringa,4th Quintile,No,1.0,48,6588,0.86028,1.16345
301,301,2000,Schleswig-Holstein,1st Quintile,No,1.0,53,12439,0.8663,1.11865
302,302,2000,Schleswig-Holstein,2nd Quintile,No,1.0,73,12439,0.8729,1.12903
303,303,2000,Schleswig-Holstein,3rd Quintile,No,1.0,85,12439,0.87486,1.13677
304,304,2000,Schleswig-Holstein,4th Quintile,No,1.0,76,12439,0.86956,1.16468
305,305,2000,Schleswig-Holstein,5th Quintile,No,1.0,98,12439,0.90083,1.09746
306,306,2000,Hamburg,2nd Quintile,No,1.0,37,12439,0.86911,1.17907
307,307,2000,Hamburg,3rd Quintile,No,1.0,36,12439,0.85823,1.18359
308,308,2000,Hamburg,5th Quintile,No,1.0,53,12439,0.89251,1.16506
