,Unnamed: 0,year,bula_h,quintil_oecd_hh,hlc0083_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,1995,Schleswig-Holstein,3rd Quintile,No,1.0,31,5669,0.83689,1.16048
1,1,1995,Lower Saxony,1st Quintile,Yes,0.38892,35,5669,0.28529,0.49666
2,2,1995,Lower Saxony,1st Quintile,No,0.61108,60,5669,0.49529,0.71007
3,3,1995,Lower Saxony,2nd Quintile,No,1.0,92,5669,0.86881,1.11786
4,4,1995,Lower Saxony,3rd Quintile,No,1.0,107,5669,0.88557,1.14251
5,5,1995,Lower Saxony,4th Quintile,No,1.0,105,5669,0.89015,1.14626
6,6,1995,Lower Saxony,5th Quintile,No,1.0,104,5669,0.88549,1.116
7,7,1995,North Rhine-Westphalia,1st Quintile,Yes,0.2182,59,5669,0.16814,0.26364
8,8,1995,North Rhine-Westphalia,1st Quintile,No,0.7818,194,5669,0.69143,0.87984
9,9,1995,North Rhine-Westphalia,2nd Quintile,No,1.0,230,5669,0.88757,1.10608
10,10,1995,North Rhine-Westphalia,3rd Quintile,No,1.0,245,5669,0.92121,1.09368
11,11,1995,North Rhine-Westphalia,4th Quintile,No,1.0,229,5669,0.92025,1.0789
12,12,1995,North Rhine-Westphalia,5th Quintile,No,1.0,253,5669,0.9139,1.07974
13,13,1995,Hesse,1st Quintile,No,1.0,72,5669,0.78961,1.245
14,14,1995,Hesse,2nd Quintile,No,1.0,84,5669,0.83476,1.22337
15,15,1995,Hesse,3rd Quintile,No,1.0,90,5669,0.78974,1.17215
16,16,1995,Hesse,4th Quintile,No,1.0,85,5669,0.8766,1.13251
17,17,1995,Hesse,5th Quintile,No,1.0,101,5669,0.86671,1.13377
18,18,1995,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.0,62,5669,0.80699,1.21932
19,19,1995,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.0,58,5669,0.86404,1.16814
20,20,1995,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.0,66,5669,0.83426,1.15339
21,21,1995,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.0,75,5669,0.89602,1.10782
22,22,1995,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.0,52,5669,0.87907,1.13543
23,23,1995,Baden-Wuerttemberg,1st Quintile,Yes,0.2429,35,5669,0.16319,0.32573
24,24,1995,Baden-Wuerttemberg,1st Quintile,No,0.7571,108,5669,0.61263,0.90263
25,25,1995,Baden-Wuerttemberg,2nd Quintile,No,1.0,158,5669,0.85618,1.15458
26,26,1995,Baden-Wuerttemberg,3rd Quintile,No,1.0,178,5669,0.85231,1.12027
27,27,1995,Baden-Wuerttemberg,4th Quintile,No,1.0,164,5669,0.8777,1.13404
28,28,1995,Baden-Wuerttemberg,5th Quintile,No,1.0,166,5669,0.88556,1.12063
29,29,1995,Bavaria,1st Quintile,No,1.0,108,5669,0.8342,1.1474
30,30,1995,Bavaria,2nd Quintile,No,1.0,137,5669,0.88286,1.14563
31,31,1995,Bavaria,3rd Quintile,No,1.0,157,5669,0.8934,1.11687
32,32,1995,Bavaria,4th Quintile,No,1.0,187,5669,0.91623,1.0985
33,33,1995,Bavaria,5th Quintile,No,1.0,196,5669,0.91624,1.09128
34,34,1995,Berlin,1st Quintile,No,1.0,44,5669,0.81772,1.20239
35,35,1995,Berlin,2nd Quintile,No,1.0,57,5669,0.80193,1.19739
36,36,1995,Berlin,3rd Quintile,No,1.0,52,5669,0.85958,1.14258
37,37,1995,Berlin,4th Quintile,No,1.0,69,5669,0.85148,1.17274
38,38,1995,Berlin,5th Quintile,No,1.0,50,5669,0.85073,1.18088
39,39,1995,Brandenburg,1st Quintile,No,1.0,37,5669,0.81405,1.20221
40,40,1995,Brandenburg,2nd Quintile,No,1.0,82,5669,0.89238,1.11392
41,41,1995,Brandenburg,3rd Quintile,No,1.0,54,5669,0.85818,1.1358
42,42,1995,Brandenburg,4th Quintile,No,1.0,35,5669,0.86209,1.19096
43,43,1995,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,35,5669,0.82255,1.15761
44,44,1995,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,47,5669,0.85555,1.16574
45,45,1995,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,44,5669,0.83457,1.17278
46,46,1995,Saxony,1st Quintile,Yes,0.30481,42,5669,0.2565,0.36358
47,47,1995,Saxony,1st Quintile,No,0.69519,104,5669,0.61699,0.76663
48,48,1995,Saxony,2nd Quintile,No,1.0,148,5669,0.9126,1.10557
49,49,1995,Saxony,3rd Quintile,No,1.0,101,5669,0.8888,1.1039
50,50,1995,Saxony,4th Quintile,No,1.0,69,5669,0.87255,1.12757
51,51,1995,Saxony-Anhalt,1st Quintile,No,1.0,57,5669,0.82844,1.16764
52,52,1995,Saxony-Anhalt,2nd Quintile,No,1.0,82,5669,0.88609,1.12126
53,53,1995,Saxony-Anhalt,3rd Quintile,No,1.0,77,5669,0.85078,1.17642
54,54,1995,Saxony-Anhalt,4th Quintile,No,1.0,57,5669,0.83211,1.20245
55,55,1995,Thuringa,1st Quintile,No,1.0,52,5669,0.82479,1.17582
56,56,1995,Thuringa,2nd Quintile,No,1.0,79,5669,0.86535,1.14229
57,57,1995,Thuringa,3rd Quintile,No,1.0,67,5669,0.83784,1.16329
58,58,1995,Thuringa,4th Quintile,No,1.0,45,5669,0.84844,1.18636
59,59,1996,Schleswig-Holstein,2nd Quintile,No,1.0,31,5639,0.81653,1.19886
60,60,1996,Lower Saxony,1st Quintile,Yes,0.34496,32,5639,0.25434,0.43319
61,61,1996,Lower Saxony,1st Quintile,No,0.65504,55,5639,0.56663,0.76711
62,62,1996,Lower Saxony,2nd Quintile,No,1.0,89,5639,0.84851,1.16816
63,63,1996,Lower Saxony,3rd Quintile,No,1.0,118,5639,0.89592,1.10761
64,64,1996,Lower Saxony,4th Quintile,No,1.0,105,5639,0.90073,1.10811
65,65,1996,Lower Saxony,5th Quintile,No,1.0,94,5639,0.85917,1.12953
66,66,1996,North Rhine-Westphalia,1st Quintile,Yes,0.17351,51,5639,0.12556,0.20977
67,67,1996,North Rhine-Westphalia,1st Quintile,No,0.82649,218,5639,0.73446,0.9369
68,68,1996,North Rhine-Westphalia,2nd Quintile,No,1.0,245,5639,0.89983,1.09969
69,69,1996,North Rhine-Westphalia,3rd Quintile,No,1.0,217,5639,0.91231,1.09673
70,70,1996,North Rhine-Westphalia,4th Quintile,No,1.0,250,5639,0.9127,1.07733
71,71,1996,North Rhine-Westphalia,5th Quintile,No,1.0,237,5639,0.91397,1.0717
72,72,1996,Hesse,1st Quintile,No,1.0,77,5639,0.80047,1.25303
73,73,1996,Hesse,2nd Quintile,No,1.0,68,5639,0.78162,1.22577
74,74,1996,Hesse,3rd Quintile,No,1.0,80,5639,0.82186,1.1856
75,75,1996,Hesse,4th Quintile,No,1.0,85,5639,0.83817,1.16449
76,76,1996,Hesse,5th Quintile,No,1.0,95,5639,0.88826,1.13849
77,77,1996,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.0,51,5639,0.81906,1.20402
78,78,1996,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.0,53,5639,0.83377,1.19715
79,79,1996,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.0,70,5639,0.85487,1.14572
80,80,1996,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.0,76,5639,0.88254,1.12192
81,81,1996,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.0,57,5639,0.89166,1.15966
82,82,1996,Baden-Wuerttemberg,1st Quintile,No,1.0,107,5639,0.81071,1.20546
83,83,1996,Baden-Wuerttemberg,2nd Quintile,No,1.0,162,5639,0.83819,1.13619
84,84,1996,Baden-Wuerttemberg,3rd Quintile,No,1.0,154,5639,0.88477,1.17992
85,85,1996,Baden-Wuerttemberg,4th Quintile,No,1.0,183,5639,0.89631,1.10516
86,86,1996,Baden-Wuerttemberg,5th Quintile,No,1.0,152,5639,0.88368,1.12947
87,87,1996,Bavaria,1st Quintile,No,1.0,116,5639,0.88346,1.1648
88,88,1996,Bavaria,2nd Quintile,No,1.0,143,5639,0.88631,1.15571
89,89,1996,Bavaria,3rd Quintile,No,1.0,155,5639,0.86633,1.13747
90,90,1996,Bavaria,4th Quintile,No,1.0,169,5639,0.91055,1.12937
91,91,1996,Bavaria,5th Quintile,No,1.0,183,5639,0.91908,1.10239
92,92,1996,Berlin,1st Quintile,No,1.0,40,5639,0.8229,1.16586
93,93,1996,Berlin,2nd Quintile,No,1.0,50,5639,0.83862,1.18294
94,94,1996,Berlin,3rd Quintile,No,1.0,55,5639,0.84423,1.20116
95,95,1996,Berlin,4th Quintile,No,1.0,64,5639,0.86292,1.13595
96,96,1996,Berlin,5th Quintile,No,1.0,59,5639,0.88184,1.1382
97,97,1996,Brandenburg,1st Quintile,No,1.0,46,5639,0.85742,1.18607
98,98,1996,Brandenburg,2nd Quintile,No,1.0,81,5639,0.88964,1.1215
99,99,1996,Brandenburg,3rd Quintile,No,1.0,54,5639,0.86129,1.16714
100,100,1996,Brandenburg,4th Quintile,No,1.0,49,5639,0.82206,1.18257
101,101,1996,Brandenburg,5th Quintile,No,1.0,31,5639,0.81675,1.21019
102,102,1996,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,34,5639,0.8502,1.19434
103,103,1996,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,48,5639,0.86931,1.14736
104,104,1996,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,38,5639,0.84327,1.19397
105,105,1996,Saxony,1st Quintile,Yes,0.26324,32,5639,0.20561,0.32592
106,106,1996,Saxony,1st Quintile,No,0.73676,98,5639,0.66249,0.8206
107,107,1996,Saxony,2nd Quintile,No,1.0,134,5639,0.90522,1.09718
108,108,1996,Saxony,3rd Quintile,No,1.0,124,5639,0.90283,1.0971
109,109,1996,Saxony,4th Quintile,No,1.0,75,5639,0.88052,1.11592
110,110,1996,Saxony,5th Quintile,No,1.0,39,5639,0.76999,1.22374
111,111,1996,Saxony-Anhalt,1st Quintile,No,1.0,51,5639,0.85874,1.15913
112,112,1996,Saxony-Anhalt,2nd Quintile,No,1.0,81,5639,0.88248,1.14021
113,113,1996,Saxony-Anhalt,3rd Quintile,No,1.0,71,5639,0.86874,1.13126
114,114,1996,Saxony-Anhalt,4th Quintile,No,1.0,48,5639,0.85313,1.18588
115,115,1996,Thuringa,1st Quintile,No,1.0,52,5639,0.8323,1.17967
116,116,1996,Thuringa,2nd Quintile,No,1.0,88,5639,0.89464,1.12353
117,117,1996,Thuringa,3rd Quintile,No,1.0,81,5639,0.88047,1.14749
118,118,1996,Thuringa,4th Quintile,No,1.0,38,5639,0.82145,1.17289
119,119,1997,Schleswig-Holstein,4th Quintile,No,1.0,35,5518,0.80729,1.2428
120,120,1997,Lower Saxony,1st Quintile,No,1.0,64,5518,0.83602,1.17485
121,121,1997,Lower Saxony,2nd Quintile,No,1.0,81,5518,0.83486,1.15108
122,122,1997,Lower Saxony,3rd Quintile,No,1.0,102,5518,0.85687,1.15907
123,123,1997,Lower Saxony,4th Quintile,No,1.0,102,5518,0.86039,1.1492
124,124,1997,Lower Saxony,5th Quintile,No,1.0,102,5518,0.88745,1.1242
125,125,1997,North Rhine-Westphalia,1st Quintile,Yes,0.18998,58,5518,0.14846,0.23582
126,126,1997,North Rhine-Westphalia,1st Quintile,No,0.81002,184,5518,0.72271,0.91687
127,127,1997,North Rhine-Westphalia,2nd Quintile,No,1.0,253,5518,0.9087,1.09432
128,128,1997,North Rhine-Westphalia,3rd Quintile,No,1.0,220,5518,0.91466,1.11782
129,129,1997,North Rhine-Westphalia,4th Quintile,No,1.0,242,5518,0.91652,1.08729
130,130,1997,North Rhine-Westphalia,5th Quintile,No,1.0,247,5518,0.91651,1.09077
131,131,1997,Hesse,1st Quintile,No,1.0,66,5518,0.8066,1.25708
132,132,1997,Hesse,2nd Quintile,No,1.0,74,5518,0.80084,1.24423
133,133,1997,Hesse,3rd Quintile,No,1.0,81,5518,0.85936,1.17587
