year,bula_h,ple0011,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Lower Saxony,No,0.75336,2476,2697,0.73709,0.76963
2017,Bremen,No,0.73306,199,199,0.67144,0.79468
2017,North Rhine-Westphalia,Yes,0.08442,558,5524,0.07708,0.09175
2017,North Rhine-Westphalia,No,0.74854,4966,5524,0.73710,0.75999
2017,Hesse,Yes,0.07595,160,1789,0.06367,0.08823
2017,Hesse,No,0.75013,1629,1789,0.73006,0.77020
2017,"Rhineland-Palatinate, Saarland",Yes,0.07627,124,1524,0.06294,0.08960
2017,"Rhineland-Palatinate, Saarland",No,0.74993,1400,1524,0.72818,0.77168
2017,Baden-Wuerttemberg,Yes,0.08026,267,3018,0.07057,0.08996
2017,Baden-Wuerttemberg,No,0.74781,2751,3018,0.73231,0.76331
2017,Bavaria,Yes,0.08199,365,4211,0.07370,0.09027
2017,Bavaria,No,0.75672,3846,4211,0.74376,0.76969
2017,Berlin,Yes,0.09197,102,989,0.07395,0.10999
2017,Berlin,No,0.76612,887,989,0.73972,0.79251
2017,Brandenburg,Yes,0.06105,82,1033,0.04644,0.07565
2017,Brandenburg,No,0.76255,951,1033,0.73659,0.78851
2017,Mecklenburg-Western Pomerania,Yes,0.05641,43,573,0.03750,0.07531
2017,Mecklenburg-Western Pomerania,No,0.76951,530,573,0.73500,0.80403
2017,Saxony,Yes,0.07115,128,1653,0.05875,0.08354
2017,Saxony,No,0.77902,1525,1653,0.75902,0.79903
2017,Saxony-Anhalt,Yes,0.09198,79,923,0.07332,0.11063
2017,Saxony-Anhalt,No,0.74874,844,923,0.72074,0.77673
2017,Thuringa,Yes,0.07176,85,978,0.05557,0.08794
2017,Thuringa,No,0.78008,893,978,0.75411,0.80605
2019,Schleswig-Holstein,Yes,0.05798,75,956,0.04316,0.07281
2019,Schleswig-Holstein,No,0.74513,881,956,0.71749,0.77277
2019,Hamburg,Yes,0.06085,41,529,0.04046,0.08125
2019,Hamburg,No,0.75673,488,529,0.72013,0.79333
2019,Lower Saxony,Yes,0.08492,217,2493,0.07398,0.09587
2019,Lower Saxony,No,0.74652,2276,2493,0.72944,0.76360
2019,Bremen,No,0.74733,202,202,0.68726,0.80741
2019,North Rhine-Westphalia,Yes,0.08757,545,5406,0.08004,0.09511
2019,North Rhine-Westphalia,No,0.75165,4861,5406,0.74013,0.76316
2019,Hesse,Yes,0.09092,168,1711,0.07729,0.10455
2019,Hesse,No,0.73901,1543,1711,0.71820,0.75983
2019,"Rhineland-Palatinate, Saarland",Yes,0.07768,132,1466,0.06397,0.09139
2019,"Rhineland-Palatinate, Saarland",No,0.75751,1334,1466,0.73556,0.77945
2019,Baden-Wuerttemberg,Yes,0.08890,258,2799,0.07836,0.09945
2019,Baden-Wuerttemberg,No,0.72762,2541,2799,0.71112,0.74411
2019,Bavaria,Yes,0.07834,339,3951,0.06996,0.08672
2019,Bavaria,No,0.75005,3612,3951,0.73655,0.76356
2019,Berlin,Yes,0.08364,104,1027,0.06670,0.10058
2019,Berlin,No,0.76358,923,1027,0.73758,0.78958
2019,Brandenburg,Yes,0.07654,99,1111,0.06090,0.09218
2019,Brandenburg,No,0.73526,1012,1111,0.70931,0.76122
2019,Mecklenburg-Western Pomerania,Yes,0.07149,49,611,0.05104,0.09194
2019,Mecklenburg-Western Pomerania,No,0.75747,562,611,0.72346,0.79148
2019,Saxony,Yes,0.07302,121,1634,0.06040,0.08563
2019,Saxony,No,0.77935,1513,1634,0.75923,0.79946
2019,Saxony-Anhalt,Yes,0.07188,75,889,0.05489,0.08887
2019,Saxony-Anhalt,No,0.77243,814,889,0.74486,0.80001
2019,Thuringa,Yes,0.06813,74,923,0.05187,0.08439
2019,Thuringa,No,0.78225,849,923,0.75561,0.80889
2021,Schleswig-Holstein,Yes,0.08121,76,825,0.06256,0.09986
2021,Schleswig-Holstein,No,0.68227,749,825,0.65048,0.71406
2021,Hamburg,Yes,0.13697,49,450,0.10516,0.16877
2021,Hamburg,No,0.71753,401,450,0.67588,0.75917
2021,Lower Saxony,Yes,0.10440,199,1881,0.09058,0.11822
2021,Lower Saxony,No,0.71444,1682,1881,0.69402,0.73486
2021,Bremen,No,0.81045,135,135,0.74409,0.87681
2021,North Rhine-Westphalia,Yes,0.10110,431,4112,0.09188,0.11031
2021,North Rhine-Westphalia,No,0.72124,3681,4112,0.70753,0.73494
2021,Hesse,Yes,0.10093,145,1323,0.08470,0.11717
2021,Hesse,No,0.73526,1178,1323,0.71148,0.75905
2021,"Rhineland-Palatinate, Saarland",Yes,0.09929,110,996,0.08071,0.11787
2021,"Rhineland-Palatinate, Saarland",No,0.73679,886,996,0.70943,0.76415
2021,Baden-Wuerttemberg,Yes,0.11116,234,2167,0.09792,0.12440
2021,Baden-Wuerttemberg,No,0.70962,1933,2167,0.69050,0.72874
2021,Bavaria,Yes,0.08776,294,2851,0.07737,0.09815
2021,Bavaria,No,0.72934,2557,2851,0.71303,0.74566
2021,Berlin,Yes,0.08044,92,906,0.06272,0.09816
2021,Berlin,No,0.74095,814,906,0.71240,0.76949
2021,Brandenburg,Yes,0.09757,83,701,0.07559,0.11956
2021,Brandenburg,No,0.71574,618,701,0.68232,0.74915
2021,Mecklenburg-Western Pomerania,Yes,0.07774,33,407,0.05169,0.10378
2021,Mecklenburg-Western Pomerania,No,0.76920,374,407,0.72821,0.81019
2021,Saxony,Yes,0.06360,79,1160,0.04955,0.07765
2021,Saxony,No,0.77305,1081,1160,0.74894,0.79717
2021,Saxony-Anhalt,Yes,0.08304,52,599,0.06092,0.10516
2021,Saxony-Anhalt,No,0.75406,547,599,0.71954,0.78857
2021,Thuringa,Yes,0.07249,58,633,0.05227,0.09270
2021,Thuringa,No,0.74252,575,633,0.70843,0.77661
