year,age_gr,migback,ple0011,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,17-29 y.,No migration background,Yes,0.02245,52,2395,0.01651,0.02838
2011,17-29 y.,No migration background,No,0.82696,2343,2395,0.81180,0.84211
2011,17-29 y.,Direct migration background,No,0.74174,210,210,0.68240,0.80108
2011,17-29 y.,Indirect migration background,No,0.79379,374,374,0.75273,0.83485
2011,30-45 y.,No migration background,Yes,0.04923,238,3956,0.04249,0.05597
2011,30-45 y.,No migration background,No,0.75727,3718,3956,0.74391,0.77063
2011,30-45 y.,Direct migration background,Yes,0.03651,37,588,0.02134,0.05168
2011,30-45 y.,Direct migration background,No,0.65487,551,588,0.61641,0.69333
2011,30-45 y.,Indirect migration background,No,0.73406,285,285,0.68267,0.78545
2011,46-65 y.,No migration background,Yes,0.10440,721,6893,0.09718,0.11161
2011,46-65 y.,No migration background,No,0.85471,6172,6893,0.84639,0.86303
2011,46-65 y.,Direct migration background,Yes,0.12573,110,793,0.10264,0.14882
2011,46-65 y.,Direct migration background,No,0.82821,683,793,0.80194,0.85448
2011,46-65 y.,Indirect migration background,No,0.77669,73,73,0.68050,0.87289
2011,66 and older,No migration background,Yes,0.14034,585,4696,0.13040,0.15028
2011,66 and older,No migration background,No,0.85881,4111,4696,0.84885,0.86877
2011,66 and older,Direct migration background,Yes,0.15828,62,419,0.12329,0.19328
2011,66 and older,Direct migration background,No,0.84128,357,419,0.80624,0.87631
2013,17-29 y.,No migration background,Yes,0.02125,54,2048,0.01500,0.02750
2013,17-29 y.,No migration background,No,0.79930,1994,2048,0.78195,0.81665
2013,17-29 y.,Direct migration background,No,0.31524,171,171,0.24539,0.38508
2013,17-29 y.,Indirect migration background,No,0.39032,305,305,0.33548,0.44515
2013,30-45 y.,No migration background,Yes,0.04905,177,3304,0.04169,0.05642
2013,30-45 y.,No migration background,No,0.75271,3127,3304,0.73799,0.76742
2013,30-45 y.,Direct migration background,Yes,0.02809,35,490,0.01344,0.04273
2013,30-45 y.,Direct migration background,No,0.29571,455,490,0.25526,0.33616
2013,30-45 y.,Indirect migration background,No,0.46703,257,257,0.40592,0.52815
2013,46-65 y.,No migration background,Yes,0.11773,748,6533,0.10991,0.12555
2013,46-65 y.,No migration background,No,0.82899,5785,6533,0.81986,0.83812
2013,46-65 y.,Direct migration background,Yes,0.11047,107,685,0.08698,0.13397
2013,46-65 y.,Direct migration background,No,0.52225,578,685,0.48482,0.55968
2013,46-65 y.,Indirect migration background,No,0.68234,84,84,0.58218,0.78250
2013,66 and older,No migration background,Yes,0.12460,525,4551,0.11500,0.13419
2013,66 and older,No migration background,No,0.87357,4026,4551,0.86391,0.88323
2013,66 and older,Direct migration background,Yes,0.14724,48,382,0.11166,0.18282
2013,66 and older,Direct migration background,No,0.79244,334,382,0.75172,0.83317
2015,17-29 y.,No migration background,Yes,0.02900,91,2560,0.02250,0.03550
2015,17-29 y.,No migration background,No,0.89155,2469,2560,0.87951,0.90360
2015,17-29 y.,Direct migration background,No,0.65404,575,575,0.61512,0.69295
2015,17-29 y.,Indirect migration background,No,0.88049,746,746,0.85720,0.90378
2015,30-45 y.,No migration background,Yes,0.05989,291,4777,0.05316,0.06662
2015,30-45 y.,No migration background,No,0.93343,4486,4777,0.92636,0.94050
2015,30-45 y.,Direct migration background,Yes,0.04587,124,1969,0.03663,0.05512
2015,30-45 y.,Direct migration background,No,0.77531,1845,1969,0.75687,0.79375
2015,30-45 y.,Indirect migration background,Yes,0.06553,40,610,0.04588,0.08519
2015,30-45 y.,Indirect migration background,No,0.90382,570,610,0.88040,0.92724
2015,46-65 y.,No migration background,Yes,0.11555,827,7278,0.10820,0.12289
2015,46-65 y.,No migration background,No,0.88299,6451,7278,0.87561,0.89038
2015,46-65 y.,Direct migration background,Yes,0.14414,183,1425,0.12589,0.16238
2015,46-65 y.,Direct migration background,No,0.80535,1242,1425,0.78478,0.82591
2015,46-65 y.,Indirect migration background,No,0.89216,155,155,0.84317,0.94115
2015,66 and older,No migration background,Yes,0.12426,507,4448,0.11456,0.13395
2015,66 and older,No migration background,No,0.87534,3941,4448,0.86563,0.88505
2015,66 and older,Direct migration background,Yes,0.15108,59,431,0.11723,0.18493
2015,66 and older,Direct migration background,No,0.84130,372,431,0.80676,0.87583
2017,17-29 y.,No migration background,Yes,0.03462,116,2940,0.02801,0.04123
2017,17-29 y.,No migration background,No,0.89673,2824,2940,0.88573,0.90773
2017,17-29 y.,Direct migration background,No,0.77519,599,599,0.74173,0.80865
2017,17-29 y.,Indirect migration background,Yes,0.02818,31,804,0.01674,0.03963
2017,17-29 y.,Indirect migration background,No,0.89197,773,804,0.87050,0.91344
2017,30-45 y.,No migration background,Yes,0.05584,268,4563,0.04918,0.06250
2017,30-45 y.,No migration background,No,0.94416,4295,4563,0.93750,0.95082
2017,30-45 y.,Direct migration background,Yes,0.05961,117,2102,0.04948,0.06973
2017,30-45 y.,Direct migration background,No,0.89470,1985,2102,0.88158,0.90783
2017,30-45 y.,Indirect migration background,Yes,0.10834,53,592,0.08328,0.13340
2017,30-45 y.,Indirect migration background,No,0.89166,539,592,0.86660,0.91672
2017,46-65 y.,No migration background,Yes,0.12058,933,8152,0.11351,0.12765
2017,46-65 y.,No migration background,No,0.87942,7219,8152,0.87235,0.88649
2017,46-65 y.,Direct migration background,Yes,0.16371,241,1596,0.14555,0.18187
2017,46-65 y.,Direct migration background,No,0.82201,1355,1596,0.80324,0.84078
2017,46-65 y.,Indirect migration background,Yes,0.15218,35,225,0.10514,0.19922
2017,46-65 y.,Indirect migration background,No,0.84782,190,225,0.80078,0.89486
2017,66 and older,No migration background,Yes,0.11777,479,4503,0.10835,0.12719
2017,66 and older,No migration background,No,0.88223,4024,4503,0.87281,0.89165
2017,66 and older,Direct migration background,Yes,0.14875,66,440,0.11547,0.18204
2017,66 and older,Direct migration background,No,0.84799,374,440,0.81440,0.88157
2019,17-29 y.,No migration background,Yes,0.04362,118,2714,0.03593,0.05130
2019,17-29 y.,No migration background,No,0.87942,2596,2714,0.86717,0.89168
2019,17-29 y.,Direct migration background,No,0.75462,407,407,0.71276,0.79647
2019,17-29 y.,Indirect migration background,No,0.88887,682,682,0.86526,0.91248
2019,30-45 y.,No migration background,Yes,0.05610,258,4139,0.04909,0.06312
2019,30-45 y.,No migration background,No,0.94390,3881,4139,0.93688,0.95091
2019,30-45 y.,Direct migration background,Yes,0.06907,102,1597,0.05663,0.08151
2019,30-45 y.,Direct migration background,No,0.86938,1495,1597,0.85285,0.88591
2019,30-45 y.,Indirect migration background,Yes,0.07085,51,551,0.04941,0.09230
2019,30-45 y.,Indirect migration background,No,0.92915,500,551,0.90770,0.95059
2019,46-65 y.,No migration background,Yes,0.12275,924,8624,0.11582,0.12967
2019,46-65 y.,No migration background,No,0.87725,7700,8624,0.87033,0.88418
2019,46-65 y.,Direct migration background,Yes,0.14643,210,1507,0.12857,0.16429
2019,46-65 y.,Direct migration background,No,0.83660,1297,1507,0.81792,0.85527
2019,46-65 y.,Indirect migration background,Yes,0.14176,33,290,0.10155,0.18198
2019,46-65 y.,Indirect migration background,No,0.85824,257,290,0.81802,0.89845
2019,66 and older,No migration background,Yes,0.12266,514,4706,0.11328,0.13203
2019,66 and older,No migration background,No,0.87734,4192,4706,0.86797,0.88672
2019,66 and older,Direct migration background,Yes,0.15483,62,440,0.12099,0.18867
2019,66 and older,Direct migration background,No,0.84225,378,440,0.80815,0.87635
2021,17-29 y.,No migration background,Yes,0.04598,88,1760,0.03620,0.05577
2021,17-29 y.,No migration background,No,0.87389,1672,1760,0.85838,0.88940
2021,17-29 y.,Direct migration background,Yes,0.05735,46,1019,0.04307,0.07163
2021,17-29 y.,Direct migration background,No,0.85981,973,1019,0.83849,0.88114
2021,17-29 y.,Indirect migration background,No,0.81578,375,375,0.77649,0.85507
2021,30-45 y.,No migration background,Yes,0.06730,198,2590,0.05765,0.07695
2021,30-45 y.,No migration background,No,0.91792,2392,2590,0.90735,0.92850
2021,30-45 y.,Direct migration background,Yes,0.07929,141,2304,0.06826,0.09033
2021,30-45 y.,Direct migration background,No,0.89375,2163,2304,0.88116,0.90634
2021,30-45 y.,Indirect migration background,Yes,0.14096,42,312,0.10228,0.17963
2021,30-45 y.,Indirect migration background,No,0.85458,270,312,0.81540,0.89376
2021,46-65 y.,No migration background,Yes,0.14883,735,5550,0.13947,0.15820
2021,46-65 y.,No migration background,No,0.84179,4815,5550,0.83219,0.85139
2021,46-65 y.,Direct migration background,Yes,0.19624,205,1466,0.17590,0.21657
2021,46-65 y.,Direct migration background,No,0.79398,1261,1466,0.77326,0.81469
2021,46-65 y.,Indirect migration background,No,0.88203,178,178,0.83451,0.92955
2021,66 and older,No migration background,Yes,0.12735,388,3208,0.11581,0.13889
2021,66 and older,No migration background,No,0.86348,2820,3208,0.85160,0.87537
2021,66 and older,Direct migration background,Yes,0.16732,59,331,0.12704,0.20759
2021,66 and older,Direct migration background,No,0.83067,272,331,0.79021,0.87114
