year,quintil_oecd,ple0011,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,1st Quintile,Yes,0.09806,302,2462,0.08631,0.10981
2011,1st Quintile,No,0.57474,2160,2462,0.55521,0.59428
2011,2nd Quintile,Yes,0.07942,269,2762,0.06934,0.08951
2011,2nd Quintile,No,0.63842,2493,2762,0.62050,0.65634
2011,3rd Quintile,Yes,0.06844,263,3070,0.05951,0.07737
2011,3rd Quintile,No,0.71169,2807,3070,0.69567,0.72772
2011,4th Quintile,Yes,0.06785,260,3218,0.05916,0.07654
2011,4th Quintile,No,0.73653,2958,3218,0.72131,0.75175
2011,5th Quintile,Yes,0.06887,327,4150,0.06116,0.07657
2011,5th Quintile,No,0.78085,3823,4150,0.76826,0.79344
2013,1st Quintile,Yes,0.10385,390,3103,0.09312,0.11459
2013,1st Quintile,No,0.60544,2713,3103,0.58824,0.62264
2013,2nd Quintile,Yes,0.08116,318,3436,0.07202,0.09029
2013,2nd Quintile,No,0.66625,3118,3436,0.65048,0.68201
2013,3rd Quintile,Yes,0.08168,341,3592,0.07272,0.09064
2013,3rd Quintile,No,0.69780,3251,3592,0.68278,0.71282
2013,4th Quintile,Yes,0.07442,337,3938,0.06623,0.08262
2013,4th Quintile,No,0.74566,3601,3938,0.73206,0.75926
2013,5th Quintile,Yes,0.06322,360,4793,0.05633,0.07011
2013,5th Quintile,No,0.80150,4433,4793,0.79020,0.81279
2015,1st Quintile,Yes,0.10242,562,5007,0.09402,0.11082
2015,1st Quintile,No,0.69363,4445,5007,0.68086,0.70640
2015,2nd Quintile,Yes,0.09468,509,5281,0.08678,0.10257
2015,2nd Quintile,No,0.73224,4772,5281,0.72029,0.74418
2015,3rd Quintile,Yes,0.07667,422,4880,0.06920,0.08413
2015,3rd Quintile,No,0.76177,4458,4880,0.74982,0.77373
2015,4th Quintile,Yes,0.06603,336,4767,0.05898,0.07308
2015,4th Quintile,No,0.79680,4431,4767,0.78538,0.80823
2015,5th Quintile,Yes,0.05961,353,5101,0.05312,0.06611
2015,5th Quintile,No,0.83679,4748,5101,0.82665,0.84693
2017,1st Quintile,Yes,0.10643,559,4676,0.09759,0.11527
2017,1st Quintile,No,0.66143,4117,4676,0.64786,0.67499
2017,2nd Quintile,Yes,0.08925,455,4851,0.08122,0.09727
2017,2nd Quintile,No,0.74028,4396,4851,0.72794,0.75262
2017,3rd Quintile,Yes,0.07380,371,4415,0.06609,0.08152
2017,3rd Quintile,No,0.76312,4044,4415,0.75058,0.77566
2017,4th Quintile,Yes,0.07570,339,4340,0.06783,0.08357
2017,4th Quintile,No,0.80070,4001,4340,0.78882,0.81259
2017,5th Quintile,Yes,0.06291,331,4554,0.05586,0.06996
2017,5th Quintile,No,0.82966,4223,4554,0.81874,0.84058
2019,1st Quintile,Yes,0.10488,536,4398,0.09582,0.11394
2019,1st Quintile,No,0.65456,3862,4398,0.64051,0.66862
2019,2nd Quintile,Yes,0.08261,482,4763,0.07479,0.09043
2019,2nd Quintile,No,0.73494,4281,4763,0.72240,0.74747
2019,3rd Quintile,Yes,0.08313,385,4509,0.07507,0.09119
2019,3rd Quintile,No,0.75502,4124,4509,0.74247,0.76758
2019,4th Quintile,Yes,0.06692,315,4270,0.05942,0.07441
2019,4th Quintile,No,0.78982,3955,4270,0.77760,0.80205
2019,5th Quintile,Yes,0.07150,366,4786,0.06420,0.07880
2019,5th Quintile,No,0.82657,4420,4786,0.81584,0.83730
2021,1st Quintile,Yes,0.11452,518,4717,0.10543,0.12361
2021,1st Quintile,No,0.67400,4199,4717,0.66062,0.68738
2021,2nd Quintile,Yes,0.09604,390,3582,0.08639,0.10569
2021,2nd Quintile,No,0.70667,3192,3582,0.69176,0.72158
2021,3rd Quintile,Yes,0.09317,314,3034,0.08282,0.10351
2021,3rd Quintile,No,0.72164,2720,3034,0.70568,0.73759
2021,4th Quintile,Yes,0.09689,321,3246,0.08671,0.10707
2021,4th Quintile,No,0.75794,2925,3246,0.74321,0.77268
2021,5th Quintile,Yes,0.08373,388,4280,0.07543,0.09203
2021,5th Quintile,No,0.78478,3892,4280,0.77246,0.79709
