year,plb0240,quintil_oecd,sampreg,proportion,n,lower_confidence,upper_confidence
1987,I'm not sure yet,5th Quintile,West,0.00980392156862745,13496,0.0081416037824397,0.011466239354815201
1988,Full-time,1st Quintile,West,0.6087613293051359,12817,0.6003122906924836,0.6172103679177883
1988,Full-time,2nd Quintile,West,0.2688821752265861,12817,0.26120612917212477,0.2765582212810474
1988,Full-time,3rd Quintile,West,0.09063444108761329,12817,0.08566418506101355,0.09560469711421303
1988,Full-time,4th Quintile,West,0.0256797583081571,12817,0.02294128061422499,0.02841823600208921
1988,Full-time,5th Quintile,West,0.006042296072507553,12817,0.004700619513101951,0.0073839726319131545
1988,Part-time,1st Quintile,West,0.6329113924050633,12817,0.6245665183010718,0.6412562665090549
1988,Part-time,2nd Quintile,West,0.24050632911392406,12817,0.23310707038380635,0.24790558784404176
1988,Part-time,3rd Quintile,West,0.09282700421940929,12817,0.08780305659030903,0.09785095184850955
1988,Part-time,4th Quintile,West,0.029535864978902954,12817,0.0266047863347653,0.03246694362304061
1988,Part-time,5th Quintile,West,0.004219409282700422,12817,0.0030972085842400176,0.005341609981160825
1988,Either,1st Quintile,West,0.6811594202898551,12817,0.6730912685438333,0.6892275720358769
1988,Either,2nd Quintile,West,0.2318840579710145,12817,0.22457751883929936,0.23919059710272964
1988,Either,3rd Quintile,West,0.07246376811594203,12817,0.06797539680637324,0.07695213942551082
1988,Either,4th Quintile,West,0.014492753623188406,12817,0.012423716681718036,0.016561790564658774
1988,I'm not sure yet,1st Quintile,West,0.6666666666666666,12817,0.6585054177810623,0.674827915552271
1988,I'm not sure yet,2nd Quintile,West,0.24074074074074073,12817,0.233339019517651,0.24814246196383047
1988,I'm not sure yet,3rd Quintile,West,0.046296296296296294,12817,0.042658463464116614,0.049934129128475974
1988,I'm not sure yet,4th Quintile,West,0.046296296296296294,12817,0.042658463464116614,0.049934129128475974
1989,Full-time,1st Quintile,West,0.6079136690647482,12393,0.5993180006894753,0.6165093374400211
1989,Full-time,2nd Quintile,West,0.24280575539568344,12393,0.2352565544247045,0.2503549563666624
1989,Full-time,3rd Quintile,West,0.10251798561151079,12393,0.09717749992303314,0.10785847129998845
1989,Full-time,4th Quintile,West,0.02697841726618705,12393,0.024125840655104255,0.029830993877269844
1989,Full-time,5th Quintile,West,0.019784172661870502,12393,0.017332357938783002,0.022235987384958
1989,Part-time,1st Quintile,West,0.5573033707865168,12393,0.5485582303318843,0.5660485112411493
1989,Part-time,2nd Quintile,West,0.26741573033707866,12393,0.2596229915976721,0.2752084690764852
1989,Part-time,3rd Quintile,West,0.12134831460674157,12393,0.11559930420874841,0.12709732500473475
1989,Part-time,4th Quintile,West,0.04269662921348315,12393,0.03913712562129801,0.04625613280566829
1989,Part-time,5th Quintile,West,0.011235955056179775,12393,0.009380206309397817,0.013091703802961733
1989,Either,1st Quintile,West,0.6526315789473685,12393,0.6442486254712827,0.6610145324234542
1989,Either,2nd Quintile,West,0.24210526315789474,12393,0.2345634736429158,0.24964705267287368
1989,Either,3rd Quintile,West,0.08421052631578947,12393,0.07932120182618713,0.08909985080539182
1989,Either,4th Quintile,West,0.021052631578947368,12393,0.01852507600483993,0.023580187153054807
1989,I'm not sure yet,1st Quintile,West,0.6601941747572816,12393,0.6518550763215568,0.6685332731930064
1989,I'm not sure yet,2nd Quintile,West,0.24271844660194175,12393,0.2351701678926698,0.2502667253112137
1989,I'm not sure yet,3rd Quintile,West,0.04854368932038835,12393,0.044759885060414985,0.05232749358036171
1989,I'm not sure yet,4th Quintile,West,0.038834951456310676,12393,0.035433390838364415,0.04223651207425694
1989,I'm not sure yet,5th Quintile,West,0.009708737864077669,12393,0.007982380476139866,0.011435095252015472
1991,Full-time,1st Quintile,West,0.4860215053763441,17756,0.4786698740389578,0.4933731367137304
1991,Full-time,2nd Quintile,West,0.26021505376344084,17756,0.2537614476292609,0.2666686598976208
1991,Full-time,3rd Quintile,West,0.15913978494623657,17756,0.1537591343783878,0.16452043551408532
1991,Full-time,4th Quintile,West,0.07311827956989247,17756,0.06928907433564002,0.07694748480414493
1991,Full-time,5th Quintile,West,0.021505376344086023,17756,0.019371662138495623,0.023639090549676424
1991,Part-time,1st Quintile,West,0.4468599033816425,17756,0.43954705166255115,0.45417275510073385
1991,Part-time,2nd Quintile,West,0.3164251207729469,17756,0.3095842399006347,0.32326600164525904
1991,Part-time,3rd Quintile,West,0.1280193236714976,17756,0.1231048761957208,0.1329337711472744
1991,Part-time,4th Quintile,West,0.08695652173913043,17756,0.08281194378693925,0.09110109969132162
1991,Part-time,5th Quintile,West,0.021739130434782608,17756,0.01959410755767001,0.023884153311895206
1991,Either,1st Quintile,West,0.5392156862745098,17756,0.5318838357031274,0.5465475368458922
1991,Either,2nd Quintile,West,0.29411764705882354,17756,0.2874155578077803,0.3008197363098668
1991,Either,3rd Quintile,West,0.10784313725490197,17756,0.10328066359545093,0.112405610914353
1991,Either,4th Quintile,West,0.049019607843137254,17756,0.045843800118558986,0.05219541556771552
1991,Either,5th Quintile,West,0.00980392156862745,17756,0.00835466920178831,0.011253173935466591
1991,I'm not sure yet,1st Quintile,West,0.5308641975308642,17756,0.523523716674219,0.5382046783875094
1991,I'm not sure yet,2nd Quintile,West,0.20987654320987653,17756,0.20388673479003985,0.2158663516297132
1991,I'm not sure yet,3rd Quintile,West,0.16049382716049382,17756,0.15509468681351204,0.1658929675074756
1991,I'm not sure yet,5th Quintile,West,0.04938271604938271,17756,0.046195776376724285,0.05256965572204114
1991,I'm not sure yet,4th Quintile,West,0.04938271604938271,17756,0.046195776376724285,0.05256965572204114
1992,Full-time,1st Quintile,East,0.3090705487122061,17350,0.3021942933606641,0.31594680406374803
1992,Full-time,1st Quintile,West,0.24412094064949608,17350,0.23772896655604445,0.2505129147429477
1992,Full-time,2nd Quintile,West,0.1590145576707727,17350,0.15357305290842813,0.16445606243311725
1992,Full-time,2nd Quintile,East,0.09966405375139978,17350,0.09520669180980029,0.10412141569299926
1992,Full-time,3rd Quintile,West,0.0940649496080627,17350,0.08972116005247668,0.09840873916364873
1992,Full-time,4th Quintile,West,0.048152295632698766,17350,0.0449666419328363,0.05133794933256123
1992,Full-time,5th Quintile,West,0.0167973124300112,17350,0.014885048820844023,0.018709576039178374
1992,Full-time,3rd Quintile,East,0.014557670772676373,17350,0.012775423802299443,0.016339917743053302
1992,Full-time,4th Quintile,East,0.013437849944008958,17350,0.011724549804947483,0.015151150083070433
1992,Full-time,5th Quintile,East,0.0011198208286674132,17350,0.0006221555977363415,0.001617486059598485
1992,Part-time,1st Quintile,West,0.3112701252236136,17350,0.30438043789775765,0.3181598125494695
1992,Part-time,2nd Quintile,West,0.26118067978533094,17350,0.2546441690674436,0.2677171905032183
1992,Part-time,1st Quintile,East,0.15026833631484796,17350,0.1449511610992716,0.1555855115304243
1992,Part-time,3rd Quintile,West,0.14669051878354203,17350,0.14142597624018974,0.15195506132689432
1992,Part-time,4th Quintile,West,0.06082289803220036,17350,0.05726647319876467,0.06437932286563605
1992,Part-time,2nd Quintile,East,0.03398926654740608,17350,0.03129296659345727,0.0366855665013549
1992,Part-time,5th Quintile,West,0.026833631484794274,17350,0.02442904942111401,0.02923821354847454
1992,Part-time,3rd Quintile,East,0.008944543828264758,17350,0.007543555850729659,0.010345531805799857
1992,Either,1st Quintile,East,0.4716981132075472,17350,0.46426998343913345,0.4791262429759609
1992,Either,1st Quintile,West,0.18867924528301888,17350,0.18285734597360723,0.19450114459243054
1992,Either,2nd Quintile,West,0.1320754716981132,17350,0.12703746897342744,0.13711347442279898
1992,Either,2nd Quintile,East,0.09433962264150944,17350,0.08999015521178977,0.09868909007122911
1992,Either,3rd Quintile,West,0.05188679245283019,17350,0.04858640564765212,0.05518717925800826
1992,Either,4th Quintile,West,0.02830188679245283,17350,0.02583425869738246,0.030769514887523202
1992,Either,5th Quintile,West,0.018867924528301886,17350,0.016843357619929878,0.020892491436673894
1992,Either,4th Quintile,East,0.009433962264150943,17350,0.007995511119824248,0.010872413408477638
1992,Either,3rd Quintile,East,0.0047169811320754715,17350,0.0036974236912455253,0.005736538572905418
1992,I'm not sure yet,1st Quintile,West,0.3870967741935484,17350,0.37984887638391324,0.3943446720031835
1992,I'm not sure yet,2nd Quintile,West,0.2903225806451613,17350,0.28356832906454044,0.2970768322257822
1992,I'm not sure yet,1st Quintile,East,0.13709677419354838,17350,0.1319787657721105,0.14221478261498624
1992,I'm not sure yet,3rd Quintile,West,0.08064516129032258,17350,0.07659346324124358,0.08469685933940158
1992,I'm not sure yet,4th Quintile,West,0.03225806451612903,17350,0.029628975654071698,0.03488715337818636
1992,I'm not sure yet,5th Quintile,West,0.03225806451612903,17350,0.029628975654071698,0.03488715337818636
1992,I'm not sure yet,2nd Quintile,East,0.024193548387096774,17350,0.021907223418949386,0.02647987335524416
1992,I'm not sure yet,3rd Quintile,East,0.016129032258064516,17350,0.014254557658520621,0.01800350685760841
1993,Full-time,1st Quintile,East,0.23681257014590348,16993,0.23042053693716663,0.24320460335464034
1993,Full-time,1st Quintile,West,0.21997755331088664,16993,0.2137493357231081,0.22620577089866517
1993,Full-time,2nd Quintile,West,0.1739618406285073,16993,0.16826219184615587,0.17966148941085874
1993,Full-time,2nd Quintile,East,0.13580246913580246,16993,0.13065158968002305,0.14095334859158187
1993,Full-time,3rd Quintile,West,0.10662177328843996,16993,0.1019813064323696,0.1112622401445103
1993,Full-time,4th Quintile,West,0.04826038159371493,16993,0.04503801094904157,0.05148275223838829
1993,Full-time,3rd Quintile,East,0.038159371492704826,16993,0.0352788361504716,0.04103990683493805
1993,Full-time,5th Quintile,West,0.02244668911335578,16993,0.020219447081169527,0.02467393114554203
1993,Full-time,4th Quintile,East,0.016835016835016835,16993,0.014900640273752782,0.018769393396280885
1993,Full-time,5th Quintile,East,0.001122334455667789,16993,0.0006189053252664707,0.0016257635860691074
1993,Part-time,1st Quintile,West,0.3092979127134725,16993,0.30234839091566984,0.3162474345112752
1993,Part-time,2nd Quintile,West,0.2656546489563567,16993,0.25901370327833834,0.2722955946343751
1993,Part-time,3rd Quintile,West,0.14990512333965844,16993,0.14453773547314988,0.155272511206167
1993,Part-time,1st Quintile,East,0.127134724857685,16993,0.12212600496827121,0.1321434447470988
1993,Part-time,4th Quintile,West,0.07590132827324478,16993,0.07191929482481238,0.07988336172167718
1993,Part-time,5th Quintile,West,0.03225806451612903,16993,0.029601502393430214,0.03491462663882785
1993,Part-time,2nd Quintile,East,0.028462998102466792,16993,0.02596270433992673,0.030963291865006855
1993,Part-time,3rd Quintile,East,0.009487666034155597,16993,0.008030091804950297,0.010945240263360898
1993,Part-time,4th Quintile,East,0.0018975332068311196,16993,0.001243193463185986,0.0025518729504762534
1993,Either,1st Quintile,East,0.348,16993,0.34083799759536026,0.3551620024046397
1993,Either,1st Quintile,West,0.196,16993,0.19003133639444525,0.20196866360555477
1993,Either,2nd Quintile,East,0.14,16993,0.1347828384355457,0.14521716156445433
1993,Either,2nd Quintile,West,0.132,16993,0.1269105849369975,0.1370894150630025
1993,Either,3rd Quintile,West,0.056,16993,0.05254298667677857,0.05945701332322143
1993,Either,3rd Quintile,East,0.052,16993,0.04866168831086786,0.055338311689132134
1993,Either,4th Quintile,West,0.048,16993,0.04478589444404756,0.05121410555595244
1993,Either,5th Quintile,West,0.024,16993,0.021698814799317345,0.026301185200682656
1993,Either,4th Quintile,East,0.004,16993,0.0030509683254577795,0.00494903167454222
1993,I'm not sure yet,1st Quintile,West,0.43609022556390975,16993,0.4286340859721626,0.4435463651556569
1993,I'm not sure yet,2nd Quintile,West,0.18796992481203006,16993,0.1820956902558513,0.19384415936820884
1993,I'm not sure yet,1st Quintile,East,0.11278195488721804,16993,0.10802579950049457,0.11753811027394151
1993,I'm not sure yet,3rd Quintile,West,0.11278195488721804,16993,0.10802579950049457,0.11753811027394151
1993,I'm not sure yet,4th Quintile,West,0.08270676691729323,16993,0.07856538140770435,0.08684815242688211
1993,I'm not sure yet,5th Quintile,West,0.03759398496240601,16993,0.03473402871841005,0.04045394120640198
1993,I'm not sure yet,2nd Quintile,East,0.022556390977443608,16993,0.020323838350035883,0.024788943604851333
1993,I'm not sure yet,4th Quintile,East,0.007518796992481203,16993,0.006219954862255546,0.008817639122706859
1994,Full-time,1st Quintile,West,0.22659574468085106,16642,0.22023537342727734,0.23295611593442478
1994,Full-time,1st Quintile,East,0.19893617021276597,16642,0.19287098942963685,0.2050013509958951
1994,Full-time,2nd Quintile,West,0.14468085106382977,16642,0.139336155932808,0.15002554619485156
1994,Full-time,3rd Quintile,West,0.12872340425531914,16642,0.12363525204085456,0.13381155646978374
1994,Full-time,2nd Quintile,East,0.09893617021276596,16642,0.094399798450979,0.10347254197455293
1994,Full-time,4th Quintile,West,0.08404255319148936,16642,0.07982713582587346,0.08825797055710526
1994,Full-time,3rd Quintile,East,0.06382978723404255,16642,0.06011578278040797,0.06754379168767713
1994,Full-time,5th Quintile,West,0.026595744680851064,16642,0.02415115479672877,0.029040334564973357
1994,Full-time,4th Quintile,East,0.023404255319148935,16642,0.021107270420696465,0.025701240217601406
1994,Full-time,5th Quintile,East,0.00425531914893617,16642,0.00326632578175271,0.005244312516119631
1994,Part-time,2nd Quintile,West,0.28545454545454546,16642,0.2785927664867076,0.2923163244223833
1994,Part-time,1st Quintile,West,0.2672727272727273,16642,0.2605491281249202,0.27399632642053434
1994,Part-time,3rd Quintile,West,0.15272727272727274,16642,0.14726185672042813,0.15819268873411735
1994,Part-time,1st Quintile,East,0.10181818181818182,16642,0.09722357755736163,0.10641278607900201
1994,Part-time,4th Quintile,West,0.09090909090909091,16642,0.08654131219619156,0.09527686962199026
1994,Part-time,2nd Quintile,East,0.05454545454545454,16642,0.05109518581502925,0.05799572327587984
1994,Part-time,5th Quintile,West,0.03090909090909091,16642,0.02827955752913403,0.03353862428904779
1994,Part-time,3rd Quintile,East,0.012727272727272728,16642,0.01102417504536085,0.014430370409184606
1994,Part-time,4th Quintile,East,0.0036363636363636364,16642,0.002721837966744616,0.0045508893059826565
1994,Either,1st Quintile,East,0.2625482625482625,16642,0.255862904243703,0.26923362085282204
1994,Either,1st Quintile,West,0.19305019305019305,16642,0.1870535017359945,0.1990468843643916
1994,Either,2nd Quintile,East,0.16602316602316602,16642,0.16036970175266127,0.17167663029367078
1994,Either,2nd Quintile,West,0.11196911196911197,16642,0.10717821903551306,0.11676000490271088
1994,Either,3rd Quintile,East,0.09266409266409266,16642,0.0882586140187495,0.09706957130943582
1994,Either,3rd Quintile,West,0.0694980694980695,16642,0.0656344146532398,0.0733617243428992
1994,Either,4th Quintile,West,0.0694980694980695,16642,0.0656344146532398,0.0733617243428992
1994,Either,5th Quintile,West,0.02702702702702703,16642,0.024563241845427568,0.02949081220862649
1994,Either,4th Quintile,East,0.003861003861003861,16642,0.002918759815919734,0.0048032479060879886
1994,Either,5th Quintile,East,0.003861003861003861,16642,0.002918759815919734,0.0048032479060879886
1994,I'm not sure yet,1st Quintile,West,0.2874251497005988,16642,0.28054922771135543,0.29430107168984215
1994,I'm not sure yet,2nd Quintile,West,0.20958083832335328,16642,0.20339700423271254,0.21576467241399402
1994,I'm not sure yet,3rd Quintile,West,0.17964071856287425,16642,0.17380817820819608,0.18547325891755242
1994,I'm not sure yet,1st Quintile,East,0.08982035928143713,16642,0.08547621476101568,0.09416450380185858
1994,I'm not sure yet,4th Quintile,West,0.07784431137724551,16642,0.07377361343222666,0.08191500932226436
1994,I'm not sure yet,2nd Quintile,East,0.059880239520958084,16642,0.056275393925166034,0.06348508511675013
1994,I'm not sure yet,5th Quintile,West,0.05389221556886228,16642,0.05046148478412493,0.05732294635359962
1994,I'm not sure yet,3rd Quintile,East,0.029940119760479042,16642,0.027350837768999787,0.032529401751958294
1994,I'm not sure yet,5th Quintile,East,0.005988023952095809,16642,0.004815853187342033,0.007160194716849585
1994,I'm not sure yet,4th Quintile,East,0.005988023952095809,16642,0.004815853187342033,0.007160194716849585
1995,Full-time,1st Quintile,West,0.29571577847439917,17246,0.2889045866941402,0.30252697025465813
1995,Full-time,2nd Quintile,West,0.15778474399164055,17246,0.1523440294888047,0.1632254584944764
1995,Full-time,1st Quintile,East,0.15047021943573669,17246,0.14513408869699088,0.1558063501744825
1995,Full-time,3rd Quintile,West,0.10553814002089865,17246,0.10095252583827964,0.11012375420351765
1995,Full-time,2nd Quintile,East,0.09299895506792058,17246,0.08866429735910134,0.09733361277673983
1995,Full-time,4th Quintile,West,0.07836990595611286,17246,0.07435879323339951,0.0823810186788262
1995,Full-time,3rd Quintile,East,0.055381400208986416,17246,0.05196772582891808,0.05879507458905475
1995,Full-time,4th Quintile,East,0.034482758620689655,17246,0.03175947484785262,0.03720604239352669
1995,Full-time,5th Quintile,West,0.027168234064785787,17246,0.024741839317274875,0.0295946288122967
1995,Full-time,5th Quintile,East,0.0020898641588296763,17246,0.0014082844913340677,0.002771443826325285
1995,Part-time,1st Quintile,West,0.30198019801980197,17246,0.29512791985117853,0.3088324761884254
1995,Part-time,2nd Quintile,West,0.2607260726072607,17246,0.25417357596931706,0.2672785692452044
1995,Part-time,3rd Quintile,West,0.1419141914191419,17246,0.1367059614318705,0.14712242140641332
1995,Part-time,4th Quintile,West,0.0924092409240924,17246,0.08808694383345292,0.09673153801473189
1995,Part-time,1st Quintile,East,0.07920792079207921,17246,0.07517725328383097,0.08323858830032745
1995,Part-time,2nd Quintile,East,0.052805280528052806,17246,0.0494674045834551,0.05614315647265051
1995,Part-time,5th Quintile,West,0.04455445544554455,17246,0.041475095756554115,0.04763381513453499
1995,Part-time,3rd Quintile,East,0.013201320132013201,17246,0.011497848750410187,0.014904791513616216
1995,Part-time,4th Quintile,East,0.00825082508250825,17246,0.006900738893821945,0.009600911271194555
1995,Part-time,5th Quintile,East,0.0049504950495049506,17246,0.003902984176102487,0.005998005922907414
1995,Either,1st Quintile,West,0.26158940397350994,17246,0.2550299012807154,0.2681489066663045
1995,Either,1st Quintile,East,0.17549668874172186,17246,0.16981937956437476,0.18117399791906896
1995,Either,2nd Quintile,East,0.1490066225165563,17246,0.1436919347390141,0.1543213102940985
1995,Either,2nd Quintile,West,0.1390728476821192,17246,0.1339084906785419,0.14423720468569648
1995,Either,3rd Quintile,West,0.11258278145695365,17246,0.1078652827146555,0.1173002801992518
1995,Either,4th Quintile,West,0.06622516556291391,17246,0.06251370808248972,0.0699366230433381
1995,Either,3rd Quintile,East,0.056291390728476824,17246,0.0528514431197227,0.059731338337230946
1995,Either,5th Quintile,West,0.023178807947019868,17246,0.02093303955276098,0.025424576341278756
1995,Either,4th Quintile,East,0.013245033112582781,17246,0.011538781537789962,0.014951284687375601
1995,Either,5th Quintile,East,0.0033112582781456954,17246,0.002453848987063519,0.004168667569227872
1995,I'm not sure yet,1st Quintile,West,0.3953488372093023,17246,0.3880516656035149,0.4026460088150897
1995,I'm not sure yet,2nd Quintile,West,0.18604651162790697,17246,0.18023856735634633,0.19185445589946762
1995,I'm not sure yet,1st Quintile,East,0.11627906976744186,17246,0.11149474970614667,0.12106338982873704
1995,I'm not sure yet,3rd Quintile,West,0.10077519379844961,17246,0.09628233426404591,0.10526805333285331
1995,I'm not sure yet,4th Quintile,West,0.08527131782945736,17246,0.08110301256943228,0.08943962308948245
1995,I'm not sure yet,2nd Quintile,East,0.046511627906976744,17246,0.0433685847011425,0.04965467111281099
1995,I'm not sure yet,5th Quintile,West,0.031007751937984496,17246,0.028420687939692088,0.0335948159362769
1995,I'm not sure yet,3rd Quintile,East,0.023255813953488372,17246,0.02100640680954286,0.025505221097433882
1995,I'm not sure yet,4th Quintile,East,0.007751937984496124,17246,0.006442975634539968,0.009060900334452279
1995,I'm not sure yet,5th Quintile,East,0.007751937984496124,17246,0.006442975634539968,0.009060900334452279
1996,Full-time,1st Quintile,West,0.24439701173959444,16862,0.23791072254521423,0.25088330093397465
1996,Full-time,2nd Quintile,West,0.17075773745997866,16862,0.16507794536795845,0.17643752955199887
1996,Full-time,1st Quintile,East,0.14514407684098185,16862,0.13982730957360695,0.15046084410835675
1996,Full-time,2nd Quintile,East,0.12273212379935966,16862,0.11777936969064448,0.12768487790807484
1996,Full-time,3rd Quintile,West,0.1152614727854856,16862,0.11044142791680255,0.12008151765416865
1996,Full-time,4th Quintile,West,0.06296691568836713,16862,0.059300554880864664,0.06663327649586959
