year,bula_h,sampreg,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Saxony,East,Full-time,0.60338,157,260,0.54380,0.66296
2002,Saxony,East,Part-time,0.15771,41,260,0.11332,0.20210
2002,Saxony,East,Either,0.20324,62,260,0.15423,0.25225
2002,Saxony-Anhalt,East,Full-time,0.64321,103,103,0.55024,0.73618
2002,Thuringa,East,Full-time,0.61083,110,143,0.53064,0.69103
2002,Thuringa,East,Either,0.18568,33,143,0.12172,0.24964
2003,Schleswig-Holstein,West,Full-time,0.32961,31,31,0.16139,0.49782
2003,Lower Saxony,West,Full-time,0.46367,104,193,0.39313,0.53420
2003,Lower Saxony,West,Part-time,0.36753,89,193,0.29933,0.43573
2003,North Rhine-Westphalia,West,Full-time,0.48217,268,588,0.44175,0.52260
2003,North Rhine-Westphalia,West,Part-time,0.31403,200,588,0.27648,0.35158
2003,North Rhine-Westphalia,West,Either,0.12668,71,588,0.09977,0.15359
2003,North Rhine-Westphalia,West,I'm not sure yet,0.07712,49,588,0.05553,0.09870
2003,Hesse,West,Full-time,0.43087,87,150,0.35136,0.51038
2003,Hesse,West,Part-time,0.35874,63,150,0.28172,0.43575
2003,"Rhineland-Palatinate, Saarland",West,Full-time,0.55725,92,161,0.48028,0.63421
2003,"Rhineland-Palatinate, Saarland",West,Part-time,0.27639,69,161,0.20709,0.34568
2003,Baden-Wuerttemberg,West,Full-time,0.39406,156,347,0.34257,0.44555
2003,Baden-Wuerttemberg,West,Part-time,0.40594,122,347,0.35420,0.45769
2003,Baden-Wuerttemberg,West,Either,0.09433,35,347,0.06353,0.12512
2003,Baden-Wuerttemberg,West,I'm not sure yet,0.10567,34,347,0.07328,0.13806
2003,Bavaria,West,Full-time,0.51768,182,381,0.46744,0.56793
2003,Bavaria,West,Part-time,0.29120,120,381,0.24552,0.33688
2003,Bavaria,West,Either,0.11485,40,381,0.08279,0.14691
2003,Bavaria,West,I'm not sure yet,0.07626,39,381,0.04957,0.10295
2003,Berlin,West,Full-time,0.46755,40,40,0.31096,0.62415
2003,Berlin,East,Full-time,0.63017,46,46,0.48911,0.77122
2003,Brandenburg,East,Full-time,0.58512,80,113,0.49387,0.67637
2003,Brandenburg,East,Either,0.18768,33,113,0.11536,0.25999
2003,Mecklenburg-Western Pomerania,East,Full-time,0.62939,61,61,0.50718,0.75160
2003,Saxony,East,Full-time,0.60628,177,271,0.54800,0.66456
2003,Saxony,East,Part-time,0.11820,35,271,0.07969,0.15671
2003,Saxony,East,Either,0.20983,59,271,0.16126,0.25839
2003,Saxony-Anhalt,East,Full-time,0.64272,115,151,0.56603,0.71940
2003,Saxony-Anhalt,East,Either,0.18848,36,151,0.12589,0.25107
2003,Thuringa,East,Full-time,0.57725,94,129,0.49167,0.66283
2003,Thuringa,East,Either,0.22855,35,129,0.15581,0.30129
2004,Schleswig-Holstein,West,Full-time,0.49402,51,51,0.35543,0.63260
2004,Lower Saxony,West,Full-time,0.42424,101,215,0.35802,0.49046
2004,Lower Saxony,West,Part-time,0.27280,75,215,0.21312,0.33248
2004,Lower Saxony,West,Either,0.21242,39,215,0.15762,0.26723
2004,North Rhine-Westphalia,West,Full-time,0.51246,300,615,0.47292,0.55200
2004,North Rhine-Westphalia,West,Part-time,0.27187,178,615,0.23668,0.30706
2004,North Rhine-Westphalia,West,Either,0.16138,89,615,0.13228,0.19048
2004,North Rhine-Westphalia,West,I'm not sure yet,0.05429,48,615,0.03637,0.07222
2004,Hesse,West,Full-time,0.46452,83,147,0.38362,0.54542
2004,Hesse,West,Part-time,0.36398,64,147,0.28593,0.44203
2004,"Rhineland-Palatinate, Saarland",West,Full-time,0.47351,81,149,0.39307,0.55396
2004,"Rhineland-Palatinate, Saarland",West,Part-time,0.33953,68,149,0.26324,0.41583
2004,Baden-Wuerttemberg,West,Full-time,0.41658,160,359,0.36551,0.46765
2004,Baden-Wuerttemberg,West,Part-time,0.38885,127,359,0.33835,0.43935
2004,Baden-Wuerttemberg,West,Either,0.12592,38,359,0.09156,0.16029
2004,Baden-Wuerttemberg,West,I'm not sure yet,0.06865,34,359,0.04245,0.09484
2004,Bavaria,West,Full-time,0.47601,185,403,0.42719,0.52483
2004,Bavaria,West,Part-time,0.30562,132,403,0.26058,0.35065
2004,Bavaria,West,Either,0.11933,47,403,0.08764,0.15102
2004,Bavaria,West,I'm not sure yet,0.09905,39,403,0.06985,0.12825
2004,Berlin,West,Full-time,0.48333,40,40,0.32649,0.64016
2004,Berlin,East,Full-time,0.59609,43,43,0.44769,0.74449
2004,Brandenburg,East,Full-time,0.58959,95,133,0.50567,0.67351
2004,Brandenburg,East,Either,0.21221,38,133,0.14246,0.28197
2004,Mecklenburg-Western Pomerania,East,Full-time,0.61595,48,48,0.47690,0.75501
2004,Saxony,East,Full-time,0.53043,151,246,0.46794,0.59292
2004,Saxony,East,Part-time,0.13581,38,246,0.09291,0.17871
2004,Saxony,East,Either,0.26529,57,246,0.21001,0.32058
2004,Saxony-Anhalt,East,Full-time,0.59338,112,144,0.51287,0.67389
2004,Saxony-Anhalt,East,Either,0.19147,32,144,0.12698,0.25596
2004,Thuringa,East,Full-time,0.56643,108,148,0.48631,0.64654
2004,Thuringa,East,Either,0.24787,40,148,0.17807,0.31767
2005,Schleswig-Holstein,West,Full-time,0.30775,32,32,0.14526,0.47023
2005,Lower Saxony,West,Full-time,0.46860,101,174,0.39424,0.54296
2005,Lower Saxony,West,Part-time,0.28530,73,174,0.21801,0.35259
2005,North Rhine-Westphalia,West,Full-time,0.48710,285,581,0.44642,0.52777
2005,North Rhine-Westphalia,West,Part-time,0.29040,168,581,0.25345,0.32734
2005,North Rhine-Westphalia,West,Either,0.18167,93,581,0.15029,0.21305
2005,North Rhine-Westphalia,West,I'm not sure yet,0.04083,35,581,0.02473,0.05694
2005,Hesse,West,Full-time,0.46190,69,123,0.37344,0.55037
2005,Hesse,West,Part-time,0.30221,54,123,0.22072,0.38369
2005,"Rhineland-Palatinate, Saarland",West,Full-time,0.46317,73,149,0.38283,0.54351
2005,"Rhineland-Palatinate, Saarland",West,Part-time,0.21055,44,149,0.14487,0.27624
2005,"Rhineland-Palatinate, Saarland",West,Either,0.23583,32,149,0.16744,0.30423
2005,Baden-Wuerttemberg,West,Full-time,0.41583,160,376,0.36595,0.46572
2005,Baden-Wuerttemberg,West,Part-time,0.34953,122,376,0.30127,0.39779
2005,Baden-Wuerttemberg,West,Either,0.14769,55,376,0.11178,0.18360
2005,Baden-Wuerttemberg,West,I'm not sure yet,0.08695,39,376,0.05843,0.11546
2005,Bavaria,West,Full-time,0.49044,174,373,0.43964,0.54124
2005,Bavaria,West,Part-time,0.27019,113,373,0.22506,0.31532
2005,Bavaria,West,Either,0.13129,41,373,0.09697,0.16560
2005,Bavaria,West,I'm not sure yet,0.10809,45,373,0.07653,0.13964
2005,Berlin,West,Full-time,0.53793,49,49,0.39688,0.67897
2005,Brandenburg,East,Full-time,0.56837,88,128,0.48222,0.65451
2005,Brandenburg,East,Either,0.23499,40,128,0.16125,0.30873
2005,Mecklenburg-Western Pomerania,East,Full-time,0.68424,56,56,0.56140,0.80709
2005,Saxony,East,Full-time,0.54753,157,268,0.48783,0.60724
2005,Saxony,East,Part-time,0.14552,48,268,0.10322,0.18782
2005,Saxony,East,Either,0.25717,63,268,0.20474,0.30960
2005,Saxony-Anhalt,East,Full-time,0.61104,103,138,0.52940,0.69267
2005,Saxony-Anhalt,East,Either,0.24186,35,138,0.17016,0.31357
2005,Thuringa,East,Full-time,0.58093,103,179,0.50844,0.65341
2005,Thuringa,East,Part-time,0.17060,32,179,0.11534,0.22586
2005,Thuringa,East,Either,0.22806,44,179,0.16642,0.28970
2006,Schleswig-Holstein,West,Part-time,0.47026,37,37,0.30722,0.63331
2006,Lower Saxony,West,Full-time,0.47677,110,213,0.40953,0.54400
2006,Lower Saxony,West,Part-time,0.38423,103,213,0.31875,0.44971
2006,North Rhine-Westphalia,West,Full-time,0.45983,261,599,0.41988,0.49977
2006,North Rhine-Westphalia,West,Part-time,0.30323,207,599,0.26638,0.34007
2006,North Rhine-Westphalia,West,Either,0.19343,100,599,0.16177,0.22509
2006,North Rhine-Westphalia,West,I'm not sure yet,0.04351,31,599,0.02716,0.05987
2006,Hesse,West,Full-time,0.33982,66,170,0.26841,0.41123
2006,Hesse,West,Part-time,0.38601,69,170,0.31261,0.45941
2006,Hesse,West,Either,0.21859,35,170,0.15628,0.28091
2006,"Rhineland-Palatinate, Saarland",West,Full-time,0.43646,68,120,0.34736,0.52557
2006,"Rhineland-Palatinate, Saarland",West,Part-time,0.30291,52,120,0.22034,0.38547
2006,Baden-Wuerttemberg,West,Full-time,0.40098,163,351,0.34963,0.45232
2006,Baden-Wuerttemberg,West,Part-time,0.38365,130,351,0.33271,0.43460
2006,Baden-Wuerttemberg,West,Either,0.16678,58,351,0.12773,0.20583
2006,Bavaria,West,Full-time,0.44466,168,366,0.39368,0.49564
2006,Bavaria,West,Part-time,0.36203,148,366,0.31272,0.41133
2006,Bavaria,West,Either,0.13848,50,366,0.10305,0.17392
2006,Berlin,West,Full-time,0.59571,45,45,0.45071,0.74072
2006,Brandenburg,East,Full-time,0.60591,89,89,0.50382,0.70801
2006,Mecklenburg-Western Pomerania,East,Full-time,0.63864,66,66,0.52185,0.75542
2006,Saxony,East,Full-time,0.52249,141,243,0.45956,0.58542
2006,Saxony,East,Part-time,0.15044,38,243,0.10539,0.19548
2006,Saxony,East,Either,0.29420,64,243,0.23679,0.35162
2006,Saxony-Anhalt,East,Full-time,0.55723,102,136,0.47344,0.64102
2006,Saxony-Anhalt,East,Part-time,0.23568,34,136,0.16408,0.30727
2006,Thuringa,East,Full-time,0.49198,69,114,0.39980,0.58416
2006,Thuringa,East,Either,0.30171,45,114,0.21708,0.38634
2007,Lower Saxony,West,Full-time,0.40678,81,160,0.33042,0.48314
2007,Lower Saxony,West,Part-time,0.36444,79,160,0.28963,0.43925
2007,North Rhine-Westphalia,West,Full-time,0.41737,216,520,0.37495,0.45980
2007,North Rhine-Westphalia,West,Part-time,0.33745,178,520,0.29677,0.37813
2007,North Rhine-Westphalia,West,Either,0.20170,91,520,0.16718,0.23623
2007,North Rhine-Westphalia,West,I'm not sure yet,0.04348,35,520,0.02593,0.06102
2007,Hesse,West,Full-time,0.44107,67,132,0.35604,0.52609
2007,Hesse,West,Part-time,0.36329,65,132,0.28093,0.44565
2007,"Rhineland-Palatinate, Saarland",West,Full-time,0.46292,67,110,0.36931,0.55653
2007,"Rhineland-Palatinate, Saarland",West,Part-time,0.28386,43,110,0.19922,0.36851
2007,Baden-Wuerttemberg,West,Full-time,0.36624,129,272,0.30888,0.42360
2007,Baden-Wuerttemberg,West,Part-time,0.32915,90,272,0.27320,0.38509
2007,Baden-Wuerttemberg,West,Either,0.23457,53,272,0.18412,0.28502
2007,Bavaria,West,Full-time,0.37953,122,291,0.32367,0.43538
2007,Bavaria,West,Part-time,0.37279,125,291,0.31714,0.42845
2007,Bavaria,West,Either,0.16854,44,291,0.12545,0.21162
2007,Brandenburg,East,Full-time,0.51061,65,110,0.41677,0.60446
2007,Brandenburg,East,Either,0.33790,45,110,0.24911,0.42670
2007,Mecklenburg-Western Pomerania,East,Full-time,0.43916,39,39,0.28136,0.59696
2007,Saxony,East,Full-time,0.53895,117,168,0.46335,0.61456
2007,Saxony,East,Either,0.26041,51,168,0.19385,0.32697
2007,Saxony-Anhalt,East,Full-time,0.56379,76,107,0.46939,0.65820
2007,Saxony-Anhalt,East,Either,0.20040,31,107,0.12420,0.27661
2007,Thuringa,East,Full-time,0.57862,72,112,0.48676,0.67048
2007,Thuringa,East,Either,0.25352,40,112,0.17259,0.33445
2008,Lower Saxony,West,Full-time,0.44153,80,153,0.36259,0.52048
2008,Lower Saxony,West,Part-time,0.34252,73,153,0.26708,0.41797
2008,North Rhine-Westphalia,West,Full-time,0.45839,197,451,0.41235,0.50443
2008,North Rhine-Westphalia,West,Part-time,0.31173,149,451,0.26893,0.35453
2008,North Rhine-Westphalia,West,Either,0.17701,68,451,0.14175,0.21228
2008,North Rhine-Westphalia,West,I'm not sure yet,0.05287,37,451,0.03219,0.07354
2008,Hesse,West,Full-time,0.35177,50,107,0.26086,0.44268
2008,Hesse,West,Part-time,0.37472,57,107,0.28257,0.46686
2008,"Rhineland-Palatinate, Saarland",West,Full-time,0.48977,63,103,0.39275,0.58678
2008,"Rhineland-Palatinate, Saarland",West,Part-time,0.23918,40,103,0.15639,0.32197
2008,Baden-Wuerttemberg,West,Full-time,0.42429,116,232,0.36056,0.48803
2008,Baden-Wuerttemberg,West,Part-time,0.29814,78,232,0.23915,0.35713
2008,Baden-Wuerttemberg,West,Either,0.18702,38,232,0.13674,0.23731
2008,Bavaria,West,Full-time,0.43858,112,248,0.37669,0.50046
2008,Bavaria,West,Part-time,0.38790,101,248,0.32713,0.44866
2008,Bavaria,West,Either,0.10093,35,248,0.06336,0.13849
2008,Brandenburg,East,Full-time,0.56427,72,107,0.46988,0.65867
2008,Brandenburg,East,Either,0.30018,35,107,0.21292,0.38743
2008,Mecklenburg-Western Pomerania,East,Full-time,0.50179,41,41,0.34684,0.65674
2008,Saxony,East,Full-time,0.46954,83,132,0.38407,0.55500
2008,Saxony,East,Either,0.32125,49,132,0.24129,0.40122
2008,Saxony-Anhalt,East,Full-time,0.64120,65,65,0.52368,0.75871
2008,Thuringa,East,Full-time,0.56092,70,106,0.46600,0.65585
2008,Thuringa,East,Either,0.24272,36,106,0.16071,0.32473
2009,Lower Saxony,West,Full-time,0.57623,84,132,0.49161,0.66085
2009,Lower Saxony,West,Part-time,0.25287,48,132,0.17844,0.32731
2009,North Rhine-Westphalia,West,Full-time,0.44561,186,416,0.39779,0.49343
2009,North Rhine-Westphalia,West,Part-time,0.24951,128,416,0.20788,0.29115
2009,North Rhine-Westphalia,West,Either,0.22625,69,416,0.18599,0.26650
2009,North Rhine-Westphalia,West,I'm not sure yet,0.07863,33,416,0.05274,0.10453
2009,Hesse,West,Full-time,0.39214,51,106,0.29875,0.48553
2009,Hesse,West,Part-time,0.39877,55,106,0.30512,0.49243
2009,"Rhineland-Palatinate, Saarland",West,Full-time,0.45854,59,99,0.35989,0.55720
2009,"Rhineland-Palatinate, Saarland",West,Part-time,0.27887,40,99,0.19008,0.36766
2009,Baden-Wuerttemberg,West,Full-time,0.41835,99,220,0.35302,0.48368
2009,Baden-Wuerttemberg,West,Part-time,0.33564,80,220,0.27310,0.39818
2009,Baden-Wuerttemberg,West,Either,0.17754,41,220,0.12693,0.22815
2009,Bavaria,West,Full-time,0.48224,115,230,0.41752,0.54696
2009,Bavaria,West,Part-time,0.34677,79,230,0.28512,0.40841
2009,Bavaria,West,Either,0.10483,36,230,0.06515,0.14451
2009,Brandenburg,East,Full-time,0.59336,60,60,0.46802,0.71870
2009,Mecklenburg-Western Pomerania,East,Full-time,0.53983,36,36,0.37471,0.70496
2009,Saxony,East,Full-time,0.46490,85,134,0.38013,0.54967
2009,Saxony,East,Either,0.35096,49,134,0.26985,0.43208
2009,Saxony-Anhalt,East,Full-time,0.55574,60,60,0.42895,0.68253
2009,Thuringa,East,Full-time,0.48819,63,63,0.36376,0.61262
2010,Schleswig-Holstein,West,Full-time,0.44833,44,129,0.36217,0.53449
2010,Schleswig-Holstein,West,Part-time,0.33931,85,129,0.25729,0.42134
2010,Hamburg,West,Part-time,0.28339,45,45,0.15023,0.41655
2010,Lower Saxony,West,Full-time,0.45936,132,353,0.40730,0.51142
2010,Lower Saxony,West,Part-time,0.31301,183,353,0.26457,0.36146
2010,Lower Saxony,West,Either,0.20177,38,353,0.15985,0.24370
2010,North Rhine-Westphalia,West,Full-time,0.51208,363,1004,0.48114,0.54301
2010,North Rhine-Westphalia,West,Part-time,0.26372,449,1004,0.23645,0.29099
2010,North Rhine-Westphalia,West,Either,0.17590,145,1004,0.15233,0.19946
2010,North Rhine-Westphalia,West,I'm not sure yet,0.04831,47,1004,0.03504,0.06158
2010,Hesse,West,Full-time,0.37287,92,301,0.31815,0.42759
2010,Hesse,West,Part-time,0.42697,172,301,0.37099,0.48294
2010,Hesse,West,Either,0.09979,37,301,0.06587,0.13371
2010,"Rhineland-Palatinate, Saarland",West,Full-time,0.52956,69,204,0.46089,0.59822
2010,"Rhineland-Palatinate, Saarland",West,Part-time,0.22723,95,204,0.16959,0.28488
2010,"Rhineland-Palatinate, Saarland",West,Either,0.20857,40,204,0.15268,0.26446
2010,Baden-Wuerttemberg,West,Full-time,0.45344,144,499,0.40972,0.49717
2010,Baden-Wuerttemberg,West,Part-time,0.32989,296,499,0.28859,0.37118
2010,Baden-Wuerttemberg,West,Either,0.11993,59,499,0.09139,0.14846
2010,Bavaria,West,Full-time,0.39331,170,565,0.35300,0.43363
2010,Bavaria,West,Part-time,0.32921,321,565,0.29043,0.36799
2010,Bavaria,West,Either,0.20287,74,565,0.16969,0.23606
2010,Berlin,West,Full-time,0.48162,48,100,0.38320,0.58005
2010,Berlin,West,Part-time,0.24863,52,100,0.16348,0.33377
2010,Berlin,East,Full-time,0.50835,35,35,0.34030,0.67639
2010,Brandenburg,East,Full-time,0.54599,87,171,0.47115,0.62083
2010,Brandenburg,East,Part-time,0.21270,48,171,0.15118,0.27421
2010,Brandenburg,East,Either,0.18699,36,171,0.12838,0.24561
2010,Mecklenburg-Western Pomerania,East,Full-time,0.58161,55,92,0.48025,0.68296
2010,Mecklenburg-Western Pomerania,East,Part-time,0.23350,37,92,0.14658,0.32043
2010,Saxony,East,Full-time,0.53644,159,306,0.48047,0.59240
2010,Saxony,East,Part-time,0.19391,97,306,0.14954,0.23829
2010,Saxony,East,Either,0.21539,50,306,0.16925,0.26152
2010,Saxony-Anhalt,East,Full-time,0.66676,88,161,0.59372,0.73980
2010,Saxony-Anhalt,East,Part-time,0.10519,37,161,0.05765,0.15273
2010,Saxony-Anhalt,East,Either,0.15191,36,161,0.09629,0.20753
2010,Thuringa,East,Full-time,0.67893,81,115,0.59322,0.76464
2010,Thuringa,East,Part-time,0.14938,34,115,0.08394,0.21481
2011,Schleswig-Holstein,West,Full-time,0.41987,65,157,0.34242,0.49731
2011,Schleswig-Holstein,West,Part-time,0.43023,92,157,0.35253,0.50792
2011,Lower Saxony,West,Full-time,0.50661,142,359,0.45482,0.55840
2011,Lower Saxony,West,Part-time,0.34379,182,359,0.29458,0.39299
2011,Lower Saxony,West,Either,0.12963,35,359,0.09484,0.16443
2011,North Rhine-Westphalia,West,Full-time,0.52195,370,924,0.48973,0.55418
2011,North Rhine-Westphalia,West,Part-time,0.26603,399,924,0.23752,0.29454
2011,North Rhine-Westphalia,West,Either,0.15301,118,924,0.12979,0.17624
2011,North Rhine-Westphalia,West,I'm not sure yet,0.05900,37,924,0.04380,0.07420
2011,Hesse,West,Full-time,0.45005,110,287,0.39239,0.50771
2011,Hesse,West,Part-time,0.32980,141,287,0.27531,0.38429
2011,Hesse,West,Either,0.14791,36,287,0.10676,0.18905
2011,"Rhineland-Palatinate, Saarland",West,Full-time,0.50765,77,199,0.43802,0.57729
2011,"Rhineland-Palatinate, Saarland",West,Part-time,0.32503,91,199,0.25979,0.39028
2011,"Rhineland-Palatinate, Saarland",West,Either,0.11423,31,199,0.06992,0.15854
2011,Baden-Wuerttemberg,West,Full-time,0.46668,182,496,0.42273,0.51063
2011,Baden-Wuerttemberg,West,Part-time,0.32863,240,496,0.28725,0.37001
2011,Baden-Wuerttemberg,West,Either,0.13316,74,496,0.10323,0.16309
2011,Bavaria,West,Full-time,0.38774,178,564,0.34749,0.42799
2011,Bavaria,West,Part-time,0.37952,276,564,0.33943,0.41960
2011,Bavaria,West,Either,0.15309,75,564,0.12334,0.18283
2011,Bavaria,West,I'm not sure yet,0.07966,35,564,0.05729,0.10203
2011,Berlin,West,Full-time,0.39147,38,82,0.28518,0.49776
2011,Berlin,West,Part-time,0.39610,44,82,0.28958,0.50261
2011,Berlin,East,Full-time,0.51720,38,38,0.35618,0.67821
2011,Brandenburg,East,Full-time,0.49096,80,171,0.41581,0.56611
2011,Brandenburg,East,Part-time,0.24689,54,171,0.18207,0.31171
2011,Brandenburg,East,Either,0.19902,37,171,0.13900,0.25903
2011,Mecklenburg-Western Pomerania,East,Full-time,0.58004,57,89,0.47692,0.68316
2011,Mecklenburg-Western Pomerania,East,Part-time,0.20194,32,89,0.11806,0.28582
2011,Saxony,East,Full-time,0.55535,145,296,0.49865,0.61206
2011,Saxony,East,Part-time,0.16677,89,296,0.12423,0.20931
2011,Saxony,East,Either,0.21979,62,296,0.17253,0.26704
2011,Saxony-Anhalt,East,Full-time,0.61643,90,171,0.54333,0.68952
2011,Saxony-Anhalt,East,Part-time,0.15989,49,171,0.10480,0.21499
2011,Saxony-Anhalt,East,Either,0.19674,32,171,0.13698,0.25650
2011,Thuringa,East,Full-time,0.67242,79,111,0.58471,0.76013
2011,Thuringa,East,Part-time,0.12269,32,111,0.06138,0.18400
2012,Schleswig-Holstein,West,Full-time,0.45932,71,139,0.37618,0.54247
2012,Schleswig-Holstein,West,Part-time,0.30891,68,139,0.23182,0.38600
2012,Lower Saxony,West,Full-time,0.48438,127,314,0.42901,0.53974
2012,Lower Saxony,West,Part-time,0.34288,154,314,0.29029,0.39546
2012,Lower Saxony,West,Either,0.11914,33,314,0.08325,0.15503
2012,North Rhine-Westphalia,West,Full-time,0.51182,361,857,0.47834,0.54531
2012,North Rhine-Westphalia,West,Part-time,0.30158,362,857,0.27084,0.33233
2012,North Rhine-Westphalia,West,Either,0.12573,85,857,0.10352,0.14794
2012,North Rhine-Westphalia,West,I'm not sure yet,0.06087,49,857,0.04485,0.07688
2012,Hesse,West,Full-time,0.31642,85,272,0.26105,0.37179
2012,Hesse,West,Part-time,0.44014,150,272,0.38104,0.49924
2012,Hesse,West,Either,0.15353,37,272,0.11061,0.19645
2012,"Rhineland-Palatinate, Saarland",West,Full-time,0.39148,67,194,0.32262,0.46034
2012,"Rhineland-Palatinate, Saarland",West,Part-time,0.29438,91,194,0.23008,0.35868
2012,"Rhineland-Palatinate, Saarland",West,Either,0.22038,36,194,0.16190,0.27886
2012,Baden-Wuerttemberg,West,Full-time,0.44417,154,405,0.39572,0.49262
2012,Baden-Wuerttemberg,West,Part-time,0.39297,213,405,0.34534,0.44059
2012,Baden-Wuerttemberg,West,Either,0.10010,38,405,0.07083,0.12936
2012,Bavaria,West,Full-time,0.42218,175,517,0.37957,0.46480
2012,Bavaria,West,Part-time,0.32350,251,517,0.28314,0.36387
2012,Bavaria,West,Either,0.10935,47,517,0.08242,0.13628
2012,Bavaria,West,I'm not sure yet,0.14497,44,517,0.11459,0.17535
2012,Berlin,West,Full-time,0.41941,42,89,0.31631,0.52251
2012,Berlin,West,Part-time,0.36372,47,89,0.26321,0.46424
2012,Berlin,East,Full-time,0.54786,36,36,0.38297,0.71275
2012,Brandenburg,East,Full-time,0.55188,92,161,0.47482,0.62893
2012,Brandenburg,East,Part-time,0.13563,37,161,0.08257,0.18868
2012,Brandenburg,East,Either,0.26637,32,161,0.19787,0.33487
2012,Mecklenburg-Western Pomerania,East,Full-time,0.43477,44,76,0.32257,0.54696
2012,Mecklenburg-Western Pomerania,East,Part-time,0.16770,32,76,0.08314,0.25225
2012,Saxony,East,Full-time,0.49177,124,263,0.43123,0.55230
2012,Saxony,East,Part-time,0.18871,78,263,0.14133,0.23609
2012,Saxony,East,Either,0.24814,61,263,0.19584,0.30044
2012,Saxony-Anhalt,East,Full-time,0.65316,93,162,0.57964,0.72668
2012,Saxony-Anhalt,East,Part-time,0.14374,36,162,0.08955,0.19793
2012,Saxony-Anhalt,East,Either,0.16474,33,162,0.10744,0.22204
2012,Thuringa,East,Full-time,0.52070,75,118,0.43017,0.61122
2012,Thuringa,East,Part-time,0.20811,43,118,0.13455,0.28167
2013,Schleswig-Holstein,West,Full-time,0.45058,79,203,0.38196,0.51919
2013,Schleswig-Holstein,West,Part-time,0.30020,84,203,0.23699,0.36341
2013,Schleswig-Holstein,West,Either,0.17728,40,203,0.12461,0.22995
2013,Lower Saxony,West,Full-time,0.50620,199,424,0.45855,0.55384
2013,Lower Saxony,West,Part-time,0.30658,170,424,0.26264,0.35052
2013,Lower Saxony,West,Either,0.12628,55,424,0.09463,0.15794
2013,Bremen,West,Full-time,0.47103,32,32,0.29531,0.64675
2013,North Rhine-Westphalia,West,Full-time,0.49902,511,1131,0.46986,0.52817
2013,North Rhine-Westphalia,West,Part-time,0.28515,431,1131,0.25883,0.31147
2013,North Rhine-Westphalia,West,Either,0.12715,124,1131,0.10772,0.14657
2013,North Rhine-Westphalia,West,I'm not sure yet,0.08869,65,1131,0.07211,0.10526
2013,Hesse,West,Full-time,0.35798,128,330,0.30618,0.40979
2013,Hesse,West,Part-time,0.37821,155,330,0.32581,0.43062
2013,Hesse,West,Either,0.16100,47,330,0.12129,0.20072
2013,"Rhineland-Palatinate, Saarland",West,Full-time,0.39624,85,221,0.33161,0.46087
2013,"Rhineland-Palatinate, Saarland",West,Part-time,0.28938,95,221,0.22946,0.34930
2013,"Rhineland-Palatinate, Saarland",West,Either,0.24346,41,221,0.18675,0.30018
2013,Baden-Wuerttemberg,West,Full-time,0.50687,220,541,0.46471,0.54904
2013,Baden-Wuerttemberg,West,Part-time,0.34889,264,541,0.30869,0.38909
2013,Baden-Wuerttemberg,West,Either,0.09723,57,541,0.07224,0.12222
2013,Bavaria,West,Full-time,0.45312,263,651,0.41485,0.49139
2013,Bavaria,West,Part-time,0.36515,271,651,0.32813,0.40216
2013,Bavaria,West,Either,0.09910,66,651,0.07613,0.12207
2013,Bavaria,West,I'm not sure yet,0.08263,51,651,0.06147,0.10380
2013,Berlin,West,Full-time,0.34874,63,126,0.26520,0.43229
2013,Berlin,West,Part-time,0.43303,63,126,0.34616,0.51989
2013,Berlin,East,Full-time,0.62360,33,33,0.45574,0.79147
2013,Brandenburg,East,Full-time,0.43976,77,164,0.36356,0.51596
2013,Brandenburg,East,Part-time,0.22939,45,164,0.16484,0.29393
2013,Brandenburg,East,Either,0.25342,42,164,0.18664,0.32019
2013,Mecklenburg-Western Pomerania,East,Full-time,0.46163,38,70,0.34400,0.57926
2013,Mecklenburg-Western Pomerania,East,Part-time,0.23991,32,70,0.13915,0.34067
2013,Saxony,East,Full-time,0.46255,100,227,0.39755,0.52756
2013,Saxony,East,Part-time,0.16626,67,227,0.11772,0.21480
2013,Saxony,East,Either,0.30925,60,227,0.24899,0.36951
2013,Saxony-Anhalt,East,Full-time,0.61441,100,180,0.54311,0.68572
2013,Saxony-Anhalt,East,Part-time,0.20525,44,180,0.14609,0.26442
2013,Saxony-Anhalt,East,Either,0.15798,36,180,0.10455,0.21141
2013,Thuringa,East,Full-time,0.49359,59,101,0.39560,0.59158
2013,Thuringa,East,Part-time,0.24470,42,101,0.16044,0.32897
2014,Schleswig-Holstein,West,Full-time,0.45527,60,142,0.37307,0.53747
2014,Schleswig-Holstein,West,Part-time,0.25763,51,142,0.18544,0.32981
2014,Schleswig-Holstein,West,Either,0.23106,31,142,0.16149,0.30064
2014,Lower Saxony,West,Full-time,0.41306,155,375,0.36316,0.46297
2014,Lower Saxony,West,Part-time,0.38044,152,375,0.33123,0.42964
2014,Lower Saxony,West,Either,0.15586,68,375,0.11909,0.19262
2014,North Rhine-Westphalia,West,Full-time,0.47008,374,905,0.43754,0.50262
2014,North Rhine-Westphalia,West,Part-time,0.34347,387,905,0.31251,0.37442
2014,North Rhine-Westphalia,West,Either,0.10867,85,905,0.08838,0.12896
2014,North Rhine-Westphalia,West,I'm not sure yet,0.07778,59,905,0.06032,0.09524
2014,Hesse,West,Full-time,0.41384,90,251,0.35279,0.47489
2014,Hesse,West,Part-time,0.34191,118,251,0.28311,0.40072
