,Unnamed: 0,year,age_gr,quintil_oecd,plb0240,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
47,47,1986,30-45 y.,5th Quintile,Part-time,1.0,32,1093,0.90858,1.09883
48,48,1986,46-65 y.,1st Quintile,Full-time,1.0,43,1093,0.71978,1.24437
49,49,1987,17-29 y.,1st Quintile,Full-time,0.689,188,1066,0.60889,0.77789
50,50,1987,17-29 y.,1st Quintile,Part-time,0.21627,54,1066,0.1745,0.26152
51,51,1987,17-29 y.,1st Quintile,Either,0.09472,32,1066,0.06317,0.12917
52,52,1987,17-29 y.,2nd Quintile,Full-time,0.71632,121,1066,0.6221,0.817
53,53,1987,17-29 y.,2nd Quintile,Part-time,0.28368,43,1066,0.22889,0.3389
54,54,1987,17-29 y.,3rd Quintile,Full-time,1.0,101,1066,0.89091,1.11129
55,55,1987,17-29 y.,4th Quintile,Full-time,1.0,100,1066,0.89964,1.10609
56,56,1987,17-29 y.,5th Quintile,Full-time,1.0,69,1066,0.90338,1.10661
57,57,1987,30-45 y.,1st Quintile,Full-time,0.51235,58,1066,0.40441,0.59307
58,58,1987,30-45 y.,1st Quintile,Part-time,0.48765,66,1066,0.40503,0.58615
59,59,1987,30-45 y.,2nd Quintile,Part-time,1.0,71,1066,0.90065,1.09887
60,60,1987,30-45 y.,3rd Quintile,Part-time,1.0,52,1066,0.92203,1.07763
61,61,1987,30-45 y.,4th Quintile,Part-time,1.0,41,1066,0.89101,1.09263
62,62,1987,30-45 y.,5th Quintile,Part-time,1.0,31,1066,0.93713,1.07167
63,63,1987,46-65 y.,1st Quintile,Full-time,1.0,39,1066,0.73811,1.29878
64,64,1988,17-29 y.,1st Quintile,Full-time,0.75508,174,962,0.65074,0.85969
65,65,1988,17-29 y.,1st Quintile,Part-time,0.24492,53,962,0.19828,0.30773
66,66,1988,17-29 y.,2nd Quintile,Full-time,0.72681,116,962,0.63679,0.83262
67,67,1988,17-29 y.,2nd Quintile,Part-time,0.27319,34,962,0.21993,0.34339
68,68,1988,17-29 y.,3rd Quintile,Full-time,1.0,108,962,0.88118,1.10934
69,69,1988,17-29 y.,4th Quintile,Full-time,1.0,110,962,0.88351,1.10489
70,70,1988,17-29 y.,5th Quintile,Full-time,1.0,59,962,0.9239,1.09844
71,71,1988,30-45 y.,1st Quintile,Full-time,0.45673,58,962,0.37262,0.54729
72,72,1988,30-45 y.,1st Quintile,Part-time,0.54327,68,962,0.46562,0.62716
73,73,1988,30-45 y.,2nd Quintile,Part-time,1.0,61,962,0.86403,1.16056
74,74,1988,30-45 y.,3rd Quintile,Part-time,1.0,49,962,0.8968,1.08444
75,75,1988,30-45 y.,4th Quintile,Part-time,1.0,38,962,0.86929,1.13283
76,76,1988,46-65 y.,1st Quintile,Full-time,1.0,34,962,0.74171,1.31473
77,77,1989,17-29 y.,1st Quintile,Full-time,0.83881,175,891,0.74299,0.94112
78,78,1989,17-29 y.,1st Quintile,Part-time,0.16119,41,891,0.12117,0.21668
79,79,1989,17-29 y.,2nd Quintile,Full-time,0.66964,104,891,0.57623,0.77952
80,80,1989,17-29 y.,2nd Quintile,Part-time,0.33036,46,891,0.25828,0.39508
81,81,1989,17-29 y.,3rd Quintile,Full-time,1.0,83,891,0.90589,1.1005
82,82,1989,17-29 y.,4th Quintile,Full-time,1.0,85,891,0.90353,1.11984
83,83,1989,17-29 y.,5th Quintile,Full-time,1.0,53,891,0.8832,1.12199
84,84,1989,30-45 y.,1st Quintile,Full-time,0.41819,33,891,0.31557,0.50744
85,85,1989,30-45 y.,1st Quintile,Part-time,0.58181,63,891,0.45135,0.71075
86,86,1989,30-45 y.,2nd Quintile,Part-time,1.0,59,891,0.89536,1.10072
87,87,1989,30-45 y.,3rd Quintile,Part-time,1.0,46,891,0.90325,1.10549
88,88,1989,30-45 y.,4th Quintile,Part-time,1.0,37,891,0.87388,1.11671
89,89,1989,30-45 y.,5th Quintile,Part-time,1.0,32,891,0.83638,1.1495
90,90,1989,46-65 y.,1st Quintile,Full-time,1.0,34,891,0.70434,1.38925
91,91,1991,17-29 y.,1st Quintile,Full-time,0.73178,125,695,0.62284,0.86905
92,92,1991,17-29 y.,1st Quintile,Part-time,0.26822,40,695,0.20911,0.34074
93,93,1991,17-29 y.,2nd Quintile,Full-time,0.72214,94,695,0.62258,0.82762
94,94,1991,17-29 y.,2nd Quintile,Part-time,0.27786,42,695,0.20534,0.35233
95,95,1991,17-29 y.,3rd Quintile,Full-time,0.68894,77,695,0.5925,0.77644
96,96,1991,17-29 y.,3rd Quintile,Part-time,0.31106,34,695,0.24089,0.37101
97,97,1991,17-29 y.,4th Quintile,Full-time,1.0,75,695,0.88432,1.11711
98,98,1991,17-29 y.,5th Quintile,Full-time,1.0,45,695,0.88071,1.13984
99,99,1991,30-45 y.,1st Quintile,Part-time,1.0,56,695,0.80753,1.18829
100,100,1991,30-45 y.,2nd Quintile,Part-time,1.0,58,695,0.87971,1.14375
101,101,1991,30-45 y.,3rd Quintile,Part-time,1.0,49,695,0.85556,1.12826
102,102,1992,17-29 y.,1st Quintile,Full-time,0.69373,190,1443,0.6277,0.7797
103,103,1992,17-29 y.,1st Quintile,Part-time,0.18731,45,1443,0.1458,0.22908
104,104,1992,17-29 y.,1st Quintile,Either,0.11896,40,1443,0.09281,0.14879
105,105,1992,17-29 y.,2nd Quintile,Full-time,0.72893,151,1443,0.63496,0.81248
106,106,1992,17-29 y.,2nd Quintile,Part-time,0.27107,56,1443,0.22781,0.32256
107,107,1992,17-29 y.,3rd Quintile,Full-time,0.76048,123,1443,0.67769,0.84692
108,108,1992,17-29 y.,3rd Quintile,Part-time,0.23952,40,1443,0.18157,0.30525
109,109,1992,17-29 y.,4th Quintile,Full-time,0.74277,92,1443,0.64078,0.8268
110,110,1992,17-29 y.,4th Quintile,Part-time,0.25723,31,1443,0.18961,0.33829
111,111,1992,17-29 y.,5th Quintile,Full-time,1.0,72,1443,0.86572,1.15743
112,112,1992,30-45 y.,1st Quintile,Full-time,0.49903,105,1443,0.42401,0.57508
113,113,1992,30-45 y.,1st Quintile,Part-time,0.37774,71,1443,0.30866,0.43054
114,114,1992,30-45 y.,1st Quintile,Either,0.12324,31,1443,0.09273,0.17114
115,115,1992,30-45 y.,2nd Quintile,Full-time,0.36959,53,1443,0.2966,0.45458
116,116,1992,30-45 y.,2nd Quintile,Part-time,0.63041,67,1443,0.54251,0.73623
117,117,1992,30-45 y.,3rd Quintile,Full-time,0.30048,35,1443,0.23541,0.36602
118,118,1992,30-45 y.,3rd Quintile,Part-time,0.69952,59,1443,0.59478,0.79907
119,119,1992,30-45 y.,4th Quintile,Part-time,1.0,61,1443,0.87304,1.11234
120,120,1992,30-45 y.,5th Quintile,Part-time,1.0,36,1443,0.82071,1.19733
121,121,1992,46-65 y.,1st Quintile,Full-time,1.0,51,1443,0.8157,1.20357
122,122,1992,46-65 y.,3rd Quintile,Full-time,1.0,34,1443,0.8367,1.17237
123,123,1993,17-29 y.,1st Quintile,Full-time,0.69664,193,1427,0.61579,0.77906
124,124,1993,17-29 y.,1st Quintile,Part-time,0.19363,60,1427,0.15382,0.23605
125,125,1993,17-29 y.,1st Quintile,Either,0.10973,43,1427,0.08735,0.13413
126,126,1993,17-29 y.,2nd Quintile,Full-time,0.65757,144,1427,0.58725,0.73716
127,127,1993,17-29 y.,2nd Quintile,Part-time,0.21063,49,1427,0.17016,0.25914
128,128,1993,17-29 y.,2nd Quintile,I'm not sure yet,0.1318,33,1427,0.10267,0.15833
129,129,1993,17-29 y.,3rd Quintile,Full-time,0.69318,129,1427,0.6068,0.79526
130,130,1993,17-29 y.,3rd Quintile,Part-time,0.30682,51,1427,0.24168,0.38561
131,131,1993,17-29 y.,4th Quintile,Full-time,1.0,93,1427,0.89401,1.12233
132,132,1993,17-29 y.,5th Quintile,Full-time,1.0,64,1427,0.86099,1.14943
133,133,1993,30-45 y.,1st Quintile,Full-time,0.39185,92,1427,0.33444,0.44742
134,134,1993,30-45 y.,1st Quintile,Part-time,0.44143,79,1427,0.35536,0.52542
135,135,1993,30-45 y.,1st Quintile,Either,0.16672,35,1427,0.11934,0.21866
136,136,1993,30-45 y.,2nd Quintile,Full-time,0.443,52,1427,0.35397,0.53285
137,137,1993,30-45 y.,2nd Quintile,Part-time,0.557,59,1427,0.47718,0.64132
138,138,1993,30-45 y.,3rd Quintile,Full-time,0.32697,42,1427,0.2759,0.38647
139,139,1993,30-45 y.,3rd Quintile,Part-time,0.67303,48,1427,0.59666,0.76506
140,140,1993,30-45 y.,4th Quintile,Part-time,1.0,44,1427,0.87474,1.13074
141,141,1993,30-45 y.,5th Quintile,Part-time,1.0,34,1427,0.7932,1.19887
142,142,1993,46-65 y.,1st Quintile,Full-time,1.0,46,1427,0.80917,1.18336
143,143,1993,46-65 y.,2nd Quintile,Full-time,1.0,37,1427,0.85172,1.1445
144,144,1994,17-29 y.,1st Quintile,Full-time,0.65249,188,1384,0.57806,0.73584
145,145,1994,17-29 y.,1st Quintile,Part-time,0.12783,48,1384,0.09969,0.15574
146,146,1994,17-29 y.,1st Quintile,Either,0.10679,34,1384,0.08468,0.13286
147,147,1994,17-29 y.,1st Quintile,I'm not sure yet,0.11289,36,1384,0.09034,0.13878
148,148,1994,17-29 y.,2nd Quintile,Full-time,0.71105,143,1384,0.61156,0.80556
149,149,1994,17-29 y.,2nd Quintile,Part-time,0.28895,54,1384,0.22297,0.36607
150,150,1994,17-29 y.,3rd Quintile,Full-time,0.74082,123,1384,0.6616,0.81999
151,151,1994,17-29 y.,3rd Quintile,Part-time,0.25918,39,1384,0.21254,0.31094
152,152,1994,17-29 y.,4th Quintile,Full-time,1.0,113,1384,0.88172,1.16812
153,153,1994,17-29 y.,5th Quintile,Full-time,1.0,69,1384,0.88439,1.13662
154,154,1994,30-45 y.,1st Quintile,Full-time,0.43184,107,1384,0.36904,0.50197
155,155,1994,30-45 y.,1st Quintile,Part-time,0.38606,78,1384,0.32797,0.44314
156,156,1994,30-45 y.,1st Quintile,Either,0.1821,40,1384,0.12465,0.25185
157,157,1994,30-45 y.,2nd Quintile,Full-time,0.37122,50,1384,0.28287,0.49024
158,158,1994,30-45 y.,2nd Quintile,Part-time,0.62878,85,1384,0.54666,0.71632
159,159,1994,30-45 y.,3rd Quintile,Part-time,1.0,58,1384,0.85463,1.1928
160,160,1994,30-45 y.,4th Quintile,Part-time,1.0,38,1384,0.82132,1.19881
161,161,1994,30-45 y.,5th Quintile,Part-time,1.0,32,1384,0.84746,1.18198
162,162,1994,46-65 y.,1st Quintile,Full-time,1.0,49,1384,0.81143,1.22551
163,163,1995,17-29 y.,1st Quintile,Full-time,0.58643,197,1541,0.5164,0.66298
164,164,1995,17-29 y.,1st Quintile,Part-time,0.18233,60,1541,0.14626,0.22429
165,165,1995,17-29 y.,1st Quintile,Either,0.13411,42,1541,0.11065,0.16168
166,166,1995,17-29 y.,1st Quintile,I'm not sure yet,0.09713,32,1541,0.06857,0.12777
167,167,1995,17-29 y.,2nd Quintile,Full-time,0.58801,133,1541,0.52891,0.66504
168,168,1995,17-29 y.,2nd Quintile,Part-time,0.21929,51,1541,0.15926,0.3153
169,169,1995,17-29 y.,2nd Quintile,Either,0.1927,44,1541,0.1379,0.24751
170,170,1995,17-29 y.,3rd Quintile,Full-time,0.72935,116,1541,0.6279,0.8188
171,171,1995,17-29 y.,3rd Quintile,Part-time,0.27065,41,1541,0.22218,0.31817
172,172,1995,17-29 y.,4th Quintile,Full-time,1.0,106,1541,0.85581,1.14556
173,173,1995,17-29 y.,5th Quintile,Full-time,1.0,82,1541,0.90151,1.11231
174,174,1995,30-45 y.,1st Quintile,Full-time,0.48456,128,1541,0.42609,0.54809
175,175,1995,30-45 y.,1st Quintile,Part-time,0.3471,90,1541,0.29573,0.41262
176,176,1995,30-45 y.,1st Quintile,Either,0.16834,43,1541,0.12762,0.21264
177,177,1995,30-45 y.,2nd Quintile,Full-time,0.37909,59,1541,0.29614,0.4886
178,178,1995,30-45 y.,2nd Quintile,Part-time,0.62091,89,1541,0.53261,0.70564
179,179,1995,30-45 y.,3rd Quintile,Full-time,0.35951,33,1541,0.25348,0.47522
180,180,1995,30-45 y.,3rd Quintile,Part-time,0.64049,56,1541,0.52315,0.82602
181,181,1995,30-45 y.,4th Quintile,Part-time,1.0,46,1541,0.86478,1.18308
182,182,1995,30-45 y.,5th Quintile,Part-time,1.0,37,1541,0.784,1.27169
183,183,1995,46-65 y.,1st Quintile,Full-time,1.0,56,1541,0.79321,1.19515
184,184,1996,17-29 y.,1st Quintile,Full-time,0.59656,188,1397,0.52166,0.67948
185,185,1996,17-29 y.,1st Quintile,Part-time,0.19285,50,1397,0.15319,0.23562
186,186,1996,17-29 y.,1st Quintile,Either,0.21059,63,1397,0.16699,0.25124
187,187,1996,17-29 y.,2nd Quintile,Full-time,0.72362,145,1397,0.63865,0.813
188,188,1996,17-29 y.,2nd Quintile,Part-time,0.27638,48,1397,0.21313,0.35073
189,189,1996,17-29 y.,3rd Quintile,Full-time,1.0,119,1397,0.90422,1.11963
190,190,1996,17-29 y.,4th Quintile,Full-time,1.0,87,1397,0.88653,1.11915
191,191,1996,17-29 y.,5th Quintile,Full-time,1.0,85,1397,0.87078,1.14522
192,192,1996,30-45 y.,1st Quintile,Full-time,0.40262,114,1397,0.33886,0.46396
193,193,1996,30-45 y.,1st Quintile,Part-time,0.39052,99,1397,0.32196,0.45542
194,194,1996,30-45 y.,1st Quintile,Either,0.20686,47,1397,0.15417,0.25845
195,195,1996,30-45 y.,2nd Quintile,Full-time,0.32551,66,1397,0.28631,0.36021
196,196,1996,30-45 y.,2nd Quintile,Part-time,0.67449,85,1397,0.55619,0.77611
197,197,1996,30-45 y.,3rd Quintile,Full-time,0.39471,35,1397,0.31676,0.47831
198,198,1996,30-45 y.,3rd Quintile,Part-time,0.60529,53,1397,0.50498,0.70756
199,199,1996,30-45 y.,4th Quintile,Part-time,1.0,59,1397,0.86608,1.14205
200,200,1996,46-65 y.,1st Quintile,Full-time,1.0,54,1397,0.78052,1.21978
201,201,1997,17-29 y.,1st Quintile,Full-time,0.60728,169,1603,0.53929,0.67408
202,202,1997,17-29 y.,1st Quintile,Part-time,0.15033,49,1603,0.12646,0.17901
203,203,1997,17-29 y.,1st Quintile,Either,0.2424,65,1603,0.20572,0.28326
204,204,1997,17-29 y.,2nd Quintile,Full-time,0.59973,140,1603,0.52456,0.68482
205,205,1997,17-29 y.,2nd Quintile,Part-time,0.24993,56,1603,0.19385,0.31867
206,206,1997,17-29 y.,2nd Quintile,Either,0.15034,36,1603,0.12282,0.18286
207,207,1997,17-29 y.,3rd Quintile,Full-time,0.65052,97,1603,0.57614,0.74889
208,208,1997,17-29 y.,3rd Quintile,Part-time,0.34948,39,1603,0.24926,0.45392
209,209,1997,17-29 y.,4th Quintile,Full-time,1.0,91,1603,0.87865,1.13523
210,210,1997,17-29 y.,5th Quintile,Full-time,1.0,65,1603,0.86343,1.1629
211,211,1997,30-45 y.,1st Quintile,Full-time,0.42964,114,1603,0.37272,0.48738
212,212,1997,30-45 y.,1st Quintile,Part-time,0.37088,82,1603,0.30224,0.46768
213,213,1997,30-45 y.,1st Quintile,Either,0.19949,57,1603,0.15157,0.24161
214,214,1997,30-45 y.,2nd Quintile,Full-time,0.37245,61,1603,0.28151,0.46521
215,215,1997,30-45 y.,2nd Quintile,Part-time,0.47769,88,1603,0.41011,0.53623
216,216,1997,30-45 y.,2nd Quintile,Either,0.14986,31,1603,0.10414,0.20357
217,217,1997,30-45 y.,3rd Quintile,Full-time,0.36108,39,1603,0.27047,0.45335
218,218,1997,30-45 y.,3rd Quintile,Part-time,0.63892,77,1603,0.52717,0.75992
219,219,1997,30-45 y.,4th Quintile,Part-time,1.0,48,1603,0.84252,1.23105
220,220,1997,30-45 y.,5th Quintile,Part-time,1.0,44,1603,0.79398,1.23216
221,221,1997,46-65 y.,1st Quintile,Full-time,0.63603,41,1603,0.46393,0.82588
222,222,1997,46-65 y.,1st Quintile,Either,0.36397,32,1603,0.25628,0.47698
223,223,1997,46-65 y.,2nd Quintile,Full-time,1.0,46,1603,0.7981,1.24482
224,224,1997,46-65 y.,3rd Quintile,Full-time,1.0,36,1603,0.7578,1.2923
225,225,1998,17-29 y.,1st Quintile,Full-time,0.63649,181,1399,0.58389,0.72388
226,226,1998,17-29 y.,1st Quintile,Part-time,0.19925,54,1399,0.15018,0.2428
227,227,1998,17-29 y.,1st Quintile,Either,0.16425,45,1399,0.13217,0.20066
228,228,1998,17-29 y.,2nd Quintile,Full-time,0.60894,126,1399,0.53826,0.68218
229,229,1998,17-29 y.,2nd Quintile,Part-time,0.20648,42,1399,0.14466,0.26853
230,230,1998,17-29 y.,2nd Quintile,Either,0.18458,35,1399,0.15557,0.21417
231,231,1998,17-29 y.,3rd Quintile,Full-time,1.0,94,1399,0.88808,1.10735
232,232,1998,17-29 y.,4th Quintile,Full-time,1.0,82,1399,0.88268,1.14651
233,233,1998,17-29 y.,5th Quintile,Full-time,1.0,64,1399,0.84643,1.21181
234,234,1998,30-45 y.,1st Quintile,Full-time,0.43884,106,1399,0.37154,0.52183
235,235,1998,30-45 y.,1st Quintile,Part-time,0.34365,85,1399,0.28901,0.3959
236,236,1998,30-45 y.,1st Quintile,Either,0.2175,43,1399,0.1704,0.27
237,237,1998,30-45 y.,2nd Quintile,Full-time,0.24479,47,1399,0.1952,0.30046
238,238,1998,30-45 y.,2nd Quintile,Part-time,0.54706,91,1399,0.47115,0.63275
239,239,1998,30-45 y.,2nd Quintile,Either,0.20815,37,1399,0.15901,0.26415
240,240,1998,30-45 y.,3rd Quintile,Full-time,0.38422,37,1399,0.29443,0.47939
241,241,1998,30-45 y.,3rd Quintile,Part-time,0.61578,59,1399,0.50588,0.7453
242,242,1998,30-45 y.,4th Quintile,Part-time,1.0,45,1399,0.81397,1.18542
243,243,1998,30-45 y.,5th Quintile,Part-time,1.0,43,1399,0.79606,1.25023
244,244,1998,46-65 y.,1st Quintile,Full-time,1.0,50,1399,0.79354,1.21402
245,245,1998,46-65 y.,3rd Quintile,Full-time,1.0,33,1399,0.7067,1.38393
246,246,1999,17-29 y.,1st Quintile,Full-time,0.56814,181,1435,0.51021,0.61718
247,247,1999,17-29 y.,1st Quintile,Part-time,0.12869,48,1435,0.10349,0.15065
248,248,1999,17-29 y.,1st Quintile,Either,0.21801,63,1435,0.18312,0.26657
249,249,1999,17-29 y.,1st Quintile,I'm not sure yet,0.08516,34,1435,0.0652,0.11185
250,250,1999,17-29 y.,2nd Quintile,Full-time,0.70942,125,1435,0.62157,0.80067
251,251,1999,17-29 y.,2nd Quintile,Part-time,0.29058,44,1435,0.2261,0.39769
252,252,1999,17-29 y.,3rd Quintile,Full-time,0.77059,105,1435,0.63606,0.91129
253,253,1999,17-29 y.,3rd Quintile,Part-time,0.22941,33,1435,0.1689,0.29768
254,254,1999,17-29 y.,4th Quintile,Full-time,1.0,66,1435,0.83927,1.1717
255,255,1999,17-29 y.,5th Quintile,Full-time,1.0,68,1435,0.81814,1.17606
256,256,1999,30-45 y.,1st Quintile,Full-time,0.45077,114,1435,0.39417,0.5063
257,257,1999,30-45 y.,1st Quintile,Part-time,0.36977,83,1435,0.31162,0.43319
258,258,1999,30-45 y.,1st Quintile,Either,0.17946,48,1435,0.14143,0.2227
259,259,1999,30-45 y.,2nd Quintile,Full-time,0.30298,48,1435,0.214,0.39189
260,260,1999,30-45 y.,2nd Quintile,Part-time,0.51731,76,1435,0.42634,0.61474
261,261,1999,30-45 y.,2nd Quintile,Either,0.17971,35,1435,0.13441,0.23832
262,262,1999,30-45 y.,3rd Quintile,Full-time,0.32131,32,1435,0.24566,0.42538
263,263,1999,30-45 y.,3rd Quintile,Part-time,0.67869,66,1435,0.56005,0.78808
264,264,1999,30-45 y.,4th Quintile,Part-time,1.0,56,1435,0.82405,1.18919
265,265,1999,30-45 y.,5th Quintile,Part-time,1.0,32,1435,0.76642,1.31728
266,266,1999,46-65 y.,1st Quintile,Full-time,1.0,42,1435,0.82636,1.23199
267,267,1999,46-65 y.,3rd Quintile,Full-time,1.0,36,1435,0.80229,1.20214
268,268,2000,17-29 y.,1st Quintile,Full-time,0.68704,198,1367,0.60492,0.7916
269,269,2000,17-29 y.,1st Quintile,Part-time,0.13075,49,1367,0.10183,0.15519
270,270,2000,17-29 y.,1st Quintile,Either,0.1822,44,1367,0.13361,0.223
271,271,2000,17-29 y.,2nd Quintile,Full-time,0.63609,123,1367,0.56262,0.72437
272,272,2000,17-29 y.,2nd Quintile,Part-time,0.206,44,1367,0.15785,0.26202
273,273,2000,17-29 y.,2nd Quintile,Either,0.15791,34,1367,0.11947,0.19215
274,274,2000,17-29 y.,3rd Quintile,Full-time,1.0,104,1367,0.87334,1.12897
275,275,2000,17-29 y.,4th Quintile,Full-time,1.0,82,1367,0.87839,1.15478
276,276,2000,17-29 y.,5th Quintile,Full-time,1.0,74,1367,0.86319,1.17712
277,277,2000,30-45 y.,1st Quintile,Full-time,0.45359,119,1367,0.39357,0.53393
278,278,2000,30-45 y.,1st Quintile,Part-time,0.3093,75,1367,0.25541,0.36398
279,279,2000,30-45 y.,1st Quintile,Either,0.23711,46,1367,0.19785,0.28621
280,280,2000,30-45 y.,2nd Quintile,Full-time,0.2544,46,1367,0.19745,0.32091
281,281,2000,30-45 y.,2nd Quintile,Part-time,0.52959,92,1367,0.45206,0.62262
282,282,2000,30-45 y.,2nd Quintile,Either,0.216,33,1367,0.17562,0.26369
283,283,2000,30-45 y.,3rd Quintile,Part-time,1.0,71,1367,0.81469,1.18172
284,284,2000,30-45 y.,4th Quintile,Part-time,1.0,43,1367,0.77392,1.24299
285,285,2000,30-45 y.,5th Quintile,Part-time,1.0,44,1367,0.82993,1.21638
286,286,2000,46-65 y.,1st Quintile,Full-time,1.0,46,1367,0.84063,1.21041
287,287,2001,17-29 y.,1st Quintile,Full-time,0.60825,258,2424,0.55387,0.66441
288,288,2001,17-29 y.,1st Quintile,Part-time,0.17435,72,2424,0.14824,0.20937
289,289,2001,17-29 y.,1st Quintile,Either,0.12245,53,2424,0.10445,0.14042
290,290,2001,17-29 y.,1st Quintile,I'm not sure yet,0.09495,44,2424,0.07764,0.11658
291,291,2001,17-29 y.,2nd Quintile,Full-time,0.69832,207,2424,0.62481,0.76215
292,292,2001,17-29 y.,2nd Quintile,Part-time,0.19852,64,2424,0.15357,0.24171
293,293,2001,17-29 y.,2nd Quintile,I'm not sure yet,0.10317,36,2424,0.08742,0.1219
294,294,2001,17-29 y.,3rd Quintile,Full-time,0.83508,173,2424,0.75827,0.93004
295,295,2001,17-29 y.,3rd Quintile,I'm not sure yet,0.16492,31,2424,0.13093,0.19963
296,296,2001,17-29 y.,4th Quintile,Full-time,0.84396,154,2424,0.78285,0.93802
297,297,2001,17-29 y.,4th Quintile,I'm not sure yet,0.15604,32,2424,0.12526,0.2012
298,298,2001,17-29 y.,5th Quintile,Full-time,0.78562,107,2424,0.70749,0.87097
299,299,2001,17-29 y.,5th Quintile,I'm not sure yet,0.21438,31,2424,0.17717,0.25637
300,300,2001,30-45 y.,1st Quintile,Full-time,0.48154,176,2424,0.43493,0.52566
301,301,2001,30-45 y.,1st Quintile,Part-time,0.34877,125,2424,0.31181,0.39055
