year,quintil_oecd,regtyp,plb0240,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,1st Quintile,Urban regions,Full-time,0.5116279069767442,14443,0.5034756117662769,0.5197802021872115
1985,1st Quintile,Urban regions,Part-time,0.3383720930232558,14443,0.33065539434615965,0.346088791700352
1985,1st Quintile,Urban regions,Either,0.08604651162790698,14443,0.0814729340783943,0.09062008917741966
1985,1st Quintile,Urban regions,I'm not sure yet,0.06395348837209303,14443,0.05996316401240745,0.0679438127317786
1985,1st Quintile,Rural regions,Full-time,0.5378151260504201,14443,0.5296839804828096,0.5459462716180307
1985,1st Quintile,Rural regions,Part-time,0.33613445378151263,14443,0.3284303176941036,0.3438385898689217
1985,1st Quintile,Rural regions,Either,0.08403361344537816,14443,0.07950887319092262,0.0885583536998337
1985,1st Quintile,Rural regions,I'm not sure yet,0.04201680672268908,14443,0.03874477253915352,0.04528884090622464
1985,2nd Quintile,Urban regions,Full-time,0.514792899408284,14443,0.5066419684665401,0.5229438303500279
1985,2nd Quintile,Urban regions,Part-time,0.33727810650887574,14443,0.32956752557133123,0.34498868744642025
1985,2nd Quintile,Urban regions,I'm not sure yet,0.10059171597633136,14443,0.09568617490936963,0.10549725704329309
1985,2nd Quintile,Urban regions,Either,0.047337278106508875,14443,0.043873910483789164,0.050800645729228586
1985,2nd Quintile,Rural regions,Full-time,0.5116279069767442,14443,0.5034756117662769,0.5197802021872115
1985,2nd Quintile,Rural regions,Part-time,0.32558139534883723,14443,0.3179391332714557,0.3332236574262188
1985,2nd Quintile,Rural regions,I'm not sure yet,0.09302325581395349,14443,0.08828606139086635,0.09776045023704062
1985,2nd Quintile,Rural regions,Either,0.06976744186046512,14443,0.06561264750268002,0.07392223621825021
1985,3rd Quintile,Urban regions,Full-time,0.5818181818181818,14443,0.5737735979562697,0.5898627656800939
1985,3rd Quintile,Urban regions,Part-time,0.3090909090909091,14443,0.3015542141789406,0.31662760400287754
1985,3rd Quintile,Urban regions,Either,0.07272727272727272,14443,0.06849201581481096,0.07696252963973449
1985,3rd Quintile,Urban regions,I'm not sure yet,0.03636363636363636,14443,0.03331070100490015,0.039416571722372576
1985,3rd Quintile,Rural regions,Full-time,0.5555555555555556,14443,0.5474515476852032,0.563659563425908
1985,3rd Quintile,Rural regions,Part-time,0.3333333333333333,14443,0.32564519641946016,0.34102147024720647
1985,3rd Quintile,Rural regions,Either,0.05555555555555555,14443,0.05181979251340732,0.059291318597703785
1985,3rd Quintile,Rural regions,I'm not sure yet,0.05555555555555555,14443,0.05181979251340732,0.059291318597703785
1985,4th Quintile,Urban regions,Full-time,0.5769230769230769,14443,0.5688656571520483,0.5849804966941055
1985,4th Quintile,Urban regions,Part-time,0.3076923076923077,14443,0.3001650763510134,0.315219539033602
1985,4th Quintile,Urban regions,Either,0.07692307692307693,14443,0.07257722788192808,0.08126892596422577
1985,4th Quintile,Urban regions,I'm not sure yet,0.038461538461538464,14443,0.0353251920693325,0.041597884853744424
1985,4th Quintile,Rural regions,Full-time,0.6666666666666666,14443,0.6589785297527935,0.6743548035805398
1985,4th Quintile,Rural regions,Part-time,0.3333333333333333,14443,0.32564519641946016,0.34102147024720647
1985,5th Quintile,Urban regions,Part-time,0.6,14443,0.5920102537497756,0.6079897462502244
1985,5th Quintile,Urban regions,Either,0.2,14443,0.1934763995042116,0.2065236004957884
1985,5th Quintile,Urban regions,Full-time,0.2,14443,0.1934763995042116,0.2065236004957884
1985,5th Quintile,Rural regions,Part-time,1.0,14443,1.0,1.0
1986,1st Quintile,Urban regions,Full-time,0.5091623036649214,13742,0.5008038069673941,0.5175208003624487
1986,1st Quintile,Urban regions,Part-time,0.3390052356020942,13742,0.33109055649013375,0.3469199147140547
1986,1st Quintile,Urban regions,Either,0.0824607329842932,13742,0.0778616947047354,0.08705977126385099
1986,1st Quintile,Urban regions,I'm not sure yet,0.0693717277486911,13742,0.06512347374043077,0.07361998175695143
1986,1st Quintile,Rural regions,Full-time,0.5217391304347826,13742,0.5133871353737129,0.5300911254958522
1986,1st Quintile,Rural regions,Part-time,0.33816425120772947,13742,0.33025436824857973,0.3460741341668792
1986,1st Quintile,Rural regions,I'm not sure yet,0.07246376811594203,13742,0.06812908855815203,0.07679844767373203
1986,1st Quintile,Rural regions,Either,0.06763285024154589,13742,0.06343426063711685,0.07183143984597493
1986,2nd Quintile,Urban regions,Full-time,0.5429864253393665,13742,0.5346574776305821,0.5513153730481508
1986,2nd Quintile,Urban regions,Part-time,0.3393665158371041,13742,0.33144978489696797,0.3472832467772402
1986,2nd Quintile,Urban regions,I'm not sure yet,0.06334841628959276,13742,0.05927566381585468,0.06742116876333083
1986,2nd Quintile,Urban regions,Either,0.05429864253393665,13742,0.050509834586843744,0.05808745048102956
1986,2nd Quintile,Rural regions,Full-time,0.5813953488372093,13742,0.5731469642784166,0.5896437333960021
1986,2nd Quintile,Rural regions,Part-time,0.3023255813953488,13742,0.29464675326519557,0.31000440952550207
1986,2nd Quintile,Rural regions,Either,0.11627906976744186,13742,0.11091938256934517,0.12163875696553855
1986,3rd Quintile,Urban regions,Full-time,0.4647887323943662,13742,0.4564495875206671,0.47312787726806527
