year,bula_h,regtyp,plb0240,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1985,Lower Saxony,Urban regions,Full-time,0.047034319792775114,51,1119,0.04683431685200544,0.04723432273354479
1985,Lower Saxony,Rural regions,Full-time,0.08026385470952409,68,1119,0.08000718066669468,0.08052052875235349
1985,North Rhine-Westphalia,Urban regions,Full-time,0.2276324927399891,244,1119,0.22723637942405966,0.22802860605591851
1985,North Rhine-Westphalia,Urban regions,Part-time,0.12978228495304864,138,1119,0.12946480815944977,0.1300997617466475
1985,North Rhine-Westphalia,Urban regions,I'm not sure yet,0.028581395812269275,33,1119,0.02842398475247412,0.02873880687206443
1985,Hesse,Urban regions,Full-time,0.048570868995618764,69,1119,0.048367789312766106,0.04877394867847142
1985,Hesse,Urban regions,Part-time,0.0347226025980963,51,1119,0.03454965181976178,0.03489555337643082
1985,"Rhineland-Palatinate, Saarland",Urban regions,Full-time,0.040408650754751356,40,1119,0.04022262603700801,0.0405946754724947
1985,Baden-Wuerttemberg,Urban regions,Full-time,0.08970042976339487,129,1119,0.08943048199093293,0.08997037753585682
1985,Baden-Wuerttemberg,Urban regions,Part-time,0.05994134378293623,70,1119,0.05971709451640528,0.060165593049467184
1985,Bavaria,Urban regions,Full-time,0.054317933456280935,65,1119,0.05410382465825059,0.05453204225431128
1985,Bavaria,Urban regions,Part-time,0.037493757996091975,38,1119,0.03731429637738826,0.03767321961479569
1985,Bavaria,Rural regions,Full-time,0.06713026543929819,57,1119,0.06689385861924187,0.06736667225935451
1985,Bavaria,Rural regions,Part-time,0.035459391021092065,34,1119,0.035284681645215456,0.035634100396968675
1985,Berlin,Urban regions,Full-time,0.018960408184833185,32,1119,0.018831566194231056,0.019089250175435314
1986,Lower Saxony,Urban regions,Full-time,0.0364287051177849,43,1084,0.03625115475577775,0.03660625547979205
1986,Lower Saxony,Rural regions,Full-time,0.05618428619559761,47,1084,0.05596605903407923,0.056402513357115984
1986,North Rhine-Westphalia,Urban regions,Full-time,0.24343663901729848,262,1084,0.2430299397476594,0.24384333828693755
1986,North Rhine-Westphalia,Urban regions,Part-time,0.15395706130363343,149,1084,0.1536150395124563,0.15429908309481055
1986,North Rhine-Westphalia,Urban regions,Either,0.03094969764444649,34,1084,0.030785578541632934,0.031113816747260048
1986,North Rhine-Westphalia,Urban regions,I'm not sure yet,0.031923597540094835,40,1084,0.031757000032935453,0.032090195047254216
1986,Hesse,Urban regions,Full-time,0.04607100887252701,66,1084,0.04587234007949596,0.04626967766555806
1986,Hesse,Urban regions,Part-time,0.03985725626245264,46,1084,0.039671869222726426,0.04004264330217885
1986,"Rhineland-Palatinate, Saarland",Urban regions,Full-time,0.034174766195072266,37,1084,0.034002595267951026,0.034346937122193506
1986,Baden-Wuerttemberg,Urban regions,Full-time,0.10016360967466237,128,1084,0.09987910164501099,0.10044811770431375
1986,Baden-Wuerttemberg,Urban regions,Part-time,0.049710986383189625,63,1084,0.049505012663198206,0.04991696010318104
1986,Bavaria,Urban regions,Full-time,0.07362456867369697,75,1084,0.0733770758195211,0.07387206152787285
1986,Bavaria,Urban regions,Part-time,0.039854284945750995,41,1084,0.039668904529514236,0.040039665361987754
1986,Bavaria,Rural regions,Full-time,0.06366353217379246,53,1084,0.06343215575091257,0.06389490859667235
1987,Lower Saxony,Urban regions,Full-time,0.03735627374876669,44,1089,0.03717753867684878,0.0375350088206846
1987,Lower Saxony,Rural regions,Full-time,0.054486704857747044,49,1089,0.05427277357044229,0.0547006361450518
1987,North Rhine-Westphalia,Urban regions,Full-time,0.22757941057698136,250,1089,0.22718423634551144,0.22797458480845129
1987,North Rhine-Westphalia,Urban regions,Part-time,0.16483423969006164,159,1089,0.16448453193158014,0.16518394744854314
1987,North Rhine-Westphalia,Urban regions,Either,0.03995249913087115,44,1089,0.039767906844750796,0.040137091416991504
1987,Hesse,Urban regions,Full-time,0.03712473190562771,52,1089,0.036946530185713665,0.03730293362554176
1987,Hesse,Urban regions,Part-time,0.0448979629874697,46,1089,0.04470278383994508,0.045093142134994324
1987,"Rhineland-Palatinate, Saarland",Urban regions,Full-time,0.03631971313055508,38,1089,0.036143380411365444,0.03649604584974471
1987,Baden-Wuerttemberg,Urban regions,Full-time,0.07879459316924346,120,1089,0.07854065869767915,0.07904852764080778
1987,Baden-Wuerttemberg,Urban regions,Part-time,0.05746126841367513,74,1089,0.05724192104978881,0.05768061577756145
1987,Baden-Wuerttemberg,Urban regions,Either,0.02536305978146212,31,1089,0.02521487026909985,0.02551124929382439
1987,Bavaria,Urban regions,Full-time,0.059857232890970336,63,1089,0.0596336438902045,0.06008082189173617
1987,Bavaria,Urban regions,Part-time,0.047378252105571714,41,1089,0.04717801480785873,0.0475784894032847
1987,Bavaria,Rural regions,Full-time,0.048655299245672905,45,1089,0.04845251732227907,0.04885808116906674
1987,Bavaria,Rural regions,Part-time,0.03993875836532407,33,1089,0.03975419650435594,0.0401233202262922
1988,Lower Saxony,Urban regions,Full-time,0.031318029975942116,35,1040,0.03115505719799411,0.031481002753890125
1988,Lower Saxony,Rural regions,Full-time,0.05878520565463081,48,1040,0.05856511295579585,0.05900529835346577
1988,North Rhine-Westphalia,Urban regions,Full-time,0.22637411483873235,232,1040,0.22598254780481886,0.22676568187264584
1988,North Rhine-Westphalia,Urban regions,Part-time,0.16494960677698212,148,1040,0.16460234320574652,0.16529687034821772
1988,North Rhine-Westphalia,Urban regions,Either,0.047100903490383324,43,1040,0.04690267534443406,0.047299131636332585
1988,North Rhine-Westphalia,Urban regions,I'm not sure yet,0.03630777285910544,40,1040,0.03613274941507203,0.03648279630313885
1988,Hesse,Urban regions,Full-time,0.04573091624365467,60,1040,0.04553545186612812,0.04592638062118122
1988,Hesse,Urban regions,Part-time,0.04642191272561034,53,1040,0.04622504846085817,0.04661877699036251
1988,"Rhineland-Palatinate, Saarland",Urban regions,Full-time,0.03815764238672327,46,1040,0.03797838793149546,0.03833689684195108
