year,bula_h,plb0240,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2003,Lower Saxony,Full-time,0.55800,104,2696,0.55679,0.55921
2003,Lower Saxony,Part-time,0.44200,89,2696,0.44079,0.44321
2003,North Rhine-Westphalia,Full-time,0.48213,268,2696,0.48139,0.48286
2003,North Rhine-Westphalia,Part-time,0.31405,200,2696,0.31337,0.31473
2003,North Rhine-Westphalia,Either,0.12670,71,2696,0.12621,0.12719
2003,North Rhine-Westphalia,I'm not sure yet,0.07712,49,2696,0.07673,0.07752
2003,Hesse,Full-time,0.54406,87,2696,0.54272,0.54541
2003,Hesse,Part-time,0.45594,63,2696,0.45459,0.45728
2003,"Rhineland-Palatinate, Saarland",Full-time,0.66851,92,2696,0.66718,0.66983
2003,"Rhineland-Palatinate, Saarland",Part-time,0.33149,69,2696,0.33017,0.33282
2003,Baden-Wuerttemberg,Full-time,0.39412,156,2696,0.39316,0.39509
2003,Baden-Wuerttemberg,Part-time,0.40583,122,2696,0.40486,0.40680
2003,Baden-Wuerttemberg,Either,0.09434,35,2696,0.09377,0.09492
2003,Baden-Wuerttemberg,I'm not sure yet,0.10571,34,2696,0.10510,0.10632
2003,Bavaria,Full-time,0.51822,182,2696,0.51728,0.51915
2003,Bavaria,Part-time,0.29104,120,2696,0.29019,0.29189
2003,Bavaria,Either,0.11450,40,2696,0.11390,0.11510
2003,Bavaria,I'm not sure yet,0.07624,39,2696,0.07574,0.07674
2003,Berlin,Full-time,0.68221,86,2696,0.68085,0.68358
2003,Berlin,Either,0.31779,34,2696,0.31642,0.31915
2003,Brandenburg,Full-time,0.75715,80,2696,0.75552,0.75877
2003,Brandenburg,Either,0.24285,33,2696,0.24123,0.24448
2003,Mecklenburg-Western Pomerania,Full-time,1.00000,61,2696,1.00000,1.00000
2003,Saxony,Full-time,0.64893,177,2696,0.64774,0.65012
2003,Saxony,Part-time,0.12649,35,2696,0.12566,0.12732
2003,Saxony,Either,0.22458,59,2696,0.22354,0.22562
2003,Saxony-Anhalt,Full-time,0.77334,115,2696,0.77191,0.77476
2003,Saxony-Anhalt,Either,0.22666,36,2696,0.22524,0.22809
2003,Thuringa,Full-time,0.71622,94,2696,0.71450,0.71795
2003,Thuringa,Either,0.28378,35,2696,0.28205,0.28550
2004,Schleswig-Holstein,Full-time,1.00000,51,2809,1.00000,1.00000
2004,Lower Saxony,Full-time,0.46652,101,2809,0.46535,0.46768
2004,Lower Saxony,Part-time,0.30003,75,2809,0.29895,0.30110
2004,Lower Saxony,Either,0.23346,39,2809,0.23247,0.23445
2004,North Rhine-Westphalia,Full-time,0.51230,300,2809,0.51158,0.51302
2004,North Rhine-Westphalia,Part-time,0.27193,178,2809,0.27129,0.27257
2004,North Rhine-Westphalia,Either,0.16146,89,2809,0.16093,0.16199
2004,North Rhine-Westphalia,I'm not sure yet,0.05431,48,2809,0.05398,0.05464
2004,Hesse,Full-time,0.56107,83,2809,0.55978,0.56236
2004,Hesse,Part-time,0.43893,64,2809,0.43764,0.44022
2004,"Rhineland-Palatinate, Saarland",Full-time,0.58254,81,2809,0.58115,0.58393
2004,"Rhineland-Palatinate, Saarland",Part-time,0.41746,68,2809,0.41607,0.41885
2004,Baden-Wuerttemberg,Full-time,0.41664,160,2809,0.41570,0.41757
2004,Baden-Wuerttemberg,Part-time,0.38877,127,2809,0.38785,0.38970
2004,Baden-Wuerttemberg,Either,0.12591,38,2809,0.12528,0.12654
2004,Baden-Wuerttemberg,I'm not sure yet,0.06868,34,2809,0.06820,0.06916
2004,Bavaria,Full-time,0.47624,185,2809,0.47537,0.47710
2004,Bavaria,Part-time,0.30571,132,2809,0.30491,0.30651
2004,Bavaria,Either,0.11899,47,2809,0.11843,0.11955
2004,Bavaria,I'm not sure yet,0.09907,39,2809,0.09855,0.09958
2004,Berlin,Full-time,0.55377,83,2809,0.55246,0.55508
2004,Berlin,Part-time,0.18849,32,2809,0.18746,0.18952
2004,Berlin,Either,0.25774,36,2809,0.25659,0.25889
2004,Brandenburg,Full-time,0.73535,95,2809,0.73378,0.73691
2004,Brandenburg,Either,0.26465,38,2809,0.26309,0.26622
2004,Mecklenburg-Western Pomerania,Full-time,1.00000,48,2809,1.00000,1.00000
2004,Saxony,Full-time,0.56995,151,2809,0.56872,0.57117
2004,Saxony,Part-time,0.14583,38,2809,0.14496,0.14670
2004,Saxony,Either,0.28422,57,2809,0.28311,0.28534
2004,Saxony-Anhalt,Full-time,0.75612,112,2809,0.75462,0.75761
2004,Saxony-Anhalt,Either,0.24388,32,2809,0.24239,0.24538
2004,Thuringa,Full-time,0.69549,108,2809,0.69387,0.69711
2004,Thuringa,Either,0.30451,40,2809,0.30289,0.30613
2005,Schleswig-Holstein,Full-time,1.00000,32,2722,1.00000,1.00000
2005,Lower Saxony,Full-time,0.62158,101,2722,0.62029,0.62287
2005,Lower Saxony,Part-time,0.37842,73,2722,0.37713,0.37971
2005,North Rhine-Westphalia,Full-time,0.48702,285,2722,0.48631,0.48773
2005,North Rhine-Westphalia,Part-time,0.29045,168,2722,0.28981,0.29109
2005,North Rhine-Westphalia,Either,0.18170,93,2722,0.18115,0.18224
2005,North Rhine-Westphalia,I'm not sure yet,0.04083,35,2722,0.04055,0.04111
2005,Hesse,Full-time,0.60539,69,2722,0.60402,0.60676
2005,Hesse,Part-time,0.39461,54,2722,0.39324,0.39598
2005,"Rhineland-Palatinate, Saarland",Full-time,0.50924,73,2722,0.50793,0.51056
2005,"Rhineland-Palatinate, Saarland",Part-time,0.23143,44,2722,0.23032,0.23254
2005,"Rhineland-Palatinate, Saarland",Either,0.25933,32,2722,0.25818,0.26048
2005,Baden-Wuerttemberg,Full-time,0.41624,160,2722,0.41537,0.41711
2005,Baden-Wuerttemberg,Part-time,0.34911,122,2722,0.34827,0.34995
2005,Baden-Wuerttemberg,Either,0.14771,55,2722,0.14708,0.14833
2005,Baden-Wuerttemberg,I'm not sure yet,0.08694,39,2722,0.08644,0.08744
2005,Bavaria,Full-time,0.49063,174,2722,0.48975,0.49152
2005,Bavaria,Part-time,0.26985,113,2722,0.26907,0.27064
2005,Bavaria,Either,0.13139,41,2722,0.13079,0.13198
2005,Bavaria,I'm not sure yet,0.10813,45,2722,0.10758,0.10868
2005,Berlin,Full-time,0.56487,79,2722,0.56361,0.56613
2005,Berlin,Part-time,0.22061,35,2722,0.21956,0.22167
2005,Berlin,Either,0.21451,31,2722,0.21347,0.21556
2005,Brandenburg,Full-time,0.70752,88,2722,0.70596,0.70907
2005,Brandenburg,Either,0.29248,40,2722,0.29093,0.29404
2005,Mecklenburg-Western Pomerania,Full-time,1.00000,56,2722,1.00000,1.00000
2005,Saxony,Full-time,0.57682,157,2722,0.57571,0.57792
2005,Saxony,Part-time,0.15322,48,2722,0.15241,0.15403
2005,Saxony,Either,0.26996,63,2722,0.26897,0.27096
2005,Saxony-Anhalt,Full-time,0.71643,103,2722,0.71485,0.71801
2005,Saxony-Anhalt,Either,0.28357,35,2722,0.28199,0.28515
2005,Thuringa,Full-time,0.59300,103,2722,0.59154,0.59446
2005,Thuringa,Part-time,0.17419,32,2722,0.17307,0.17532
2005,Thuringa,Either,0.23281,44,2722,0.23155,0.23406
2006,Schleswig-Holstein,Part-time,1.00000,37,2608,1.00000,1.00000
2006,Lower Saxony,Full-time,0.55390,110,2608,0.55273,0.55507
2006,Lower Saxony,Part-time,0.44610,103,2608,0.44493,0.44727
2006,North Rhine-Westphalia,Full-time,0.45991,261,2608,0.45921,0.46060
2006,North Rhine-Westphalia,Part-time,0.30313,207,2608,0.30248,0.30377
2006,North Rhine-Westphalia,Either,0.19346,100,2608,0.19291,0.19401
2006,North Rhine-Westphalia,I'm not sure yet,0.04351,31,2608,0.04322,0.04379
2006,Hesse,Full-time,0.36042,66,2608,0.35924,0.36161
2006,Hesse,Part-time,0.40784,69,2608,0.40663,0.40906
2006,Hesse,Either,0.23173,35,2608,0.23069,0.23278
2006,"Rhineland-Palatinate, Saarland",Full-time,0.59039,68,2608,0.58887,0.59190
2006,"Rhineland-Palatinate, Saarland",Part-time,0.40961,52,2608,0.40810,0.41113
2006,Baden-Wuerttemberg,Full-time,0.42186,163,2608,0.42092,0.42279
2006,Baden-Wuerttemberg,Part-time,0.40270,130,2608,0.40177,0.40363
2006,Baden-Wuerttemberg,Either,0.17544,58,2608,0.17472,0.17616
2006,Bavaria,Full-time,0.47037,168,2608,0.46948,0.47126
2006,Bavaria,Part-time,0.38326,148,2608,0.38239,0.38413
2006,Bavaria,Either,0.14638,50,2608,0.14574,0.14701
2006,Berlin,Full-time,0.72172,72,2608,0.72029,0.72314
2006,Berlin,Either,0.27828,32,2608,0.27686,0.27971
2006,Brandenburg,Full-time,1.00000,89,2608,1.00000,1.00000
2006,Mecklenburg-Western Pomerania,Full-time,1.00000,66,2608,1.00000,1.00000
2006,Saxony,Full-time,0.54033,141,2608,0.53911,0.54156
2006,Saxony,Part-time,0.15565,38,2608,0.15476,0.15654
2006,Saxony,Either,0.30402,64,2608,0.30289,0.30514
2006,Saxony-Anhalt,Full-time,0.70280,102,2608,0.70119,0.70441
2006,Saxony-Anhalt,Part-time,0.29720,34,2608,0.29559,0.29881
2006,Thuringa,Full-time,0.61999,69,2608,0.61809,0.62188
2006,Thuringa,Either,0.38001,45,2608,0.37812,0.38191
2007,Lower Saxony,Full-time,0.52746,81,2104,0.52611,0.52881
2007,Lower Saxony,Part-time,0.47254,79,2104,0.47119,0.47389
2007,North Rhine-Westphalia,Full-time,0.41746,216,2104,0.41676,0.41817
2007,North Rhine-Westphalia,Part-time,0.33733,178,2104,0.33666,0.33801
2007,North Rhine-Westphalia,Either,0.20173,91,2104,0.20116,0.20231
2007,North Rhine-Westphalia,I'm not sure yet,0.04347,35,2104,0.04318,0.04376
2007,Hesse,Full-time,0.54802,67,2104,0.54667,0.54937
2007,Hesse,Part-time,0.45198,65,2104,0.45063,0.45333
2007,"Rhineland-Palatinate, Saarland",Full-time,0.61996,67,2104,0.61842,0.62149
2007,"Rhineland-Palatinate, Saarland",Part-time,0.38004,43,2104,0.37851,0.38158
2007,Baden-Wuerttemberg,Full-time,0.39375,129,2104,0.39274,0.39475
2007,Baden-Wuerttemberg,Part-time,0.35382,90,2104,0.35284,0.35480
2007,Baden-Wuerttemberg,Either,0.25244,53,2104,0.25154,0.25333
2007,Bavaria,Full-time,0.41221,122,2104,0.41124,0.41318
2007,Bavaria,Part-time,0.40501,125,2104,0.40404,0.40598
2007,Bavaria,Either,0.18278,44,2104,0.18201,0.18354
2007,Berlin,Full-time,0.55573,47,2104,0.55408,0.55738
2007,Berlin,Part-time,0.44427,36,2104,0.44262,0.44592
2007,Brandenburg,Full-time,0.60175,65,2104,0.60005,0.60346
2007,Brandenburg,Either,0.39825,45,2104,0.39654,0.39995
2007,Mecklenburg-Western Pomerania,Full-time,1.00000,39,2104,1.00000,1.00000
2007,Saxony,Full-time,0.67415,117,2104,0.67282,0.67547
2007,Saxony,Either,0.32585,51,2104,0.32453,0.32718
2007,Saxony-Anhalt,Full-time,0.73777,76,2104,0.73595,0.73960
2007,Saxony-Anhalt,Either,0.26223,31,2104,0.26040,0.26405
2007,Thuringa,Full-time,0.69537,72,2104,0.69351,0.69722
2007,Thuringa,Either,0.30463,40,2104,0.30278,0.30649
2008,Lower Saxony,Full-time,0.56348,80,1796,0.56217,0.56480
2008,Lower Saxony,Part-time,0.43652,73,1796,0.43520,0.43783
2008,North Rhine-Westphalia,Full-time,0.45835,197,1796,0.45761,0.45909
2008,North Rhine-Westphalia,Part-time,0.31173,149,1796,0.31104,0.31242
2008,North Rhine-Westphalia,Either,0.17706,68,1796,0.17650,0.17763
2008,North Rhine-Westphalia,I'm not sure yet,0.05286,37,1796,0.05253,0.05319
2008,Hesse,Full-time,0.48489,50,1796,0.48339,0.48639
2008,Hesse,Part-time,0.51511,57,1796,0.51361,0.51661
2008,"Rhineland-Palatinate, Saarland",Full-time,0.67190,63,1796,0.67034,0.67347
2008,"Rhineland-Palatinate, Saarland",Part-time,0.32810,40,1796,0.32653,0.32966
2008,Baden-Wuerttemberg,Full-time,0.46650,116,1796,0.46534,0.46766
2008,Baden-Wuerttemberg,Part-time,0.32778,78,1796,0.32668,0.32887
2008,Baden-Wuerttemberg,Either,0.20573,38,1796,0.20478,0.20667
2008,Bavaria,Full-time,0.47289,112,1796,0.47185,0.47393
2008,Bavaria,Part-time,0.41870,101,1796,0.41767,0.41972
2008,Bavaria,Either,0.10842,35,1796,0.10777,0.10907
2008,Berlin,Full-time,1.00000,51,1796,1.00000,1.00000
2008,Brandenburg,Full-time,0.65277,72,1796,0.65107,0.65447
2008,Brandenburg,Either,0.34723,35,1796,0.34553,0.34893
2008,Mecklenburg-Western Pomerania,Full-time,1.00000,41,1796,1.00000,1.00000
2008,Saxony,Full-time,0.59379,83,1796,0.59226,0.59532
2008,Saxony,Either,0.40621,49,1796,0.40468,0.40774
2008,Saxony-Anhalt,Full-time,1.00000,65,1796,1.00000,1.00000
2008,Thuringa,Full-time,0.69811,70,1796,0.69629,0.69993
2008,Thuringa,Either,0.30189,36,1796,0.30007,0.30371
2009,Lower Saxony,Full-time,0.69530,84,1601,0.69410,0.69650
2009,Lower Saxony,Part-time,0.30470,48,1601,0.30350,0.30590
2009,North Rhine-Westphalia,Full-time,0.44558,186,1601,0.44487,0.44629
2009,North Rhine-Westphalia,Part-time,0.24949,128,1601,0.24887,0.25011
2009,North Rhine-Westphalia,Either,0.22627,69,1601,0.22567,0.22687
2009,North Rhine-Westphalia,I'm not sure yet,0.07865,33,1601,0.07827,0.07904
2009,Hesse,Full-time,0.49637,51,1601,0.49487,0.49787
2009,Hesse,Part-time,0.50363,55,1601,0.50213,0.50513
2009,"Rhineland-Palatinate, Saarland",Full-time,0.62163,59,1601,0.62011,0.62314
2009,"Rhineland-Palatinate, Saarland",Part-time,0.37837,40,1601,0.37686,0.37989
2009,Baden-Wuerttemberg,Full-time,0.44913,99,1601,0.44807,0.45019
2009,Baden-Wuerttemberg,Part-time,0.36030,80,1601,0.35929,0.36132
2009,Baden-Wuerttemberg,Either,0.19057,41,1601,0.18973,0.19140
2009,Bavaria,Full-time,0.51616,115,1601,0.51508,0.51724
2009,Bavaria,Part-time,0.37150,79,1601,0.37046,0.37255
2009,Bavaria,Either,0.11234,36,1601,0.11166,0.11302
2009,Berlin,Full-time,1.00000,45,1601,1.00000,1.00000
2009,Brandenburg,Full-time,1.00000,60,1601,1.00000,1.00000
2009,Mecklenburg-Western Pomerania,Full-time,1.00000,36,1601,1.00000,1.00000
2009,Saxony,Full-time,0.56953,85,1601,0.56803,0.57104
2009,Saxony,Either,0.43047,49,1601,0.42896,0.43197
2009,Saxony-Anhalt,Full-time,1.00000,60,1601,1.00000,1.00000
2009,Thuringa,Full-time,1.00000,63,1601,1.00000,1.00000
2010,Schleswig-Holstein,Full-time,0.56589,44,4107,0.56365,0.56814
2010,Schleswig-Holstein,Part-time,0.43411,85,4107,0.43186,0.43635
2010,Hamburg,Part-time,1.00000,45,4107,1.00000,1.00000
2010,Lower Saxony,Full-time,0.47137,132,4107,0.47019,0.47255
2010,Lower Saxony,Part-time,0.32167,183,4107,0.32057,0.32277
2010,Lower Saxony,Either,0.20696,38,4107,0.20600,0.20791
2010,North Rhine-Westphalia,Full-time,0.51168,363,4107,0.51098,0.51237
2010,North Rhine-Westphalia,Part-time,0.26353,449,4107,0.26292,0.26414
2010,North Rhine-Westphalia,Either,0.17616,145,4107,0.17563,0.17669
2010,North Rhine-Westphalia,I'm not sure yet,0.04864,47,4107,0.04834,0.04893
2010,Hesse,Full-time,0.41636,92,4107,0.41505,0.41768
2010,Hesse,Part-time,0.47353,172,4107,0.47220,0.47486
2010,Hesse,Either,0.11011,37,4107,0.10927,0.11094
2010,"Rhineland-Palatinate, Saarland",Full-time,0.55055,69,4107,0.54910,0.55200
2010,"Rhineland-Palatinate, Saarland",Part-time,0.23454,95,4107,0.23330,0.23578
2010,"Rhineland-Palatinate, Saarland",Either,0.21491,40,4107,0.21371,0.21610
2010,Baden-Wuerttemberg,Full-time,0.50355,144,4107,0.50249,0.50460
2010,Baden-Wuerttemberg,Part-time,0.36474,296,4107,0.36372,0.36575
2010,Baden-Wuerttemberg,Either,0.13172,59,4107,0.13101,0.13243
2010,Bavaria,Full-time,0.42792,170,4107,0.42692,0.42891
2010,Bavaria,Part-time,0.35416,321,4107,0.35320,0.35513
2010,Bavaria,Either,0.21792,74,4107,0.21709,0.21875
2010,Berlin,Full-time,0.66129,83,4107,0.65969,0.66289
2010,Berlin,Part-time,0.33871,79,4107,0.33711,0.34031
2010,Brandenburg,Full-time,0.57709,87,4107,0.57535,0.57883
2010,Brandenburg,Part-time,0.22522,48,4107,0.22375,0.22669
2010,Brandenburg,Either,0.19769,36,4107,0.19629,0.19910
2010,Mecklenburg-Western Pomerania,Full-time,0.71267,55,4107,0.71013,0.71521
2010,Mecklenburg-Western Pomerania,Part-time,0.28733,37,4107,0.28479,0.28987
2010,Saxony,Full-time,0.56634,159,4107,0.56502,0.56766
2010,Saxony,Part-time,0.20509,97,4107,0.20401,0.20616
2010,Saxony,Either,0.22857,50,4107,0.22745,0.22969
2010,Saxony-Anhalt,Full-time,0.72162,88,4107,0.71988,0.72336
2010,Saxony-Anhalt,Part-time,0.11393,37,4107,0.11269,0.11516
2010,Saxony-Anhalt,Either,0.16445,36,4107,0.16302,0.16589
2010,Thuringa,Full-time,0.81878,81,4107,0.81711,0.82046
2010,Thuringa,Part-time,0.18122,34,4107,0.17954,0.18289
2011,Schleswig-Holstein,Full-time,0.49432,65,3974,0.49240,0.49623
2011,Schleswig-Holstein,Part-time,0.50568,92,3974,0.50377,0.50760
2011,Lower Saxony,Full-time,0.51639,142,3974,0.51514,0.51763
2011,Lower Saxony,Part-time,0.35089,182,3974,0.34970,0.35208
2011,Lower Saxony,Either,0.13272,35,3974,0.13187,0.13357
2011,North Rhine-Westphalia,Full-time,0.52120,370,3974,0.52045,0.52194
2011,North Rhine-Westphalia,Part-time,0.26619,399,3974,0.26554,0.26685
2011,North Rhine-Westphalia,Either,0.15292,118,3974,0.15239,0.15345
2011,North Rhine-Westphalia,I'm not sure yet,0.05969,37,3974,0.05934,0.06004
2011,Hesse,Full-time,0.48247,110,3974,0.48118,0.48376
2011,Hesse,Part-time,0.35855,141,3974,0.35731,0.35979
2011,Hesse,Either,0.15898,36,3974,0.15803,0.15992
2011,"Rhineland-Palatinate, Saarland",Full-time,0.53908,77,3974,0.53762,0.54053
2011,"Rhineland-Palatinate, Saarland",Part-time,0.34358,91,3974,0.34220,0.34497
2011,"Rhineland-Palatinate, Saarland",Either,0.11734,31,3974,0.11640,0.11828
2011,Baden-Wuerttemberg,Full-time,0.50212,182,3974,0.50104,0.50321
2011,Baden-Wuerttemberg,Part-time,0.35513,240,3974,0.35409,0.35617
2011,Baden-Wuerttemberg,Either,0.14274,74,3974,0.14198,0.14350
2011,Bavaria,Full-time,0.38864,178,3974,0.38758,0.38971
2011,Bavaria,Part-time,0.37929,276,3974,0.37823,0.38035
2011,Bavaria,Either,0.15194,75,3974,0.15116,0.15273
2011,Bavaria,I'm not sure yet,0.08012,35,3974,0.07953,0.08072
2011,Berlin,Full-time,0.55442,76,3974,0.55270,0.55615
2011,Berlin,Part-time,0.44558,74,3974,0.44385,0.44730
2011,Brandenburg,Full-time,0.52500,80,3974,0.52300,0.52700
2011,Brandenburg,Part-time,0.26278,54,3974,0.26102,0.26454
2011,Brandenburg,Either,0.21222,37,3974,0.21058,0.21385
2011,Mecklenburg-Western Pomerania,Full-time,0.74190,57,3974,0.73961,0.74419
2011,Mecklenburg-Western Pomerania,Part-time,0.25810,32,3974,0.25581,0.26039
2011,Saxony,Full-time,0.58946,145,3974,0.58803,0.59088
2011,Saxony,Part-time,0.17706,89,3974,0.17595,0.17816
2011,Saxony,Either,0.23349,62,3974,0.23226,0.23472
2011,Saxony-Anhalt,Full-time,0.63336,90,3974,0.63118,0.63554
2011,Saxony-Anhalt,Part-time,0.16464,49,3974,0.16296,0.16632
2011,Saxony-Anhalt,Either,0.20200,32,3974,0.20019,0.20382
2011,Thuringa,Full-time,0.84473,79,3974,0.84306,0.84641
2011,Thuringa,Part-time,0.15527,32,3974,0.15359,0.15694
2012,Schleswig-Holstein,Full-time,0.59888,71,3627,0.59694,0.60082
2012,Schleswig-Holstein,Part-time,0.40112,68,3627,0.39918,0.40306
2012,Lower Saxony,Full-time,0.51204,127,3627,0.51079,0.51330
2012,Lower Saxony,Part-time,0.36204,154,3627,0.36084,0.36325
2012,Lower Saxony,Either,0.12591,33,3627,0.12508,0.12674
2012,North Rhine-Westphalia,Full-time,0.51086,361,3627,0.51012,0.51160
2012,North Rhine-Westphalia,Part-time,0.30183,362,3627,0.30115,0.30251
2012,North Rhine-Westphalia,Either,0.12623,85,3627,0.12574,0.12672
2012,North Rhine-Westphalia,I'm not sure yet,0.06108,49,3627,0.06073,0.06144
2012,Hesse,Full-time,0.34624,85,3627,0.34494,0.34755
2012,Hesse,Part-time,0.48392,150,3627,0.48256,0.48529
2012,Hesse,Either,0.16983,37,3627,0.16881,0.17086
2012,"Rhineland-Palatinate, Saarland",Full-time,0.43579,67,3627,0.43430,0.43729
2012,"Rhineland-Palatinate, Saarland",Part-time,0.32254,91,3627,0.32113,0.32395
2012,"Rhineland-Palatinate, Saarland",Either,0.24167,36,3627,0.24038,0.24296
2012,Baden-Wuerttemberg,Full-time,0.47417,154,3627,0.47310,0.47524
2012,Baden-Wuerttemberg,Part-time,0.41929,213,3627,0.41823,0.42035
2012,Baden-Wuerttemberg,Either,0.10654,38,3627,0.10588,0.10720
2012,Bavaria,Full-time,0.42243,175,3627,0.42141,0.42344
2012,Bavaria,Part-time,0.32377,251,3627,0.32281,0.32473
2012,Bavaria,Either,0.10901,47,3627,0.10837,0.10965
2012,Bavaria,I'm not sure yet,0.14480,44,3627,0.14407,0.14552
2012,Berlin,Full-time,0.59256,78,3627,0.59096,0.59417
2012,Berlin,Part-time,0.40744,71,3627,0.40583,0.40904
2012,Brandenburg,Full-time,0.57938,92,3627,0.57745,0.58131
2012,Brandenburg,Part-time,0.14137,37,3627,0.14001,0.14273
2012,Brandenburg,Either,0.27926,32,3627,0.27750,0.28101
2012,Mecklenburg-Western Pomerania,Full-time,0.72048,44,3627,0.71779,0.72316
2012,Mecklenburg-Western Pomerania,Part-time,0.27952,32,3627,0.27684,0.28221
2012,Saxony,Full-time,0.52951,124,3627,0.52808,0.53094
2012,Saxony,Part-time,0.20314,78,3627,0.20199,0.20429
2012,Saxony,Either,0.26735,61,3627,0.26609,0.26862
2012,Saxony-Anhalt,Full-time,0.67771,93,3627,0.67583,0.67959
2012,Saxony-Anhalt,Part-time,0.14942,36,3627,0.14799,0.15085
2012,Saxony-Anhalt,Either,0.17287,33,3627,0.17135,0.17439
2012,Thuringa,Full-time,0.71499,75,3627,0.71295,0.71703
2012,Thuringa,Part-time,0.28501,43,3627,0.28297,0.28705
2013,Schleswig-Holstein,Full-time,0.48331,79,4496,0.48152,0.48510
2013,Schleswig-Holstein,Part-time,0.32466,84,4496,0.32299,0.32634
2013,Schleswig-Holstein,Either,0.19202,40,4496,0.19061,0.19343
2013,Lower Saxony,Full-time,0.54166,199,4496,0.54050,0.54283
2013,Lower Saxony,Part-time,0.32409,170,4496,0.32300,0.32519
2013,Lower Saxony,Either,0.13424,55,4496,0.13345,0.13504
2013,Bremen,Full-time,1.00000,32,4496,1.00000,1.00000
2013,North Rhine-Westphalia,Full-time,0.50028,511,4496,0.49956,0.50101
2013,North Rhine-Westphalia,Part-time,0.28373,431,4496,0.28307,0.28438
2013,North Rhine-Westphalia,Either,0.12662,124,4496,0.12614,0.12711
2013,North Rhine-Westphalia,I'm not sure yet,0.08936,65,4496,0.08895,0.08978
2013,Hesse,Full-time,0.39605,128,4496,0.39471,0.39740
2013,Hesse,Part-time,0.42521,155,4496,0.42385,0.42657
2013,Hesse,Either,0.17874,47,4496,0.17768,0.17979
2013,"Rhineland-Palatinate, Saarland",Full-time,0.42015,85,4496,0.41864,0.42165
2013,"Rhineland-Palatinate, Saarland",Part-time,0.31424,95,4496,0.31283,0.31566
2013,"Rhineland-Palatinate, Saarland",Either,0.26561,41,4496,0.26426,0.26695
2013,Baden-Wuerttemberg,Full-time,0.53087,220,4496,0.52983,0.53191
2013,Baden-Wuerttemberg,Part-time,0.36655,264,4496,0.36555,0.36756
2013,Baden-Wuerttemberg,Either,0.10258,57,4496,0.10195,0.10321
2013,Bavaria,Full-time,0.45437,263,4496,0.45343,0.45531
2013,Bavaria,Part-time,0.36478,271,4496,0.36388,0.36569
2013,Bavaria,Either,0.09867,66,4496,0.09811,0.09924
2013,Bavaria,I'm not sure yet,0.08217,51,4496,0.08166,0.08269
2013,Berlin,Full-time,0.47767,96,4496,0.47616,0.47917
2013,Berlin,Part-time,0.37486,84,4496,0.37341,0.37632
2013,Berlin,Either,0.14747,41,4496,0.14640,0.14854
2013,Brandenburg,Full-time,0.47795,77,4496,0.47590,0.48000
2013,Brandenburg,Part-time,0.24811,45,4496,0.24634,0.24988
2013,Brandenburg,Either,0.27394,42,4496,0.27211,0.27577
2013,Mecklenburg-Western Pomerania,Full-time,0.65384,38,4496,0.65094,0.65673
2013,Mecklenburg-Western Pomerania,Part-time,0.34616,32,4496,0.34327,0.34906
2013,Saxony,Full-time,0.49218,100,4496,0.49058,0.49378
2013,Saxony,Part-time,0.17873,67,4496,0.17750,0.17995
2013,Saxony,Either,0.32909,60,4496,0.32759,0.33060
2013,Saxony-Anhalt,Full-time,0.62914,100,4496,0.62720,0.63107
2013,Saxony-Anhalt,Part-time,0.20861,44,4496,0.20698,0.21024
2013,Saxony-Anhalt,Either,0.16225,36,4496,0.16078,0.16373
2013,Thuringa,Full-time,0.65878,59,4496,0.65630,0.66126
2013,Thuringa,Part-time,0.34122,42,4496,0.33874,0.34370
2014,Schleswig-Holstein,Full-time,0.48578,60,3570,0.48378,0.48779
2014,Schleswig-Holstein,Part-time,0.27791,51,3570,0.27611,0.27970
2014,Schleswig-Holstein,Either,0.23631,31,3570,0.23461,0.23802
2014,Lower Saxony,Full-time,0.43797,155,3570,0.43680,0.43914
2014,Lower Saxony,Part-time,0.39778,152,3570,0.39663,0.39894
2014,Lower Saxony,Either,0.16424,68,3570,0.16337,0.16512
2014,North Rhine-Westphalia,Full-time,0.47129,374,3570,0.47055,0.47202
2014,North Rhine-Westphalia,Part-time,0.34202,387,3570,0.34132,0.34272
2014,North Rhine-Westphalia,Either,0.10941,85,3570,0.10895,0.10987
2014,North Rhine-Westphalia,I'm not sure yet,0.07729,59,3570,0.07689,0.07768
2014,Hesse,Full-time,0.45220,90,3570,0.45090,0.45350
2014,Hesse,Part-time,0.37500,118,3570,0.37373,0.37626
2014,Hesse,Either,0.17280,43,3570,0.17182,0.17379
2014,"Rhineland-Palatinate, Saarland",Full-time,0.48394,94,3570,0.48250,0.48538
2014,"Rhineland-Palatinate, Saarland",Part-time,0.33671,78,3570,0.33535,0.33807
2014,"Rhineland-Palatinate, Saarland",Either,0.17935,36,3570,0.17824,0.18046
2014,Baden-Wuerttemberg,Full-time,0.47327,179,3570,0.47225,0.47429
2014,Baden-Wuerttemberg,Part-time,0.43086,219,3570,0.42985,0.43187
2014,Baden-Wuerttemberg,Either,0.09587,40,3570,0.09527,0.09648
2014,Bavaria,Full-time,0.39971,196,3570,0.39873,0.40068
2014,Bavaria,Part-time,0.37673,221,3570,0.37576,0.37770
2014,Bavaria,Either,0.14086,65,3570,0.14016,0.14155
2014,Bavaria,I'm not sure yet,0.08271,40,3570,0.08216,0.08326
2014,Berlin,Full-time,0.56250,69,3570,0.56082,0.56418
