"year","alter_gr","regtyp","mean","median","n","lower_confidence","upper_confidence"
"2017","35-65 J.","Laendlicher Raum","7.77","7.5","5510","7.72","7.82"
"2017","35-65 J.","Staedtischer Raum","7.74","7.5","9737","7.7","7.78"
"2017","66 und älter","Laendlicher Raum","7.92","7.5","1820","7.84","8"
"2017","66 und älter","Staedtischer Raum","7.9","7.5","3029","7.84","7.96"
"2018","16-34 J.","Laendlicher Raum","7.85","7.5","1847","7.76","7.94"
"2018","16-34 J.","Staedtischer Raum","8.01","7.5","4022","7.95","8.07"
"2018","35-65 J.","Laendlicher Raum","7.74","7.5","5242","7.69","7.79"
"2018","35-65 J.","Staedtischer Raum","7.74","7.5","9292","7.7","7.78"
"2018","66 und älter","Laendlicher Raum","7.91","7.5","1807","7.83","7.99"
"2018","66 und älter","Staedtischer Raum","7.93","7.5","3080","7.86","8"
"2019","16-34 J.","Laendlicher Raum","7.95","7.5","1619","7.86","8.04"
"2019","16-34 J.","Staedtischer Raum","8.1","7.5","3560","8.04","8.16"
"2019","35-65 J.","Laendlicher Raum","7.78","7.5","5281","7.73","7.83"
"2019","35-65 J.","Staedtischer Raum","7.82","7.5","9434","7.78","7.86"
"2019","66 und älter","Laendlicher Raum","7.84","7.5","1859","7.76","7.92"
"2019","66 und älter","Staedtischer Raum","7.87","7.5","3167","7.8","7.94"
"2020","16-34 J.","Laendlicher Raum","7.82","7.5","1787","7.73","7.91"
"2020","16-34 J.","Staedtischer Raum","7.88","7.5","4357","7.82","7.94"
"2020","35-65 J.","Laendlicher Raum","7.7","7.5","5008","7.65","7.75"
"2020","35-65 J.","Staedtischer Raum","7.68","7.5","9325","7.64","7.72"
"2020","66 und älter","Laendlicher Raum","7.81","7.5","1795","7.73","7.89"
"2020","66 und älter","Staedtischer Raum","7.87","7.5","3033","7.8","7.94"
