year,quintil_oecd,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2008,4. Quintil,West,7.762919280732349,7.732318485702024,7.7935200757626735,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4031.0
2008,4. Quintil,East,7.613995072656525,7.562279742949669,7.6657104023633815,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1336.0
2008,5. Quintil,West,7.8307294701677,7.804250666118401,7.857208274216999,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4842.0
2008,5. Quintil,East,7.729779862905879,7.658908098990909,7.800651626820849,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,740.0
2009,2. Quintil,West,7.286941868460323,7.2345070145229515,7.339376722397694,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1835.0
2009,2. Quintil,East,7.227057247092463,7.1549662055284955,7.299148288656431,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,910.0
2009,3. Quintil,West,7.672262003346017,7.636417204144815,7.708106802547219,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3097.0
2009,3. Quintil,East,7.678443401817892,7.629515938508115,7.72737086512767,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1554.0
2009,4. Quintil,West,7.728131899376241,7.696267964284849,7.759995834467634,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3741.0
2009,4. Quintil,East,7.582598874808442,7.52887511249434,7.636322637122543,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1333.0
2009,5. Quintil,West,7.801424763985778,7.774418752833983,7.828430775137572,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4720.0
2009,5. Quintil,East,7.688939670845971,7.613441753159566,7.764437588532377,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,697.0
2010,2. Quintil,West,7.347345280177284,7.3063156945526275,7.38837486580194,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,3076.0
2010,2. Quintil,East,7.226088043390793,7.162091027968585,7.290085058813001,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1314.0
2010,3. Quintil,West,7.803981846379286,7.775733951996206,7.832229740762366,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4937.0
2010,3. Quintil,East,7.5667940976520205,7.518593318949354,7.614994876354687,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1802.0
2010,4. Quintil,West,7.8202084355498345,7.792340007307714,7.848076863791955,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4752.0
2010,4. Quintil,East,7.548327300909615,7.498808645771202,7.597845956048028,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1479.0
2010,5. Quintil,West,7.797248777600199,7.772701192082715,7.8217963631176834,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5616.0
2010,5. Quintil,East,7.611768500367056,7.542363045632898,7.6811739551012135,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,831.0
2011,2. Quintil,West,7.340544442924594,7.298233549843761,7.382855336005427,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,3005.0
2011,2. Quintil,East,7.144253037386621,7.085220776751594,7.2032852980216475,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1338.0
2011,3. Quintil,West,7.813634947864596,7.78661056676736,7.8406593289618325,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5154.0
2011,3. Quintil,East,7.7148938295341445,7.6703016450922235,7.7594860139760655,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1818.0
2011,4. Quintil,West,7.951082769626604,7.926869117208054,7.975296422045154,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5365.0
2011,4. Quintil,East,7.643615577697189,7.597683685622644,7.6895474697717345,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1592.0
2011,5. Quintil,West,7.883579370254739,7.860701604263606,7.906457136245872,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,6282.0
2011,5. Quintil,East,7.789360746580824,7.728003882084874,7.8507176110767745,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,988.0
2012,1. Quintil,West,,,,,,,,,,,,
2012,2. Quintil,West,7.476407619616342,7.434225388979753,7.518589850252932,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2704.0
2012,2. Quintil,East,7.2374138868566105,7.176457804959101,7.29836996875412,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1235.0
2012,3. Quintil,West,7.803410755505447,7.77575935050557,7.831062160505324,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5035.0
2012,3. Quintil,East,7.682579734938198,7.638623307998335,7.726536161878061,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1817.0
2012,4. Quintil,West,7.97252952153278,7.948558988282958,7.996500054782603,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5621.0
2012,4. Quintil,East,7.894683864712356,7.851237342113541,7.93813038731117,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1688.0
2012,5. Quintil,West,7.9996429515551775,7.978845054361028,8.020440848749326,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,6849.0
2012,5. Quintil,East,7.690436565344833,7.633733274736141,7.747139855953526,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1136.0
2013,1. Quintil,West,,,,,,,,,,,,
2013,2. Quintil,West,7.222858340144471,7.176631847246176,7.269084833042767,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2363.0
2013,2. Quintil,East,7.0061931981898,6.9335777023611325,7.078808694018468,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,1066.0
2013,3. Quintil,West,7.854573106020756,7.825740209450132,7.88340600259138,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4574.0
2013,3. Quintil,East,7.620645638785102,7.57005052131797,7.671240756252233,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1657.0
2013,4. Quintil,West,7.956468315501599,7.932755108580137,7.980181522423061,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5624.0
2013,4. Quintil,East,7.877767628549832,7.8373951254004695,7.918140131699195,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1758.0
2013,5. Quintil,West,7.98379450675794,7.962930422441264,8.004658591074616,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7017.0
2013,5. Quintil,East,7.798035121646155,7.743146913425929,7.852923329866381,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1167.0
2014,2. Quintil,West,7.431828900858134,7.392432837985574,7.471224963730695,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2912.0
2014,2. Quintil,East,7.335454841720144,7.2642686444374105,7.406641039002877,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,946.0
2014,3. Quintil,West,7.936441149919499,7.909370773583391,7.9635115262556075,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4853.0
2014,3. Quintil,East,7.571531147162705,7.52447670205698,7.618585592268431,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1641.0
2014,4. Quintil,West,7.888836274659792,7.86496022130233,7.912712328017254,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5951.0
2014,4. Quintil,East,7.891414387088491,7.849958782436182,7.932869991740801,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1704.0
2014,5. Quintil,West,7.973315536896977,7.953559481668011,7.993071592125943,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7530.0
2014,5. Quintil,East,7.768006987740479,7.720415205132571,7.815598770348387,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1232.0
2015,2. Quintil,West,7.306997077872355,7.261226289901558,7.352767865843152,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2408.0
2015,2. Quintil,East,7.21872214007685,7.145175293970961,7.292268986182739,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,845.0
2015,3. Quintil,West,7.87240526162194,7.842336235129104,7.902474288114775,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4122.0
2015,3. Quintil,East,7.4668773990120885,7.413265042135601,7.520489755888576,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1346.0
2015,4. Quintil,West,7.8852043010832915,7.860564273917748,7.909844328248835,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5520.0
2015,4. Quintil,East,7.662698106492264,7.618101686418175,7.707294526566352,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1697.0
2015,5. Quintil,West,7.967787997937387,7.947991219588771,7.9875847762860035,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7514.0
2015,5. Quintil,East,7.802271250219297,7.7520445166798275,7.8524979837587665,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1300.0
2016,2. Quintil,West,7.481004210258746,7.434570786347951,7.527437634169541,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2150.0
2016,2. Quintil,East,7.305167281142451,7.233993055552348,7.376341506732553,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,783.0
2016,3. Quintil,West,7.76887822285686,7.738083990511322,7.799672455202398,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3868.0
2016,3. Quintil,East,7.488483910527676,7.4323281749893555,7.544639646065996,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1192.0
2016,4. Quintil,West,7.940060873100471,7.915593487882678,7.964528258318264,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5199.0
2016,4. Quintil,East,7.888645383604751,7.84586582723437,7.931424939975132,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1635.0
2016,5. Quintil,West,7.972004751031044,7.952200149640782,7.991809352421305,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7695.0
2016,5. Quintil,East,7.797934779769076,7.749910584815137,7.845958974723015,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1354.0
2017,2. Quintil,West,7.484987969909851,7.436734433770367,7.533241506049336,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2039.0
2017,2. Quintil,East,7.296308697726785,7.217937794278464,7.374679601175105,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,748.0
2017,3. Quintil,West,7.7956690112113645,7.763882364716204,7.827455657706525,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3690.0
2017,3. Quintil,East,7.5459892001702835,7.496434887563775,7.595543512776792,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1297.0
2017,4. Quintil,West,7.951583283858088,7.927881926714443,7.975284641001734,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5688.0
2017,4. Quintil,East,7.672232448017602,7.630280374796122,7.714184521239082,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1813.0
2017,5. Quintil,West,7.968367880176488,7.950488076606254,7.986247683746722,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,9171.0
2017,5. Quintil,East,7.785411211806567,7.742127365642777,7.828695057970356,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1674.0
2018,2. Quintil,West,7.461323135519206,7.4087439457662665,7.513902325272145,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1843.0
2018,2. Quintil,East,7.220279447176036,7.141948933094684,7.298609961257388,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,724.0
2018,3. Quintil,West,7.801744983574475,7.767338326213121,7.83615164093583,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3248.0
2018,3. Quintil,East,7.307998306828846,7.248051329375336,7.3679452842823565,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1122.0
2018,4. Quintil,West,7.87384436593943,7.849130557324817,7.898558174554043,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5483.0
2018,4. Quintil,East,7.748711322870053,7.708568331848625,7.7888543138914805,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1803.0
2018,5. Quintil,West,7.966395197444673,7.948883535376774,7.983906859512572,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,9294.0
2018,5. Quintil,East,7.892627328845029,7.852893155268711,7.9323615024213465,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1773.0
2019,2. Quintil,West,7.586292818426841,7.52929147073319,7.6432941661204925,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1465.0
2019,2. Quintil,East,6.990838177227083,6.9022503851739305,7.079425969280235,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,590.0
2019,3. Quintil,West,7.76161930454034,7.724439021434101,7.798799587646579,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2862.0
2019,3. Quintil,East,7.443126196267632,7.3755564417113835,7.51069595082388,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,910.0
2019,4. Quintil,West,7.9218761902916786,7.896021046740732,7.947731333842625,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4802.0
2019,4. Quintil,East,7.759300561972962,7.714039706705872,7.804561417240052,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1677.0
2019,5. Quintil,West,7.981258144101212,7.964369730375401,7.998146557827024,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,10692.0
2019,5. Quintil,East,7.977062375694824,7.9431393531291095,8.010985398260537,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2301.0
2020,2. Quintil,West,7.518557911350174,7.462857295130715,7.574258527569634,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1471.0
2020,2. Quintil,East,6.94997595530248,6.850915468355508,7.049036442249452,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,501.0
2020,3. Quintil,West,7.556988530869541,7.515843134494379,7.598133927244703,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2758.0
2020,3. Quintil,East,7.286629328881498,7.218380141363971,7.354878516399024,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,860.0
2020,4. Quintil,West,7.743840819103735,7.717658077307352,7.770023560900118,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4878.0
2020,4. Quintil,East,7.724210268727394,7.6785735744263315,7.769846963028457,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1508.0
2020,5. Quintil,West,7.894662032635934,7.877809766923749,7.91151429834812,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,10839.0
2020,5. Quintil,East,7.897348727394437,7.862809533445117,7.931887921343757,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2387.0
2021,2. Quintil,West,7.479453048224669,7.403349979902803,7.555556116546535,6.0,8.0,10.0,0.0,10.0,8.0,8.0,8.0,863.0
2021,2. Quintil,East,7.290899586255271,7.168782707891006,7.413016464619536,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,290.0
2021,3. Quintil,West,7.816746691813467,7.769097335939906,7.864396047687029,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1552.0
2021,3. Quintil,East,7.2449147946166805,7.158370559475519,7.331459029757842,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,502.0
2021,4. Quintil,West,7.889167429349473,7.856931693719002,7.921403164979944,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2828.0
2021,4. Quintil,East,7.714615082184635,7.658113470776433,7.7711166935928375,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,997.0
2021,5. Quintil,West,8.00128966867896,7.9829993727573365,8.019579964600583,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,8156.0
2021,5. Quintil,East,8.150429924250869,8.114203381900154,8.186656466601583,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0,1799.0
