"year","alter_gr","sex","mean","median","n","lower_confidence","upper_confidence"
"2006","16-34 J.","männlich","7.47","7.5","2360","7.39","7.55"
"2006","16-34 J.","weiblich","7.62","7.5","2653","7.54","7.7"
"2006","35-65 J.","männlich","7.48","7.5","5876","7.43","7.53"
"2006","35-65 J.","weiblich","7.57","7.5","6386","7.52","7.62"
"2006","66 und älter","männlich","7.91","7.5","2055","7.83","7.99"
"2006","66 und älter","weiblich","7.53","7.5","2265","7.44","7.62"
"2007","16-34 J.","männlich","7.42","7.5","2171","7.34","7.5"
"2007","16-34 J.","weiblich","7.61","7.5","2428","7.54","7.68"
"2007","35-65 J.","männlich","7.46","7.5","5439","7.41","7.51"
"2007","35-65 J.","weiblich","7.47","7.5","5893","7.42","7.52"
"2007","66 und älter","männlich","7.96","7.5","2001","7.88","8.04"
"2007","66 und älter","weiblich","7.65","7.5","2227","7.56","7.74"
"2008","16-34 J.","männlich","7.6","7.5","2042","7.52","7.68"
"2008","16-34 J.","weiblich","7.7","7.5","2265","7.62","7.78"
"2008","35-65 J.","männlich","7.52","7.5","5076","7.46","7.58"
"2008","35-65 J.","weiblich","7.63","7.5","5548","7.58","7.68"
"2008","66 und älter","männlich","8","7.5","2012","7.92","8.08"
"2008","66 und älter","weiblich","7.74","7.5","2216","7.65","7.83"
"2009","16-34 J.","männlich","7.5","7.5","1880","7.42","7.58"
"2009","16-34 J.","weiblich","7.85","7.5","2053","7.77","7.93"
"2009","35-65 J.","männlich","7.44","7.5","4688","7.38","7.5"
"2009","35-65 J.","weiblich","7.59","7.5","5154","7.54","7.64"
"2009","66 und älter","männlich","7.99","7.5","1960","7.91","8.07"
"2009","66 und älter","weiblich","7.77","7.5","2152","7.68","7.86"
"2010","16-34 J.","männlich","7.62","7.5","2746","7.55","7.69"
"2010","16-34 J.","weiblich","7.88","7.5","3778","7.82","7.94"
"2010","35-65 J.","männlich","7.53","7.5","6189","7.48","7.58"
"2010","35-65 J.","weiblich","7.66","7.5","7126","7.61","7.71"
"2010","66 und älter","männlich","8.06","7.5","1898","7.98","8.14"
"2010","66 und älter","weiblich","7.69","7.5","2070","7.6","7.78"
"2011","16-34 J.","männlich","7.8","7.5","2630","7.73","7.87"
"2011","16-34 J.","weiblich","7.97","7.5","3616","7.91","8.03"
"2011","35-65 J.","männlich","7.64","7.5","6786","7.6","7.68"
"2011","35-65 J.","weiblich","7.67","7.5","8156","7.63","7.71"
"2011","66 und älter","männlich","8.08","7.5","2099","8","8.16"
"2011","66 und älter","weiblich","7.74","7.5","2255","7.66","7.82"
"2012","16-34 J.","männlich","7.89","7.5","2609","7.82","7.96"
"2012","16-34 J.","weiblich","7.97","7.5","3393","7.91","8.03"
"2012","35-65 J.","männlich","7.75","7.5","6884","7.71","7.79"
"2012","35-65 J.","weiblich","7.76","7.5","8430","7.72","7.8"
"2012","66 und älter","männlich","8.12","7.5","2325","8.05","8.19"
"2012","66 und älter","weiblich","7.81","7.5","2444","7.73","7.89"
"2013","16-34 J.","männlich","7.86","7.5","2426","7.79","7.93"
"2013","16-34 J.","weiblich","7.97","7.5","3139","7.91","8.03"
"2013","35-65 J.","männlich","7.7","7.5","6638","7.66","7.74"
"2013","35-65 J.","weiblich","7.71","7.5","8194","7.67","7.75"
"2013","66 und älter","männlich","8.12","7.5","2341","8.05","8.19"
"2013","66 und älter","weiblich","7.86","7.5","2488","7.78","7.94"
"2014","16-34 J.","männlich","8.04","7.5","2924","7.98","8.1"
"2014","16-34 J.","weiblich","7.99","7.5","3536","7.93","8.05"
"2014","35-65 J.","männlich","7.68","7.5","6978","7.64","7.72"
"2014","35-65 J.","weiblich","7.72","7.5","8500","7.68","7.76"
"2014","66 und älter","männlich","8.05","7.5","2369","7.98","8.12"
"2014","66 und älter","weiblich","7.92","7.5","2462","7.85","7.99"
"2015","16-34 J.","männlich","7.95","7.5","2576","7.88","8.02"
"2015","16-34 J.","weiblich","7.94","7.5","3075","7.88","8"
"2015","35-65 J.","männlich","7.69","7.5","6405","7.65","7.73"
"2015","35-65 J.","weiblich","7.72","7.5","7917","7.68","7.76"
"2015","66 und älter","männlich","8","7.5","2338","7.93","8.07"
"2015","66 und älter","weiblich","7.78","7.5","2441","7.7","7.86"
