"year","bildungsniveau","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2006","(Fach-)Abitur","1 Einkommensschwächstes Quintil","7.06","7.5","436","3","6","9","10","10","6.86","7.26","0","10","8","8"
"2006","(Fach-)Abitur","2","7.56","7.5","475","5","7","9","10","10","7.39","7.73","0","10","8","8"
"2006","(Fach-)Abitur","3","7.48","7.5","466","5","7","9","10","10","7.31","7.65","0","10","8","8"
"2006","(Fach-)Abitur","4","7.56","7.5","523","5","6","9","10","10","7.39","7.73","0","10","8","8"
"2006","(Fach-)Abitur","5 Einkommensstärkstes Quintil","7.73","7.5","521","5","7","9","10","10","7.58","7.88","0","10","8","8"
"2006","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","7.35","7.5","217","5","6","9","10","10","7.07","7.63","0","10","7","8"
"2006","(noch) kein Abschluss","2","7.62","7.5","147","5","7","9","10","10","7.27","7.97","0","10","8","8"
"2006","(noch) kein Abschluss","3","7.22","7.5","94","3","6","9","10","10","6.8","7.64","1","10","8","8"
"2006","(noch) kein Abschluss","4","7.99","7.5","95","5","8","9","10","10","7.68","8.3","3","10","8","8"
"2006","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","7.72","7.5","88","4","7","9","10","10","7.34","8.1","2","10","8","9"
"2006","AkademikerIn","1 Einkommensschwächstes Quintil","6.82","6.5","323","3","5","9","10","10","6.58","7.06","0","10","7","8"
"2006","AkademikerIn","2","7.74","7.5","486","5","7","9","10","10","7.57","7.91","0","10","8","8"
"2006","AkademikerIn","3","7.43","7.5","691","5","6","9","10","10","7.28","7.58","0","10","8","8"
"2006","AkademikerIn","4","7.64","7.5","1083","5","7","9","10","10","7.53","7.75","0","10","8","8"
"2006","AkademikerIn","5 Einkommensstärkstes Quintil","7.68","7.5","1933","5","7","9","10","10","7.6","7.76","0","10","8","8"
"2006","Hauptschule","1 Einkommensschwächstes Quintil","7.26","7.5","2009","4","6","9","10","10","7.16","7.36","0","10","8","8"
"2006","Hauptschule","2","7.69","7.5","2344","5","7","9","10","10","7.61","7.77","0","10","8","8"
"2006","Hauptschule","3","7.64","7.5","1611","5","7","9","10","10","7.54","7.74","0","10","8","8"
"2006","Hauptschule","4","7.84","7.5","1370","5","7","9","10","10","7.74","7.94","0","10","8","8"
"2006","Hauptschule","5 Einkommensstärkstes Quintil","8.03","7.5","616","5","7","9","10","10","7.89","8.17","0","10","8","8"
"2006","Realschule","1 Einkommensschwächstes Quintil","7.14","7.5","1044","4","5","9","10","10","7","7.28","0","10","8","8"
"2006","Realschule","2","7.74","7.5","1277","5","7","9","10","10","7.64","7.84","0","10","8","8"
"2006","Realschule","3","7.67","7.5","1191","5","7","9","10","10","7.57","7.77","0","10","8","8"
"2006","Realschule","4","7.71","7.5","1211","5","7","9","10","10","7.61","7.81","0","10","8","8"
"2006","Realschule","5 Einkommensstärkstes Quintil","7.65","7.5","927","5","7","9","10","10","7.53","7.77","0","10","8","8"
"2007","(Fach-)Abitur","1 Einkommensschwächstes Quintil","6.77","6.5","387","3","5","8","10","10","6.55","6.99","0","10","7","8"
"2007","(Fach-)Abitur","2","7.27","7.5","453","4","6","9","10","10","7.08","7.46","0","10","8","8"
"2007","(Fach-)Abitur","3","7.56","7.5","445","5","7","9","10","10","7.38","7.74","0","10","8","8"
"2007","(Fach-)Abitur","4","7.58","7.5","524","5","7","9","10","10","7.42","7.74","0","10","8","8"
"2007","(Fach-)Abitur","5 Einkommensstärkstes Quintil","7.52","7.5","508","5","7","9","10","10","7.36","7.68","0","10","8","8"
"2007","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","7.14","7.5","182","4","6","9","10","10","6.82","7.46","0","10","7","8"
"2007","(noch) kein Abschluss","2","7.35","7.5","134","3","7","9","10","10","6.97","7.73","0","10","8","8"
"2007","(noch) kein Abschluss","3","7.48","7.5","84","5","7","9","10","10","7.12","7.84","3","10","8","8"
