"year","age_gr","bildungsniveau","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2006","17-34","(Fach-)Abitur","7.53","7.5","1166","7.42","7.64"
"2006","17-34","(noch) kein Abschluss","7.5","7.5","424","7.32","7.68"
"2006","17-34","AkademikerIn","7.65","7.5","565","7.5","7.8"
"2006","17-34","Hauptschule","7.42","7.5","972","7.29","7.55"
"2006","17-34","Realschule","7.68","7.5","1531","7.58","7.78"
"2006","35-65","(Fach-)Abitur","7.32","7.5","1070","7.2","7.44"
"2006","35-65","(noch) kein Abschluss","7.23","7.5","137","6.89","7.57"
"2006","35-65","AkademikerIn","7.41","7.5","3172","7.34","7.48"
"2006","35-65","Hauptschule","7.63","7.5","4228","7.57","7.69"
"2006","35-65","Realschule","7.54","7.5","3612","7.48","7.6"
"2006","66 +","(Fach-)Abitur","7.84","7.5","185","7.56","8.12"
"2006","66 +","(noch) kein Abschluss","7.94","7.5","80","7.45","8.43"
"2006","66 +","AkademikerIn","7.93","7.5","779","7.8","8.06"
"2006","66 +","Hauptschule","7.64","7.5","2750","7.56","7.72"
"2006","66 +","Realschule","7.62","7.5","507","7.44","7.8"
"2007","17-34","(Fach-)Abitur","7.35","7.5","1111","7.24","7.46"
"2007","17-34","(noch) kein Abschluss","7.5","7.5","370","7.32","7.68"
"2007","17-34","AkademikerIn","7.72","7.5","542","7.57","7.87"
"2007","17-34","Hauptschule","7.6","7.5","830","7.46","7.74"
"2007","17-34","Realschule","7.54","7.5","1356","7.44","7.64"
"2007","35-65","(Fach-)Abitur","7.23","7.5","1017","7.1","7.36"
"2007","35-65","(noch) kein Abschluss","6.77","6.5","110","6.32","7.22"
"2007","35-65","AkademikerIn","7.44","7.5","2997","7.37","7.51"
"2007","35-65","Hauptschule","7.54","7.5","3736","7.48","7.6"
"2007","35-65","Realschule","7.49","7.5","3432","7.43","7.55"
"2007","66 +","(Fach-)Abitur","7.68","7.5","189","7.39","7.97"
"2007","66 +","(noch) kein Abschluss","7.76","7.5","64","7.2","8.32"
"2007","66 +","AkademikerIn","7.96","7.5","795","7.83","8.09"
"2007","66 +","Hauptschule","7.72","7.5","2634","7.64","7.8"
"2007","66 +","Realschule","7.98","7.5","531","7.82","8.14"
"2008","17-34","(Fach-)Abitur","7.51","7.5","992","7.39","7.63"
"2008","17-34","(noch) kein Abschluss","7.64","7.5","385","7.46","7.82"
"2008","17-34","AkademikerIn","7.58","7.5","522","7.42","7.74"
"2008","17-34","Hauptschule","7.79","7.5","722","7.64","7.94"
"2008","17-34","Realschule","7.64","7.5","1259","7.53","7.75"
"2008","35-65","(Fach-)Abitur","7.49","7.5","986","7.36","7.62"
"2008","35-65","(noch) kein Abschluss","7.01","6.5","100","6.52","7.5"
"2008","35-65","AkademikerIn","7.5","7.5","2785","7.43","7.57"
"2008","35-65","Hauptschule","7.67","7.5","3433","7.6","7.74"
"2008","35-65","Realschule","7.56","7.5","3290","7.49","7.63"
"2008","66 +","(Fach-)Abitur","7.9","7.5","181","7.6","8.2"
"2008","66 +","(noch) kein Abschluss","8.08","8.5","53","7.55","8.61"
"2008","66 +","AkademikerIn","7.95","7.5","857","7.82","8.08"
"2008","66 +","Hauptschule","7.82","7.5","2590","7.74","7.9"
"2008","66 +","Realschule","7.89","7.5","536","7.73","8.05"
"2009","17-34","(Fach-)Abitur","7.56","7.5","911","7.44","7.68"
"2009","17-34","(noch) kein Abschluss","7.55","7.5","332","7.36","7.74"
"2009","17-34","AkademikerIn","7.63","7.5","530","7.47","7.79"
"2009","17-34","Hauptschule","7.63","7.5","627","7.47","7.79"
