"plh0034","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Große Sorgen","2009","16-34 J.","West","1042","0.376943841737535","0.359308813909284","0.394578869565785"
"Große Sorgen","2009","16-34 J.","Ost","309","0.319444836165628","0.290983953735762","0.347905718595494"
"Große Sorgen","2009","35-65 J.","West","3899","0.523484209173286","0.512142211725426","0.534826206621146"
"Große Sorgen","2009","35-65 J.","Ost","1176","0.480290525204592","0.460226893860787","0.500354156548398"
"Große Sorgen","2009","66 und älter","West","1643","0.548020510408986","0.530166585930089","0.565874434887884"
"Große Sorgen","2009","66 und älter","Ost","649","0.573971566619568","0.544894168445461","0.603048964793675"
"Einige Sorgen","2009","16-34 J.","West","1436","0.482484979268053","0.464301474066263","0.500668484469843"
"Einige Sorgen","2009","16-34 J.","Ost","527","0.482721845851221","0.452219776519445","0.513223915182998"
"Einige Sorgen","2009","35-65 J.","West","3090","0.41236931805582","0.401190535516399","0.423548100595242"
"Einige Sorgen","2009","35-65 J.","Ost","976","0.409841659278331","0.390091548418408","0.429591770138253"
"Einige Sorgen","2009","66 und älter","West","1067","0.349597232142462","0.33249112820678","0.366703336078145"
"Einige Sorgen","2009","66 und älter","Ost","332","0.297442545256076","0.270562281295206","0.324322809216945"
"Keine Sorgen","2009","16-34 J.","West","423","0.140571178994412","0.127923019683853","0.153219338304971"
"Keine Sorgen","2009","16-34 J.","Ost","195","0.197833317983151","0.173516833617114","0.222149802349188"
"Keine Sorgen","2009","35-65 J.","West","460","0.0641464727708937","0.0585824431284036","0.0697105024133838"
"Keine Sorgen","2009","35-65 J.","Ost","230","0.109867815517077","0.0973092594362136","0.12242637159794"
"Keine Sorgen","2009","66 und älter","West","275","0.102382257448551","0.0915071391952201","0.113257375701882"
"Keine Sorgen","2009","66 und älter","Ost","130","0.128585888124357","0.108902493012211","0.148269283236502"
"Große Sorgen","2010","16-34 J.","West","650","0.248668653401641","0.232199190106324","0.265138116696958"
