"plh0034","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","2009","16-34 Jahre alt","1358","0.367395262003806","0.352393233490129","0.382397290517483"
"Grosse Sorgen","2009","35-65 Jahre alt","5080","0.515105016446403","0.505233864038958","0.524976168853848"
"Grosse Sorgen","2009","66 und älter","2314","0.552756341334362","0.53762716320737","0.567885519461354"
"Einige Sorgen","2009","16-34 Jahre alt","1984","0.482301088114545","0.466751648657361","0.497850527571728"
"Einige Sorgen","2009","35-65 Jahre alt","4074","0.411936606275967","0.402215327704357","0.421657884847577"
"Einige Sorgen","2009","66 und älter","1422","0.340140075645052","0.325724527794067","0.354555623496037"
"Keine Sorgen","2009","16-34 Jahre alt","625","0.150303649881649","0.13918291133086","0.161424388432439"
"Keine Sorgen","2009","35-65 Jahre alt","693","0.0729583772776301","0.0678216876901453","0.0780950668651149"
"Keine Sorgen","2009","66 und älter","413","0.107103583020586","0.0976938150698458","0.116513350971325"
"Grosse Sorgen","2010","16-34 Jahre alt","841","0.239434738447534","0.225450125728568","0.2534193511665"
"Grosse Sorgen","2010","35-65 Jahre alt","3668","0.397090298238807","0.387006164689831","0.407174431787784"
"Grosse Sorgen","2010","66 und älter","1868","0.471171494293626","0.455684962814938","0.486658025772314"
"Einige Sorgen","2010","16-34 Jahre alt","1983","0.548709271506084","0.532401749402787","0.565016793609381"
"Einige Sorgen","2010","35-65 Jahre alt","4443","0.492523005651759","0.48221939939297","0.502826611910549"
"Einige Sorgen","2010","66 und älter","1679","0.408168441485279","0.392919981006633","0.423416901963926"
"Keine Sorgen","2010","16-34 Jahre alt","753","0.211855990046382","0.198465027836299","0.225246952256465"
"Keine Sorgen","2010","35-65 Jahre alt","933","0.110386696109433","0.103928268200345","0.116845124018521"
"Keine Sorgen","2010","66 und älter","444","0.120660064221095","0.110554340943846","0.130765787498343"
"Grosse Sorgen","2011","16-34 Jahre alt","830","0.205784557781494","0.193625987348374","0.217943128214614"
"Grosse Sorgen","2011","35-65 Jahre alt","3646","0.328557556451307","0.319868651600281","0.337246461302333"
"Grosse Sorgen","2011","66 und älter","1846","0.358503276322288","0.345253102957063","0.371753449687512"
"Einige Sorgen","2011","16-34 Jahre alt","2284","0.540989741688342","0.526002811947082","0.555976671429602"
"Einige Sorgen","2011","35-65 Jahre alt","5985","0.530203157785896","0.520970406898979","0.539435908672813"
"Einige Sorgen","2011","66 und älter","2388","0.478887308049811","0.465084728344711","0.492689887754911"
"Keine Sorgen","2011","16-34 Jahre alt","1133","0.253225700530164","0.240147272925167","0.266304128135161"
"Keine Sorgen","2011","35-65 Jahre alt","1594","0.141239285762797","0.134796573188583","0.14768199833701"
"Keine Sorgen","2011","66 und älter","798","0.162609415627902","0.152413771788168","0.172805059467635"
"Grosse Sorgen","2012","16-34 Jahre alt","1042","0.253912049192225","0.240602310108074","0.267221788276377"
"Grosse Sorgen","2012","35-65 Jahre alt","4510","0.402083815425232","0.392973414328158","0.411194216522305"
"Grosse Sorgen","2012","66 und älter","2255","0.428768244579269","0.415275375193903","0.442261113964636"
"Einige Sorgen","2012","16-34 Jahre alt","2162","0.538486213647711","0.52324173741852","0.553730689876901"
"Einige Sorgen","2012","35-65 Jahre alt","5316","0.482173812415113","0.472889433391964","0.491458191438262"
"Einige Sorgen","2012","66 und älter","2236","0.43365084170769","0.420139481723776","0.447162201691604"
"Keine Sorgen","2012","16-34 Jahre alt","904","0.207601737160064","0.195198926251114","0.220004548069015"
"Keine Sorgen","2012","35-65 Jahre alt","1301","0.115742372159656","0.109798155316788","0.121686589002523"
"Keine Sorgen","2012","66 und älter","677","0.13758091371304","0.128189626712782","0.146972200713298"
"Grosse Sorgen","2013","16-34 Jahre alt","717","0.203004418877173","0.190010328448742","0.215998509305604"
"Grosse Sorgen","2013","35-65 Jahre alt","3328","0.331459561710103","0.322327304174348","0.340591819245858"
"Grosse Sorgen","2013","66 und älter","1821","0.362589638784084","0.349176767196918","0.37600251037125"
"Einige Sorgen","2013","16-34 Jahre alt","1954","0.544795654921451","0.528708279406818","0.560883030436084"
"Einige Sorgen","2013","35-65 Jahre alt","5448","0.523211655569173","0.51352217371414","0.532901137424207"
"Einige Sorgen","2013","66 und älter","2325","0.469695916646198","0.455771551919178","0.483620281373218"
"Keine Sorgen","2013","16-34 Jahre alt","1010","0.252199926201376","0.238170806793262","0.26622904560949"
"Keine Sorgen","2013","35-65 Jahre alt","1431","0.145328782720724","0.138491644010824","0.152165921430623"
"Keine Sorgen","2013","66 und älter","789","0.167714444569718","0.157290648042784","0.178138241096652"
"Grosse Sorgen","2014","16-34 Jahre alt","963","0.142925371875955","0.134406990386941","0.151443753364968"
"Grosse Sorgen","2014","35-65 Jahre alt","3436","0.229941908458893","0.223294856792006","0.236588960125779"
"Grosse Sorgen","2014","66 und älter","1360","0.274988162135486","0.262536877400735","0.287439446870237"
"Einige Sorgen","2014","16-34 Jahre alt","3278","0.525720128628276","0.513567009632707","0.537873247623845"
"Einige Sorgen","2014","35-65 Jahre alt","8449","0.551357709634911","0.54350128272026","0.559214136549562"
"Einige Sorgen","2014","66 und älter","2591","0.518604403895782","0.504671110788352","0.532537697003212"
"Keine Sorgen","2014","16-34 Jahre alt","2244","0.331354499495769","0.319898380918173","0.342810618073365"
"Keine Sorgen","2014","35-65 Jahre alt","3510","0.218700381906196","0.212170703066965","0.225230060745427"
"Keine Sorgen","2014","66 und älter","989","0.206407433968732","0.195121277175885","0.21769359076158"
"Grosse Sorgen","2015","16-34 Jahre alt","","","",""
"Grosse Sorgen","2015","35-65 Jahre alt","","","",""
"Grosse Sorgen","2015","66 und älter","","","",""
"Einige Sorgen","2015","16-34 Jahre alt","","","",""
"Einige Sorgen","2015","35-65 Jahre alt","","","",""
"Einige Sorgen","2015","66 und älter","","","",""
"Keine Sorgen","2015","16-34 Jahre alt","","","",""
"Keine Sorgen","2015","35-65 Jahre alt","","","",""
"Keine Sorgen","2015","66 und älter","","","",""
"Grosse Sorgen","2016","16-34 Jahre alt","","","",""
