year,sampreg,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,East,Agree completely,0.03083,197,3421,0.02503,0.03662
1990,East,Agree,0.05840,359,3421,0.05054,0.06626
1990,East,Disagree,0.16694,1042,3421,0.15444,0.17944
1990,East,Disagree completely,0.30234,1823,3421,0.28695,0.31773
1991,East,Agree completely,0.04352,229,3708,0.03695,0.05008
1991,East,Agree,0.07253,404,3708,0.06418,0.08088
1991,East,Disagree,0.20930,1126,3708,0.19620,0.22239
1991,East,Disagree completely,0.38140,1949,3708,0.36576,0.39703
1992,West,Agree completely,0.03402,290,6814,0.02971,0.03832
1992,West,Agree,0.07953,738,6814,0.07310,0.08595
1992,West,Disagree,0.25213,2324,6814,0.24182,0.26244
1992,West,Disagree completely,0.36620,3462,6814,0.35476,0.37764
1992,East,Agree completely,0.04481,217,3637,0.03809,0.05154
1992,East,Agree,0.07336,375,3637,0.06488,0.08183
1992,East,Disagree,0.22935,1177,3637,0.21569,0.24302
1992,East,Disagree completely,0.38032,1868,3637,0.36454,0.39610
1993,West,Agree completely,0.05185,526,8776,0.04721,0.05649
1993,West,Agree,0.09126,1065,8776,0.08524,0.09729
1993,West,Disagree,0.28330,3223,8776,0.27387,0.29272
1993,West,Disagree completely,0.35261,3962,8776,0.34261,0.36260
1993,East,Agree completely,0.04523,204,3360,0.03820,0.05226
1993,East,Agree,0.08697,410,3360,0.07744,0.09650
1993,East,Disagree,0.27030,1330,3360,0.25528,0.28531
1993,East,Disagree completely,0.28734,1416,3360,0.27203,0.30264
1995,West,Agree completely,0.03792,417,9021,0.03398,0.04186
1995,West,Agree,0.08205,976,9021,0.07639,0.08772
1995,West,Disagree,0.28700,3345,9021,0.27767,0.29634
1995,West,Disagree completely,0.36155,4283,9021,0.35164,0.37147
1995,East,Agree completely,0.03589,164,3318,0.02956,0.04222
1995,East,Agree,0.08441,374,3318,0.07495,0.09387
1995,East,Disagree,0.29746,1385,3318,0.28190,0.31302
1995,East,Disagree completely,0.30643,1395,3318,0.29074,0.32212
1996,West,Agree completely,0.03673,389,8823,0.03280,0.04065
1996,West,Agree,0.08610,962,8823,0.08024,0.09195
1996,West,Disagree,0.30238,3431,8823,0.29279,0.31196
1996,West,Disagree completely,0.34057,4041,8823,0.33068,0.35046
1996,East,Agree completely,0.03235,134,3335,0.02634,0.03835
1996,East,Agree,0.09022,419,3335,0.08050,0.09995
1996,East,Disagree,0.32055,1493,3335,0.30471,0.33639
1996,East,Disagree completely,0.29123,1289,3335,0.27581,0.30665
1997,West,Agree completely,0.03670,380,8528,0.03271,0.04069
1997,West,Agree,0.08271,904,8528,0.07686,0.08856
1997,West,Disagree,0.29901,3411,8528,0.28930,0.30873
1997,West,Disagree completely,0.33239,3833,8528,0.32239,0.34239
1997,East,Agree completely,0.03760,157,3159,0.03097,0.04424
1997,East,Agree,0.08481,366,3159,0.07509,0.09452
1997,East,Disagree,0.30675,1404,3159,0.29066,0.32283
1997,East,Disagree completely,0.28159,1232,3159,0.26590,0.29727
2008,West,Agree completely,0.03714,561,13398,0.03394,0.04034
2008,West,Agree,0.09008,1447,13398,0.08523,0.09492
2008,West,Disagree,0.30145,5168,13398,0.29368,0.30922
2008,West,Disagree completely,0.33033,6222,13398,0.32236,0.33829
2008,East,Agree completely,0.03527,157,4242,0.02972,0.04082
2008,East,Agree,0.10184,542,4242,0.09273,0.11094
2008,East,Disagree,0.33366,1913,4242,0.31947,0.34786
2008,East,Disagree completely,0.29694,1630,4242,0.28319,0.31069
2013,West,Agree completely,0.03359,638,12997,0.03049,0.03669
2013,West,Agree,0.06131,1257,12997,0.05718,0.06543
2013,West,Disagree,0.22886,4595,12997,0.22164,0.23608
2013,West,Disagree completely,0.29870,6507,12997,0.29083,0.30657
2013,East,Agree completely,0.04136,198,3927,0.03513,0.04759
2013,East,Agree,0.07579,391,3927,0.06751,0.08406
2013,East,Disagree,0.27147,1589,3927,0.25756,0.28538
2013,East,Disagree completely,0.29971,1749,3927,0.28538,0.31404
2018,West,Agree completely,0.04085,951,17988,0.03796,0.04374
2018,West,Agree,0.08960,2020,17988,0.08543,0.09378
2018,West,Disagree,0.27512,6609,17988,0.26859,0.28165
2018,West,Disagree completely,0.33604,8408,17988,0.32914,0.34295
2018,East,Agree completely,0.03864,238,4649,0.03310,0.04418
2018,East,Agree,0.09845,540,4649,0.08989,0.10702
2018,East,Disagree,0.29325,1907,4649,0.28016,0.30634
2018,East,Disagree completely,0.28595,1964,4649,0.27296,0.29894
