year,migback,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Agree completely,0.00694,189,3321,0.00412,0.00977
1990,No migration background,Agree,0.01323,348,3321,0.00934,0.01712
1990,No migration background,Disagree,0.03815,1013,3321,0.03164,0.04467
1990,No migration background,Disagree completely,0.06925,1771,3321,0.06061,0.07788
1990,Direct migration background,Disagree completely,0.02045,51,51,-0.01878,0.05968
1991,No migration background,Agree completely,0.00984,220,3624,0.00663,0.01306
1991,No migration background,Agree,0.01661,392,3624,0.01245,0.02077
1991,No migration background,Disagree,0.04870,1103,3624,0.04169,0.05571
1991,No migration background,Disagree completely,0.08897,1909,3624,0.07970,0.09824
1991,Direct migration background,Disagree,0.01900,36,97,-0.00831,0.04632
1991,Direct migration background,Disagree completely,0.03140,61,97,-0.00349,0.06628
1992,No migration background,Agree completely,0.03897,477,9829,0.03514,0.04280
1992,No migration background,Agree,0.08443,1042,9829,0.07893,0.08992
1992,No migration background,Disagree,0.26855,3301,9829,0.25979,0.27731
1992,No migration background,Disagree completely,0.39592,5009,9829,0.38625,0.40559
1992,Direct migration background,Agree,0.05124,63,520,0.03227,0.07021
1992,Direct migration background,Disagree,0.14795,170,520,0.11740,0.17849
1992,Direct migration background,Disagree completely,0.25834,287,520,0.22068,0.29600
1992,Indirect migration background,Disagree completely,0.05246,34,34,-0.02361,0.12853
1993,No migration background,Agree completely,0.05185,582,9454,0.04738,0.05632
1993,No migration background,Agree,0.09038,1094,9454,0.08460,0.09616
1993,No migration background,Disagree,0.28466,3560,9454,0.27557,0.29376
1993,No migration background,Disagree completely,0.34395,4218,9454,0.33438,0.35353
1993,Direct migration background,Agree completely,0.05526,125,2254,0.04583,0.06470
1993,Direct migration background,Agree,0.11862,334,2254,0.10527,0.13198
1993,Direct migration background,Disagree,0.33075,828,2254,0.31132,0.35017
1993,Direct migration background,Disagree completely,0.39201,967,2254,0.37185,0.41217
1993,Indirect migration background,Agree,0.03054,47,405,0.01376,0.04732
1993,Indirect migration background,Disagree,0.09863,165,405,0.06956,0.12771
1993,Indirect migration background,Disagree completely,0.14153,193,405,0.10754,0.17553
1995,No migration background,Agree completely,0.03726,423,9360,0.03342,0.04109
1995,No migration background,Agree,0.08159,955,9360,0.07604,0.08713
1995,No migration background,Disagree,0.29626,3645,9360,0.28701,0.30551
1995,No migration background,Disagree completely,0.35649,4337,9360,0.34678,0.36619
1995,Direct migration background,Agree completely,0.04696,133,2520,0.03870,0.05522
1995,Direct migration background,Agree,0.10768,342,2520,0.09557,0.11978
1995,Direct migration background,Disagree,0.31143,925,2520,0.29334,0.32951
1995,Direct migration background,Disagree completely,0.38842,1120,2520,0.36938,0.40745
1995,Indirect migration background,Agree,0.03153,53,434,0.01507,0.04800
1995,Indirect migration background,Disagree,0.09715,160,434,0.06925,0.12505
1995,Indirect migration background,Disagree completely,0.14863,221,434,0.11513,0.18214
1996,No migration background,Agree completely,0.03384,387,9278,0.03016,0.03752
1996,No migration background,Agree,0.08759,1043,9278,0.08183,0.09334
1996,No migration background,Disagree,0.31319,3847,9278,0.30375,0.32263
1996,No migration background,Disagree completely,0.33753,4001,9278,0.32791,0.34715
1996,Direct migration background,Agree completely,0.05678,111,2383,0.04748,0.06607
1996,Direct migration background,Agree,0.10630,295,2383,0.09392,0.11867
1996,Direct migration background,Disagree,0.32878,892,2383,0.30991,0.34764
1996,Direct migration background,Disagree completely,0.36829,1085,2383,0.34892,0.38766
1996,Indirect migration background,Agree,0.02669,43,472,0.01214,0.04125
1996,Indirect migration background,Disagree,0.12434,185,472,0.09454,0.15415
1996,Indirect migration background,Disagree completely,0.13282,244,472,0.10217,0.16347
1997,No migration background,Agree completely,0.03582,402,8956,0.03197,0.03967
1997,No migration background,Agree,0.08339,947,8956,0.07766,0.08911
1997,No migration background,Disagree,0.30734,3731,8956,0.29778,0.31690
1997,No migration background,Disagree completely,0.32697,3876,8956,0.31725,0.33668
1997,Direct migration background,Agree completely,0.05187,110,2210,0.04262,0.06112
1997,Direct migration background,Agree,0.09627,250,2210,0.08397,0.10857
1997,Direct migration background,Disagree,0.33405,900,2210,0.31438,0.35372
1997,Direct migration background,Disagree completely,0.36358,950,2210,0.34352,0.38364
1997,Indirect migration background,Agree,0.04767,73,496,0.02890,0.06644
1997,Indirect migration background,Disagree,0.11135,184,496,0.08364,0.13906
1997,Indirect migration background,Disagree completely,0.16126,239,496,0.12886,0.19366
2008,No migration background,Agree completely,0.03768,619,15190,0.03465,0.04071
2008,No migration background,Agree,0.09003,1677,15190,0.08547,0.09458
2008,No migration background,Disagree,0.31584,6143,15190,0.30845,0.32324
2008,No migration background,Disagree completely,0.32991,6751,15190,0.32243,0.33739
2008,Direct migration background,Agree completely,0.03781,70,1725,0.02880,0.04681
2008,Direct migration background,Agree,0.12166,215,1725,0.10623,0.13709
2008,Direct migration background,Disagree,0.33861,672,1725,0.31628,0.36095
2008,Direct migration background,Disagree completely,0.37536,768,1725,0.35251,0.39822
2008,Indirect migration background,Agree,0.07334,97,696,0.05396,0.09272
2008,Indirect migration background,Disagree,0.17492,266,696,0.14667,0.20316
2008,Indirect migration background,Disagree completely,0.19666,333,696,0.16711,0.22621
2013,No migration background,Agree completely,0.03844,729,14745,0.03533,0.04154
2013,No migration background,Agree,0.07050,1414,14745,0.06637,0.07464
2013,No migration background,Disagree,0.26310,5407,14745,0.25599,0.27021
2013,No migration background,Disagree completely,0.33400,7195,14745,0.32639,0.34162
2013,Direct migration background,Agree completely,0.02937,79,1525,0.02090,0.03785
