year,age_gr,bula_h,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Brandenburg,Disagree,0.29681,51,105,0.20900,0.38461
1990,17-29 y.,Brandenburg,Disagree completely,0.32632,54,105,0.23621,0.41643
1990,17-29 y.,Mecklenburg-Western Pomerania,Disagree,0.25467,39,101,0.16928,0.34007
1990,17-29 y.,Mecklenburg-Western Pomerania,Disagree completely,0.46140,62,101,0.36370,0.55911
1990,17-29 y.,Saxony,Agree,0.11834,38,238,0.07722,0.15947
1990,17-29 y.,Saxony,Disagree,0.31233,97,238,0.25332,0.37133
1990,17-29 y.,Saxony,Disagree completely,0.31150,103,238,0.25254,0.37046
1990,17-29 y.,Saxony-Anhalt,Agree,0.14499,31,169,0.09175,0.19823
1990,17-29 y.,Saxony-Anhalt,Disagree,0.25383,57,169,0.18802,0.31964
1990,17-29 y.,Saxony-Anhalt,Disagree completely,0.36830,81,169,0.29536,0.44124
1990,17-29 y.,Thuringa,Disagree,0.23053,50,129,0.15756,0.30349
1990,17-29 y.,Thuringa,Disagree completely,0.42424,79,129,0.33862,0.50986
1990,30-45 y.,Berlin,Disagree completely,0.25271,69,69,0.14942,0.35600
1990,30-45 y.,Brandenburg,Disagree,0.27383,72,212,0.21366,0.33400
1990,30-45 y.,Brandenburg,Disagree completely,0.50087,140,212,0.43340,0.56834
1990,30-45 y.,Mecklenburg-Western Pomerania,Disagree,0.31520,52,126,0.23375,0.39664
1990,30-45 y.,Mecklenburg-Western Pomerania,Disagree completely,0.43174,74,126,0.34490,0.51857
1990,30-45 y.,Saxony,Agree,0.08670,41,404,0.05923,0.11418
1990,30-45 y.,Saxony,Disagree,0.31281,145,404,0.26754,0.35807
1990,30-45 y.,Saxony,Disagree completely,0.50254,218,404,0.45372,0.55135
1990,30-45 y.,Saxony-Anhalt,Agree,0.10806,31,244,0.06902,0.14709
1990,30-45 y.,Saxony-Anhalt,Disagree,0.26429,75,244,0.20885,0.31974
1990,30-45 y.,Saxony-Anhalt,Disagree completely,0.51955,138,244,0.45673,0.58237
1990,30-45 y.,Thuringa,Disagree,0.25660,63,191,0.19450,0.31870
1990,30-45 y.,Thuringa,Disagree completely,0.53670,128,191,0.46580,0.60761
1990,46-65 y.,Berlin,Disagree completely,0.13971,39,39,0.02948,0.24994
1990,46-65 y.,Brandenburg,Disagree,0.18578,41,150,0.12333,0.24823
1990,46-65 y.,Brandenburg,Disagree completely,0.48901,109,150,0.40875,0.56928
1990,46-65 y.,Mecklenburg-Western Pomerania,Disagree,0.17591,32,118,0.10692,0.24490
1990,46-65 y.,Mecklenburg-Western Pomerania,Disagree completely,0.55591,86,118,0.46588,0.64594
1990,46-65 y.,Saxony,Disagree,0.28162,123,298,0.23047,0.33278
1990,46-65 y.,Saxony,Disagree completely,0.39453,175,298,0.33895,0.45012
1990,46-65 y.,Saxony-Anhalt,Disagree,0.17620,42,149,0.11482,0.23758
1990,46-65 y.,Saxony-Anhalt,Disagree completely,0.49036,107,149,0.40982,0.57090
1990,46-65 y.,Thuringa,Disagree,0.16400,38,150,0.10454,0.22345
1990,46-65 y.,Thuringa,Disagree completely,0.47688,112,150,0.39668,0.55707
1991,17-29 y.,Brandenburg,Disagree,0.30668,46,113,0.22128,0.39208
1991,17-29 y.,Brandenburg,Disagree completely,0.43577,67,113,0.34394,0.52760
1991,17-29 y.,Mecklenburg-Western Pomerania,Disagree,0.35317,46,93,0.25550,0.45084
1991,17-29 y.,Mecklenburg-Western Pomerania,Disagree completely,0.42334,47,93,0.32237,0.52430
1991,17-29 y.,Saxony,Agree,0.14547,41,241,0.10086,0.19007
1991,17-29 y.,Saxony,Disagree,0.34204,94,241,0.28202,0.40206
1991,17-29 y.,Saxony,Disagree completely,0.37706,106,241,0.31575,0.43838
1991,17-29 y.,Saxony-Anhalt,Disagree,0.26362,55,149,0.19263,0.33460
1991,17-29 y.,Saxony-Anhalt,Disagree completely,0.54543,94,149,0.46521,0.62565
1991,17-29 y.,Thuringa,Disagree,0.28532,56,139,0.20998,0.36067
1991,17-29 y.,Thuringa,Disagree completely,0.48791,83,139,0.40451,0.57131
1991,30-45 y.,Berlin,Disagree completely,0.18715,50,50,0.07794,0.29636
1991,30-45 y.,Brandenburg,Disagree,0.31859,83,218,0.25660,0.38059
1991,30-45 y.,Brandenburg,Disagree completely,0.49630,135,218,0.42977,0.56282
1991,30-45 y.,Mecklenburg-Western Pomerania,Disagree,0.35431,58,124,0.26978,0.43884
1991,30-45 y.,Mecklenburg-Western Pomerania,Disagree completely,0.39942,66,124,0.31286,0.48597
1991,30-45 y.,Saxony,Agree completely,0.07366,32,417,0.04856,0.09876
1991,30-45 y.,Saxony,Agree,0.08952,40,417,0.06208,0.11695
1991,30-45 y.,Saxony,Disagree,0.27158,123,417,0.22884,0.31432
1991,30-45 y.,Saxony,Disagree completely,0.52245,222,417,0.47445,0.57045
1991,30-45 y.,Saxony-Anhalt,Agree,0.14437,38,255,0.10115,0.18760
1991,30-45 y.,Saxony-Anhalt,Disagree,0.22114,66,255,0.17010,0.27218
1991,30-45 y.,Saxony-Anhalt,Disagree completely,0.54213,151,255,0.48086,0.60341
1991,30-45 y.,Thuringa,Disagree,0.31250,72,192,0.24676,0.37823
1991,30-45 y.,Thuringa,Disagree completely,0.48948,120,192,0.41858,0.56037
1991,46-65 y.,Brandenburg,Disagree,0.23172,53,157,0.16551,0.29793
1991,46-65 y.,Brandenburg,Disagree completely,0.51595,104,157,0.43753,0.59438
1991,46-65 y.,Mecklenburg-Western Pomerania,Disagree completely,0.53423,84,84,0.42691,0.64154
1991,46-65 y.,Saxony,Agree,0.10650,42,325,0.07291,0.14009
