year,sex,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,male,Agree completely,0.00733,106,1799,0.00339,0.01128
1990,male,Agree,0.01336,189,1799,0.00805,0.01866
1990,male,Disagree,0.03940,565,1799,0.03041,0.04840
1990,male,Disagree completely,0.06875,939,1799,0.05705,0.08045
1990,female,Agree completely,0.00551,91,1622,0.00191,0.00912
1990,female,Agree,0.01094,170,1622,0.00588,0.01601
1990,female,Disagree,0.03014,477,1622,0.02182,0.03846
1990,female,Disagree completely,0.05704,884,1622,0.04575,0.06833
1991,male,Agree completely,0.00866,108,1843,0.00443,0.01289
1991,male,Agree,0.01613,195,1843,0.01037,0.02188
1991,male,Disagree,0.04509,578,1843,0.03562,0.05457
1991,male,Disagree completely,0.08236,962,1843,0.06981,0.09492
1991,female,Agree completely,0.00961,123,1903,0.00522,0.01399
1991,female,Agree,0.01420,211,1903,0.00888,0.01951
1991,female,Disagree,0.04328,561,1903,0.03414,0.05243
1991,female,Disagree completely,0.07852,1008,1903,0.06643,0.09060
1992,male,Agree completely,0.03500,241,4997,0.02990,0.04009
1992,male,Agree,0.07250,506,4997,0.06530,0.07969
1992,male,Disagree,0.24672,1700,4997,0.23477,0.25868
1992,male,Disagree completely,0.36575,2550,4997,0.35240,0.37911
1992,female,Agree completely,0.03738,266,5454,0.03234,0.04241
1992,female,Agree,0.08371,607,5454,0.07636,0.09107
1992,female,Disagree,0.24820,1801,5454,0.23673,0.25966
1992,female,Disagree completely,0.37222,2780,5454,0.35939,0.38505
1993,male,Agree completely,0.04477,331,5954,0.03951,0.05002
1993,male,Agree,0.08859,709,5954,0.08137,0.09581
1993,male,Disagree,0.28318,2240,5954,0.27173,0.29462
1993,male,Disagree completely,0.34379,2674,5954,0.33172,0.35585
1993,female,Agree completely,0.05596,399,6182,0.05023,0.06169
1993,female,Agree,0.09210,766,6182,0.08489,0.09931
1993,female,Disagree,0.27828,2313,6182,0.26711,0.28946
1993,female,Disagree completely,0.33523,2704,6182,0.32347,0.34700
1995,male,Agree completely,0.03713,277,6004,0.03235,0.04191
1995,male,Agree,0.08319,671,6004,0.07621,0.09018
1995,male,Disagree,0.28390,2293,6004,0.27249,0.29530
1995,male,Disagree completely,0.35040,2763,6004,0.33833,0.36247
1995,female,Agree completely,0.03791,304,6335,0.03320,0.04261
1995,female,Agree,0.08186,679,6335,0.07511,0.08861
1995,female,Disagree,0.29390,2437,6335,0.28268,0.30512
1995,female,Disagree completely,0.35140,2915,6335,0.33964,0.36315
1996,male,Agree completely,0.03801,257,5903,0.03313,0.04288
1996,male,Agree,0.08308,680,5903,0.07604,0.09012
1996,male,Disagree,0.30944,2421,5903,0.29765,0.32123
1996,male,Disagree completely,0.32318,2545,5903,0.31125,0.33511
1996,female,Agree completely,0.03389,266,6255,0.02940,0.03837
1996,female,Agree,0.09050,701,6255,0.08339,0.09761
1996,female,Disagree,0.30236,2503,6255,0.29098,0.31374
1996,female,Disagree completely,0.33890,2785,6255,0.32717,0.35063
1997,male,Agree completely,0.03425,245,5693,0.02953,0.03898
1997,male,Agree,0.08171,619,5693,0.07459,0.08882
1997,male,Disagree,0.29686,2349,5693,0.28499,0.30872
1997,male,Disagree completely,0.32572,2480,5693,0.31354,0.33789
1997,female,Agree completely,0.03937,292,5994,0.03444,0.04429
1997,female,Agree,0.08444,651,5994,0.07740,0.09148
1997,female,Disagree,0.30392,2466,5994,0.29227,0.31556
1997,female,Disagree completely,0.32011,2585,5994,0.30830,0.33193
2008,male,Agree completely,0.03603,342,8437,0.03205,0.04001
2008,male,Agree,0.09681,985,8437,0.09050,0.10312
2008,male,Disagree,0.30965,3391,8437,0.29978,0.31952
2008,male,Disagree completely,0.31807,3719,8437,0.30813,0.32801
2008,female,Agree completely,0.03756,376,9203,0.03367,0.04144
2008,female,Agree,0.08770,1004,9203,0.08192,0.09348
2008,female,Disagree,0.30484,3690,9203,0.29544,0.31425
2008,female,Disagree completely,0.33044,4133,9203,0.32083,0.34005
2013,male,Agree completely,0.03257,387,7921,0.02866,0.03648
2013,male,Agree,0.06685,794,7921,0.06135,0.07235
2013,male,Disagree,0.23443,2820,7921,0.22510,0.24376
2013,male,Disagree completely,0.29945,3920,7921,0.28936,0.30954
2013,female,Agree completely,0.03724,449,9003,0.03333,0.04115
2013,female,Agree,0.06094,854,9003,0.05600,0.06588
2013,female,Disagree,0.23813,3364,9003,0.22934,0.24693
2013,female,Disagree completely,0.29833,4336,9003,0.28888,0.30778
2018,male,Agree completely,0.03846,559,10456,0.03478,0.04215
2018,male,Agree,0.09820,1248,10456,0.09250,0.10391
2018,male,Disagree,0.28259,4022,10456,0.27395,0.29122
2018,male,Disagree completely,0.31622,4627,10456,0.30731,0.32513
2018,female,Agree completely,0.04245,630,12181,0.03887,0.04603
2018,female,Agree,0.08420,1312,12181,0.07927,0.08913
2018,female,Disagree,0.27403,4494,12181,0.26611,0.28195
2018,female,Disagree completely,0.33852,5745,12181,0.33011,0.34692
