year,bula_h,plh0190,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Berlin,Disagree,0.05436,62,200,0.02286,0.08586
1990,Berlin,Disagree completely,0.12220,138,200,0.07670,0.16771
1990,Brandenburg,Agree completely,0.03495,34,565,0.01980,0.05011
1990,Brandenburg,Agree,0.06306,60,565,0.04300,0.08312
1990,Brandenburg,Disagree,0.16375,164,565,0.13321,0.19429
1990,Brandenburg,Disagree completely,0.30113,307,565,0.26327,0.33899
1990,Mecklenburg-Western Pomerania,Agree,0.04859,37,383,0.02703,0.07015
1990,Mecklenburg-Western Pomerania,Disagree,0.16843,123,383,0.13090,0.20596
1990,Mecklenburg-Western Pomerania,Disagree completely,0.34461,223,383,0.29696,0.39227
1990,Saxony,Agree completely,0.03029,58,1032,0.01983,0.04075
1990,Saxony,Agree,0.05524,103,1032,0.04129,0.06918
1990,Saxony,Disagree,0.19976,367,1032,0.17536,0.22417
1990,Saxony,Disagree completely,0.27277,504,1032,0.24558,0.29995
1990,Saxony-Anhalt,Agree completely,0.03209,38,620,0.01821,0.04597
1990,Saxony-Anhalt,Agree,0.06821,79,620,0.04835,0.08807
1990,Saxony-Anhalt,Disagree,0.14970,174,620,0.12159,0.17781
1990,Saxony-Anhalt,Disagree completely,0.30692,329,620,0.27059,0.34326
1990,Thuringa,Agree completely,0.03598,40,567,0.02063,0.05132
1990,Thuringa,Agree,0.05097,53,567,0.03285,0.06909
1990,Thuringa,Disagree,0.14026,152,567,0.11165,0.16886
1990,Thuringa,Disagree completely,0.31430,322,567,0.27605,0.35254
1991,Berlin,Agree,0.02965,34,215,0.00692,0.05238
1991,Berlin,Disagree,0.06986,68,215,0.03571,0.10402
1991,Berlin,Disagree completely,0.12815,113,215,0.08336,0.17293
1991,Brandenburg,Agree completely,0.03551,31,614,0.02086,0.05016
1991,Brandenburg,Agree,0.06687,55,614,0.04709,0.08664
1991,Brandenburg,Disagree,0.22487,197,614,0.19182,0.25792
1991,Brandenburg,Disagree completely,0.38099,331,614,0.34255,0.41943
1991,Mecklenburg-Western Pomerania,Agree completely,0.05144,32,410,0.03003,0.07284
1991,Mecklenburg-Western Pomerania,Agree,0.06097,37,410,0.03778,0.08416
1991,Mecklenburg-Western Pomerania,Disagree,0.19717,134,410,0.15861,0.23573
1991,Mecklenburg-Western Pomerania,Disagree completely,0.36294,207,410,0.31633,0.40954
1991,Saxony,Agree completely,0.04933,75,1114,0.03661,0.06206
1991,Saxony,Agree,0.08300,132,1114,0.06679,0.09920
1991,Saxony,Disagree,0.21672,339,1114,0.19251,0.24092
1991,Saxony,Disagree completely,0.37381,568,1114,0.34539,0.40223
1991,Saxony-Anhalt,Agree completely,0.02804,35,708,0.01587,0.04020
1991,Saxony-Anhalt,Agree,0.07740,85,708,0.05770,0.09710
1991,Saxony-Anhalt,Disagree,0.17421,176,708,0.14625,0.20216
1991,Saxony-Anhalt,Disagree completely,0.44012,412,708,0.40353,0.47671
1991,Thuringa,Agree completely,0.05336,40,634,0.03585,0.07087
1991,Thuringa,Agree,0.05844,61,634,0.04017,0.07672
1991,Thuringa,Disagree,0.23748,214,634,0.20433,0.27063
1991,Thuringa,Disagree completely,0.36157,319,634,0.32415,0.39900
1992,Schleswig-Holstein,Disagree,0.26000,78,201,0.19921,0.32079
1992,Schleswig-Holstein,Disagree completely,0.35213,123,201,0.28593,0.41833
1992,Hamburg,Disagree,0.30318,44,93,0.20925,0.39710
1992,Hamburg,Disagree completely,0.32860,49,93,0.23262,0.42458
1992,Lower Saxony,Agree,0.08763,90,781,0.06779,0.10748
1992,Lower Saxony,Disagree,0.26887,280,781,0.23776,0.29999
1992,Lower Saxony,Disagree completely,0.37968,411,781,0.34562,0.41374
1992,Bremen,Disagree completely,0.55828,56,56,0.42704,0.68953
1992,North Rhine-Westphalia,Agree completely,0.03863,89,1834,0.02980,0.04745
1992,North Rhine-Westphalia,Agree,0.08222,213,1834,0.06965,0.09480
1992,North Rhine-Westphalia,Disagree,0.22976,584,1834,0.21050,0.24902
1992,North Rhine-Westphalia,Disagree completely,0.36955,948,1834,0.34745,0.39165
1992,Hesse,Agree,0.06406,58,614,0.04467,0.08344
1992,Hesse,Disagree,0.23415,200,614,0.20063,0.26767
1992,Hesse,Disagree completely,0.41475,356,614,0.37575,0.45376
1992,"Rhineland-Palatinate, Saarland",Agree,0.08917,60,517,0.06458,0.11376
1992,"Rhineland-Palatinate, Saarland",Disagree,0.27535,186,517,0.23681,0.31389
1992,"Rhineland-Palatinate, Saarland",Disagree completely,0.37254,271,517,0.33082,0.41426
1992,Baden-Wuerttemberg,Agree completely,0.03111,44,1081,0.02075,0.04146
1992,Baden-Wuerttemberg,Agree,0.07714,113,1081,0.06123,0.09306
1992,Baden-Wuerttemberg,Disagree,0.24387,372,1081,0.21826,0.26948
1992,Baden-Wuerttemberg,Disagree completely,0.33946,552,1081,0.31122,0.36770
1992,Bavaria,Agree completely,0.03854,62,1295,0.02805,0.04902
1992,Bavaria,Agree,0.07506,130,1295,0.06071,0.08942
1992,Bavaria,Disagree,0.27503,485,1295,0.25070,0.29935
1992,Bavaria,Disagree completely,0.36666,618,1295,0.34041,0.39292
1992,Berlin,Agree,0.08717,55,420,0.06016,0.11418
1992,Berlin,Disagree,0.24628,148,420,0.20502,0.28753
1992,Berlin,Disagree completely,0.31182,217,420,0.26747,0.35618
1992,Brandenburg,Agree completely,0.04153,36,599,0.02554,0.05752
1992,Brandenburg,Agree,0.06543,60,599,0.04561,0.08525
1992,Brandenburg,Disagree,0.22917,183,599,0.19549,0.26286
1992,Brandenburg,Disagree completely,0.39253,320,599,0.35339,0.43167
1992,Mecklenburg-Western Pomerania,Agree,0.08419,46,340,0.05463,0.11375
1992,Mecklenburg-Western Pomerania,Disagree,0.22272,129,340,0.17843,0.26702
1992,Mecklenburg-Western Pomerania,Disagree completely,0.30677,165,340,0.25768,0.35587
1992,Saxony,Agree completely,0.05049,71,1090,0.03748,0.06349
1992,Saxony,Agree,0.07810,117,1090,0.06216,0.09403
1992,Saxony,Disagree,0.23288,353,1090,0.20778,0.25799
1992,Saxony,Disagree completely,0.39204,549,1090,0.36304,0.42103
1992,Saxony-Anhalt,Agree completely,0.05374,51,722,0.03728,0.07021
1992,Saxony-Anhalt,Agree,0.07149,66,722,0.05268,0.09030
1992,Saxony-Anhalt,Disagree,0.23572,221,722,0.20474,0.26670
1992,Saxony-Anhalt,Disagree completely,0.41841,384,722,0.38241,0.45442
1992,Thuringa,Agree,0.07594,64,597,0.05467,0.09721
1992,Thuringa,Disagree,0.24617,222,597,0.21159,0.28076
1992,Thuringa,Disagree completely,0.34618,311,597,0.30798,0.38437
1993,Schleswig-Holstein,Disagree,0.27512,96,222,0.21624,0.33400
1993,Schleswig-Holstein,Disagree completely,0.33286,126,222,0.27073,0.39499
1993,Hamburg,Disagree,0.35890,58,115,0.27084,0.44695
1993,Hamburg,Disagree completely,0.36197,57,115,0.27375,0.45019
1993,Lower Saxony,Agree completely,0.06794,74,943,0.05187,0.08401
1993,Lower Saxony,Agree,0.10213,118,943,0.08279,0.12147
1993,Lower Saxony,Disagree,0.28048,322,943,0.25179,0.30916
1993,Lower Saxony,Disagree completely,0.34788,429,943,0.31746,0.37829
1993,Bremen,Disagree completely,0.40998,41,41,0.25756,0.56240
1993,North Rhine-Westphalia,Agree completely,0.04238,126,2383,0.03429,0.05047
1993,North Rhine-Westphalia,Agree,0.09368,302,2383,0.08198,0.10538
1993,North Rhine-Westphalia,Disagree,0.26377,838,2383,0.24607,0.28147
1993,North Rhine-Westphalia,Disagree completely,0.37511,1117,2383,0.35567,0.39456
1993,Hesse,Agree completely,0.05784,54,858,0.04221,0.07347
1993,Hesse,Agree,0.08822,99,858,0.06923,0.10721
1993,Hesse,Disagree,0.26822,284,858,0.23856,0.29788
1993,Hesse,Disagree completely,0.35935,421,858,0.32722,0.39147
1993,"Rhineland-Palatinate, Saarland",Agree completely,0.04856,33,607,0.03145,0.06568
1993,"Rhineland-Palatinate, Saarland",Agree,0.07849,63,607,0.05708,0.09991
1993,"Rhineland-Palatinate, Saarland",Disagree,0.28724,222,607,0.25121,0.32326
1993,"Rhineland-Palatinate, Saarland",Disagree completely,0.36803,289,607,0.32963,0.40643
1993,Baden-Wuerttemberg,Agree completely,0.04508,91,1679,0.03515,0.05501
1993,Baden-Wuerttemberg,Agree,0.08010,198,1679,0.06711,0.09309
1993,Baden-Wuerttemberg,Disagree,0.27759,622,1679,0.25616,0.29901
1993,Baden-Wuerttemberg,Disagree completely,0.36352,768,1679,0.34050,0.38653
1993,Bavaria,Agree completely,0.05825,95,1561,0.04663,0.06987
1993,Bavaria,Agree,0.09149,186,1561,0.07718,0.10580
1993,Bavaria,Disagree,0.33470,673,1561,0.31128,0.35812
1993,Bavaria,Disagree completely,0.30926,607,1561,0.28632,0.33220
1993,Berlin,Agree completely,0.05229,31,495,0.03266,0.07192
1993,Berlin,Agree,0.11270,72,495,0.08482,0.14059
1993,Berlin,Disagree,0.24552,180,495,0.20756,0.28347
1993,Berlin,Disagree completely,0.29405,212,495,0.25388,0.33423
1993,Brandenburg,Agree completely,0.04363,32,559,0.02668,0.06058
1993,Brandenburg,Agree,0.08840,69,559,0.06485,0.11196
1993,Brandenburg,Disagree,0.29511,229,559,0.25726,0.33295
1993,Brandenburg,Disagree completely,0.29698,229,559,0.25906,0.33489
1993,Mecklenburg-Western Pomerania,Agree,0.06530,35,301,0.03734,0.09325
1993,Mecklenburg-Western Pomerania,Disagree,0.23707,131,301,0.18895,0.28520
