year,age_gr,quintil_oecd,plb0196_h,proportion,n,lower_confidence,upper_confidence
1986,30-45 J.,1. Quintil,Nein,0.179873030801787,13742,0.17345126190655485,0.18629479969701912
1986,18-29 J.,1. Quintil,Nein,0.15142252527627556,13742,0.14542914145384897,0.15741590909870215
1986,46-65 J.,1. Quintil,Nein,0.1262638137785093,13742,0.12071039132275639,0.1318172362342622
1986,46-65 J.,2. Quintil,Nein,0.10651304961203856,13742,0.1013551056930428,0.11167099353103431
1986,30-45 J.,2. Quintil,Nein,0.10181048671525982,13742,0.09675443687735268,0.10686653655316695
1986,18-29 J.,2. Quintil,Nein,0.09311074535621915,13742,0.08825217910715913,0.09796931160527916
1986,30-45 J.,3. Quintil,Nein,0.061603573947801554,13742,0.057583563089970285,0.06562358480563282
1986,46-65 J.,3. Quintil,Nein,0.057841523630378554,13742,0.053938394305214576,0.06174465295554253
1986,18-29 J.,3. Quintil,Nein,0.04490947566423701,13742,0.041446715922829454,0.048372235405644566
1986,30-45 J.,4. Quintil,Nein,0.024218198918410535,13742,0.02164793110789933,0.02678846672892174
1986,46-65 J.,4. Quintil,Nein,0.019985892311309664,13742,0.017645929072964785,0.022325855549654543
1986,18-29 J.,4. Quintil,Nein,0.00846461321420174,13742,0.00693286011599968,0.0099963663124038
1986,46-65 J.,5. Quintil,Nein,0.00846461321420174,13742,0.00693286011599968,0.0099963663124038
1986,30-45 J.,5. Quintil,Nein,0.006348459910651305,13742,0.00502050800965957,0.00767641181164304
1986,66 und älter,1. Quintil,Nein,0.0025864095932283094,13742,0.0017371951123002142,0.0034356240741564045
1986,18-29 J.,5. Quintil,Nein,0.0023512814483893723,13742,0.001541491778409496,0.0031610711183692485
1986,66 und älter,5. Quintil,Nein,0.0014107688690336232,13742,0.0007832128891930351,0.0020383248488742116
1986,66 und älter,2. Quintil,Nein,0.0014107688690336232,13742,0.0007832128891930351,0.0020383248488742116
1986,66 und älter,4. Quintil,Nein,0.0009405125793557489,13742,0.00042799463243831917,0.0014530305262731788
1986,66 und älter,3. Quintil,Nein,0.00047025628967787447,13742,0.00010776609215354079,0.0008327464872022081
1988,30-45 J.,1. Quintil,Nein,0.14256825075834176,12817,0.1365152034242268,0.14862129809245672
1988,46-65 J.,2. Quintil,Nein,0.11678463094034378,12817,0.11122444859580588,0.12234481328488167
1988,18-29 J.,1. Quintil,Nein,0.11627906976744186,12817,0.1107293478266428,0.12182879170824092
1988,30-45 J.,2. Quintil,Nein,0.11248736097067745,12817,0.10701717594288095,0.11795754599847395
1988,18-29 J.,2. Quintil,Nein,0.10212335692618807,12817,0.09688091344076889,0.10736580041160725
1988,46-65 J.,1. Quintil,Nein,0.09782608695652174,12817,0.0926828639816331,0.10296930993141039
1988,46-65 J.,3. Quintil,Nein,0.07254802831142568,12817,0.06805725223353017,0.07703880438932119
1988,30-45 J.,3. Quintil,Nein,0.06370070778564206,12817,0.059472635967176384,0.06792877960410773
1988,18-29 J.,3. Quintil,Nein,0.05535894843276037,12817,0.05139990557974216,0.059317991285778575
1988,30-45 J.,4. Quintil,Nein,0.036905965621840245,12817,0.03364200047977148,0.04016993076390901
1988,46-65 J.,4. Quintil,Nein,0.03083923154701719,12817,0.02784619123727343,0.03383227185676095
1988,46-65 J.,5. Quintil,Nein,0.014155712841253791,12817,0.012110526360349686,0.016200899322157895
1988,18-29 J.,4. Quintil,Nein,0.013902932254802831,12817,0.011875828788980827,0.015930035720624836
1988,30-45 J.,5. Quintil,Nein,0.012133468149646108,12817,0.010238052367345846,0.01402888393194637
1988,18-29 J.,5. Quintil,Nein,0.00455005055611729,12817,0.003384903600568171,0.005715197511666409
1988,66 und älter,1. Quintil,Nein,0.0025278058645096056,12817,0.001658474924439773,0.003397136804579438
1988,66 und älter,3. Quintil,Nein,0.0015166835187057635,12817,0.000842961456559808,0.002190405580851719
1988,66 und älter,4. Quintil,Nein,0.0012639029322548028,12817,0.0006488038015088288,0.0018790020630007767
