year,age_gr,plb0196_h,proportion,n,lower_confidence,upper_confidence
1986,30-45 J.,Nein,0.37385375029391016,13742,0.3657642841465664,0.3819432164412539
1986,46-65 J.,Nein,0.31906889254643783,13742,0.3112755292985721,0.32686225579430356
1986,18-29 J.,Nein,0.3002586409593228,13742,0.29259477979526016,0.30792250212338546
1986,66 und älter,Nein,0.006818716200329179,13742,0.005442785153607089,0.00819464724705127
1988,30-45 J.,Nein,0.3677957532861476,12817,0.35944751303857303,0.3761439935337222
1988,46-65 J.,Nein,0.3321536905965622,12817,0.32399969100195136,0.340307690191173
1988,18-29 J.,Nein,0.29221435793731043,12817,0.28434091781555,0.3000877980590709
1988,66 und älter,Nein,0.007836198179979777,12817,0.006309661395809429,0.009362734964150125
1989,30-45 J.,Nein,0.363254593175853,12393,0.3547870715565841,0.3717221147951219
1989,46-65 J.,Nein,0.32467191601049866,12393,0.31642773319463663,0.3329160988263607
1989,18-29 J.,Nein,0.3036745406824147,12393,0.29557839759089194,0.3117706837739374
1989,66 und älter,Nein,0.008398950131233596,12393,0.0067921981770504986,0.010005702085416693
1990,30-45 J.,Nein,0.38556457065584854,18165,0.37848633438636153,0.39264280692533554
1990,46-65 J.,Nein,0.32150101419878296,18165,0.3147089130428177,0.32829311535474826
1990,18-29 J.,Nein,0.2854969574036511,18165,0.27892883627151505,0.29206507853578717
1990,66 und älter,Nein,0.0074374577417173765,18165,0.006187977000262827,0.008686938483171926
1991,30-45 J.,Nein,0.3979628305932809,17756,0.390763097256383,0.40516256393017885
1991,46-65 J.,Nein,0.3173695496783417,17756,0.310523201852105,0.32421589750457835
1991,18-29 J.,Nein,0.27823445318084344,17756,0.27164291108116073,0.28482599528052616
1991,66 und älter,Nein,0.006433166547533953,17756,0.0052572014191375974,0.007609131675930308
1992,30-45 J.,Nein,0.4065073307893151,17350,0.39919849503882293,0.4138161665398073
1992,46-65 J.,Nein,0.314520988150231,17350,0.30761178076576656,0.32143019553469543
1992,18-29 J.,Nein,0.2741514360313316,17350,0.26751362926745165,0.2807892427952115
1992,66 und älter,Nein,0.004820245029122314,17350,0.003789641427644223,0.005850848630600405
1993,30-45 J.,Nein,0.4188470973017171,16993,0.4114289747588462,0.426265219844588
1993,46-65 J.,Nein,0.30314799672935405,16993,0.29623735035148335,0.31005864310722475
1993,18-29 J.,Nein,0.27269010629599344,16993,0.2659941057414712,0.2793861068505157
1993,66 und älter,Nein,0.005314799672935405,16993,0.004221580296601404,0.0064080190492694054
1994,30-45 J.,Nein,0.41972325938941357,16642,0.4122251389442696,0.42722137983455755
1994,46-65 J.,Nein,0.3103448275862069,16642,0.30331585956977647,0.31737379560263734
1994,18-29 J.,Nein,0.26444102789369645,16642,0.25774023061263224,0.27114182517476065
1994,66 und älter,Nein,0.005490885130683066,16642,0.004368145957814918,0.006613624303551214
1995,30-45 J.,Nein,0.4227892652881654,17246,0.4154163192373479,0.4301622113389829
1995,46-65 J.,Nein,0.3169819621645403,17246,0.3100373940534853,0.32392653027559526
1995,18-29 J.,Nein,0.2534095908490981,17246,0.24691779868112285,0.25990138301707333
1995,66 und älter,Nein,0.006819181698196217,17246,0.005590916424619133,0.0080474469717733
1996,30-45 J.,Nein,0.4354728963483783,16862,0.4279890563702427,0.44295673632651394
1996,46-65 J.,Nein,0.3114084826491268,16862,0.3044189589418348,0.3183980063564188
1996,18-29 J.,Nein,0.2449535041959628,16862,0.23846222624915278,0.2514447821427728
1996,66 und älter,Nein,0.008165116806532093,16862,0.006806795793857686,0.0095234378192065
1997,30-45 J.,Nein,0.46582100070472165,16487,0.4582065568369233,0.47343544457252
1997,18-29 J.,Nein,0.2727272727272727,16487,0.2659290061857531,0.2795255392687923
1997,46-65 J.,Nein,0.26145172656800564,16487,0.2547440756461458,0.26815937748986546
1998,30-45 J.,Nein,0.4679144385026738,18147,0.4606545890959466,0.47517428790940097
1998,46-65 J.,Nein,0.28810160427807485,18147,0.2815123616831372,0.2946908468730125
1998,18-29 J.,Nein,0.2426470588235294,18147,0.23640984941021242,0.2488842682368464
1998,66 und älter,Nein,0.001336898395721925,18147,0.0008052648769811576,0.0018685319144626925
1999,30-45 J.,Nein,0.4867762687634024,17396,0.47934865289391043,0.4942038846328944
1999,46-65 J.,Nein,0.27591136526090065,17396,0.26926916397468076,0.28255356654712055
1999,18-29 J.,Nein,0.23516797712651893,17396,0.22886561294562557,0.2414703413074123
1999,66 und älter,Nein,0.002144388849177984,17396,0.001456977031802953,0.0028318006665530152
2000,30-45 J.,Nein,0.48461845785057933,30607,0.4790194626455536,0.49021745305560505
2000,46-65 J.,Nein,0.32081502197363165,30607,0.31558543881554535,0.32604460513171796
2000,18-29 J.,Nein,0.1937674790251698,30607,0.1893393905444446,0.198195567505895
2000,66 und älter,Nein,0.0007990411506192569,30607,0.0004824806794377333,0.0011156016218007805
2002,30-45 J.,Ja,0.3468149646107179,28961,0.34133325125672714,0.3522966779647087
2002,46-65 J.,Ja,0.2397623862487361,28961,0.23484522446930584,0.24467954802816638
2002,30-45 J.,Nein,0.1390293225480283,28961,0.1350446129291033,0.1430140321669533
2002,18-29 J.,Ja,0.11842770475227503,28961,0.11470631705643305,0.122149092448117
2002,46-65 J.,Nein,0.1018705763397371,28961,0.09838685716902305,0.10535429551045115
2002,18-29 J.,Nein,0.05295753286147624,28961,0.050378256406175076,0.0555368093167774
2002,66 und älter,Ja,0.0007583417593528817,28961,0.0004412995789284011,0.0010753839397773623
2002,66 und älter,Nein,0.00037917087967644087,28961,0.00015494567398382706,0.0006033960853690547
2003,30-45 J.,Ja,0.3371413390010627,27727,0.33157690364515674,0.34270577435696864
2003,46-65 J.,Ja,0.24415515409139213,27727,0.2390986087430878,0.24921169943969645
2003,30-45 J.,Nein,0.13761955366631243,27727,0.1335645229058566,0.14167458442676825
2003,18-29 J.,Ja,0.11968650371944739,27727,0.1158657776600268,0.12350722977886798
2003,46-65 J.,Nein,0.10613708820403826,27727,0.10251154008510943,0.1097626363229671
2003,18-29 J.,Nein,0.05419766206163656,27727,0.05153267504173258,0.05686264908154053
2003,66 und älter,Nein,0.0005313496280552603,27727,0.0002600935933487101,0.0008026056627618106
2003,66 und älter,Ja,0.0005313496280552603,27727,0.0002600935933487101,0.0008026056627618106
2004,30-45 J.,Ja,0.32755298651252407,26790,0.3219329449046433,0.33317302812040483
2004,46-65 J.,Ja,0.26204238921001927,26790,0.25677650630257937,0.26730827211745917
2004,30-45 J.,Nein,0.13047068538398018,26790,0.12643731318506587,0.1345040575828945
2004,18-29 J.,Ja,0.11973575557390587,26790,0.11584809648066105,0.12362341466715068
2004,46-65 J.,Nein,0.10721167079548583,26790,0.10350686882626708,0.11091647276470457
2004,18-29 J.,Nein,0.05147261216625378,26790,0.04882665532212877,0.05411856901037879
2004,66 und älter,Ja,0.0009633911368015414,26790,0.0005918886380215443,0.0013348936355815385
2004,66 und älter,Nein,0.0005505092210294523,26790,0.0002696217040623691,0.0008313967379965354
2005,30-45 J.,Ja,0.3276374442793462,25520,0.3218788794455437,0.3333960091131487
2005,46-65 J.,Ja,0.26285289747399704,25520,0.25745220806320296,0.2682535868847911
2005,30-45 J.,Nein,0.12674591381872213,25520,0.12266410149039539,0.13082772614704888
2005,18-29 J.,Ja,0.11976225854383359,25520,0.11577865859670297,0.1237458584909642
2005,46-65 J.,Nein,0.10728083209509658,25520,0.1034838877367806,0.11107777645341255
2005,18-29 J.,Nein,0.05423476968796434,25520,0.0514560399537389,0.05701349942218978
2005,66 und älter,Ja,0.001188707280832095,25520,0.0007659462777567672,0.0016114682839074228
2005,66 und älter,Nein,0.00029717682020802375,25520,8.57020014938642e-05,0.0005086516389221833
2006,30-45 J.,Ja,0.3297986577181208,27321,0.324223786181936,0.3353735292543056
2006,46-65 J.,Ja,0.27758389261744965,27321,0.27227384253893944,0.28289394269595985
2006,18-29 J.,Ja,0.12120805369127517,27321,0.11733800393583461,0.12507810344671574
2006,30-45 J.,Nein,0.1148993288590604,27321,0.11111783972591957,0.11868081799220123
2006,46-65 J.,Nein,0.10604026845637583,27321,0.10238934974660235,0.10969118716614931
2006,18-29 J.,Nein,0.0476510067114094,27321,0.045124957079216294,0.050177056343602505
2006,66 und älter,Ja,0.00174496644295302,27321,0.0012500611827122932,0.002239871703193747
2006,66 und älter,Nein,0.0010738255033557046,27321,0.0006854593895478004,0.0014621916171636087
2007,30-45 J.,Ja,0.33443756301310673,25385,0.32863366978643993,0.34024145623977353
2007,46-65 J.,Ja,0.2856114071726919,25385,0.28005463594076974,0.29116817840461406
2007,18-29 J.,Ja,0.11925680541552643,25385,0.11526992030073308,0.12324369053031978
2007,46-65 J.,Nein,0.10759037879879015,25385,0.1037785241882768,0.1114022334093035
2007,30-45 J.,Nein,0.1035575399683134,25385,0.09980936755936898,0.10730571237725783
2007,18-29 J.,Nein,0.04623361659225119,25385,0.043650360712026576,0.048816872472475806
2007,66 und älter,Ja,0.002160449373469682,25385,0.0015892734516642429,0.002731625295275121
2007,66 und älter,Nein,0.001152239665850497,25385,0.0007349010720035488,0.001569578259697445
2008,30-45 J.,Ja,0.3156506447831184,23673,0.30972996335336994,0.3215713262128668
2008,46-65 J.,Ja,0.29073856975381007,23673,0.2849538287564004,0.29652331075121974
2008,18-29 J.,Ja,0.11957796014067995,23673,0.1154446266638388,0.1237112936175211
2008,46-65 J.,Nein,0.11767291910902697,23673,0.1135682090051392,0.12177762921291474
2008,30-45 J.,Nein,0.10682883939038687,23673,0.10289387303625935,0.11076380574451439
