"plb0196_h","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Nein","1986","AkademikerIn","Brandenburg","","","",""
"Nein","1986","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nein","1986","AkademikerIn","Sachsen","","","",""
"Nein","1986","AkademikerIn","Sachsen-Anhalt","","","",""
"Nein","1986","AkademikerIn","Thueringen","","","",""
"Ja","1987","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Ja","1987","(noch) kein Abschluss","Hamburg","","","",""
"Ja","1987","(noch) kein Abschluss","Niedersachsen","","","",""
"Ja","1987","(noch) kein Abschluss","Bremen","","","",""
"Ja","1987","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Ja","1987","(noch) kein Abschluss","Hessen","","","",""
"Ja","1987","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Ja","1987","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Ja","1987","(noch) kein Abschluss","Bayern","","","",""
"Ja","1987","(noch) kein Abschluss","Saarland","","","",""
"Ja","1987","(noch) kein Abschluss","Berlin","","","",""
"Ja","1987","(noch) kein Abschluss","Brandenburg","","","",""
"Ja","1987","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja","1987","(noch) kein Abschluss","Sachsen","","","",""
"Ja","1987","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ja","1987","(noch) kein Abschluss","Thueringen","","","",""
"Ja","1987","Hauptschule","Schleswig-Holstein","","","",""
"Ja","1987","Hauptschule","Hamburg","","","",""
"Ja","1987","Hauptschule","Niedersachsen","","","",""
"Ja","1987","Hauptschule","Bremen","","","",""
"Ja","1987","Hauptschule","Nordrhein-Westfalen","","","",""
"Ja","1987","Hauptschule","Hessen","","","",""
"Ja","1987","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Ja","1987","Hauptschule","Baden-Wuerttemberg","","","",""
"Ja","1987","Hauptschule","Bayern","","","",""
"Ja","1987","Hauptschule","Saarland","","","",""
"Ja","1987","Hauptschule","Berlin","","","",""
"Ja","1987","Hauptschule","Brandenburg","","","",""
"Ja","1987","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Ja","1987","Hauptschule","Sachsen","","","",""
"Ja","1987","Hauptschule","Sachsen-Anhalt","","","",""
"Ja","1987","Hauptschule","Thueringen","","","",""
"Ja","1987","Realschule","Schleswig-Holstein","","","",""
"Ja","1987","Realschule","Hamburg","","","",""
"Ja","1987","Realschule","Niedersachsen","","","",""
"Ja","1987","Realschule","Bremen","","","",""
"Ja","1987","Realschule","Nordrhein-Westfalen","","","",""
"Ja","1987","Realschule","Hessen","","","",""
"Ja","1987","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Ja","1987","Realschule","Baden-Wuerttemberg","","","",""
"Ja","1987","Realschule","Bayern","","","",""
"Ja","1987","Realschule","Saarland","","","",""
"Ja","1987","Realschule","Berlin","","","",""
"Ja","1987","Realschule","Brandenburg","","","",""
"Ja","1987","Realschule","Mecklenburg-Vorpommern","","","",""
"Ja","1987","Realschule","Sachsen","","","",""
"Ja","1987","Realschule","Sachsen-Anhalt","","","",""
"Ja","1987","Realschule","Thueringen","","","",""
"Ja","1987","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Ja","1987","(Fach-)Abitur","Hamburg","","","",""
"Ja","1987","(Fach-)Abitur","Niedersachsen","","","",""
"Ja","1987","(Fach-)Abitur","Bremen","","","",""
"Ja","1987","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Ja","1987","(Fach-)Abitur","Hessen","","","",""
"Ja","1987","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Ja","1987","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Ja","1987","(Fach-)Abitur","Bayern","","","",""
"Ja","1987","(Fach-)Abitur","Saarland","","","",""
"Ja","1987","(Fach-)Abitur","Berlin","","","",""
"Ja","1987","(Fach-)Abitur","Brandenburg","","","",""
"Ja","1987","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Ja","1987","(Fach-)Abitur","Sachsen","","","",""
"Ja","1987","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Ja","1987","(Fach-)Abitur","Thueringen","","","",""
"Ja","1987","AkademikerIn","Schleswig-Holstein","","","",""
"Ja","1987","AkademikerIn","Hamburg","","","",""
"Ja","1987","AkademikerIn","Niedersachsen","","","",""
"Ja","1987","AkademikerIn","Bremen","","","",""
"Ja","1987","AkademikerIn","Nordrhein-Westfalen","","","",""
"Ja","1987","AkademikerIn","Hessen","","","",""
"Ja","1987","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Ja","1987","AkademikerIn","Baden-Wuerttemberg","","","",""
"Ja","1987","AkademikerIn","Bayern","","","",""
"Ja","1987","AkademikerIn","Saarland","","","",""
"Ja","1987","AkademikerIn","Berlin","","","",""
"Ja","1987","AkademikerIn","Brandenburg","","","",""
"Ja","1987","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Ja","1987","AkademikerIn","Sachsen","","","",""
"Ja","1987","AkademikerIn","Sachsen-Anhalt","","","",""
"Ja","1987","AkademikerIn","Thueringen","","","",""
"Nein","1987","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Nein","1987","(noch) kein Abschluss","Hamburg","","","",""
"Nein","1987","(noch) kein Abschluss","Niedersachsen","","","",""
"Nein","1987","(noch) kein Abschluss","Bremen","","","",""
"Nein","1987","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Nein","1987","(noch) kein Abschluss","Hessen","","","",""
"Nein","1987","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Nein","1987","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Nein","1987","(noch) kein Abschluss","Bayern","","","",""
"Nein","1987","(noch) kein Abschluss","Saarland","","","",""
"Nein","1987","(noch) kein Abschluss","Berlin","","","",""
"Nein","1987","(noch) kein Abschluss","Brandenburg","","","",""
"Nein","1987","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nein","1987","(noch) kein Abschluss","Sachsen","","","",""
"Nein","1987","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nein","1987","(noch) kein Abschluss","Thueringen","","","",""
"Nein","1987","Hauptschule","Schleswig-Holstein","","","",""
"Nein","1987","Hauptschule","Hamburg","","","",""
"Nein","1987","Hauptschule","Niedersachsen","","","",""
"Nein","1987","Hauptschule","Bremen","","","",""
"Nein","1987","Hauptschule","Nordrhein-Westfalen","","","",""
"Nein","1987","Hauptschule","Hessen","","","",""
"Nein","1987","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Nein","1987","Hauptschule","Baden-Wuerttemberg","","","",""
"Nein","1987","Hauptschule","Bayern","","","",""
"Nein","1987","Hauptschule","Saarland","","","",""
"Nein","1987","Hauptschule","Berlin","","","",""
"Nein","1987","Hauptschule","Brandenburg","","","",""
"Nein","1987","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nein","1987","Hauptschule","Sachsen","","","",""
"Nein","1987","Hauptschule","Sachsen-Anhalt","","","",""
"Nein","1987","Hauptschule","Thueringen","","","",""
"Nein","1987","Realschule","Schleswig-Holstein","","","",""
"Nein","1987","Realschule","Hamburg","","","",""
"Nein","1987","Realschule","Niedersachsen","","","",""
"Nein","1987","Realschule","Bremen","","","",""
"Nein","1987","Realschule","Nordrhein-Westfalen","","","",""
"Nein","1987","Realschule","Hessen","","","",""
"Nein","1987","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Nein","1987","Realschule","Baden-Wuerttemberg","","","",""
"Nein","1987","Realschule","Bayern","","","",""
"Nein","1987","Realschule","Saarland","","","",""
"Nein","1987","Realschule","Berlin","","","",""
"Nein","1987","Realschule","Brandenburg","","","",""
"Nein","1987","Realschule","Mecklenburg-Vorpommern","","","",""
"Nein","1987","Realschule","Sachsen","","","",""
"Nein","1987","Realschule","Sachsen-Anhalt","","","",""
"Nein","1987","Realschule","Thueringen","","","",""
"Nein","1987","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Nein","1987","(Fach-)Abitur","Hamburg","","","",""
"Nein","1987","(Fach-)Abitur","Niedersachsen","","","",""
"Nein","1987","(Fach-)Abitur","Bremen","","","",""
"Nein","1987","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Nein","1987","(Fach-)Abitur","Hessen","","","",""
"Nein","1987","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Nein","1987","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Nein","1987","(Fach-)Abitur","Bayern","","","",""
"Nein","1987","(Fach-)Abitur","Saarland","","","",""
"Nein","1987","(Fach-)Abitur","Berlin","","","",""
"Nein","1987","(Fach-)Abitur","Brandenburg","","","",""
"Nein","1987","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nein","1987","(Fach-)Abitur","Sachsen","","","",""
"Nein","1987","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nein","1987","(Fach-)Abitur","Thueringen","","","",""
"Nein","1987","AkademikerIn","Schleswig-Holstein","","","",""
"Nein","1987","AkademikerIn","Hamburg","","","",""
"Nein","1987","AkademikerIn","Niedersachsen","","","",""
"Nein","1987","AkademikerIn","Bremen","","","",""
"Nein","1987","AkademikerIn","Nordrhein-Westfalen","","","",""
"Nein","1987","AkademikerIn","Hessen","","","",""
"Nein","1987","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Nein","1987","AkademikerIn","Baden-Wuerttemberg","","","",""
"Nein","1987","AkademikerIn","Bayern","","","",""
"Nein","1987","AkademikerIn","Saarland","","","",""
"Nein","1987","AkademikerIn","Berlin","","","",""
"Nein","1987","AkademikerIn","Brandenburg","","","",""
"Nein","1987","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nein","1987","AkademikerIn","Sachsen","","","",""
"Nein","1987","AkademikerIn","Sachsen-Anhalt","","","",""
"Nein","1987","AkademikerIn","Thueringen","","","",""
"Ja","1988","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Ja","1988","(noch) kein Abschluss","Hamburg","","","",""
"Ja","1988","(noch) kein Abschluss","Niedersachsen","","","",""
"Ja","1988","(noch) kein Abschluss","Bremen","","","",""
"Ja","1988","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Ja","1988","(noch) kein Abschluss","Hessen","","","",""
"Ja","1988","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Ja","1988","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Ja","1988","(noch) kein Abschluss","Bayern","","","",""
"Ja","1988","(noch) kein Abschluss","Saarland","","","",""
"Ja","1988","(noch) kein Abschluss","Berlin","","","",""
"Ja","1988","(noch) kein Abschluss","Brandenburg","","","",""
"Ja","1988","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja","1988","(noch) kein Abschluss","Sachsen","","","",""
"Ja","1988","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ja","1988","(noch) kein Abschluss","Thueringen","","","",""
"Ja","1988","Hauptschule","Schleswig-Holstein","","","",""
"Ja","1988","Hauptschule","Hamburg","","","",""
"Ja","1988","Hauptschule","Niedersachsen","","","",""
"Ja","1988","Hauptschule","Bremen","","","",""
"Ja","1988","Hauptschule","Nordrhein-Westfalen","","","",""
"Ja","1988","Hauptschule","Hessen","","","",""
"Ja","1988","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Ja","1988","Hauptschule","Baden-Wuerttemberg","","","",""
"Ja","1988","Hauptschule","Bayern","","","",""
"Ja","1988","Hauptschule","Saarland","","","",""
"Ja","1988","Hauptschule","Berlin","","","",""
"Ja","1988","Hauptschule","Brandenburg","","","",""
"Ja","1988","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Ja","1988","Hauptschule","Sachsen","","","",""
"Ja","1988","Hauptschule","Sachsen-Anhalt","","","",""
"Ja","1988","Hauptschule","Thueringen","","","",""
"Ja","1988","Realschule","Schleswig-Holstein","","","",""
"Ja","1988","Realschule","Hamburg","","","",""
"Ja","1988","Realschule","Niedersachsen","","","",""
"Ja","1988","Realschule","Bremen","","","",""
"Ja","1988","Realschule","Nordrhein-Westfalen","","","",""
"Ja","1988","Realschule","Hessen","","","",""
"Ja","1988","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Ja","1988","Realschule","Baden-Wuerttemberg","","","",""
"Ja","1988","Realschule","Bayern","","","",""
"Ja","1988","Realschule","Saarland","","","",""
"Ja","1988","Realschule","Berlin","","","",""
"Ja","1988","Realschule","Brandenburg","","","",""
"Ja","1988","Realschule","Mecklenburg-Vorpommern","","","",""
"Ja","1988","Realschule","Sachsen","","","",""
"Ja","1988","Realschule","Sachsen-Anhalt","","","",""
"Ja","1988","Realschule","Thueringen","","","",""
"Ja","1988","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Ja","1988","(Fach-)Abitur","Hamburg","","","",""
"Ja","1988","(Fach-)Abitur","Niedersachsen","","","",""
"Ja","1988","(Fach-)Abitur","Bremen","","","",""
"Ja","1988","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Ja","1988","(Fach-)Abitur","Hessen","","","",""
"Ja","1988","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Ja","1988","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Ja","1988","(Fach-)Abitur","Bayern","","","",""
"Ja","1988","(Fach-)Abitur","Saarland","","","",""
"Ja","1988","(Fach-)Abitur","Berlin","","","",""
"Ja","1988","(Fach-)Abitur","Brandenburg","","","",""
"Ja","1988","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Ja","1988","(Fach-)Abitur","Sachsen","","","",""
"Ja","1988","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Ja","1988","(Fach-)Abitur","Thueringen","","","",""
"Ja","1988","AkademikerIn","Schleswig-Holstein","","","",""
"Ja","1988","AkademikerIn","Hamburg","","","",""
"Ja","1988","AkademikerIn","Niedersachsen","","","",""
"Ja","1988","AkademikerIn","Bremen","","","",""
"Ja","1988","AkademikerIn","Nordrhein-Westfalen","","","",""
"Ja","1988","AkademikerIn","Hessen","","","",""
"Ja","1988","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Ja","1988","AkademikerIn","Baden-Wuerttemberg","","","",""
"Ja","1988","AkademikerIn","Bayern","","","",""
"Ja","1988","AkademikerIn","Saarland","","","",""
"Ja","1988","AkademikerIn","Berlin","","","",""
"Ja","1988","AkademikerIn","Brandenburg","","","",""
"Ja","1988","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Ja","1988","AkademikerIn","Sachsen","","","",""
"Ja","1988","AkademikerIn","Sachsen-Anhalt","","","",""
"Ja","1988","AkademikerIn","Thueringen","","","",""
"Nein","1988","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"Nein","1988","(noch) kein Abschluss","Hamburg","5","","",""
"Nein","1988","(noch) kein Abschluss","Niedersachsen","12","","",""
"Nein","1988","(noch) kein Abschluss","Bremen","1","","",""
"Nein","1988","(noch) kein Abschluss","Nordrhein-Westfalen","94","1","1","1"
"Nein","1988","(noch) kein Abschluss","Hessen","41","1","1","1"
"Nein","1988","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","21","","",""
"Nein","1988","(noch) kein Abschluss","Baden-Wuerttemberg","101","1","1","1"
"Nein","1988","(noch) kein Abschluss","Bayern","32","1","1","1"
"Nein","1988","(noch) kein Abschluss","Saarland","","","",""
"Nein","1988","(noch) kein Abschluss","Berlin","14","","",""
"Nein","1988","(noch) kein Abschluss","Brandenburg","","","",""
"Nein","1988","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nein","1988","(noch) kein Abschluss","Sachsen","","","",""
"Nein","1988","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nein","1988","(noch) kein Abschluss","Thueringen","","","",""
"Nein","1988","Hauptschule","Schleswig-Holstein","65","1","1","1"
"Nein","1988","Hauptschule","Hamburg","33","1","1","1"
"Nein","1988","Hauptschule","Niedersachsen","217","1","1","1"
"Nein","1988","Hauptschule","Bremen","16","","",""
"Nein","1988","Hauptschule","Nordrhein-Westfalen","545","1","1","1"
"Nein","1988","Hauptschule","Hessen","235","1","1","1"
"Nein","1988","Hauptschule","Rheinland-Pfalz,Saarland","179","1","1","1"
"Nein","1988","Hauptschule","Baden-Wuerttemberg","494","1","1","1"
"Nein","1988","Hauptschule","Bayern","460","1","1","1"
"Nein","1988","Hauptschule","Saarland","","","",""
"Nein","1988","Hauptschule","Berlin","78","1","1","1"
"Nein","1988","Hauptschule","Brandenburg","","","",""
"Nein","1988","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nein","1988","Hauptschule","Sachsen","","","",""
"Nein","1988","Hauptschule","Sachsen-Anhalt","","","",""
"Nein","1988","Hauptschule","Thueringen","","","",""
"Nein","1988","Realschule","Schleswig-Holstein","32","1","1","1"
"Nein","1988","Realschule","Hamburg","12","","",""
"Nein","1988","Realschule","Niedersachsen","98","1","1","1"
"Nein","1988","Realschule","Bremen","7","","",""
"Nein","1988","Realschule","Nordrhein-Westfalen","183","1","1","1"
"Nein","1988","Realschule","Hessen","73","1","1","1"
"Nein","1988","Realschule","Rheinland-Pfalz,Saarland","40","1","1","1"
"Nein","1988","Realschule","Baden-Wuerttemberg","112","1","1","1"
"Nein","1988","Realschule","Bayern","130","1","1","1"
"Nein","1988","Realschule","Saarland","","","",""
"Nein","1988","Realschule","Berlin","32","1","1","1"
"Nein","1988","Realschule","Brandenburg","","","",""
"Nein","1988","Realschule","Mecklenburg-Vorpommern","","","",""
"Nein","1988","Realschule","Sachsen","","","",""
"Nein","1988","Realschule","Sachsen-Anhalt","","","",""
"Nein","1988","Realschule","Thueringen","","","",""
"Nein","1988","(Fach-)Abitur","Schleswig-Holstein","8","","",""
"Nein","1988","(Fach-)Abitur","Hamburg","8","","",""
"Nein","1988","(Fach-)Abitur","Niedersachsen","28","","",""
"Nein","1988","(Fach-)Abitur","Bremen","1","","",""
