year,age_gr,regtyp,plb0196_h,proportion,n,lower_confidence,upper_confidence
1986,30-45 J.,Staedtischer Raum,Nein,0.296026334352222,13742,0.2883936996140486,0.30365896909039536
1986,46-65 J.,Staedtischer Raum,Nein,0.25699506230895836,13742,0.24968889961581597,0.26430122500210074
1986,18-29 J.,Staedtischer Raum,Nein,0.23277686339054784,13742,0.2257110550878248,0.2398426716932709
1986,30-45 J.,Laendlicher Raum,Nein,0.07782741594168822,13742,0.07334818444747328,0.08230664743590317
1986,18-29 J.,Laendlicher Raum,Nein,0.06748177756877498,13742,0.06328754005954021,0.07167601507800975
1986,46-65 J.,Laendlicher Raum,Nein,0.06207383023747943,13742,0.05803951623011807,0.0661081442448408
1986,66 und älter,Staedtischer Raum,Nein,0.005643075476134493,13742,0.004390626102277596,0.00689552484999139
1986,66 und älter,Laendlicher Raum,Nein,0.0011756407241946861,13742,0.0006026956727636442,0.0017485857756257281
1988,30-45 J.,Staedtischer Raum,Nein,0.2879170879676441,12817,0.28007806599433,0.2957561099409582
1988,46-65 J.,Staedtischer Raum,Nein,0.262639029322548,12817,0.25502029929238496,0.27025775935271107
1988,18-29 J.,Staedtischer Raum,Nein,0.23382204246713853,12817,0.22649429606628801,0.24114978886798905
1988,30-45 J.,Laendlicher Raum,Nein,0.07987866531850354,12817,0.07518512201170316,0.08457220862530393
1988,46-65 J.,Laendlicher Raum,Nein,0.06951466127401415,12817,0.06511158861789919,0.07391773393012911
1988,18-29 J.,Laendlicher Raum,Nein,0.05839231547017189,12817,0.0543327857546676,0.062451845185676175
1988,66 und älter,Staedtischer Raum,Nein,0.006319514661274014,12817,0.004947596761412585,0.007691432561135443
1988,66 und älter,Laendlicher Raum,Nein,0.0015166835187057635,12817,0.000842961456559808,0.002190405580851719
1989,30-45 J.,Staedtischer Raum,Nein,0.2847769028871391,12393,0.276831041343275,0.29272276443100315
1989,46-65 J.,Staedtischer Raum,Nein,0.2627296587926509,12393,0.25498083510752195,0.2704784824777799
1989,18-29 J.,Staedtischer Raum,Nein,0.24435695538057742,12393,0.23679143956029455,0.25192247120086025
1989,30-45 J.,Laendlicher Raum,Nein,0.07847769028871392,12393,0.07374297488106293,0.0832124056963649
1989,46-65 J.,Laendlicher Raum,Nein,0.06194225721784777,12393,0.05769824968180366,0.06618626475389187
1989,18-29 J.,Laendlicher Raum,Nein,0.05931758530183727,12393,0.055158660279637714,0.06347651032403683
1989,66 und älter,Staedtischer Raum,Nein,0.005774278215223097,12393,0.004440267873467951,0.007108288556978243
