syear,age_gr,sampreg,plb0196_h,proportion,n,lower_confidence,upper_confidence
1994,46-65 J.,West,2.0,0.2399738448125545,12873,0.23259629058028114,0.24735139904482784
1994,17-29 J.,West,2.0,0.20597210113339146,12873,0.19898594532281214,0.21295825694397078
1994,30-45 J.,East,2.0,0.12423714036617263,12873,0.11853897338855683,0.12993530734378841
1994,46-65 J.,East,2.0,0.06800348735832606,12873,0.06365449221395057,0.07235248250270156
1994,17-29 J.,East,2.0,0.06408020924149957,12873,0.05984965309963474,0.0683107653833644
1994,66 und älter,West,2.0,0.0052310374891020054,12873,0.003984884922705583,0.006477190055498428
1994,66 und älter,East,2.0,0.00021795989537925023,12873,-3.705006722364354e-05,0.000472969857982144
1995,30-45 J.,West,2.0,0.3031427324312527,13284,0.2953266859184353,0.31095877894407015
1995,46-65 J.,West,2.0,0.23788738542121343,13284,0.2306465792917048,0.24512819155072207
1995,17-29 J.,West,2.0,0.1938018332605849,13284,0.187079942018065,0.2005237245031048
1995,30-45 J.,East,2.0,0.11632474901789612,13284,0.11087252055126086,0.12177697748453138
1995,46-65 J.,East,2.0,0.07660410301178525,13284,0.0720812588510553,0.08112694717251519
1995,17-29 J.,East,2.0,0.06547359231776517,13284,0.061267096011672136,0.06968008862385822
1995,66 und älter,West,2.0,0.006547359231776516,13284,0.005175851352072951,0.007918867111480082
1995,66 und älter,East,2.0,0.00021824530772588389,13284,-3.2952993990577014e-05,0.0004694436094423448
1996,30-45 J.,West,2.0,0.3136241007194245,13048,0.30566306037669644,0.3215851410621525
1996,46-65 J.,West,2.0,0.2331384892086331,13048,0.22588328640582844,0.24039369201143773
1996,17-29 J.,West,2.0,0.1843525179856115,13048,0.17769886902612644,0.19100616694509656
1996,30-45 J.,East,2.0,0.11803057553956835,13048,0.11249442202289242,0.12356672905624427
1996,46-65 J.,East,2.0,0.07553956834532374,13048,0.07100521342982898,0.08007392326081851
1996,17-29 J.,East,2.0,0.06722122302158273,13048,0.06292460614129657,0.0715178399018689
1996,66 und älter,West,2.0,0.007643884892086331,13048,0.006149457078999621,0.00913831270517304
1996,66 und älter,East,2.0,0.0004496402877697842,13048,8.587684980279728e-05,0.0008134037257367711
1997,30-45 J.,West,2.0,0.32070175438596493,12828,0.3126246162540256,0.32877889251790426
1997,17-29 J.,West,2.0,0.19929824561403509,12828,0.19238529071316762,0.20621120051490255
1997,46-65 J.,West,2.0,0.1705263157894737,12828,0.16401792522999503,0.17703470634895235
1997,30-45 J.,East,2.0,0.1431578947368421,12828,0.13709702922819075,0.14921876024549344
1997,46-65 J.,East,2.0,0.08982456140350877,12828,0.08487648149908075,0.09477264130793678
1997,17-29 J.,East,2.0,0.07649122807017544,12828,0.07189180959909786,0.08109064654125303
1998,30-45 J.,West,2.0,0.32445036642238506,14238,0.31676022471084747,0.33214050813392265
1998,46-65 J.,West,2.0,0.19253830779480346,14238,0.18606164753738597,0.19901496805222096
1998,17-29 J.,West,2.0,0.15456362425049966,14238,0.1486258225698087,0.16050142593119063
1998,30-45 J.,East,2.0,0.1419053964023984,14238,0.136173496230155,0.1476372965746418
1998,46-65 J.,East,2.0,0.09460359760159893,14238,0.08979625819271093,0.09941093701048694
1998,17-29 J.,East,2.0,0.09060626249167222,14238,0.08589120855953727,0.09532131642380717
1998,66 und älter,West,2.0,0.0013324450366422385,14238,0.0007332520808741733,0.0019316379924103036
1999,30-45 J.,West,2.0,0.3312011371712864,13674,0.32331250046229076,0.33908977388028205
1999,46-65 J.,West,2.0,0.1847903340440654,13674,0.17828480576469719,0.1912958623234336
1999,30-45 J.,East,2.0,0.15280739161336176,13674,0.14677663858209164,0.1588381446446319
1999,17-29 J.,West,2.0,0.15209665955934612,13674,0.1460774246219503,0.15811589449674193
1999,46-65 J.,East,2.0,0.08955223880597014,13674,0.08476622415690518,0.0943382534550351
1999,17-29 J.,East,2.0,0.08742004264392324,13674,0.08268581372774698,0.09215427156009949
1999,66 und älter,West,2.0,0.0014214641080312722,13674,0.0007899728452603473,0.002052955370802197
1999,66 und älter,East,2.0,0.0007107320540156361,13674,0.0002640414200180956,0.0011574226880131766
2000,30-45 J.,West,2.0,0.3520509757068897,24107,0.3460218035667149,0.3580801478470645
2000,46-65 J.,West,2.0,0.23974512146555157,24107,0.2343557392546071,0.24513450367649606
2000,17-29 J.,West,2.0,0.1365989645559538,24107,0.13226371129426132,0.14093421781764628
2000,30-45 J.,East,2.0,0.13102349661489446,24107,0.1267639527321177,0.1352830404976712
2000,46-65 J.,East,2.0,0.08004778972520908,24107,0.07662214915513188,0.08347343029528628
2000,17-29 J.,East,2.0,0.05973715651135006,24107,0.056745364502940855,0.06272894851975926
2000,66 und älter,West,2.0,0.0007964954201513341,24107,0.0004403698945723276,0.0011526209457303406
2002,30-45 J.,West,1.0,0.2693908437381763,23026,0.2636604984483039,0.27512118902804866
2002,46-65 J.,West,1.0,0.17858494135452138,23026,0.173637842722776,0.18353203998626677
2002,30-45 J.,West,2.0,0.10165216294614705,23026,0.09774890370660333,0.10555542218569078
2002,17-29 J.,West,1.0,0.090175305839324,23026,0.08647558042180838,0.09387503125683962
2002,30-45 J.,East,1.0,0.07668053979064195,23026,0.07324365165879239,0.0801174279224915
2002,46-65 J.,West,2.0,0.07655442048177576,23026,0.07312012537438464,0.07998871558916687
2002,46-65 J.,East,1.0,0.06066338756463614,23026,0.05758005211918648,0.06374672301008581
2002,30-45 J.,East,2.0,0.037079076806659096,23026,0.03463842070854159,0.0395197329047766
2002,17-29 J.,West,2.0,0.03543952579139866,23026,0.03305140932618675,0.037827642256610575
2002,17-29 J.,East,1.0,0.029511918274687854,23026,0.027325966159812948,0.03169787038956276
2002,46-65 J.,East,2.0,0.025097742464371294,23026,0.023077308370082986,0.027118176558659602
2002,17-29 J.,East,2.0,0.0180350611678648,23026,0.01631614925378634,0.01975397308194326
2002,66 und älter,West,1.0,0.0006305965443309371,23026,0.00030634232281254756,0.0009548507658493266
2002,66 und älter,West,2.0,0.0002522386177323748,23026,4.712342460504968e-05,0.00045735381085969994
2002,66 und älter,East,1.0,0.0001261193088661874,23026,-1.8928183205456047e-05,0.00027116680093783085
2002,66 und älter,East,2.0,0.0001261193088661874,23026,-1.8928183205456047e-05,0.00027116680093783085
2003,30-45 J.,West,1.0,0.26151402858655376,22166,0.255728660078235,0.2672993970948725
2003,46-65 J.,West,1.0,0.17998941238750663,22166,0.17493179913612422,0.18504702563888903
2003,30-45 J.,West,2.0,0.10375860243515088,22166,0.09974405158077074,0.10777315328953102
2003,17-29 J.,West,1.0,0.09065643197458972,22166,0.08687657194747511,0.09443629200170434
2003,46-65 J.,West,2.0,0.07755426151402858,22166,0.0740331023650056,0.08107542066305157
2003,30-45 J.,East,1.0,0.07437797776601376,22166,0.07092374635245666,0.07783220917957087
2003,46-65 J.,East,1.0,0.06326098464796188,22166,0.06005626764093786,0.06646570165498591
2003,17-29 J.,West,2.0,0.039571201694017996,22166,0.03700474102340028,0.04213766236463571
2003,30-45 J.,East,2.0,0.03335097935415564,22166,0.030987231702923147,0.03571472700538813
2003,17-29 J.,East,1.0,0.03096876654314452,22166,0.02868819737502162,0.033249335711267425
2003,46-65 J.,East,2.0,0.02818951826363155,22166,0.026010569473771426,0.030368467053491676
2003,17-29 J.,East,2.0,0.015749073583906828,22166,0.014110021217706895,0.01738812595010676
2003,66 und älter,West,2.0,0.0005293806246691371,22166,0.00022656279397000663,0.0008321984553682676
2003,66 und älter,West,1.0,0.0005293806246691371,22166,0.00022656279397000663,0.0008321984553682676
2004,30-45 J.,West,1.0,0.25274725274725274,21612,0.24695315824963773,0.2585413472448677
2004,46-65 J.,West,1.0,0.19354395604395605,21612,0.18827664761503807,0.19881126447287403
2004,30-45 J.,West,2.0,0.09972527472527473,21612,0.09573044068860766,0.1037201087619418
2004,17-29 J.,West,1.0,0.09093406593406593,21612,0.08710079435883827,0.09476733750929359
2004,46-65 J.,West,2.0,0.0782967032967033,21612,0.07471511303504472,0.08187829355836188
2004,30-45 J.,East,1.0,0.07417582417582418,21612,0.07068197590446794,0.07766967244718041
2004,46-65 J.,East,1.0,0.06799450549450549,21612,0.0646382521325628,0.07135075885644818
2004,17-29 J.,West,2.0,0.03543956043956044,21612,0.032974557292043814,0.03790456358707706
2004,30-45 J.,East,2.0,0.030494505494505494,21612,0.028202083709930745,0.03278692727908024
2004,17-29 J.,East,1.0,0.029532967032967032,21612,0.027275858068381315,0.03179007599755275
2004,46-65 J.,East,2.0,0.028708791208791207,21612,0.026482454873777466,0.03093512754380495
2004,17-29 J.,East,2.0,0.016895604395604395,21612,0.01517731908677153,0.01861388970443726
2004,66 und älter,West,1.0,0.0008241758241758242,21612,0.000441580651441965,0.0012067709969096833
2004,66 und älter,West,2.0,0.0004120879120879121,21612,0.00014149648853649133,0.0006826793356393328
2004,66 und älter,East,1.0,0.00013736263736263736,21612,-1.8884860856861372e-05,0.0002936101355821361
2004,66 und älter,East,2.0,0.00013736263736263736,21612,-1.8884860856861372e-05,0.0002936101355821361
2005,30-45 J.,West,1.0,0.25700311249444197,20698,0.25104985635149946,0.2629563686373845
2005,46-65 J.,West,1.0,0.1922335852971691,20698,0.186865129159901,0.19760204143443721
2005,30-45 J.,West,2.0,0.09411590336445828,20698,0.09013794983549782,0.09809385689341875
2005,17-29 J.,West,1.0,0.09026233881725211,20698,0.08635839770327211,0.09416627993123211
2005,46-65 J.,West,2.0,0.07692307692307693,20698,0.07329280505034,0.08055334879581386
2005,46-65 J.,East,1.0,0.06995701793389654,20698,0.06648198412455672,0.07343205174323636
2005,30-45 J.,East,1.0,0.06980880391285016,20698,0.06633717664461027,0.07328043118109005
2005,17-29 J.,West,2.0,0.03794278938787609,20698,0.035339892542130776,0.040545686233621404
2005,30-45 J.,East,2.0,0.03231065658811324,20698,0.029901679047505306,0.03471963412872117
2005,17-29 J.,East,1.0,0.030532088335556543,20698,0.028188200340583596,0.032875976330529494
2005,46-65 J.,East,2.0,0.03008744627241737,20698,0.027760154499927824,0.03241473804490692
2005,17-29 J.,East,2.0,0.017341040462427744,20698,0.015562634666961159,0.01911944625789433
2005,66 und älter,West,1.0,0.0011857121683711278,20698,0.0007168729949712969,0.0016545513417709587
2005,66 und älter,West,2.0,0.00029642804209278195,20698,6.190412206523219e-05,0.0005309519621203317
2006,30-45 J.,West,1.0,0.26040268456375837,22269,0.25463865625136456,0.2661667128761522
2006,46-65 J.,West,1.0,0.20536912751677852,22269,0.20006326478984585,0.2106749902437112
2006,17-29 J.,West,1.0,0.09087248322147651,22269,0.0870973323456008,0.09464763409735222
2006,30-45 J.,West,2.0,0.08697986577181208,22269,0.08327855750078259,0.09068117404284157
2006,46-65 J.,West,2.0,0.0763758389261745,22269,0.07288739815961537,0.07986427969273363
2006,46-65 J.,East,1.0,0.07221476510067114,22269,0.06881505063204094,0.07561447956930134
2006,30-45 J.,East,1.0,0.06939597315436241,22269,0.06605821156435414,0.07273373474437068
2006,17-29 J.,West,2.0,0.034093959731543624,22269,0.03171047773085759,0.03647744173222966
2006,17-29 J.,East,1.0,0.030335570469798658,22269,0.02808292664388775,0.032588214295709565
2006,46-65 J.,East,2.0,0.029664429530201344,22269,0.027436072936664904,0.03189278612373778
2006,30-45 J.,East,2.0,0.02791946308724832,22269,0.025755696706596352,0.03008322946790029
2006,17-29 J.,East,2.0,0.013557046979865772,22269,0.0120381642238679,0.015075929735863643
2006,66 und älter,West,1.0,0.001476510067114094,22269,0.0009721937001185684,0.0019808264341096195
2006,66 und älter,West,2.0,0.0008053691275167785,22269,0.00043278165513616014,0.001177956599897397
2006,66 und älter,East,2.0,0.00026845637583892615,22269,5.3285110994225776e-05,0.0004836276406836265
2006,66 und älter,East,1.0,0.00026845637583892615,22269,5.3285110994225776e-05,0.0004836276406836265
2007,30-45 J.,West,1.0,0.26112631427336885,20850,0.25516401925997984,0.26708860928675787
2007,46-65 J.,West,1.0,0.2102837390177157,20850,0.20475225798841487,0.2158152200470165
2007,17-29 J.,West,1.0,0.08901051418695088,20850,0.08514523935502104,0.09287578901888073
2007,30-45 J.,West,2.0,0.07547169811320754,20850,0.07188615286271541,0.07905724336369968
2007,46-65 J.,East,1.0,0.07532766815497624,20850,0.07174526684607477,0.07891006946387771
2007,30-45 J.,East,1.0,0.07331124873973786,20850,0.0697732693722501,0.07684922810722562
2007,46-65 J.,West,2.0,0.0725910989485813,20850,0.069069171889895,0.0761130260072676
2007,46-65 J.,East,2.0,0.03499927985020884,20850,0.0325047057178091,0.037493853982608585
2007,17-29 J.,West,2.0,0.03255077056027654,20850,0.030141987046187025,0.03495955407436605
2007,17-29 J.,East,1.0,0.030246291228575545,20850,0.02792157562273462,0.03257100683441647
2007,30-45 J.,East,2.0,0.02808584185510586,20850,0.02584319589046674,0.03032848781974498
2007,17-29 J.,East,2.0,0.01368284603197465,20850,0.012105962727883533,0.015259729336065769
2007,66 und älter,West,1.0,0.0018723894570070575,20850,0.0012855839648890338,0.002459194949125081
2007,66 und älter,West,2.0,0.0008641797493878727,20850,0.0004653226295369363,0.0012630368692388091
2007,66 und älter,East,1.0,0.00028805991646262423,20850,5.771326862784811e-05,0.0005184065642974004
2007,66 und älter,East,2.0,0.00028805991646262423,20850,5.771326862784811e-05,0.0005184065642974004
2008,30-45 J.,West,1.0,0.24355216881594371,19571,0.2375385616527411,0.24956577597914634
2008,46-65 J.,West,1.0,0.21395076201641267,19571,0.20820521533956854,0.2196963086932568
2008,17-29 J.,West,1.0,0.09056271981242672,19571,0.08654193650825591,0.09458350311659754
2008,46-65 J.,West,2.0,0.08323563892145369,19571,0.07936544182649902,0.08710583601640837
2008,30-45 J.,West,2.0,0.07752051582649472,19571,0.07377392515055618,0.08126710650243325
2008,46-65 J.,East,1.0,0.07678780773739742,19571,0.07305748452301554,0.0805181309517793
2008,30-45 J.,East,1.0,0.07209847596717468,19571,0.06847468156982861,0.07572227036452076
2008,46-65 J.,East,2.0,0.03443728018757327,19571,0.03188249594035954,0.036992064434787
2008,17-29 J.,West,2.0,0.03429073856975381,19571,0.03174120238160176,0.036840274757905855
2008,30-45 J.,East,2.0,0.029308323563892145,19571,0.026945203952179485,0.0316714431756048
2008,17-29 J.,East,1.0,0.029015240328253224,19571,0.026663611066096972,0.03136686959040948
2008,17-29 J.,East,2.0,0.012602579132473623,19571,0.011039700427709147,0.0141654578372381
2008,66 und älter,West,1.0,0.0014654161781946073,19571,0.0009294818085986428,0.002001350547790572
2008,66 und älter,West,2.0,0.0008792497069167644,19571,0.0004639949000993475,0.0012945045137341812
2008,66 und älter,East,1.0,0.00014654161781946072,19571,-2.3047597359706403e-05,0.00031613083299862784
2008,66 und älter,East,2.0,0.00014654161781946072,19571,-2.3047597359706403e-05,0.00031613083299862784
2009,30-45 J.,West,1.0,0.22908729501407984,18254,0.22299080099696839,0.2351837890311913
2009,46-65 J.,West,1.0,0.2140135829054166,18254,0.2080637435828455,0.21996342222798773
2009,46-65 J.,West,2.0,0.08895146595991386,18254,0.08482171027199979,0.09308122164782794
2009,17-29 J.,West,1.0,0.0841477555077025,18254,0.08012048294315086,0.08817502807225414
2009,30-45 J.,West,2.0,0.08381646513168793,18254,0.07979640119750206,0.0878365290658738
2009,46-65 J.,East,1.0,0.07901275467947656,18254,0.07509937074553806,0.08292613861341507
2009,30-45 J.,East,1.0,0.07470597979128707,18254,0.07089185754027132,0.07852010204230282
2009,46-65 J.,East,2.0,0.037767102865661754,18254,0.035001600819438185,0.040532604911885324
2009,17-29 J.,West,2.0,0.0371045221136326,18254,0.03436244260674271,0.03984660162052248
2009,30-45 J.,East,2.0,0.02981613384131191,18254,0.027348789651481097,0.032283478031142725
2009,17-29 J.,East,1.0,0.02584064932913699,18254,0.02353897559737551,0.028142323060898467
2009,17-29 J.,East,2.0,0.01225774391253934,18254,0.010661482052854615,0.013854005772224067
2009,66 und älter,West,1.0,0.002153387444094749,18254,0.0014809219102712868,0.002825852977918211
2009,66 und älter,West,2.0,0.0006625807520291535,18254,0.0002892854444808357,0.0010358760595774715
2009,66 und älter,East,1.0,0.0004969355640218651,18254,0.00017362555277437223,0.000820245575269358
2009,66 und älter,East,2.0,0.00016564518800728838,18254,-2.1048866675921533e-05,0.0003523392426904983
2010,30-45 J.,West,1.0,0.2833393134792489,24328,0.27767675008570786,0.28900187687278994
2010,46-65 J.,West,1.0,0.17749073077383087,24328,0.17268940574295133,0.18229205580471042
2010,30-45 J.,West,2.0,0.11517761033369214,24328,0.11116603500792785,0.11918918565945644
2010,46-65 J.,West,2.0,0.08240641071642148,24328,0.07895092937387665,0.0858618920589663
2010,30-45 J.,East,1.0,0.07451261810788183,24328,0.07121270100301416,0.0778125352127495
2010,17-29 J.,West,1.0,0.0721205597416577,24328,0.06886985003507134,0.07537126944824404
2010,46-65 J.,East,1.0,0.05776820954431288,24328,0.05483646451178208,0.06069995457684368
2010,17-29 J.,West,2.0,0.036120081329984455,24328,0.03377537371602534,0.03846478894394357
2010,30-45 J.,East,2.0,0.03396722880038273,24328,0.031690932168333505,0.03624352543243195
2010,46-65 J.,East,2.0,0.029661523741179283,24328,0.0275296512642835,0.031793396218075066
2010,17-29 J.,East,1.0,0.02356177490730774,24328,0.02165574699850269,0.02546780281611279
2010,17-29 J.,East,2.0,0.010525056811386197,24328,0.009242674577739305,0.01180743904503309
2010,66 und älter,West,1.0,0.0019136466929793087,24328,0.001364462781199536,0.0024628306047590814
2010,66 und älter,West,2.0,0.0009568233464896543,24328,0.0005683055843344054,0.0013453411086449033
2010,66 und älter,East,2.0,0.00023920583662241358,24328,4.487719952563589e-05,0.0004335344737191913
2010,66 und älter,East,1.0,0.00023920583662241358,24328,4.487719952563589e-05,0.0004335344737191913
2011,30-45 J.,West,1.0,0.2909917028842355,28898,0.2857546357671964,0.29622877000127457
2011,46-65 J.,West,1.0,0.21740418806795733,28898,0.21264837374237727,0.2221600023935374
2011,30-45 J.,West,2.0,0.08682338996444093,28898,0.08357687105492076,0.0900699088739611
2011,46-65 J.,West,2.0,0.07902015013828527,28898,0.07590975068132817,0.08213054959524237
2011,30-45 J.,East,1.0,0.07418016594231529,28898,0.07115861918962357,0.077201712695007
2011,17-29 J.,West,1.0,0.07299486369024101,28898,0.06999563626144902,0.075994091119033
2011,46-65 J.,East,1.0,0.06311734492295536,28898,0.06031359588098588,0.06592109396492483
2011,30-45 J.,East,2.0,0.029928881864875544,28898,0.027964304159309387,0.0318934595704417
2011,46-65 J.,East,2.0,0.02736072698538127,28898,0.02547984349245266,0.029241610478309882
2011,17-29 J.,West,2.0,0.025879099170288425,28898,0.02404845816423024,0.02770974017634661
2011,17-29 J.,East,1.0,0.020545239035954167,28898,0.018909665902585502,0.02218081216932283
2011,17-29 J.,East,2.0,0.009186092453575661,28898,0.008086115386140114,0.010286069521011208
2011,66 und älter,West,1.0,0.001382852627419992,28898,0.0009543932650576652,0.001811311989782319
2011,66 und älter,West,2.0,0.0009877518767285659,28898,0.0006255659958668445,0.0013499377575902872
2011,66 und älter,East,2.0,0.00019755037534571315,28898,3.5511878487018325e-05,0.00035958887220440797
2012,30-45 J.,West,1.0,0.26559025427825583,28166,0.26043240357686886,0.2707481049796428
2012,46-65 J.,West,1.0,0.22353282413226336,28166,0.21866734418451317,0.22839830408001355
2012,46-65 J.,West,2.0,0.09533017499758291,28166,0.09190049396681978,0.09875985602834604
2012,30-45 J.,West,2.0,0.09291308131103161,28166,0.08952263893630939,0.09630352368575383
2012,17-29 J.,West,1.0,0.07454316929324181,28166,0.07147573341356517,0.07761060517291846
2012,30-45 J.,East,1.0,0.07125592187953204,28166,0.06825156171957948,0.0742602820394846
2012,46-65 J.,East,1.0,0.0625543846079474,28166,0.05972628043286361,0.0653824887830312
2012,46-65 J.,East,2.0,0.02900512423861549,28166,0.027045199846606936,0.03096504863062404
2012,30-45 J.,East,2.0,0.02784491926907087,28166,0.025923446471330255,0.029766392066811483
2012,17-29 J.,West,2.0,0.025331141835057528,28166,0.023496085454057233,0.027166198216057823
2012,17-29 J.,East,1.0,0.017983177027941603,28166,0.016431196894915095,0.01953515716096811
2012,17-29 J.,East,2.0,0.009765058493667215,28166,0.008616640385398368,0.010913476601936062
2012,66 und älter,West,2.0,0.002320409939089239,28166,0.0017584939547378169,0.002882325923440661
2012,66 und älter,West,1.0,0.0019336749492410326,28166,0.001420618772260661,0.002446731126221404
2012,66 und älter,East,1.0,9.668374746205163e-05,28166,-1.814462938601819e-05,0.00021151212431012146
2013,30-45 J.,West,1.0,0.2754916241806264,31177,0.27053238773627997,0.2804508606249728
2013,46-65 J.,West,1.0,0.22223233794610342,31177,0.2176173828619989,0.22684729303020795
2013,30-45 J.,West,2.0,0.09532046613255644,31177,0.09206075308071272,0.09858017918440017
2013,46-65 J.,West,2.0,0.08967589220684632,31177,0.08650431867308891,0.09284746574060374
2013,17-29 J.,West,1.0,0.0872177713037145,31177,0.08408574795984379,0.0903497946475852
2013,30-45 J.,East,1.0,0.06427530954115077,31177,0.06155301543537417,0.06699760364692736
2013,46-65 J.,East,1.0,0.05799344501092498,31177,0.05539893514581381,0.06058795487603615
2013,17-29 J.,West,2.0,0.031045156591405682,31177,0.029119904489470837,0.03297040869334053
2013,30-45 J.,East,2.0,0.02467225054624909,31177,0.022950308290635418,0.026394192801862764
2013,46-65 J.,East,2.0,0.02467225054624909,31177,0.022950308290635418,0.026394192801862764
2013,17-29 J.,East,1.0,0.016660597232337947,31177,0.015239787531905158,0.018081406932770737
2013,17-29 J.,East,2.0,0.007920611798980334,31177,0.006936619980618617,0.008904603617342051
2013,66 und älter,West,2.0,0.0012745812090313182,31177,0.0008785351306748913,0.0016706272873877452
2013,66 und älter,West,1.0,0.0010924981791697013,31177,0.0007257973363548524,0.0014591990219845502
2013,66 und älter,East,1.0,0.0003641660597232338,31177,0.00015237405979753234,0.0005759580596489353
2013,66 und älter,East,2.0,9.104151493080845e-05,31177,-1.4868950710678552e-05,0.00019695198057229546
2014,30-45 J.,West,1.0,0.2604114400401405,27654,0.25523891961722095,0.26558396046306004
2014,46-65 J.,West,1.0,0.22980431510286,27654,0.22484574197703452,0.2347628882286855
2014,46-65 J.,West,2.0,0.10175614651279478,27654,0.09819282881267709,0.10531946421291248
2014,17-29 J.,West,1.0,0.08600100351229302,27654,0.08269653429169775,0.08930547273288829
2014,30-45 J.,West,2.0,0.08549924736578023,27654,0.08220352763838974,0.08879496709317071
2014,30-45 J.,East,1.0,0.06522829904666332,27654,0.06231793111099111,0.06813866698233552
2014,46-65 J.,East,1.0,0.060110386352232814,27654,0.05730888860881311,0.06291188409565251
2014,17-29 J.,West,2.0,0.03321625689914701,27654,0.03110414410679647,0.03532836969149756
2014,46-65 J.,East,2.0,0.028198695434019067,27654,0.026247591792862082,0.03014979907517605
2014,30-45 J.,East,2.0,0.021976919217260412,27654,0.020248953785845805,0.02370488464867502
2014,17-29 J.,East,1.0,0.016457601605619668,27654,0.014958065567038603,0.017957137644200732
2014,17-29 J.,East,2.0,0.006924234821876568,27654,0.005946875684079225,0.007901593959673912
2014,66 und älter,West,2.0,0.0018063221274460613,27654,0.0013058474589345505,0.0023067967959575723
2014,66 und älter,West,1.0,0.0016056196688409433,27654,0.0011337201920514012,0.0020775191456304854
2014,66 und älter,East,2.0,0.0006021073758153537,27654,0.00031298395049748505,0.0008912308011332224
2014,66 und älter,East,1.0,0.00040140491721023583,27654,0.00016531292614675746,0.0006374969082737143
2015,30-45 J.,West,1.0,0.26634382566585957,27342,0.26110410014907226,0.2715835511826469
2015,46-65 J.,West,1.0,0.25802716075376353,27342,0.25284074118138455,0.2632135803261425
