"plb0196_h","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"Ja","2007","(Fach-)Abitur","maennlich","333","0.785928722942304","0.747069242746421","0.824788203138187"
"Ja","2007","(Fach-)Abitur","weiblich","338","0.773678394369124","0.73531356833293","0.812043220405319"
"Ja","2007","AkademikerIn","maennlich","875","0.835778162345886","0.813465002608639","0.858091322083133"
"Ja","2007","AkademikerIn","weiblich","638","0.725745350575898","0.696150912397456","0.755339788754339"
"Nein","2007","(noch) kein Abschluss","maennlich","","","",""
"Nein","2007","(noch) kein Abschluss","weiblich","","","",""
"Nein","2007","Hauptschule","maennlich","293","0.275770937518171","0.248955918867029","0.302585956169313"
"Nein","2007","Hauptschule","weiblich","187","0.344744764234508","0.304841912972383","0.384647615496632"
"Nein","2007","Realschule","maennlich","298","0.248040097114681","0.223543587092834","0.272536607136528"
"Nein","2007","Realschule","weiblich","332","0.278852710439414","0.253212087003287","0.30449333387554"
"Nein","2007","(Fach-)Abitur","maennlich","95","0.214071277057696","0.175211796861813","0.252930757253579"
"Nein","2007","(Fach-)Abitur","weiblich","119","0.226321605630876","0.187956779594681","0.26468643166707"
"Nein","2007","AkademikerIn","maennlich","184","0.164221837654114","0.141908677916867","0.186534997391361"
"Nein","2007","AkademikerIn","weiblich","235","0.274254649424102","0.244660211245661","0.303849087602544"
"Ja","2008","(noch) kein Abschluss","maennlich","","","",""
"Ja","2008","(noch) kein Abschluss","weiblich","","","",""
"Ja","2008","Hauptschule","maennlich","710","0.699247105601852","0.671062766136521","0.727431445067182"
"Ja","2008","Hauptschule","weiblich","348","0.642949809859417","0.603159835078612","0.682739784640222"
"Ja","2008","Realschule","maennlich","851","0.730697181788388","0.70526813969331","0.756126223883466"
"Ja","2008","Realschule","weiblich","864","0.713545647093552","0.688040193613326","0.739051100573778"
"Ja","2008","(Fach-)Abitur","maennlich","300","0.761967667443675","0.72043941495685","0.803495919930499"
"Ja","2008","(Fach-)Abitur","weiblich","323","0.704646069457403","0.662542713445033","0.746749425469772"
"Ja","2008","AkademikerIn","maennlich","819","0.809614520915736","0.785281045230083","0.833947996601389"
"Ja","2008","AkademikerIn","weiblich","633","0.735785801372914","0.706248896359291","0.765322706386537"
"Nein","2008","(noch) kein Abschluss","maennlich","","","",""
"Nein","2008","(noch) kein Abschluss","weiblich","","","",""
"Nein","2008","Hauptschule","maennlich","307","0.300752894398148","0.272568554932818","0.328937233863479"
"Nein","2008","Hauptschule","weiblich","209","0.357050190140583","0.317260215359778","0.396840164921387"
"Nein","2008","Realschule","maennlich","318","0.269302818211612","0.243873776116534","0.29473186030669"
"Nein","2008","Realschule","weiblich","343","0.286454352906448","0.260948899426222","0.311959806386674"
"Nein","2008","(Fach-)Abitur","maennlich","104","0.238032332556325","0.196504080069501","0.27956058504315"
"Nein","2008","(Fach-)Abitur","weiblich","128","0.295353930542597","0.253250574530228","0.337457286554967"
"Nein","2008","AkademikerIn","maennlich","181","0.190385479084264","0.166052003398612","0.214718954769917"
"Nein","2008","AkademikerIn","weiblich","223","0.264214198627086","0.234677293613463","0.293751103640709"
"Ja","2009","(noch) kein Abschluss","maennlich","","","",""
"Ja","2009","(noch) kein Abschluss","weiblich","","","",""
"Ja","2009","Hauptschule","maennlich","537","0.65697292843226","0.624946035887223","0.688999820977298"
"Ja","2009","Hauptschule","weiblich","305","0.632447298350971","0.588719095272827","0.676175501429114"
"Ja","2009","Realschule","maennlich","712","0.706300301666793","0.678349488242889","0.734251115090697"
"Ja","2009","Realschule","weiblich","736","0.676156574737214","0.648079163617128","0.7042339858573"
"Ja","2009","(Fach-)Abitur","maennlich","257","0.781619790382875","0.738702973329772","0.824536607435978"
"Ja","2009","(Fach-)Abitur","weiblich","301","0.723375447391204","0.680645310182717","0.76610558459969"
"Ja","2009","AkademikerIn","maennlich","752","0.807880472263176","0.782519404498336","0.833241540028015"
"Ja","2009","AkademikerIn","weiblich","581","0.74010401395825","0.709482183464867","0.770725844451634"
"Nein","2009","(noch) kein Abschluss","maennlich","","","",""
"Nein","2009","(noch) kein Abschluss","weiblich","","","",""
"Nein","2009","Hauptschule","maennlich","307","0.34302707156774","0.311000179022702","0.375053964112777"
"Nein","2009","Hauptschule","weiblich","162","0.367552701649029","0.323824498570886","0.411280904727173"
"Nein","2009","Realschule","maennlich","308","0.293699698333207","0.265748884909303","0.321650511757111"
"Nein","2009","Realschule","weiblich","331","0.323843425262786","0.295766014142699","0.351920836382872"
"Nein","2009","(Fach-)Abitur","maennlich","99","0.218380209617125","0.175463392564022","0.261297026670228"
"Nein","2009","(Fach-)Abitur","weiblich","120","0.276624552608796","0.23389441540031","0.319354689817283"
"Nein","2009","AkademikerIn","maennlich","175","0.192119527736824","0.166758459971985","0.217480595501664"
"Nein","2009","AkademikerIn","weiblich","207","0.25989598604175","0.229274155548366","0.290517816535133"
"Ja","2010","(noch) kein Abschluss","maennlich","","","",""
"Ja","2010","(noch) kein Abschluss","weiblich","","","",""
"Ja","2010","Hauptschule","maennlich","780","0.626348190754191","0.59927949890878","0.653416882599601"
"Ja","2010","Hauptschule","weiblich","342","0.595683529579652","0.556050346232364","0.63531671292694"
"Ja","2010","Realschule","maennlich","961","0.658696633177639","0.633956752983509","0.683436513371769"
"Ja","2010","Realschule","weiblich","998","0.666995617436969","0.643001186528274","0.690990048345664"
"Ja","2010","(Fach-)Abitur","maennlich","398","0.718949637662166","0.681245146947858","0.756654128376474"
"Ja","2010","(Fach-)Abitur","weiblich","410","0.691217889973214","0.653971181407626","0.728464598538802"
"Ja","2010","AkademikerIn","maennlich","1013","0.813966903744773","0.792573800050661","0.835360007438884"
"Ja","2010","AkademikerIn","weiblich","753","0.702688138323762","0.67509410305683","0.730282173590695"
"Nein","2010","(noch) kein Abschluss","maennlich","","","",""
"Nein","2010","(noch) kein Abschluss","weiblich","","","",""
"Nein","2010","Hauptschule","maennlich","447","0.373651809245809","0.346583117400399","0.40072050109122"
"Nein","2010","Hauptschule","weiblich","247","0.404316470420348","0.36468328707306","0.443949653767636"
"Nein","2010","Realschule","maennlich","450","0.341303366822361","0.316563486628231","0.366043247016492"
"Nein","2010","Realschule","weiblich","484","0.333004382563031","0.309009951654336","0.356998813471726"
"Nein","2010","(Fach-)Abitur","maennlich","148","0.281050362337834","0.243345871623526","0.318754853052142"
"Nein","2010","(Fach-)Abitur","weiblich","181","0.308782110026786","0.271535401461198","0.346028818592374"
"Nein","2010","AkademikerIn","maennlich","258","0.186033096255227","0.164639992561116","0.207426199949339"
"Nein","2010","AkademikerIn","weiblich","301","0.297311861676238","0.269717826409305","0.32490589694317"
"Ja","2011","(noch) kein Abschluss","maennlich","43","0.744065334022431","0.636307734269494","0.851822933775367"
"Ja","2011","(noch) kein Abschluss","weiblich","","","",""
"Ja","2011","Hauptschule","maennlich","987","0.695535349879983","0.671438677934383","0.719632021825582"
"Ja","2011","Hauptschule","weiblich","485","0.605182399412463","0.570453009072865","0.639911789752061"
"Ja","2011","Realschule","maennlich","1233","0.765927182113193","0.745447144608865","0.786407219617521"
"Ja","2011","Realschule","weiblich","1314","0.736712954304902","0.716600402439781","0.756825506170024"
"Ja","2011","(Fach-)Abitur","maennlich","478","0.764415512397393","0.731146020108414","0.797685004686372"
"Ja","2011","(Fach-)Abitur","weiblich","565","0.748472652356728","0.71748196727421","0.779463337439247"
"Ja","2011","AkademikerIn","maennlich","1220","0.817236285497225","0.797619489399451","0.836853081594999"
"Ja","2011","AkademikerIn","weiblich","965","0.753483143088742","0.729900371528872","0.777065914648612"
"Nein","2011","(noch) kein Abschluss","maennlich","","","",""
"Nein","2011","(noch) kein Abschluss","weiblich","","","",""
"Nein","2011","Hauptschule","maennlich","414","0.304464650120018","0.280367978174418","0.328561322065617"
"Nein","2011","Hauptschule","weiblich","276","0.394817600587537","0.360088210247939","0.429546990927135"
"Nein","2011","Realschule","maennlich","409","0.234072817886807","0.213592780382479","0.254552855391135"
"Nein","2011","Realschule","weiblich","528","0.263287045695098","0.243174493829976","0.283399597560219"
"Nein","2011","(Fach-)Abitur","maennlich","147","0.235584487602607","0.202314995313628","0.268853979891586"
"Nein","2011","(Fach-)Abitur","weiblich","188","0.251527347643272","0.220536662560753","0.28251803272579"
"Nein","2011","AkademikerIn","maennlich","271","0.182763714502775","0.163146918405001","0.202380510600549"
"Nein","2011","AkademikerIn","weiblich","318","0.246516856911258","0.222934085351388","0.270099628471128"
"Ja","2012","(noch) kein Abschluss","maennlich","46","0.725343849808804","0.623649022812792","0.827038676804817"
"Ja","2012","(noch) kein Abschluss","weiblich","","","",""
"Ja","2012","Hauptschule","maennlich","962","0.654058755611969","0.629413244588356","0.678704266635582"
"Ja","2012","Hauptschule","weiblich","501","0.61380251601879","0.579979634105292","0.647625397932287"
"Ja","2012","Realschule","maennlich","1167","0.729209347949787","0.707597195305192","0.750821500594382"
"Ja","2012","Realschule","weiblich","1328","0.699701591104553","0.679192635264391","0.720210546944715"
"Ja","2012","(Fach-)Abitur","maennlich","510","0.736582940252287","0.702875253580192","0.770290626924382"
"Ja","2012","(Fach-)Abitur","weiblich","598","0.761833974657569","0.73262561716442","0.791042332150718"
"Ja","2012","AkademikerIn","maennlich","1181","0.815273864371464","0.795401698143968","0.835146030598961"
"Ja","2012","AkademikerIn","weiblich","977","0.734470114123322","0.710807441069088","0.758132787177557"
"Nein","2012","(noch) kein Abschluss","maennlich","","","",""
"Nein","2012","(noch) kein Abschluss","weiblich","","","",""
"Nein","2012","Hauptschule","maennlich","469","0.345941244388031","0.321295733364418","0.370586755411644"
"Nein","2012","Hauptschule","weiblich","295","0.38619748398121","0.352374602067713","0.420020365894708"
"Nein","2012","Realschule","maennlich","457","0.270790652050213","0.249178499405618","0.292402804694807"
"Nein","2012","Realschule","weiblich","591","0.300298408895447","0.279789453055285","0.320807364735609"
"Nein","2012","(Fach-)Abitur","maennlich","146","0.263417059747713","0.229709373075618","0.297124746419808"
"Nein","2012","(Fach-)Abitur","weiblich","219","0.238166025342431","0.208957667849282","0.26737438283558"
"Nein","2012","AkademikerIn","maennlich","284","0.184726135628536","0.164853969401039","0.204598301856032"
"Nein","2012","AkademikerIn","weiblich","361","0.265529885876678","0.241867212822443","0.289192558930912"
"Ja","2013","(noch) kein Abschluss","maennlich","46","0.645377595862853","0.538523110802977","0.752232080922728"
"Ja","2013","(noch) kein Abschluss","weiblich","43","0.677993675241276","0.559766452401253","0.796220898081298"
"Ja","2013","Hauptschule","maennlich","1113","0.68093599729451","0.658210182442208","0.703661812146813"
"Ja","2013","Hauptschule","weiblich","562","0.653316163917119","0.621378578880956","0.685253748953282"
"Ja","2013","Realschule","maennlich","1142","0.721253081954513","0.699059676880324","0.743446487028702"
"Ja","2013","Realschule","weiblich","1326","0.7119016736975","0.69131487723523","0.73248847015977"
"Ja","2013","(Fach-)Abitur","maennlich","600","0.724576575543004","0.693697616714199","0.755455534371809"
"Ja","2013","(Fach-)Abitur","weiblich","696","0.771203830367465","0.744590385978449","0.79781727475648"
"Ja","2013","AkademikerIn","maennlich","1253","0.794461588330019","0.774511127370021","0.814412049290018"
"Ja","2013","AkademikerIn","weiblich","1037","0.732066611981276","0.708949836627146","0.755183387335407"
"Nein","2013","(noch) kein Abschluss","maennlich","31","0.354622404137147","0.247767919077272","0.461476889197023"
"Nein","2013","(noch) kein Abschluss","weiblich","","","",""
"Nein","2013","Hauptschule","maennlich","503","0.31906400270549","0.296338187853187","0.341789817557792"
"Nein","2013","Hauptschule","weiblich","291","0.346683836082881","0.314746251046718","0.378621421119044"
"Nein","2013","Realschule","maennlich","426","0.278746918045487","0.256553512971298","0.300940323119676"
"Nein","2013","Realschule","weiblich","533","0.2880983263025","0.26751152984023","0.30868512276477"
"Nein","2013","(Fach-)Abitur","maennlich","204","0.275423424456996","0.244544465628191","0.306302383285801"
"Nein","2013","(Fach-)Abitur","weiblich","261","0.228796169632535","0.20218272524352","0.255409614021551"
"Nein","2013","AkademikerIn","maennlich","323","0.205538411669981","0.185587950709982","0.225488872629979"
"Nein","2013","AkademikerIn","weiblich","373","0.267933388018724","0.244816612664593","0.291050163372854"
"Ja","2014","(noch) kein Abschluss","maennlich","42","0.84145357815063","0.744924079719052","0.937983076582208"
"Ja","2014","(noch) kein Abschluss","weiblich","","","",""
"Ja","2014","Hauptschule","maennlich","953","0.667572125487461","0.64244290480012","0.692701346174802"
"Ja","2014","Hauptschule","weiblich","495","0.648618285099467","0.615390937847052","0.681845632351882"
"Ja","2014","Realschule","maennlich","1039","0.719775449472086","0.696383410993848","0.743167487950324"
"Ja","2014","Realschule","weiblich","1174","0.723861997845593","0.70245764696903","0.745266348722155"
"Ja","2014","(Fach-)Abitur","maennlich","561","0.764239933973362","0.733656783818337","0.794823084128387"
"Ja","2014","(Fach-)Abitur","weiblich","634","0.73406242950998","0.704985896065459","0.763138962954502"
"Ja","2014","AkademikerIn","maennlich","1111","0.80673015776937","0.786090541296991","0.82736977424175"
"Ja","2014","AkademikerIn","weiblich","978","0.746656455220637","0.723575369209795","0.769737541231479"
"Nein","2014","(noch) kein Abschluss","maennlich","","","",""
"Nein","2014","(noch) kein Abschluss","weiblich","","","",""
"Nein","2014","Hauptschule","maennlich","397","0.332427874512539","0.307298653825198","0.35755709519988"
"Nein","2014","Hauptschule","weiblich","298","0.351381714900533","0.318154367648118","0.384609062152948"
"Nein","2014","Realschule","maennlich","377","0.280224550527914","0.256832512049676","0.303616589006152"
"Nein","2014","Realschule","weiblich","502","0.276138002154407","0.254733651277845","0.29754235303097"
"Nein","2014","(Fach-)Abitur","maennlich","179","0.235760066026638","0.205176915871613","0.266343216181663"
"Nein","2014","(Fach-)Abitur","weiblich","253","0.26593757049002","0.236861037045498","0.295014103934541"
"Nein","2014","AkademikerIn","maennlich","295","0.19326984223063","0.17263022575825","0.213909458703009"
"Nein","2014","AkademikerIn","weiblich","386","0.253343544779363","0.230262458768521","0.276424630790205"
"Ja","2015","(noch) kein Abschluss","maennlich","45","0.795075678387559","0.69618414949019","0.893967207284929"
"Ja","2015","(noch) kein Abschluss","weiblich","","","",""
"Ja","2015","Hauptschule","maennlich","929","0.710093310755521","0.685080564179467","0.735106057331576"
"Ja","2015","Hauptschule","weiblich","488","0.722190253682422","0.688865426470122","0.755515080894723"
"Ja","2015","Realschule","maennlich","952","0.738050034635155","0.714102253411557","0.761997815858754"
"Ja","2015","Realschule","weiblich","1212","0.777948145258168","0.757473793471548","0.798422497044788"
"Ja","2015","(Fach-)Abitur","maennlich","562","0.732977670622032","0.700994347637698","0.764960993606366"
"Ja","2015","(Fach-)Abitur","weiblich","632","0.753525761113551","0.724259960491613","0.782791561735488"
"Ja","2015","AkademikerIn","maennlich","1194","0.845331118251195","0.826583466499047","0.864078770003343"
"Ja","2015","AkademikerIn","weiblich","1028","0.791217429284429","0.769208065624658","0.813226792944199"
"Nein","2015","(noch) kein Abschluss","maennlich","","","",""
"Nein","2015","(noch) kein Abschluss","weiblich","","","",""
"Nein","2015","Hauptschule","maennlich","335","0.289906689244479","0.264893942668424","0.314919435820533"
"Nein","2015","Hauptschule","weiblich","206","0.277809746317578","0.244484919105277","0.311134573529878"
"Nein","2015","Realschule","maennlich","343","0.261949965364845","0.238002184141246","0.285897746588443"
"Nein","2015","Realschule","weiblich","371","0.222051854741832","0.201577502955212","0.242526206528452"
"Nein","2015","(Fach-)Abitur","maennlich","173","0.267022329377968","0.235039006393634","0.299005652362302"
"Nein","2015","(Fach-)Abitur","weiblich","201","0.246474238886449","0.217208438264512","0.275740039508387"
"Nein","2015","AkademikerIn","maennlich","235","0.154668881748805","0.135921229996657","0.173416533500953"
"Nein","2015","AkademikerIn","weiblich","282","0.208782570715571","0.186773207055801","0.230791934375342"
"Ja","2016","(noch) kein Abschluss","maennlich","40","0.60195265765465","0.47597816248134","0.72792715282796"
"Ja","2016","(noch) kein Abschluss","weiblich","","","",""
"Ja","2016","Hauptschule","maennlich","846","0.710196919109121","0.683733740311246","0.736660097906996"
"Ja","2016","Hauptschule","weiblich","466","0.706149617680401","0.67178530208886","0.740513933271941"
"Ja","2016","Realschule","maennlich","923","0.754672279510945","0.730418051763683","0.778926507258206"
"Ja","2016","Realschule","weiblich","1109","0.750105434829539","0.728289783263044","0.771921086396034"
"Ja","2016","(Fach-)Abitur","maennlich","516","0.740678597380341","0.708025143689312","0.77333205107137"
"Ja","2016","(Fach-)Abitur","weiblich","681","0.809324852933096","0.782978067220132","0.83567163864606"
"Ja","2016","AkademikerIn","maennlich","1082","0.86510142507803","0.846488349214383","0.883714500941678"
"Ja","2016","AkademikerIn","weiblich","1003","0.757609317468244","0.734544132412055","0.780674502524432"
"Nein","2016","(noch) kein Abschluss","maennlich","","","",""
"Nein","2016","(noch) kein Abschluss","weiblich","","","",""
"Nein","2016","Hauptschule","maennlich","283","0.289803080890879","0.263339902093004","0.316266259688754"
"Nein","2016","Hauptschule","weiblich","209","0.293850382319599","0.259486066728059","0.32821469791114"
"Nein","2016","Realschule","maennlich","286","0.245327720489055","0.221073492741794","0.269581948236317"
"Nein","2016","Realschule","weiblich","404","0.249894565170461","0.228078913603966","0.271710216736956"
"Nein","2016","(Fach-)Abitur","maennlich","176","0.259321402619659","0.22666794892863","0.291974856310688"
"Nein","2016","(Fach-)Abitur","weiblich","173","0.190675147066904","0.16432836135394","0.217021932779868"
"Nein","2016","AkademikerIn","maennlich","212","0.13489857492197","0.116285499058322","0.153511650785617"
"Nein","2016","AkademikerIn","weiblich","323","0.242390682531756","0.219325497475568","0.265455867587944"
"Ja","2017","(noch) kein Abschluss","maennlich","50","0.58346015145917","0.474055782048972","0.692864520869368"
"Ja","2017","(noch) kein Abschluss","weiblich","","","",""
"Ja","2017","Hauptschule","maennlich","864","0.72987236421536","0.704580536863231","0.75516419156749"
"Ja","2017","Hauptschule","weiblich","451","0.637934929439736","0.601839181875367","0.674030677004104"
"Ja","2017","Realschule","maennlich","1005","0.771973017351436","0.7494245799304","0.794521454772472"
"Ja","2017","Realschule","weiblich","1240","0.762948028874064","0.742440547175669","0.783455510572458"
"Ja","2017","(Fach-)Abitur","maennlich","577","0.733614987691136","0.702431231109849","0.764798744272423"
"Ja","2017","(Fach-)Abitur","weiblich","696","0.762335154887006","0.734889882051817","0.789780427722195"
"Ja","2017","AkademikerIn","maennlich","1208","0.830021291368008","0.81070131183462","0.849341270901397"
"Ja","2017","AkademikerIn","weiblich","1084","0.796632677095349","0.775419454692833","0.817845899497866"
"Nein","2017","(noch) kein Abschluss","maennlich","","","",""
"Nein","2017","(noch) kein Abschluss","weiblich","","","",""
"Nein","2017","Hauptschule","maennlich","320","0.27012763578464","0.24483580843251","0.295419463136769"
"Nein","2017","Hauptschule","weiblich","230","0.362065070560264","0.325969322995896","0.398160818124633"
"Nein","2017","Realschule","maennlich","325","0.228026982648564","0.205478545227528","0.250575420069601"
"Nein","2017","Realschule","weiblich","412","0.237051971125936","0.216544489427542","0.257559452824331"
"Nein","2017","(Fach-)Abitur","maennlich","195","0.266385012308864","0.235201255727577","0.297568768890151"
"Nein","2017","(Fach-)Abitur","weiblich","228","0.237664845112994","0.210219572277805","0.265110117948183"
"Nein","2017","AkademikerIn","maennlich","244","0.169978708631992","0.150658729098603","0.18929868816538"
"Nein","2017","AkademikerIn","weiblich","299","0.203367322904651","0.182154100502134","0.224580545307167"
"Ja","2018","(noch) kein Abschluss","maennlich","75","0.647213386382096","0.557508802391587","0.736917970372604"
"Ja","2018","(noch) kein Abschluss","weiblich","","","",""
"Ja","2018","Hauptschule","maennlich","846","0.717643192606511","0.692153001110594","0.743133384102428"
"Ja","2018","Hauptschule","weiblich","475","0.679991802387821","0.646129481780104","0.713854122995539"
"Ja","2018","Realschule","maennlich","1010","0.778103334092091","0.75585539851083","0.800351269673352"
"Ja","2018","Realschule","weiblich","1206","0.732079297295894","0.710806570053229","0.753352024538559"
"Ja","2018","(Fach-)Abitur","maennlich","593","0.755827789025253","0.726279684821851","0.785375893228654"
"Ja","2018","(Fach-)Abitur","weiblich","717","0.77653553762393","0.750211927108761","0.8028591481391"
"Ja","2018","AkademikerIn","maennlich","1203","0.809307964885762","0.789610533423229","0.829005396348295"
"Ja","2018","AkademikerIn","weiblich","1077","0.738725857978595","0.71624448143237","0.761207234524819"
"Nein","2018","(noch) kein Abschluss","maennlich","34","0.352786613617904","0.263082029627396","0.442491197608413"
"Nein","2018","(noch) kein Abschluss","weiblich","","","",""
"Nein","2018","Hauptschule","maennlich","352","0.282356807393489","0.256866615897572","0.307846998889406"
"Nein","2018","Hauptschule","weiblich","254","0.320008197612179","0.286145877004461","0.353870518219896"
"Nein","2018","Realschule","maennlich","330","0.221896665907909","0.199648730326648","0.24414460148917"
"Nein","2018","Realschule","weiblich","459","0.267920702704106","0.246647975461441","0.289193429946771"
"Nein","2018","(Fach-)Abitur","maennlich","219","0.244172210974748","0.214624106771346","0.273720315178149"
"Nein","2018","(Fach-)Abitur","weiblich","245","0.22346446237607","0.1971408518609","0.249788072891239"
"Nein","2018","AkademikerIn","maennlich","325","0.190692035114238","0.170994603651706","0.210389466576771"
"Nein","2018","AkademikerIn","weiblich","390","0.261274142021405","0.238792765475181","0.28375551856763"
"Ja","2019","(noch) kein Abschluss","maennlich","82","0.752510538962692","0.675616963755285","0.829404114170098"
"Ja","2019","(noch) kein Abschluss","weiblich","","","",""
"Ja","2019","Hauptschule","maennlich","724","0.738308637485646","0.710914122606776","0.765703152364516"
"Ja","2019","Hauptschule","weiblich","402","0.727678129177014","0.691229457800213","0.764126800553814"
"Ja","2019","Realschule","maennlich","923","0.763762155223237","0.73975895870332","0.787765351743154"
"Ja","2019","Realschule","weiblich","1124","0.772042404935799","0.750861765089022","0.793223044782575"
"Ja","2019","(Fach-)Abitur","maennlich","565","0.752165225673224","0.721449205066885","0.782881246279563"
"Ja","2019","(Fach-)Abitur","weiblich","686","0.783204560367572","0.756208571003785","0.810200549731359"
"Ja","2019","AkademikerIn","maennlich","1182","0.820900801173779","0.8012393692294","0.840562233118157"
"Ja","2019","AkademikerIn","weiblich","1093","0.780381034741239","0.758878910344144","0.801883159138333"
"Nein","2019","(noch) kein Abschluss","maennlich","39","0.247489461037308","0.170595885829901","0.324383036244715"
"Nein","2019","(noch) kein Abschluss","weiblich","","","",""
"Nein","2019","Hauptschule","maennlich","265","0.261691362514354","0.234296847635484","0.289085877393224"
"Nein","2019","Hauptschule","weiblich","171","0.272321870822986","0.235873199446186","0.308770542199787"
"Nein","2019","Realschule","maennlich","280","0.236237844776763","0.212234648256846","0.26024104129668"
"Nein","2019","Realschule","weiblich","383","0.227957595064201","0.206776955217425","0.249138234910978"
"Nein","2019","(Fach-)Abitur","maennlich","194","0.247834774326776","0.217118753720436","0.278550794933115"
"Nein","2019","(Fach-)Abitur","weiblich","209","0.216795439632428","0.189799450268641","0.243791428996215"
"Nein","2019","AkademikerIn","maennlich","279","0.179099198826221","0.159437766881843","0.1987606307706"
"Nein","2019","AkademikerIn","weiblich","331","0.219618965258761","0.198116840861667","0.241121089655856"
"Ja","2020","(noch) kein Abschluss","maennlich","76","0.556913209677834","0.474627913981605","0.639198505374063"
"Ja","2020","(noch) kein Abschluss","weiblich","31","0.74746987495304","0.62456165858431","0.87037809132177"
"Ja","2020","Hauptschule","maennlich","647","0.617089995008638","0.587490055538599","0.646689934478677"
"Ja","2020","Hauptschule","weiblich","348","0.587071450159235","0.548776265834334","0.625366634484136"
"Ja","2020","Realschule","maennlich","803","0.616211823346315","0.58931728583169","0.64310636086094"
"Ja","2020","Realschule","weiblich","969","0.642604857147612","0.618646475311966","0.666563238983259"
"Ja","2020","(Fach-)Abitur","maennlich","580","0.716673103347653","0.686968318320267","0.74637788837504"
"Ja","2020","(Fach-)Abitur","weiblich","661","0.631778432006459","0.602674017263461","0.660882846749457"
"Ja","2020","AkademikerIn","maennlich","1140","0.718939236938691","0.697170293748408","0.740708180128973"
"Ja","2020","AkademikerIn","weiblich","1058","0.672829056709625","0.650163159862999","0.695494953556251"
"Nein","2020","(noch) kein Abschluss","maennlich","64","0.443086790322166","0.360801494625937","0.525372086018395"
"Nein","2020","(noch) kein Abschluss","weiblich","","","",""
"Nein","2020","Hauptschule","maennlich","389","0.382910004991362","0.353310065521323","0.412509944461401"
"Nein","2020","Hauptschule","weiblich","287","0.412928549840765","0.374633365515864","0.451223734165666"
"Nein","2020","Realschule","maennlich","453","0.383788176653685","0.35689363913906","0.41068271416831"
"Nein","2020","Realschule","weiblich","568","0.357395142852388","0.333436761016741","0.381353524688034"
"Nein","2020","(Fach-)Abitur","maennlich","304","0.283326896652347","0.25362211162496","0.313031681679733"
"Nein","2020","(Fach-)Abitur","weiblich","394","0.368221567993541","0.339117153250543","0.397325982736539"
"Nein","2020","AkademikerIn","maennlich","498","0.281060763061309","0.259291819871027","0.302829706251592"
"Nein","2020","AkademikerIn","weiblich","588","0.327170943290375","0.304505046443749","0.349836840137001"
