year,age_gr,sex,plb0196_h,proportion,n,lower_confidence,upper_confidence
1986,30-45 J.,maennlich,Nein,0.20197507641664708,13742,0.1952625158479448,0.20868763698534937
1986,46-65 J.,maennlich,Nein,0.198448154244063,13742,0.1917797727058322,0.2051165357822938
1986,30-45 J.,weiblich,Nein,0.1718786738772631,13742,0.16557071169690507,0.17818663605762114
1986,18-29 J.,maennlich,Nein,0.15965201034563836,13742,0.15352783132001319,0.16577618937126354
1986,18-29 J.,weiblich,Nein,0.14060663061368445,13742,0.13479457181608773,0.14641868941128117
1986,46-65 J.,weiblich,Nein,0.1206207383023748,13742,0.1151753331216911,0.1260661434830585
1986,66 und älter,maennlich,Nein,0.0037620503174229957,13742,0.0027384628970774033,0.004785637737768588
1986,66 und älter,weiblich,Nein,0.003056665882906184,13742,0.002133690068421219,0.003979641697391149
1988,46-65 J.,maennlich,Nein,0.20146612740141556,12817,0.19452211368661906,0.20841014111621206
1988,30-45 J.,maennlich,Nein,0.19843276036400403,12817,0.19152814412000857,0.2053373766079995
1988,30-45 J.,weiblich,Nein,0.16936299292214357,12817,0.16286950888613297,0.17585647695815418
1988,18-29 J.,maennlich,Nein,0.16253791708796764,12817,0.1561505364030794,0.16892529777285586
1988,46-65 J.,weiblich,Nein,0.1306875631951466,12817,0.1248521991419395,0.1365229272483537
1988,18-29 J.,weiblich,Nein,0.12967644084934277,12817,0.12386031506744163,0.1354925666312439
1988,66 und älter,maennlich,Nein,0.004802831142568251,12817,0.003605908441020027,0.005999753844116475
1988,66 und älter,weiblich,Nein,0.003033367037411527,12817,0.002081304070465192,0.003985430004357862
1989,46-65 J.,maennlich,Nein,0.1942257217847769,12393,0.18726061276614636,0.20119083080340744
1989,30-45 J.,maennlich,Nein,0.19396325459317584,12393,0.1870017197967364,0.20092478938961528
1989,18-29 J.,maennlich,Nein,0.1700787401574803,12393,0.16346402257513692,0.1766934577398237
1989,30-45 J.,weiblich,Nein,0.16929133858267717,12393,0.1626888207125295,0.17589385645282485
1989,18-29 J.,weiblich,Nein,0.1335958005249344,12393,0.12760583222305671,0.13958576882681206
1989,46-65 J.,weiblich,Nein,0.1304461942257218,12393,0.12451650704121894,0.13637588141022464
1989,66 und älter,maennlich,Nein,0.0049868766404199474,12393,0.0037466628288816296,0.006227090451958265
1989,66 und älter,weiblich,Nein,0.0034120734908136482,12393,0.002385394096891401,0.0044387528847358955
1990,30-45 J.,maennlich,Nein,0.19286680189317107,18165,0.1871290770816516,0.19860452670469053
1990,30-45 J.,weiblich,Nein,0.1926977687626775,18165,0.18696195832861248,0.1984335791967425
1990,46-65 J.,maennlich,Nein,0.18069641649763354,18165,0.1751009594360741,0.186291873559193
1990,18-29 J.,maennlich,Nein,0.14993238674780257,18165,0.14474064797201106,0.1551241255235941
1990,46-65 J.,weiblich,Nein,0.14080459770114942,18165,0.13574643539933662,0.14586276000296222
1990,18-29 J.,weiblich,Nein,0.13556457065584854,18165,0.13058630863700238,0.1405428326746947
1990,66 und älter,maennlich,Nein,0.004732927653820149,18165,0.003734829801082494,0.005731025506557803
1990,66 und älter,weiblich,Nein,0.002704530087897228,18165,0.001949270578599129,0.0034597895971953266
1991,30-45 J.,weiblich,Nein,0.19960686204431738,17756,0.19372759867873462,0.20548612540990013
1991,30-45 J.,maennlich,Nein,0.19835596854896353,17756,0.19249057818473955,0.20422135891318752
1991,46-65 J.,maennlich,Nein,0.17709077912794854,17756,0.17147567981579206,0.18270587844010502
1991,18-29 J.,maennlich,Nein,0.1501072194424589,17756,0.1448535062135941,0.15536093267132367
1991,46-65 J.,weiblich,Nein,0.14027877055039314,17756,0.13517068333038063,0.14538685777040566
1991,18-29 J.,weiblich,Nein,0.12812723373838455,17756,0.12321101968141868,0.13304344779535043
1991,66 und älter,maennlich,Nein,0.003931379556826304,17756,0.003010928671121118,0.00485183044253149
1991,66 und älter,weiblich,Nein,0.0025017869907076485,17756,0.001766994462880867,0.00323657951853443
1992,30-45 J.,maennlich,Nein,0.20887728459530025,17350,0.20282841996240117,0.21492614922819933
1992,30-45 J.,weiblich,Nein,0.19763004619401486,17350,0.1917046124474017,0.20355547994062803
1992,46-65 J.,maennlich,Nein,0.17714400482024503,17350,0.17146291729753538,0.1828250923429547
1992,18-29 J.,maennlich,Nein,0.1502309700743121,17350,0.14491433910001345,0.15554760104861076
1992,46-65 J.,weiblich,Nein,0.13737698332998594,17350,0.13225457918241348,0.1424993874775584
1992,18-29 J.,weiblich,Nein,0.12392046595701948,17350,0.11901760453561398,0.12882332737842497
1992,66 und älter,maennlich,Nein,0.0032134966860815424,17350,0.002371333341985925,0.00405566003017716
1992,66 und älter,weiblich,Nein,0.0016067483430407712,17350,0.0010107691736521848,0.0022027275124293574
1993,30-45 J.,maennlich,Nein,0.2160670482420278,16993,0.20987898459332213,0.22225511189073346
1993,30-45 J.,weiblich,Nein,0.2027800490596893,16993,0.1967346811843432,0.2088254169350354
1993,46-65 J.,maennlich,Nein,0.17375306623058054,16993,0.1680561188029595,0.17945001365820157
1993,18-29 J.,maennlich,Nein,0.14513491414554375,16993,0.13983881894894143,0.15043100934214607
1993,46-65 J.,weiblich,Nein,0.1293949304987735,16993,0.12434843059472078,0.13444143040282625
1993,18-29 J.,weiblich,Nein,0.12755519215044972,16993,0.12253940504646331,0.13257097925443612
1993,66 und älter,maennlich,Nein,0.003475061324611611,16993,0.0025902587758454545,0.004359863873377767
1993,66 und älter,weiblich,Nein,0.001839738348323794,16993,0.0011954219106120765,0.0024840547860355113
1994,30-45 J.,maennlich,Nein,0.21656050955414013,16642,0.21030236379177203,0.22281865531650824
1994,30-45 J.,weiblich,Nein,0.20316274983527344,16642,0.19704966858998815,0.20927583108055872
1994,46-65 J.,maennlich,Nein,0.17658686580276742,16642,0.1707933605268444,0.18238037107869043
1994,18-29 J.,maennlich,Nein,0.1377113990775313,16642,0.13247582172690345,0.14294697642815915
1994,46-65 J.,weiblich,Nein,0.1337579617834395,16642,0.12858626848446425,0.13892965508241473
1994,18-29 J.,weiblich,Nein,0.12672962881616517,16642,0.12167526200710718,0.13178399562522317
1994,66 und älter,maennlich,Nein,0.0037338018888644848,16642,0.0028071499349001452,0.004660453842828824
1994,66 und älter,weiblich,Nein,0.0017570832418185812,16642,0.00112077492529225,0.0023933915583449123
1995,30-45 J.,maennlich,Nein,0.21711394632644082,17246,0.21096068982240218,0.22326720283047946
1995,30-45 J.,weiblich,Nein,0.20567531896172458,17246,0.19964275411910762,0.21170788380434155
1995,46-65 J.,maennlich,Nein,0.1779586449626045,17246,0.17225019420851595,0.18366709571669304
1995,46-65 J.,weiblich,Nein,0.13902331720193578,17246,0.13385973138912952,0.14418690301474205
1995,18-29 J.,maennlich,Nein,0.13022437307523096,17246,0.125201390923951,0.13524735522651093
1995,18-29 J.,weiblich,Nein,0.12318521777386714,17246,0.11828014890085821,0.12809028664687605
1995,66 und älter,maennlich,Nein,0.004179498460184778,17246,0.0032166354636311676,0.005142361456738388
1995,66 und älter,weiblich,Nein,0.0026396832380114386,17246,0.0018738859394254316,0.0034054805365974455
1996,30-45 J.,maennlich,Nein,0.2222726241778181,16862,0.21599698146146826,0.22854826689416793
1996,30-45 J.,weiblich,Nein,0.21320027217056023,16862,0.20701829343640404,0.2193822509047164
1996,46-65 J.,maennlich,Nein,0.16987979133590383,16862,0.16421162114737972,0.17554796152442795
1996,46-65 J.,weiblich,Nein,0.14152869131322296,16862,0.13626746883662713,0.1467899137898188
1996,18-29 J.,maennlich,Nein,0.12928101610342482,16862,0.12421685032713607,0.13434518187971356
1996,18-29 J.,weiblich,Nein,0.115672488092538,16862,0.11084497860815538,0.1204999975769206
1996,66 und älter,maennlich,Nein,0.005897028804717623,16862,0.00474135880532227,0.0070526988041129755
1996,66 und älter,weiblich,Nein,0.0022680880018144706,16862,0.0015500649107565933,0.002986111092872348
1997,30-45 J.,maennlich,Nein,0.2656800563777308,16487,0.25893776695193554,0.27242234580352603
1997,30-45 J.,weiblich,Nein,0.20014094432699084,16487,0.19403349379954052,0.20624839485444116
1997,46-65 J.,maennlich,Nein,0.1649048625792812,16487,0.15924025328217511,0.17056947187638727
1997,18-29 J.,maennlich,Nein,0.15503875968992248,16487,0.14951386774090386,0.1605636516389411
1997,18-29 J.,weiblich,Nein,0.11768851303735024,16487,0.11276966668478966,0.12260735938991082
1997,46-65 J.,weiblich,Nein,0.09654686398872446,16487,0.09203862269039119,0.10105510528705773
1998,30-45 J.,maennlich,Nein,0.26136363636363635,18147,0.2549708296179942,0.2677564431092785
1998,30-45 J.,weiblich,Nein,0.20655080213903743,18147,0.20066064803463765,0.2124409562434372
1998,46-65 J.,maennlich,Nein,0.1711229946524064,18147,0.16564334384944665,0.17660264545536616
1998,18-29 J.,maennlich,Nein,0.14304812834224598,18147,0.13795396393076015,0.1481422927537318
1998,46-65 J.,weiblich,Nein,0.11697860962566844,18147,0.11230241593745517,0.12165480331388172
1998,18-29 J.,weiblich,Nein,0.09959893048128342,18147,0.09524181580638716,0.10395604515617968
1998,66 und älter,weiblich,Nein,0.001336898395721925,18147,0.0008052648769811576,0.0018685319144626925
1999,30-45 J.,maennlich,Nein,0.27376697641172265,17396,0.26714084723339876,0.28039310559004654
1999,30-45 J.,weiblich,Nein,0.21300929235167976,17396,0.20692492469712265,0.21909366000623687
1999,46-65 J.,maennlich,Nein,0.1579699785561115,17396,0.15255018880405885,0.16338976830816415
1999,18-29 J.,maennlich,Nein,0.1401000714796283,17396,0.1349421526099781,0.1452579903492785
1999,46-65 J.,weiblich,Nein,0.11794138670478914,17396,0.1131483229109448,0.12273445049863348
1999,18-29 J.,weiblich,Nein,0.09506790564689063,17396,0.09070921214832275,0.09942659914545851
1999,66 und älter,maennlich,Nein,0.002144388849177984,17396,0.001456977031802953,0.0028318006665530152
2000,30-45 J.,maennlich,Nein,0.26887734718337997,30607,0.26391007546896333,0.2738446188977966
2000,30-45 J.,weiblich,Nein,0.21574111066719937,30607,0.2111327987211132,0.22034942261328552
2000,46-65 J.,maennlich,Nein,0.18937275269676387,30607,0.18498325288904818,0.19376225250447957
2000,46-65 J.,weiblich,Nein,0.13144226927686775,30607,0.1276568624691273,0.1352276760846082
2000,18-29 J.,maennlich,Nein,0.10986815821014782,30607,0.1063646044963633,0.11337171192393235
2000,18-29 J.,weiblich,Nein,0.08389932081502198,30607,0.08079335612109803,0.08700528550894593
2000,66 und älter,maennlich,Nein,0.00039952057530962844,30607,0.00017563377344297098,0.000623407377176286
2000,66 und älter,weiblich,Nein,0.00039952057530962844,30607,0.00017563377344297098,0.000623407377176286
2002,30-45 J.,maennlich,Ja,0.20652173913043478,28961,0.20185944468518763,0.21118403357568194
2002,46-65 J.,maennlich,Ja,0.1474974721941355,28961,0.1434134375169947,0.1515815068712763
2002,30-45 J.,weiblich,Ja,0.1402932254802831,28961,0.13629338363878118,0.14429306732178504
2002,46-65 J.,weiblich,Ja,0.0922649140546006,28961,0.08893182324272703,0.09559800486647418
2002,30-45 J.,maennlich,Nein,0.07457027300303337,28961,0.0715447261407414,0.07759581986532535
2002,30-45 J.,weiblich,Nein,0.06445904954499494,28961,0.06163076796943049,0.06728733112055939
2002,46-65 J.,maennlich,Nein,0.06054095045500506,28961,0.057794240262688236,0.06328766064732189
2002,18-29 J.,maennlich,Ja,0.05952982810920121,28961,0.0568046862055773,0.06225497001282512
2002,18-29 J.,weiblich,Ja,0.05889787664307381,28961,0.056186327434984,0.06160942585116362
2002,46-65 J.,weiblich,Nein,0.04132962588473205,28961,0.03903709769375876,0.04362215407570535
2002,18-29 J.,maennlich,Nein,0.03058645096056623,28961,0.028603242434181993,0.03256965948695047
2002,18-29 J.,weiblich,Nein,0.02237108190091001,28961,0.02066782636892258,0.02407433743289744
2002,66 und älter,maennlich,Ja,0.0006319514661274014,28961,0.0003425145731436056,0.0009213883591111971
2002,66 und älter,maennlich,Nein,0.00037917087967644087,28961,0.00015494567398382706,0.0006033960853690547
2002,66 und älter,weiblich,Ja,0.0001263902932254803,28961,-3.0825568547868457e-06,0.0002558631433057474
2003,30-45 J.,maennlich,Ja,0.1971307120085016,27727,0.1924479272296498,0.2018134967873534
2003,46-65 J.,maennlich,Ja,0.15170031880977683,27727,0.14747779090036883,0.15592284671918483
2003,30-45 J.,weiblich,Ja,0.14001062699256112,27727,0.13592619496781827,0.14409505901730396
2003,46-65 J.,weiblich,Ja,0.0924548352816153,27727,0.08904523421386504,0.09586443634936556
2003,30-45 J.,maennlich,Nein,0.07159936238044633,27727,0.06856458441200676,0.0746341403488859
2003,30-45 J.,weiblich,Nein,0.0660201912858661,27727,0.06309730605333863,0.06894307651839357
2003,18-29 J.,weiblich,Ja,0.06044102019128587,27727,0.057636022248361195,0.06324601813421055
