year,age_gr,sex,plb0196_h,proportion,n,lower_confidence,upper_confidence
2003,18-29 J.,maennlich,Ja,0.05924548352816153,27727,0.05646659957898396,0.0620243674773391
2003,46-65 J.,maennlich,Nein,0.05645589798087142,27727,0.0537392060545283,0.05917258990721453
2003,46-65 J.,weiblich,Nein,0.049681190223166846,27727,0.04712357452591521,0.052238805920418484
2003,18-29 J.,weiblich,Nein,0.02736450584484591,27727,0.025444186344058754,0.029284825345633064
2003,18-29 J.,maennlich,Nein,0.02683315621679065,27727,0.024931052642714654,0.028735259790866642
2003,66 und älter,maennlich,Nein,0.0005313496280552603,27727,0.0002600935933487101,0.0008026056627618106
2003,66 und älter,maennlich,Ja,0.00026567481402763017,27727,7.384234145511119e-05,0.0004575072866001491
2003,66 und älter,weiblich,Ja,0.00026567481402763017,27727,7.384234145511119e-05,0.0004575072866001491
2004,30-45 J.,maennlich,Ja,0.19763281034957336,26790,0.19286426608522492,0.2024013546139218
2004,46-65 J.,maennlich,Ja,0.15772089182493806,26790,0.15335631300410008,0.16208547064577605
2004,30-45 J.,weiblich,Ja,0.12992017616295073,26790,0.12589404829348122,0.13394630403242025
2004,46-65 J.,weiblich,Ja,0.1043214973850812,26790,0.10066106241306581,0.10798193235709659
2004,30-45 J.,maennlich,Nein,0.06729975227085054,26790,0.06429957101494073,0.07029993352676035
2004,30-45 J.,weiblich,Nein,0.06317093311312964,26790,0.06025781201151907,0.06608405421474021
2004,18-29 J.,weiblich,Ja,0.06248279658684283,26790,0.059584521744335255,0.06538107142935042
2004,46-65 J.,maennlich,Nein,0.05766584090283512,26790,0.054874380341071165,0.06045730146459908
2004,18-29 J.,maennlich,Ja,0.057252958987063035,26790,0.05447090039632534,0.06003501757780073
2004,46-65 J.,weiblich,Nein,0.0495458298926507,26790,0.046947233337332736,0.05214442644796867
2004,18-29 J.,maennlich,Nein,0.027663088356729974,26790,0.025699147374375796,0.029627029339084152
2004,18-29 J.,weiblich,Nein,0.023809523809523808,26790,0.021983895538248883,0.025635152080798734
2004,66 und älter,weiblich,Ja,0.0005505092210294523,26790,0.0002696217040623691,0.0008313967379965354
2004,66 und älter,maennlich,Nein,0.0005505092210294523,26790,0.0002696217040623691,0.0008313967379965354
2004,66 und älter,maennlich,Ja,0.00041288191577208916,26790,0.00016960944251400052,0.0006561543890301778
2005,30-45 J.,maennlich,Ja,0.19435364041604755,25520,0.1894986955678011,0.199208585264294
2005,46-65 J.,maennlich,Ja,0.15958395245170875,25520,0.1550907342120037,0.1640771706914138
2005,30-45 J.,weiblich,Ja,0.13328380386329866,25520,0.1291137383126689,0.13745386941392843
2005,46-65 J.,weiblich,Ja,0.10326894502228826,25520,0.09953531128998891,0.1070025787545876
2005,30-45 J.,maennlich,Nein,0.06582466567607727,25520,0.0627822099618039,0.06886712139035063
2005,18-29 J.,weiblich,Ja,0.06196136701337296,25520,0.059003445852928535,0.06491928817381738
2005,30-45 J.,weiblich,Nein,0.06092124814264487,25520,0.057986633098423945,0.0638558631868658
2005,18-29 J.,maennlich,Ja,0.05780089153046063,25520,0.05493767396740629,0.06066410909351496
2005,46-65 J.,maennlich,Nein,0.05542347696879643,25520,0.052616226301580325,0.05823072763601254
2005,46-65 J.,weiblich,Nein,0.05185735512630015,25520,0.04913679857482044,0.05457791167777987
2005,18-29 J.,maennlich,Nein,0.02838038632986627,25520,0.026343001705074757,0.030417770954657784
2005,18-29 J.,weiblich,Nein,0.025854383358098067,25520,0.023907254162563108,0.027801512553633025
2005,66 und älter,weiblich,Ja,0.0005943536404160475,25520,0.00029532753862258914,0.0008933797422095058
2005,66 und älter,maennlich,Ja,0.0005943536404160475,25520,0.00029532753862258914,0.0008933797422095058
2005,66 und älter,maennlich,Nein,0.00014858841010401187,25520,-9.579807531934182e-07,0.0002981348009612172
2005,66 und älter,weiblich,Nein,0.00014858841010401187,25520,-9.579807531934182e-07,0.0002981348009612172
2006,30-45 J.,maennlich,Ja,0.18966442953020135,27321,0.1850157118518421,0.1943131472085606
2006,46-65 J.,maennlich,Ja,0.1597315436241611,27321,0.15538732022734292,0.16407576702097926
2006,30-45 J.,weiblich,Ja,0.14013422818791946,27321,0.13601804002451873,0.1442504163513202
2006,46-65 J.,weiblich,Ja,0.11785234899328859,27321,0.11402896833958112,0.12167572964699605
2006,18-29 J.,weiblich,Ja,0.06281879194630872,27321,0.05994162970783422,0.06569595418478323
2006,18-29 J.,maennlich,Ja,0.05838926174496644,27321,0.05560884452783826,0.061169678962094624
2006,30-45 J.,weiblich,Nein,0.05785234899328859,27321,0.05508395588614059,0.06062074210043659
2006,30-45 J.,maennlich,Nein,0.05704697986577181,27321,0.05429674912389336,0.05979721060765027
2006,46-65 J.,weiblich,Nein,0.054228187919463086,27321,0.05154275996831107,0.0569136158706151
2006,46-65 J.,maennlich,Nein,0.051812080536912754,27321,0.04918380737369255,0.054440353700132955
2006,18-29 J.,maennlich,Nein,0.025503355704697986,27321,0.02363397991522228,0.027372731494173692
2006,18-29 J.,weiblich,Nein,0.02214765100671141,27321,0.02040259948771642,0.0238927025257064
2006,66 und älter,maennlich,Ja,0.0010738255033557046,27321,0.0006854593895478004,0.0014621916171636087
2006,66 und älter,weiblich,Ja,0.0006711409395973154,27321,0.00036404868976856633,0.0009782331894260645
2006,66 und älter,weiblich,Nein,0.0005369127516778523,27321,0.0002622226471852332,0.0008116028561704714
2006,66 und älter,maennlich,Nein,0.0005369127516778523,27321,0.0002622226471852332,0.0008116028561704714
2007,30-45 J.,maennlich,Ja,0.19645686302750973,25385,0.19156915012535944,0.20134457592966
2007,46-65 J.,maennlich,Ja,0.1627538528013827,25385,0.15821276702394976,0.1672949385788156
2007,30-45 J.,weiblich,Ja,0.137980699985597,25385,0.13373807002889188,0.14222332994230213
2007,46-65 J.,weiblich,Ja,0.12285755437130923,25385,0.11881920876030135,0.1268958999823171
2007,18-29 J.,maennlich,Ja,0.06121273224830765,25385,0.05826375131026248,0.06416171318635283
2007,18-29 J.,weiblich,Ja,0.05804407316721878,25385,0.05516759077808079,0.060920555556356774
2007,46-65 J.,maennlich,Nein,0.05559556387728647,25385,0.05277674892584105,0.0584143788287319
2007,30-45 J.,weiblich,Nein,0.05314705458735417,25385,0.050387440487906165,0.05590666868680218
2007,46-65 J.,weiblich,Nein,0.05199481492150367,25385,0.04926361895646472,0.05472601088654262
2007,30-45 J.,maennlich,Nein,0.05041048538095924,25385,0.04771897609645236,0.05310199466546612
2007,18-29 J.,weiblich,Nein,0.02405300302462912,25385,0.022168203096855157,0.025937802952403086
2007,18-29 J.,maennlich,Nein,0.022180613567622066,25385,0.02036892481980517,0.02399230231543896
2007,66 und älter,maennlich,Ja,0.001296269624081809,25385,0.0008536471151146508,0.0017388921330489674
2007,66 und älter,weiblich,Ja,0.0008641797493878727,25385,0.0005027018126969546,0.0012256576860787908
2007,66 und älter,maennlich,Nein,0.0007201497911565605,25385,0.0003901433078191371,0.001050156274493984
2007,66 und älter,weiblich,Nein,0.00043208987469393634,25385,0.00017643111077962002,0.0006877486386082526
2008,30-45 J.,maennlich,Ja,0.18185814771395076,23673,0.17694443106855914,0.18677186435934237
2008,46-65 J.,maennlich,Ja,0.16090269636576787,23673,0.15622192696485154,0.1655834657666842
2008,30-45 J.,weiblich,Ja,0.13379249706916765,23673,0.12945582809837802,0.13812916603995729
2008,46-65 J.,weiblich,Ja,0.1298358733880422,23673,0.12555406368764593,0.13411768308843847
2008,18-29 J.,weiblich,Ja,0.06052168815943728,23673,0.05748410400656376,0.0635592723123108
2008,18-29 J.,maennlich,Ja,0.05905627198124267,23673,0.056053348525753194,0.06205919543673215
2008,46-65 J.,weiblich,Nein,0.058909730363423216,23673,0.05591030139679598,0.06190915933005045
2008,46-65 J.,maennlich,Nein,0.05876318874560375,23673,0.055767259507035385,0.06175911798417212
2008,30-45 J.,maennlich,Nein,0.053927315357561546,23673,0.051049942951991494,0.0568046877631316
2008,30-45 J.,weiblich,Nein,0.052901524032825324,23673,0.050050104744411635,0.055752943321239014
2008,18-29 J.,maennlich,Nein,0.0238862837045721,23673,0.021941130006548466,0.025831437402595733
2008,18-29 J.,weiblich,Nein,0.023007033997655333,23673,0.021097156737219687,0.02491691125809098
2008,66 und älter,maennlich,Ja,0.0011723329425556857,23673,0.0007364195736068366,0.0016082463115045349
2008,66 und älter,weiblich,Nein,0.0005861664712778429,23673,0.0002778387401329913,0.0008944942024226945
2008,66 und älter,weiblich,Ja,0.0004396248534583822,23673,0.00017258563009275526,0.0007066640768240091
2008,66 und älter,maennlich,Nein,0.0004396248534583822,23673,0.00017258563009275526,0.0007066640768240091
2009,30-45 J.,maennlich,Ja,0.16614212357131025,21983,0.16122174534863665,0.17106250179398386
2009,46-65 J.,maennlich,Ja,0.16332615537518635,21983,0.15843942297755836,0.16821288777281435
2009,30-45 J.,weiblich,Ja,0.13765115123405666,21983,0.13309661659581232,0.142205685872301
2009,46-65 J.,weiblich,Ja,0.1297001822097068,21983,0.12525880836366557,0.13414155605574804
2009,46-65 J.,maennlich,Nein,0.06625807520291535,21983,0.06296997208748481,0.06954617831834589
2009,46-65 J.,weiblich,Nein,0.06046049362266026,21983,0.05730980155997801,0.06361118568534252
2009,30-45 J.,maennlich,Nein,0.05979791287063111,21983,0.056663427769430265,0.06293239797183195
2009,18-29 J.,weiblich,Ja,0.05698194467450721,21983,0.053917574485612144,0.06004631486340227
2009,30-45 J.,weiblich,Nein,0.053834686102368724,21983,0.05085117817984504,0.05681819402489241
2009,18-29 J.,maennlich,Ja,0.053006460162332285,21983,0.050044695815804986,0.05596822450885958
2009,18-29 J.,maennlich,Nein,0.025343713765115124,21983,0.023266058623968244,0.027421368906262004
2009,18-29 J.,weiblich,Nein,0.024018552261056817,21983,0.02199456960904187,0.026042534913071763
2009,66 und älter,maennlich,Ja,0.0018220970680801723,21983,0.0012583266009579064,0.002385867535202438
2009,66 und älter,weiblich,Ja,0.000828225940036442,21983,0.0004479427887189546,0.0012085090913539292
2009,66 und älter,weiblich,Nein,0.0006625807520291535,21983,0.0003224169681169248,0.0010027445359413823
2009,66 und älter,maennlich,Nein,0.00016564518800728838,21983,-4.4789865826566145e-06,0.00033576936259723336
2010,30-45 J.,maennlich,Ja,0.20308575529242914,35837,0.19892055611295806,0.20725095447190023
2010,30-45 J.,weiblich,Ja,0.1547661762947016,35837,0.15102147907369914,0.15851087351570406
2010,46-65 J.,maennlich,Ja,0.12929075469441453,35837,0.12581690869843581,0.13276460069039325
2010,46-65 J.,weiblich,Ja,0.10596818562372921,35837,0.10278138800468763,0.1091549832427708
2010,30-45 J.,maennlich,Nein,0.08013395526850856,35837,0.07732295535914356,0.08294495517787355
2010,30-45 J.,weiblich,Nein,0.06901088386556632,35837,0.06638653634343955,0.0716352313876931
2010,46-65 J.,weiblich,Nein,0.05693098911613444,35837,0.05453195541014651,0.059330022822122366
2010,46-65 J.,maennlich,Nein,0.055136945341466334,35837,0.05277376952895146,0.05750012115398121
2010,18-29 J.,maennlich,Ja,0.05142925487381892,35837,0.049142444112254186,0.053716065635383656
2010,18-29 J.,weiblich,Ja,0.04425307977514651,35837,0.04212379645547113,0.04638236309482189
2010,18-29 J.,maennlich,Nein,0.02535581868197584,35837,0.023728202069285304,0.026983435294666375
2010,18-29 J.,weiblich,Nein,0.021289319459394808,35837,0.019794811262595385,0.02278382765619423
2010,66 und älter,maennlich,Ja,0.0014352350197344816,35837,0.0010432767082294958,0.0018271933312394675
2010,66 und älter,weiblich,Ja,0.0007176175098672408,35837,0.00044036155867625224,0.0009948734610582294
2010,66 und älter,weiblich,Nein,0.0007176175098672408,35837,0.00044036155867625224,0.0009948734610582294
2010,66 und älter,maennlich,Nein,0.00047841167324482717,35837,0.0002520060436994078,0.0007048173027902466
2011,30-45 J.,maennlich,Ja,0.19982220466218886,41903,0.1959935285039072,0.20365088082047053
2011,30-45 J.,weiblich,Ja,0.16534966416436192,41903,0.1617926347403901,0.16890669358833374
2011,46-65 J.,maennlich,Ja,0.15428684314500196,41903,0.15082817015045835,0.15774551613954557
2011,46-65 J.,weiblich,Ja,0.1262346898459107,41903,0.12305473999648724,0.1294146396953342
2011,30-45 J.,weiblich,Nein,0.05916633741604109,41903,0.05690727994424325,0.06142539488783893
2011,30-45 J.,maennlich,Nein,0.057585934413275384,41903,0.055355381131953256,0.05981648769459751
2011,46-65 J.,weiblich,Nein,0.053931252469379694,41903,0.05176845867842067,0.05609404626033872
2011,46-65 J.,maennlich,Nein,0.05244962465428684,41903,0.050315076979318335,0.054584172329255345
2011,18-29 J.,maennlich,Ja,0.04938759383642829,41903,0.04731294696366005,0.05146224070919653
2011,18-29 J.,weiblich,Ja,0.04415250888976689,41903,0.042185503687627954,0.04611951409190583
2011,18-29 J.,weiblich,Nein,0.01758198340576847,41903,0.016323592401553736,0.018840374409983204
2011,18-29 J.,maennlich,Nein,0.017483208218095615,41903,0.016228293917057896,0.018738122519133333
2011,66 und älter,maennlich,Ja,0.0009877518767285659,41903,0.0006869761041139455,0.0012885276493431862
2011,66 und älter,weiblich,Nein,0.0008889766890557092,41903,0.0006036216312301426,0.0011743317468812758
2011,66 und älter,weiblich,Ja,0.0003951007506914263,41903,0.00020481703281946507,0.0005853844685633875
2011,66 und älter,maennlich,Nein,0.00029632556301856976,41903,0.0001315268877912396,0.00046112423824589994
2012,30-45 J.,maennlich,Ja,0.1786715653098714,40229,0.17492811042801923,0.1824150201917236
2012,30-45 J.,weiblich,Ja,0.15817461084791645,40229,0.1546087380248279,0.161740483671005
2012,46-65 J.,maennlich,Ja,0.15343710722227594,40229,0.14991517277814587,0.156959041666406
2012,46-65 J.,weiblich,Ja,0.13265010151793483,40229,0.1293354535411375,0.13596474949473214
2012,46-65 J.,weiblich,Nein,0.06419800831480228,40229,0.06180282249028503,0.06659319413931954
2012,30-45 J.,weiblich,Nein,0.06371458957749203,40229,0.06132782257076495,0.0661013565842191
2012,46-65 J.,maennlich,Nein,0.060137290921396115,40229,0.057814069561339415,0.062460512281452815
2012,30-45 J.,maennlich,Nein,0.05704341100261046,40229,0.054777018911274365,0.05930980309394656
2012,18-29 J.,maennlich,Ja,0.04853524122594992,40229,0.046435279387577626,0.05063520306432221
2012,18-29 J.,weiblich,Ja,0.04399110509523349,40229,0.04198709522918289,0.04599511496128409
2012,18-29 J.,maennlich,Nein,0.018853330755100067,40229,0.017524261955008745,0.02018239955519139
2012,18-29 J.,weiblich,Nein,0.016242869573624672,40229,0.015007599904361787,0.017478139242887557
2012,66 und älter,maennlich,Nein,0.0012568887170066711,40229,0.0009106610534507322,0.00160311638056261
2012,66 und älter,weiblich,Ja,0.0010635212220825678,40229,0.0007450072636600181,0.0013820351805051176
2012,66 und älter,weiblich,Nein,0.0010635212220825678,40229,0.0007450072636600181,0.0013820351805051176
2012,66 und älter,maennlich,Ja,0.0009668374746205163,40229,0.0006631316348385917,0.001270543314402441
2013,30-45 J.,maennlich,Ja,0.1820830298616169,44486,0.17849683620658896,0.18566922351664483
